0	Index      	 *	Score 	Summary	Detail	
1	22412 14322	 * 	188.40	DCR|3DMG|2VULN|1AART|2DUR	19DUR|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aAART
317	33326 81232	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7TLV|8DMG|9ASPD|aRCR
318	33326 82212	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19ERES|2CDMG|3AART|46VULN|5MBVNT|7ASPD|8DMG|aRCR
319	62132 16351	   	160.09	DCR|2AART|2DMG|2ASPD|2DUR	1NUKE|2aAART|38ASPD|4RPLT|5BEXP|68DUR|78DMG|8BPWR|9RCR
320	62432 11351	   	160.09	DCR|2AART|2DMG|2ASPD|2DUR	1NUKE|2aAART|38DMG|4RPLT|5BEXP|68DUR|78ASPD|8BPWR|9RCR
321	33521 32135	   	160.06	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	19ERES|234CDMG|5RCR|6DMG|7ZMB|8VULN|aAART
322	33326 65232	   	159.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ERES|27CDMG|3AART|4VULN|5MBVNT|6ZMB|8DMG|9ASPD|aRCR
323	22262 53242	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aDMG|3CDMG|4BEXP|5FEWX|6RPLT|7VULN|8AART|9RCR
324	22531 36613	   	159.72	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	19DUR|2DMG|3SELL|4DUST|56VULN|7ZMB|8AART|aRCR
325	23133 26653	   	159.72	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	13DUR|2DUST|4SELL|5DMG|69VULN|7ZMB|8AART|aRCR
326	23233 26653	   	159.72	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	13DUR|23DUST|3BPWR|4SELL|5DMG|69VULN|7ZMB|8AART|aRCR
327	12632 53242	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2aDMG|3DUR|4CDMG|5FEWX|6RPLT|7VULN|8AART|9RCR
328	22231 54242	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aDMG|3CDMG|4DUST|5VULN|6RPLT|7BEXP|8AART|9RCR
329	22232 53242	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aDMG|3CDMG|4DUST|5FEWX|6RPLT|7VULN|8AART|9RCR
330	12612 14322	   	159.70	DCR|3DMG|2VULN|1DUR	19DUST|269DMG|3DUR|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aDMSP
331	12612 14324	   	159.70	DCR|3DMG|2VULN|1DUR	19DUST|269DMG|3DUR|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aBEXP
332	12612 14326	   	159.70	DCR|3DMG|2VULN|1DUR	19DUST|269DMG|3DUR|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aLHND
333	33521 34214	   	159.62	ACR|2DMG|3CDMG|1AART|2DUR	1aERES|234CDMG|5RCR|6aDMG|7aDUR|8BELT|9AART|aBPWR
334	12612 14223	   	159.60	DCR|3DMG|2VULN|1DUR	1DUST|26aDMG|3DUR|4VENICY|5aVULN|7RCR|8LIT|9aBASHEA|aBPWR
335	12136 33633	 * 	159.59	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1DUST|2DMG|39ASPD|46CDMG|5VULN|7DUR|8AART|aRCR
336	32111 32433	   	159.46	DCR|3VULN|2DMG|1DUR|1SELL	1ERES|2SELL|35aVULN|4LWND|6DUR|7RCR|89DMG
337	22633 63151	 * 	159.38	DCR|2VULN|1AART|1DMG|3DUR	138DUR|2DMG|4LIT|56VULN|7RCR|9AART|aBASICY
338	22633 63152	   	159.38	DCR|2VULN|1AART|1DMG|3DUR	138DUR|2DMG|4LIT|56VULN|7RCR|9AART|aMBVNT
339	22633 63153	   	159.38	DCR|2VULN|1AART|1DMG|3DUR	138DUR|2DMG|4LIT|56VULN|7RCR|9AART|aDUST
340	43333 63152	   	159.25	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3AART|45RCVC|68VULN|7DMG|9LIT|aRCR
341	42514 34221	   	159.07	DCR|3VULN|2DMG|1CDMG|1SELL	18CGEN|2SELL|3CDMG|458VULN|6MBVNT|78DMG|8BPWR|9ERES|aRCR
342	22622 33661	   	158.94	ACR|2AART|1DMG|3DUR|1CDMG|1ZMB	137DUR|2DMG|4RCR|5ZMB|6CDMG|8aAART|9RPLT
343	22622 13162	   	158.93	ACR|3VULN|1DMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6BEXP|78aVULN|9RPLT
344	22622 53162	   	158.93	ACR|3VULN|1DMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6LHND|78aVULN|9RPLT
345	33521 13225	   	158.92	ACR|2VULN|3CDMG|1AART|2DUR	1ERES|234CDMG|5RCR|68DUR|79VULN|aAART
346	22626 12212	   	158.90	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	13DUR|28DMG|4RCR|5AART|6DUST|7ASPD|9FEWX|aCDMG
347	22626 12252	   	158.90	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	13DUR|28DMG|4RCR|5AART|6DUST|7ASPD|9LHND|aCDMG
348	33521 32315	   	158.89	ACR|2DMG|3CDMG|1AART|1ZMB	1ERES|234CDMG|5RCR|6aDMG|7ZMB|8AART|9RPLT
349	33521 32363	   	158.89	ACR|2DMG|3CDMG|1AART|1ZMB	1ERES|234CDMG|5RCR|69DMG|7ZMB|8AART|aLHND
350	31211 32432	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2LHND|3CDMG|4LWND|5VULN|6RCVC|7RCR|89DMG|aAART
351	31211 32462	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2LHND|3CDMG|4LWND|59VULN|6RCVC|7RCR|8DMG|aAART
352	62162 34313	 * 	158.85	DCR|2AART|1VULN|3ASPD|1DMG	1NUKE|25AART|347ASPD|6RMIN|8RCR|9VULN|aDMG
353	22622 23532	   	158.83	ACR|3DMG|1VULN|2DUR|1ZMB	13DUR|268DMG|4RCR|5ZMB|7SNIHEL|9VULN|aCGEN
354	22622 23533	   	158.83	ACR|3DMG|1VULN|2DUR|1ZMB	13DUR|268DMG|4RCR|5ZMB|7SNIHEL|9VULN|aRPLT
355	22622 23156	   	158.83	ACR|3DMG|1VULN|2DUR|1ZMB	13DUR|26aDMG|4RCR|5ZMB|7SNIHEL|8CGEN|9VULN
356	43261 11631	 * 	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2CDMG|3RMIN|4RCR|5LEGI|6VULN|7DMG|89AART|aASPD
357	33521 32361	   	158.79	ACR|2DMG|3CDMG|1AART|1ZMB	1aERES|234CDMG|5RCR|69DMG|7ZMB|8AART
358	33451 32432	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3LWND|4LEGI|5VULN|6RCVC|7RCR|89DMG|aAART
359	36251 32432	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2LWND|3CDMG|4LEGI|5VULN|6RCVC|7RCR|89DMG|aAART
360	22622 23536	   	158.73	ACR|3DMG|1VULN|2DUR|1ZMB	13DUR|268DMG|4RCR|5ZMB|7SNIHEL|9VULN|aERES
361	33261 11631	   	158.69	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3RMIN|4RCR|5LEGI|6VULN|7DMG|89AART|aASPD
362	33261 11634	   	158.69	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1ERES|2CDMG|3RMIN|4RCR|5LEGI|6VULN|7DMG|89AART|aDUR
363	22261 23633	   	158.67	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	16DUR|2DMG|3CDMG|4BEXP|5VULN|79ASPD|8AART|aRCR
364	22612 33134	 * 	158.66	DCR|3DMG|3DUR|1CDMG|1FLTHEA	134DUR|268DMG|56LWND|6BPWR|7RCR|9FLTHEA|aCDMG
365	22613 33134	   	158.66	DCR|3DMG|3DUR|1CDMG|1FLTHEA	134DUR|268DMG|56LHND|6BPWR|7RCR|9FLTHEA|aCDMG
366	22256 35233	   	158.65	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2DMG|36CDMG|4ZMB|5VULN|7RCVC|8DUST|9AART|aRCR
367	33326 82444	   	158.60	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7ASPD|8RCR|9DMSP|aFLTHEA
368	33326 22163	   	158.58	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1ERES|2CDMG|3AART|4VULN|5MBVNT|6DMG|7aASPD|8DUR|9RCR
369	12631 23633	   	158.57	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1DUST|2DMG|36DUR|4CDMG|5VULN|79ASPD|8AART|aRCR
370	22231 23633	   	158.57	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	16DUR|2DMG|3CDMG|4DUST|5VULN|79ASPD|8AART|aRCR
371	22231 66613	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2DMG|3CDMG|4DUST|5VULN|6RCVC|7ZMB|8AART|aRCR
372	22626 23511	   	158.48	ACR|2VULN|1AART|1DMG|2DUR	13DUR|2DMG|4RCR|5AART|6FEWX|7LIT|8RMIN|9aVULN
373	33521 32122	 * 	158.40	ACR|2VULN|3CDMG|1DMG|2ZMB	1ERES|234CDMG|5RCR|6DMG|7aZMB|89VULN
374	33521 32142	 * 	158.40	ACR|2DMG|3CDMG|1VULN|2ZMB	1ERES|234CDMG|5RCR|69DMG|7aZMB|8VULN
