0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
339	64324 33122	5	   	235.76	DCR|2VULN|3DUR|2TLV|1CDMG	12TLV|35aDUR|45VULN|5BPWR|6RCR|7CDMG|8CGEN|9BELT
340	15326 32226	3	   	235.70	DCR|3VULN|2DUR|2TLV	1BEXP|2RMIN|34DUR|58TLV|679VULN|aRCR
341	32264 21262	9	   	235.70	DCR|3VULN|2DUR|2CDMG	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6DUST|7RCR|8aDUR
342	32264 21632	8	   	235.70	DCR|3VULN|2DUR|2CDMG	1ZMB|2RPLT|358VULN|45CDMG|5BPWR|6DUST|7RCR|9aDUR
343	34232 32226	5	   	235.70	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3FEWX|45DUR|679VULN|aRCR
344	34234 32226	4	   	235.70	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3FEWX|45DUR|679VULN|aRCR
345	34262 12216	6	   	235.70	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3FEWX|467VULN|59DUR|aRCR
346	34334 32225	5	   	235.70	DCR|3VULN|2DUR|2TLV	15ZMB|28TLV|3DUST|45DUR|5BPWR|679VULN|aRCR
347	34431 32226	5	   	235.70	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|34DUR|5FEWX|679VULN|aRCR
348	34433 32226	5	   	235.70	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|34DUR|5BEXP|679VULN|aRCR
349	61132 32226	5	   	235.70	DCR|3VULN|2DUR|2TLV	18TLV|2FEWX|3ZMB|45DUR|679VULN|aRCR
350	61134 32226	4	   	235.70	DCR|3VULN|2DUR|2TLV	18TLV|2FEWX|3ZMB|45DUR|679VULN|aRCR
351	61162 12216	6	   	235.70	DCR|3VULN|2DUR|2TLV	18TLV|2FEWX|3ZMB|467VULN|59DUR|aRCR
352	62221 41141	4	   	235.70	DCR|3VULN|2DUR|2TLV	19TLV|2RPLT|39aVULN|48DUST|5LWND|6RCR|79DUR|9BPWR
353	22331 55341	3	   	235.70	DCR|3VULN|2DUR|2TLV	1MLV|2RPLT|34TLV|59aVULN|6RCR|78DUR
354	62316 33341	7	   	235.70	DCR|3VULN|2DUR|2TLV	13TLV|2RPLT|4ZMB|59aVULN|6RCR|78DUR
355	12622 16213	6	 * 	235.68	DCR|2VULN|2ASPD|2TLV|1DMG|1DUR	1BEXP|2aASPD|3RPLT|4DUR|5DMG|6aVULN|7RCR|8MLV|9aTLV|aBPWR
356	12622 46213	5	   	235.68	DCR|2VULN|2ASPD|2TLV|1DMG|1DUR	1BEXP|2aASPD|3RPLT|4DUR|5DMG|6aVULN|7RCR|8MLV|9aTLV|aBPWR
357	52622 16213	6	   	235.68	DCR|2VULN|2ASPD|2TLV|1DMG|1DUR	1LHND|2aASPD|3RPLT|4DUR|5DMG|6aVULN|7RCR|8MLV|9aTLV|aBPWR
358	64324 32122	5	   	235.66	DCR|2VULN|3DUR|2TLV|1CDMG	12TLV|35aDUR|45VULN|5BPWR|6RCR|7ERES|8CDMG|9BELT
359	64324 33131	5	 * 	235.66	DCR|2VULN|3DUR|3TLV|1CDMG	129TLV|35aDUR|45VULN|5BPWR|6RCR|7CDMG|8CGEN
360	34362 12215	6	   	235.60	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3DUST|467VULN|59DUR|aRCR
361	34332 32225	5	   	235.60	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3DUST|45DUR|679VULN|aRCR
362	34334 32225	4	   	235.60	DCR|3VULN|2DUR|2TLV	1ZMB|28TLV|3DUST|45DUR|679VULN|aRCR
363	63332 38424	1	 * 	235.57	DCR|2VULN|2DMG|2TLV|2CDMG	1aTLV|23CDMG|4aDMG|5MBVNT|6RCR|7BBNT|8aVULN|9RCVC|aBPWR
364	63132 13324	1	 * 	235.57	DCR|2VULN|2DMG|3TLV|2CDMG	139TLV|29CDMG|47DMG|5MBVNT|6MLV|89VULN|9BPWR|aRCR
365	64632 13324	3	   	235.57	DCR|2VULN|2DMG|3TLV|2CDMG	129TLV|39CDMG|47DMG|5MBVNT|6MLV|89VULN|9BPWR|aRCR
366	63132 17624	1	   	235.57	DCR|2VULN|2DMG|3TLV|2CDMG	139TLV|29CDMG|48DMG|5MBVNT|6MLV|79VULN|9BPWR|aRCR
367	62261 42416	3	   	235.56	DCR|4VULN|2TLV|1SELL	14TLV|2RPLT|3479VULN|4BPWR|5MBVNT|6SELL|8LIT|aRCR
368	64324 32131	5	   	235.56	DCR|2VULN|3DUR|3TLV|1CDMG	129TLV|35aDUR|45VULN|5BPWR|6RCR|7ERES|8CDMG
369	62323 15622	1	 * 	235.55	DCR|3VULN|3ASPD|3TLV|1SELL	179TLV|279ASPD|3ERES|4LHND|579VULN|6SELL|79BPWR|8RCVC|aRCR
370	63132 73324	1	   	235.47	DCR|2VULN|2DMG|3TLV|2CDMG	139TLV|29CDMG|47DMG|5MBVNT|6ERES|89VULN|9BPWR|aRCR
371	33611 33246	1	   	235.46	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1ZMB|2CDMG|3ASPD|4DUR|56aVULN|7AART|8RCR|9CGEN
372	33623 33246	1	   	235.46	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1ZMB|2CDMG|3ASPD|46aVULN|5DUR|7AART|8RCR|9CGEN
373	12352 23461	2	   	235.36	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1BEXP|2ASPD|358VULN|4CDMG|6ERES|7AART|9RCR|aDUR
374	12352 23463	2	   	235.36	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1BEXP|2ASPD|358VULN|4CDMG|6ERES|7AART|9RCR|aTLV
375	33151 35236	1	   	235.36	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1ZMB|2CDMG|3TLV|4DUST|56aVULN|7AART|8RCR|9ASPD
376	63262 83234	1	   	235.36	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1TLV|2CDMG|35aVULN|4MBVNT|6RMIN|7AART|8RCR|9ASPD
377	22321 42652	4	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|2RPLT|3TLV|4DUR|5DMG|6CDMG|7aVULN|8ASPD|9RCR
378	22325 21532	9	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|2RPLT|3TLV|4DUR|5CDMG|6DMG|7RCR|8aVULN|9ASPD
379	22325 22652	6	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|2RPLT|3TLV|4DUR|5CDMG|6DMG|7aVULN|8ASPD|9RCR
380	22355 21532	9	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|2RPLT|3TLV|4CDMG|5DUR|6DMG|7RCR|8aVULN|9ASPD
381	24235 31342	8	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|2TLV|3FEWX|4DUR|5CDMG|6ASPD|79VULN|8RCR|aDMG
382	32325 21532	9	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ZMB|2RPLT|3TLV|4DUR|5CDMG|6DMG|7RCR|8aVULN|9ASPD
383	34235 21342	8	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ZMB|2TLV|3FEWX|4DUR|5CDMG|6ASPD|79VULN|8RCR|aDMG
384	61135 21342	8	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2FEWX|3ZMB|4DUR|5CDMG|6ASPD|79VULN|8RCR|aDMG
385	61335 31342	8	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2FEWX|3MLV|4DUR|5CDMG|6ASPD|79VULN|8RCR|aDMG
386	62154 23331	1	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|48VULN|5DUR|6DMG|7FEWX|9RCR|aCDMG
387	62235 21232	9	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2RPLT|3aVULN|4RMIN|5CDMG|6DMG|7RCR|8DUR|9ASPD
388	62114 21331	1	   	235.11	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4DUST|5DUR|6DMG|78VULN|9RCR|aCDMG
389	62265 21232	9	   	235.11	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1NUKE	1TLV|2RPLT|3aVULN|4CDMG|5NUKE|6DMG|7RCR|8DUR|9ASPD
390	32263 34232	3	   	235.06	DCR|3VULN|1DMG|1DUR|1CDMG	145ZMB|2RPLT|345VULN|45BPWR|6MLV|7CDMG|8DUR|9RCR|aDMG
391	32263 64232	3	   	234.96	DCR|3VULN|1DMG|1DUR|1CDMG	145ZMB|2RPLT|345VULN|45BPWR|6ERES|7CDMG|8DUR|9RCR|aDMG
392	33611 33253	1	   	234.93	DCR|2VULN|1DMG|2CDMG|1DUR|1ASPD|1AART	1ZMB|2aCDMG|3ASPD|4DUR|56VULN|7AART|8RCR|9DMG
393	33623 33253	1	   	234.93	DCR|2VULN|1DMG|2CDMG|1DUR|1ASPD|1AART	1ZMB|2aCDMG|3ASPD|46VULN|5DUR|7AART|8RCR|9DMG
394	33621 43253	1	   	234.93	DCR|2VULN|1DMG|2CDMG|1DUR|1ASPD|1AART	1ZMB|2aCDMG|3ASPD|45VULN|6DUR|7AART|8RCR|9DMG
395	51631 11333	6	   	234.90	DCR|2VULN|2DUR|1DMG|1TLV|1AART	19LHND|29DUR|3MBVNT|4AART|5BEXP|6TLV|79VULN|8RCR|9BPWR|aDMG
396	51631 16333	7	   	234.90	DCR|2VULN|2DUR|1DMG|1TLV|1AART	19LHND|29DUR|3MBVNT|4AART|5BEXP|6TLV|79VULN|8RCR|9BPWR|aDMG
397	51634 11333	6	   	234.90	DCR|2VULN|2DUR|1DMG|1TLV|1AART	19LHND|29DUR|3MBVNT|4AART|5FEWX|6TLV|79VULN|8RCR|9BPWR|aDMG
398	51634 16333	7	   	234.90	DCR|2VULN|2DUR|1DMG|1TLV|1AART	19LHND|29DUR|3MBVNT|4AART|5FEWX|6TLV|79VULN|8RCR|9BPWR|aDMG
399	44133 21332	4	 * 	234.87	ACR|3VULN|2DMG|2CDMG|1DUR	1RCR|28DMG|3RMIN|4DUR|5TBNT|68aVULN|78CDMG|8BPWR|9LIT
400	44341 33122	2	   	234.87	ACR|4VULN|1DMG|1TLV|1CDMG|1AART	1RCR|2DMG|3CDMG|4ZMB|568aVULN|7AART|9TLV
401	32262 11615	10	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5DUR|7RCR|9LHND|aDMG
402	53331 53141	2	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	17LHND|2MLV|3CDMG|4DMG|59aVULN|6RCR|8DUR
403	53331 54121	2	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1LHND|2MLV|3CDMG|4DMG|57aVULN|6RCR|8DUR|9DMSP
404	62263 13621	3	   	234.86	DCR|3VULN|2TLV|1DUR|1CDMG	14TLV|2RPLT|347VULN|4BPWR|5LWND|6DUR|8DMSP|9CDMG|aRCR
405	44231 44272	10	   	234.84	ACR|3VULN|2DMG|2DUR|1CDMG	1RCR|28DMG|3BEXP|4MBVNT|5RPLT|689VULN|78DUR|8BPWR|aCDMG
406	63332 33134	1	   	234.83	DCR|2VULN|1DMG|2CDMG|1TLV|1ASPD|1AART	1TLV|23CDMG|4DMG|5MBVNT|6RCR|7AART|8aVULN|9ASPD
407	63262 45124	1	   	234.76	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8CGEN|9BELT|aDMG
408	63262 45212	1	   	234.76	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8FEWX|9BEXP|aDMG
409	32262 11625	10	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5DUR|7RCR|9DUST|aDMG
410	53121 23354	1	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1LHND|2CDMG|3LWND|479VULN|5DMG|6MBVNT|8DUR|aRCR
411	62331 24251	6	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUR|6BEXP|8CDMG|aRCR
412	62331 42251	5	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUR|6CDMG|8BEXP|aRCR
413	62331 63251	6	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUR|6LWND|8CDMG|aRCR
414	11421 12452	7	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG|1NUKE	1BEXP|2DUR|3RPLT|4DMG|5NUKE|67aVULN|8CDMG|9RCR
415	62316 13251	3	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|4LHND|579VULN|6DUR|8CDMG|aRCR
416	62332 13251	5	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5LWND|6DUR|8CDMG|aRCR
417	62332 13251	6	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5LWND|6DUR|8CDMG|aRCR
418	62333 13251	4	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5LWND|6DUR|8CDMG|aRCR
419	34434 33223	10	   	234.70	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1ZMB|2TLV|34DUR|57VULN|6ERES|8AART|9DMG|aRCR
420	34462 33223	10	   	234.70	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1ZMB|2TLV|35DUR|47VULN|6ERES|8AART|9DMG|aRCR
421	22336 33235	1	   	234.69	DCR|4VULN|1TLV|1ASPD	1MLV|2ASPD|3ERES|457aVULN|6RCR|8TLV|9ZMB
422	22336 33242	1	   	234.69	DCR|4VULN|1TLV|1ASPD	1MLV|2ASPD|3ERES|457aVULN|6RCR|8TLV|9DMSP
423	63262 43214	1	   	234.66	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7DMG|8TBNT|9MLV|aRCR
424	63262 43314	1	   	234.66	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7DMG|8BBNT|9MLV|aRCR
425	63262 45412	1	   	234.66	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|356VULN|4MBVNT|7RCR|8DUST|9BEXP|aDMG
426	62222 13521	4	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	18TLV|2RPLT|357VULN|4DUST|6DUR|9CDMG|aRCR
427	62222 23251	4	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	16TLV|2RPLT|359VULN|4DUST|7DUR|8CDMG|aRCR
428	62222 24621	4	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	16TLV|2RPLT|357VULN|4DUST|8DUR|9CDMG|aRCR
429	62331 53251	6	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUR|6LEGI|8CDMG|aRCR
430	62333 13251	5	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUST|6DUR|8CDMG|aRCR
431	62333 13251	6	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2RPLT|479VULN|5DUST|6DUR|8CDMG|aRCR
432	14621 44248	10	   	234.62	ACR|3VULN|3DUR|2DMG	18aBEXP|2RCR|3MBVNT|4aDMG|5RPLT|68aVULN|789DUR|8aBPWR
433	62336 33611	1	   	234.59	DCR|4VULN|1TLV|1ASPD	1TLV|2ASPD|38ERES|457aVULN|6RCR|9RCVC
434	63251 23514	1	   	234.59	DCR|3VULN|2TLV|2CDMG|1AART	18TLV|28CDMG|38aVULN|4AART|5MBVNT|6RCR|7RCVC|8BPWR|9FEWX
435	42162 11523	8	   	234.55	ACR|4VULN|2DUR|2TLV	1RCR|28TLV|37ZMB|4689VULN|58DUR|8BPWR|aLIT
436	12235 54231	5	   	234.55	DCR|4VULN|1DUR|1ASPD|1SELL	1BEXP|2ASPD|3RMIN|4DUR|5SELL|6RCR|789aVULN
437	54614 21312	5	   	234.52	ACR|3VULN|3DUR|2DMG	159LHND|2RCR|3MBVNT|45aDUR|59BPWR|69DMG|789VULN
438	54614 31312	6	   	234.52	ACR|3VULN|3DUR|2DMG	159LHND|2RCR|3MBVNT|45aDUR|59BPWR|69DMG|789VULN
439	54614 33312	7	   	234.52	ACR|3VULN|3DUR|2DMG	159LHND|2RCR|3MBVNT|45aDUR|59BPWR|69DMG|789VULN
440	14651 32422	6	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|3MBVNT|479VULN|58aDUR|68DMG|8BPWR
441	44112 31312	6	   	234.42	ACR|3VULN|3DUR|2DMG|1NUKE	1RCR|29DMG|3RMIN|4LWND|59aDUR|6NUKE|789VULN|9BPWR
442	44112 33312	7	   	234.42	ACR|3VULN|3DUR|2DMG|1NUKE	1RCR|29DMG|3RMIN|4LWND|59aDUR|6NUKE|789VULN|9BPWR
443	14611 31422	6	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|3MBVNT|45aDUR|68DMG|789VULN|8BPWR
444	14611 33422	7	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|3MBVNT|45aDUR|68DMG|789VULN|8BPWR
445	14617 41422	6	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|3MBVNT|46aDUR|58DMG|789VULN|8BPWR
446	14617 43422	7	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|3MBVNT|46aDUR|58DMG|789VULN|8BPWR
447	44112 31211	6	   	234.42	ACR|3VULN|3DUR|2DMG|1NUKE	1RCR|29DMG|3RMIN|4LWND|589DUR|6NUKE|79aVULN|9BPWR
448	44112 33211	7	   	234.42	ACR|3VULN|3DUR|2DMG|1NUKE	1RCR|29DMG|3RMIN|4LWND|589DUR|6NUKE|79aVULN|9BPWR
449	44231 44246	10	   	234.42	ACR|3VULN|3DUR|2DMG	1RCR|28DMG|3BEXP|4MBVNT|5RPLT|68aVULN|789DUR|8BPWR
450	44238 43411	8	   	234.42	ACR|3VULN|3DUR|2DMG	1RCR|29DMG|38BEXP|4MBVNT|569DUR|79aVULN|9BPWR
451	44222 21633	6	 * 	234.38	ACR|3VULN|3DMG|2TLV	1RCR|258DMG|38BEXP|4LIT|69TLV|78aVULN|8BPWR
452	63224 52111	1	   	234.11	DCR|3VULN|1TLV|1CDMG|1ASPD	1TLV|2CDMG|39aVULN|4LIT|5LHND|6ASPD|7FEWX|8RCR
453	11166 35123	6	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2DUR|3FEWX|4CDMG|5LIT|6ASPD|78aVULN|9RCR
454	11235 56111	7	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2DUR|3MLV|4ASPD|5CDMG|69aVULN|7LIT|8RCR
455	11366 35123	6	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2DUR|3LWND|4CDMG|5LIT|6ASPD|78aVULN|9RCR
456	13326 53111	2	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2MLV|3CDMG|4LIT|59aVULN|6ASPD|7DUR|8RCR
457	13326 53111	1	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2CGEN|3CDMG|4LIT|59aVULN|6ASPD|7DUR|8RCR
458	13335 56111	7	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2MLV|3DUR|4ASPD|5CDMG|69aVULN|7LIT|8RCR
459	26326 52111	1	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1MLV|2DUR|3CDMG|4LIT|59aVULN|6ASPD|7FEWX|8RCR
460	32152 55111	1	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1ZMB|2ASPD|3BEXP|49aVULN|5LIT|6DUR|7CDMG|8RCR
461	32252 55111	1	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1ZMB|2ASPD|3LWND|49aVULN|5LIT|6DUR|7CDMG|8RCR
462	36326 52111	1	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1ZMB|2DUR|3CDMG|4LIT|59aVULN|6ASPD|7FEWX|8RCR
463	12335 66111	7	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1BEXP|2ASPD|3ERES|4DUR|5CDMG|69aVULN|7LIT|8RCR
464	62152 15111	1	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|49aVULN|5LIT|6DUST|7CDMG|8RCR
465	62252 15111	1	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3LWND|49aVULN|5LIT|6DUST|7CDMG|8RCR
466	63223 52111	1	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1TLV|2CDMG|39aVULN|4LIT|5DUST|6ASPD|7FEWX|8RCR
467	24326 53111	1	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1MLV|2DUST|3CDMG|4LIT|59aVULN|6ASPD|7DUR|8RCR
468	33326 53111	1	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1ZMB|2CDMG|3LEGI|4LIT|59aVULN|6ASPD|7DUR|8RCR
469	44362 12311	5	   	233.94	ACR|2VULN|2DMG|2DUR|1TLV|1CDMG|1AART	1RCR|27DMG|3MLV|47VULN|57DUR|6AART|7BPWR|8CDMG|9FEWX|aTLV
470	33113 43256	1	   	233.86	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1ZMB|2CDMG|3TLV|4RCVC|5aVULN|6DUR|7AART|8RCR|9DMG
471	44362 12331	5	   	233.84	ACR|2VULN|2DMG|2DUR|1TLV|1CDMG|1AART	1RCR|27DMG|3MLV|47VULN|57DUR|6AART|7BPWR|8CDMG|9DUST|aTLV
472	11162 11342	8	   	233.54	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1BEXP|26DUR|3FEWX|4CDMG|5ASPD|79VULN|8RCR|aDMG
473	52335 31252	1	   	233.54	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|5RPLT|68DUR|7aVULN|9RCR
474	52335 31252	2	   	233.54	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|5RPLT|68DUR|7aVULN|9RCR
475	22232 24533	3	   	233.53	ACR|4VULN|2DUR|1TLV|1ASPD	1aMLV|2RPLT|357aVULN|4RCR|6TLV|8ASPD|9aDUR|aBPWR
476	44212 13363	10	   	233.46	ACR|3VULN|3DMG|1DUR|1ASPD	1RCR|279DMG|379BEXP|4DUR|5ERES|679VULN|79BPWR|8BELT|aASPD
477	52331 54211	2	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|57VULN|6RCR|8aDUR|9DUST
478	52331 54211	1	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|57VULN|6RCR|8aDUR|9DUST
479	52331 54221	2	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|57VULN|6RCR|8aDUR|9LEGI
480	52331 54221	1	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|57VULN|6RCR|8aDUR|9LEGI
481	52331 55211	2	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58VULN|6RCR|7aDUR|9DUST
482	52331 55211	1	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58VULN|6RCR|7aDUR|9DUST
483	52331 55221	2	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58VULN|6RCR|7aDUR|9LEGI
484	52331 55221	1	   	233.44	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58VULN|6RCR|7aDUR|9LEGI
485	42316 13341	2	   	233.40	ACR|3VULN|2DUR|1DMG|1TLV|1CDMG	1RCR|2TLV|3CDMG|4LHND|57aVULN|68DUR|9DMG
486	24432 35122	8	   	233.36	DCR|2VULN|3DUR|1TLV|2LIT	1aMLV|2TLV|345DUR|6RPLT|7aLIT|8RCR|9aVULN|aBPWR
487	24432 35132	9	   	233.36	DCR|2VULN|3DUR|1TLV|2LIT	1aMLV|2TLV|345DUR|6RPLT|7aLIT|8RCR|9aVULN|aBPWR
488	44362 12312	5	   	233.35	ACR|2VULN|3DMG|2DUR|1CDMG|1AART	1RCR|27aDMG|3MLV|47VULN|57DUR|6AART|7BPWR|8CDMG|9FEWX
489	42162 11513	9	   	233.33	ACR|3VULN|2DUR|2TLV|1DMG|1AART	1RCR|28TLV|37ZMB|468VULN|58DUR|8BPWR|9AART|aDMG
490	44362 12332	5	   	233.25	ACR|2VULN|3DMG|2DUR|1CDMG|1AART	1RCR|27aDMG|3MLV|47VULN|57DUR|6AART|7BPWR|8CDMG|9DUST
491	32264 32215	7	 * 	233.23	DCR|3VULN|1DMG|2CDMG	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6ERES|7LIT|8DMG|aRCR
492	34112 33632	8	   	233.22	DCR|2VULN|3DUR|2TLV|1ASPD	1ZMB|28TLV|3LHND|4LWND|58aDUR|6ASPD|78VULN|8BPWR|9RCR
493	34212 33632	8	   	233.22	DCR|2VULN|3DUR|2TLV|1ASPD	1ZMB|28TLV|3FEWX|4LWND|58aDUR|6ASPD|78VULN|8BPWR|9RCR
494	34342 33633	8	   	233.12	DCR|2VULN|3DUR|2TLV|1ASPD	1ZMB|28TLV|3DUST|4BEXP|58aDUR|6ASPD|78VULN|8BPWR|9RCR
495	52622 23326	9	   	233.12	DCR|2VULN|3DUR|1DMG|1ASPD	1LHND|2ASPD|3RPLT|467DUR|5DMG|8aVULN|9RCR
496	61134 63211	9	   	233.12	DCR|2VULN|3DUR|2TLV|1ASPD	15TLV|2FEWX|3ZMB|456DUR|5BPWR|7aVULN|8ASPD|9RCR
497	63222 11213	1	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3aVULN|4LIT|5CGEN|6DUR|7RPLT|8DMG|9RCR
498	22325 41226	6	   	232.51	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2RPLT|3TLV|4DUR|5CDMG|6LIT|79VULN|8DMG|aRCR
499	63222 11226	1	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|39VULN|4LIT|5CGEN|6DUR|7RPLT|8DMG|aRCR
500	22325 21623	8	   	232.51	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2RPLT|3TLV|4DUR|5CDMG|6DMG|7RCR|8LIT|9aVULN
