0	Code 	Date      	Index      	 *	Score 	Summary	Detail	Bounty	
361	4B29Z	14446_11_19	53132 12216	   	363.15	橙5易伤3伤害2等级2时间2暴击	1347a易伤237伤害37a序列升级57等级6核8a时间9a暴击	3
362	5U5VQ	19032_10_18	26211 34361	   	363.15	橙5易伤3伤害2等级2时间2暴击	157伤害2a时间37等级4567a易伤57a序列升级8核9a暴击	9
363	6HMSK	20784_10_11	42324 34223	   	363.15	橙5易伤3伤害3等级2时间2暴击	1679a易伤279伤害3a时间4a暴击579等级79a序列升级8核	4
364	9EENA	29105_06_13	31353 42632	   	363.15	橙5易伤3伤害3等级2时间2暴击	1789a易伤289伤害3a时间4a暴击589等级6核89a序列升级	6
365	9RFOT	30274_09_11	62412 53313	   	363.15	橙5易伤3伤害2等级2时间2暴击	1247a易伤347伤害47a序列升级57时间6核8a暴击9a等级	10
366	ABPDE	31737_03_06	34242 31122	   	363.15	橙5易伤3伤害3等级2时间2暴击	178伤害2678a易伤3a时间4a暴击578等级78a序列升级9核	6
367	BICEI	35199_09_29	52244 11131	   	363.15	橙5易伤3伤害2等级2时间2暴击	13679易伤239伤害379序列升级47等级57时间89暴击a核	2
368	BICEI	35199_09_29	52344 11131	   	363.15	橙5易伤3伤害2等级2时间2暴击	13679易伤239伤害379序列升级47等级57时间89暴击a核	3
369	CISC4	38115_04_17	11233 51165	   	363.15	橙5易伤3伤害3等级2时间2暴击	1679a易伤279等级3a时间4a暴击579伤害79a序列升级8核	10
370	DQBUT	41657_11_26	21332 34142	   	363.15	橙5易伤3伤害3等级2时间2暴击	1489a易伤289等级3a时间5a暴击689伤害7核89a序列升级	10
371	EK2AP	43963_07_09	22512 25521	   	363.15	橙5易伤3伤害2等级2时间3雷电	1379a易伤29a伤害47等级57时间6核79a序列升级89a雷电	1
372	F8K3J	45807_09_02	54136 33333	   	363.15	橙5易伤3伤害2等级2时间2暴击	1379a易伤23a伤害37a序列升级47时间57等级6核8a暴击	5
373	GEFKR	49204_05_11	53335 22633	   	363.15	橙5易伤3伤害3等级2时间2暴击	178等级2789a易伤3a时间4a暴击578伤害6核78a序列升级	3
374	HC4BR	51864_03_15	34121 51133	   	363.15	橙5易伤3伤害3等级2时间2暴击	1389a易伤289等级4a时间5a暴击6核789伤害89a序列升级	9
375	J7QR7	57220_06_16	33456 13221	   	363.15	橙5易伤3伤害2等级2时间2暴击	1379a易伤23a伤害37a序列升级47等级57时间6核8a暴击	1
376	JP133	58763_02_20	11121 43146	   	363.15	橙5易伤3伤害3等级2时间2暴击	1279a易伤379伤害4a暴击5a时间679等级79a序列升级8核	1
377	LP7MS	64523_07_02	66213 63223	   	363.15	橙5易伤3伤害2等级2时间2暴击	1378a易伤23a伤害38a序列升级48等级58时间6核9a暴击	2
378	NOQRG	70229_04_07	32133 21546	   	363.15	橙5易伤3伤害2等级2时间2暴击	158伤害2a暴击38等级4578a易伤58a序列升级6核9a时间	5
379	QDUBB	77864_11_25	31132 43535	   	363.15	橙5易伤3伤害3等级2时间2暴击	189伤害2389a易伤4a暴击5a时间6核789等级89a序列升级	7
380	S2ADK	82563_12_18	31313 63421	   	363.15	橙5易伤3伤害3等级2时间2暴击	178伤害278等级39暴击49时间56789易伤789序列升级a核	9
381	VZ5A3	90982_11_30	52313 46111	   	363.15	橙5易伤3伤害2等级2时间2暴击	1347a易伤237伤害37a序列升级57时间6核8a等级9a暴击	2
382	V4TE8	91409_06_06	16323 14112	   	363.15	橙5易伤3伤害2等级2时间2暴击	158伤害2a暴击38时间4568a易伤58a序列升级7核9a等级	7
383	V9PP8	91847_10_04	32242 52511	   	363.15	橙5易伤3伤害2等级2时间2暴击	1348a易伤23a伤害38a序列升级58等级6核78时间9a暴击	7
384	9EENA	29105_06_13	31353 41622	   	363.15	橙5易伤3伤害3等级2时间2暴击	1789a易伤278伤害3a时间4a暴击578等级6核78a序列升级	6
385	CJNQI	38192_04_02	32223 61641	   	363.15	橙5易伤3伤害3等级2时间2暴击	1378a易伤2a暴击478等级578伤害6核78a序列升级9a时间	5
386	EUEB9	44894_05_12	52133 55221	   	363.15	橙5易伤3伤害3等级2时间2暴击	178等级2789a易伤3a暴击4a时间578伤害6核78a序列升级	6
387	KN2DG	61458_04_29	11321 26311	   	363.15	橙5易伤3伤害3等级2时间2暴击	1489a易伤289伤害3a暴击5a时间6核789等级89a序列升级	4
388	N3OMG	68339_03_11	33613 12625	   	363.15	橙5易伤3伤害3等级2时间2暴击	1378a易伤2a暴击478等级578伤害6核78a序列升级9a时间	5
389	1LH9G	6773_06_06	33111 66241	   	362.72	橙4易伤3伤害2等级3时间1暴击	1核弹2478易伤34等级478序列升级578伤害678时间9暴击a核	8
390	9FVRU	29243_03_25	31623 25211	   	362.72	橙4易伤3伤害2等级3时间1暴击	1核弹278伤害39等级4789易伤578时间6核789序列升级a暴击	2
391	9FVRU	29243_03_25	36623 25211	   	362.72	橙4易伤3伤害2等级3时间1暴击	1核弹278伤害39等级4789易伤578时间6核789序列升级a暴击	1
392	CZ7BD	36441_06_20	61142 36311	   	362.72	橙4易伤3伤害2等级3时间1暴击	1379易伤23等级379序列升级479时间5核弹679伤害8核a暴击	8
393	JB52I	57518_04_15	23221 35143	   	362.72	橙4易伤3伤害2等级3时间1暴击	178时间24等级3478易伤478序列升级5核弹678伤害9核a暴击	3
394	RL9D7	81394_10_26	63343 13522	   	362.72	橙4易伤3伤害2等级3时间1暴击	1378易伤23等级378序列升级4核弹578伤害678时间9核a暴击	10
395	SJUHO	84145_07_25	22422 31114	   	362.69	橙4易伤3伤害2等级3时间2雷电	178伤害2789易伤39雷电49等级578时间6核789序列升级a全技能	2
396	ZTS8S	4651_01_14	31261 16333	   	361.75	橙4易伤3伤害2等级3时间3攻速	178伤害278时间359攻速49等级6789易伤789序列升级a核	9
397	4IBMF	15101_04_23	32242 35132	   	361.75	橙4易伤3伤害2等级3时间3攻速	1789易伤278时间39等级49a攻速578伤害6核789序列升级	10
398	D9UPA	40185_07_07	21252 33463	   	361.75	橙4易伤3伤害2等级3时间3攻速	147伤害29a攻速37等级579a易伤6核79a序列升级89a时间	6
