0	Index      	 *	Score 	Summary	Detail	
1	53212 43363	 * 	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2BEXP|39CDMG|4LIT|5RCR|67VULN|8AART
332	55131 62222	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	14DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9BEXP|aASPD
333	55131 62234	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aLIT
334	55131 63231	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3DMSP|5VULN|6RCR|7BEXP|8CDMG|9DUR|aLSRREG
335	55231 62222	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	14DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9BEXP|aASPD
336	55231 62234	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aLIT
337	55231 63231	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3RCVC|5VULN|6RCR|7BEXP|8CDMG|9DUR|aLSRREG
338	12241 22365	   	153.48	DCR|3VULN|1AART|2CDMG	1DUST|2LWND|347VULN|56CDMG|8CGEN|9RCR|aAART
339	55131 62231	   	153.41	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aLSRREG
340	55231 62231	   	153.41	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	14DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aLSRREG
341	53133 35236	   	153.38	DCR|2DMG|1AART|1VULN|2ASPD	16DMG|2BEXP|3CGEN|4BELT|58ASPD|7AART|9RCR|aVULN
342	51212 53714	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1DMG|2FEWX|3CDMG|4LIT|5MBVNT|67aVULN|8RCR|9DUR
343	54322 61121	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	14DMG|234MLV|4BPWR|5LEGI|6RCR|7ASPD|8AART|9VULN|aLHND
344	53212 33252	 * 	153.36	ACR|3DMG|2FLTHEA|2CDMG	18aDMG|28BEXP|3aCDMG|4LIT|5RCR|68DUST|7RPLT|8aBPWR|9aFLTHEA
345	54621 21133	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2MLV|3DLOT|4AART|6DUR|7RCR|8LHND|9FEWX|aVULN
346	54621 21213	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2MLV|3DLOT|4AART|6DUR|7RCR|8BEXP|9LHND|aVULN
347	53321 42342	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1DMG|2BEXP|3LEGI|4LIT|5ASPD|6RCR|7RMIN|8AART|9aVULN
348	54322 61113	   	153.26	DCR|2DMG|1AART|1VULN|1ASPD	14DMG|234MLV|4BPWR|5LEGI|6RCR|7ASPD|8AART|9DUST|aVULN
349	54322 61123	   	153.26	DCR|2DMG|1AART|1VULN|1ASPD	14DMG|234MLV|4BPWR|5LEGI|6RCR|7ASPD|8AART|9VULN|aDUST
350	12431 36233	   	153.26	DCR|2VULN|2DMG|1CDMG	1DUST|2aLWND|3LHND|4RPLT|5AIRHEA|6RCR|7aVULN|8CDMG|9aDMG|aBPWR
351	43232 13111	   	153.20	DCR|3VULN|2AART|1DUR	17LWND|237VULN|46AART|57DUST|7BPWR|8DUR|9CGEN|aRCR
352	62246 11322	   	153.17	ACR|2VULN|2DMG|1ZMB|1DUR	1DUR|2LWND|34VULN|5RCR|6BELT|7MLV|8aDMG|9ZMB
353	63166 13332	   	153.17	ACR|2VULN|2DMG|1ZMB|1DUR	1DUR|2RMIN|3CGEN|4aVULN|5RCR|6BELT|78DMG|9ZMB
354	43233 24111	   	153.17	DCR|3VULN|1AART|1CDMG	1LWND|239VULN|4AART|5RPLT|6DUST|7LIT|8RCR|aCDMG
355	53321 43252	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1DMG|2BEXP|3LEGI|4LIT|5ASPD|6RCR|7ERES|8AART|9aVULN
356	54621 21312	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2MLV|3DLOT|4AART|6DUR|7RCR|8RCVC|9ERES|aVULN
357	56621 21133	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2ERES|3DLOT|4AART|6DUR|7RCR|8LHND|9FEWX|aVULN
358	56621 21213	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2ERES|3DLOT|4AART|6DUR|7RCR|8BEXP|9LHND|aVULN
359	56621 21311	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2ERES|3DLOT|4AART|6DUR|7RCR|8RCVC|9VULN|aFEWX
360	56621 21313	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15DMG|2ERES|3DLOT|4AART|6DUR|7RCR|8RCVC|9VULN|aBEXP
361	43333 33351	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13LWND|27VULN|4AART|5RPLT|6ZMB|8CDMG|9RCR|aDUR
362	43333 33356	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	13LWND|27VULN|4AART|5RPLT|6ZMB|8CDMG|9RCR|aASPD
363	54326 21131	   	153.15	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7VULN|8AART|9CGEN|aRMIN
364	54326 21132	   	153.15	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7VULN|8AART|9CGEN|aBEXP
365	54326 22121	   	153.15	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7LWND|8AART|9VULN|aLHND
366	43232 13161	   	153.10	DCR|3VULN|2AART|1DUR	17LWND|237VULN|46AART|57DUST|7BPWR|8DUR|9TLV|aRCR
367	43232 15111	   	153.10	DCR|3VULN|2AART|1DUR	1LWND|237VULN|46AART|5DUST|8DUR|9CGEN|aRCR
368	63166 33331	   	153.08	ACR|2VULN|1AART|1DMG|2DUR	19DUR|2RMIN|3CGEN|47VULN|5RCR|6LSRICY|8DMG|aAART
369	54326 21111	   	153.05	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7VULN|8AART|9DUST|aLHND
370	54326 22113	   	153.05	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7LWND|8AART|9DUST|aVULN
371	54326 22123	   	153.05	ACR|2DMG|1AART|1VULN|1ZMB	14DMG|234MLV|4BPWR|5RCR|6ZMB|7LWND|8AART|9VULN|aDUST
372	43232 15161	   	153.00	DCR|3VULN|2AART|1DUR	1LWND|237VULN|46AART|5DUST|8DUR|9TLV|aRCR
373	64531 22231	 * 	153.00	DCR|2VULN|2DMG|3DUR|1ASPD	139DUR|2RPLT|3BPWR|48DMG|56VULN|7ASPD|aRCR
374	54621 32311	   	152.97	DCR|2AART|2DMG|1VULN	15DMG|2MLV|3DLOT|46AART|7CGEN|8VULN|9RCR|aRMIN
375	12633 13251	   	152.97	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aLHND
376	12633 13252	   	152.97	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aDMSP
377	12633 13256	   	152.97	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aMLV
378	16633 13251	   	152.97	DCR|2AART|2VULN|1DMG	127DUST|37LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aLHND
379	16633 13252	   	152.97	DCR|2AART|2VULN|1DMG	127DUST|37LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aDMSP
380	62211 42531	   	152.95	DCR|3VULN|1AART|2DUR	19DUR|2LWND|358VULN|4CANHEL|6RCR|7MLV|aAART
381	56621 21312	   	152.92	DCR|2DMG|1AART|1VULN|1DUR|1SELL	15DMG|2ERES|3DLOT|4AART|6DUR|7RCR|8RCVC|9VULN|aSELL
382	55121 16212	   	152.92	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUR|7RCR|8ASPD|9DUST|aVULN
383	55221 16212	   	152.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUR|7RCR|8ASPD|9DUST|aVULN
384	64131 22242	   	152.90	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|2RPLT|3RCVC|48DMG|56VULN|7aASPD|9RCR
385	43531 23262	   	152.90	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|25VULN|3CDMG|48DMG|6ERES|7DMSP|9RCR|aASPD
386	55131 62213	   	152.89	DCR|2DMG|1VULN|2CDMG|1ZMB	14DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8aCDMG|9MLV
387	55231 62213	   	152.89	DCR|2DMG|1VULN|2CDMG|1ZMB	14DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8aCDMG|9MLV
388	54621 32313	   	152.87	DCR|2AART|2DMG|1VULN	15DMG|2MLV|3DLOT|46AART|7CGEN|8VULN|9RCR|aSNIHEL
389	12633 13253	   	152.87	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aBASICY
390	12633 13254	   	152.87	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aNUKE
391	12633 13255	   	152.87	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aERES
392	12633 13354	   	152.87	DCR|2AART|2VULN|1DMG	137DUST|27LWND|46AART|57VULN|7BPWR|8TLV|9RCR|aDMG
393	16633 13253	   	152.87	DCR|2AART|2VULN|1DMG	127DUST|37LWND|46AART|57VULN|7BPWR|8DMG|9RCR|aBASICY
394	62211 43331	   	152.85	DCR|3VULN|1AART|2DUR	19DUR|2LWND|357VULN|4CANHEL|6RCR|8ERES|aAART
395	52523 23611	   	152.76	DCR|3DMG|2VULN	136DMG|2RMIN|3BPWR|4LSRREG|5aRCVC|7RCR|89VULN
396	52132 42411	   	152.75	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	14DMG|2RMIN|3DMSP|5ASPD|6SELL|7aVULN|8CDMG|9RCR
397	52232 42411	   	152.75	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	14DMG|2RMIN|3RCVC|5ASPD|6SELL|7aVULN|8CDMG|9RCR
398	66211 43331	   	152.75	DCR|3VULN|1AART|2DUR	19DUR|2DUST|357VULN|4CANHEL|6RCR|8ERES|aAART
399	51231 22245	   	152.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|2FEWX|34CDMG|5AART|6BEXP|7LWND|8RCR|9ASPD|aVULN
400	53231 22245	   	152.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|2BEXP|34CDMG|5AART|6FEWX|7LWND|8RCR|9ASPD|aVULN
401	51232 41152	   	152.73	DCR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	15DMG|2FEWX|34CDMG|6VULN|7RCVC|8ASPD|9RCR|aZMB
402	53232 41152	   	152.73	DCR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	15DMG|2BEXP|34CDMG|6VULN|7RCVC|8ASPD|9RCR|aZMB
403	55121 26112	   	152.69	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUST|7RCR|8CDMG|9LHND|aVULN
404	55221 26112	   	152.69	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUST|7RCR|8CDMG|9LHND|aVULN
405	55131 23131	   	152.67	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3DMSP|5VULN|6CDMG|7LIT|8RCR|9DUR
406	55231 23131	   	152.67	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3RCVC|5VULN|6CDMG|7LIT|8RCR|9DUR
407	62246 33333	   	152.67	ACR|3VULN|1FLTHEA|1CDMG|2DUR	19DUR|2LWND|347VULN|5RCR|6FLTHEA|8ERES|aCDMG
408	52523 23252	   	152.66	DCR|3DMG|2VULN	136DMG|2RMIN|3BPWR|4LSRREG|5RCVC|7RCR|8CANHEL|9aVULN
409	52523 23613	   	152.66	DCR|3DMG|2VULN	136DMG|2RMIN|3BPWR|4LSRREG|5RCVC|7RCR|89VULN|aDUST
410	51231 23245	   	152.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|2FEWX|34CDMG|5AART|6BEXP|7DUST|8RCR|9ASPD|aVULN
411	53231 23245	   	152.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|2BEXP|34CDMG|5AART|6FEWX|7DUST|8RCR|9ASPD|aVULN
412	55522 11322	   	152.57	DCR|2DMG|1VULN|2ZMB|1CDMG|1ASPD	13DMG|23ZMB|3BPWR|4LSRREG|5FEWX|6TLV|7VULN|8RCR|9CDMG|aASPD
413	55522 11331	   	152.57	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	13DMG|23ZMB|3BPWR|4LSRREG|5FEWX|6TLV|7VULN|8RCR|9DUR|aCDMG
414	53126 32251	   	152.47	DCR|2VULN|2DMG|2CDMG	1aDMG|2aBEXP|34CGEN|56VULN|7MBVNT|8aCDMG|9RCR|aBPWR
415	54163 31113	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7LHND|8CGEN|9CDMG|aDUR
416	54163 33113	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8LHND|9CDMG|aDUR
417	54163 33211	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8DUR|9CDMG|aRMIN
418	54163 33212	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8DUR|9CDMG|aBEXP
419	54163 33313	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8LWND|9CDMG|aDUR
420	52121 61134	   	152.37	DCR|2AART|2DMG|1VULN	1aDMG|2RMIN|3DMSP|4LSRREG|56AART|7FEWX|8VULN|9RCR
421	52221 61134	   	152.37	DCR|2AART|2DMG|1VULN	1aDMG|2RMIN|3RCVC|4LSRREG|56AART|7FEWX|8VULN|9RCR
422	52521 61132	   	152.37	DCR|2AART|2DMG|1VULN	13DMG|2RMIN|3BPWR|4LSRREG|56AART|7FEWX|8VULN|9RCR|aRCVC
423	52521 61133	   	152.37	DCR|2AART|2DMG|1VULN	13DMG|2RMIN|3BPWR|4LSRREG|56AART|7FEWX|8VULN|9RCR|aCGEN
424	54163 33233	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8DUR|9ERES|aCDMG
425	52521 53123	   	152.32	DCR|3DMG|1AART|1ZMB	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7RCR|8DMSP|9MLV|aZMB
426	52521 53323	   	152.32	DCR|3DMG|1AART|1ZMB	136DMG|28RMIN|3BPWR|4LSRREG|5AART|7RCR|9MLV|aZMB
427	43223 15831	 * 	152.32	DCR|3VULN|3CDMG|1ZMB	1aLWND|23aVULN|4CGEN|5ZMB|6MBVNT|7RCR|89aCDMG|aBPWR
428	51236 22261	   	152.27	DCR|2VULN|2DMG|2CDMG	18DMG|2FEWX|34CDMG|57VULN|6ERES|9RCR|aBELT
429	53236 22261	   	152.27	DCR|2VULN|2DMG|2CDMG	18DMG|2BEXP|34CDMG|57VULN|6ERES|9RCR|aBELT
430	52521 53113	   	152.22	DCR|3DMG|1AART|1ZMB	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7RCR|8DMSP|9ERES|aZMB
431	52521 53313	   	152.22	DCR|3DMG|1AART|1ZMB	136DMG|28RMIN|3BPWR|4LSRREG|5AART|7RCR|9ERES|aZMB
432	62211 43413	   	152.20	DCR|4VULN|1CDMG|1DUR	1DUR|2LWND|3579VULN|4CANHEL|6RCR|8BEXP|aCDMG
433	62211 43613	   	152.20	DCR|4VULN|1CDMG|1DUR	1DUR|2LWND|3579VULN|4CANHEL|6RCR|8FEWX|aCDMG
434	43262 15224	   	152.19	DCR|3VULN|1AART|1DUR|1ASPD	1LWND|234VULN|5DUR|6MBVNT|7RCR|8ASPD|9MGNSTR|aAART
435	51236 22263	   	152.17	DCR|2VULN|2DMG|2CDMG	18DMG|2FEWX|34CDMG|57VULN|6ERES|9RCR|aDLOT
436	53236 22263	   	152.17	DCR|2VULN|2DMG|2CDMG	18DMG|2BEXP|34CDMG|57VULN|6ERES|9RCR|aDLOT
437	55122 51321	 * 	152.14	DCR|2VULN|1DMG|2CDMG|2ZMB	1DMG|2aZMB|3DMSP|4LSRREG|5FEWX|6aVULN|7MLV|8RCR|9aCDMG|aBPWR
438	55222 51321	   	152.14	DCR|2VULN|1DMG|2CDMG|2ZMB	1DMG|2aZMB|3RCVC|4LSRREG|5FEWX|6aVULN|7MLV|8RCR|9aCDMG|aBPWR
439	62211 43513	   	152.10	DCR|4VULN|1CDMG|1DUR	1DUR|2LWND|3579VULN|4CANHEL|6RCR|8LEGI|aCDMG
440	55413 33232	   	152.10	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1DMG|2ZMB|3SELL|4ERES|5RCR|6aVULN|7LHND|8BEXP|9AART
441	33562 61122	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2RMIN|39DMG|4VULN|5LHND|6RCR|7ASPD|8LEGI|aAART
442	43214 62123	   	152.06	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|23VULN|4ERES|5BELT|6RCR|7RMIN|8ASPD|9DMG|aAART
443	51162 61322	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2FEWX|3CGEN|4VULN|5LHND|6RCR|7ASPD|8DUST|aAART
444	51332 61522	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2FEWX|3LEGI|4MLV|5LHND|6RCR|7ASPD|8VULN|aAART
445	51343 61322	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2FEWX|3LEGI|4BEXP|5CGEN|6RCR|7ASPD|8VULN|aAART
446	53162 61322	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2BEXP|3CGEN|4VULN|5LHND|6RCR|7ASPD|8DUST|aAART
447	53332 61522	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2BEXP|3LEGI|4MLV|5LHND|6RCR|7ASPD|8VULN|aAART
448	53363 61322	   	152.06	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2BEXP|3LEGI|4FEWX|5CGEN|6RCR|7ASPD|8VULN|aAART
449	62133 61612	   	152.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3BEXP|4RPLT|5VULN|6ZMB|7DMG|8CDMG|9RCR|aAART
450	62233 61612	   	152.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3VULN|4RPLT|5FEWX|6ZMB|7DMG|8CDMG|9RCR|aAART
451	62333 61612	   	152.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3FEWX|4RPLT|5VULN|6ZMB|7DMG|8CDMG|9RCR|aAART
452	43221 34431	   	151.97	DCR|3VULN|1AART|1CDMG	1LWND|237VULN|4CGEN|5ERES|6AART|8RCR|9CDMG|aBEXP
453	43221 34432	   	151.97	DCR|3VULN|1AART|1CDMG	1LWND|237VULN|4CGEN|5ERES|6AART|8RCR|9CDMG|aLHND
454	13562 61122	   	151.96	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2RMIN|39DMG|4VULN|5LHND|6RCR|7ASPD|8LEGI|aAART
455	51335 61322	   	151.96	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2FEWX|3LEGI|4MLV|5DUST|6RCR|7ASPD|8VULN|aAART
456	51363 61322	   	151.96	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2FEWX|3LEGI|4VULN|5CGEN|6RCR|7ASPD|8DUST|aAART
457	53335 61322	   	151.96	DCR|2DMG|1AART|1VULN|1ASPD	19DMG|2BEXP|3LEGI|4MLV|5DUST|6RCR|7ASPD|8VULN|aAART
458	51212 37425	   	151.96	DCR|2DMG|1AART|2CDMG|2DUR	1aDMG|2FEWX|3aCDMG|4LIT|5MBVNT|6DUST|7AART|8aDUR|9RCR|aBPWR
459	44313 22522	   	151.92	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1LWND|2RPLT|3DUR|4SELL|5CGEN|6RCR|79DMG|8VULN|aAART
460	64213 22522	   	151.92	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1DUR|2RPLT|3LHND|4SELL|5CGEN|6RCR|79DMG|8VULN|aAART
461	62246 32223	   	151.88	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUR|2LWND|34VULN|5RCR|6FLTHEA|7MLV|8DMG|9DMSP|aCDMG
462	43221 34433	   	151.87	DCR|3VULN|1AART|1CDMG	1LWND|237VULN|4CGEN|5aERES|6AART|8RCR|9CDMG
463	36211 23562	   	151.87	DCR|3VULN|1AART|1CDMG	17FEWX|2DUST|35aVULN|4CANHEL|6AART|8RCR|9CDMG
464	52633 33215	   	151.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2RMIN|3LWND|4AART|5RPLT|6RCR|7CGEN|8DUR|9CDMG|aVULN
465	64313 22122	   	151.82	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1DUR|2RPLT|3VULN|4SELL|5CGEN|6RCR|79DMG|8LEGI|aAART
466	32211 42521	   	151.78	DCR|4VULN|2CDMG	1aFEWX|2LWND|358aVULN|4CANHEL|6RCR|7MLV|9aCDMG|aBPWR
467	43262 15411	   	151.75	DCR|3VULN|1AART|2DUR	19LWND|234VULN|5aDUR|6MBVNT|7RCR|8AART
468	43262 15423	   	151.75	DCR|3VULN|1AART|2DUR	1LWND|234VULN|5aDUR|6MBVNT|7RCR|8AART|9FEWX
469	51231 63141	 * 	151.70	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|267FEWX|347CDMG|5AART|7BPWR|8DUR|9RMIN|aRCR
470	32211 43321	   	151.68	DCR|4VULN|2CDMG	1aFEWX|2LWND|357aVULN|4CANHEL|6RCR|8ERES|9aCDMG|aBPWR
471	36211 42521	   	151.68	DCR|4VULN|2CDMG	1aFEWX|2DUST|358aVULN|4CANHEL|6RCR|7MLV|9aCDMG|aBPWR
472	51231 12122	   	151.60	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|27FEWX|346CDMG|5AART|7BPWR|8DUR|9MLV|aRCR
473	51231 63151	   	151.60	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|267FEWX|347CDMG|5AART|7BPWR|8DUR|9ERES|aRCR
474	53231 12122	   	151.60	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|27BEXP|346CDMG|5AART|7BPWR|8DUR|9MLV|aRCR
475	12211 42521	   	151.58	DCR|4VULN|2CDMG	1aDUST|2LWND|358aVULN|4CANHEL|6RCR|7MLV|9aCDMG|aBPWR
476	36211 43321	   	151.58	DCR|4VULN|2CDMG	1aFEWX|2DUST|357aVULN|4CANHEL|6RCR|8ERES|9aCDMG|aBPWR
477	46211 43321	   	151.58	DCR|4VULN|2CDMG	1aLWND|2DUST|357aVULN|4CANHEL|6RCR|8ERES|9aCDMG|aBPWR
478	43261 11143	   	151.57	DCR|4VULN|1CDMG|1ZMB	1LWND|234aVULN|5CDMG|6RMIN|7BELT|8RCR|9ZMB
479	51231 11122	   	151.50	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|2FEWX|346CDMG|5AART|8DUR|9MLV|aRCR
480	51231 12132	   	151.50	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|27FEWX|346CDMG|5AART|7BPWR|8DUR|9ERES|aRCR
481	53231 11122	   	151.50	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|2BEXP|346CDMG|5AART|8DUR|9MLV|aRCR
482	53231 12132	   	151.50	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|27BEXP|346CDMG|5AART|7BPWR|8DUR|9ERES|aRCR
483	53212 43631	   	151.48	ACR|2VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|2BEXP|39CDMG|4LIT|5RCR|67VULN|8DUR|aASPD
484	53212 63531	   	151.48	ACR|2DMG|1VULN|2CDMG|1ASPD|1DUR	18DMG|2BEXP|39CDMG|4LIT|5RCR|6DUR|7VULN|aASPD
485	12211 43321	   	151.48	DCR|4VULN|2CDMG	1aDUST|2LWND|357aVULN|4CANHEL|6RCR|8ERES|9aCDMG|aBPWR
486	64531 22123	 * 	151.46	DCR|2VULN|1DMG|3DUR|1CDMG|1ASPD	138DUR|2RPLT|3BPWR|4DMG|56VULN|7ASPD|9RCR|aCDMG
487	43233 41123	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	1LWND|23VULN|4AART|5RPLT|6DMG|79DUR|8LHND|aRCR
488	43233 41523	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	1LWND|23VULN|4AART|5RPLT|6DMG|79DUR|8BEXP|aRCR
489	43233 42223	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	1LWND|23VULN|4AART|5RPLT|6DMG|7BEXP|89DUR|aRCR
490	43233 41253	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	1LWND|23VULN|4AART|5RPLT|6DMG|78DUR|9BEXP|aRCR
491	51231 11132	   	151.40	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|2FEWX|346CDMG|5AART|8DUR|9ERES|aRCR
492	53231 11132	   	151.40	DCR|2DMG|1AART|3CDMG|1DUR	17DMG|2BEXP|346CDMG|5AART|8DUR|9ERES|aRCR
493	54621 23121	   	151.36	DCR|2DMG|1AART|1VULN|2DUR	15DMG|2MLV|3DLOT|4AART|67DUR|8RMIN|9VULN|aRCR
494	56621 23121	   	151.26	DCR|2DMG|1AART|1VULN|2DUR	15DMG|2ERES|3DLOT|4AART|67DUR|8RMIN|9VULN|aRCR
495	43411 42213	   	151.23	DCR|3VULN|1DMG|1CDMG	1LWND|259VULN|3LHND|4CANHEL|6RCR|7MLV|8DMG|aCDMG
496	33523 34533	 * 	151.21	DCR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1FEWX|2RMIN|3DMG|4CGEN|5ZMB|6aVULN|7RCR|8FLTHEA|9DUR
497	11633 13414	   	151.16	DCR|3VULN|2AART	17aDUST|2RCVC|37LWND|46AART|57aVULN|7aBPWR|8RCR|9aCGEN
498	43232 13414	   	151.16	DCR|3VULN|2AART	17aLWND|237VULN|46AART|57aDUST|7aBPWR|8RCR|9aCGEN
