0	Index      	 *	Score 	Summary	Detail	
1	63613 24131	 * 	192.35	ACR|4VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|4568VULN|7FEWX|9aCDMG|aBPWR
342	56211 16311	   	164.57	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	13VULN|23ASPD|3BPWR|4AART|5ZMB|69LIT|7RCR|8DUST|aCDMG
343	56213 16231	   	164.57	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4AART|5CGEN|6LIT|7RCR|8TLV|9ZMB|aCDMG
344	52132 31431	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	157VULN|2DUR|3ZMB|4CDMG|6LHND|8RCR|9FEWX|aDMG
345	52132 31451	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	157VULN|2DUR|3ZMB|4CDMG|6LHND|8RCR|9BEXP|aDMG
346	22533 23436	 * 	164.43	ACR|3VULN|1AART|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67ZMB|7BPWR|8AART|9LIT
347	42313 24362	   	164.40	DCR|5VULN|1CDMG|1ZMB	1CDMG|2ZMB|3RPLT|4569aVULN|7FEWX|8RCR
348	42313 25322	   	164.40	DCR|5VULN|1CDMG|1ZMB	1CDMG|2ZMB|3RPLT|4569aVULN|7LHND|8RCR
349	52132 51431	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	157VULN|2DUR|3ZMB|4CDMG|6DUST|8RCR|9LWND|aDMG
350	52132 51411	   	164.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	157VULN|2DUR|3ZMB|4CDMG|6DUST|8RCR|9LEGI|aDMG
351	56215 22214	   	164.20	ACR|4VULN|1AART|1DMG|2ASPD|1MSE	1378VULN|23ASPD|3BPWR|4AART|5RCR|6MSE|9MBVNT|aDMG
352	63613 26131	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7VENICY|8FEWX|9AART|aBEXP
353	63611 22612	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|468VULN|5FEWX|7LHND|9AART|aTLV
354	63611 22613	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|468VULN|5FEWX|7LHND|9AART|aERES
355	63611 23612	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|468VULN|5FEWX|7LWND|9AART|aTLV
356	63611 23613	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|468VULN|5FEWX|7LWND|9AART|aERES
357	63613 16132	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|45aVULN|6RCVC|7VENICY|8FEWX|9AART
358	63621 23612	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|5FEWX|678VULN|9AART|aTLV
359	63621 23613	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|5FEWX|678VULN|9AART|aERES
360	63623 33612	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|578VULN|6FEWX|9AART|aTLV
361	63623 33613	   	164.20	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|578VULN|6FEWX|9AART|aERES
362	26632 62223	   	164.11	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	19FEWX|29ASPD|3DMG|4BEXP|5AART|6RMIN|79VULN|8RCR|9BPWR|aDUR
363	43411 21431	   	164.11	DCR|3VULN|2DMG|1CDMG	1CDMG|2LHND|3LWND|457VULN|6aDMG|8RCR|9FEWX
364	63613 24212	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7FEWX|8DUST|9AART|aTLV
365	63613 24213	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7FEWX|8DUST|9AART|aERES
366	63613 25212	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7LHND|8DUST|9AART|aTLV
367	63613 25213	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7LHND|8DUST|9AART|aERES
368	63623 23612	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|568VULN|7DUST|9AART|aTLV
369	63623 23613	   	164.10	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|568VULN|7DUST|9AART|aERES
370	51134 31421	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	18VULN|2DUST|3ZMB|4CDMG|5aDMG|6RCR|7BEXP|9ERES
371	51134 33421	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	18VULN|2DUST|3ZMB|4CDMG|5aDMG|6RCR|7LHND|9ERES
372	53214 21431	   	164.01	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3LWND|6aDMG|7DUST|8RCR|9FEWX
373	53314 21431	   	164.01	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3BEXP|6aDMG|7DUST|8RCR|9LWND
374	42613 36321	   	164.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|47DMG|5aVULN|6RMIN|8DUR|9RCR
375	22564 11311	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	1FEWX|26DUR|3RCR|47aVULN|5LIT|8DMG|9CDMG
376	53314 21411	   	163.91	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3BEXP|6aDMG|7DUST|8RCR|9LEGI
377	13613 32411	   	163.91	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|7aDMG|8AART|9BEXP
378	13613 32421	   	163.91	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|7aDMG|8AART|9LWND
379	13613 32451	   	163.91	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|7aDMG|8AART|9LHND
380	13613 32461	   	163.91	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|79DMG|8AART|aLWND
381	13613 32462	   	163.91	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|79DMG|8AART|aRCVC
382	21613 32411	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|7aDMG|8AART|9BEXP
383	21613 32421	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|7aDMG|8AART|9LWND
384	21613 32451	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|7aDMG|8AART|9LHND
385	21613 32461	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|79DMG|8AART|aLWND
386	21613 32462	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|79DMG|8AART|aRCVC
387	51233 32411	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4RCVC|6RCR|7aDMG|8AART|9BEXP
388	51233 32421	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4RCVC|6RCR|7aDMG|8AART|9LWND
389	51233 32451	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4RCVC|6RCR|7aDMG|8AART|9LHND
390	51233 32461	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4RCVC|6RCR|79DMG|8AART|aLWND
391	51233 32462	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4aRCVC|6RCR|79DMG|8AART
392	51613 32411	   	163.91	DCR|2VULN|2DMG|1AART	14VULN|2DUST|3DMSP|5FEWX|6RCR|7aDMG|8AART|9BEXP
393	51613 32421	   	163.91	DCR|2VULN|2DMG|1AART	14VULN|2DUST|3DMSP|5FEWX|6RCR|7aDMG|8AART|9LWND
394	51623 32411	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3DMSP|4BEXP|6RCR|7aDMG|8AART|9FEWX
395	51623 32421	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3DMSP|4BEXP|6RCR|7aDMG|8AART|9LWND
396	51633 32411	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3DMSP|4FEWX|6RCR|7aDMG|8AART|9BEXP
397	51633 32421	   	163.91	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3DMSP|4FEWX|6RCR|7aDMG|8AART|9LWND
398	56211 12523	   	163.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4AART|5ZMB|6LIT|7LHND|8DMG|9RCVC|aRCR
399	56211 12531	   	163.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4AART|5ZMB|6LIT|7LHND|8DMG|9BELT|aRCR
400	11313 32411	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|7aDMG|8AART|9BEXP
401	11313 32421	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|7aDMG|8AART|9LWND
402	11313 32451	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|7aDMG|8AART|9LHND
403	11313 32461	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|79DMG|8AART|aLWND
404	11313 32462	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|79DMG|8AART|aRCVC
405	11313 32464	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|79DMG|8AART|aLIT
406	11313 32465	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|79DMG|8AART|aCGEN
407	11313 32466	   	163.81	DCR|2VULN|2DMG|1AART	12DUST|3aFEWX|45VULN|6RCR|79DMG|8AART
408	13613 32463	   	163.81	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|3DMSP|45VULN|6RCR|79DMG|8AART|aERES
409	21613 32463	   	163.81	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3DMSP|45VULN|6RCR|79DMG|8AART|aERES
410	51233 32463	   	163.81	DCR|2VULN|2DMG|1AART	15VULN|2DUST|3FEWX|4RCVC|6RCR|79DMG|8AART|aERES
411	22213 42441	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	13FEWX|2DUR|45VULN|6LWND|7aDMG|8AART|9RCR
412	11313 32463	   	163.71	DCR|2VULN|2DMG|1AART	12DUST|3FEWX|45VULN|6RCR|79DMG|8AART|aERES
413	63613 22315	   	163.70	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|7RCVC|89CGEN|aAART
414	63216 31613	 * 	163.69	ACR|3DMG|1AART|3DUR	139MLV|2RCR|39aBPWR|4AART|59aDMG|6FEWX|7aBEXP|89aDUR
415	12612 21441	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2CGEN|3aDMG|46VULN|5DUR|7MLV|8AART|9RCR
416	22333 52441	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2DUR|3DUST|4RCVC|56VULN|7aDMG|8AART|9RCR
417	63613 22135	   	163.60	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|456VULN|78RCVC|9TLV|aAART
418	63216 21613	   	163.59	ACR|3DMG|1AART|3DUR	139MLV|2RCR|39aBPWR|4AART|59aDMG|6DUST|7aFEWX|89aDUR
419	11211 52441	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	12DUST|3DUR|46VULN|5FEWX|7aDMG|8AART|9RCR
420	11233 52441	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	12DUST|3DUR|4BEXP|56VULN|7aDMG|8AART|9RCR
421	22523 68344	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3RCR|4CGEN|5MBVNT|6ZMB|79DMG|8VULN|aAART
422	63632 26112	   	163.48	ACR|2DMG|1AART|1VULN|2DUR	19MLV|2RCR|39DMG|4BEXP|5AART|67DUR|89FEWX|9BPWR|aVULN
423	63632 22312	   	163.48	ACR|2DMG|1AART|1VULN|2DUR	19MLV|2RCR|39DMG|4BEXP|5AART|68DUR|79FEWX|9BPWR|aVULN
424	52132 12745	   	163.46	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	15VULN|29DUR|3ZMB|46CDMG|7MBVNT|8RCR|aAART
425	26335 13262	   	163.43	ACR|2AART|2VULN|1DMG|1ASPD	17FEWX|2ASPD|3aAART|47VULN|5RCR|67CANHEL|7BPWR|8DMG|9MLV
426	63632 35212	   	163.38	ACR|2DMG|1AART|1VULN|2DUR	19MLV|2RCR|39DMG|48BEXP|5AART|6DUST|79DUR|9BPWR|aVULN
427	26335 13232	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	17FEWX|2ASPD|3aAART|47VULN|5RCR|67CANHEL|7BPWR|8DMG|9ERES
428	26335 35332	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	1FEWX|2ASPD|37AART|4aVULN|5RCR|6LHND|8DMG|9ERES
429	56322 53132	   	163.31	DCR|3VULN|1DMG|2ASPD|2DUR|1SELL	179VULN|29ASPD|3ERES|4BEXP|59DUR|6RCR|8SELL|9BPWR|aDMG
430	26335 13431	 * 	163.29	ACR|3VULN|3AART|1ASPD	17FEWX|2ASPD|38aAART|479VULN|5RCR|67CANHEL|7BPWR
431	63622 13234	   	163.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCR|3DMG|47LHND|5DUR|6CDMG|8AART|9ZMB|aVULN
432	63625 11322	   	163.22	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCR|3aDMG|48LHND|5ASPD|6CDMG|78VULN|8BPWR|9CGEN
433	63625 11331	   	163.22	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCR|3aDMG|48LHND|5ASPD|6CDMG|78VULN|8BPWR|9FEWX
434	63626 11332	   	163.22	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCR|3aDMG|48LHND|5CGEN|6CDMG|78VULN|8BPWR|9ASPD
435	31626 31422	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12ERES|3DUR|4RCVC|5DMG|6CDMG|7RCR|89VULN|aAART
436	63632 26331	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1MLV|2RCR|3aDMG|4BEXP|5AART|67DUR|8VULN|9ERES
437	63612 11621	   	163.12	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|78BEXP|8BPWR|9ERES
438	63612 13621	   	163.12	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|78LHND|8BPWR|9ERES
439	42511 21421	 * 	163.11	DCR|3VULN|3CDMG|2ZMB|1DUR	14aCDMG|2aZMB|3DMSP|5ERES|6DUR|7RCR|89aVULN|aBPWR
440	44211 13621	   	163.10	DCR|3VULN|1DMG|2CDMG|2ZMB	18CDMG|248VULN|3LWND|5LIT|6RPLT|78ZMB|8BPWR|9DMG|aRCR
441	44311 13621	   	163.10	DCR|3VULN|1DMG|2CDMG|2ZMB	18CDMG|248VULN|3BEXP|5LIT|6RPLT|78ZMB|8BPWR|9DMG|aRCR
442	53211 13621	   	163.10	DCR|3VULN|1DMG|2CDMG|2ZMB	148VULN|28CDMG|3LWND|5LIT|6RPLT|78ZMB|8BPWR|9DMG|aRCR
443	53252 13621	   	163.10	DCR|3VULN|1DMG|2CDMG|2ZMB	158VULN|28CDMG|3LWND|4LIT|6RPLT|78ZMB|8BPWR|9DMG|aRCR
444	53311 13621	   	163.10	DCR|3VULN|1DMG|2CDMG|2ZMB	148VULN|28CDMG|3BEXP|5LIT|6RPLT|78ZMB|8BPWR|9DMG|aRCR
445	53314 26112	   	163.03	DCR|4VULN|1DMG|1CDMG	145aVULN|2CDMG|3BEXP|6DMG|7RCR|8RPLT|9DMSP
446	53314 26132	   	163.03	DCR|4VULN|1DMG|1CDMG	145aVULN|2CDMG|3BEXP|6DMG|7RCR|8RPLT|9LHND
447	53314 26223	   	163.03	DCR|4VULN|1DMG|1CDMG	145aVULN|2CDMG|3BEXP|6DMG|7RCR|8LHND|9CGEN
448	53314 26323	   	163.03	DCR|4VULN|1DMG|1CDMG	145aVULN|2CDMG|3BEXP|6DMG|7RCR|8LWND|9CGEN
449	63611 61121	   	163.02	ACR|2VULN|2DMG|1CDMG|1ASPD	17MLV|2RCR|36DMG|48VULN|5FEWX|9ASPD|aCDMG
450	51136 14313	   	163.00	DCR|3VULN|1DMG|2CDMG|2ZMB	159VULN|2DUST|39ZMB|46CDMG|7DMG|89CGEN|9BPWR|aRCR
451	63216 13512	 * 	162.99	ACR|2AART|2DMG|1VULN	13MLV|2RCR|3BPWR|4aAART|58DMG|6LIT|7DUST|9VULN
452	63216 13521	   	162.99	ACR|2AART|2DMG|1VULN	13MLV|2RCR|3BPWR|49AART|58DMG|6LIT|7DUST|aVULN
453	26335 13223	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17FEWX|2ASPD|3AART|47VULN|5RCR|67CANHEL|7BPWR|8DMG|9DMSP|aZMB
454	56215 13441	 * 	162.93	ACR|2AART|2VULN|2ASPD|1CDMG	13VULN|23ASPD|3BPWR|48AART|5RCR|6ERES|7MBVNT|9LIT|aCDMG
455	53314 26122	   	162.93	DCR|4VULN|1DMG|1CDMG	145aVULN|2CDMG|3BEXP|6DMG|7RCR|8RPLT|9DUST
456	63612 61133	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	17MLV|2RCR|36DMG|48VULN|5DUR|9CDMG|aERES
457	63615 11222	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2RCR|3aDMG|47VULN|5ASPD|6CDMG|8LEGI|9CGEN
458	63615 11231	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2RCR|3aDMG|47VULN|5ASPD|6CDMG|8LEGI|9FEWX
459	63615 11332	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2RCR|3aDMG|47VULN|5ASPD|6CDMG|8ERES|9LIT
460	63612 11421	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|7BEXP|9ERES
461	63612 12621	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|78DUST|8BPWR|9ERES
462	63612 13421	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|7LHND|9ERES
463	63623 26111	   	162.89	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2RCR|3DMG|4LHND|56VULN|79LIT|8AART|aCDMG
464	26335 13251	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17FEWX|2ASPD|3AART|47VULN|5RCR|67CANHEL|7BPWR|8DMG|9MBVNT|aZMB
465	22533 63262	   	162.82	ACR|3VULN|2DMG|1DUR	178FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|9DMSP
466	63612 12421	   	162.82	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|2RCR|3aDMG|48VULN|5DUR|6CDMG|7DUST|9ERES
467	22561 13612	   	162.78	ACR|4VULN|1AART|1DUR	1FEWX|2DUR|3RCR|4678VULN|5LWND|9AART|aTLV
468	22561 13613	   	162.78	ACR|4VULN|1AART|1DUR	1FEWX|2DUR|3RCR|4678VULN|5LWND|9AART|aERES
469	22562 13612	   	162.78	ACR|4VULN|1AART|1DUR	1FEWX|2DUR|3RCR|4678VULN|5LHND|9AART|aTLV
470	22562 13613	   	162.78	ACR|4VULN|1AART|1DUR	1FEWX|2DUR|3RCR|4678VULN|5LHND|9AART|aERES
471	53214 23413	   	162.77	DCR|4VULN|1DMG|1CDMG|1ASPD	1458VULN|2CDMG|3LWND|6DMG|7CGEN|9ASPD|aRCR
472	53314 23413	   	162.77	DCR|4VULN|1DMG|1CDMG|1ASPD	1458VULN|2CDMG|3BEXP|6DMG|7CGEN|9ASPD|aRCR
473	62311 26612	   	162.75	DCR|2VULN|2DMG|1AART|1DUR	148MLV|28VULN|3RPLT|5DUR|6LHND|78DMG|8BPWR|9RCR|aAART
474	22533 63333	   	162.72	ACR|3VULN|2DMG|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8DUST|9LIT
475	22533 63361	   	162.72	ACR|3VULN|2DMG|1DUR	17FEWX|2DUR|3RCR|4RCVC|579VULN|67DMG|7BPWR|8DUST|aLIT
476	22533 63362	   	162.72	ACR|3VULN|2DMG|1DUR	17FEWX|2DUR|3RCR|4RCVC|579VULN|67DMG|7BPWR|8DUST|aLWND
477	22533 63363	   	162.72	ACR|3VULN|2DMG|1DUR	17FEWX|2DUR|3RCR|4aRCVC|579VULN|67DMG|7BPWR|8DUST
478	63632 51212	   	162.69	ACR|2AART|2VULN|1DMG	17MLV|2RCR|3DMG|47BEXP|5aAART|67VULN|7BPWR|89LIT
479	13613 32662	   	162.68	DCR|4VULN|1DMG|1ZMB	1DUST|2FEWX|3DMSP|459aVULN|6RCR|7DMG|8ZMB
480	21613 32662	   	162.68	DCR|4VULN|1DMG|1ZMB	1FEWX|2DUST|3DMSP|459aVULN|6RCR|7DMG|8ZMB
481	51233 32662	   	162.68	DCR|4VULN|1DMG|1ZMB	159aVULN|2DUST|3FEWX|4RCVC|6RCR|7DMG|8ZMB
482	63211 36211	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6FEWX|7aDMG|8VULN|9BEXP
483	63211 36221	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6FEWX|7aDMG|8VULN|9LHND
484	63211 36261	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6FEWX|79DMG|8VULN|aLWND
485	63211 36262	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6FEWX|79DMG|8VULN|aBELT
486	63211 56211	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6LWND|7aDMG|8VULN|9BEXP
487	63211 56221	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6LWND|7aDMG|8VULN|9LHND
488	63623 13221	   	162.59	ACR|2VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|478LHND|59VULN|6aCDMG|aBPWR
489	63623 13521	   	162.59	ACR|2VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|47LHND|59VULN|6aCDMG|8RCVC|aBPWR
490	63632 51223	   	162.59	ACR|2AART|2VULN|1DMG	17MLV|2RCR|3DMG|47BEXP|5aAART|67VULN|7BPWR|8LIT|9DUST
491	63611 31131	   	162.59	ACR|2VULN|2DMG|2CDMG	17aMLV|2RCR|3aDMG|48VULN|56FEWX|9aCDMG|aBPWR
492	52523 63321	   	162.58	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	17VULN|27DUR|3NUKE|4FEWX|5ZMB|67DMG|7BPWR|8DUST|9RCR|aASPD
493	11313 32662	   	162.58	DCR|4VULN|1DMG|1ZMB	12DUST|3FEWX|459aVULN|6RCR|7DMG|8ZMB
494	22533 63121	   	162.58	ACR|3VULN|2DMG|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8SELL|9LIT
495	22533 63131	   	162.58	ACR|3DMG|2VULN|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57VULN|67aDMG|7BPWR|8SELL|9LWND
496	22533 63136	   	162.58	ACR|3VULN|2DMG|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8SELL|9LWND
497	22533 63151	   	162.58	ACR|3DMG|2VULN|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57VULN|67aDMG|7BPWR|8SELL|9BEXP
498	63211 26211	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6DUST|7aDMG|8VULN|9FEWX
499	63211 26221	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6DUST|7aDMG|8VULN|9LHND
500	63211 26261	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6DUST|79DMG|8VULN|aLWND
501	63211 26262	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6DUST|79DMG|8VULN|aBELT
502	63216 53441	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5aDMG|6LWND|7MBVNT|8ZMB|9VULN
503	63632 52233	   	162.49	ACR|2AART|2DMG|1VULN	1MLV|2RCR|39DMG|4BEXP|5aAART|6VULN|7FEWX|8LIT
504	52313 62412	 * 	162.48	DCR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB|1SELL	1VULN|2aDUR|3FLTHEA|4LIT|5SELL|6DMG|7RCR|8ZMB|9AART
505	22533 63111	   	162.48	ACR|3DMG|2VULN|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57VULN|67aDMG|7BPWR|8SELL|9LEGI
506	22533 63116	   	162.48	ACR|3VULN|2DMG|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8SELL|9LEGI
507	22533 63351	   	162.48	ACR|3DMG|2VULN|1DUR|1SELL	17FEWX|2DUR|3RCR|4RCVC|57VULN|67aDMG|7BPWR|8DUST|9SELL
508	52312 33322	 * 	162.47	DCR|2VULN|3ASPD|1DMG|1FLTHEA|1DUR	1aVULN|2DUR|3FLTHEA|4LIT|579ASPD|6RCR|8DMG
509	56211 16112	 * 	162.46	DCR|2AART|2VULN|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4aAART|5ZMB|69LIT|7RCR|8LWND
510	56213 16332	   	162.46	DCR|2AART|2VULN|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4aAART|5CGEN|6LIT|7RCR|8RMIN|9ZMB
511	22131 32341	   	162.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1FEWX|25DUR|3ZMB|47VULN|6LHND|8AART|9RCR|aDMG
512	52121 32341	   	162.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|25DUR|3ZMB|4FEWX|6LHND|8AART|9RCR|aDMG
513	63216 23441	   	162.45	ACR|2DMG|1AART|1VULN|1ZMB	13MLV|2RCR|3BPWR|4AART|5aDMG|6DUST|7MBVNT|8ZMB|9VULN
514	23261 13262	 * 	162.42	DCR|3VULN|3CDMG|1AART	179FEWX|279CDMG|3LHND|4BEXP|579VULN|6RMIN|79BPWR|8RCR|aAART
515	23461 13262	   	162.42	DCR|3VULN|3CDMG|1AART	179FEWX|279CDMG|3LWND|4BEXP|579VULN|6RMIN|79BPWR|8RCR|aAART
