0	Index      	 *	Score 	Summary	Detail	
1	21412 32543	 * 	189.01	DCR|3DMG|2VULN|1AART|1DUR	1RMIN|2DUR|38VULN|4AART|59aDMG|6RCR|7RPLT
346	23412 33232	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|39aVULN|4AART|5DMG|6RCR|7CGEN|8BEXP
347	23412 33616	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|7CGEN|9RCVC
348	23412 33636	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|79CGEN
349	23412 35116	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|37aVULN|4AART|5DMG|6RCR|8MLV|9RCVC
350	23412 35135	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|37aVULN|4AART|5DMG|6RCR|8MLV|9CGEN
351	23412 35211	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8aBEXP
352	23412 35212	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8BEXP|aLHND
353	23412 35361	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8LIT|aRCVC
354	23412 35362	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8LIT|aMLV
355	23412 35363	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8LIT|aCGEN
356	23412 35511	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8LHND|aBEXP
357	23412 35513	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8LHND|aLWND
358	11412 31415	   	164.38	DCR|3VULN|1AART|1DMG	17BEXP|28aVULN|3RMIN|4AART|5DMG|6RCR|9DUST
359	11412 32415	   	164.38	DCR|3VULN|1AART|1DMG	1BEXP|28aVULN|3RMIN|4AART|5DMG|6RCR|7RCVC|9DUST
360	11412 33615	   	164.38	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|7NUKE|8CGEN
361	11412 35215	   	164.38	DCR|3VULN|1AART|1DMG	18BEXP|27aVULN|3RMIN|4AART|5DMG|6RCR|9DUST
362	11412 35313	   	164.38	DCR|3VULN|1AART|1DMG	1BEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8FEWX|aDUST
363	11412 35314	   	164.38	DCR|3VULN|1AART|1DMG	1BEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8FEWX|aTLV
364	11412 35411	   	164.38	DCR|3VULN|1AART|1DMG	1aBEXP|278VULN|3RMIN|4AART|5DMG|6RCR|9DUST
365	11412 35412	   	164.38	DCR|3VULN|1AART|1DMG	1BEXP|278VULN|3RMIN|4AART|5DMG|6RCR|9DUST|aLHND
366	23112 33632	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|3LWND|4AART|5DMG|6RCR|7CGEN|89aVULN
367	23112 35615	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|3LWND|4AART|5DMG|6RCR|79aVULN|8RCVC
368	61412 35213	   	164.38	DCR|3VULN|1AART|1DMG	1LWND|279VULN|3RMIN|4AART|5DMG|6RCR|8BEXP|aDUST
369	23412 31214	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|389VULN|4AART|5DMG|6RCR|7BEXP|aTLV
370	23412 31225	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|29DUST|38aVULN|4AART|5DMG|6RCR|7BEXP
371	23412 31252	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|7BEXP|9ERES
372	23412 31415	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|28DUST|39aVULN|4AART|5DMG|6RCR|7BEXP
373	23412 33515	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|39aVULN|4AART|5DMG|6RCR|7CGEN|8ERES
374	23412 33642	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|7CGEN|9LEGI
375	23412 35142	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|37aVULN|4AART|5DMG|6RCR|8MLV|9LEGI
376	23412 35214	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|379VULN|4AART|5DMG|6RCR|8BEXP|aTLV
377	23412 35225	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|29DUST|37aVULN|4AART|5DMG|6RCR|8BEXP
378	23412 35252	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|37aVULN|4AART|5DMG|6RCR|8BEXP|9ERES
379	23412 35411	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|29DUST|378VULN|4AART|5DMG|6RCR|aLIT
380	23412 35412	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|29DUST|378VULN|4AART|5DMG|6RCR|aRCVC
381	23412 35413	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|29DUST|378VULN|4AART|5DMG|6RCR|aLWND
382	23412 36112	   	164.28	DCR|3DMG|1AART|1VULN	1RMIN|28DUST|3VULN|4AART|58aDMG|6RCR|78TLV|8BPWR|9RCVC
383	11412 33215	   	164.28	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|7NUKE|8ERES
384	23112 35415	   	164.28	DCR|3VULN|1AART|1DMG	1RMIN|28DUST|3LWND|4AART|5DMG|6RCR|79aVULN
385	23412 32562	   	164.14	DCR|3VULN|1AART|1DMG|1SELL	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|7RPLT|9SELL
386	12363 74126	   	163.71	DCR|2VULN|2DMG|1AART	1BEXP|2DLOT|3TLV|4MBVNT|59VULN|6RCR|7aDMG|8AART
387	61331 34422	   	163.49	DCR|3VULN|1AART|2DUR|1ASPD	1LWND|27aVULN|3DUST|4AART|5ASPD|6RCR|89DUR
388	21412 31334	 * 	163.17	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	1RMIN|2DUR|3VULN|4aAART|5DMG|6RCR|7BEXP|89ASPD
389	41412 31334	   	163.17	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	1DUR|2VULN|3RMIN|4aAART|5DMG|6RCR|7BEXP|89ASPD
390	21413 31142	   	162.91	DCR|2AART|2VULN|1DMG|2DUR	1RMIN|29DUR|35VULN|47AART|6LIT|8DMG|aRCR
391	21416 33142	   	162.91	DCR|2AART|2VULN|1DMG|2DUR	1RMIN|29DUR|37VULN|45AART|6LIT|8DMG|aRCR
392	41413 31142	   	162.91	DCR|2AART|2VULN|1DMG|2DUR	19DUR|25VULN|3RMIN|47AART|6LIT|8DMG|aRCR
393	51412 33162	   	162.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9ASPD|aDUR
394	61412 33162	   	162.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9ASPD|aDUR
395	61231 31233	   	162.90	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LWND|29VULN|3FEWX|4AART|58ASPD|6RCR|7CDMG|aDUR
396	61631 31233	   	162.90	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LWND|29VULN|3BEXP|4AART|58ASPD|6RCR|7CDMG|aDUR
397	61231 31344	   	162.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|8MLV|9DMG|aZMB
398	61331 31233	   	162.80	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LWND|29VULN|3DUST|4AART|58ASPD|6RCR|7CDMG|aDUR
399	11116 56321	 * 	162.80	DCR|2VULN|2DMG|3DUR|1ASPD	17BEXP|2aVULN|3RPLT|478DUR|57DMG|6RCR|7BPWR|9ASPD
400	11116 56312	   	162.80	DCR|2VULN|2DMG|3DUR|1ASPD	17BEXP|29VULN|3RPLT|478DUR|57DMG|6RCR|7BPWR|aASPD
401	23412 31364	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RMIN|2DUST|3VULN|4AART|5DMG|6RCR|7BEXP|8ASPD|9CDMG|aZMB
402	61331 31344	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3DUST|4AART|5ASPD|6RCR|7CDMG|8MLV|9DMG|aZMB
403	21412 32515	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7RPLT|9CGEN|aASPD
404	21412 32615	   	162.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2DUR|3VULN|4AART|58DMG|6RCR|7RPLT|9CGEN|aASPD
405	21412 35311	   	162.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8LIT|9ASPD|aMLV
406	21412 35313	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8LIT|9ASPD|aCGEN
407	21412 35314	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8LIT|9ASPD|aDMSP
408	21412 35316	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8LIT|9ASPD|aBEXP
409	21412 35332	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8LIT|9CGEN|aASPD
410	41412 35311	   	162.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9ASPD|aMLV
411	41412 35313	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9ASPD|aCGEN
412	41412 35332	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9CGEN|aASPD
413	21112 32551	   	162.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2DUR|3LWND|4AART|5aDMG|6RCR|7RPLT|8VULN|9ASPD
414	21412 31341	   	162.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2DUR|3VULN|4AART|5aDMG|6RCR|7BEXP|8ASPD|9RPLT
415	21412 31364	   	162.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|3aVULN|4AART|5DMG|6RCR|7BEXP|8ASPD|9BELT
416	41412 31341	   	162.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3RMIN|4AART|5aDMG|6RCR|7BEXP|8ASPD|9RPLT
417	61231 33115	   	162.70	DCR|3VULN|2AART|1ASPD	1LWND|29aVULN|3FEWX|48AART|5ASPD|6RCR|7ERES
418	61631 33115	   	162.70	DCR|3VULN|2AART|1ASPD	1LWND|29aVULN|3BEXP|48AART|5ASPD|6RCR|7ERES
419	51412 33123	   	162.68	DCR|2DMG|1AART|1VULN|1CDMG	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aCDMG
420	61412 33123	   	162.68	DCR|2DMG|1AART|1VULN|1CDMG	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aCDMG
421	21412 32525	   	162.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7RPLT|9DUST|aASPD
422	21412 32625	   	162.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2DUR|3VULN|4AART|58DMG|6RCR|7RPLT|9DUST|aASPD
423	61331 31563	   	162.60	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18LWND|28VULN|39DUST|4AART|5ASPD|6RCR|78CDMG|8BPWR|aDUR
424	61331 33115	   	162.60	DCR|3VULN|2AART|1ASPD	1LWND|29aVULN|3DUST|48AART|5ASPD|6RCR|7ERES
425	23412 33123	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|28DUST|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aCDMG
426	56332 63112	   	162.48	DCR|2VULN|1AART|1DMG|2ASPD	18LHND|2CGEN|38ASPD|4AART|5NUKE|6RCR|78VULN|8BPWR|9RCVC|aDMG
427	56332 63132	   	162.48	DCR|2VULN|1AART|1DMG|2ASPD	18LHND|29CGEN|38ASPD|4AART|5NUKE|6RCR|78VULN|8BPWR|aDMG
428	61631 31523	 * 	162.48	DCR|2VULN|1AART|2CDMG|2ASPD	18LWND|28VULN|3BEXP|4AART|5aASPD|6RCR|78CDMG|8BPWR|9LIT
429	11412 35633	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9CGEN|aCDMG
430	11412 36123	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	18BEXP|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aCDMG
431	51412 33623	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|28VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|9LIT|aCDMG
432	51412 35333	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9CGEN|aCDMG
433	51412 36123	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	18LHND|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aCDMG
434	61412 33623	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|28VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|9LIT|aCDMG
435	61412 35333	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9CGEN|aCDMG
436	61412 36123	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	18LWND|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aCDMG
437	61413 22221	   	162.47	DCR|4VULN|1AART|1CDMG	1LWND|2568VULN|3RMIN|4AART|7CDMG|9ERES|aRCR
438	61413 22251	   	162.47	DCR|4VULN|1AART|1CDMG	1LWND|2568VULN|3RMIN|4AART|7CDMG|9TLV|aRCR
439	23412 32516	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7RPLT|9CGEN|aCDMG
440	23412 32616	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2DUST|3VULN|4AART|58DMG|6RCR|7RPLT|9CGEN|aCDMG
441	23412 33623	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DUST|38VULN|4AART|5DMG|6RCR|7CGEN|9LIT|aCDMG
442	23412 35333	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DUST|37VULN|4AART|5DMG|6RCR|8LIT|9CGEN|aCDMG
443	61331 31523	   	162.38	DCR|2VULN|1AART|2CDMG|2ASPD	18LWND|28VULN|3DUST|4AART|5aASPD|6RCR|78CDMG|8BPWR|9LIT
444	11412 35612	   	162.38	DCR|2VULN|1AART|1DMG|2ASPD	1BEXP|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9aASPD
445	51412 35312	   	162.38	DCR|2VULN|1AART|1DMG|2ASPD	1LHND|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9aASPD
446	61412 35312	   	162.38	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|27VULN|3RMIN|4AART|5DMG|6RCR|8LIT|9aASPD
447	11111 33624	 * 	162.31	DCR|2VULN|2DMG|3DUR|1CDMG	18BEXP|28VULN|3RPLT|456DUR|78DMG|8BPWR|9RCR|aCDMG
448	23412 31332	   	162.28	DCR|2VULN|1AART|1DMG|2ASPD	1RMIN|2DUST|3aVULN|4AART|5DMG|6RCR|7BEXP|89ASPD
449	23412 35312	   	162.28	DCR|2VULN|1AART|1DMG|2ASPD	1RMIN|2DUST|37VULN|4AART|5DMG|6RCR|8LIT|9aASPD
450	23412 36123	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|28DUST|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aCDMG
451	11632 51121	   	162.20	DCR|3VULN|2DMG|1DUR	1BEXP|278VULN|3BELT|4DUR|5MGNLIT|6RCR|9aDMG
452	61331 34242	   	162.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|27aVULN|3DUST|4AART|5ASPD|6RCR|8ERES|9ZMB
453	11116 53513	   	162.10	DCR|3DMG|2VULN|1DUR	1BEXP|29VULN|3RPLT|4DUR|58aDMG|6RCR|7LEGI
454	61231 31526	 * 	161.90	DCR|2VULN|1AART|3CDMG|1ASPD	18LWND|28VULN|3FEWX|4AART|5ASPD|6RCR|78aCDMG|8BPWR|9LIT
455	21412 31323	   	161.86	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1RMIN|2aDUR|3VULN|49AART|5DMG|6RCR|7BEXP|8ASPD
456	21412 31354	   	161.86	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1RMIN|29DUR|3VULN|4aAART|5DMG|6RCR|7BEXP|8ASPD
457	41412 31323	   	161.86	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1aDUR|2VULN|3RMIN|49AART|5DMG|6RCR|7BEXP|8ASPD
458	61331 31526	   	161.80	DCR|2VULN|1AART|3CDMG|1ASPD	18LWND|28VULN|3DUST|4AART|5ASPD|6RCR|78aCDMG|8BPWR|9LIT
459	21412 34422	   	161.41	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|28DUR|3VULN|4AART|5DMG|6RCR|7ZMB|9LIT|aASPD
460	11116 56331	   	161.38	DCR|2DMG|1AART|1VULN|3DUR	17BEXP|2VULN|3RPLT|478DUR|57DMG|6RCR|7BPWR|9DUST|aAART
461	12141 31133	   	161.31	DCR|3VULN|1AART|1CDMG|1ASPD	1BEXP|2DLOT|389VULN|4FEWX|5ASPD|6RCR|7CDMG|aAART
462	21412 32244	   	161.26	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3aVULN|4AART|5DMG|6RCR|7RPLT|8BEXP|9aLWND|aBPWR
463	21412 33121	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aMLV
464	21412 33124	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aDMSP
465	21412 33125	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78aCGEN|8BPWR|9LIT
466	41412 33121	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aMLV
467	41412 33124	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT|aDMSP
468	41412 33125	   	161.26	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78aCGEN|8BPWR|9LIT
469	21412 33114	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aERES
470	21412 33115	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aTLV
471	21412 33134	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|789CGEN|8BPWR|aERES
472	21412 33135	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|789CGEN|8BPWR|aTLV
473	21412 33142	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI|aFEWX
474	21412 33146	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI|aLIT
475	41412 33114	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aERES
476	41412 33115	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC|aTLV
477	41412 33134	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR|aERES
478	41412 33135	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR|aTLV
479	41412 33142	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI|aFEWX
480	42141 31513	   	161.16	DCR|2VULN|1DMG|2CDMG|2DUR|1ASPD	18DUR|2DLOT|38VULN|4BEXP|5ASPD|6RCR|78CDMG|8BPWR|9TLV|aDMG
481	21112 35212	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3LWND|4AART|5DMG|6RCR|79VULN|8RCVC
482	21112 35611	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3LWND|4AART|5DMG|6RCR|79VULN|aBEXP
483	21412 31611	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|39VULN|4AART|5DMG|6RCR|7aBEXP
484	21412 31612	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|39VULN|4AART|5DMG|6RCR|7BEXP|aLHND
485	21412 32224	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3aVULN|4AART|5DMG|6RCR|7RPLT|8BEXP|9aDUST|aBPWR
486	21412 33141	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI|aDUST
487	21412 33233	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|39VULN|4AART|5DMG|6RCR|7CGEN|8BEXP
488	21412 33412	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|5aDMG|6RCR|7CGEN|9RCVC
489	21412 33416	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3aVULN|4AART|5DMG|6RCR|7CGEN|9RCVC
490	21412 33432	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|5aDMG|6RCR|79CGEN
491	21412 33436	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|28DUR|3aVULN|4AART|5DMG|6RCR|79CGEN
492	21412 35132	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|37VULN|4AART|5DMG|6RCR|8MLV|9CGEN
493	21412 35341	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|29DUR|37VULN|4AART|5DMG|6RCR|8LIT|aRCVC
494	21412 35342	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|29DUR|37VULN|4AART|5DMG|6RCR|8LIT|aMLV
495	21412 35343	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|29DUR|37VULN|4AART|5DMG|6RCR|8LIT|aCGEN
496	21412 36121	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aMLV
497	21412 36124	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aDMSP
498	21412 36125	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aCGEN
499	21412 36126	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aBEXP
500	21412 36131	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN|aBEXP
501	21412 36134	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|28DUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN|aMLV
502	41412 31611	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	18DUR|29VULN|3RMIN|4AART|5DMG|6RCR|7aBEXP
503	41412 31612	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	18DUR|29VULN|3RMIN|4AART|5DMG|6RCR|7BEXP|aLHND
504	41412 32224	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2aVULN|3RMIN|4AART|5DMG|6RCR|7RPLT|8BEXP|9aDUST|aBPWR
505	41412 33141	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI|aDUST
506	41412 33233	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|29VULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8BEXP
507	41412 33412	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|5aDMG|6RCR|7CGEN|9RCVC
508	41412 33432	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|5aDMG|6RCR|79CGEN
509	41412 35132	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9CGEN
510	41412 36121	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9LIT|aMLV
511	41412 36131	   	161.06	DCR|2DMG|1AART|1VULN|2DUR	18DUR|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN|aBEXP
512	43412 35212	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2LHND|3RMIN|4AART|5DMG|6RCR|79VULN|8RCVC
513	46112 33412	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|27CGEN|3LWND|4AART|5DMG|6RCR|89VULN
514	46112 35212	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2CGEN|3LWND|4AART|5DMG|6RCR|79VULN|8RCVC
