0	Index      	 *	Score 	Summary	Detail	
1	43162 11336	 * 	194.69	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8aVULN|9DUR
316	43162 11363	   	170.06	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9FEWX|aERES
317	43162 11125	   	169.96	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|579DUST|6AART|7BPWR|8ERES|aVULN
318	43162 11321	   	169.96	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57aDUST|6AART|7BPWR|8VULN|9ERES
319	43162 11326	   	169.96	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9ERES|aLEGI
320	43226 31231	   	169.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4LHND|5RCVC|67DMG|89VULN|aZMB
321	43123 41234	   	169.86	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|2RCR|37DMG|4TLV|5DUR|6RMIN|89VULN|aASPD
322	43432 35331	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5BEXP|6DMG|7FEWX|8AART|9aVULN
323	43432 35333	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5BEXP|6aDMG|7FEWX|8AART|9VULN
324	45123 31253	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LWND|37DMG|4ERES|5CGEN|6RCR|8VULN|9ZMB|aAART
325	43623 26331	   	169.71	ACR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2RCR|3ERES|4aTLV|5VULN|6LHND|7AART|8RMIN|9aDMG|aBPWR
326	41111 53263	   	169.70	DCR|3VULN|1AART|1CDMG|2DUR	1CDMG|2CGEN|3aDUR|4LWND|5AART|6RCR|789VULN
327	45121 31253	   	169.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LWND|37DMG|4ERES|5TLV|6RCR|8VULN|9ZMB|aAART
328	43134 22334	   	169.53	ACR|2VULN|2DMG|2CDMG|1DUR	15CDMG|2RCR|3aDMG|4CGEN|6DUR|7aLHND|8MLV|9aVULN|aBPWR
329	43222 21166	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4LHND|59aVULN|6ZMB|7RPLT|8AART
330	43123 22534	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	18CDMG|2RCR|3aDMG|4TLV|5DUR|6aLWND|7CGEN|9aVULN|aBPWR
331	43123 32534	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	18CDMG|2RCR|3aDMG|4TLV|5DUR|6aLHND|7CGEN|9aVULN|aBPWR
332	43123 52234	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	16CDMG|2RCR|3aDMG|4TLV|5DUR|7aLHND|8CGEN|9aVULN|aBPWR
333	43124 22234	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	15CDMG|2RCR|3aDMG|4TLV|6DUR|7aLHND|8CGEN|9aVULN|aBPWR
334	43142 33225	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCR|35DMG|45aBEXP|5aBPWR|6DUR|79DUST|8aVULN
335	43215 21142	   	169.41	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|39LWND|4RPLT|5FEWX|6DMG|79VULN|8AART|9BPWR|aRMIN
336	43315 21142	   	169.41	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|3RPLT|49LWND|5FEWX|6DMG|79VULN|8AART|9BPWR|aRMIN
337	43111 32623	   	169.33	ACR|2AART|2DMG|2CDMG|1ASPD	19CDMG|2RCR|39DMG|4LWND|56AART|7CGEN|89LSRREG|9BPWR|aASPD
338	43111 32625	   	169.33	ACR|2AART|2DMG|2CDMG|1DUR	19CDMG|2RCR|39DMG|4LWND|56AART|7CGEN|89LSRREG|9BPWR|aDUR
339	45131 33242	   	169.31	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	1CDMG|2LWND|3DMG|4RCR|56AART|7VULN|8RCVC|9BELT|aFLTHEA
340	43215 21143	   	169.31	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|39LWND|4RPLT|5FEWX|6DMG|79VULN|8AART|9BPWR|aDUST
341	43315 21143	   	169.31	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|3RPLT|49LWND|5FEWX|6DMG|79VULN|8AART|9BPWR|aDUST
342	43141 31341	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|4BEXP|5DMSP|6DUR|8MLV|9AART|aVULN
343	43215 21116	   	169.21	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|3LWND|4RPLT|5FEWX|6DMG|7aVULN|8AART
344	43315 21116	   	169.21	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2RCR|3RPLT|4LWND|5FEWX|6DMG|7aVULN|8AART
345	41123 41231	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3DUR|4TLV|589VULN|6RCR|7DMG|aZMB
346	42125 42231	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4TLV|589VULN|6RCR|7CGEN|aZMB
347	42125 43231	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4TLV|589VULN|6RCR|7MLV|aZMB
348	43123 22252	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5DUR|6LWND|7CGEN|8aVULN|9AART
349	43123 23252	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5DUR|6LWND|7MLV|8aVULN|9AART
350	43123 32252	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5DUR|6LHND|7CGEN|8aVULN|9AART
351	43123 33252	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5DUR|6LHND|7MLV|8aVULN|9AART
352	43123 41341	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|4TLV|5DUR|6RMIN|8MLV|9AART|aVULN
353	43122 42241	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|36DMG|4TLV|5NUKE|7CGEN|8DUR|9AART|aVULN
354	43123 21641	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|48TLV|5DUR|6LWND|9AART|aVULN
355	43123 31641	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|48TLV|5DUR|6LHND|9AART|aVULN
356	43361 33532	   	169.00	ACR|3DMG|1VULN|2ZMB|1CDMG	1CDMG|2RCR|3RPLT|45ZMB|679DMG|8VULN|aLWND
357	43361 33533	   	169.00	ACR|3DMG|1VULN|2ZMB|1CDMG	1CDMG|2RCR|3RPLT|45ZMB|679DMG|8VULN|aMLV
358	43241 33242	   	168.99	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|7aVULN|8RCVC|9BELT
359	43111 63241	   	168.97	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|3aDMG|4LWND|5AART|68RCVC|7VULN|9BELT
360	32153 41234	   	168.91	DCR|3DMG|2VULN|1CDMG	1LHND|2aTLV|3LWND|4CDMG|57aDMG|6RCR|8CGEN|9aVULN|aBPWR
361	32153 42234	   	168.91	DCR|3DMG|2VULN|1CDMG	1LHND|2aTLV|3LWND|4CDMG|59aDMG|6RCR|7CGEN|8aVULN|aBPWR
362	32153 43234	   	168.91	DCR|3DMG|2VULN|1CDMG	1LHND|2aTLV|3LWND|4CDMG|59aDMG|6RCR|7MLV|8aVULN|aBPWR
363	43361 33523	   	168.90	ACR|3DMG|1VULN|2ZMB|1CDMG	1CDMG|2RCR|3RPLT|45ZMB|67aDMG|8VULN|9TLV
364	43241 33261	   	168.89	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|7aVULN|8RCVC|9ERES
365	43361 41313	 * 	168.88	ACR|3VULN|3ZMB|2CDMG	16CDMG|2RCR|3RPLT|456ZMB|6BPWR|79aVULN|8LIT
366	43111 63261	   	168.87	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|68RCVC|7aVULN|9ERES
367	33351 51241	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2BEXP|3DMG|4CDMG|5AART|6RCR|7LIT|8aVULN|9DUR
368	33351 51243	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2BEXP|3aDMG|4CDMG|5AART|6RCR|7LIT|8VULN|9DUR
369	41111 53421	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3DUR|4LWND|5AART|6RCR|7aVULN|8DMG|9RPLT
370	46111 51231	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|3DMG|4LWND|5AART|6RCR|7LIT|8DUR|9aVULN
371	63351 51231	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3DMG|4CDMG|5AART|6RCR|7LIT|8DUR|9aVULN
372	63351 51233	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2BEXP|3aDMG|4CDMG|5AART|6RCR|7LIT|8DUR|9VULN
373	33351 51231	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2BEXP|3DMG|4CDMG|5AART|6RCR|7LIT|89VULN|aDUR
374	42111 53116	   	168.81	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2DUR|3aDMG|4LWND|5AART|6RCR|78CGEN|9aASPD|aBPWR
375	46131 31236	   	168.81	DCR|3VULN|2DMG|1CDMG	1CDMG|2LHND|37DMG|4CGEN|5TLV|6RCR|89aVULN
376	45131 13216	   	168.74	ACR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2LWND|3aDMG|4RCR|5AART|6CGEN|7DUR|8RCVC|9aASPD|aBPWR
377	43142 22126	   	168.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|35DMG|456BEXP|5BPWR|7CGEN|8VULN|9DUR|aAART
378	16151 53223	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|3LWND|4CDMG|5AART|6RCR|78VULN|9LEGI|aDMG
379	42111 51521	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4LWND|5AART|6RCR|7LIT|8aVULN|9MBVNT
380	42111 51523	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4LWND|5AART|6RCR|7LIT|8VULN|9MBVNT
381	42111 51533	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4LWND|5AART|6RCR|7LIT|89VULN|aDUST
382	42111 53362	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4LWND|5AART|6RCR|7CGEN|8TLV|9aVULN
383	36351 51231	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUST|3DMG|4CDMG|5AART|6RCR|7LIT|89VULN|aDUR
384	45121 31236	   	168.71	DCR|3VULN|2DMG|1CDMG	1CDMG|2LWND|37DMG|4ERES|5TLV|6RCR|89aVULN
385	43163 11621	   	168.69	ACR|2DMG|2AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|68AART|7BPWR|9LIT|aDUR
386	43415 21213	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4RPLT|5FEWX|6DMG|78VULN|9BEXP|aAART
387	43133 21235	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|45CGEN|6DUR|7RMIN|89VULN|aAART
388	43133 22453	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|39DMG|45CGEN|6DUR|7LHND|8VULN|aAART
389	43142 13352	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2RCR|35DMG|457BEXP|5BPWR|6BASICY|8ASPD|9VULN|aAART
390	43142 21126	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|35DMG|456BEXP|5BPWR|7TLV|8VULN|9DUR|aAART
391	43142 23126	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|35DMG|456BEXP|5BPWR|7ERES|8VULN|9DUR|aAART
392	43533 32235	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|34CGEN|5DUR|6RMIN|7DMG|89VULN|aAART
393	43113 51141	   	168.61	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5FEWX|6MLV|9AART|aVULN
394	43116 31423	   	168.61	ACR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2RCR|37DMG|4LWND|5LHND|6CGEN|8VULN|9AART
395	43132 21141	   	168.61	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4CGEN|5BEXP|6LWND|9AART|aVULN
396	43132 31141	   	168.61	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4CGEN|5BEXP|6LHND|9AART|aVULN
397	43163 11142	   	168.59	ACR|2DMG|2AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|69AART|7BPWR|8ERES|aDUR
398	12111 53412	   	168.57	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1MLV|2SELL|3DUR|4LWND|5AART|6RCR|7aVULN|8DMG|9CDMG
399	12111 53414	   	168.57	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1MLV|2SELL|3DUR|4LWND|5AART|6RCR|7VULN|8aDMG|9CDMG
400	24623 22226	   	168.57	ACR|3VULN|2DMG|1ASPD|1DUR	19LIT|2RCVC|389VULN|4DUST|5RCR|6ASPD|79DMG|9BPWR|aDUR
401	43433 33423	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|78VULN|9LHND|aAART
402	43112 51141	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5DUST|6MLV|9AART|aVULN
403	43113 31141	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5FEWX|6ERES|9AART|aVULN
404	43126 21141	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4TLV|5FEWX|6LWND|9AART|aVULN
405	43126 31141	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4TLV|5FEWX|6LHND|9AART|aVULN
406	43121 21235	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|45TLV|6DUR|7RMIN|89VULN|aAART
407	43123 21663	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|48TLV|5DUR|6LWND|9VULN|aAART
408	43123 31663	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|48TLV|5DUR|6LHND|9VULN|aAART
409	43124 12135	   	168.43	ACR|2VULN|2DMG|3CDMG	158CDMG|2RCR|3aDMG|4aTLV|6BEXP|7LHND|9aVULN|aBPWR
410	43123 24234	   	168.41	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2RCR|3aDMG|4TLV|57DUR|6aLWND|8CGEN|9aVULN|aBPWR
411	43123 34234	   	168.41	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2RCR|3aDMG|4TLV|57DUR|6aLHND|8CGEN|9aVULN|aBPWR
412	43112 31141	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5DUST|6ERES|9AART|aVULN
413	43162 11142	   	168.39	ACR|2DMG|2AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|69AART|7BPWR|8ERES|aDUR
414	43124 33135	   	168.33	ACR|2VULN|2DMG|3CDMG	158CDMG|2RCR|3aDMG|4aTLV|6LWND|7DUST|9aVULN|aBPWR
415	42132 41143	 * 	168.32	DCR|3DMG|1AART|2CDMG|1DUR	18CDMG|2DUR|37aDMG|4CGEN|5BEXP|6RCR|9AART
416	43141 31223	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2RCR|37DMG|4BEXP|5DMSP|69DUR|8aVULN
417	43362 31316	   	168.29	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2RCR|3RPLT|4ZMB|5FEWX|6AART|7aVULN|8DUR
418	43123 41243	   	168.21	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2RCR|37DMG|4TLV|59DUR|6RMIN|8aVULN
419	43125 22236	 * 	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4TLV|589aVULN|6LHND|7CGEN
420	43125 23233	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4TLV|589aVULN|6LHND|7MLV
421	43125 32236	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4TLV|589aVULN|6LWND|7CGEN
422	43125 33233	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4TLV|589aVULN|6LWND|7MLV
423	43125 42233	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4TLV|589aVULN|6RMIN|7LHND
424	43523 21236	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3CGEN|4TLV|589aVULN|6LHND|7DMG
425	43523 31236	   	168.15	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3CGEN|4TLV|589aVULN|6LWND|7DMG
426	45133 11225	   	168.09	ACR|3DMG|1VULN|2CDMG|2DUR	1aCDMG|26LWND|37aDMG|4RCR|5FEWX|8VULN|9aDUR|aBPWR
427	43623 21236	   	168.05	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3ERES|4TLV|589aVULN|6LHND|7DMG
428	43623 31236	   	168.05	ACR|4VULN|1DMG|1CDMG	1CDMG|2RCR|3ERES|4TLV|589aVULN|6LWND|7DMG
429	43132 21163	   	168.01	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4CGEN|5BEXP|6LWND|9VULN|aAART
430	43132 31163	   	168.01	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4CGEN|5BEXP|6LHND|9VULN|aAART
431	43112 51163	   	167.91	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5DUST|6MLV|9VULN|aAART
432	43112 31163	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4LWND|5DUST|6ERES|9VULN|aAART
433	43125 21113	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4TLV|5VULN|6LHND|9DUST|aAART
434	43125 31113	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	18CDMG|2RCR|37DMG|4TLV|5VULN|6LWND|9DUST|aAART
435	26512 33512	 * 	167.73	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	1LIT|24ZMB|34ASPD|4BPWR|5DMG|6aVULN|7BEXP|8AART|9RCR
436	45131 33112	   	167.53	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2LWND|3DMG|4RCR|56AART|7VULN|8ERES|9ASPD|aDUR
437	45131 33312	   	167.53	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2LWND|3DMG|4RCR|56AART|7VULN|8TLV|9ASPD|aDUR
438	43141 33235	   	167.50	ACR|3VULN|1DMG|2CDMG|1DUR	1aCDMG|2RCR|3DMG|4aBEXP|5DMSP|6DUR|7DUST|89aVULN|aBPWR
439	43142 43211	   	167.50	ACR|3DMG|1VULN|2CDMG|1DUR	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7VULN|8RMIN|aDUR
440	43111 33212	   	167.40	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9FEWX|aDUR
441	43111 33222	   	167.40	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9LHND|aDUR
442	43111 33243	   	167.40	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9BELT|aASPD
443	43111 33244	   	167.40	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9BELT|aDUR
444	43111 33252	   	167.40	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9LIT|aDUR
445	43142 43311	   	167.40	ACR|3DMG|1VULN|2CDMG|1DUR	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7VULN|8ERES|aDUR
446	43111 33232	   	167.30	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9DUST|aDUR
447	43123 51233	   	167.30	ACR|3VULN|1DMG|2CDMG|1DUR	16CDMG|2RCR|3DMG|4TLV|5DUR|7RMIN|89aVULN
448	43124 21233	   	167.30	ACR|3VULN|1DMG|2CDMG|1DUR	15CDMG|2RCR|3DMG|4TLV|6DUR|7RMIN|89aVULN
449	43361 11611	 * 	167.28	ACR|3ZMB|3CDMG|1AART|1VULN	179CDMG|2RCR|3RPLT|457ZMB|6AART|7BPWR|8VULN|aLHND
450	43361 11612	   	167.28	ACR|3ZMB|3CDMG|1AART|1VULN	179CDMG|2RCR|3RPLT|457ZMB|6AART|7BPWR|8VULN|aLWND
451	43361 11613	   	167.28	ACR|3ZMB|3CDMG|1AART|1VULN	179CDMG|2RCR|3RPLT|457ZMB|6AART|7BPWR|8VULN|aLIT
452	43366 31313	   	167.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2RCR|3RPLT|4ZMB|58DUR|6AART|7aVULN|9CGEN
453	41533 32235	   	167.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3RCVC|4RCR|5DUR|6RMIN|7DMG|89VULN|aAART
454	43142 24133	   	167.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|35DMG|456BEXP|5BPWR|7ZMB|89VULN|aLHND
455	42115 31234	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|89VULN|aASPD
456	43111 63143	   	167.10	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6RCVC|7aVULN|8ERES|9CGEN
457	43116 11231	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|46LWND|5LHND|89VULN|aZMB
458	43221 31231	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|35LWND|4LHND|67DMG|89VULN|aZMB
459	41122 31234	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|89VULN|aASPD
460	42131 31234	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|89VULN|aASPD
461	43241 21532	   	166.98	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|5aAART|6DUST|7LIT|89VULN
462	43241 33163	   	166.98	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79VULN|8ERES|aFEWX
463	43241 33363	   	166.98	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79VULN|8TLV|aFEWX
464	43114 61231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4LWND|5NUKE|6CGEN|89VULN|aZMB
465	43125 21231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LHND|8CGEN|aZMB
466	43125 21631	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LHND|8MLV|aZMB
467	43125 31231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LWND|8CGEN|aZMB
468	43125 31631	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LWND|8MLV|aZMB
469	43125 41211	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|58VULN|6RMIN|9FEWX|aZMB
470	43125 41221	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|58VULN|6RMIN|9BEXP|aZMB
471	43131 46231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|36DMG|4CGEN|5TLV|7LWND|89VULN|aZMB
472	43131 61231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4CGEN|5TLV|6LWND|89VULN|aZMB
473	43522 61231	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|3CGEN|4TLV|57DMG|6LWND|89VULN|aZMB
474	45136 11233	   	166.93	ACR|3VULN|2DMG|1CDMG	1CDMG|26LWND|37DMG|4RCR|5LHND|89aVULN
475	43241 33162	   	166.88	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79VULN|8ERES|aDUST
476	43241 33362	   	166.88	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79VULN|8TLV|aDUST
477	43122 46231	   	166.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|36DMG|4TLV|5NUKE|7LWND|89VULN|aZMB
478	43122 61231	   	166.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|5NUKE|6LWND|89VULN|aZMB
479	43125 21431	   	166.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|59VULN|6LHND|8ERES|aZMB
