0	Index      	 *	Score 	Summary	Detail	
1	13158 37312	 * 	189.81	DCR|2VULN|2DMG|2AART|1FLTHEA	19FEWX|2BEXP|39DMG|4MBVNT|59VULN|6RCR|78AART|9BPWR|aFLTHEA
308	31312 62216	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3LHND|4ZMB|5aDMG|6ASPD|7VULN|8RCR|9NUKE
309	31312 62266	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3LHND|4ZMB|5aDMG|6ASPD|7VULN|8RCR|9ERES
310	32111 45233	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|59VULN|6AART|7RCR|8DUST|aDMG
311	32111 45253	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|6AART|7RCR|8DUST|9aDMG
312	32111 45363	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DUST|aDMG
313	65153 34242	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2VULN|39DMG|4MBVNT|5DUR|6RCR|7BELT|8ZMB|aAART
314	31312 52211	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|59DMG|6NUKE|7VULN|8RCR|aDUR
315	66121 43312	   	163.03	DCR|4VULN|1DMG|1CDMG	16BEXP|2CDMG|3ERES|4569VULN|6BPWR|7RCR|8CGEN|aDMG
316	62331 45312	   	163.01	DCR|2VULN|2DMG|1AART	1aBEXP|2LHND|3aMLV|4CGEN|58VULN|6AART|7RCR|9aDMG|aBPWR
317	31112 24111	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|59DMG|6DUST|7ERES|8RCR|aDUR
318	31112 23216	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6DUST|7ASPD|8RCR|9NUKE
319	31112 23262	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aDUST|7ASPD|8RCR|9aERES|aBPWR
320	31112 23266	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6DUST|7ASPD|8RCR|9ERES
321	31112 24156	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6DUST|7ERES|8RCR|9ASPD
322	22122 35884	 * 	162.92	DCR|3VULN|1AART|2CDMG|1DUR	19LIT|249VULN|3DUR|5TLV|69CDMG|7MBVNT|8RCR|9BPWR|aAART
323	32631 45312	   	162.91	DCR|2VULN|2DMG|1AART	1aCGEN|2LHND|3aBEXP|4ERES|58VULN|6AART|7RCR|9aDMG|aBPWR
324	33331 45312	   	162.91	DCR|2VULN|2DMG|1AART	1aCGEN|2BEXP|3aLWND|4ERES|58VULN|6AART|7RCR|9aDMG|aBPWR
325	36331 22332	   	162.91	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|3DUR|4RCR|5CDMG|6ZMB|7ASPD|8AART|9aDMG
326	36331 36332	   	162.91	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|3DUR|4RCR|5CDMG|6aDMG|7ZMB|8AART|9ASPD
327	12114 42351	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|3aDMG|4ZMB|5VULN|67AART|8BELT|9RCR
328	31121 12343	   	162.81	DCR|2VULN|2DMG|1AART	14CGEN|2AART|37VULN|5aDMG|6LHND|8RCR|9DMSP
329	31121 13115	   	162.81	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3aVULN|59DMG|6LHND|7LWND|8RCR
330	31121 34115	   	162.81	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3aVULN|59DMG|6LWND|7LHND|8RCR
331	31121 35115	   	162.81	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3aVULN|59DMG|6LWND|7FEWX|8RCR
332	31132 52343	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2AART|37VULN|4LHND|5RCVC|6aDMG|8RCR|9DMSP
333	31132 53115	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3aVULN|4LHND|5RCVC|69DMG|7LWND|8RCR
334	31136 52343	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2AART|37VULN|45LHND|6aDMG|8RCR|9DMSP
335	31136 53115	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3aVULN|45LHND|69DMG|7LWND|8RCR
336	31321 22115	   	162.81	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3LHND|59DMG|6BEXP|7aVULN|8RCR
337	31331 22115	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34LHND|59DMG|6BEXP|7aVULN|8RCR
338	33321 45316	   	162.81	DCR|2VULN|2DMG|1AART	1CGEN|2BEXP|3LWND|4RMIN|58VULN|6AART|7RCR|9aDMG
339	24222 23682	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|3MGNLIT|46VULN|5CDMG|7AART|8RCR|9ASPD|aDMG
340	31221 12115	   	162.71	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3DUST|59DMG|6LHND|7aVULN|8RCR
341	31221 32115	   	162.71	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3DUST|59DMG|6LWND|7aVULN|8RCR
342	31662 22115	   	162.71	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3ERES|4FEWX|59DMG|6RMIN|7aVULN|8RCR
343	31662 32115	   	162.71	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3ERES|4FEWX|59DMG|6MLV|7aVULN|8RCR
344	36231 43523	 * 	162.70	ACR|3VULN|1DMG|2CDMG|1DUR	1CGEN|2RCVC|36aVULN|4RCR|56CDMG|6BPWR|7RMIN|8DMG|9DUR
345	21233 11113	   	162.66	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1LIT|2ZMB|348CDMG|5RCR|6AART|7DMG|9FEWX|aVULN
346	21233 11431	   	162.66	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1LIT|2ZMB|349CDMG|5RCR|6AART|7DMG|8VULN|aBEXP
347	21233 11435	   	162.66	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1LIT|2ZMB|349CDMG|5RCR|6AART|7DMG|8VULN|aLHND
348	66324 11332	   	162.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	16BEXP|2CDMG|3ASPD|4VULN|5RCR|7RCVC|8AART|9aDMG
349	31261 12115	   	162.61	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34DUST|59DMG|6LHND|7aVULN|8RCR
350	31261 32115	   	162.61	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34DUST|59DMG|6LWND|7aVULN|8RCR
351	31612 52115	   	162.61	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3ERES|4LHND|59DMG|6NUKE|7aVULN|8RCR
352	36231 41523	   	162.60	ACR|3VULN|1DMG|2CDMG|1DUR	1CGEN|2RCVC|36aVULN|4RCR|56CDMG|6BPWR|7TLV|8DMG|9DUR
353	21233 11436	   	162.56	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1LIT|2ZMB|349CDMG|5RCR|6AART|7DMG|8VULN|aERES
354	22254 81111	   	162.47	DCR|4VULN|2DMG	134LIT|2348VULN|348BPWR|5MBVNT|68DMG|78CGEN|9RCR|aFEWX
355	22254 81113	   	162.47	DCR|4VULN|2DMG	134LIT|2348VULN|348BPWR|5MBVNT|68DMG|78CGEN|9RCR|aMGNLIT
356	21233 11153	   	162.42	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB|1SELL	1LIT|2ZMB|348CDMG|5RCR|6AART|7DMG|9SELL|aVULN
357	22541 23511	   	162.37	DCR|3VULN|1AART|1FLTHEA|1ZMB	1LIT|256VULN|3VENICY|4RPLT|7AART|8RCR|9FLTHEA|aZMB
358	13158 34136	   	162.30	DCR|3VULN|2DMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57aVULN|6RCR|7BPWR|8LIT|9DUR
359	13158 34418	   	162.30	DCR|3VULN|2DMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57aVULN|6RCR|7BPWR|8ASPD|9CGEN
360	13158 34112	   	162.30	DCR|3VULN|2DMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|579VULN|6RCR|7BPWR|8LIT|aASPD
361	13158 34116	   	162.30	DCR|3VULN|2DMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|579VULN|6RCR|7BPWR|8LIT|aDUR
362	13153 37216	   	162.30	DCR|3VULN|2DMG|1DUR	19FEWX|2BEXP|39DMG|4MBVNT|5DUR|6RCR|7LIT|89aVULN|9BPWR
363	36231 52342	   	162.29	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5aCDMG|6ZMB|7ASPD|8AART
364	36231 36224	 * 	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6aDMG|7ZMB|8RPLT
365	21233 31232	 * 	162.26	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	1LIT|2ZMB|34CDMG|5RCR|6BEXP|78DMG|9VULN|aFLTHEA
366	21233 41232	   	162.26	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	1LIT|2ZMB|34CDMG|5RCR|6LHND|78DMG|9VULN|aFLTHEA
367	21233 61232	   	162.26	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	1LIT|2ZMB|34CDMG|5RCR|6LWND|78DMG|9VULN|aFLTHEA
368	13158 34428	   	162.20	DCR|3VULN|2DMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57aVULN|6RCR|7BPWR|8ASPD|9TLV
369	13158 34448	   	162.20	DCR|3VULN|2DMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57aVULN|6RCR|7BPWR|8ASPD|9ERES
370	16116 42111	   	162.17	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1FEWX|2ASPD|3DUR|4ZMB|56AART|7VULN|8RCR|9DMG|aRPLT
371	16116 42113	   	162.17	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1FEWX|2ASPD|3DUR|4ZMB|56AART|7VULN|8RCR|9DMG|aBELT
372	21233 51232	   	162.16	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	1LIT|2ZMB|34CDMG|5RCR|6DUST|78DMG|9VULN|aFLTHEA
373	36233 21663	 * 	162.03	ACR|2VULN|2DMG|1AART	1CGEN|25RCVC|39VULN|4RCR|6aDMG|7BEXP|8AART
374	36233 23663	   	162.03	ACR|2VULN|2DMG|1AART	1CGEN|25RCVC|39VULN|4RCR|6aDMG|7FEWX|8AART
375	21244 22263	   	161.97	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2ZMB|3CDMG|4VULN|5DUST|678DMG|9RCR|aDUR
376	13116 42122	   	161.94	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1FEWX|2BEXP|3DMG|4ZMB|56AART|7VULN|8RCR|9RMIN|aFLTHEA
377	13116 42141	   	161.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2BEXP|3DMG|4ZMB|56AART|7VULN|8RCR|9LWND|aCDMG
378	22622 34432	 * 	161.87	DCR|2AART|2VULN|1CDMG|1FLTHEA|1SELL	1LIT|27VULN|3CGEN|4SELL|59AART|6FLTHEA|8RCR|aCDMG
379	31112 13136	   	161.87	DCR|1AART|1DMG|1VULN|2ZMB|2DUR|1ASPD	19CGEN|2AART|3VULN|49ZMB|5DMG|6LHND|79DUR|8RCR|9BPWR|aASPD
380	13116 42161	   	161.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2BEXP|3DMG|4ZMB|56AART|7VULN|8RCR|9DUST|aCDMG
381	26241 22232	   	161.71	DCR|3DMG|2VULN|1CDMG	1LIT|2MLV|3CDMG|4aVULN|5FEWX|678DMG|9RCR
382	36231 41513	 * 	161.70	ACR|3VULN|3CDMG|1DMG	1CGEN|2RCVC|36aVULN|4RCR|569CDMG|6BPWR|7TLV|8DMG
383	31111 45513	   	161.63	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5LWND|6DUR|7RCR|8RPLT|9CDMG|aDMG
384	31111 45623	   	161.63	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|58LWND|6DUR|7RCR|9CDMG|aDMG
385	31143 45123	   	161.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AART|3VULN|48FEWX|5ZMB|6DUR|7RCR|9CDMG|aDMG
386	31143 45223	   	161.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AART|3VULN|4FEWX|5ZMB|6DUR|7RCR|8DMSP|9CDMG|aDMG
387	32111 64136	   	161.62	DCR|1AART|1DMG|1VULN|2ASPD|2DUR|1ZMB	19CGEN|2LHND|39DUR|4ZMB|5VULN|69ASPD|7AART|8RCR|9BPWR|aDMG
388	32111 42116	   	161.57	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|67AART|8RCR|9DMG|aASPD
389	32111 42156	   	161.57	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|67AART|8RCR|9ASPD|aDMG
390	31353 62331	   	161.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3LHND|4BEXP|5ZMB|6RCR|7DUR|89VULN|aCDMG
391	24224 32118	   	161.52	DCR|3VULN|3DMG	167LIT|2MBVNT|3MGNLIT|479VULN|567DMG|67BPWR|8FEWX|aRCR
392	24224 32418	   	161.52	DCR|3VULN|3DMG	167LIT|2MBVNT|3MGNLIT|479VULN|567DMG|67BPWR|8LWND|aRCR
393	31135 25316	   	161.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2AART|38VULN|4LHND|5DUR|6RMIN|7RCR|9DMG|aASPD
394	31152 25316	   	161.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2AART|38VULN|4BEXP|5DUR|6RMIN|7RCR|9DMG|aASPD
395	31352 25353	   	161.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2AART|3LHND|4BEXP|5DUR|6ASPD|7RCR|8VULN|9aDMG
396	24224 38411	   	161.47	DCR|3DMG|2VULN|1ZMB	16LIT|2MBVNT|3MGNLIT|4aVULN|567DMG|6BPWR|8RCR|9ZMB
397	31163 45223	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AART|3VULN|48DUST|5ZMB|6DUR|7RCR|9CDMG|aDMG
398	13223 45531	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2BEXP|359VULN|4LHND|6AART|7RCR|8DUR|aCDMG
399	32131 45512	 * 	161.38	DCR|2DMG|1AART|1VULN|3DUR	1aCGEN|2LHND|38aDUR|4ERES|5VULN|6AART|7RCR|9aDMG|aBPWR
400	33131 45512	   	161.38	DCR|2DMG|1AART|1VULN|3DUR	1aCGEN|2BEXP|38aDUR|4ERES|5VULN|6AART|7RCR|9aDMG|aBPWR
401	22241 41422	   	161.37	DCR|4VULN|1AART|1CDMG	13LIT|2347VULN|3BPWR|5RMIN|6CDMG|8DUST|9RCR|aAART
402	13116 12111	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|26BEXP|39DMG|4ZMB|5AART|7VULN|8RCR|aDUR
403	13116 21111	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|27BEXP|39DMG|4ZMB|5AART|6VULN|8RCR|aDUR
404	13116 26111	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	17FEWX|2BEXP|39DMG|4ZMB|5AART|6VULN|8RCR|aDUR
405	13116 32111	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	16FEWX|2BEXP|39DMG|4ZMB|5AART|7VULN|8RCR|aDUR
406	12114 42122	   	161.34	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1FEWX|2LHND|3DMG|4ZMB|5VULN|67AART|8RCR|9RMIN|aFLTHEA
407	12114 42141	   	161.34	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1FEWX|2LHND|3DMG|4ZMB|5VULN|67AART|8RCR|9LWND|aCDMG
408	62114 43122	   	161.34	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1BEXP|2LHND|3DMG|4ZMB|5VULN|67AART|8RCR|9RMIN|aFLTHEA
409	12314 42122	   	161.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2LHND|3MLV|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
410	31113 16515	   	161.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2aAART|3VULN|4ZMB|5CDMG|6DMG|7LIT|8RPLT|9RCR
411	33311 42123	   	161.34	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|2BEXP|3LWND|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
412	62314 42122	   	161.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3MLV|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
413	12114 42161	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2LHND|3DMG|4ZMB|5VULN|67AART|8RCR|9DUST|aCDMG
414	15311 42123	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2ERES|3LWND|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
415	52314 42112	   	161.24	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1NUKE|2FEWX|3LWND|4ZMB|5VULN|67AART|8RCR|9DMG|aFLTHEA
416	52314 42123	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1NUKE|2FEWX|3LWND|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
417	12134 42111	   	161.21	DCR|2DMG|2AART|1VULN|1DUR	1FEWX|2LHND|39DMG|4MLV|5VULN|67AART|8RCR|aDUR
418	12134 42116	   	161.21	DCR|2DMG|2AART|1VULN|1ASPD	1FEWX|2LHND|39DMG|4MLV|5VULN|67AART|8RCR|aASPD
419	62134 42111	   	161.21	DCR|2DMG|2AART|1VULN|1DUR	1BEXP|2LHND|39DMG|4MLV|5VULN|67AART|8RCR|aDUR
420	31121 46321	   	161.14	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	14CGEN|2AART|3VULN|5DMG|6CDMG|7ZMB|8FLTHEA|9RPLT|aRCR
421	13213 31313	   	161.05	DCR|2VULN|2DMG|1AART|1DUR	158FEWX|2BEXP|38VULN|45LIT|58BPWR|6DUR|78DMG|9AART|aRCR
422	65431 31313	   	161.05	DCR|2VULN|2DMG|1AART|1DUR	138BEXP|23VULN|38BPWR|48LIT|5FEWX|6DUR|78DMG|9AART|aRCR
423	31353 63353	   	161.03	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2AART|3LHND|4BEXP|5ZMB|6RCR|7LWND|8VULN|9aDMG
424	31134 61311	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG|aRPLT
425	31134 61312	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG|aLSRICY
426	31134 61313	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG|aFEWX
427	31134 61314	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG|aLWND
428	31134 61315	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1aCGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG
429	31134 64233	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7LIT|9MLV|aDMG
430	31134 61153	   	161.03	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2AART|3VULN|4LHND|5ZMB|6RCR|7BEXP|8FEWX|9aDMG
431	31311 61353	   	161.03	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2AART|3LHND|4ZMB|5LWND|6RCR|7BEXP|8VULN|9aDMG
432	31311 61354	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|3LHND|4ZMB|5LWND|6RCR|7BEXP|8aVULN|9DMG
433	12114 43136	   	160.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19FEWX|2LHND|39DMG|4ZMB|5VULN|6AART|79CGEN|8RCR|9BPWR|aASPD
434	31134 61253	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2AART|3VULN|4LHND|5ZMB|6RCR|7BEXP|8DUST|9aDMG
435	31134 64223	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7LIT|9ERES|aDMG
436	31121 12325	   	160.88	DCR|3VULN|1AART|1DMG	14CGEN|2AART|37aVULN|5DMG|6LHND|8RCR|9BEXP
437	31121 12335	   	160.88	DCR|3VULN|1AART|1DMG	14CGEN|2AART|37aVULN|5DMG|6LHND|8RCR|9FEWX
438	31132 52325	   	160.88	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|4LHND|5RCVC|6DMG|8RCR|9BEXP
439	31132 52335	   	160.88	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|4LHND|5RCVC|6DMG|8RCR|9FEWX
440	31136 52325	   	160.88	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|45LHND|6DMG|8RCR|9BEXP
441	31136 52335	   	160.88	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|45LHND|6DMG|8RCR|9FEWX
442	31121 12315	   	160.78	DCR|3VULN|1AART|1DMG	14CGEN|2AART|37aVULN|5DMG|6LHND|8RCR|9ERES
443	31121 12366	   	160.78	DCR|3VULN|1AART|1DMG	14CGEN|2AART|37aVULN|5DMG|6LHND|8RCR|9MBVNT
444	31132 52315	   	160.78	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|4LHND|5RCVC|6DMG|8RCR|9ERES
445	31132 52366	   	160.78	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|4LHND|5RCVC|6DMG|8RCR|9MBVNT
446	31136 52315	   	160.78	DCR|3VULN|1AART|1DMG	1CGEN|2AART|37aVULN|45LHND|6DMG|8RCR|9ERES
447	12114 43123	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2LHND|3aDMG|4ZMB|5VULN|6AART|7CGEN|8RCR|9ASPD
448	31315 53623	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|5RMIN|6aDMG|7DUR|8VULN|9RCR
449	12114 46111	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	17FEWX|2LHND|39DMG|4ZMB|5VULN|6AART|8RCR|aDUR
450	62114 41111	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	17BEXP|2LHND|39DMG|4ZMB|5VULN|6AART|8RCR|aDUR
451	62114 42111	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2LHND|39DMG|4ZMB|5VULN|6AART|7RCVC|8RCR|aDUR
452	13158 37132	 * 	160.75	DCR|2AART|1VULN|1DMG|2CDMG	1FEWX|2BEXP|3DMG|4MBVNT|5VULN|6RCR|79AART|8aCDMG
453	36331 32341	   	160.70	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1CGEN|2RCVC|3DUR|4RCR|5aCDMG|6DMG|7ASPD|8AART|9VULN
454	12412 33241	   	160.68	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1FEWX|2LHND|3FLTHEA|4AART|5DMSP|6DMG|7CDMG|8RCR|9DUR|aVULN
455	21233 11263	   	160.48	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB	1LIT|2aZMB|34CDMG|5RCR|6AART|7DMG|8BEXP|9VULN
456	21233 11443	   	160.48	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB	1LIT|2aZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9BEXP
457	21233 14153	   	160.48	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB	1LIT|2aZMB|34CDMG|5RCR|6AART|7FEWX|8VULN|9DMG
458	13158 37113	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2BEXP|3aDMG|4MBVNT|5VULN|6RCR|7AART|8CDMG|9ERES
459	65226 34433	   	160.42	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|238VULN|4BASICY|5ASPD|6MBVNT|7DMG|9RCR|aAART
460	21233 15153	   	160.38	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB	1LIT|2aZMB|34CDMG|5RCR|6AART|7DUST|8VULN|9DMG
461	24222 23611	   	160.37	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1LIT|2MBVNT|3MGNLIT|46VULN|5CDMG|7AART|8RCR|9FLTHEA|aZMB
462	13116 22521	   	160.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2BEXP|3DMG|4ZMB|5AART|6VULN|78DUR|9RCR|aCDMG
463	13158 34327	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9LWND|aDUR
464	13158 34347	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	179FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|aDUR
465	13158 34361	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9DUR|aRPLT
466	13158 34362	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9DUR|aLIT
467	13158 34363	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9DUR|aCGEN
468	13158 34364	   	160.30	DCR|2VULN|2DMG|1CDMG|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9DUR|aDMSP
469	13158 34461	   	160.30	DCR|2VULN|2DMG|1CDMG|1ASPD	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8ASPD|9LIT|aCDMG
