0	Index      	 *	Score 	Summary	Detail	
1	21653 31632	 * 	193.79	ACR|4VULN|2AART|1DMG|1ASPD	1LHND|26AART|348aVULN|5RCR|7ASPD|9DMG
345	51562 41242	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|78aVULN|9FEWX
346	61513 21621	   	165.90	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|4FEWX|578VULN|69ERES|aDMG
347	61552 31333	   	165.90	ACR|3VULN|1AART|2FLTHEA	1aBEXP|2AART|3RCR|479VULN|5aFLTHEA|68aDUST|aBPWR
348	21633 33461	   	165.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|26AART|3VULN|4DMG|5ZMB|7DUR|8CDMG|9BEXP|aRCR
349	21633 33561	   	165.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|26AART|3VULN|4DMG|5ZMB|7DUR|8FEWX|9CDMG|aRCR
350	51513 21621	   	165.80	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4FEWX|578VULN|69ERES|aDMG
351	61523 21621	   	165.80	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|4DUST|578VULN|69ERES|aDMG
352	21633 34411	   	165.78	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|26AART|3VULN|4DMG|5ZMB|7LEGI|8CDMG|9DUR|aRCR
353	21651 33216	   	165.68	DCR|3VULN|1AART|1DMG	15LHND|2AART|349VULN|6RCR|7LIT|8CGEN|aDMG
354	21632 71523	   	165.67	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1LHND|2aAART|36VULN|4DMG|5MBVNT|7RCR|8DUR|9SELL
355	21632 88223	   	165.67	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1LHND|2aAART|38VULN|4DMG|5MBVNT|6DUR|7RCR|9SELL
356	41343 21115	   	165.59	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|47aDMG|5RCR|67DUR|7BPWR|8VULN|9FEWX
357	41343 21142	   	165.59	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|479DMG|5RCR|67DUR|7BPWR|8VULN|aBEXP
358	41343 21143	   	165.59	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|479DMG|5RCR|67DUR|7BPWR|8VULN|aRCVC
359	41343 21241	   	165.59	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|479DMG|5RCR|67DUR|7BPWR|8LHND|aVULN
360	41343 21612	   	165.59	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|478DMG|5RCR|67DUR|7BPWR|9RPLT|aVULN
361	21636 33321	   	165.58	DCR|3VULN|1AART|1DMG	18LHND|2AART|37aVULN|4DMG|5ERES|6RCR|9BELT
362	41343 21631	   	165.49	ACR|3DMG|1VULN|3ASPD|2DUR	127ASPD|3LWND|478DMG|5RCR|67DUR|7BPWR|9DUST|aVULN
363	21635 13322	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|35aVULN|4DMG|6BELT|7BEXP|8DUR|9RCR
364	21632 71334	   	165.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|36VULN|4DMG|5MBVNT|7RCR|8ERES|9ZMB|aDUR
365	21632 58211	   	165.31	DCR|2VULN|2DMG|1AART	19LHND|2AART|38VULN|49DMG|5MBVNT|69FEWX|7RCR|9BPWR|aMLV
366	21632 58213	   	165.31	DCR|2VULN|2DMG|1AART	19LHND|2AART|38VULN|49DMG|5MBVNT|69FEWX|7RCR|9BPWR|aLWND
367	42221 32355	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|2LIT|3DUR|4RCR|5CGEN|68DMG|7aVULN|9CDMG
368	21632 31744	   	165.11	DCR|2VULN|2DMG|1AART	16LHND|2AART|3aVULN|49DMG|5MBVNT|7RCR|8LIT
369	21632 71181	   	165.11	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|4aDMG|5MBVNT|7RCR|89DMSP
370	21632 71242	   	165.11	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|4aDMG|5MBVNT|7RCR|8MLV|9CGEN
371	21632 71741	   	165.11	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|49DMG|5MBVNT|7RCR|8LIT|aBEXP
372	21632 71743	   	165.11	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|49DMG|5MBVNT|7RCR|8LIT|aCGEN
373	21631 31421	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2AART|3VULN|46DMG|5BEXP|7ZMB|8CDMG|9LWND|aRCR
374	21631 61421	   	165.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|36VULN|4DMG|5BEXP|7ZMB|8CDMG|9LWND|aRCR
375	22166 21335	 * 	165.06	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	17LHND|257DMG|3ZMB|4DUST|67DUR|7BPWR|8CDMG|9VULN|aRCR
376	21632 71222	   	165.01	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|4aDMG|5MBVNT|7RCR|8MLV|9TLV
377	21632 71342	   	165.01	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|4aDMG|5MBVNT|7RCR|8ERES|9CGEN
378	21632 71322	   	164.91	DCR|2VULN|2DMG|1AART	1LHND|2AART|36VULN|4aDMG|5MBVNT|7RCR|8ERES|9TLV
379	21653 23142	   	164.82	ACR|3VULN|2AART|2DUR	1LHND|28AART|34aVULN|5RCR|69DUR|7ERES
380	21654 32331	   	164.58	DCR|3VULN|2AART|1DMG|1ZMB|1MSE	1LHND|29AART|345VULN|6RCR|7ZMB|8MSE|aDMG
381	16122 22534	 * 	164.57	DCR|4VULN|2DMG	1aERES|2aLIT|37DMG|4BEXP|569aVULN|8RCR|aBPWR
382	16122 22533	   	164.47	DCR|4VULN|2DMG	1ERES|2LIT|37DMG|4BEXP|569aVULN|8RCR
383	61552 11221	 * 	164.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2AART|3RCR|4VULN|5FLTHEA|6MLV|7DUR|8DMG|9ZMB|aMBVNT
384	61552 11223	   	164.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2AART|3RCR|4VULN|5FLTHEA|6MLV|7DUR|8DMG|9ZMB|aCANHEL
385	61536 21211	   	164.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2AART|3RCR|4aDMG|5LWND|6FEWX|7VULN|8ASPD|9DUR
386	61536 21212	   	164.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2AART|3RCR|4DMG|5LWND|6FEWX|7aVULN|8ASPD|9DUR
387	61536 31211	   	164.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2AART|3RCR|4aDMG|5LWND|6LHND|7VULN|8ASPD|9DUR
388	61536 31212	   	164.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2AART|3RCR|4DMG|5LWND|6LHND|7aVULN|8ASPD|9DUR
389	51513 52444	   	164.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|5VULN|6ZMB|7MBVNT|8CDMG|9DMG|aDUR
390	61523 52444	   	164.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|5VULN|6ZMB|7MBVNT|8CDMG|9DMG|aDUR
391	51561 31211	   	164.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2AART|3RCR|4aDMG|5BEXP|6LWND|7VULN|8ASPD|9DUR
392	51561 31212	   	164.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|3RCR|4DMG|5BEXP|6LWND|7aVULN|8ASPD|9DUR
393	61535 31211	   	164.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2AART|3RCR|4aDMG|5DUST|6LWND|7VULN|8ASPD|9DUR
394	61535 31212	   	164.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2AART|3RCR|4DMG|5DUST|6LWND|7aVULN|8ASPD|9DUR
395	51562 31211	   	164.12	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2AART|3RCR|4aDMG|5MBVNT|6LWND|7VULN|8ASPD|9DUR
396	51562 31212	   	164.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|3RCR|4DMG|5MBVNT|6LWND|7aVULN|8ASPD|9DUR
397	41651 32212	 * 	164.07	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	12ASPD|3aVULN|4CANHEL|58DMG|6CDMG|7RCR|9SELL
398	21443 31633	   	164.03	ACR|2AART|2VULN|1DMG|1ASPD	13LHND|26AART|48VULN|5RCR|7ASPD|9DMG|aLWND
399	21653 11431	   	164.03	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|29AART|34VULN|5RCR|6RCVC|7ASPD|8FEWX|aDMG
400	21653 11531	   	164.03	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|29AART|34VULN|5RCR|6RCVC|7ASPD|8BEXP|aDMG
401	21653 25131	   	164.03	ACR|2AART|2VULN|1DMG|1DUR	1LHND|29AART|34VULN|5RCR|6DUR|7RMIN|8DMSP|aDMG
402	21653 26131	   	164.03	ACR|2AART|2VULN|1DMG|1DUR	17LHND|29AART|34VULN|5RCR|6DUR|8CGEN|aDMG
403	62332 23366	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DMG|3LHND|4CGEN|5AART|6DUR|7aVULN|8RCR|9CDMG
404	21651 31432	   	164.00	DCR|3VULN|2AART|1ASPD	15LHND|29AART|34aVULN|6RCR|7ASPD|8FEWX
405	21651 31532	   	164.00	DCR|3VULN|2AART|1ASPD	15LHND|29AART|34aVULN|6RCR|7ASPD|8BEXP
406	51561 13223	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2AART|3RCR|49DMG|5BEXP|6CGEN|7VULN|8LWND|aCDMG
407	61513 21263	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3RCR|4FEWX|57VULN|6ERES|8MLV|9CDMG|aDMG
408	61535 13223	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2AART|3RCR|49DMG|5DUST|6CGEN|7VULN|8LWND|aCDMG
409	61553 31323	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2AART|3RCR|4VULN|5TLV|69DMG|7LWND|8FEWX|aCDMG
410	61513 12231	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aMLV
411	61513 12233	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aLWND
412	61513 12234	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aBELT
413	61513 12235	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aCGEN
414	61513 12236	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aRPLT
415	61513 12252	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|58aVULN|6DUR|7ZMB|9LWND
416	21443 31141	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	13LHND|26AART|4aVULN|5RCR|7ASPD|8DLOT|9DMG
417	21443 31621	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	13LHND|26AART|48VULN|5RCR|7ASPD|9DUST|aDMG
418	21443 41231	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	13LHND|29AART|46VULN|5RCR|7ASPD|8DUST|aDMG
419	21653 11231	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|29AART|34VULN|5RCR|6RCVC|7ASPD|8DUST|aDMG
420	21653 23131	   	163.93	ACR|2AART|2VULN|1DMG|1DUR	1LHND|28AART|34VULN|5RCR|6DUR|7ERES|9RCVC|aDMG
421	21653 31142	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|26AART|34VULN|5RCR|7ASPD|8DLOT|9DMG|aFEWX
422	21653 31143	   	163.93	ACR|2AART|2VULN|1DMG|1ASPD	1LHND|26AART|34VULN|5RCR|7ASPD|8DLOT|9DMG|aBELT
423	21636 34221	   	163.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3VULN|4DMG|5ERES|6RCR|7ZMB|8CDMG|9RPLT|aDUR
424	22411 26311	 * 	163.93	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17LHND|27DMG|3LWND|4RMIN|5VULN|67CDMG|7BPWR|8AART|9DUR|aRCR
425	21441 31631	   	163.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	135LHND|2AART|48VULN|6RCR|7ASPD|9DMG|aDUR
426	21444 31232	   	163.90	DCR|3VULN|2AART|1ASPD	13LHND|29AART|45aVULN|6RCR|7ASPD|8DUST
427	21651 31232	   	163.90	DCR|3VULN|2AART|1ASPD	15LHND|29AART|34aVULN|6RCR|7ASPD|8DUST
428	51513 21263	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4FEWX|57VULN|6ERES|8MLV|9CDMG|aDMG
429	51552 12131	   	163.89	ACR|2VULN|1AART|2CDMG|1FLTHEA	179DUST|2AART|3RCR|49VULN|5FLTHEA|6MLV|89CDMG|9BPWR|aBEXP
430	51562 13223	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2AART|3RCR|49DMG|5MBVNT|6CGEN|7VULN|8LWND|aCDMG
431	51562 13423	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2AART|3RCR|49DMG|5MBVNT|6CGEN|7VULN|8LHND|aCDMG
432	51562 21421	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|79VULN|8CDMG|aCGEN
433	51562 21423	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|79VULN|8CDMG|aDMSP
434	51562 21431	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|7aVULN|8CDMG|9LWND
435	51562 22421	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|7CDMG|8LHND|9aVULN
436	51562 32421	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6LWND|7CDMG|8LHND|9aVULN
437	51562 41421	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|79VULN|8CDMG|aCGEN
438	51562 41423	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|79VULN|8CDMG|aDMSP
439	51562 41431	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|7aVULN|8CDMG|9LWND
440	51562 42421	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|7CDMG|8LHND|9aVULN
441	61513 22447	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3RCR|4FEWX|5aVULN|6ERES|7MBVNT|8CDMG|9DMG
442	61553 32223	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2AART|3RCR|4VULN|5TLV|69DMG|7DUST|8LWND|aCDMG
443	51513 12231	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aMLV
444	51513 12233	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aLWND
445	51513 12234	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aBELT
446	51513 12235	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aCGEN
447	51513 12236	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aRPLT
448	51513 12252	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|58aVULN|6DUR|7ZMB|9LWND
449	51543 12231	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4BEXP|589VULN|6DUR|7ZMB|aMLV
450	51543 12233	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|3RCR|4BEXP|589VULN|6DUR|7ZMB|aLWND
451	61523 12231	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|589VULN|6DUR|7ZMB|aMLV
452	61523 12233	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|589VULN|6DUR|7ZMB|aLWND
453	61523 12234	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|589VULN|6DUR|7ZMB|aBELT
454	61523 12235	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|589VULN|6DUR|7ZMB|aCGEN
455	61523 12236	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|589VULN|6DUR|7ZMB|aRPLT
456	61523 12242	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|58aVULN|6DUR|7ZMB|9FEWX
457	61513 12232	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1BEXP|2AART|3RCR|4FEWX|589VULN|6DUR|7ZMB|aDUST
458	21653 23121	   	163.83	ACR|2AART|2VULN|1DMG|1DUR	1LHND|28AART|34VULN|5RCR|6DUR|79ERES|aDMG
459	51117 71211	   	163.83	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2aAART|3RMIN|4MBVNT|5RCR|67VULN|8DMG|9DUR
460	21654 31233	   	163.80	DCR|3VULN|2AART|1ASPD	1LHND|29AART|345VULN|6RCR|7ASPD|8DUST|aLEGI
461	51562 21422	   	163.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|79VULN|8CDMG|aCANSTR
462	51562 41422	   	163.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|79VULN|8CDMG|aCANSTR
