0	Index      	 *	Score 	Summary	Detail	
1	21222 62436	 * 	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ASPD|aDMG
330	13453 13333	   	156.21	DCR|2VULN|2DMG|3CDMG	169CDMG|2LHND|39VULN|4LWND|5MGNSTR|79DMG|8DMSP|9BPWR|aRCR
331	13453 13433	   	156.21	DCR|2VULN|2DMG|3CDMG	169CDMG|2LHND|39VULN|48LWND|5MGNSTR|79DMG|9BPWR|aRCR
332	13453 13533	   	156.21	DCR|2VULN|2DMG|3CDMG	169CDMG|28LHND|39VULN|4LWND|5MGNSTR|79DMG|9BPWR|aRCR
333	32124 33216	   	156.19	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|29DMG|3MLV|4RCVC|5RCR|6DLOT|7AART|8CDMG|aVULN
334	32224 33216	   	156.19	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|29DMG|3RMIN|4RCVC|5RCR|6DLOT|7AART|8CDMG|aVULN
335	11222 62435	   	156.19	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|78VULN|9ASPD|aDUR
336	12541 22521	   	156.18	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|235DUST|49DMG|6AART|7VULN|8RCR|aLIT
337	12541 22523	   	156.18	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|235DUST|49DMG|6AART|7VULN|8RCR|aRMIN
338	12162 26313	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUST|3RMIN|4AART|5ASPD|6ERES|7RCR|8DMG|9VULN|aDUR
339	15125 21224	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2CANSTR|3ERES|4DUR|5LHND|6RCR|7ASPD|8AART|9DMG|aVULN
340	62224 26233	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUST|2DMG|3RMIN|4AART|5CDMG|6ERES|7RCR|8VULN|9ASPD|aDUR
341	62224 26313	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUST|2DMG|3RMIN|4AART|5CDMG|6ERES|7RCR|8ASPD|9VULN|aDUR
342	15241 13333	   	156.11	DCR|2VULN|2DMG|3CDMG	169CDMG|2CANSTR|39VULN|4LWND|5LHND|79DMG|8DMSP|9BPWR|aRCR
343	15241 13433	   	156.11	DCR|2VULN|2DMG|3CDMG	169CDMG|2CANSTR|39VULN|48LWND|5LHND|79DMG|9BPWR|aRCR
344	15241 13533	   	156.11	DCR|2VULN|2DMG|3CDMG	169CDMG|2CANSTR|39VULN|4LWND|58LHND|79DMG|9BPWR|aRCR
345	14433 13116	   	156.11	DCR|4VULN|1CDMG|1ZMB|1DUR	1CDMG|2DUR|356aVULN|4LIT|7RCVC|8ZMB|9RCR
346	23311 41311	   	156.08	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|348VULN|5CGEN|6AART|7LIT|9RCR|aDMG
347	23312 41311	   	156.08	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|348VULN|5MLV|6AART|7LIT|9RCR|aDMG
348	25263 41311	   	156.08	DCR|3VULN|1AART|1DMG	1RPLT|258VULN|3CGEN|4LWND|6AART|7LIT|9RCR|aDMG
349	25351 41311	   	156.08	DCR|3VULN|1AART|1DMG	1RPLT|238VULN|4LWND|5CGEN|6AART|7LIT|9RCR|aDMG
350	25352 41311	   	156.08	DCR|3VULN|1AART|1DMG	1RPLT|238VULN|4LWND|5MLV|6AART|7LIT|9RCR|aDMG
351	23314 41311	   	155.98	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|348VULN|5ERES|6AART|7LIT|9RCR|aDMG
352	23316 41311	   	155.98	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|348VULN|5TLV|6AART|7LIT|9RCR|aDMG
353	23323 41311	   	155.98	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|358VULN|4ERES|6AART|7LIT|9RCR|aDMG
354	11531 61353	   	155.92	DCR|1AART|1VULN|2CDMG|1ZMB|1DUR|1ASPD	1aCDMG|2RPLT|3DUR|4AART|5ERES|6RCR|7ASPD|8ZMB|9VULN
355	21222 62135	   	155.92	DCR|1AART|1VULN|2CDMG|1ZMB|1ASPD|1DUR	1RPLT|2ZMB|38CDMG|4AART|5DUST|6RCR|7VULN|9ASPD|aDUR
356	22446 12111	   	155.88	DCR|3VULN|1AART|1DMG	1RPLT|2LIT|3ERES|457VULN|6AART|8DUST|9RCR|aDMG
357	31112 51233	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUR|3ERES|48VULN|5DMG|6LIT|7ZMB|9RCR|aAART
358	32511 51233	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DMG|3DUR|4ERES|58VULN|6LIT|7ZMB|9RCR|aAART
359	25333 33551	   	155.87	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9DMG|aMLV
360	13433 42335	   	155.83	DCR|4VULN|1DMG|1CDMG	1CDMG|2LHND|3579VULN|4LIT|6DMG|8BEXP|aRCR
361	21222 62256	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|7VULN|8DMSP|9CGEN|aDMG
362	25333 33552	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9DMG|aCANHEL
363	21222 62216	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|7VULN|8DMSP|9ERES|aDMG
364	11362 23121	   	155.64	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1aCDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|8VULN|9DUR
365	11364 23121	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1aCDMG|2RPLT|3LSRREG|4AART|5RMIN|6DMG|7RCR|8VULN|9DUR
366	12162 16312	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1aCDMG|2DUST|3RMIN|4AART|5ASPD|6CGEN|7RCR|8DMG|9VULN
367	12362 66312	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1aCDMG|2DUST|3CGEN|4AART|5ASPD|6MLV|7RCR|8DMG|9VULN
368	62224 16232	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2DMG|3RMIN|4AART|5aCDMG|6CGEN|7RCR|8VULN|9ASPD
369	62224 16312	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2DMG|3RMIN|4AART|5aCDMG|6CGEN|7RCR|8ASPD|9VULN
370	21222 62356	   	155.59	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4AART|59DUST|6RCR|7VULN|8NUKE|aDMG
371	11531 62151	   	155.56	DCR|2VULN|1AART|2CDMG|1DUR	18CDMG|2RPLT|3DUR|4AART|5ERES|6RCR|79VULN|aRMIN
372	11531 62152	   	155.56	DCR|2VULN|1AART|2CDMG|1DUR	18CDMG|2RPLT|3DUR|4AART|5ERES|6RCR|79VULN|aFEWX
373	11221 22336	   	155.55	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RPLT|3RMIN|4AART|5BEXP|6ZMB|7aDMG|8RCR|9ASPD
374	12162 26312	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1aCDMG|2DUST|3RMIN|4AART|5ASPD|6ERES|7RCR|8DMG|9VULN
375	62224 26232	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2DMG|3RMIN|4AART|5aCDMG|6ERES|7RCR|8VULN|9ASPD
376	62224 26312	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2DMG|3RMIN|4AART|5aCDMG|6ERES|7RCR|8ASPD|9VULN
377	11531 62116	   	155.46	DCR|2VULN|1AART|2CDMG|1DUR	18CDMG|2RPLT|3DUR|4AART|59ERES|6RCR|7aVULN
378	11222 22336	   	155.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RPLT|3RMIN|4AART|5DUST|6ZMB|7aDMG|8RCR|9ASPD
379	52322 16343	   	155.40	DCR|2VULN|2DMG|1CDMG|1ASPD	19BEXP|24DMG|39LSRREG|5ASPD|6FEWX|79VULN|8RCR|9BPWR|aCDMG
380	25333 42323	   	155.34	DCR|4VULN|1DMG|1ZMB|1SELL	1RPLT|2357VULN|4LIT|6DMG|8SELL|9RCR|aZMB
381	21236 62135	   	155.32	DCR|1AART|1VULN|2CDMG|1ZMB|1DUR|1ASPD	1RPLT|2ZMB|38CDMG|4LEGI|5AART|6RCR|7VULN|9ASPD|aDUR
382	11335 13434	 * 	155.29	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|2MSE	18CDMG|2RPLT|3LSRREG|48MSE|58VULN|6AART|7RCR|8BPWR|9DMG|aFLTHEA
383	52222 12133	   	155.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2DMG|3RMIN|4AART|5LHND|6LWND|7aVULN|8CDMG|9RCR
384	25335 23233	   	155.26	DCR|3VULN|2DMG	1RPLT|239VULN|4LIT|58DMG|6RCR|7RCVC|aMLV
385	25335 23235	   	155.26	DCR|3VULN|2DMG	1RPLT|239VULN|4LIT|58DMG|6RCR|7RCVC|aLSRICY
386	62224 32233	   	155.18	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3RMIN|4AART|5CDMG|6aVULN|7LWND|8LHND|9RCR
387	32511 26322	   	155.10	DCR|3VULN|2DMG|1DUR	167LWND|27DMG|3DUR|4ERES|57aVULN|7BPWR|8BEXP|9RCR
388	11354 23242	   	155.04	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	14CDMG|2RPLT|3LSRREG|5AART|6DUR|7RCR|8FEWX|9VULN|aDMG
389	31256 41132	   	155.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2DUR|3BEXP|4VULN|5AART|6CDMG|7LHND|8ZMB|9RCR|aDMG
390	32511 26222	   	155.00	DCR|3VULN|2DMG|1DUR	167LWND|27DMG|3DUR|4ERES|57aVULN|7BPWR|8DUST|9RCR
391	33211 44623	   	155.00	DCR|3VULN|2AART|1DUR	12LWND|357VULN|4DUR|6BEXP|8RCR|9aAART
392	33251 14623	   	154.90	DCR|3VULN|2AART|1DUR	12LWND|357VULN|4DUST|6DUR|8RCR|9aAART
393	25333 41112	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7FEWX|8AART|9RCR|aRCVC
394	25333 41113	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7FEWX|8AART|9RCR|aMLV
395	25333 41115	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4aLIT|6DMG|7FEWX|8AART|9RCR
396	25333 43112	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7LHND|8AART|9RCR|aBELT
397	25333 43113	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7LHND|8AART|9RCR|aCGEN
398	25333 43114	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7LHND|8AART|9RCR|aRCVC
399	25333 43115	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4aLIT|6DMG|7LHND|8AART|9RCR
400	23335 15111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|2LWND|367VULN|4LIT|5CGEN|8AART|9RCR|aDMG
401	24311 35111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|347VULN|5CGEN|6LIT|8AART|9RCR|aDMG
402	24312 52111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|346VULN|5MLV|7LIT|8AART|9RCR|aDMG
403	24335 15111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|367VULN|4LIT|5CGEN|8AART|9RCR|aDMG
404	25333 61111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6MLV|7FEWX|8AART|9RCR|aDMG
405	25333 63111	   	154.88	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6MLV|7LHND|8AART|9RCR|aDMG
406	11236 22336	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RPLT|3RMIN|4LEGI|5AART|6ZMB|7aDMG|8RCR|9ASPD
407	14433 33114	   	154.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|26DUR|35VULN|4LIT|7RCVC|8ZMB|9RCR|aAART
408	22426 15111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|2LIT|3ERES|4BEXP|567VULN|8AART|9RCR|aDMG
409	22541 15111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|2LIT|3CGEN|467VULN|5LEGI|8AART|9RCR|aDMG
410	24314 35111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|347VULN|5ERES|6LIT|8AART|9RCR|aDMG
411	24316 52111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|346VULN|5TLV|7LIT|8AART|9RCR|aDMG
412	24323 35111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|2FEWX|357VULN|4ERES|6LIT|8AART|9RCR|aDMG
413	25312 52111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|236VULN|4DUST|5MLV|7LIT|8AART|9RCR|aDMG
414	25323 35111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|4ERES|5FEWX|6LIT|8AART|9RCR|aDMG
415	25324 31111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4ERES|6LIT|7FEWX|8AART|9RCR|aDMG
416	25324 33111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4ERES|6LIT|7LHND|8AART|9RCR|aDMG
417	25324 62111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4ERES|6BEXP|7LIT|8AART|9RCR|aDMG
418	25333 21111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6TLV|7FEWX|8AART|9RCR|aDMG
419	25333 23111	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6TLV|7LHND|8AART|9RCR|aDMG
420	25333 41116	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7FEWX|8AART|9RCR|aDUST
421	25333 43116	   	154.78	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4LIT|6DMG|7LHND|8AART|9RCR|aDUST
422	62324 35233	 * 	154.77	DCR|3DMG|1AART|1CDMG	18DUST|24aDMG|3LSRREG|5AART|6CGEN|7RCR|9CDMG
423	62334 25233	   	154.77	DCR|3DMG|1AART|1CDMG	18DUST|26aDMG|3LSRREG|4CGEN|5AART|7RCR|9CDMG
424	32531 35512	   	154.74	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1LWND|2DMG|34DUR|5DUST|6RCR|79VULN|8CDMG|aASPD
425	11531 62163	 * 	154.72	DCR|2AART|1VULN|2CDMG|2DUR	18CDMG|2RPLT|39DUR|4aAART|5ERES|6RCR|7VULN
426	32224 63133	 * 	154.69	ACR|2VULN|2AART|1DMG	1LWND|2DMG|3RMIN|4RCVC|5RCR|67AART|8FEWX|9aVULN
427	32224 63333	   	154.69	ACR|2VULN|2AART|1DMG	1LWND|2DMG|3RMIN|4RCVC|5RCR|67AART|8BEXP|9aVULN
428	22441 15111	   	154.68	DCR|3VULN|1AART|1DMG	1RPLT|2LIT|3ERES|467VULN|5LEGI|8AART|9RCR|aDMG
429	25316 52111	   	154.68	DCR|3VULN|1AART|1DMG	1RPLT|236VULN|4DUST|5TLV|7LIT|8AART|9RCR|aDMG
430	25332 55111	   	154.68	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|4LIT|5DUST|6ERES|8AART|9RCR|aDMG
431	32531 35612	   	154.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2DMG|34DUR|5DUST|6RCR|7VULN|8AART|9CDMG|aFEWX
432	32531 35633	   	154.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2DMG|34DUR|5DUST|6RCR|7VULN|8AART|9RMIN|aCDMG
433	11361 63242	   	154.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|2RPLT|3LSRREG|4AART|56DUR|7RCR|8FEWX|9VULN|aDMG
434	32224 63433	   	154.59	ACR|2VULN|2AART|1DMG	1LWND|2DMG|3RMIN|4RCVC|5RCR|67AART|8DUST|9aVULN
435	32156 42133	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DMG|3MLV|4DUST|5AART|6BEXP|7aVULN|8CDMG|9RCR
436	32531 35613	   	154.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2DMG|34DUR|5aDUST|6RCR|7VULN|8AART|9CDMG
437	31612 33634	   	154.52	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1LWND|24DUR|3DUST|59ASPD|6RCR|7DMG|8AART|aVULN
438	32531 33634	   	154.52	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1LWND|2DMG|34DUR|5DUST|6RCR|79ASPD|8AART|aVULN
439	32522 33336	   	154.49	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8CGEN|9ASPD|aCDMG
440	32432 35611	   	154.47	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1MSE	1LWND|25DMG|3MSE|4DUR|6RCR|7VULN|8AART|9CDMG|aZMB
441	21326 52521	 * 	154.46	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	1RPLT|256ZMB|3DMG|4ERES|7VULN|8AART|9DUR|aRCR
442	32663 22423	   	154.43	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	13LWND|2DMG|4SELL|5aVULN|6CDMG|7FEWX|8RCR|9AART
443	33663 22423	   	154.43	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	12LWND|3DMG|4SELL|5aVULN|6CDMG|7FEWX|8RCR|9AART
444	13435 13612	   	154.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3VULN|4LIT|5DMG|6AART|7ASPD|8ZMB|9RCR|aBELT
445	13435 13613	   	154.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3VULN|4LIT|5DMG|6AART|7ASPD|8ZMB|9RCR|aCGEN
446	32224 62236	   	154.25	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2aDMG|3RMIN|4RCVC|5RCR|6AART|7ZMB|8BEXP|9VULN
447	25333 35333	   	154.21	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7CDMG|8LWND|9RCR|aAART
448	32224 62533	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|3RMIN|4RCVC|5RCR|6AART|7ZMB|8aVULN|9TLV
449	21222 66136	   	154.11	DCR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|47AART|5DUST|6RCR|8LWND|9ASPD|aDMG
450	11346 15212	   	154.05	ACR|2VULN|1AART|2CDMG|1ZMB	1aCDMG|2RPLT|3LSRREG|49VULN|5RCR|6AART|7BELT|8ZMB
451	32522 33352	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4aLHND|6RCR|7AART|8CGEN|9VULN
452	32522 33353	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8CGEN|9VULN|aLIT
453	32522 33354	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8aCGEN|9VULN
454	32522 33364	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8CGEN|9RCVC|aVULN
455	23311 43631	   	153.96	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2LWND|348VULN|5CGEN|6AART|7DUR|9RCR|aZMB
456	23312 43631	   	153.96	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2LWND|348VULN|5MLV|6AART|7DUR|9RCR|aZMB
457	25331 42131	   	153.92	DCR|4VULN|1DMG|1DUR	1RPLT|2379VULN|45LIT|6DMG|8RCR|aDUR
458	25335 12131	   	153.92	DCR|4VULN|1DMG|1DUR	1RPLT|2379VULN|4LIT|5DMG|6DMSP|8RCR|aDUR
459	25335 52131	   	153.92	DCR|4VULN|1DMG|1DUR	1RPLT|2379VULN|46LIT|5DMG|8RCR|aDUR
460	12412 22126	   	153.91	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|24DUST|356VULN|7DUR|8ERES|9RCR|aAART
461	12412 22326	   	153.91	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|24DUST|356VULN|7DUR|8TLV|9RCR|aAART
462	53335 32533	   	153.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1BEXP|2LWND|3CGEN|4DUR|5aVULN|6RCR|7CDMG|8AART|9ASPD
463	23415 32233	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|2LWND|3LHND|47aVULN|5RCR|6DMG|8ASPD|9CDMG
464	32522 33252	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4aLHND|6RCR|7AART|8ERES|9VULN
465	32522 33253	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9VULN|aLIT
466	32522 33254	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9VULN|aCGEN
467	32522 33255	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9VULN|aRPLT
468	32522 33264	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9RCVC|aVULN
469	32522 33351	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8CGEN|9VULN|aDUST
470	32522 33355	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8CGEN|9VULN|aTLV
471	23314 43631	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2LWND|348VULN|5ERES|6AART|7DUR|9RCR|aZMB
472	23316 43631	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2LWND|348VULN|5TLV|6AART|7DUR|9RCR|aZMB
473	23323 43631	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2LWND|358VULN|4ERES|6AART|7DUR|9RCR|aZMB
474	25362 32532	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|237VULN|4DUR|5MLV|6ZMB|8RCR|9DUST|aAART
475	31235 32533	   	153.79	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2DUR|3BEXP|4TLV|5aVULN|6RCR|7CDMG|8AART|9ASPD
476	62522 33623	   	153.79	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1DUST|25DMG|3DUR|4LWND|6RCR|7ASPD|8AART|9BEXP|aCDMG
477	62632 33623	   	153.79	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1DUST|25DMG|3LWND|4DUR|6RCR|7ASPD|8AART|9BEXP|aCDMG
478	32522 33214	   	153.76	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|89ERES|aVULN
479	32522 33251	   	153.76	DCR|2DMG|1AART|1VULN|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9VULN|aDUST
480	11511 13336	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3DUR|4ERES|5VULN|6CGEN|7AART|8ZMB|9RCR|aDMG
481	21211 13236	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|3CDMG|4DUR|5VULN|6CGEN|7AART|8ERES|9RCR|aDMG
482	31112 33531	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|3ERES|4VULN|5DMG|6RMIN|7AART|8CDMG|9RCR|aZMB
483	32511 33531	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DMG|3DUR|4ERES|5VULN|6RMIN|7AART|8CDMG|9RCR|aZMB
484	32522 31514	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7FEWX|8CDMG|9VULN|aZMB
485	14433 16111	 * 	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	17CDMG|2aDUR|356VULN|4LIT|8ZMB|9RCR
486	21236 62231	   	153.51	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9ASPD|aLWND
487	21236 62233	   	153.51	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9ASPD|aFEWX
488	21236 62234	   	153.51	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9ASPD|aMLV
489	21236 62262	   	153.51	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7VULN|9DUR|aLHND
490	21236 63236	   	153.51	DCR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|58AART|6RCR|7LWND|9ASPD|aDMG
491	32522 32514	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7DUST|8CDMG|9VULN|aZMB
492	32621 35513	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	13LWND|2DMG|4DUR|5DUST|6RCR|79VULN|8CDMG|aZMB
493	33621 35513	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	12LWND|3DMG|4DUR|5DUST|6RCR|79VULN|8CDMG|aZMB
494	32334 25631	 * 	153.50	DCR|3DMG|1AART|2DUR|1SELL	1aLWND|26aDMG|3LSRREG|4CGEN|5AART|7RCR|8aDUR|9SELL|aBPWR
495	53223 32522	   	153.49	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LWND|3FEWX|4VULN|5ZMB|6RCR|7CDMG|8AART|9LHND|aDMG
496	23413 33143	   	153.42	DCR|4VULN|1AART	1RPLT|29LWND|36LHND|469aVULN|5AART|69BPWR|79BEXP|8RCR
