0	Index      	 *	Score 	Summary	Detail	
1	42331 52511	 * 	190.82	DCR|3DMG|2VULN|1AART|1FLTHEA	1FEWX|2FLTHEA|36VULN|4AART|57aDMG|8RCR|9LSRHEA
308	32535 33611	 * 	164.70	ACR|2VULN|1AART|2FLTHEA|2ASPD	1RMIN|2RCVC|3RCR|49FLTHEA|5ERES|69ASPD|7AART|89VULN|9BPWR|aLWND
309	32533 23365	   	164.70	ACR|2VULN|1AART|1DMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|6ERES|7AART|8LIT|9aVULN
310	32526 33412	   	164.68	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|4aCDMG|5AART|68VULN|7aDUR|9aLWND|aBPWR
311	32526 33432	   	164.68	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|4aCDMG|5AART|68VULN|7aDUR|9aBEXP|aBPWR
312	32541 13422	   	164.68	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|4aDUR|5AART|69CDMG|7aBEXP|8aVULN|aBPWR
313	36362 33112	   	164.66	ACR|3VULN|2DMG|1DUR|1ASPD	1RMIN|2aDMG|3ERES|47aVULN|5RCR|6DUR|8ASPD|9aDUST|aBPWR
314	42331 26621	   	164.64	DCR|1AART|1VULN|1DMG|1FLTHEA|2ASPD|1ZMB	1FEWX|2FLTHEA|3VULN|4AART|5DMG|6aASPD|7ZMB|8RCR|9RPLT
315	42331 36612	   	164.64	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1FEWX|2FLTHEA|3VULN|4AART|5DMG|6ERES|7ZMB|8RCR|9MGNSTR|aCDMG
316	55112 53212	   	164.62	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2ZMB|45DMG|6NUKE|7LIT|8AIRHEL|9AART|aRCR
317	42331 51332	   	164.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|36VULN|4AART|5DMG|7CGEN|8RCR|9RPLT|aASPD
318	42331 65312	   	164.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|39VULN|4AART|5DMG|6LIT|7ASPD|8RCR|aLWND
319	42331 65313	   	164.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|39VULN|4AART|5DMG|6LIT|7ASPD|8RCR|aRMIN
320	42332 12524	   	164.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	15aFEWX|2FLTHEA|3VULN|4AART|67DMG|8RCR|9DUR
321	32661 11314	   	164.58	DCR|3VULN|1AART|1DMG	18RMIN|2RCVC|349VULN|5MLV|6RCR|7DMG|aAART
322	32541 12252	   	164.58	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|4aDUR|5AART|6aCDMG|7DMSP|8aVULN|9MBVNT|aBPWR
323	12131 51622	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2FLTHEA|3FEWX|4AART|5DMG|69VULN|7DUR|8RCR|aDMSP
324	12131 51624	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2FLTHEA|3FEWX|4AART|5DMG|69VULN|7DUR|8RCR|aLWND
325	12131 51625	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2FLTHEA|3FEWX|4AART|5DMG|69VULN|7DUR|8RCR|aBEXP
326	42331 23623	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2FLTHEA|3aVULN|4AART|5DMG|6ASPD|7ERES|8RCR|9RPLT
327	42332 12521	   	164.51	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	15FEWX|2FLTHEA|3VULN|4AART|67DMG|8RCR|9DUR|aTLV
328	42632 12531	   	164.51	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	15FEWX|2FLTHEA|3DUR|4AART|67DMG|8RCR|9VULN|aTLV
329	24513 18411	 * 	164.51	DCR|2AART|2VULN|3CDMG	18MLV|258CDMG|3aAART|48VULN|6MBVNT|7RCR|8BPWR|9LIT
330	32536 33523	   	164.45	ACR|2AART|1DMG|1FLTHEA|1CDMG|1ZMB	1RMIN|2RCVC|3RCR|4FLTHEA|5aAART|6DMG|7CDMG|8LIT|9ZMB
331	12631 22534	   	164.41	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	16DUST|2FLTHEA|3DUR|4AART|57DMG|8RCR|9VULN|aFEWX
332	12631 22535	   	164.41	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	16DUST|2FLTHEA|3DUR|4AART|57DMG|8RCR|9VULN|aLHND
333	12131 51616	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	19DUST|2FLTHEA|3FEWX|4AART|5DMG|6aVULN|7DUR|8RCR
334	12131 51621	   	164.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2FLTHEA|3FEWX|4AART|5DMG|69VULN|7DUR|8RCR|aTLV
335	32664 13233	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCVC|34VULN|5CGEN|6RCR|7AART|8BELT|9DMG|aCDMG
336	54621 11312	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12VULN|34CGEN|5MLV|6RCR|7DMG|8AART|9ZMB|aDUR
337	32533 43622	   	164.35	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|6LEGI|7ZMB|8aVULN|9CDMG
338	32512 62421	   	164.32	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCVC|3RCR|45DMG|6ASPD|7BEXP|8aVULN|9CDMG
339	32526 33134	   	164.32	ACR|2VULN|2AART|1CDMG|1DUR	1RMIN|2RCVC|3RCR|4CDMG|59AART|6aVULN|7DUR|8LIT
340	32526 33413	   	164.32	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCVC|3RCR|4CDMG|5aAART|68VULN|7DUR|9LWND
341	32526 33422	   	164.32	ACR|2VULN|2AART|1CDMG|1DUR	1RMIN|2RCVC|3RCR|4CDMG|5aAART|68VULN|7DUR|9RPLT
342	32526 33433	   	164.32	ACR|2VULN|2AART|1CDMG|1DUR	1RMIN|2RCVC|3RCR|4CDMG|5aAART|68VULN|7DUR|9BEXP
343	32533 12341	   	164.32	ACR|2VULN|2DMG|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|59DMG|6aVULN|7DUR|8FEWX
344	12631 22531	   	164.31	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	16DUST|2FLTHEA|3DUR|4AART|57DMG|8RCR|9VULN|aTLV
345	12631 22536	   	164.31	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	16aDUST|2FLTHEA|3DUR|4AART|57DMG|8RCR|9VULN
346	12631 22562	   	164.31	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	16DUST|2FLTHEA|3DUR|4AART|57DMG|8RCR|9DLOT|aVULN
347	32521 16212	   	164.23	ACR|2VULN|3CDMG|1AART|1DUR	1RMIN|2RCVC|3RCR|45aCDMG|5aBPWR|6DUR|7AART|8aVULN|9aLWND
348	32521 16232	   	164.23	ACR|2VULN|3CDMG|1AART|1DUR	1RMIN|2RCVC|3RCR|45aCDMG|5aBPWR|6DUR|7AART|8aVULN|9aBEXP
349	32521 16242	   	164.23	ACR|2VULN|3CDMG|1AART|1DUR	1RMIN|2RCVC|3RCR|45aCDMG|5aBPWR|6DUR|7AART|8aVULN|9aLHND
350	42333 11363	 * 	164.22	DCR|2AART|2VULN|2FLTHEA|2ASPD	19FEWX|29FLTHEA|38VULN|46AART|5LSRHEA|79ASPD|9BPWR|aRCR
351	32533 11612	   	164.22	ACR|2VULN|2DMG|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|5aDMG|68VULN|7ERES|9DUR
352	66161 22212	 * 	164.21	ACR|2VULN|1AART|2CDMG|1DMG	19TLV|29BASICY|38CDMG|4AART|5RCR|6LIT|79VULN|9BPWR|aDMG
353	32533 13123	   	164.21	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1SELL	1RMIN|2RCVC|3RCR|4FLTHEA|58DMG|6VULN|7ZMB|9SELL|aCDMG
354	32533 13623	   	164.21	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1SELL	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|68VULN|7ZMB|9SELL|aCDMG
355	32512 23165	   	164.20	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCVC|3RCR|45DMG|6RPLT|7FEWX|8AART|9CDMG|aVULN
356	13243 52612	   	164.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUST|259VULN|3ERES|4LIT|6AART|79DUR|8RCR|9BPWR|aCDMG
357	13343 52612	   	164.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUST|239VULN|4ERES|5LIT|6AART|79DUR|8RCR|9BPWR|aCDMG
358	13361 52612	   	164.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUST|239VULN|4LIT|5ERES|6AART|79DUR|8RCR|9BPWR|aCDMG
359	13362 11553	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23VULN|4LIT|5ZMB|6RCR|79DMG|8FEWX|aCDMG
360	13362 11653	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23VULN|4LIT|5ZMB|6RCR|79DMG|8BEXP|aCDMG
361	43362 11353	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|23VULN|4LIT|5ZMB|6RCR|79DMG|8DUST|aCDMG
362	52362 11353	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	13VULN|2FEWX|4LIT|5ZMB|6RCR|79DMG|8DUST|aCDMG
363	24513 18441	   	164.07	DCR|2VULN|1AART|3CDMG|1ZMB	18MLV|258CDMG|3AART|48VULN|6MBVNT|7RCR|8BPWR|9ZMB|aFEWX
364	24513 18442	   	164.07	DCR|2VULN|1AART|3CDMG|1ZMB	18aMLV|258CDMG|3AART|48VULN|6MBVNT|7RCR|8BPWR|9ZMB
365	24513 18443	   	164.07	DCR|2VULN|1AART|3CDMG|1ZMB	18MLV|258CDMG|3AART|48VULN|6MBVNT|7RCR|8BPWR|9ZMB|aRMIN
366	32253 36112	   	164.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|3AART|4ERES|5aVULN|6RCR|7DMG|8DMSP|9ZMB
367	32526 32123	 * 	164.03	ACR|3AART|1VULN|1DMG|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|6VULN|9TLV|aDMG
368	32526 32153	   	164.03	ACR|3AART|1VULN|1DMG|1CDMG	1RMIN|2RCVC|3RCR|4CDMG|578AART|6VULN|9ERES|aDMG
369	32521 16262	   	164.03	ACR|2VULN|3CDMG|1AART|1DUR	1RMIN|2RCVC|3RCR|45aCDMG|5aBPWR|6DUR|7AART|8aVULN|9aDUST
370	51363 43311	   	163.98	DCR|3VULN|1AART|1DMG	139VULN|2LEGI|4LIT|5AART|6RCR|79CGEN|89BEXP|9BPWR|aDMG
371	32614 12321	   	163.95	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|29RCVC|38VULN|4DMG|5CDMG|6RCR|7TLV|aAART
372	36232 15341	   	163.95	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|29DMG|3RPLT|4AART|59CGEN|6LIT|7ASPD|89VULN|9BPWR|aRCR
373	32253 36312	   	163.93	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|3AART|48ERES|5aVULN|6RCR|7DMG|9ZMB
374	12631 52351	   	163.92	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUST|2FLTHEA|3DUR|4AART|57DMG|6VULN|8RCVC|9RCR|aTLV
375	36131 42335	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|2DMG|3BELT|47VULN|59DUR|6AART|8CDMG|aRCR
376	32536 21326	 * 	163.90	ACR|2AART|2DMG|2FLTHEA	1RMIN|2RCVC|3RCR|4aFLTHEA|56AART|7MLV|8aDMG|9aLWND|aBPWR
377	32533 14336	   	163.90	ACR|2VULN|2DMG|2FLTHEA	1RMIN|2RCVC|3RCR|4aFLTHEA|5aDMG|69VULN|7LHND|8aFEWX|aBPWR
378	12433 62131	   	163.88	DCR|2VULN|1AART|1DMG|1FLTHEA	15DUST|2FLTHEA|3RCVC|4BEXP|6RCR|7AART|89VULN|aDMG
379	32536 33123	   	163.84	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|28RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|9CGEN|aVULN
380	55114 12323	   	163.83	DCR|3VULN|1DMG|1CDMG|1ZMB	138VULN|2ZMB|4DMG|5CDMG|6RCR|7TLV|9RCVC|aLWND
381	42114 12111	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|8aVULN|9LWND
382	42114 12121	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|8aVULN|9LHND
383	42114 12133	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|89VULN|aRMIN
384	42114 12134	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13aFEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|89VULN
385	42114 12136	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|89VULN|aCGEN
386	42114 12151	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|8aVULN|9BEXP
387	42114 12631	   	163.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|8BEXP|9aVULN
388	21313 12142	   	163.80	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3RCR|47aVULN|5LIT|6DMG|8RCVC|9AART
389	32526 13512	 * 	163.80	ACR|2AART|2VULN|2CDMG	1RMIN|2RCVC|3RCR|4aCDMG|59AART|6MBVNT|7aBEXP|8aVULN|aBPWR
390	32536 12311	   	163.78	ACR|2DMG|1AART|1FLTHEA|1ZMB|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|5AART|6DUR|7aDMG|8ZMB|9CANHEL
391	32536 33133	   	163.74	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1RMIN|28RCVC|3RCR|4FLTHEA|5AART|6DMG|7CDMG|9ERES|aVULN
392	42114 12132	   	163.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|89VULN|aERES
393	42114 12531	   	163.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13FEWX|2FLTHEA|4ASPD|5RCR|6AART|7DMG|8DUST|9aVULN
394	61313 12142	   	163.70	ACR|3VULN|1AART|1DMG	1TLV|2RPLT|3RCR|47aVULN|5LIT|6DMG|8RCVC|9AART
395	32514 24312	   	163.70	ACR|2VULN|2DMG|2CDMG	1RMIN|2RCVC|3RCR|4aDMG|56CDMG|7DMSP|8aVULN|9aERES|aBPWR
396	32533 14361	   	163.60	ACR|2VULN|1AART|1DMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|6aVULN|7LHND|8FEWX|9AART
397	32533 14362	   	163.60	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5aDMG|6VULN|7LHND|8FEWX|9AART
398	32533 11131	   	163.50	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|58DMG|6VULN|7ERES|9AART|aLWND
399	32533 11136	   	163.50	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|58DMG|6VULN|7ERES|9AART|aRPLT
400	32533 11631	   	163.50	ACR|2VULN|1AART|1DMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|68VULN|7ERES|9AART|aLWND
401	32533 11636	   	163.50	ACR|2VULN|1AART|1DMG|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|68VULN|7ERES|9AART|aRPLT
402	32533 11341	   	163.50	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCVC|3RCR|4FLTHEA|5aDMG|6VULN|7ERES|8CGEN|9AART
403	55132 33136	   	163.47	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	137VULN|2ZMB|4LHND|5RCR|69DUR|8ASPD|aDMG
404	32313 36112	   	163.43	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|3ERES|4AART|5aVULN|6RCR|7DMG|8DMSP|9ZMB
405	12633 32184	 * 	163.33	DCR|1AART|1DMG|1VULN|2FLTHEA|2DUR	17DUST|27FLTHEA|37DUR|4AART|5MBVNT|6RCR|7BPWR|8VULN|9RPLT|aDMG
406	32313 36312	   	163.33	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|38ERES|4AART|5aVULN|6RCR|7DMG|9ZMB
407	62531 22263	 * 	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	1TLV|26ZMB|3RPLT|4AART|567VULN|6BPWR|8CDMG|9CGEN|aRCR
408	32532 13635	   	163.28	ACR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	1RMIN|2RCVC|3RCR|4FLTHEA|5FEWX|6AART|79VULN|8ZMB|aASPD
409	32526 12282	   	163.25	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCVC|3RCR|49CDMG|5AART|6MBVNT|7DMSP|89VULN|9BPWR|aZMB
410	54261 13231	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	124VULN|3RMIN|5MLV|6RCR|7AART|8BELT|9DUR|aCDMG
411	12414 12162	   	163.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2FLTHEA|3RCVC|4ASPD|5RCR|6AART|7DMG|8VULN|9CGEN|aCDMG
412	21312 11643	 * 	163.20	ACR|3VULN|1AART|2CDMG	1aMLV|2RPLT|3RCR|49aVULN|5BEXP|6FEWX|7AART|8aCDMG|aBPWR
413	36424 12313	   	163.18	DCR|3DMG|1AART|2CDMG	1RMIN|239DMG|39BPWR|4DUST|59CDMG|6RCR|79TLV|8AART|aRCVC
414	36235 11422	   	163.17	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2DMG|3RPLT|46aAART|5RCR|7ASPD|8VULN|9CDMG
415	21133 66613	 * 	163.16	DCR|4VULN|1AART|1DUR	16MLV|2RPLT|368aVULN|4AART|5BELT|6BPWR|7RCR|9DUR
416	42251 22133	   	163.14	DCR|3AART|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2FLTHEA|356AART|4ASPD|7CDMG|8DMG|9ZMB|aRCR
417	32533 63332	   	163.12	ACR|2DMG|2AART|1FLTHEA|1DUR	16RMIN|2RCVC|3RCR|4FLTHEA|58DMG|7aAART|9DUR
418	12414 12243	   	163.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|2FLTHEA|3RCVC|4ASPD|5RCR|6AART|7DMG|8TLV|9CDMG|aVULN
419	21311 11643	   	163.10	ACR|3VULN|1AART|2CDMG	1aMLV|2RPLT|3RCR|49aVULN|5DUST|6FEWX|7AART|8aCDMG|aBPWR
420	61312 11643	   	163.00	ACR|3VULN|1AART|2CDMG	1aTLV|2RPLT|3RCR|49aVULN|5BEXP|6FEWX|7AART|8aCDMG|aBPWR
421	15132 21344	   	162.99	ACR|2VULN|2DMG|1CDMG|1ZMB	19DUST|2ZMB|39VULN|4RCVC|5RCR|6CGEN|7FEWX|89DMG|9BPWR|aCDMG
422	15132 22344	   	162.99	ACR|2VULN|2DMG|1CDMG|1ZMB	19DUST|2ZMB|39VULN|4RCVC|5RCR|6CGEN|7BEXP|89DMG|9BPWR|aCDMG
423	53335 71434	   	162.95	DCR|4VULN|1AART|2DUR	136aVULN|2DUST|4aDUR|5MBVNT|7aFEWX|8RCR|9AART|aBPWR
424	53335 72434	   	162.95	DCR|4VULN|1AART|2DUR	136aVULN|2DUST|4aDUR|5MBVNT|7aBEXP|8RCR|9AART|aBPWR
425	21315 42431	   	162.95	ACR|3VULN|1DMG|1CDMG|1ZMB	18MLV|2RPLT|3RCR|489VULN|5ZMB|6DMG|78LIT|8BPWR|aCDMG
426	36235 61112	 * 	162.93	ACR|2AART|2DMG|2CDMG|1ASPD	1RMIN|29DMG|3RPLT|4aAART|5RCR|6ASPD|79LWND|89CDMG|9BPWR
427	36235 62112	   	162.93	ACR|2AART|2DMG|2CDMG|1ASPD	1RMIN|29DMG|3RPLT|4aAART|5RCR|6ASPD|79LHND|89CDMG|9BPWR
428	32513 32345	   	162.90	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCVC|3RCR|4DMG|5LHND|6CDMG|7TLV|89VULN|aAART
429	61311 11643	   	162.90	ACR|3VULN|1AART|2CDMG	1aTLV|2RPLT|3RCR|49aVULN|5DUST|6FEWX|7AART|8aCDMG|aBPWR
430	61323 41753	   	162.90	ACR|3VULN|1AART|2CDMG	1aTLV|2RPLT|3RCR|4BEXP|5MBVNT|69aVULN|7AART|8aCDMG|aBPWR
431	32516 35311	   	162.88	ACR|2DMG|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|49DMG|5CGEN|69CDMG|79DUR|8AART|9BPWR|aLWND
432	32516 35312	   	162.88	ACR|2DMG|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|49DMG|5CGEN|69CDMG|79DUR|8AART|9BPWR|aRPLT
433	32516 35313	   	162.88	ACR|2DMG|1AART|2CDMG|2DUR	1RMIN|2RCVC|3RCR|49DMG|5CGEN|69CDMG|79DUR|8AART|9BPWR|aLHND
434	21314 32342	   	162.88	ACR|4VULN|1AART|1ASPD	1MLV|2RPLT|3RCR|478aVULN|5ASPD|6LIT|9AART
435	13362 11254	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	1aDUST|23VULN|4aLIT|5ZMB|6RCR|79DMG|8aDUR|aBPWR
436	36235 12412	   	162.83	ACR|2AART|2VULN|1DMG|1DUR	1RMIN|2DMG|3RPLT|46AART|5RCR|78VULN|9DUR|aCGEN
437	32153 36362	 * 	162.83	DCR|1AART|1DMG|2CDMG|2ASPD|2DUR|1ZMB	1RMIN|2RCVC|38ASPD|4DMG|58DUR|68CDMG|7AART|8BPWR|9RCR|aZMB
438	12335 53313	 * 	162.82	DCR|3VULN|1AART|3FLTHEA	179DUST|279FLTHEA|3BEXP|4AART|5MLV|679VULN|79BPWR|8RCVC|aRCR
439	21314 42432	   	162.82	ACR|3VULN|2DMG|1ASPD	18MLV|2RPLT|3RCR|489VULN|5ASPD|6aDMG|78LIT|8BPWR
440	32614 12322	   	162.82	DCR|3VULN|1DMG|2CDMG	1RMIN|29RCVC|38aVULN|4DMG|5aCDMG|6RCR|7aTLV|aBPWR
441	61314 32342	   	162.78	ACR|4VULN|1AART|1ASPD	1TLV|2RPLT|3RCR|478aVULN|5ASPD|6LIT|9AART
442	21313 12351	   	162.75	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9ZMB|aCDMG
443	36235 12213	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1RMIN|2DMG|3RPLT|46AART|5RCR|79VULN|8DLOT|aDUR
444	36235 12411	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1RMIN|2DMG|3RPLT|46AART|5RCR|78VULN|9DUR|aERES
445	36235 12413	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1RMIN|2DMG|3RPLT|46AART|5RCR|78VULN|9DUR|aTLV
446	12414 13522	 * 	162.73	ACR|3VULN|1AART|1FLTHEA|1ASPD	1DUST|2FLTHEA|3RCVC|4ASPD|5RCR|6AART|79aVULN|8BELT
447	54362 11212	 * 	162.73	DCR|2VULN|1DMG|3DUR|1CDMG|1ZMB	12VULN|38aDUR|4LIT|5ZMB|6RCR|7DMG|9CDMG
448	32253 31222	   	162.72	DCR|4VULN|1AART	1RMIN|2RCVC|3AART|4ERES|589aVULN|6RCR|7BEXP
449	13362 16124	 * 	162.68	DCR|4VULN|3ASPD|1ZMB	19aDUST|239aVULN|4LIT|5ZMB|6RCR|7RPLT|89aASPD|9aBPWR
450	32533 63336	   	162.68	ACR|2DMG|1AART|1FLTHEA|1ZMB|1DUR	16RMIN|2RCVC|3RCR|4FLTHEA|58DMG|7AART|9DUR|aZMB
451	61313 12351	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2RPLT|3RCR|478VULN|5LIT|6DMG|9ZMB|aCDMG
452	42336 24213	   	162.64	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR|1ASPD	1FEWX|2FLTHEA|3aVULN|4AART|5CDMG|6DUR|7DUST|8ASPD|9RCR
453	32512 34533	   	162.60	ACR|2DMG|2AART|1VULN	1RMIN|2RCVC|3RCR|45DMG|6BELT|79AART|8FEWX|aVULN
454	12414 13343	   	162.50	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1DUST|2FLTHEA|38RCVC|4ASPD|5RCR|6AART|7aVULN|9CDMG
455	32533 12331	 * 	162.39	ACR|3VULN|1DMG|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|69aVULN|7DUR|8FEWX
456	22535 12212	   	162.39	ACR|3VULN|2AART|1ZMB	1MLV|2ZMB|3RPLT|46AART|5RCR|79aVULN|8DLOT
457	42314 63122	 * 	162.31	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1DUR|1ASPD	1FEWX|2FLTHEA|3aVULN|46CDMG|5DMG|7DUR|8ASPD|9RCR
458	32533 11112	   	162.29	ACR|3DMG|1VULN|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|58aDMG|6VULN|7ERES|9DUR
459	32533 15631	   	162.29	ACR|3VULN|1DMG|1FLTHEA|1DUR	1RMIN|2RCVC|3RCR|4FLTHEA|5DMG|69aVULN|7DUST|8DUR
460	55132 25132	   	162.29	ACR|3VULN|1AART|1CDMG|1ZMB	13aVULN|2ZMB|4LHND|5RCR|6CGEN|7LWND|8AART|9CDMG
461	62535 12212	   	162.29	ACR|3VULN|2AART|1ZMB	1TLV|2ZMB|3RPLT|46AART|5RCR|79aVULN|8DLOT
462	36235 21211	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aMLV|7LHND|8FEWX|9aVULN|aBPWR
463	36235 22211	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aMLV|7LWND|8FEWX|9aVULN|aBPWR
464	36235 42311	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aFEWX|7CGEN|8LWND|9aVULN|aBPWR
465	36235 43311	   	162.23	ACR|2VULN|2DMG|1AART	1RMIN|2aDMG|3RPLT|4AART|5RCR|6aFEWX|7MLV|8LWND|9aVULN|aBPWR
