0	Index      	 *	Score 	Summary	Detail	
1	42253 42123	 * 	212.60	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|489VULN|5AART|6RCR|7FEWX|aMDPS
323	42422 13421	   	186.40	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2BEXP|3ERES|4RCVC|5aAART|6RCR|7VULN|8DMG|9CGEN
324	45622 13112	   	186.40	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2DUST|38CGEN|4RCVC|59AART|6RCR|7VULN|aDMG
325	42422 13612	   	186.30	DCR|2AART|1VULN|1ASPD|1DMG	1ASPD|2BEXP|38ERES|4RCVC|59AART|6RCR|7VULN|aDMG
326	24242 47245	   	186.29	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	17MLV|2MBVNT|3DUR|47CGEN|57VULN|6AART|7BPWR|8CDMG|9RCR|aNUKE
327	42253 41111	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7CGEN|8LHND|aZMB
328	42253 41311	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7CGEN|8FEWX|aZMB
329	42253 42132	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|9ZMB|aRPLT
330	42253 42311	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7FEWX|8CGEN|aZMB
331	52253 42223	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|28BEXP|3DUR|49VULN|5AART|6RCR|7FEWX|aDMG
332	52213 42151	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7FEWX|89VULN|aDMG
333	52213 42153	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7FEWX|89VULN|aASPD
334	53241 13432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2CGEN|35LHND|4AART|6RCR|7aVULN|8DMG|9DUR
335	53243 13432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|25CGEN|3LHND|4AART|6RCR|7aVULN|8DMG|9DUR
336	42513 16321	   	186.25	DCR|3VULN|2ASPD|1ZMB	18ASPD|2BEXP|3RPLT|49aVULN|5FEWX|6RCR|7ZMB
337	12223 42616	   	186.18	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1LWND|2AAC|3DUR|49VULN|5AART|6RCR|7FEWX|8ZMB|aASPD
338	42253 41211	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7CGEN|8DUST|aZMB
339	42253 42133	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|9ZMB|aDUST
340	42253 43223	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|28BEXP|3DUR|49VULN|5AART|6RCR|7MBVNT|aZMB
341	42253 43311	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7MBVNT|8CGEN|aZMB
342	52213 43161	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7MBVNT|89VULN|aDMG
343	52213 43163	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7MBVNT|89VULN|aASPD
344	46122 23411	   	186.16	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5LIT|7DMG|8RCR|9DUR|aFEWX
345	46122 23412	   	186.16	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5LIT|7DMG|8RCR|9DUR|aBELT
346	62522 15321	   	186.15	DCR|3VULN|2ASPD|1ZMB	1DUST|2ZMB|3RPLT|4BEXP|59aVULN|6RCR|78ASPD
347	44221 13313	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1ASPD|2MBVNT|3DUR|4DMSP|58VULN|6CDMG|7BELT|9RCR|aAART
348	23182 41245	   	186.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1MLV|2CGEN|3MBVNT|4DUR|57VULN|6AART|8CDMG|9RCR|aNUKE
349	23623 41245	   	186.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1MLV|2CGEN|3DUR|47VULN|5MBVNT|6AART|8CDMG|9RCR|aNUKE
350	24242 41245	   	186.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1MLV|2MBVNT|3DUR|4CGEN|57VULN|6AART|8CDMG|9RCR|aNUKE
351	24482 41245	   	186.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1MLV|2MBVNT|3CGEN|4DUR|57VULN|6AART|8CDMG|9RCR|aNUKE
352	25144 44528	   	186.09	DCR|2VULN|2ASPD|1AART|1ZMB	1MLV|2RMIN|3MBVNT|45ASPD|67VULN|8AART|9RCR|aZMB
353	62353 42111	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2ZMB|3LEGI|48VULN|5AART|6RCR|7FEWX|9DUR|aDMG
354	62353 42113	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|2ZMB|3LEGI|48VULN|5AART|6RCR|7FEWX|9DUR|aASPD
355	12223 43713	   	186.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1LWND|2AAC|3DUR|49VULN|5AART|6RCR|7MBVNT|8ZMB|aDMG
356	12223 43717	   	186.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1LWND|2AAC|3DUR|49VULN|5AART|6RCR|7MBVNT|8ZMB|aASPD
357	51323 13462	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AELBLL|3AART|4ERES|5DUST|6RCR|7aVULN|8DMG|9DUR
358	51326 13632	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AELBLL|3AART|48ERES|5DUR|6RCR|79VULN|aDMG
359	52153 43141	   	186.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DUST|48VULN|5AART|6RCR|7MBVNT|9DUR|aDMG
360	52153 43143	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2BEXP|3DUST|48VULN|5AART|6RCR|7MBVNT|9DUR|aASPD
361	44221 24732	   	186.06	DCR|2VULN|2ASPD|1AART|1DUR	17ASPD|2MBVNT|3DUR|4DMSP|59VULN|6RMIN|8RCR|aAART
362	52153 31431	   	186.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2BEXP|3DUST|47VULN|5AART|6ERES|8DMG|9CDMG|aRCR
363	62353 43111	   	185.98	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2ZMB|3LEGI|48VULN|5AART|6RCR|7MBVNT|9DUR|aDMG
364	62353 43113	   	185.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|2ZMB|3LEGI|48VULN|5AART|6RCR|7MBVNT|9DUR|aASPD
365	61162 44138	   	185.95	DCR|3VULN|1ASPD|1CDMG|1DUR	12DUST|3MBVNT|459VULN|6RCR|7ASPD|8DUR|aCDMG
366	46143 31332	   	185.95	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	19ASPD|29SNIFST|3VULN|4DUR|5AART|6AAC|79BEXP|8RCR|9BPWR|aDMG
367	62353 31431	   	185.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2ZMB|3LEGI|47VULN|5AART|6ERES|8DMG|9CDMG|aRCR
368	51242 23431	   	185.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2AELBLL|3BEXP|4ASPD|5AART|6LHND|7VULN|8DMG|9CDMG|aRCR
369	61144 44528	   	185.89	DCR|2VULN|2ASPD|1AART|1ZMB	12DUST|3MBVNT|45ASPD|67VULN|8AART|9RCR|aZMB
370	56122 32412	   	185.87	DCR|4VULN|1MDPS|1ASPD|1ZMB	1ZMB|24SNIFST|348aVULN|4BPWR|5LIT|6MDPS|7RCR|9ASPD
371	11346 13431	   	185.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2DUST|3DMSP|4AART|5VULN|6ASPD|7ZMB|8DMG|9CDMG|aRCR
372	13346 13431	   	185.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2ERES|3RMIN|4AART|5VULN|6ASPD|7ZMB|8DMG|9CDMG|aRCR
373	53144 48523	   	185.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1ZMB|25CGEN|3MBVNT|47ASPD|6VULN|8AART|9RCR|aDMG
374	32351 21343	   	185.76	DCR|3VULN|1AART|1CDMG|1DUR	1SNIFST|23ERES|467VULN|5AART|8RCR|9CDMG|aDUR
375	41323 13463	   	185.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7VULN|8DMG|9DUR|aZMB
376	61141 47624	   	185.72	DCR|2VULN|2AART|1ASPD|1DUR	12DUST|3MBVNT|4ASPD|56VULN|78AART|9RCR|aDUR
377	62142 23431	   	185.70	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	13DUST|2ZMB|4ASPD|5AART|6LHND|7VULN|8DMG|9CDMG|aRCR
378	62511 21361	   	185.70	DCR|3VULN|3ZMB|1DMG	1DUST|256ZMB|3RPLT|469VULN|6BPWR|7RCR|8DMG|aLHND
379	24221 44851	   	185.69	DCR|3VULN|2DMG|1DUR	19MLV|2MBVNT|3DUR|4DMSP|59aVULN|6RPLT|7RCR|89DMG|9BPWR
380	24222 34851	   	185.69	DCR|3VULN|2DMG|1DUR	19MLV|2MBVNT|3DUR|4DMSP|5RPLT|69aVULN|7RCR|89DMG|9BPWR
381	52253 42132	   	185.68	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	19ZMB|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|aCDMG
382	54213 46432	   	185.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2MBVNT|36DUR|4LWND|5AART|7RCR|8aVULN|9CDMG
383	62511 21362	   	185.60	DCR|3VULN|3ZMB|1DMG	1aDUST|256ZMB|3RPLT|469VULN|6BPWR|7RCR|8DMG
384	23137 76142	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2CGEN|3MBVNT|4DMG|5AART|6aVULN|7RCR|8ASPD|9ERES
385	32121 21331	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9DUR|aDMSP
386	32121 21335	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9DUR|aLWND
387	32121 21336	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9DUR|aCGEN
388	32151 21331	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|2ERES|3467VULN|5AART|8RCR|9DUR|aDMSP
389	32151 21335	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|2ERES|3467VULN|5AART|8RCR|9DUR|aLWND
390	32151 21336	   	185.46	DCR|4VULN|1AART|1DUR	1SNIFST|2ERES|3467VULN|5AART|8RCR|9DUR|aCGEN
391	52253 43113	   	185.41	DCR|2VULN|2AART|2ZMB|1DUR	1aZMB|2BEXP|3DUR|48VULN|59AART|6RCR|7MBVNT
392	25162 44262	   	185.37	DCR|3VULN|1AART|1ASPD	1MLV|2RMIN|3MBVNT|45aVULN|6RCR|7ASPD|8BEXP|9AART
393	42153 42121	   	185.37	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7FEWX|aBELT
394	11142 44451	   	185.37	DCR|3VULN|2CDMG|1ASPD	19LWND|2DUST|3MBVNT|49aVULN|5CGEN|6RCR|7ASPD|89CDMG|9BPWR
395	32121 21333	   	185.36	DCR|4VULN|1AART|1DUR	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9DUR|aLEGI
396	32121 21334	   	185.36	DCR|4VULN|1AART|1DUR	1SNIFST|24aERES|3467VULN|4BPWR|5AART|8RCR|9DUR
397	32151 21333	   	185.36	DCR|4VULN|1AART|1DUR	1SNIFST|2ERES|3467VULN|5AART|8RCR|9DUR|aLEGI
398	32151 21334	   	185.36	DCR|4VULN|1AART|1DUR	1SNIFST|2aERES|3467VULN|5AART|8RCR|9DUR
399	62511 21351	 * 	185.35	DCR|2VULN|2DMG|3ZMB	1DUST|256ZMB|3RPLT|46VULN|6BPWR|7RCR|8aDMG|9TLV
400	23611 12424	   	185.30	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|1ZMB	1MLV|24CGEN|34DUR|4BPWR|5ASPD|6DMG|7ZMB|8AART|9RCR|aVULN
401	56121 21233	   	185.29	DCR|4VULN|1AART|1ZMB	1ZMB|24SNIFST|3467VULN|4BPWR|5AART|8CGEN|9RCVC|aRCR
402	24163 52123	   	185.27	DCR|3VULN|1AART|1DMG	1MLV|2MBVNT|3DUST|489VULN|5AART|6RCR|7FEWX|aDMG
403	25162 44462	   	185.27	DCR|3VULN|1AART|1ASPD	1MLV|2RMIN|3MBVNT|45aVULN|6RCR|7ASPD|8DUST|9AART
404	42113 43164	   	185.27	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|4LWND|5AART|6RCR|7MBVNT|89aVULN
405	42153 42122	   	185.27	DCR|3VULN|1AART|1ASPD|1SELL	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7FEWX|aSELL
406	42153 42123	   	185.27	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7FEWX|aERES
407	42153 43121	   	185.27	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7MBVNT|aBELT
408	42153 43124	   	185.27	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7MBVNT|aLWND
409	63142 44451	   	185.27	DCR|3VULN|2CDMG|1ASPD	19DUST|2LWND|3MBVNT|49aVULN|5CGEN|6RCR|7ASPD|89CDMG|9BPWR
410	41212 11254	 * 	185.25	DCR|2ASPD|1AART|1VULN|2CDMG|1AAC	19ASPD|29AELBLL|3BEXP|4AME|5AART|6RCR|7AAC|89CDMG|9BPWR|aVULN
411	43622 13233	   	185.25	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2CGEN|3DUR|4RCVC|5AART|6RCR|7VULN|8CDMG|9LIT|aZMB
412	46133 11235	 * 	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	1ASPD|2SNIFST|38VULN|4DUST|5AART|6aCDMG|7RPLT|9RCR
413	41425 31132	   	185.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1ASPD|2AELBLL|3LIT|4DUR|5CGEN|6VULN|78DMG|9AART|aRCR
414	56151 21233	   	185.19	DCR|4VULN|1AART|1ZMB	1ZMB|2SNIFST|3467VULN|5AART|8CGEN|9RCVC|aRCR
415	43622 11251	 * 	185.19	DCR|2ASPD|3CDMG|1AART|2DUR|1AAC	19ASPD|2CGEN|39DUR|4RCVC|5AART|6RCR|7AAC|89aCDMG|9BPWR
416	61162 44532	   	185.17	DCR|3VULN|1AART|1ASPD	12DUST|3MBVNT|459VULN|6RCR|7ASPD|8RMIN|aAART
417	42153 43122	   	185.17	DCR|3VULN|1AART|1ASPD|1SELL	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7MBVNT|aSELL
418	42153 43123	   	185.17	DCR|3VULN|1AART|1ASPD	1ASPD|2BEXP|3DUST|489VULN|5AART|6RCR|7MBVNT|aERES
419	41132 11254	   	185.15	DCR|2ASPD|1AART|1VULN|2CDMG|1AAC	19ASPD|29AELBLL|3TLV|4BEXP|5AART|6RCR|7AAC|89CDMG|9BPWR|aVULN
420	41313 11254	   	185.15	DCR|2ASPD|1AART|1VULN|2CDMG|1AAC	19ASPD|29AELBLL|3AART|4AME|5DUST|6RCR|7AAC|89CDMG|9BPWR|aVULN
421	44213 42542	   	185.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ASPD|2MBVNT|36DUR|4LWND|5AART|7ZMB|8DMG|9RCR|aVULN
422	53221 13633	   	185.06	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2CGEN|3LHND|4RCVC|5ASPD|6DMG|7DUR|8RCR|9VULN|aAART
423	53621 11633	   	185.06	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2CGEN|3DUR|4RCVC|5ASPD|6DMG|7LHND|8RCR|9VULN|aAART
424	41323 11254	   	185.05	DCR|2ASPD|1AART|1VULN|2CDMG|1AAC	19ASPD|29AELBLL|3AART|4ERES|5DUST|6RCR|7AAC|89CDMG|9BPWR|aVULN
425	23631 11452	 * 	184.73	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	1MLV|2CGEN|3aDUR|4aDMG|5VULN|6aCDMG|7ZMB|8RCR|9ERES|aBPWR
426	25121 44523	   	184.71	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2RMIN|3MBVNT|4RCVC|5ASPD|67VULN|8AART|9RCR|aDMG
427	43353 13213	   	184.67	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2CGEN|3CDMG|4RCVC|5RPLT|6DMG|7RCR|8VULN|9LHND|aAART
428	43353 13233	   	184.67	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2CGEN|3CDMG|4RCVC|5RPLT|6DMG|7RCR|8VULN|9LWND|aAART
429	46111 41332	   	184.58	DCR|2VULN|2ASPD|1DMG|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5LWND|6DLOT|79BEXP|8RCR|9BPWR|aDMG
430	25162 44344	   	184.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1MLV|2RMIN|3MBVNT|45VULN|6RCR|7aASPD|8CDMG|9ZMB
431	61121 44523	   	184.51	DCR|2VULN|1AART|1ASPD|1DMG	12DUST|3MBVNT|4RCVC|5ASPD|67VULN|8AART|9RCR|aDMG
432	43345 33231	 * 	184.49	DCR|2ASPD|3CDMG|1VULN|1DMG	16ASPD|2CGEN|379CDMG|4VULN|5RPLT|8RCR|aDMG
433	23225 16431	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CGEN|3LHND|4aVULN|5ASPD|6CDMG|7DMG|8RCR|9DUR
434	46221 22235	   	184.39	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27SNIFST|3CGEN|4AME|5AART|67VULN|7BPWR|8LHND|9ZMB|aRCR
435	61162 44344	   	184.36	DCR|2VULN|2ASPD|1CDMG|1ZMB	12DUST|3MBVNT|45VULN|6RCR|7aASPD|8CDMG|9ZMB
436	23631 11442	   	184.35	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CGEN|3DUR|4DMG|5VULN|6CDMG|7ZMB|8RCR|9AART|aMDPS
437	42221 11442	   	184.35	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2BEXP|3DUR|4DMSP|5VULN|6CDMG|7ZMB|8RCR|9AART|aMDPS
438	42231 11442	   	184.35	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|24BEXP|3DUR|5VULN|6CDMG|7ZMB|8RCR|9AART|aMDPS
439	43221 22235	   	184.29	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27CGEN|3TSLFST|4AME|5AART|67VULN|7BPWR|8LHND|9ZMB|aRCR
440	43221 22635	   	184.29	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27CGEN|3TSLFST|4AME|5AART|67VULN|7BPWR|8LWND|9ZMB|aRCR
441	46321 22235	   	184.29	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27SNIFST|3ERES|4AME|5AART|67VULN|7BPWR|8LHND|9ZMB|aRCR
442	41251 11432	   	184.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ASPD|2AELBLL|3BEXP|4FEWX|59aVULN|6CDMG|7ZMB|8RCR
443	41261 11422	   	184.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ASPD|2AELBLL|3BEXP|4LHND|59aVULN|6CDMG|7ZMB|8RCR
444	56112 21233	   	184.23	DCR|2VULN|2AART|1CDMG|1ZMB	1ZMB|2SNIFST|38VULN|4RPLT|5CDMG|6aAART|7BEXP|9RCR
445	43155 41344	   	184.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	19ASPD|2CGEN|3RPLT|49VULN|5MBVNT|6ZMB|7LWND|89CDMG|9BPWR|aRCR
446	44463 41344	   	184.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	19ASPD|2MBVNT|3CGEN|49VULN|5RPLT|6ZMB|7LWND|89CDMG|9BPWR|aRCR
447	43221 22435	   	184.19	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27CGEN|3TSLFST|4AME|5AART|67VULN|7BPWR|8DUST|9ZMB|aRCR
448	43261 22235	   	184.19	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|27CGEN|3TSLFST|4ERES|5AART|67VULN|7BPWR|8LHND|9ZMB|aRCR
449	23137 46473	   	184.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2CGEN|3MBVNT|4DMG|5AART|6DUR|7RCR|89VULN|aZMB
450	22425 11432	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1MLV|2BEXP|3ERES|49aVULN|5ASPD|6CDMG|7ZMB|8RCR
451	22431 11432	   	184.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2BEXP|3ERES|4DMG|59aVULN|6CDMG|7ZMB|8RCR
452	26431 11422	   	184.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2LHND|3ERES|4DMG|59aVULN|6CDMG|7ZMB|8RCR
453	53144 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|25CGEN|3MBVNT|4ASPD|67aVULN|8RCR|9CDMG
454	53147 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2CGEN|3MBVNT|4ASPD|5DMSP|67aVULN|8RCR|9CDMG
455	53151 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2CGEN|3MBVNT|4DMSP|5ASPD|67aVULN|8RCR|9CDMG
456	54444 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MBVNT|35CGEN|4ASPD|67aVULN|8RCR|9CDMG
457	54447 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MBVNT|3CGEN|4ASPD|5DMSP|67aVULN|8RCR|9CDMG
458	54451 44231	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MBVNT|3CGEN|4DMSP|5ASPD|67aVULN|8RCR|9CDMG
459	56133 11233	   	184.13	DCR|2VULN|2AART|1CDMG|1ZMB	1ZMB|2SNIFST|38VULN|4DUST|5aAART|6CDMG|7RPLT|9RCR
460	23122 35323	   	184.11	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2CGEN|3MBVNT|45VULN|6RCVC|7ASPD|8AART|9RCR|aDMG
461	23122 36327	   	184.11	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2CGEN|3MBVNT|45VULN|6RCVC|7DMG|8AART|9RCR|aASPD
462	24422 35323	   	184.11	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2MBVNT|3CGEN|45VULN|6RCVC|7ASPD|8AART|9RCR|aDMG
463	24422 36327	   	184.11	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2MBVNT|3CGEN|45VULN|6RCVC|7DMG|8AART|9RCR|aASPD
464	22253 41431	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1MLV|2BEXP|3DUR|47VULN|5AART|6AAC|8DMG|9CDMG|aRCR
465	24272 41531	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2MBVNT|3DUR|4AME|57VULN|6AART|8DMG|9CDMG|aRCR
466	23225 11425	   	184.08	DCR|2VULN|2ASPD|1CDMG|2ZMB	1MLV|2aCGEN|3LHND|49VULN|5aASPD|6CDMG|7aZMB|8RCR|aBPWR
467	25144 44524	   	184.06	DCR|2VULN|2ASPD|1AART|1DUR	1MLV|2RMIN|3MBVNT|45ASPD|67VULN|8AART|9RCR|aDUR
468	44462 14324	   	184.06	DCR|2VULN|2ASPD|1AART|1DUR	17ASPD|2MBVNT|3CGEN|45VULN|6MLV|8AART|9RCR|aDUR
469	52253 42121	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2BEXP|3DUR|489VULN|5AART|6RCR|7aFEWX
470	24263 31531	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2MBVNT|3DUR|47VULN|5AART|6ERES|8DMG|9CDMG|aRCR
471	24263 41831	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2MBVNT|3DUR|47VULN|5AART|6DMG|8TLV|9CDMG|aRCR
472	53141 48113	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3MBVNT|4ASPD|579VULN|6LIT|8DMG|aRCR
473	54441 48113	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|3CGEN|4ASPD|579VULN|6LIT|8DMG|aRCR
474	45331 11432	   	183.98	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ASPD|24DUST|3LEGI|59aVULN|6CDMG|7ZMB|8RCR
475	43622 13431	   	183.97	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	1ASPD|2CGEN|39DUR|4RCVC|5AART|6RCR|7VULN|8DMG|aRPLT
476	43622 13432	   	183.97	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	1ASPD|2CGEN|39DUR|4RCVC|5AART|6RCR|7VULN|8DMG|aBEXP
477	44124 44524	   	183.96	DCR|2VULN|2ASPD|1AART|1DUR	15ASPD|2MBVNT|3DUST|4DMSP|67VULN|8AART|9RCR|aDUR
478	52253 43121	   	183.95	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2BEXP|3DUR|489VULN|5AART|6RCR|7MBVNT|aFEWX
479	52253 43222	   	183.95	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|28BEXP|3DUR|49aVULN|5AART|6RCR|7MBVNT
480	61162 44134	   	183.92	DCR|3VULN|2ASPD|1DUR	12DUST|3MBVNT|459VULN|6RCR|7aASPD|8DUR
481	61141 47271	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12DUST|3MBVNT|4ASPD|56VULN|7AART|8CDMG|9DUR|aRCR
