0	Index      	 *	Score 	Summary	Detail	
1	13444 31221	 * 	211.40	DCR|3VULN|2AART|1MDPS|1CDMG|1DUR	1AME|26AART|3CDMG|479VULN|5DUR|8RCR|aMDPS
327	13443 61213	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|47VULN|5RCVC|6BEXP|8RCR|9LHND|aDMG
328	13443 61231	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|47VULN|5RCVC|6BEXP|8RCR|9DMG|aRMIN
329	13443 61232	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|47VULN|5RCVC|6BEXP|8RCR|9DMG|aLWND
330	13523 11231	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9DMG|aRMIN
331	13523 11232	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9DMG|aLWND
332	13523 11235	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9DMG|aCGEN
333	13523 11236	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9DMG|aBEXP
334	13523 11244	   	182.35	DCR|2VULN|1AART|1ASPD|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9RPLT|aASPD
335	13443 13231	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|46VULN|5RCVC|7LHND|8RCR|9DMG|aRMIN
336	13443 13232	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|46VULN|5RCVC|7LHND|8RCR|9DMG|aLWND
337	13443 13235	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|46VULN|5RCVC|7LHND|8RCR|9DMG|aCGEN
338	13443 13236	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|46VULN|5RCVC|7LHND|8RCR|9DMG|aBEXP
339	13651 31251	   	182.32	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7RPLT|89ASPD|aLHND
340	13651 31253	   	182.32	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7RPLT|89ASPD|aCGEN
341	16521 14131	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AME|23VULN|4DMG|5CDMG|6DUST|7DUR|8AAC|9RCR|aASPD
342	11121 55333	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|2RMIN|3CGEN|4DMG|5CDMG|68aVULN|7ZMB|9RCR
343	12221 55333	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|23LHND|4DMG|5CDMG|68aVULN|7ZMB|9RCR
344	12251 55333	   	182.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1AME|23LHND|4ASPD|5CDMG|68aVULN|7ZMB|9RCR
345	15221 55333	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|2DMSP|3LHND|4DMG|5CDMG|68aVULN|7ZMB|9RCR
346	16521 61133	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|23aVULN|4DMG|5CDMG|6ZMB|7AELBLL|8FEWX|9RCR
347	16521 61233	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|23aVULN|4DMG|5CDMG|6ZMB|7AELBLL|8LHND|9RCR
348	16521 61333	   	182.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|23aVULN|4DMG|5CDMG|6ZMB|7AELBLL|8LWND|9RCR
349	13523 11234	   	182.25	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3LHND|4CDMG|5RCVC|67VULN|8RCR|9DMG|aMBVNT
350	13443 13234	   	182.25	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|46VULN|5RCVC|7LHND|8RCR|9DMG|aMBVNT
351	34231 23146	   	182.22	DCR|3VULN|1AART|1DMG	17FEWX|247VULN|3DMG|5BEXP|67DUST|7BPWR|8RCR|9RCVC|aAART
352	16521 15333	   	182.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|238VULN|4DMG|5CDMG|6DUST|7ZMB|9RCR|aLWND
353	14121 55333	   	182.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|2ERES|3CGEN|4DMG|5CDMG|68aVULN|7ZMB|9RCR
354	62121 55333	   	182.18	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2AME|3CGEN|4DMG|5CDMG|68aVULN|7ZMB|9RCR
355	13551 35333	   	182.17	DCR|2DMG|1VULN|1AART|1CDMG	1AME|2AART|3LHND|49DMG|5CDMG|6RCR|7ERES|8RCVC|aVULN
356	13651 32321	   	182.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aMLV
357	13651 32322	   	182.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aAELBLL
358	16521 15331	   	182.08	DCR|3VULN|1DMG|1CDMG|1ZMB|1MSE	1AME|238VULN|4DMG|5CDMG|6DUST|7ZMB|9RCR|aMSE
359	16521 15332	   	182.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|238VULN|4DMG|5CDMG|6aDUST|7ZMB|9RCR
360	34321 32522	   	182.05	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|257VULN|36DUST|4CDMG|8RCR|9DUR|aDMG
361	13651 32324	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aMSE
362	13651 32325	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aLEGI
363	13651 32326	   	182.05	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aTLV
364	13651 35323	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7ERES|8ZMB|9LIT|aVULN
365	35522 13114	   	181.98	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR	17FEWX|2DMG|37VULN|4CGEN|5LHND|67ZMB|7BPWR|8RCR|9DUR|aASPD
366	16636 22123	 * 	181.98	ACR|2VULN|2AART|1ASPD|1CDMG|1DUR	1AME|28VULN|3RCR|4DUR|5ASPD|6FEWX|7CDMG|9aAART
367	13623 13625	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	1AME|2AART|3DUR|4DLOT|5ZMB|6RMIN|7RCR|89aVULN
368	13623 56132	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	1AME|2AART|3DUR|4DLOT|5ZMB|69aVULN|7RCR|8BEXP
369	13623 56332	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	1AME|2AART|3DUR|4DLOT|5ZMB|69aVULN|7RCR|8LWND
370	32516 22123	   	181.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1FEWX|2ZMB|38VULN|4RCR|5ASPD|6DUST|7CDMG|9aAART
371	13433 31251	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1AME|26AART|3CDMG|4FEWX|5DUR|7VULN|8CGEN|9RCR|aASPD
372	13433 32551	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1AME|26AART|3CDMG|4FEWX|5DUR|7CGEN|8VULN|9RCR|aASPD
373	13524 31251	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1AME|26AART|3LHND|4CDMG|5DUR|7VULN|8CGEN|9RCR|aASPD
374	13623 43225	   	181.85	DCR|3VULN|1AART|1ZMB|1DUR	1AME|2AART|3DUR|4DLOT|5ZMB|6ERES|7RCR|89aVULN
375	13551 31134	   	181.85	DCR|2DMG|1VULN|1AART|1CDMG	1AME|2AART|3LHND|48DMG|5CDMG|6RCR|7RPLT|9RCVC|aVULN
376	35552 33212	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	17FEWX|2DMG|37VULN|4ASPD|5LHND|67ERES|7BPWR|8BELT|9RCR|aAART
377	34252 33116	   	181.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	17FEWX|2VULN|37DMG|4ASPD|5LHND|67ERES|7BPWR|8RCR|9DUR|aCDMG
378	34231 63142	   	181.67	DCR|3VULN|1AART|1DMG	17FEWX|247VULN|3DMG|5BEXP|67LHND|7BPWR|8RCR|9BELT|aAART
379	13651 51323	   	181.58	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|59CDMG|6ZMB|7VULN|8BELT|aRCR
380	34233 33142	   	181.57	DCR|3VULN|1AART|1DMG	17FEWX|247VULN|3DMG|5DUST|67LHND|7BPWR|8RCR|9BELT|aAART
381	32321 12431	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3RCVC|4DMG|5CDMG|6DUST|7VULN|8aASPD|9RCR
382	32321 16331	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3RCVC|4DMG|5CDMG|6DUST|7aASPD|8VULN|9RCR
383	42321 12431	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4DMG|5CDMG|6DUST|7VULN|8aASPD|9RCR
384	42321 16331	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4DMG|5CDMG|6DUST|7aASPD|8VULN|9RCR
385	42362 12431	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4CDMG|5DMG|6DUST|7VULN|8aASPD|9RCR
386	42362 16331	   	181.56	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4CDMG|5DMG|6DUST|7aASPD|8VULN|9RCR
387	44133 62322	   	181.52	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	13LWND|29VULN|4LIT|5CDMG|6AART|7RCR|8ZMB|aMDPS
388	35512 23315	 * 	181.49	ACR|5VULN|2DMG	167FEWX|29DMG|3789aVULN|4RCR|579LWND|79BPWR
389	34232 23142	   	181.47	DCR|3VULN|1AART|1DMG	17FEWX|247VULN|3DMG|5LHND|67DUST|7BPWR|8RCR|9BELT|aAART
390	34233 23164	   	181.40	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|24VULN|3DMG|56DUST|7ERES|8AART|9RCR|aASPD
