0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36263 33312	10	 * 	275.54	DCR|4VULN|3TLV|3CDMG|1DMG	19aTLV|2LWND|389aVULN|4DMG|5ERES|69aCDMG|7RCR|9aBPWR
336	43126 22215	5	   	246.21	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1DUST|2aVULN|39DUR|48CDMG|5TLV|6DMG|7RCR
337	32131 35411	2	   	246.18	DCR|3VULN|2TLV|1DUR|1CDMG|1SELL	14TLV|2DUR|38aVULN|5SELL|6ASPD|7RCR|9CDMG
338	32231 35411	3	   	246.18	DCR|3VULN|2TLV|1DUR|1CDMG|1SELL	14TLV|2DUR|38aVULN|5SELL|6ASPD|7RCR|9CDMG
339	52325 21213	8	   	246.10	DCR|3VULN|2DMG|1TLV	1RCVC|25DMG|3TLV|4RPLT|6ASPD|7RCR|89aVULN
340	52325 21243	9	   	246.10	DCR|3VULN|2DMG|1TLV	1RCVC|25DMG|3TLV|4RPLT|6ASPD|7RCR|89aVULN
341	52325 21313	7	   	246.10	DCR|3VULN|2DMG|1TLV	1RCVC|25DMG|3TLV|4RPLT|6ASPD|7RCR|89aVULN
342	32145 61211	2	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6DUST|7AART|8RCR|aRPLT
343	32145 61212	2	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6DUST|7AART|8RCR|aCGEN
344	32221 51211	5	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aRPLT
345	32221 51212	5	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aCGEN
346	32221 51214	5	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aMLV
347	32226 51211	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aRPLT
348	32226 51212	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aCGEN
349	32226 51214	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4DUST|6DMG|7AART|8RCR|aMLV
350	32245 61211	3	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6DUST|7AART|8RCR|aRPLT
351	32245 61212	3	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6DUST|7AART|8RCR|aCGEN
352	34211 26131	9	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2RCVC|3RMIN|49DMG|5DMSP|6RCR|79aVULN|8MBVNT|9BPWR
353	13125 12283	5	   	245.97	DCR|3VULN|2DMG|2TLV	1aLHND|258VULN|3RCVC|4MBVNT|6RCR|7aDMG|9aTLV|aBPWR
354	13625 12283	5	   	245.97	DCR|3VULN|2DMG|2TLV	13aLHND|258VULN|4MBVNT|6RCR|7aDMG|9aTLV|aBPWR
355	52315 12283	1	   	245.97	DCR|3VULN|2DMG|2TLV	13RCVC|2MBVNT|48aVULN|5LHND|6RCR|7aDMG|9aTLV|aBPWR
356	52441 12283	1	   	245.97	DCR|3VULN|2DMG|2TLV	1RCVC|2MBVNT|38aVULN|45LHND|6RCR|7aDMG|9aTLV|aBPWR
357	52445 12283	1	   	245.97	DCR|3VULN|2DMG|2TLV	15RCVC|2MBVNT|38aVULN|4LHND|6RCR|7aDMG|9aTLV|aBPWR
358	52453 13283	1	   	245.97	DCR|3VULN|2DMG|2TLV	1RCVC|2MBVNT|38aVULN|45BEXP|6RCR|7aDMG|9aTLV|aBPWR
359	33335 23615	3	   	245.96	DCR|2VULN|2DMG|1TLV|1DUR	1TLV|2ASPD|3CGEN|47VULN|5aDMG|6DUR|8LIT|9RCR
360	13146 33351	6	   	245.95	DCR|4VULN|3CDMG|1DUR	179LHND|2789VULN|3RCVC|4ASPD|5DUR|679CDMG|79BPWR|aRCR
361	32145 61213	2	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6aDUST|7AART|8RCR
362	32221 51213	5	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4aDUST|6DMG|7AART|8RCR
363	32226 51213	4	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|359VULN|4aDUST|6DMG|7AART|8RCR
364	32245 61213	3	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2DUR|349VULN|5DMG|6aDUST|7AART|8RCR
365	52312 13283	1	   	245.87	DCR|3VULN|2DMG|2TLV	13RCVC|2MBVNT|48aVULN|5DUST|6RCR|7aDMG|9aTLV|aBPWR
366	35133 23331	1	   	245.83	DCR|3VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|47aVULN|5RPLT|69RCVC|7BPWR|8RCR
367	35133 23362	1	   	245.83	DCR|3VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|479VULN|5RPLT|6RCVC|7BPWR|8RCR|aFEWX
368	35133 23363	1	   	245.83	DCR|3VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|479VULN|5RPLT|6RCVC|7BPWR|8RCR|aBEXP
369	22146 12261	2	   	245.78	DCR|4VULN|2DUR|1DMG	1ERES|25DUR|349aVULN|6DMG|7RCR|8CGEN
370	22246 12261	3	   	245.78	DCR|4VULN|2DUR|1DMG	1ERES|25DUR|349aVULN|6DMG|7RCR|8CGEN
371	32423 16124	9	   	245.75	DCR|2VULN|3DUR|2TLV|1AART	1aTLV|23aDUR|4CGEN|5ASPD|6aVULN|7RPLT|8RCR|9AART|aBPWR
372	32226 51236	5	   	245.75	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1AART	1aTLV|2DUR|3aVULN|4DUST|5RCVC|6DMG|7AART|8RCR|9aASPD|aBPWR
373	52423 32647	1	   	245.75	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1AART	1RCVC|2MBVNT|3aVULN|4AART|5aASPD|6DUR|7RCR|8DMG|9aTLV|aBPWR
374	32236 62134	4	   	245.75	DCR|4VULN|1TLV|1DUR	1TLV|2DUR|3567VULN|4LIT|89CGEN|aRCR
375	35133 23365	1	   	245.73	DCR|3VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|479VULN|5RPLT|6RCVC|7BPWR|8RCR|aBBNT
376	32115 12563	9	   	245.68	DCR|3VULN|2DUR|1TLV|2LIT|1SELL	1TLV|25DUR|35LIT|4SELL|5BPWR|6RMIN|78aVULN|9RCR
377	32125 51236	2	   	245.65	DCR|2VULN|3TLV|1DMG|2ASPD|1DUR|1AART	15aTLV|2DUR|3aVULN|4AART|6DUST|7DMG|8RCR|9aASPD|aBPWR
378	32135 61236	2	   	245.65	DCR|2VULN|3TLV|1DMG|2ASPD|1DUR|1AART	14aTLV|2DUR|3aVULN|5DMG|6DUST|7AART|8RCR|9aASPD|aBPWR
379	32225 51236	3	   	245.65	DCR|2VULN|3TLV|1DMG|2ASPD|1DUR|1AART	15aTLV|2DUR|3aVULN|4AART|6DUST|7DMG|8RCR|9aASPD|aBPWR
380	32235 61236	3	   	245.65	DCR|2VULN|3TLV|1DMG|2ASPD|1DUR|1AART	14aTLV|2DUR|3aVULN|5DMG|6DUST|7AART|8RCR|9aASPD|aBPWR
381	31323 63552	2	   	245.64	DCR|2VULN|2TLV|2DUR|2AART|1CDMG	19TLV|2FEWX|39DUR|47AART|5BELT|6RCR|89VULN|9BPWR|aCDMG
382	32323 63552	1	   	245.64	DCR|2VULN|2TLV|2DUR|2AART|1CDMG	19TLV|2FEWX|39DUR|47AART|5BELT|6RCR|89VULN|9BPWR|aCDMG
383	35131 34545	1	   	245.63	DCR|3VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|479VULN|5MBVNT|6BBNT|7BPWR|8RMIN|aRCR
384	35133 23364	1	   	245.58	DCR|3VULN|2DMG|2TLV|2SELL	17TLV|2aSELL|37DMG|479VULN|5RPLT|6RCVC|7BPWR|8RCR
385	31141 64322	2	   	245.57	DCR|4VULN|3TLV|1DUR|1SELL	178TLV|2FEWX|3478VULN|5SELL|678CGEN|78BPWR|9RCR|aDUR
386	31241 64322	3	   	245.57	DCR|4VULN|3TLV|1DUR|1SELL	178TLV|2FEWX|3478VULN|5SELL|678CGEN|78BPWR|9RCR|aDUR
387	32141 64322	1	   	245.57	DCR|4VULN|3TLV|1DUR|1SELL	178TLV|2FEWX|3478VULN|5SELL|678CGEN|78BPWR|9RCR|aDUR
388	43111 33311	6	   	245.55	DCR|4VULN|3CDMG|1DUR	17DUST|2578VULN|3DUR|4ASPD|679CDMG|7BPWR|aRCR
