0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65432 41411	7	 * 	286.67	DCR|3VULN|3DUR|2DMG|3TLV	17aTLV|2LEGI|3MBVNT|47aVULN|578DUR|6RCR|7aBPWR|9aDMG
357	32162 36621	6	   	257.62	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	19LWND|239VULN|4RCVC|5DMG|6RCR|7DUR|89CDMG|9BPWR|aTLV
358	32162 36621	7	   	257.62	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	19LWND|239VULN|4RCVC|5DMG|6RCR|7DUR|89CDMG|9BPWR|aTLV
359	32113 61426	5	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1LWND|238aVULN|4DMG|5CDMG|6TLV|7RCR|9LEGI
360	32234 31245	8	 * 	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	1LWND|248VULN|3aASPD|57DUR|6RCR|9DMG
361	32234 31415	9	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	1LWND|249VULN|3aASPD|57DUR|6RCR|8DMG
362	32111 12613	9	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|237VULN|4DMG|5LIT|6DUR|8ASPD|9TLV|aRCR
363	32231 12613	9	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|247VULN|3ASPD|5LIT|6DUR|8DMG|9TLV|aRCR
364	32234 34263	10	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|248VULN|3ASPD|5DUR|6RCR|7DMG|9TLV|aLIT
365	32234 56223	8	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|248VULN|3ASPD|5DUR|6TLV|7DMG|9LIT|aRCR
366	16125 42133	3	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1FEWX|2DUR|3459VULN|6RCR|7CDMG|8LIT|aASPD
367	32235 36222	8	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1LWND|2458VULN|3ASPD|6RCR|7DUR|9LIT|aCDMG
368	32235 36522	7	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1LWND|2458VULN|3ASPD|6RCR|7DUR|9LIT|aCDMG
