0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23345 24312	3	 * 	289.64	DCR|4VULN|2DUR|1DMG|1TLV|2LIT	19DUR|2349VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aDMG
340	23316 11213	5	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	156DUR|235VULN|4RMIN|5BPWR|7ERES|8DMG|9CDMG|aRCR
341	23341 32213	7	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4BEXP|8DMG|9CDMG|aRCR
342	23341 32613	8	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4BEXP|8DMG|9CDMG|aRCR
343	23341 32643	9	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4BEXP|8DMG|9CDMG|aRCR
344	23361 32213	7	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4FEWX|8DMG|9CDMG|aRCR
345	23361 32613	8	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4FEWX|8DMG|9CDMG|aRCR
346	23361 32643	9	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|4FEWX|8DMG|9CDMG|aRCR
347	23236 43233	4	   	262.64	DCR|5VULN|1DUR|1ASPD	1DUR|2467aVULN|3RPLT|5ASPD|8LIT|9RCR
348	12238 52641	8	   	262.60	DCR|4VULN|3DUR|1ASPD	1MBVNT|26aDUR|3RPLT|4569VULN|6BPWR|7RCR|8ASPD
349	23331 15113	3	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	156DUR|238VULN|4DMG|7DUST|9CDMG|aRCR
350	23122 16326	4	 * 	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	1DUR|26aVULN|3DMG|4DUST|5aTLV|7RCR|8CGEN|9aASPD|aBPWR
351	23132 16526	4	   	262.49	DCR|3VULN|2ASPD|1DMG|2TLV|1DUR	1DUR|26aVULN|3DMG|4FEWX|5aTLV|7RCR|8ERES|9aASPD|aBPWR
352	23122 16526	4	   	262.39	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	1DUR|26aVULN|3DMG|4DUST|5aTLV|7RCR|8ERES|9aASPD|aBPWR
353	23222 45122	7	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUR|269VULN|3RPLT|4AART|56DMG|6BPWR|7CDMG|8LHND|aRCR
354	23222 46122	7	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUR|269VULN|3RPLT|4AART|56DMG|6BPWR|7LHND|8CDMG|aRCR
355	63222 45222	8	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|269VULN|3RPLT|4AART|56DMG|6BPWR|7CDMG|8DUR|aRCR
356	63222 45222	9	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|269VULN|3RPLT|4AART|56DMG|6BPWR|7CDMG|8DUR|aRCR
357	31532 16262	1	   	262.16	DCR|4VULN|1TLV|2LIT|1CDMG|1AART	19LWND|279aVULN|3TLV|4CDMG|5AART|69LIT|8RCR|9BPWR
358	33532 16262	2	   	262.16	DCR|4VULN|1TLV|2LIT|1CDMG|1AART	19LWND|279aVULN|3TLV|4CDMG|5AART|69LIT|8RCR|9BPWR
359	23222 45522	9	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUR|269VULN|3RPLT|4AART|56DMG|6BPWR|7CDMG|8DUST|aRCR
360	23222 45522	8	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUR|269VULN|3RPLT|4AART|56DMG|6BPWR|7CDMG|8DUST|aRCR
361	33336 64123	5	   	262.04	DCR|5VULN|2ASPD|1CDMG	1LWND|23579VULN|45ASPD|5BPWR|6CDMG|8FEWX|aRCR
362	15235 46133	5	   	261.92	DCR|3VULN|2DMG|2TLV|1ASPD	1MBVNT|2aTLV|3LIT|45aVULN|6ASPD|7MLV|8RCR|9aDMG|aBPWR
363	15236 46133	4	   	261.92	DCR|3VULN|2DMG|2TLV|1ASPD	1MBVNT|2aTLV|3LIT|45aVULN|6ASPD|7MLV|8RCR|9aDMG|aBPWR
364	33111 16264	5	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	18LWND|268VULN|3DMG|4ERES|58DUR|7RCR|8BPWR|9TLV|aAART
365	12332 48468	4	   	261.79	DCR|3VULN|2DMG|2DUR	1MBVNT|2aDUR|36aVULN|4BEXP|5LIT|7aDMG|8RCR|9RMIN|aBPWR
366	21142 16464	7	   	261.79	DCR|3VULN|2DMG|2DUR	1aDUR|2FEWX|3aDMG|4LHND|5MBVNT|6LIT|78aVULN|9RCR|aBPWR
367	12238 52424	9	   	261.69	DCR|3VULN|2DMG|2DUR	1MBVNT|26DUR|3RPLT|456VULN|6BPWR|7RCR|8LIT|9aDMG
368	21122 16464	7	   	261.69	DCR|3VULN|2DMG|2DUR	1aDUR|2FEWX|3aDMG|4DUST|5MBVNT|6LIT|78aVULN|9RCR|aBPWR
369	21241 32435	1	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	13DUR|245aVULN|6CDMG|7LHND|8RCR|9AART
370	23241 32435	2	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	13DUR|245aVULN|6CDMG|7LHND|8RCR|9AART
371	23321 32435	3	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	14DUR|235aVULN|6CDMG|7LHND|8RCR|9AART
372	23351 23435	7	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	15DUR|236aVULN|4LEGI|7CDMG|8RCR|9AART
373	23336 52232	7	   	261.35	DCR|4VULN|2ASPD|1TLV|1DUR	1DUR|2358VULN|45ASPD|5BPWR|6RPLT|7TLV|9DMSP|aRCR
374	23142 23424	10	   	261.34	DCR|4VULN|2DMG|1DUR	1DUR|267aVULN|38DMG|4LHND|5MBVNT|9RCR
375	23351 44212	7	   	261.26	DCR|4VULN|3DUR|1AART	156DUR|236aVULN|4LEGI|6BPWR|7RCR|8AART|9BEXP
376	23351 44232	7	   	261.26	DCR|4VULN|3DUR|1AART	156DUR|236aVULN|4LEGI|6BPWR|7RCR|8AART|9FEWX
377	42352 52133	4	 * 	261.23	ACR|3VULN|2DUR|2ASPD|3LIT|1DMG|1TLV	1RCR|27DUR|37aVULN|4CGEN|5TLV|67aLIT|7aBPWR|8DMG|9aASPD
378	42342 52133	3	   	261.13	ACR|3VULN|2DUR|2ASPD|3LIT|1DMG|1TLV	1RCR|27DUR|37aVULN|4ERES|5TLV|67aLIT|7aBPWR|8DMG|9aASPD
379	18132 21416	9	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD	1MBVNT|2RCVC|358DUR|4aASPD|6RCR|7aDMG|9aVULN|aBPWR
380	18132 21456	8	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD	1MBVNT|2RCVC|358DUR|4aASPD|6RCR|7aDMG|9aVULN|aBPWR
381	18132 21817	9	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD	1MBVNT|2RCVC|358DUR|48ASPD|6RCR|78DMG|8BPWR|9aVULN
382	18842 21416	9	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD	1MBVNT|2RCVC|3aASPD|458DUR|6RCR|7aDMG|9aVULN|aBPWR
383	53333 64123	3	   	260.79	DCR|5VULN|1DMG|1CDMG	1LHND|23579VULN|4DMG|6CDMG|8FEWX|aRCR
384	12134 53236	3	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|2DUR|3aDMG|4CDMG|567VULN|8LIT|9RCR
385	12134 57233	3	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|2DUR|37DMG|4CDMG|56aVULN|8LIT|9RCR
386	17512 71433	5	 * 	260.64	DCR|4VULN|3DMG	1MBVNT|2aDUST|3ERES|457aVULN|6RCR|89aDMG|aBPWR
387	17514 71433	5	   	260.64	DCR|4VULN|3DMG	1MBVNT|2aDUST|35ERES|457aVULN|5aBPWR|6RCR|89aDMG
388	11556 14122	1	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	1MBVNT|2RCVC|349VULN|5TLV|69DUR|79LIT|8RCR|9BPWR|aCDMG
389	21145 24313	1	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	19DUR|249VULN|3RCVC|5TLV|6ERES|79LIT|8RCR|9BPWR|aCDMG
390	23145 24313	2	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	19DUR|249VULN|3RCVC|5TLV|6ERES|79LIT|8RCR|9BPWR|aCDMG
391	22132 31555	9	   	260.51	DCR|3VULN|2DUR|1DMG|2LIT|1AART	18DUR|2RPLT|3LHND|489VULN|5AART|68LIT|7RCR|8BPWR|aDMG
392	21513 55312	1	   	260.46	DCR|3VULN|3DUR|1TLV|2LIT	179DUR|279VULN|3TLV|45LIT|679MLV|79BPWR|8RCR|aFEWX
393	23513 55312	2	   	260.46	DCR|3VULN|3DUR|1TLV|2LIT	179DUR|279VULN|3TLV|45LIT|679MLV|79BPWR|8RCR|aFEWX
394	23415 53313	3	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aCDMG
395	23416 13313	6	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2479VULN|3ERES|5LIT|69MLV|8RCR|9BPWR|aCDMG
396	23416 33313	6	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2479VULN|3ERES|5LIT|69CGEN|8RCR|9BPWR|aCDMG
397	23416 53313	5	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2479VULN|3ERES|5LIT|69MLV|8RCR|9BPWR|aCDMG
398	23434 13313	6	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aCDMG
399	23434 33313	6	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2579VULN|3ERES|4LIT|69CGEN|8RCR|9BPWR|aCDMG
400	23434 53313	5	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aCDMG
401	23435 53313	4	   	260.43	DCR|4VULN|2DUR|1CDMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aCDMG
402	21513 55313	1	   	260.36	DCR|3VULN|3DUR|1TLV|2LIT|1NUKE	179DUR|279VULN|3TLV|45LIT|679MLV|79BPWR|8RCR|aNUKE
403	23513 55313	2	   	260.36	DCR|3VULN|3DUR|1TLV|2LIT|1NUKE	179DUR|279VULN|3TLV|45LIT|679MLV|79BPWR|8RCR|aNUKE
404	23341 14333	3	   	260.33	DCR|4VULN|2DUR|1CDMG	19DUR|2345VULN|6LHND|7LIT|8RCR|aCDMG
405	23325 44311	3	   	260.26	DCR|3VULN|3DUR|1TLV|2LIT	149DUR|239VULN|5TLV|6MLV|79LIT|8RCR|9BPWR|aLWND
406	23325 44313	3	   	260.26	DCR|3VULN|3DUR|1TLV|2LIT	149DUR|239VULN|5TLV|6MLV|79LIT|8RCR|9BPWR|aRPLT
407	23345 24332	3	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	19DUR|234VULN|5TLV|6ERES|7LIT|8RCR|aDMG
408	23416 53332	6	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	19DUR|247VULN|3ERES|5LIT|6TLV|8RCR|aDMG
409	23434 53332	6	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	19DUR|257VULN|3ERES|4LIT|6TLV|8RCR|aDMG
410	33322 36326	4	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	1LWND|23aVULN|4CGEN|5LHND|6aASPD|7RCR|8TLV|9aDMG|aBPWR
411	33323 36326	4	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	1LWND|23aVULN|4CGEN|5BEXP|6aASPD|7RCR|8TLV|9aDMG|aBPWR
412	23416 15312	6	   	260.21	DCR|4VULN|3DUR	179DUR|2479VULN|3ERES|5LIT|679MLV|79BPWR|8RCR|aFEWX
413	23416 35311	6	   	260.21	DCR|4VULN|3DUR	179DUR|2479VULN|3ERES|5LIT|679CGEN|79BPWR|8RCR|aLWND
414	23416 35313	6	   	260.21	DCR|4VULN|3DUR	179DUR|2479VULN|3ERES|5LIT|679CGEN|79BPWR|8RCR|aRPLT
415	23434 15312	6	   	260.21	DCR|4VULN|3DUR	179DUR|2579VULN|3ERES|4LIT|679MLV|79BPWR|8RCR|aFEWX
416	23434 35311	6	   	260.21	DCR|4VULN|3DUR	179DUR|2579VULN|3ERES|4LIT|679CGEN|79BPWR|8RCR|aLWND
417	23434 35313	6	   	260.21	DCR|4VULN|3DUR	179DUR|2579VULN|3ERES|4LIT|679CGEN|79BPWR|8RCR|aRPLT
418	63342 21163	7	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1FEWX|2359VULN|45BEXP|5BPWR|6TLV|7DMG|8DUR|aRCR
419	21245 24311	1	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aLWND
420	21245 24313	1	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aRPLT
421	23245 24311	2	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aLWND
422	23245 24313	2	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aRPLT
423	23325 24311	3	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	149DUR|239VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aLWND
424	23325 24313	3	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	149DUR|239VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aRPLT
425	23325 24316	3	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	149DUR|239VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aCGEN
426	11556 14123	1	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	1MBVNT|2RCVC|349VULN|5TLV|69aDUR|79LIT|8RCR|9BPWR
427	42362 52122	3	   	260.13	ACR|2VULN|3DUR|2DMG|2ASPD|1TLV|2LIT	1RCR|279DUR|37VULN|49ASPD|5TLV|67LIT|79BPWR|89DMG|aRMIN
428	23233 41526	9	 * 	260.11	ACR|5VULN|3DUR|2ASPD|1SELL	16aDUR|2467aVULN|3RPLT|5RCR|6aBPWR|8aASPD|9SELL
429	33412 36326	4	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	1LWND|24aVULN|3ERES|5LHND|6aASPD|7RCR|8TLV|9aDMG|aBPWR
430	33413 36326	4	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	1LWND|24aVULN|3ERES|5BEXP|6aASPD|7RCR|8TLV|9aDMG|aBPWR
431	33413 36326	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	1LWND|24aVULN|3ERES|5LHND|6aASPD|7RCR|8TLV|9aDMG|aBPWR
432	23416 15313	6	   	260.11	DCR|4VULN|3DUR|1NUKE	179DUR|2479VULN|3ERES|5LIT|679MLV|79BPWR|8RCR|aNUKE
433	23434 15313	6	   	260.11	DCR|4VULN|3DUR|1NUKE	179DUR|2579VULN|3ERES|4LIT|679MLV|79BPWR|8RCR|aNUKE
434	23341 65323	8	   	260.11	DCR|4VULN|3DUR	159DUR|239aVULN|4BEXP|6LIT|79CGEN|8RCR|9BPWR
435	23361 65323	8	   	260.11	DCR|4VULN|3DUR	159DUR|239aVULN|4FEWX|6LIT|79CGEN|8RCR|9BPWR
436	23342 26232	3	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2348VULN|5RPLT|6TLV|7DMG|9DMSP|aRCR
437	15334 41425	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1MBVNT|2TLV|357aVULN|45FEWX|5BPWR|6RCR|8DMG|9DUR
438	23231 26232	4	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2458VULN|3RPLT|6TLV|7DMG|9DMSP|aRCR
439	15141 38283	7	   	260.03	DCR|3VULN|3DUR|2TLV|1ASPD	1MBVNT|28TLV|358DUR|4RMIN|68aVULN|7RCR|8BPWR|9ASPD
440	23332 22622	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	157DUR|23aVULN|4ASPD|6ZMB|8DMG|9RCR
441	23332 62622	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	157DUR|23aVULN|4ASPD|6RMIN|8DMG|9RCR
442	42362 52123	3	   	260.03	ACR|2VULN|3DUR|2DMG|2ASPD|1TLV|2LIT	1RCR|279DUR|37VULN|49ASPD|5TLV|67LIT|79BPWR|89DMG|aDUST
443	21241 16314	1	   	260.01	DCR|4VULN|3DUR	139DUR|2459VULN|69LHND|7RCR|8TBNT|9BPWR|aLIT
444	23241 16314	2	   	260.01	DCR|4VULN|3DUR	139DUR|2459VULN|69LHND|7RCR|8TBNT|9BPWR|aLIT
445	23321 16314	3	   	260.01	DCR|4VULN|3DUR	149DUR|2359VULN|69LHND|7RCR|8TBNT|9BPWR|aLIT
446	23341 36314	6	   	260.01	DCR|4VULN|3DUR	159DUR|2369VULN|49BEXP|7RCR|8TBNT|9BPWR|aLIT
447	23361 36314	6	   	260.01	DCR|4VULN|3DUR	159DUR|2369VULN|49FEWX|7RCR|8TBNT|9BPWR|aLIT
448	12348 23425	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MBVNT|2DUR|367aVULN|4LWND|5TLV|8DMG|9RCR
449	23132 16164	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|269aVULN|3DMG|4FEWX|5TLV|7RCR|8DUST
450	15332 41425	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MBVNT|2TLV|357aVULN|4FEWX|6RCR|8DMG|9DUR
451	23111 46622	10	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	156DUR|28aVULN|3DMG|46ERES|6BPWR|7ASPD|9RCR
452	23331 33231	4	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	15aDUR|237VULN|4ASPD|6TBNT|8DMG|9RCR
453	23332 33231	5	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	15aDUR|237VULN|4ASPD|6TBNT|8DMG|9RCR
454	12238 51313	10	   	259.91	DCR|4VULN|3DUR	1MBVNT|269DUR|3RPLT|4567VULN|6BPWR|8LIT|aRCR
455	12238 52322	7	   	259.91	DCR|4VULN|3DUR	1MBVNT|269DUR|3RPLT|456aVULN|6BPWR|7RCR|8LIT
456	12238 52422	8	   	259.91	DCR|4VULN|3DUR	1MBVNT|269DUR|3RPLT|456aVULN|6BPWR|7RCR|8LIT
457	12238 52484	9	   	259.91	DCR|4VULN|3DUR	1MBVNT|26aDUR|3RPLT|4569VULN|6BPWR|7RCR|8LIT
458	12238 52532	8	   	259.91	DCR|4VULN|3DUR	1MBVNT|268DUR|3RPLT|456aVULN|6BPWR|7RCR|9LIT
459	21241 16132	1	   	259.91	DCR|4VULN|3DUR	138DUR|2459VULN|6LHND|7RCR|aLIT
460	23235 31462	8	   	259.91	DCR|4VULN|3DUR	156DUR|2478VULN|3RPLT|8BPWR|9RCR|aLIT
461	23235 31662	8	   	259.91	DCR|4VULN|3DUR	156DUR|2478VULN|3RPLT|9RCR|aLIT
462	23241 16132	2	   	259.91	DCR|4VULN|3DUR	138DUR|2459VULN|6LHND|7RCR|aLIT
463	23321 16132	3	   	259.91	DCR|4VULN|3DUR	148DUR|2359VULN|6LHND|7RCR|aLIT
464	23321 21664	3	   	259.91	DCR|4VULN|3DUR	14aDUR|2359VULN|6ZMB|7RCR|8LIT
465	23341 36136	6	   	259.91	DCR|4VULN|3DUR	158DUR|2369VULN|4BEXP|7RCR|aLIT
466	23341 63323	8	   	259.91	DCR|4VULN|3DUR	159DUR|239aVULN|4BEXP|6LIT|79ERES|8RCR|9BPWR
467	23351 44332	8	   	259.91	DCR|4VULN|3DUR	156DUR|236aVULN|4LEGI|6BPWR|7RCR|8RPLT|9LIT
468	23361 36136	6	   	259.91	DCR|4VULN|3DUR	158DUR|2369VULN|4FEWX|7RCR|aLIT
469	23361 63323	8	   	259.91	DCR|4VULN|3DUR	159DUR|239aVULN|4FEWX|6LIT|79ERES|8RCR|9BPWR
470	15322 41425	5	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1MBVNT|2TLV|357aVULN|4DUST|6RCR|8DMG|9DUR
471	15324 41425	5	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1MBVNT|2TLV|357aVULN|45DUST|5BPWR|6RCR|8DMG|9DUR
472	23132 66251	4	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	168DUR|28VULN|39DMG|4FEWX|58TLV|7RCR|8BPWR|aBEXP
473	23132 66252	4	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	168DUR|28VULN|39DMG|4FEWX|58TLV|7RCR|8BPWR|aCGEN
474	23132 66253	4	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	168DUR|28VULN|39DMG|4FEWX|58TLV|7RCR|8BPWR|aZMB
475	21233 44235	1	   	259.86	DCR|2VULN|3DUR|2DMG|2CDMG	136DUR|2aVULN|4aDMG|5aCDMG|7RPLT|8DMSP|9RCR|aBPWR
476	23233 44235	2	   	259.86	DCR|2VULN|3DUR|2DMG|2CDMG	136DUR|2aVULN|4aDMG|5aCDMG|7RPLT|8DMSP|9RCR|aBPWR
477	23351 26136	6	   	259.81	DCR|4VULN|3DUR	158DUR|2369VULN|4LEGI|7RCR|aLIT
478	23351 26314	6	   	259.81	DCR|4VULN|3DUR	159DUR|2369VULN|4LEGI|7RCR|8TBNT|9BPWR|aLIT
479	23336 11626	5	 * 	259.79	DCR|3VULN|3DUR|3ASPD	16aDUR|235VULN|45aASPD|5aBPWR|7RCR|8RMIN|9aDUST
480	23333 36265	6	   	259.79	DCR|4VULN|2DUR|2ASPD	18DUR|2389VULN|4aASPD|5BEXP|68MLV|7RCR|8BPWR
481	23221 35651	10	   	259.76	DCR|2VULN|3DMG|2DUR|2AART	1aDUR|2aVULN|3RPLT|45AART|6RCR|78aDMG|9RMIN|aBPWR
482	23336 11426	5	   	259.69	DCR|3VULN|3DUR|3ASPD|1NUKE	16aDUR|235VULN|45aASPD|5aBPWR|7RCR|8NUKE|9aDUST
483	23336 23252	7	   	259.69	DCR|4VULN|2DUR|2ASPD	19DUR|2358VULN|45ASPD|5BPWR|6ZMB|7RPLT|aRCR
484	23336 51252	7	   	259.69	DCR|4VULN|2DUR|2ASPD	19DUR|2358VULN|45ASPD|5BPWR|6RPLT|7MLV|aRCR
485	23336 52252	6	   	259.69	DCR|4VULN|2DUR|2ASPD	19DUR|2358VULN|45ASPD|5BPWR|6RPLT|7CGEN|aRCR
486	23336 53152	6	   	259.69	DCR|4VULN|2DUR|2ASPD	19DUR|2357VULN|45ASPD|5BPWR|6RPLT|8CGEN|aRCR
487	23336 63232	7	   	259.69	DCR|4VULN|2DUR|2ASPD	19DUR|2358VULN|45ASPD|5BPWR|6RMIN|7RPLT|aRCR
488	23413 36214	5	   	259.69	DCR|4VULN|2DUR|2ASPD	18DUR|248aVULN|3ERES|5BEXP|68ASPD|7RCR|8BPWR|9LWND
489	33111 66326	6	   	259.68	DCR|2VULN|3DUR|2ASPD|1DMG|1TLV	1LWND|2aVULN|3DMG|4ERES|56aDUR|7RCR|8TLV|9aASPD|aBPWR
