0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23484 31414	1	 * 	267.23	DCR|3VULN|3DUR|2TLV|2LIT	189DUR|2MBVNT|34LIT|568VULN|78TLV|8BPWR|aRCR
342	21564 12232	1	   	239.78	DCR|2VULN|2DMG|2DUR|1CDMG|1NUKE	1aDUR|2FEWX|3NUKE|4BELT|5aVULN|6RCR|7LIT|8CDMG|9aDMG|aBPWR
343	23433 41233	3	   	239.77	DCR|2VULN|3DUR|1TLV|1DMG	156DUR|2MLV|3DMG|456LWND|56BPWR|7TLV|8aVULN|9RCR
344	23633 41233	2	   	239.77	DCR|2VULN|3DUR|1TLV|1DMG	156DUR|2MLV|3DMG|456LWND|56BPWR|7TLV|8aVULN|9RCR
345	31425 23134	8	   	239.71	ACR|3VULN|2DMG|1TLV|1DUR|1AART	1RCR|2ASPD|38DMG|459VULN|6AART|7DUR|aTLV
346	36433 12251	9	 * 	239.71	ACR|3VULN|2DMG|3CDMG|1DUR|1AART	1RCR|25aVULN|3AART|49aCDMG|6DUR|7LIT|8aDMG|aBPWR
347	23143 42211	8	   	239.67	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37FEWX|4567VULN|7BPWR|8CDMG|9RCR|aLHND
348	23143 42212	10	   	239.67	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37FEWX|4567VULN|7BPWR|8CDMG|9CGEN|aRCR
349	23143 42212	8	   	239.67	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37aFEWX|4567VULN|7BPWR|8CDMG|9RCR
350	23143 42214	8	   	239.67	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37FEWX|4567VULN|7BPWR|8CDMG|9RCR|aLWND
351	23143 42513	10	   	239.67	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37FEWX|4567VULN|7BPWR|8CGEN|9RCR|aCDMG
352	36433 12124	7	   	239.66	ACR|4VULN|2DUR|2AART|2LIT|1CDMG	1RCR|2589VULN|3aAART|4CDMG|68DUR|78LIT|8BPWR
353	52113 41316	6	   	239.65	DCR|3VULN|1TLV|1DUR|2LIT	1RCVC|269VULN|3BEXP|4DUR|56LIT|6BPWR|7TLV|8RCR|aASPD
354	23135 16384	1	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2MBVNT|3CDMG|4AART|5RPLT|679VULN|8RCR|aTLV
355	23164 16384	1	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2MBVNT|3CDMG|479VULN|5AART|6RPLT|8RCR|aTLV
356	13344 21554	1	   	239.57	DCR|4VULN|2DUR|1CDMG	19LHND|2MBVNT|3LWND|4579VULN|69DUR|8RCR|9BPWR|aCDMG
357	23143 42213	8	   	239.57	DCR|4VULN|2DUR|1CDMG	17DUR|2MLV|37FEWX|4567VULN|7BPWR|8CDMG|9RCR|aERES
358	13344 71154	1	   	239.57	DCR|4VULN|2DUR|1CDMG	19LHND|2MBVNT|3LWND|4579VULN|6RCR|89DUR|9BPWR|aCDMG
359	16412 21521	8	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|2TLV|3DMG|456DUR|7BEXP|8RCR|9aVULN
360	16412 22521	8	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|2TLV|3DMG|456DUR|7FEWX|8RCR|9aVULN
361	16412 33131	7	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|2TLV|3DMG|458DUR|6aVULN|7RPLT|9RCR
362	24621 31316	5	   	239.55	DCR|3VULN|1TLV|1DUR|2LIT	1DUR|23LIT|4LWND|569VULN|7TLV|8RCR|aASPD
363	31432 62512	8	   	239.49	ACR|3VULN|2DMG|2TLV|2ASPD|1AART	1RCR|28ASPD|38DMG|4AART|5DUST|69aVULN|78TLV|8BPWR
364	12412 36523	10	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|2ERES|3DMG|459DUR|67VULN|8TLV|aRCR
365	23233 37427	1	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	15aDUR|2MBVNT|3BELT|45VULN|5BPWR|6BBNT|7RCR|8DMG|9TLV
366	23233 57427	1	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	15aDUR|2MBVNT|3BELT|45VULN|5BPWR|6TBNT|7RCR|8DMG|9TLV
367	24611 31316	5	   	239.45	DCR|3VULN|1TLV|1DUR|2LIT	1DUR|23LIT|4DUST|569VULN|7TLV|8RCR|aASPD
368	23341 22333	1	   	239.38	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3LWND|478VULN|57FEWX|6RCR|7BPWR|9TLV|aASPD
369	23342 22334	1	   	239.38	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3LWND|478VULN|57BEXP|6RCR|7BPWR|9TLV|aASPD
370	23352 22334	1	   	239.38	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3LWND|47BEXP|578VULN|6RCR|7BPWR|9TLV|aASPD
371	23562 22334	1	   	239.38	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3BEXP|47LWND|578VULN|6RCR|7BPWR|9TLV|aASPD
372	23862 22333	1	   	239.38	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3FEWX|47LWND|578VULN|6RCR|7BPWR|9TLV|aASPD
373	23321 41311	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2MLV|3aRMIN|4LIT|569VULN|6BPWR|7TLV|8RCR
374	23321 41313	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2aMLV|3RMIN|4LIT|569VULN|6BPWR|7TLV|8RCR
375	23321 41314	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2MLV|3RMIN|4LIT|569VULN|6BPWR|7TLV|8RCR|aCGEN
376	23321 41315	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2MLV|3RMIN|4LIT|569VULN|6BPWR|7TLV|8RCR|aFEWX
377	24333 41311	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2LIT|35BEXP|469VULN|6BPWR|7TLV|8RCR|aRMIN
378	24333 41312	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2LIT|35BEXP|469VULN|6BPWR|7TLV|8RCR|aBELT
379	24333 41314	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2LIT|35BEXP|469VULN|6BPWR|7TLV|8RCR|aCGEN
380	24333 41315	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|2LIT|35BEXP|469VULN|6BPWR|7TLV|8RCR|aFEWX
381	25321 41311	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|23LHND|4LIT|569VULN|6BPWR|7TLV|8RCR|aRMIN
382	25321 41312	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|23LHND|4LIT|569VULN|6BPWR|7TLV|8RCR|aBELT
383	25321 41314	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|23LHND|4LIT|569VULN|6BPWR|7TLV|8RCR|aCGEN
384	25321 41315	6	   	239.38	DCR|3VULN|2DUR|1TLV	16DUR|23LHND|4LIT|569VULN|6BPWR|7TLV|8RCR|aBEXP
385	54121 41311	6	   	239.38	DCR|3VULN|2DUR|1TLV	1RCVC|26DUR|3BEXP|4LIT|569VULN|6BPWR|7TLV|8RCR|aRMIN
386	54121 41312	6	   	239.38	DCR|3VULN|2DUR|1TLV	1RCVC|26DUR|3BEXP|4LIT|569VULN|6BPWR|7TLV|8RCR|aBELT
387	23352 22353	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3aLWND|479BEXP|5789VULN|6RCR|79BPWR
388	23352 22354	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479BEXP|5789VULN|6RCR|79BPWR|aRMIN
389	23352 22355	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479BEXP|5789VULN|6RCR|79BPWR|aCGEN
390	23352 22356	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479BEXP|5789VULN|6RCR|79BPWR|aLHND
391	23562 22353	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3BEXP|479LWND|5789VULN|6RCR|79BPWR|aLHND
392	23862 22353	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3FEWX|479LWND|5789VULN|6RCR|79BPWR|aLHND
393	23341 22353	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3aLWND|4789VULN|579FEWX|6RCR|79BPWR
394	23341 22354	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579FEWX|6RCR|79BPWR|aRMIN
395	23341 22355	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579FEWX|6RCR|79BPWR|aCGEN
396	23341 22356	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579FEWX|6RCR|79BPWR|aLHND
397	23342 22353	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3aLWND|4789VULN|579BEXP|6RCR|79BPWR
398	23342 22354	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579BEXP|6RCR|79BPWR|aRMIN
399	23342 22355	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579BEXP|6RCR|79BPWR|aCGEN
400	23342 22356	1	   	239.35	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579BEXP|6RCR|79BPWR|aLHND
401	14635 31311	5	   	239.28	DCR|3VULN|2DUR|1TLV	1LHND|2LIT|35DUR|469VULN|7TLV|8RCR|aRMIN
402	14635 31312	5	   	239.28	DCR|3VULN|2DUR|1TLV	1LHND|2LIT|35DUR|469VULN|7TLV|8RCR|aBELT
403	14636 31332	4	   	239.28	DCR|3VULN|2DUR|1TLV	1LHND|2LIT|3aDUR|456VULN|7TLV|8RCR|9BEXP
404	23233 28572	1	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2MBVNT|3BELT|457VULN|5BPWR|6ASPD|8RCR|9TLV|aLWND
405	23233 28573	1	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2MBVNT|3BELT|457VULN|5BPWR|6ASPD|8RCR|9TLV|aRPLT
406	24235 31311	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3FEWX|469VULN|7TLV|8RCR|aRMIN
407	24235 31312	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3FEWX|469VULN|7TLV|8RCR|aBELT
408	24235 31314	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3FEWX|469VULN|7TLV|8RCR|aCGEN
409	24235 31315	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3FEWX|469VULN|7TLV|8RCR|aBEXP
410	24313 31311	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5FEWX|7TLV|8RCR|aRMIN
411	24313 31312	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5FEWX|7TLV|8RCR|aBELT
412	24313 31314	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5FEWX|7TLV|8RCR|aCGEN
413	24313 31315	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5FEWX|7TLV|8RCR|aBEXP
414	24315 31311	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LWND|7TLV|8RCR|aRMIN
415	24315 31312	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LWND|7TLV|8RCR|aBELT
416	24315 31314	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LWND|7TLV|8RCR|aCGEN
417	24315 31315	1	   	239.28	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LWND|7TLV|8RCR|aBEXP
418	24335 31311	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3BEXP|469VULN|7TLV|8RCR|aRMIN
419	24335 31312	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3BEXP|469VULN|7TLV|8RCR|aBELT
420	24335 31314	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3BEXP|469VULN|7TLV|8RCR|aCGEN
421	24335 31315	5	   	239.28	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3BEXP|469VULN|7TLV|8RCR|aFEWX
422	26421 41311	6	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2DUST|3DMSP|4LIT|569VULN|6BPWR|7TLV|8RCR|aRMIN
423	26421 41312	6	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2DUST|3DMSP|4LIT|569VULN|6BPWR|7TLV|8RCR|aBELT
424	53241 41311	6	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2LEGI|3LIT|46DUR|569VULN|6BPWR|7TLV|8RCR|aRMIN
425	53241 41312	6	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2LEGI|3LIT|46DUR|569VULN|6BPWR|7TLV|8RCR|aBELT
426	22321 41312	6	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2ERES|3RMIN|4LIT|569VULN|6BPWR|7MLV|8RCR|aTLV
427	23321 41312	6	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2MLV|3RMIN|4LIT|569VULN|6BPWR|7TLV|8RCR|aTBNT
428	23321 42312	7	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2MLV|3RMIN|4LIT|569VULN|6BPWR|7ERES|8RCR|aTLV
429	25143 31316	7	   	239.28	DCR|3VULN|2DUR|1TLV	16DUR|2LHND|3CGEN|459VULN|7LIT|8RCR|aTLV
430	53123 16511	2	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2LEGI|35DUR|459VULN|5BPWR|6LHND|7LIT|8TLV|aRCR
431	52115 32521	10	   	239.25	DCR|3VULN|2TLV|2DUR	1RCVC|259VULN|3BEXP|49DUR|6ZMB|7MLV|89TLV|9BPWR|aRCR
432	23143 42512	10	   	239.25	DCR|4VULN|3DUR	17aDUR|2MLV|37FEWX|4567VULN|7BPWR|8CGEN|9RCR
433	23352 22357	1	   	239.25	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479BEXP|5789VULN|6RCR|79BPWR|aDUST
434	23562 22354	1	   	239.25	DCR|4VULN|3DUR	179DUR|2MBVNT|3BEXP|479LWND|5789VULN|6RCR|79BPWR|aTBNT
435	23862 22354	1	   	239.25	DCR|4VULN|3DUR	179DUR|2MBVNT|3FEWX|479LWND|5789VULN|6RCR|79BPWR|aTBNT
436	23341 22357	1	   	239.25	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579FEWX|6RCR|79BPWR|aDUST
437	23342 22357	1	   	239.25	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|4789VULN|579BEXP|6RCR|79BPWR|aDUST
438	21135 14522	10	 * 	239.21	ACR|3VULN|3DMG|3DUR	169DUR|2RCR|3CGEN|4RMIN|59aVULN|789DMG|9BPWR
439	23344 71158	1	   	239.18	DCR|3VULN|2DUR|1TLV	18DUR|2MBVNT|3LWND|457VULN|6RCR|9TLV|aLIT
440	23312 22333	1	   	239.18	DCR|3VULN|2DUR|1TLV	17DUR|2MBVNT|3LWND|47DUST|578VULN|6RCR|7BPWR|9TLV|aASPD
441	24236 31352	1	   	239.18	DCR|3VULN|2DUR|1TLV	1aDUR|256VULN|3FEWX|4LIT|7TLV|8RCR|9BBNT
442	24236 31352	4	   	239.18	DCR|3VULN|2DUR|1TLV	1aDUR|2LIT|3FEWX|456VULN|7TLV|8RCR|9BBNT
443	24316 31311	1	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LEGI|7TLV|8RCR|aRMIN
444	24316 31312	1	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LEGI|7TLV|8RCR|aBELT
445	24316 31314	1	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LEGI|7TLV|8RCR|aCGEN
446	24316 31315	1	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|269VULN|4LIT|5LEGI|7TLV|8RCR|aBEXP
447	24336 31352	4	   	239.18	DCR|3VULN|2DUR|1TLV	1aDUR|2LIT|3BEXP|456VULN|7TLV|8RCR|9BBNT
448	24433 31311	4	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aRMIN
449	24433 31312	4	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aBELT
450	24433 31314	4	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aCGEN
451	24433 31315	4	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aFEWX
452	24435 31311	5	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aRMIN
453	24435 31312	5	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3DUST|469VULN|7TLV|8RCR|aBELT
454	24535 31311	5	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3LEGI|469VULN|7TLV|8RCR|aRMIN
455	24535 31312	5	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|3LEGI|469VULN|7TLV|8RCR|aBELT
456	24536 31332	4	   	239.18	DCR|3VULN|2DUR|1TLV	1aDUR|2LIT|3LEGI|456VULN|7TLV|8RCR|9BEXP
457	24623 31311	2	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|369VULN|4DUST|7TLV|8RCR|aRMIN
458	24623 31312	2	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|369VULN|4DUST|7TLV|8RCR|aBELT
459	24623 31314	2	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|369VULN|4DUST|7TLV|8RCR|aCGEN
460	24623 31315	2	   	239.18	DCR|3VULN|2DUR|1TLV	15DUR|2LIT|369VULN|4DUST|7TLV|8RCR|aFEWX
461	26143 31316	7	   	239.18	DCR|3VULN|2DUR|1TLV	16DUR|2DUST|3CGEN|459VULN|7LIT|8RCR|aTLV
462	26521 31311	5	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|23DUST|3BPWR|4LIT|569VULN|7TLV|8RCR|aRMIN
463	26521 31312	5	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|23DUST|3BPWR|4LIT|569VULN|7TLV|8RCR|aBELT
464	26521 31314	5	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|23DUST|3BPWR|4LIT|569VULN|7TLV|8RCR|aCGEN
465	26521 31315	5	   	239.18	DCR|3VULN|2DUR|1TLV	13DUR|23DUST|3BPWR|4LIT|569VULN|7TLV|8RCR|aFEWX
466	26621 41311	6	   	239.18	DCR|3VULN|2DUR|1TLV	16DUR|23DUST|4LIT|569VULN|6BPWR|7TLV|8RCR|aRMIN
467	26621 41312	6	   	239.18	DCR|3VULN|2DUR|1TLV	16DUR|23DUST|4LIT|569VULN|6BPWR|7TLV|8RCR|aBELT
468	25212 61433	6	   	239.15	DCR|3VULN|2TLV|2DUR|1NUKE	19DUR|27LHND|3RPLT|49aVULN|5NUKE|6RCR|89TLV|9BPWR
469	23344 74251	1	   	239.15	DCR|4VULN|3DUR	189DUR|2MBVNT|3LWND|459aVULN|6RCR|79BEXP|9BPWR
470	13542 21551	1	   	239.15	DCR|4VULN|3DUR	19LHND|2MBVNT|3BEXP|4579VULN|69aDUR|8RCR|9BPWR
471	23233 81838	1	   	239.15	DCR|4VULN|3DUR	156DUR|2MBVNT|3BELT|4567VULN|56BPWR|89FEWX|aRCR
472	23341 22381	1	   	239.15	DCR|4VULN|3DUR	17aDUR|2MBVNT|3LWND|4789VULN|57FEWX|6RCR|7BPWR
473	23344 36551	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3LWND|4569VULN|79FEWX|8RCR|9BPWR
474	23344 71451	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3LWND|4579VULN|6RCR|89BEXP|9BPWR
475	23344 74351	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3LWND|4589VULN|6RCR|79BEXP|9BPWR
476	23542 34551	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3BEXP|4569VULN|79FEWX|8RCR|9BPWR
477	23744 71451	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3LHND|4579VULN|6RCR|89BEXP|9BPWR
478	23842 71451	1	   	239.15	DCR|4VULN|3DUR	19aDUR|2MBVNT|3FEWX|4579VULN|6RCR|89BEXP|9BPWR
479	23862 22381	1	   	239.15	DCR|4VULN|3DUR	17aDUR|2MBVNT|3FEWX|47LWND|5789VULN|6RCR|7BPWR
480	23341 22221	1	   	239.15	DCR|4VULN|3DUR	178DUR|2MBVNT|3LWND|479aVULN|57FEWX|6RCR|7BPWR
481	23341 28351	1	   	239.15	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|489aVULN|59FEWX|6RCR|9BPWR
482	23342 22221	1	   	239.15	DCR|4VULN|3DUR	178DUR|2MBVNT|3LWND|479aVULN|57BEXP|6RCR|7BPWR
483	23342 28351	1	   	239.15	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|489aVULN|59BEXP|6RCR|9BPWR
484	23344 26551	1	   	239.15	DCR|4VULN|3DUR	169DUR|2MBVNT|3LWND|459aVULN|79FEWX|8RCR|9BPWR
485	23352 22221	1	   	239.15	DCR|4VULN|3DUR	178DUR|2MBVNT|3LWND|47BEXP|579aVULN|6RCR|7BPWR
486	23352 28351	1	   	239.15	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|49BEXP|589aVULN|6RCR|9BPWR
487	23542 24551	1	   	239.15	DCR|4VULN|3DUR	169DUR|2MBVNT|3BEXP|459aVULN|79FEWX|8RCR|9BPWR
488	23562 22221	1	   	239.15	DCR|4VULN|3DUR	178DUR|2MBVNT|3BEXP|47LWND|579aVULN|6RCR|7BPWR
489	23862 22221	1	   	239.15	DCR|4VULN|3DUR	178DUR|2MBVNT|3FEWX|47LWND|579aVULN|6RCR|7BPWR
490	53123 46121	2	   	239.15	DCR|4VULN|3DUR	1RCVC|2LEGI|356DUR|456aVULN|56BPWR|7RCR|8BEXP|9LHND
491	13542 71151	1	   	239.15	DCR|4VULN|3DUR	19LHND|2MBVNT|3BEXP|4579VULN|6RCR|89aDUR|9BPWR
492	25212 61336	7	   	239.05	DCR|3VULN|3TLV|2DUR|1NUKE	19DUR|2LHND|3RPLT|49aVULN|5NUKE|6RCR|789TLV|9BPWR
493	23233 81148	1	   	239.05	DCR|4VULN|3DUR|1NUKE	156DUR|2MBVNT|3BELT|4567VULN|56BPWR|8CGEN|9NUKE|aRCR
494	23233 88231	1	   	239.05	DCR|4VULN|3DUR	156DUR|2MBVNT|39BELT|4568VULN|568BPWR|7BBNT|aRCR
495	23233 88281	1	   	239.05	DCR|4VULN|3DUR	156DUR|2MBVNT|3BELT|4568VULN|568BPWR|7BBNT|9RCR|aCGEN
496	23233 88283	1	   	239.05	DCR|4VULN|3DUR	156DUR|2MBVNT|3BELT|4568VULN|568BPWR|7BBNT|9RCR|aRPLT
497	23233 88284	1	   	239.05	DCR|4VULN|3DUR	156DUR|2MBVNT|3BELT|4568VULN|568BPWR|7BBNT|9RCR|aLWND
498	23312 22353	1	   	239.05	DCR|4VULN|3DUR	179DUR|2MBVNT|3aLWND|479DUST|5789VULN|6RCR|79BPWR
499	23312 22354	1	   	239.05	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479DUST|5789VULN|6RCR|79BPWR|aRMIN
500	23312 22355	1	   	239.05	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479DUST|5789VULN|6RCR|79BPWR|aCGEN
501	23312 22356	1	   	239.05	DCR|4VULN|3DUR	179DUR|2MBVNT|3LWND|479DUST|5789VULN|6RCR|79BPWR|aLHND
502	26212 61336	7	   	238.95	DCR|3VULN|3TLV|2DUR|1NUKE	19DUR|2DUST|3RPLT|49aVULN|5NUKE|6RCR|789TLV|9BPWR
503	26212 63336	6	   	238.95	DCR|3VULN|3TLV|2DUR|1NUKE	19DUR|2DUST|3RPLT|49aVULN|5NUKE|6RCR|789TLV|9BPWR
504	23344 75251	1	   	238.95	DCR|4VULN|3DUR	189DUR|2MBVNT|3LWND|459aVULN|6RCR|79DUST|9BPWR
505	23233 81448	1	   	238.95	DCR|4VULN|3DUR|1NUKE	156DUR|2MBVNT|3BELT|4567VULN|56BPWR|8ERES|9NUKE|aRCR
506	23312 22381	1	   	238.95	DCR|4VULN|3DUR	17aDUR|2MBVNT|3LWND|47DUST|5789VULN|6RCR|7BPWR
507	23344 75351	1	   	238.95	DCR|4VULN|3DUR	19aDUR|2MBVNT|3LWND|4589VULN|6RCR|79DUST|9BPWR
508	24323 52261	1	   	238.95	DCR|4VULN|3DUR	136DUR|2467VULN|5RMIN|6BPWR|8MBVNT|9BBNT|aRCR
509	23312 22221	1	   	238.95	DCR|4VULN|3DUR	178DUR|2MBVNT|3LWND|47DUST|579aVULN|6RCR|7BPWR
510	36125 36231	10	 * 	238.75	ACR|5VULN|2DMG|2CDMG	1RCR|2589aVULN|3CGEN|49DMG|69CDMG|7MBVNT|9BPWR
511	33228 84711	1	   	238.61	ACR|2VULN|3DUR|2DMG|1TLV|1CDMG	1RCR|2MBVNT|38VULN|4BELT|5CDMG|68DMG|78aDUR|8BPWR|9TLV
512	36433 22221	9	   	238.47	ACR|4VULN|2DMG|2CDMG|1AART	1RCR|259aVULN|3AART|4aCDMG|6BEXP|7LIT|8aDMG|aBPWR
513	36433 42221	9	   	238.47	ACR|4VULN|2DMG|2CDMG|1AART	1RCR|259aVULN|3AART|4aCDMG|6LIT|7FEWX|8aDMG|aBPWR
514	36433 12141	7	   	238.41	ACR|4VULN|2DUR|2CDMG|2LIT|1AART	1RCR|258aVULN|3AART|4aCDMG|68DUR|78LIT|8aBPWR|9aZMB
515	36433 32336	6	   	238.38	ACR|3VULN|1TLV|2CDMG|2ASPD|1DUR|1AART	1RCR|257VULN|3AART|47CDMG|67ASPD|7BPWR|8DUR|9LIT|aTLV
516	36451 23311	9	   	238.37	ACR|4VULN|2DMG|2CDMG|1AART	1RCR|257aVULN|3AART|4LIT|6aDMG|8LEGI|9aCDMG|aBPWR
517	21123 53413	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2FEWX|3CDMG|4LHND|5ASPD|68aVULN|7TLV|9RCR
518	22613 31325	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2RCVC|36aVULN|4LIT|5FEWX|7TLV|8RCR|9CDMG
519	22615 31325	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2RCVC|36aVULN|4LIT|5LWND|7TLV|8RCR|9CDMG
520	23143 41324	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2MLV|3FEWX|456VULN|7LIT|8RCR|9CDMG|aTLV
521	23321 31325	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|2MLV|3RMIN|4LIT|56aVULN|7TLV|8RCR|9CDMG
522	24236 31323	1	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1DUR|256VULN|3FEWX|4LIT|7TLV|8RCR|9CDMG|aMLV
