0	Index      	 *	Score 	Summary	Detail	
1	41162 22512	 * 	233.20	ACR|1BASARM|2ASPD|2DMG|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7DUR|8CDMG|9MBVNT|aBASARM
323	32453 41132	 * 	205.23	ACR|1BASARM|2VULN|1DMG|1ASPD|1SELL	1AEMAG|2SELL|3RCR|4DMG|5LWND|6ASPD|79VULN|8BASARM|aLIT
324	32463 11136	 * 	205.23	ACR|1BASARM|2VULN|1ASPD|1DMG|1SELL	1AEMAG|2SELL|3RCR|4ASPD|5LWND|6RMIN|79VULN|8BASARM|aDMG
325	41242 42223	   	205.16	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1LWND|2RCR|3AART|4AAC|5BEXP|6CDMG|7BASARM|8AEFBLL|9LIT|aDMG
326	32413 41136	 * 	205.13	ACR|1BASARM|2VULN|1DMG|1ASPD|1SELL	1AEMAG|2SELL|3RCR|4AAC|5LWND|6ASPD|79VULN|8BASARM|aDMG
327	32453 41133	 * 	205.13	ACR|1BASARM|2VULN|1DMG|1ASPD|1SELL	1AEMAG|2SELL|3RCR|4DMG|5LWND|6ASPD|79VULN|8BASARM|aAME
328	41121 22426	   	204.99	ACR|3DMG|2BEXP|1AART|1CDMG	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ZMB|8AAC|9AART|aCDMG
329	32453 41131	 * 	204.98	ACR|1BASARM|2VULN|1DMG|1ASPD|2SELL	1AEMAG|2aSELL|3RCR|4DMG|5LWND|6ASPD|79VULN|8BASARM
330	41122 22112	   	204.92	ACR|2ASPD|2DMG|2CDMG|1AART	1aLWND|2RCR|34DMG|5AART|6aASPD|7RPLT|8MBVNT|9aCDMG|aBPWR
331	41411 32314	 * 	204.91	ACR|1BASARM|3BEXP|1ASPD	1LWND|2RCR|367BEXP|4ASPD|5RMIN|8RPLT|9RCVC|aBASARM
332	41122 21116	   	204.88	ACR|3DMG|1ASPD|1AART|1BEXP|1AAC	17LWND|2RCR|348DMG|5AART|6ASPD|9AAC|aBEXP
333	41122 53333	   	204.78	ACR|3DMG|1ASPD|1AART|1BEXP|1AAC	1LWND|2RCR|346DMG|5AART|7LSRICY|8BEXP|9AAC|aASPD
334	41122 56333	   	204.78	ACR|3DMG|1ASPD|1BEXP|1AART|1AAC	1LWND|2RCR|346DMG|5AART|7SNITOX|8BEXP|9AAC|aASPD
335	41161 33431	   	204.76	ACR|2DMG|1VULN|1ASPD|2CDMG|1BEXP	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6VULN|79CDMG|8DLOT|9BPWR|aBEXP
336	41153 11136	   	204.70	ACR|3VULN|2AART|1DMG|1CDMG	1LWND|2RCR|3DMG|49AART|567VULN|8LEGI|aCDMG
337	41233 44311	 * 	204.69	ACR|2BEXP|2AART|1VULN|1ASPD|1CDMG	1LWND|2RCR|37AART|4RCVC|5CDMG|68BEXP|9VULN|aASPD
338	41132 25162	   	204.43	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4FEWX|5ASPD|68CDMG|7DUR|9RMIN|aBASARM
339	41161 28232	   	204.33	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4ASPD|5MBVNT|67CDMG|8ZMB|9FEWX|aBASARM
340	41161 28242	   	204.33	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4ASPD|5MBVNT|67CDMG|8ZMB|9BASARM|aDUR
341	41161 28244	   	204.33	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4ASPD|5MBVNT|67CDMG|8ZMB|9BASARM|aLHND
342	41132 43162	   	204.33	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4FEWX|5ASPD|6DUST|78CDMG|9RMIN|aBASARM
343	41162 25111	   	204.29	ACR|3DMG|2ASPD|1VULN	1LWND|2RCR|367DMG|46ASPD|5NUKE|6BPWR|8VULN|9LHND|aAEFBLL
344	41162 25112	   	204.29	ACR|3DMG|2ASPD|1VULN	1LWND|2RCR|367DMG|46ASPD|5NUKE|6BPWR|8VULN|9LHND|aERES
345	41162 25121	   	204.29	ACR|3DMG|2ASPD|1VULN	1LWND|2RCR|367DMG|46ASPD|5NUKE|6BPWR|8VULN|9DUR|aAEFBLL
346	41162 25122	   	204.29	ACR|3DMG|2ASPD|1VULN	1LWND|2RCR|367DMG|46ASPD|5NUKE|6BPWR|8VULN|9DUR|aERES
347	41161 28222	   	204.23	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4ASPD|5MBVNT|67CDMG|8ZMB|9DUST|aBASARM
348	41161 28241	   	204.23	ACR|1BASARM|1ASPD|1DMG|2CDMG	1LWND|2RCR|3DMG|4ASPD|5MBVNT|67CDMG|8ZMB|9BASARM|aMSLREG
349	41121 21524	   	204.22	ACR|3DMG|3BEXP|1VULN	1aLWND|2RCR|346DMG|56aBEXP|6aBPWR|7VULN|8LHND|9aDUR
350	41162 25132	   	204.19	ACR|3DMG|2ASPD|1VULN	1LWND|2RCR|367DMG|46ASPD|5NUKE|6BPWR|8VULN|9ERES|aTLV
351	41125 33311	   	204.18	ACR|2VULN|2DMG|2BEXP|1CDMG	1LWND|2RCR|34DMG|5aVULN|69BEXP|7CDMG|8LHND
352	41121 31531	   	204.08	ACR|2DMG|2VULN|2BEXP|1CDMG	1LWND|2RCR|34DMG|57BEXP|6DUST|8CDMG|9aVULN
353	41125 33122	   	204.08	ACR|2VULN|2DMG|2BEXP|1CDMG	1LWND|2RCR|34DMG|59VULN|6aBEXP|7CDMG|8ERES
354	41125 33632	   	204.08	ACR|2VULN|2DMG|2BEXP|1CDMG	1LWND|2RCR|34DMG|59VULN|6aBEXP|7CDMG|8DUST
355	41125 34332	   	204.08	ACR|2VULN|2DMG|2BEXP|1CDMG	1LWND|2RCR|34DMG|59VULN|6aBEXP|7DUST|8CDMG
356	41412 31531	   	204.08	ACR|2ASPD|2VULN|2BEXP|1CDMG	1LWND|2RCR|37BEXP|45ASPD|6DUST|8CDMG|9aVULN
357	41121 21331	   	204.02	ACR|3DMG|3BEXP|1VULN	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7VULN|8RPLT|9RMIN
358	41412 21331	   	204.02	ACR|3ASPD|3BEXP|1VULN	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7VULN|8RPLT|9RMIN
359	32463 21341	   	203.95	ACR|1BASARM|2ASPD|1BEXP|1CDMG|1SELL	1AEMAG|2SELL|3RCR|49ASPD|5LWND|6CDMG|7DMSP|8BEXP|aBASARM
360	32463 23341	   	203.95	ACR|1BASARM|2ASPD|1BEXP|1CDMG|1SELL	1AEMAG|2SELL|3RCR|49ASPD|57LWND|6CDMG|8BEXP|aBASARM
361	41121 21242	   	203.92	ACR|3DMG|3BEXP|1VULN	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7VULN|8FEWX|9FLTARM
362	41121 26131	   	203.92	ACR|3DMG|3BEXP|1VULN	17LWND|2RCR|346DMG|56aBEXP|6BPWR|8VULN|9ERES
363	41121 26161	   	203.92	ACR|3DMG|3BEXP|1VULN	17LWND|2RCR|346DMG|56aBEXP|6BPWR|8VULN|9TLV
364	41412 21242	   	203.92	ACR|3ASPD|3BEXP|1VULN	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7VULN|8FEWX|9FLTARM
365	41412 26131	   	203.92	ACR|3ASPD|3BEXP|1VULN	17LWND|2RCR|36aBEXP|456ASPD|6BPWR|8VULN|9ERES
366	41162 24211	   	203.66	ACR|2ASPD|2DMG|1VULN|1AART	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7VULN|8DUR|9CGEN|aAART
367	41162 24311	   	203.66	ACR|2ASPD|2DMG|1VULN|1AART	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7VULN|8FEWX|9CGEN|aAART
368	41153 13631	   	203.47	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1LWND|2RCR|3DMG|49AART|56VULN|7CDMG|8BEXP|aDUST
369	41153 13632	   	203.47	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1LWND|2RCR|3DMG|49AART|56VULN|7CDMG|8BEXP|aMDPS
370	41153 13633	   	203.47	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1LWND|2RCR|3DMG|49AART|56VULN|7CDMG|8BEXP|aDLOT
371	41243 12622	   	203.47	ACR|2VULN|2AART|1ASPD|1BEXP|1CDMG	1LWND|2RCR|3aAART|4AAC|56VULN|7ASPD|8BEXP|9CDMG
372	41233 25232	   	203.21	ACR|1BASARM|1VULN|2AART|1CDMG	1LWND|2RCR|39AART|4RCVC|5CDMG|6DUST|7VULN|8ZMB|aBASARM
373	41233 25432	   	203.21	ACR|1BASARM|1VULN|2AART|1CDMG	1LWND|2RCR|39AART|4RCVC|5CDMG|6DUST|7VULN|8RMIN|aBASARM
