0	Index      	 *	Score 	Summary	Detail	
1	12354 53333	 * 	186.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aDMG
330	33526 62213	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	1BELT|28DUST|3ERES|4AART|5RCR|6DMG|7aVULN|9CDMG
331	16523 22242	   	157.79	ACR|2VULN|1AART|2ZMB|1CDMG	19CGEN|2BELT|3RCR|4AART|59VULN|6DUST|7CDMG|89ZMB|9BPWR|aFEWX
332	32111 14152	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|48VULN|5DUR|6ZMB|7DMG|9MLV|aRCR
333	12356 32431	   	157.69	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|23VULN|4CDMG|5ASPD|6ZMB|7DUR|8AART|9RCR|aBEXP
334	12356 32432	   	157.69	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|23VULN|4CDMG|5ASPD|6ZMB|7DUR|8AART|9RCR|aFEWX
335	32111 14122	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|48VULN|5DUR|6ZMB|7DMG|9ERES|aRCR
336	33111 14152	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3AART|48VULN|5DUR|6ZMB|7DMG|9MLV|aRCR
337	12351 55211	 * 	157.64	DCR|3VULN|1DMG|2CDMG	157CGEN|238VULN|49CDMG|6RCR|aDMG
338	33111 14122	   	157.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3AART|48VULN|5DUR|6ZMB|7DMG|9ERES|aRCR
339	12111 26216	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|8aDMG|9LWND
340	12111 26236	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|8aDMG|9LHND
341	12111 26261	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG|aFEWX
342	12111 26263	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG|aLHND
343	12111 26265	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG|aLWND
344	12111 26336	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|8LWND|9aDMG
345	12112 26451	 * 	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1CGEN|24VULN|3ASPD|5FEWX|6RCR|7aZMB|8DMG|9CDMG
346	12111 26221	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|8aDMG|9ERES
347	12111 26264	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG|aCANHEL
348	12112 26421	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|5FEWX|6RCR|7ZMB|8aDMG|9ERES
349	12356 32433	   	157.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1CGEN|23VULN|4CDMG|5ASPD|6ZMB|7DUR|8AART|9RCR|aSELL
350	33436 34133	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2DUST|3DMG|4ASPD|5ZMB|6CDMG|7RCR|8FEWX|9AART|aVULN
351	21344 22433	   	157.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1VENICY|26ASPD|3DUR|4BEXP|56VULN|6BPWR|7FEWX|8AART|9DMG|aRCR
352	51123 22413	 * 	157.26	DCR|2DMG|1AART|3ASPD|2DUR	19DUR|2ERES|359ASPD|4LWND|6RCR|7TLV|89DMG|9BPWR|aAART
353	13113 26141	   	157.25	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1CGEN|2DUR|35ASPD|4aVULN|6RCR|7ZMB|8BEXP|9AART
354	13113 26541	   	157.25	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1CGEN|2DUR|35ASPD|4aVULN|6RCR|7ZMB|8FEWX|9AART
355	32116 26311	   	157.22	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|27BEXP|38AART|47VULN|5RCR|67FEWX|7BPWR|9CDMG|aDUR
356	13113 26641	   	157.15	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1CGEN|2DUR|35ASPD|4aVULN|6RCR|7ZMB|8DUST|9AART
357	51113 26141	   	157.15	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2ERES|35ASPD|4aVULN|6RCR|7ZMB|8BEXP|9AART
358	32116 23311	   	157.02	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2BEXP|38AART|47VULN|5RCR|6FEWX|9CDMG|aDUR
359	32125 42112	   	157.02	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2BEXP|34AART|5RCR|6DUR|78VULN|9CDMG|aRMIN
360	32125 42114	   	157.02	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2BEXP|34AART|5RCR|6DUR|78VULN|9CDMG|aLHND
361	32125 42116	   	157.02	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2BEXP|34AART|5RCR|6DUR|78VULN|9CDMG|aFEWX
362	32125 22111	   	157.02	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2BEXP|34AART|5RCR|6FEWX|78VULN|9CDMG|aDUR
363	32422 36362	   	157.01	DCR|2VULN|2DMG|1AART	1BELT|29BEXP|39DMG|4AART|5FEWX|6RCVC|7LWND|89VULN|9BPWR|aRCR
364	12361 11626	   	157.01	DCR|3VULN|1AART|2ASPD|1DUR	1CGEN|237VULN|4DUR|5TLV|6aASPD|8RCR|9AART
365	33125 22111	   	156.92	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|34AART|5RCR|6FEWX|78VULN|9CDMG|aDUR
366	33125 42112	   	156.92	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|34AART|5RCR|6DUR|78VULN|9CDMG|aRMIN
367	33125 42114	   	156.92	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|34AART|5RCR|6DUR|78VULN|9CDMG|aLHND
368	33125 42115	   	156.92	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|34AART|5RCR|6DUR|78VULN|9CDMG|aBEXP
369	33125 42116	   	156.92	ACR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|34AART|5RCR|6DUR|78VULN|9CDMG|aFEWX
370	32424 21362	   	156.91	DCR|2VULN|2DMG|1AART	1BELT|29BEXP|39DMG|4AART|57LWND|6DUST|89VULN|9BPWR|aRCR
371	32116 13116	   	156.85	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BELT|2BEXP|3aAART|4VULN|5RCR|6ZMB|7DUR|8DMG|9RMIN
372	32116 14332	   	156.85	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9FEWX|aDUR
373	32116 14342	   	156.85	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9LHND|aDUR
374	32116 12541	   	156.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|29BEXP|3AART|49VULN|5RCR|6ZMB|7CDMG|89CGEN|9BPWR|aDUR
