0	Index      	 *	Score 	Summary	Detail	
1	14123 63211	 * 	194.84	ACR|3VULN|2DMG|1AART|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aAART
326	66121 31311	   	166.63	ACR|5VULN|1DMG	1RCVC|23678VULN|4RCR|5BELT|9DMG|aFEWX
327	66121 31312	   	166.63	ACR|5VULN|1DMG	1RCVC|23678VULN|4RCR|5BELT|9DMG|aBEXP
328	66121 31314	   	166.63	ACR|5VULN|1DMG	1RCVC|23678VULN|4RCR|5BELT|9DMG|aCGEN
329	66121 31315	   	166.63	ACR|5VULN|1DMG	1RCVC|23678VULN|4RCR|5BELT|9DMG|aLHND
330	22363 33314	   	166.63	DCR|3DMG|1AART|1VULN|1CDMG	13BEXP|2DUST|4CDMG|589DMG|6VULN|7AART|aRCR
331	42311 22324	   	166.63	ACR|2VULN|1AART|2FLTHEA|1CDMG|2DUR	16DUR|2DUST|37VULN|46FLTHEA|5RCR|6BPWR|8CDMG|9BEXP|aAART
332	66222 33433	   	166.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2aVULN|3DUST|4ERES|5CDMG|6DUR|7AART|8RCR|9DMG
333	66222 12423	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|29VULN|3DUST|49ERES|59CDMG|6AART|7LEGI|8RCR|9BPWR|aDMG
334	66121 31316	   	166.53	ACR|5VULN|1DMG	1RCVC|23678VULN|4RCR|5BELT|9DMG|aMBVNT
335	34113 23451	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	1RMIN|2ASPD|3aVULN|4AIRHEL|59AART|6RCR|7DMG|8LIT
336	61153 12421	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LHND|36VULN|49DMG|7AART|8RCR|aFEWX
337	61153 12422	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LHND|36VULN|49DMG|7AART|8RCR|aRPLT
338	61153 12423	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LHND|36VULN|49DMG|7AART|8RCR|aLWND
339	63153 12421	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LWND|36VULN|49DMG|7AART|8RCR|aFEWX
340	63153 12422	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LWND|36VULN|49DMG|7AART|8RCR|aRPLT
341	63153 12423	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2aLWND|36VULN|49DMG|7AART|8RCR
342	65133 34223	 * 	166.40	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1RCVC|28AART|3CGEN|4RCR|5DMG|6LSRREG|7VULN|9CDMG|aDUR
343	61153 12411	   	166.39	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LHND|36VULN|4aDMG|7AART|8RCR|9DUST
344	63153 12411	   	166.39	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2LWND|36VULN|4aDMG|7AART|8RCR|9DUST
345	34222 53253	   	166.39	DCR|3DMG|1VULN|2CDMG|2ASPD	1RMIN|29ASPD|39ERES|4VULN|57CDMG|69aDMG|8RCR|9BPWR
346	33322 53253	   	166.39	DCR|3DMG|1VULN|2CDMG|2ASPD	1RMIN|29ERES|39ASPD|4VULN|57CDMG|69aDMG|8RCR|9BPWR
347	14332 34513	   	166.28	ACR|3VULN|1DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|469VULN|56DUR|6BPWR|7DMG|8DLOT|aCDMG
348	61152 33221	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCGEN
349	61152 33225	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aFEWX
350	61152 33226	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29aLHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR
351	62152 53221	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29FEWX|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCGEN
352	63152 33221	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCGEN
353	63152 33225	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aFEWX
354	63152 33226	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aLHND
355	66352 33221	   	166.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29VULN|39LHND|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCGEN
356	13511 15512	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ASPD|3LIT|4CDMG|5VULN|6RCR|7DUR|8ZMB|9DMG|aAART
357	61152 33223	   	166.11	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCANSTR
358	61152 33224	   	166.11	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aDUST
359	63152 33223	   	166.11	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCANSTR
360	63152 33224	   	166.11	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aDUST
361	66352 33223	   	166.11	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|29VULN|39LHND|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aCANSTR
362	66121 33361	   	166.08	ACR|3VULN|1AART|2DUR|1ZMB	1RCVC|236VULN|4RCR|5BELT|79DUR|8ZMB|aAART
363	13511 15513	   	166.05	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1BELT|2ASPD|3aLIT|4CDMG|5VULN|6RCR|7aDUR|8ZMB|9aDMG|aBPWR
364	14221 23513	   	166.02	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|2RCR|3RPLT|4LIT|59aVULN|6ASPD|7AART|8CDMG
365	14221 25512	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2RCR|3RPLT|4LIT|57VULN|6ASPD|8ZMB|9DMG|aAART
366	34113 22124	   	165.91	DCR|3VULN|1AART|1FLTHEA|1ASPD	1RMIN|2ASPD|38aVULN|4AIRHEL|5AART|6RCR|7FLTHEA|9RCVC
367	42315 42322	 * 	165.85	DCR|4VULN|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|357aVULN|4FLTHEA|6RCR|8CDMG|9BEXP
368	66121 43313	   	165.73	ACR|3VULN|1AART|1CDMG|1DUR	1RCVC|239VULN|4RCR|5BELT|6AART|7DUR|8DUST|aCDMG
369	66122 12343	   	165.68	ACR|4VULN|1AART|1DUR	1RCVC|2369VULN|4RCR|5CGEN|7AART|8MLV|aDUR
370	42311 25162	 * 	165.63	ACR|2VULN|2AART|2FLTHEA|2DUR	16DUR|2DUST|39VULN|46FLTHEA|5RCR|6BPWR|7RPLT|8aAART
371	65131 53133	   	165.60	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2AART|3CGEN|4RCR|5LEGI|6BEXP|7CDMG|8aVULN|9DMG
372	66122 12532	   	165.58	ACR|4VULN|1AART|1DUR	1RCVC|236aVULN|4RCR|5CGEN|7AART|8BASHEA|9DUR
373	32154 31163	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2CGEN|3aVULN|47DMG|5MLV|6ASPD|8RCR|9AART
374	15142 43323	 * 	165.50	ACR|3VULN|1DMG|2ASPD|1CDMG	14BELT|27LIT|3RCR|57aVULN|67ASPD|7BPWR|8CDMG|9DMG
375	42313 41322	 * 	165.47	DCR|2AART|2FLTHEA|1VULN|1CDMG|2DUR	15DUR|2DUST|3VULN|45FLTHEA|5BPWR|6RCR|7FEWX|8CDMG|9aAART
376	32513 21163	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2CGEN|3ASPD|47DMG|5aVULN|6ERES|8RCR|9AART
377	33312 11163	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2ERES|3ASPD|47DMG|5CGEN|6aVULN|8RCR|9AART
378	34212 11163	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2ASPD|3ERES|47DMG|5CGEN|6aVULN|8RCR|9AART
379	34313 21163	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2ASPD|3CGEN|47DMG|5aVULN|6ERES|8RCR|9AART
380	32152 14273	 * 	165.42	DCR|2DMG|2AART|1VULN|1CDMG	1RMIN|2CGEN|3VULN|4aDMG|5CDMG|67AART|8MBVNT|9RCR
381	14123 41213	   	165.42	ACR|2VULN|2DMG|1CDMG|1ASPD	1BELT|2RCR|39VULN|4CDMG|59DMG|6RCVC|789ERES|9BPWR|aASPD
382	44121 41221	   	165.41	DCR|2DMG|2AART|1VULN|1DUR	1DUR|25LIT|39DMG|4RMIN|6RCR|78AART|aVULN
383	33152 14273	   	165.32	DCR|2DMG|2AART|1VULN|1CDMG	1RMIN|2ERES|3VULN|4aDMG|5CDMG|67AART|8MBVNT|9RCR
384	14153 13621	   	165.25	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BELT|2RCR|3VULN|4RCVC|5VENICY|68AART|7ZMB|9DMG|aASPD
385	12131 35513	   	165.22	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1BELT|2FEWX|36ZMB|46VULN|5LEGI|6BPWR|7RCR|8ASPD|9AART|aDMG
386	64325 22311	   	165.17	ACR|2AART|2DMG|1VULN|2RCVC	12RCVC|3FEWX|4RCR|59AART|6DUST|7aDMG|8VULN
387	64325 22313	   	165.17	ACR|2VULN|2AART|1DMG|2RCVC	12RCVC|3FEWX|4RCR|59AART|6DUST|7DMG|8aVULN
388	34163 33623	   	165.15	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1RMIN|2aASPD|3aVULN|4LWND|5AART|6RCR|7ZMB|8aDUR|9RPLT|aBPWR
389	65222 15131	   	165.12	DCR|3VULN|2AART|1CDMG	1RCVC|26AART|3BEXP|4FEWX|589VULN|7CDMG|aRCR
390	42311 35125	   	165.06	ACR|3VULN|1AART|1FLTHEA|1DUR|1ASPD	1DUR|2DUST|36aVULN|4FLTHEA|5RCR|7RPLT|8AART|9ASPD
391	14333 41311	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|459VULN|6DMG|7CDMG|8ZMB|aBEXP
392	14333 41312	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|459VULN|6DMG|7CDMG|8ZMB|aCGEN
393	14333 41313	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|459VULN|6DMG|7CDMG|8ZMB|aFEWX
394	14123 63311	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|379VULN|4CDMG|5DMG|6ERES|8ZMB|aBEXP
395	14123 63312	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|379VULN|4CDMG|5DMG|6ERES|8ZMB|aCGEN
396	14123 63313	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|379VULN|4CDMG|5DMG|6ERES|8ZMB|aFEWX
397	14523 62122	   	165.02	ACR|3DMG|2AART|1ASPD	1BELT|2RCR|38DUST|48LWND|59AART|678DMG|8BPWR|aASPD
398	14613 62122	   	165.02	ACR|3DMG|2AART|1ASPD	1BELT|2RCR|38LWND|48DUST|59AART|678DMG|8BPWR|aASPD
399	61313 31146	   	165.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2LHND|3CGEN|47DMG|5VULN|6ASPD|8RCR|9CDMG|aAART
400	63313 31146	   	165.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2LWND|3CGEN|47DMG|5VULN|6ASPD|8RCR|9CDMG|aAART
401	13236 41211	   	164.98	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1BELT|25ASPD|3DMSP|47VULN|6ZMB|8RCR|9DMG|aAART
402	42253 33314	   	164.97	DCR|3DMG|1AART|1VULN|2DUR|1SELL	13DUR|2DUST|4SELL|589DMG|6VULN|7AART|aRCR
403	14333 41315	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|459VULN|6DMG|7CDMG|8ZMB|aDUST
404	14333 41316	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|459VULN|6DMG|7CDMG|8ZMB|aSNIHEL
405	14123 63315	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|379VULN|4CDMG|5DMG|6ERES|8ZMB|aDUST
406	14123 63316	   	164.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|379VULN|4CDMG|5DMG|6ERES|8ZMB|aSNIHEL
407	14523 62222	   	164.92	ACR|3DMG|2AART|1ASPD	1BELT|2RCR|3DUST|4LWND|59AART|678DMG|aASPD
408	14613 62222	   	164.92	ACR|3DMG|2AART|1ASPD	1BELT|2RCR|3LWND|4DUST|59AART|678DMG|aASPD
409	14153 11623	   	164.90	ACR|2DMG|2AART|1VULN	1BELT|2RCR|3VULN|4RCVC|5VENICY|68AART|79DMG|aLIT
410	34123 62423	   	164.89	DCR|2DMG|1AART|1VULN|3ASPD	1RMIN|26aASPD|3VULN|4aERES|5RCVC|7AART|8RCR|9aDMG|aBPWR
