0	Index      	 *	Score 	Summary	Detail	
1	22234 11612	 * 	193.77	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aDMG
320	55235 11133	   	168.91	DCR|2AART|2DMG|1VULN|1DUR	17AART|2DUST|3VULN|4RCVC|59DMG|6RCR|8LHND|aDUR
321	55235 12332	   	168.91	DCR|2AART|2DMG|1VULN|1ASPD	19AART|2DUST|3VULN|4RCVC|57DMG|6RCR|8LWND|aASPD
322	55235 12333	   	168.91	DCR|2AART|2DMG|1VULN|1DUR	19AART|2DUST|3VULN|4RCVC|57DMG|6RCR|8LWND|aDUR
323	52135 12232	   	168.91	DCR|2AART|2DMG|1VULN|1DUR	19AART|2RMIN|3LHND|4TLV|57DMG|6RCR|8DUR|aVULN
324	52135 12332	   	168.91	DCR|2AART|2DMG|1VULN|1ASPD	18AART|2RMIN|3LHND|4TLV|57DMG|6RCR|9VULN|aASPD
325	52135 12333	   	168.91	DCR|2AART|2DMG|1VULN|1DUR	18AART|2RMIN|3LHND|4TLV|57DMG|6RCR|9VULN|aDUR
326	54153 11132	   	168.81	DCR|2AART|2DMG|1VULN|1ASPD	17AART|2TLV|3ERES|4VULN|59DMG|6RCR|8LHND|aASPD
327	54153 11133	   	168.81	DCR|2AART|2DMG|1VULN|1DUR	17AART|2TLV|3ERES|4VULN|59DMG|6RCR|8LHND|aDUR
328	54153 11212	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2TLV|3ERES|49VULN|5DMG|6RCR|8MLV|aASPD
329	55235 11212	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2DUST|39VULN|4RCVC|5DMG|6RCR|8TLV|aASPD
330	55261 11131	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	17AART|2DUST|34VULN|5TLV|6RCR|8LHND|9DMG|aDUR
331	54153 11331	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	17AART|2TLV|3ERES|4aVULN|5DMG|6RCR|8LWND|9DUR
332	55133 52313	   	168.58	DCR|4VULN|1AART|1ZMB|1SELL	1AART|2DUST|3ZMB|4SELL|568aVULN|7RCR|9LIT
333	52115 12611	   	168.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RMIN|3LHND|4CGEN|57DMG|6RCR|8ZMB|9VULN|aDUR
334	22233 11614	   	168.52	DCR|2AART|2VULN|2ZMB|2ASPD	15aDUST|29VULN|3aASPD|47AART|6RCR|8aZMB|aBPWR
335	52251 12235	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RMIN|3ZMB|49VULN|5TLV|6RCR|7DMG|8BELT|aDUR
336	52251 12312	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RMIN|3ZMB|49VULN|5TLV|6RCR|7DMG|8LIT|aDUR
337	52135 12611	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RMIN|3LHND|4TLV|57DMG|6RCR|8ZMB|9VULN|aDUR
338	53215 12611	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2ERES|3CGEN|4BEXP|57DMG|6RCR|8ZMB|9VULN|aDUR
339	53225 12611	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2ERES|3CGEN|4FEWX|57DMG|6RCR|8ZMB|9VULN|aDUR
340	52231 12231	   	168.44	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|2RMIN|3ZMB|4TLV|5aCDMG|6DUR|7RCR|8DMG|9VULN
341	54153 12333	   	168.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2TLV|3ERES|4VULN|57DMG|6RCR|8LWND|9DUR|aZMB
342	15162 32126	 * 	168.32	ACR|2VULN|2DMG|3ZMB	1VENICY|29VULN|3RCR|4ERES|5LIT|69DMG|7TLV|89aZMB|9BPWR
343	52251 12532	   	168.22	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1AART|2RMIN|3ZMB|49VULN|5TLV|6RCR|7DMG|8SELL|aDUR
344	55223 32253	   	168.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2DUST|37VULN|4CDMG|5FEWX|69ASPD|8DMG|aRCR
345	55235 12111	   	168.11	DCR|2VULN|2DMG|1AART	1AART|2DUST|3aVULN|4RCVC|57DMG|6RCR|8LHND|9FEWX
346	55235 12311	   	168.11	DCR|2VULN|2DMG|1AART	1AART|2DUST|3aVULN|4RCVC|57DMG|6RCR|8LWND|9FEWX
347	55235 12321	   	168.11	DCR|2VULN|2DMG|1AART	1AART|2DUST|3aVULN|4RCVC|57DMG|6RCR|8LWND|9LHND
348	51121 22633	   	168.03	DCR|2AART|2DMG|1VULN|1ZMB|1SELL	1aAART|2RPLT|3ZMB|4SELL|5VULN|67DMG|8RCR|9DMSP
349	51121 22662	   	168.03	DCR|2AART|2DMG|1VULN|1ZMB|1SELL	1aAART|2RPLT|3ZMB|4SELL|5VULN|67DMG|8RCR|9LIT
350	51121 21611	   	168.03	DCR|2AART|2VULN|1DMG|1ZMB|1SELL	17AART|2RPLT|3ZMB|4SELL|5aVULN|6DMG|8RCR|9FEWX
351	51121 21621	   	168.03	DCR|2AART|2VULN|1DMG|1ZMB|1SELL	17AART|2RPLT|3ZMB|4SELL|5aVULN|6DMG|8RCR|9LHND
352	54153 12111	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2TLV|3ERES|4aVULN|57DMG|6RCR|8LHND|9FEWX
353	54153 12211	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2TLV|3ERES|49VULN|57DMG|6RCR|8MLV|aBEXP
354	54153 12311	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2TLV|3ERES|4aVULN|57DMG|6RCR|8LWND|9FEWX
355	54153 12321	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2TLV|3ERES|4aVULN|57DMG|6RCR|8LWND|9LHND
356	55231 12314	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2DUST|39VULN|4RCVC|5TLV|6RCR|7aDMG|8LIT
357	55235 12211	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2DUST|39VULN|4RCVC|57DMG|6RCR|8TLV|aFEWX
358	15113 54231	 * 	167.94	ACR|4VULN|1AART|1ZMB	1VENICY|2569VULN|3RCR|4LIT|7AART|8DUST|aZMB
359	15152 34312	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VENICY|2VULN|3RCR|46DMG|5LIT|7AART|8DUR|9LWND|aCDMG
360	51121 21651	   	167.93	DCR|2AART|2VULN|1DMG|1ZMB|1SELL	17AART|2RPLT|3ZMB|4SELL|5aVULN|6DMG|8RCR|9DUST
361	54153 12213	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2TLV|3aERES|49VULN|57DMG|6RCR|8MLV
362	55235 12213	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2DUST|39VULN|4RCVC|57DMG|6RCR|8TLV|aERES
363	22234 12435	   	167.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8RPLT|9aDUR
364	15152 34332	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VENICY|2VULN|3RCR|46DMG|5LIT|7AART|8DUR|9DUST|aCDMG
365	55223 32233	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2DUST|37VULN|49CDMG|5FEWX|6ASPD|8DMG|aRCR
366	22234 11522	   	167.64	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|47AART|6RCR|8FEWX|9CDMG|aDUR
367	15124 35112	   	167.46	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1VENICY|2aVULN|3RCR|4CDMG|58AART|6LWND|7DUR|9ASPD
368	51121 22135	   	167.44	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	1AART|2RPLT|3ZMB|4SELL|5VULN|679DMG|8LHND|aRCR
369	52231 12232	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2RMIN|3ZMB|4TLV|5CDMG|6aDUR|7RCR|8DMG|9VULN
370	22233 11652	   	167.37	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	15DUST|2VULN|3ASPD|47AART|6RCR|8ZMB|9DUR|aDMG
371	55126 11131	   	167.35	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|2DUST|3ZMB|49DUR|58DMG|6RCR|7RPLT|aCDMG
372	15142 11422	 * 	167.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1VENICY|25VULN|3RCR|4LWND|6DUR|7DMG|8AART|9LHND|aFLTHEA
373	15142 32422	   	167.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1VENICY|25VULN|3RCR|4LWND|6DMG|7DUR|8AART|9LHND|aFLTHEA
374	15151 22422	   	167.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1VENICY|27VULN|3RCR|4DMG|5DUR|6LWND|8AART|9LHND|aFLTHEA
375	52326 25111	 * 	167.30	DCR|3DMG|1AART|1CDMG|2DUR	1AART|2RMIN|37DUST|47DUR|567DMG|7BPWR|8RCR|9RPLT|aCDMG
376	42215 12611	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2CGEN|3AART|4BEXP|57DMG|6RCR|8ZMB|9VULN|aDUR
377	42225 12611	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2CGEN|3AART|4FEWX|57DMG|6RCR|8ZMB|9VULN|aDUR
378	15313 12514	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1VENICY|28VULN|3aCDMG|4LSRICY|5DMG|6AART|7DUR|9RCR
379	22133 11453	 * 	167.21	DCR|2AART|2VULN|1FLTHEA|1CDMG	1DUST|25VULN|3ERES|47AART|6RCR|8BASHEA|9FLTHEA|aCDMG
380	22234 13431	   	167.19	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8RPLT|9DUR|aCDMG
381	15121 11254	 * 	167.14	ACR|3VULN|3CDMG|1AART	1VENICY|279VULN|3RCR|468CDMG|5FEWX|aAART
382	22165 32263	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|279VULN|3ERES|4BEXP|5CDMG|6AART|8DMG|aRCR
383	22234 11132	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8LHND|9DMG|aLIT
384	22234 11462	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8MLV|9RCVC|aDMG
385	22234 12332	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8LIT|9CGEN
386	22234 12362	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8LIT|9MLV
387	22234 12632	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8FEWX|9BEXP
388	22234 15532	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7BEXP|8DMG|9FEWX
389	22236 13332	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|28VULN|3ASPD|4aAART|5DMG|6RCR|7FEWX|9BEXP
390	22236 16312	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|29VULN|3ASPD|4aAART|5DMG|6RCR|7RCVC|8LIT
391	15124 43232	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VENICY|2VULN|3RCR|4CDMG|56AART|7DMG|8aLIT|9ZMB
392	15124 43233	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VENICY|2VULN|3RCR|4CDMG|56AART|7DMG|8LIT|9ZMB|aDMSP
393	15124 23512	   	167.01	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1VENICY|2aVULN|3RCR|4CDMG|5AART|6DUR|7RMIN|8ZMB|9ASPD
394	22133 11131	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3ERES|47AART|6RCR|8LHND|9DMG|aDUR
395	22133 12632	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ERES|49AART|6RCR|7DMG|8CGEN|aASPD
396	22133 12633	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3ERES|49AART|6RCR|7DMG|8CGEN|aDUR
397	22233 11412	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	15DUST|29VULN|3ASPD|47AART|6RCR|8MLV|aDMG
398	22233 12312	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	15DUST|29VULN|3ASPD|4aAART|6RCR|7DMG|8LIT
399	22234 11133	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1aDUST|25VULN|3ASPD|47AART|6RCR|8LHND|9DMG
400	22234 11136	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8LHND|9DMG|aERES
401	22234 11262	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8TLV|9RCVC|aDMG
402	22234 12322	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	19DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8LIT
403	22234 12352	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8LIT|9TLV
404	22236 13652	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|29VULN|3ASPD|4aAART|5DMG|6RCR|7FEWX|8MBVNT
405	22434 11131	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3TLV|47AART|6RCR|8LHND|9DMG|aDUR
406	22434 12632	   	167.01	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3TLV|49AART|6RCR|7DMG|8CGEN|aASPD
407	22434 12633	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3TLV|49AART|6RCR|7DMG|8CGEN|aDUR
408	22234 11334	 * 	166.97	DCR|3VULN|3AART|1ASPD	1DUST|25aVULN|3ASPD|479AART|6RCR|8LWND
409	15124 43131	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VENICY|2VULN|3RCR|4CDMG|56AART|7DMG|8CGEN|9BASHEA|aZMB
410	22234 13533	   	166.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8SELL|9CDMG|aDUR
411	22133 11413	   	166.91	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3ERES|47AART|6RCR|8BASHEA|9DUR|aDMG
412	22233 11212	   	166.91	DCR|2AART|2VULN|1DMG|1ASPD	15DUST|29VULN|3ASPD|47AART|6RCR|8TLV|aDMG
413	22234 11232	   	166.91	DCR|2AART|2VULN|1DMG|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|89TLV|aDMG
414	22434 11413	   	166.91	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25VULN|3TLV|47AART|6RCR|8BASHEA|9DUR|aDMG
415	22234 13111	   	166.87	DCR|2VULN|1AART|2ASPD|1FLTHEA|1ZMB	1DUST|25VULN|3aASPD|4AART|6RCR|7ZMB|8LHND|9FLTHEA
416	15121 11414	   	166.83	ACR|2VULN|2DMG|2CDMG|1ASPD	1VENICY|27VULN|3RCR|46CDMG|5FEWX|8ASPD|9aDMG
417	22233 13642	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	159DUST|29VULN|3ASPD|4AART|6RCR|7ZMB|89CGEN|9BPWR|aDMG
418	22234 12341	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LIT|9ZMB|aCGEN
419	22234 12343	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LIT|9ZMB|aLHND
420	22234 12345	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LIT|9ZMB|aLWND
421	22234 12346	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LIT|9ZMB|aBEXP
422	22234 13242	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG|aBEXP
423	22234 13243	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG|aLIT
424	22234 13244	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG|aCGEN
425	22234 13414	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8RPLT|9BELT|aDMG
426	22236 11112	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7ZMB|8LWND|9BEXP
427	22236 11133	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8LWND|aBEXP
428	22236 11151	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|89LWND
429	22236 11163	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|59DMG|6RCR|7ZMB|8LWND|aBEXP
430	22236 11311	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RCVC|9FEWX
431	22236 11321	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RCVC|9LHND
432	22236 11344	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RCVC|9LSRICY
433	22236 11361	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RCVC|9BEXP
434	22236 11513	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9FEWX|aBEXP
435	22236 11523	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9LHND|aBEXP
436	22236 11531	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9DMSP|aMLV
437	22236 11536	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9DMSP|aLHND
438	22236 11541	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9LSRICY|aDMSP
439	22236 11543	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9LSRICY|aCGEN
440	22236 11563	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9aBEXP
441	22236 12112	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7LHND|8ZMB|9BEXP
442	22236 12133	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7LHND|8ZMB|aBEXP
443	22236 12152	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7LHND|8ZMB|9LWND
444	22236 13112	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7FEWX|8ZMB|9BEXP
445	22236 13133	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8ZMB|aBEXP
446	22236 13152	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7FEWX|8ZMB|9LWND
447	22236 13161	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8ZMB|9RCVC
448	55133 32252	   	166.62	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9ASPD|aDUR
449	22234 13532	   	166.62	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1SELL	1DUST|25VULN|3aASPD|4AART|6RCR|7ZMB|8SELL|9CDMG
450	21424 26323	   	166.62	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25LHND|35aVULN|4AART|5BPWR|6DMG|7LIT|8RCR|9ASPD
451	22133 12132	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|25VULN|3ERES|4AART|6RCR|7DMG|8LHND|9ZMB|aDUR
452	22133 12136	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ERES|4AART|6RCR|7DMG|8LHND|9ZMB|aASPD
453	22133 13241	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|25VULN|3ERES|4AART|6RCR|7ZMB|8BELT|9DMG|aDUR
454	22133 15452	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ERES|4AART|6RCR|7ASPD|8RPLT|9ZMB|aDMG
455	22233 12452	   	166.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DUST|2VULN|3ASPD|4AART|6RCR|7aDMG|8RPLT|9ZMB
456	22233 13246	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15DUST|2aVULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG
457	22233 13314	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15DUST|29VULN|3ASPD|4AART|6RCR|7ZMB|8LIT|aDMG
458	22233 13462	   	166.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DUST|2VULN|3ASPD|4AART|6RCR|7ZMB|8RPLT|9aDMG
459	22234 12344	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aDUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LIT|9ZMB
460	22234 12453	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aDUST|25VULN|3ASPD|4AART|6RCR|7DMG|8RPLT|9ZMB
461	22234 13324	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8LIT|aDMG
462	22234 13463	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aDUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8RPLT|9DMG
463	22236 11211	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|9FEWX
464	22236 11221	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|9LHND
465	22236 11244	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|9LSRICY
466	22236 11261	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|9BEXP
467	22236 11551	   	166.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|aMLV
468	22236 11621	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RMIN|9ERES
469	22434 13241	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|25VULN|3TLV|4AART|6RCR|7ZMB|8BELT|9DMG|aDUR
470	21421 26323	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2LHND|35aVULN|4AART|6DMG|7LIT|8RCR|9ASPD
471	21421 25632	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2LHND|359VULN|4AART|6DMG|7BEXP|8RCR|aDUR
472	22236 11252	   	166.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	189DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7ZMB
473	51234 63121	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RPLT|3LHND|4CDMG|5VULN|6aDMG|7BEXP|8RCR|9DUR
474	55133 32226	 * 	166.39	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CGEN|aCDMG
475	55133 32231	 * 	166.39	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG|aMLV
476	55133 32236	 * 	166.39	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG|aLHND
477	22234 22553	   	166.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DUST|25VULN|39ASPD|4AART|6BEXP|7DMG|8CDMG|aRCR
478	22234 32553	   	166.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DUST|25VULN|39ASPD|4AART|6FEWX|7DMG|8CDMG|aRCR
479	55133 12233	 * 	166.29	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1aAART|26DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG
480	22133 12241	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aLWND
481	22133 12243	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aRPLT
482	22133 12244	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aLHND
483	22133 12246	   	166.21	DCR|2VULN|2DMG|1AART	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aCGEN
