0	Index      	 *	Score 	Summary	Detail	
1	12636 24331	 * 	207.44	ACR|3DMG|2VULN|1AART|2CDMG|1DUR|1SELL	189DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|aDUR
336	13333 11533	   	182.07	DCR|3VULN|3DMG|1CDMG	123DMG|4LHND|56aVULN|7RCR|8CDMG|9LSRHEA
337	11266 32211	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|2BPWR|3LIT|4AART|5CGEN|6RCR|78aVULN|9LHND
338	11266 32221	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|2BPWR|3LIT|4AART|5CGEN|6RCR|78aVULN|9FEWX
339	11266 32241	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|2BPWR|3LIT|4AART|5CGEN|6RCR|78aVULN|9LWND
340	13266 32211	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|3LIT|4AART|5CGEN|6RCR|78aVULN|9LHND
341	13266 32221	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|3LIT|4AART|5CGEN|6RCR|78aVULN|9FEWX
342	13266 32241	   	182.07	DCR|3VULN|2DMG|1AART	12DMG|3LIT|4AART|5CGEN|6RCR|78aVULN|9LWND
343	11313 31255	   	182.06	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4FEWX|5aVULN|6DUR|7CDMG|8RCR|9ZMB
344	11314 11255	   	182.06	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4FEWX|5DUR|6aVULN|7CDMG|8RCR|9ZMB
345	13313 31255	   	182.06	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|4FEWX|5aVULN|6DUR|7CDMG|8RCR|9ZMB
346	13314 11255	   	182.06	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|4FEWX|5DUR|6aVULN|7CDMG|8RCR|9ZMB
347	11362 61123	   	181.97	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	123DMG|2BPWR|4CDMG|5LIT|6RCR|7VULN|8ERES|9AART|aASPD
348	13362 61123	   	181.97	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	123DMG|4CDMG|5LIT|6RCR|7VULN|8ERES|9AART|aASPD
349	11361 32652	   	181.96	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|2BPWR|4CDMG|5VULN|6AART|7LHND|8aDUR|9RCR
350	13361 32652	   	181.96	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|4CDMG|5VULN|6AART|7LHND|8aDUR|9RCR
351	11462 53112	   	181.72	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	127DMG|2BPWR|3LWND|4ASPD|5AART|6RCR|8LEGI|9VULN|aZMB
352	13462 53112	   	181.72	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	127DMG|3LWND|4ASPD|5AART|6RCR|8LEGI|9VULN|aZMB
353	12423 11433	   	181.58	DCR|3VULN|3DMG|2CDMG	136DMG|28CDMG|48CGEN|568VULN|68BPWR|7RPLT|9FEWX|aRCR
354	11563 53331	   	181.58	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|2BPWR|3VULN|4ASPD|5AART|6RCR|8SELL|9ZMB|aFEWX
355	11563 53333	   	181.58	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|2BPWR|3VULN|4ASPD|5AART|6RCR|8SELL|9ZMB|aRCVC
356	13563 53331	   	181.58	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|3VULN|4ASPD|5AART|6RCR|8SELL|9ZMB|aFEWX
357	13563 53333	   	181.58	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	127DMG|3VULN|4ASPD|5AART|6RCR|8SELL|9ZMB|aRCVC
358	12423 11413	   	181.48	DCR|3VULN|3DMG|2CDMG	136DMG|28CDMG|48CGEN|568VULN|68BPWR|7RPLT|9DUST|aRCR
359	11513 56212	   	181.43	DCR|3DMG|2VULN|2CDMG|1ZMB	127DMG|27BPWR|37VULN|4DUST|5FEWX|67CDMG|8RCR|9ERES|aZMB
360	13513 56212	   	181.43	DCR|3DMG|2VULN|2CDMG|1ZMB	127DMG|37VULN|4DUST|5FEWX|67CDMG|7BPWR|8RCR|9ERES|aZMB
361	11523 51126	   	181.37	DCR|3DMG|2VULN|1AART	12aDMG|2aBPWR|39VULN|4aCGEN|5AART|6RCR|7aTLV|8DLOT
362	13523 51126	   	181.37	DCR|3DMG|2VULN|1AART	12aDMG|39VULN|4aCGEN|5AART|6RCR|7aTLV|8DLOT|aBPWR
363	12113 16611	   	181.32	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	16DMG|24CDMG|3ERES|56VULN|6BPWR|7LIT|8AART|9ASPD|aRCR
364	35424 35113	   	181.11	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR	17ZMB|2CDMG|37DMG|4MBVNT|567VULN|7BPWR|8ERES|9DUR|aRCR
365	12461 11623	   	181.11	DCR|3DMG|2VULN|3CDMG|1ASPD	138DMG|26aCDMG|46VULN|5RMIN|6BPWR|7ASPD|9RCR
366	12113 11623	   	181.01	DCR|3DMG|2VULN|3CDMG|1ASPD	168DMG|24aCDMG|3ERES|56VULN|6BPWR|7ASPD|9RCR
367	12343 11623	   	181.01	DCR|3DMG|2VULN|3CDMG|1ASPD	168DMG|25aCDMG|3TLV|46VULN|6BPWR|7ASPD|9RCR
368	11324 23321	   	180.93	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	123DMG|2BPWR|4RCVC|5RCR|6ZMB|7aDUR|8AART|9VULN
369	11344 23321	   	180.93	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	123DMG|2BPWR|4DMSP|5RCR|6ZMB|7aDUR|8AART|9VULN
370	13324 23321	   	180.93	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	123DMG|4RCVC|5RCR|6ZMB|7aDUR|8AART|9VULN
371	13344 23321	   	180.93	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	123DMG|4DMSP|5RCR|6ZMB|7aDUR|8AART|9VULN
372	31312 23431	   	180.87	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	12ZMB|2BPWR|379DMG|4BEXP|5AART|6VULN|8RCR|aDUR
373	12636 21225	   	180.81	ACR|2DMG|1AART|1VULN|2CDMG|2ASPD|1SELL	1aDMG|2aCDMG|3AART|4RCR|5SELL|6VULN|7TLV|8RCVC|9aASPD|aBPWR
374	11333 31452	   	180.76	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|2BPWR|4LHND|5VULN|6aDUR|7CDMG|8AART|9RCR
375	11334 11452	   	180.76	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|2BPWR|4LHND|5aDUR|6VULN|7CDMG|8AART|9RCR
376	13333 31452	   	180.76	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|4LHND|5VULN|6aDUR|7CDMG|8AART|9RCR
377	13334 11452	   	180.76	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	123DMG|4LHND|5aDUR|6VULN|7CDMG|8AART|9RCR
378	12633 65111	   	180.49	ACR|2DMG|1AART|3CDMG|1VULN|1DUR	17DMG|267CDMG|3AART|4RCR|57LHND|7BPWR|8LEGI|9VULN|aDUR
379	11313 11565	   	180.39	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	123DMG|2BPWR|4FEWX|56VULN|7RCR|8CDMG|9ASPD|aDUR
380	13313 11565	   	180.39	DCR|3DMG|2VULN|1CDMG|1ASPD|1DUR	123DMG|4FEWX|56VULN|7RCR|8CDMG|9ASPD|aDUR
381	11523 55211	   	180.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12DMG|2BPWR|3VULN|4CGEN|59AART|6RCR|7RPLT|8CDMG|aDUR
382	13523 55211	   	180.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12DMG|3VULN|4CGEN|59AART|6RCR|7RPLT|8CDMG|aDUR
383	11333 11566	   	180.06	DCR|3DMG|2VULN|2ASPD|1CDMG	123DMG|2BPWR|4LHND|56VULN|7RCR|8CDMG|9aASPD
384	13333 11566	   	180.06	DCR|3DMG|2VULN|2ASPD|1CDMG	123DMG|4LHND|56VULN|7RCR|8CDMG|9aASPD
385	11324 31326	   	180.05	ACR|3DMG|2AART|1VULN|1ZMB	123DMG|2BPWR|4RCVC|5RCR|6MBVNT|7ZMB|8aAART|9VULN
386	11344 31326	   	180.05	ACR|3DMG|2AART|1VULN|1ZMB	123DMG|2BPWR|4DMSP|5RCR|6MBVNT|7ZMB|8aAART|9VULN
387	13324 31326	   	180.05	ACR|3DMG|2AART|1VULN|1ZMB	123DMG|4RCVC|5RCR|6MBVNT|7ZMB|8aAART|9VULN
388	13344 31326	   	180.05	ACR|3DMG|2AART|1VULN|1ZMB	123DMG|4DMSP|5RCR|6MBVNT|7ZMB|8aAART|9VULN
389	12462 35211	   	179.97	DCR|3VULN|3DMG|1CDMG	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9MLV|aBEXP
390	12462 35213	   	179.97	DCR|3VULN|3DMG|1CDMG	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9MLV|aFEWX
391	12462 35221	   	179.97	DCR|3VULN|3DMG|1CDMG	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9FEWX|aRPLT
392	12462 35223	   	179.97	DCR|3VULN|3DMG|1CDMG	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9FEWX|aLWND
393	11362 61612	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|2BPWR|4CDMG|5LIT|6RCR|78VULN|9MLV|aZMB
394	13362 61612	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	123DMG|4CDMG|5LIT|6RCR|78VULN|9MLV|aZMB
395	12462 35222	   	179.87	DCR|3VULN|3DMG|1CDMG	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9FEWX|aTLV
396	12631 31332	   	179.84	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2CDMG|3aAART|4RCR|5BEXP|6DUR|7VULN|8ASPD|9ZMB
397	11523 52114	   	179.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|9DUR|aCDMG
398	13523 52114	   	179.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	12DMG|3VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|9DUR|aCDMG
399	11313 11523	   	179.77	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|2BPWR|4FEWX|56VULN|7RCR|8aCDMG|9DUR
400	11333 11523	   	179.77	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|2BPWR|4LHND|56VULN|7RCR|8aCDMG|9DUR
401	13313 11523	   	179.77	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|4FEWX|56VULN|7RCR|8aCDMG|9DUR
402	13333 11523	   	179.77	DCR|3DMG|2VULN|2CDMG|1DUR	123DMG|4LHND|56VULN|7RCR|8aCDMG|9DUR
403	11313 23252	   	179.76	DCR|3DMG|2VULN|1AART|1DUR|1SELL	123DMG|2BPWR|4FEWX|5aVULN|6SELL|7AART|8DUR|9RCR
404	13313 23252	   	179.76	DCR|3DMG|2VULN|1AART|1DUR|1SELL	123DMG|4FEWX|5aVULN|6SELL|7AART|8DUR|9RCR
405	11523 43226	   	179.67	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	127DMG|2BPWR|3VULN|4CGEN|5AART|6BEXP|8RCR|9ASPD|aCDMG
406	13523 43226	   	179.67	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	127DMG|3VULN|4CGEN|5AART|6BEXP|8RCR|9ASPD|aCDMG
407	12423 13442	   	179.66	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	136DMG|2CDMG|4CGEN|56VULN|6BPWR|7DUR|8ZMB|9RCR|aERES
408	14212 23226	   	179.57	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	137DMG|2ERES|4BEXP|5AART|6VULN|8RCR|9ASPD|aCDMG
409	11363 33441	   	179.56	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4CDMG|5ERES|6aVULN|7DUR|8ZMB|9RCR
410	13363 33441	   	179.56	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|4CDMG|5ERES|6aVULN|7DUR|8ZMB|9RCR
411	12633 31225	   	179.48	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5LHND|6DUR|78VULN|9LWND
412	12633 31242	   	179.48	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5LHND|6DUR|78VULN|9BEXP
413	12633 31523	   	179.48	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1aDMG|2CDMG|38AART|4RCR|5LHND|6DUR|7VULN|9LWND
414	12632 51133	   	179.48	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5FEWX|67VULN|8RCVC|9DUR
415	12632 51533	   	179.48	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|58FEWX|67VULN|9DUR
416	12632 56133	   	179.48	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	17DMG|2CDMG|3aAART|4RCR|5FEWX|6VULN|8RCVC|9DUR
417	12633 23541	   	179.48	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1DMG|2CDMG|37AART|4RCR|5LHND|6CGEN|89VULN|aASPD
418	12633 23551	   	179.48	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	19DMG|2CDMG|37AART|4RCR|5LHND|6CGEN|8VULN|aASPD
419	11324 35464	   	179.39	ACR|3DMG|2VULN|2ZMB|2ASPD	123DMG|2aBPWR|4RCVC|5RCR|6MBVNT|7aASPD|8aVULN|9aZMB
420	13324 35464	   	179.39	ACR|3DMG|2VULN|2ZMB|2ASPD	123DMG|4RCVC|5RCR|6MBVNT|7aASPD|8aVULN|9aZMB|aBPWR
421	12633 31232	   	179.38	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5LHND|6DUR|78VULN|9DUST
422	12631 11312	   	179.38	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5BEXP|6DUST|78VULN|9DUR
423	12631 51212	   	179.38	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|3aAART|4RCR|5BEXP|67VULN|8DUST|9DUR
424	12631 56212	   	179.38	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	17DMG|2CDMG|3aAART|4RCR|5BEXP|6VULN|8DUST|9DUR
425	11313 34416	   	179.31	DCR|3DMG|2VULN|1AART|1DUR	123DMG|2BPWR|4FEWX|5aVULN|6DUR|7BASHEA|8AART|9RCR
426	11333 34416	   	179.31	DCR|3DMG|2VULN|1AART|1DUR	123DMG|2BPWR|4LHND|5aVULN|6DUR|7BASHEA|8AART|9RCR
427	13313 34416	   	179.31	DCR|3DMG|2VULN|1AART|1DUR	123DMG|4FEWX|5aVULN|6DUR|7BASHEA|8AART|9RCR
428	13333 34416	   	179.31	DCR|3DMG|2VULN|1AART|1DUR	123DMG|4LHND|5aVULN|6DUR|7BASHEA|8AART|9RCR
429	11362 33362	   	179.24	DCR|3DMG|1AART|1VULN|2CDMG	123DMG|28BPWR|48CDMG|58LIT|68LWND|7RCR|9AART|aVULN
430	13362 33362	   	179.24	DCR|3DMG|1AART|1VULN|2CDMG	123DMG|48CDMG|58LIT|68LWND|7RCR|8BPWR|9AART|aVULN
431	14212 61612	   	179.07	DCR|3DMG|2VULN|1AART	13aDMG|2aERES|48BEXP|5AART|6MGNSTR|7RCR|9aVULN|aBPWR
432	16212 61412	   	179.07	DCR|3DMG|2VULN|1AART	13aDMG|28RMIN|4BEXP|5AART|6aCANSTR|7RCR|9aVULN|aBPWR
433	12632 55213	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2CDMG|3AART|4RCR|5FEWX|69VULN|7ASPD|8MBVNT|aZMB
434	12632 55233	   	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1aDMG|2CDMG|3AART|4RCR|5FEWX|6VULN|7ASPD|8MBVNT|9ZMB
435	12632 55234	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2CDMG|3AART|4RCR|5FEWX|6aVULN|7ASPD|8MBVNT|9ZMB
436	12631 26631	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59BEXP|6CGEN|7DUST|89VULN|9BPWR|aFEWX
437	12631 53311	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9CANHEL|aRPLT
438	12631 53331	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUST|aFEWX
439	12631 53334	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUST|aRPLT
440	12631 53335	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUST|aLIT
441	12632 26631	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59aFEWX|6CGEN|7DUST|89VULN|9BPWR
442	12632 26632	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59FEWX|6CGEN|7DUST|89VULN|9BPWR|aLHND
443	12632 26633	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59FEWX|6CGEN|7DUST|89VULN|9BPWR|aRPLT
444	12632 53311	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9CANHEL|aRPLT
445	12632 53331	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58aFEWX|68VULN|7RMIN|8BPWR|9DUST
446	12632 53332	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUST|aLHND
447	12632 53333	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUST|aRPLT
448	12632 53335	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUST|aLIT
449	11313 11211	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|2BPWR|4FEWX|56VULN|7RCR|89DUR|aCDMG
450	13313 11211	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|4FEWX|56VULN|7RCR|89DUR|aCDMG
451	11314 61511	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|2BPWR|4FEWX|56DUR|7RCR|8CDMG|9aVULN
452	11334 51511	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|2BPWR|4LHND|56DUR|7RCR|8CDMG|9aVULN
453	13314 61511	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|4FEWX|56DUR|7RCR|8CDMG|9aVULN
454	13334 51511	   	178.75	DCR|3DMG|2VULN|1CDMG|2DUR	123DMG|4LHND|56DUR|7RCR|8CDMG|9aVULN
455	12631 26632	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59BEXP|6CGEN|7DUST|89VULN|9BPWR|aERES
456	12631 26633	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3AART|4RCR|59BEXP|6CGEN|7aDUST|89VULN|9BPWR
457	12631 51121	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|59BEXP|67VULN|8RCVC
458	12631 51131	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|67VULN|89RCVC
459	12631 51331	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|58BEXP|67VULN|9RCVC
460	12631 51621	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|59BEXP|67VULN|8DMSP
461	12631 51631	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|67VULN|8DMSP|9RCVC
462	12631 53312	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9CANHEL|aERES
463	12631 53314	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9CANHEL|aTLV
464	12631 53332	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUST|aERES
465	12631 53333	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9aDUST
466	12632 52243	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|68VULN|7LHND|9BEXP
467	12632 53312	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9CANHEL|aERES
468	12632 53314	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9CANHEL|aTLV
469	12632 61243	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6LHND|78VULN|9BEXP
470	12636 22316	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9LIT|aFEWX
471	12636 22322	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9RMIN|aCGEN
472	12636 22323	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78aLHND|8BPWR|9RMIN
473	12636 22324	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9RMIN|aBELT
474	12636 22326	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9RMIN|aFEWX
475	12636 22351	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9BEXP|aLWND
476	12636 22352	   	178.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78aLHND|8BPWR|9BEXP
477	12615 23143	   	178.63	DCR|3DMG|1AART|1VULN|1CDMG	15aDMG|2CDMG|3AART|4ERES|6RCR|7FEWX|8LWND|9VULN
478	12631 52253	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|68VULN|7LHND|9ERES
479	12631 61253	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|6LHND|78VULN|9ERES
480	12632 11343	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6DUST|78VULN|9BEXP
481	12632 11353	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6DUST|78VULN|9LWND
482	12632 41343	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6LEGI|78VULN|9BEXP
483	12632 51243	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8DUST|9BEXP
484	12632 51253	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8DUST|9LWND
485	12632 51363	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8BEXP|9DUST
486	12632 51633	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8LHND|9DUST
487	12632 52233	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|68VULN|7LHND|9DUST
488	12632 61233	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6LHND|78VULN|9DUST
489	16432 21612	   	178.57	DCR|3DMG|2VULN|1AART	18aDMG|2RMIN|3SNIHEL|45aFEWX|6AART|7RCR|9aVULN|aBPWR
490	12636 22312	   	178.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9LIT|aCANSTR
491	12636 22315	   	178.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9LIT|aERES
492	12636 22342	   	178.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9ERES|aCGEN
493	12636 22343	   	178.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78aLHND|8BPWR|9ERES
494	12615 21336	   	178.53	DCR|3DMG|1AART|1VULN|1CDMG	159DMG|2CDMG|3AART|4ERES|6RCR|7AIRHEA|8MLV|aVULN
495	12631 11353	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|6DUST|78VULN|9ERES
496	12631 41353	   	178.48	ACR|2DMG|2VULN|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|6LEGI|78VULN|9ERES
497	12631 51253	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5BEXP|67VULN|8DUST|9ERES
498	12632 41333	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3AART|4RCR|5FEWX|6LEGI|78VULN|9DUST
499	12636 22631	   	178.44	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2CDMG|3AART|4RCR|5SELL|68VULN|7LHND|aFEWX
