0	Index      	 *	Score 	Summary	Detail	
1	53333 15123	 * 	183.43	ACR|3VULN|2DMG|1AART|1DUR	19DMG|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aAART
334	51633 21353	   	159.15	ACR|2DMG|1AART|1VULN|1ZMB	15DMG|257LHND|3RCR|4RCVC|5BPWR|6AART|8ZMB|9MLV|aVULN
335	11633 14422	   	159.10	ACR|2VULN|2DMG|2DUR|1ASPD	15DUST|25DMG|3RCR|4RCVC|5BPWR|6aDUR|7ASPD|89VULN
336	21643 32313	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DMG|3RCR|4MLV|59VULN|6AIRHEL|7ERES|8CDMG|aAART
337	51633 21323	   	159.05	ACR|2DMG|1AART|1VULN|1ZMB	15DMG|257LHND|3RCR|4RCVC|5BPWR|6AART|8ZMB|9TLV|aVULN
338	11621 11265	   	158.95	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4LWND|5LIT|6AART|7BEXP|8ZMB|9VULN
339	21621 13265	   	158.95	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aDMG|3RCR|4LWND|5LIT|6AART|7DUST|8ZMB|9VULN
340	31326 61243	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	19ASPD|24LHND|37DMG|5LIT|6RCR|8VULN|aAART
341	31336 63243	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	19ASPD|2LHND|34DMG|5LIT|6RCR|7RCVC|8VULN|aAART
342	51621 22522	   	158.65	ACR|2DMG|1AART|1VULN|1ZMB	19DMG|2LHND|3RCR|49LWND|5LIT|6VULN|7AART|89CGEN|9BPWR|aZMB
343	21322 12226	 * 	158.61	DCR|3DMG|2AART|1CDMG	1FEWX|235DMG|4LIT|69AART|7TLV|8CDMG|aRCR
344	51322 12226	   	158.61	DCR|3DMG|2AART|1CDMG	135DMG|2LHND|4LIT|69AART|7TLV|8CDMG|aRCR
345	54322 12226	   	158.61	DCR|3DMG|2AART|1CDMG	135DMG|2FEWX|4LIT|69AART|7TLV|8CDMG|aRCR
346	21613 34533	   	158.58	ACR|3DMG|1VULN|1CDMG|1DUR	1FEWX|28aDMG|3RCR|4TLV|5VULN|6DUR|7CDMG|9RPLT
347	51613 13125	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1DMG|2LHND|3RCR|4TLV|579VULN|6ASPD|8RMIN|aCDMG
348	31353 52313	   	158.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LHND|3DMG|4RPLT|5VULN|6DUR|78AART|9RCR|aZMB
349	22364 12232	   	158.53	ACR|2VULN|2DMG|1AART	146FEWX|2RMIN|39DMG|5RCR|7DMSP|89VULN|9BPWR|aAART
350	22364 14232	   	158.53	ACR|2VULN|2DMG|1AART	146FEWX|27RMIN|39DMG|5RCR|89VULN|9BPWR|aAART
351	22364 23232	   	158.53	ACR|2VULN|2DMG|1AART	147FEWX|2RMIN|39DMG|5RCR|6RCVC|89VULN|9BPWR|aAART
352	11633 13535	   	158.48	ACR|3DMG|1VULN|1CDMG|1DUR	157DUST|259DMG|3RCR|4RCVC|5BPWR|6DUR|8VULN|aCDMG
353	11633 23535	   	158.48	ACR|3DMG|1VULN|1CDMG|1DUR	156DUST|259DMG|3RCR|4RCVC|5BPWR|7DUR|8VULN|aCDMG
354	11613 34533	   	158.48	ACR|3DMG|1VULN|1CDMG|1DUR	1DUST|28aDMG|3RCR|4TLV|5VULN|6DUR|7CDMG|9RPLT
355	21631 43361	   	158.45	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5ZMB|6LWND|7AART|89VULN|aRMIN
356	21631 43363	   	158.45	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5ZMB|6LWND|7AART|89VULN|aCGEN
357	21264 23232	   	158.43	ACR|2VULN|2DMG|1AART	147FEWX|29DMG|39TLV|5RCR|6RCVC|89VULN|9BPWR|aAART
358	11623 33216	 * 	158.38	ACR|2VULN|1AART|1DMG|2DUR	1DUST|2DMG|3RCR|4LWND|5BEXP|67VULN|8aDUR|9AART
359	21626 33216	   	158.38	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2DMG|3RCR|4LWND|5DUST|67VULN|8aDUR|9AART
360	11631 43511	 * 	158.36	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	18DUST|2DMG|3RCR|4RCVC|58ZMB|68LWND|7AART|8BPWR|9CDMG|aVULN
361	21631 43331	   	158.35	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aDMG|3RCR|4RCVC|5ZMB|6LWND|7AART|8VULN|9TLV
362	21634 23233	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5LIT|6SNIHEL|7AART|89VULN|aZMB
363	21635 23233	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3RCR|4RCVC|5AIRHEA|6LIT|7AART|89VULN|aZMB
364	51621 22234	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMG|2LHND|3RCR|4LWND|5LIT|6aVULN|7AART|8ZMB|9MBVNT
365	51621 22238	   	158.35	ACR|2DMG|1AART|1VULN|1ZMB	1aDMG|2LHND|3RCR|4LWND|5LIT|6VULN|7AART|8ZMB|9MBVNT
366	11314 32411	   	158.33	ACR|2VULN|2DMG|1AART	1DUST|23DMG|4RMIN|5RCR|6RCVC|78VULN|9BELT|aAART
367	11334 32261	   	158.33	ACR|2VULN|2DMG|1AART	1DUST|23DMG|4CGEN|5RCR|6RCVC|79VULN|8BELT|aAART
368	11314 43523	   	158.30	ACR|3DMG|1AART|1VULN	18DUST|238DMG|4RMIN|5RCR|68LWND|7AART|8BPWR|9RCVC|aVULN
369	31336 61121	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9CDMG|aBEXP
370	31336 61123	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9CDMG|aFEWX
371	31336 61125	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2aLHND|347DMG|5LIT|6RCR|8VULN|9CDMG
372	31336 61126	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9CDMG|aRPLT
373	11634 23233	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2DMG|3RCR|4RCVC|5LIT|6SNIHEL|7AART|89VULN|aZMB
374	11635 23233	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2DMG|3RCR|4RCVC|5AIRHEA|6LIT|7AART|89VULN|aZMB
375	21631 43631	   	158.20	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1FEWX|29DMG|3RCR|4RCVC|5ZMB|6LWND|7AART|8SELL|aVULN
376	21314 43331	   	158.20	ACR|3DMG|1AART|1VULN	1FEWX|23aDMG|4RMIN|5RCR|6LWND|7AART|8VULN|9TLV
377	15321 46233	   	158.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2BELT|3RCR|4CDMG|59VULN|6ASPD|7ZMB|8AART|aTLV
378	31336 61122	   	158.17	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LHND|347DMG|5LIT|6RCR|8VULN|9CDMG|aERES
379	14647 12444	   	158.13	ACR|2VULN|2DMG|1AART	138DUST|2MBVNT|4NUKE|5RCR|68DMG|78VULN|8BPWR|9LIT|aAART
380	31136 55322	   	158.08	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LHND|3ZMB|4DMG|5RCR|689VULN|7ERES|aDUR
381	33166 12322	   	158.08	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3ZMB|4LWND|5RCR|6DMG|789VULN|aDUR
382	53431 82324	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3DUR|4MBVNT|5DMSP|6RCR|789VULN|aCDMG
383	21334 13235	   	158.02	ACR|3DMG|2VULN|1DUR	167FEWX|239DMG|49CGEN|5RCR|89VULN|9BPWR|aDUR
384	11633 25118	   	157.99	ACR|2DMG|2AART|1VULN	156DUST|25DMG|3RCR|4RCVC|5BPWR|7MBVNT|89AART|aVULN
385	11633 33118	   	157.99	ACR|2DMG|2AART|1VULN	157DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|89AART|aVULN
386	21631 31242	   	157.97	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|27DMG|3RCR|4RCVC|5ZMB|6LIT|8aVULN|9ASPD
387	15321 26422	 * 	157.96	ACR|3VULN|1DMG|2CDMG	1DUST|2BELT|3RCR|48CDMG|579VULN|6BEXP|aDMG
388	56233 26123	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2CDMG|3FEWX|4ASPD|5BASICY|6LIT|7RCR|8AART|9ZMB|aVULN
389	11321 66312	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8VULN|9FEWX|aZMB
390	11321 66352	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8VULN|9LWND|aZMB
391	22364 11334	   	157.92	ACR|3VULN|2DMG|1DUR	146FEWX|2RMIN|39DMG|5RCR|789VULN|9BPWR|aDUR
392	22364 11336	   	157.92	ACR|3VULN|2DMG|1ASPD	146FEWX|2RMIN|39DMG|5RCR|789VULN|9BPWR|aASPD
393	21314 13235	   	157.92	ACR|3DMG|2VULN|1DUR	167FEWX|239DMG|4RMIN|5RCR|89VULN|9BPWR|aDUR
394	51322 52222	   	157.88	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4LIT|69LWND|7AART|8RCR|aVULN
395	51322 52252	   	157.88	DCR|3DMG|1AART|1VULN	135DMG|2LHND|49LIT|6LWND|7AART|8RCR|aVULN
396	11631 61242	   	157.87	ACR|2VULN|2DMG|1ZMB|1ASPD	1DUST|27DMG|3RCR|4RCVC|5ZMB|6LIT|8aVULN|9ASPD
397	11633 16263	   	157.87	ACR|2VULN|2DMG|1ZMB|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|79VULN|8BEXP|aZMB
398	11633 16623	   	157.87	ACR|2VULN|2DMG|1ZMB|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|79VULN|8LHND|aZMB
399	25221 16253	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2BELT|3DUST|4CDMG|57VULN|6RCR|8AART|9ASPD|aZMB
400	13122 66315	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5aDMG|6RCR|7AART|8VULN|9FEWX
401	13122 66335	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5aDMG|6RCR|7AART|8VULN|9LWND
402	21264 11334	   	157.82	ACR|3VULN|2DMG|1DUR	146FEWX|29DMG|39TLV|5RCR|789VULN|9BPWR|aDUR
403	56422 22221	 * 	157.80	ACR|3DMG|1AART|2CDMG	19aDMG|29CDMG|3LHND|4CGEN|5RCR|69BEXP|7BELT|8AART|9BPWR
404	11633 16423	   	157.77	ACR|2VULN|2DMG|1ZMB|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|79VULN|8LEGI|aZMB
405	11633 37473	   	157.77	ACR|2VULN|2DMG|1ZMB|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|79VULN|8DUR|aZMB
406	11334 42342	   	157.72	ACR|3VULN|2DMG|1DUR	1DUST|23DMG|4CGEN|5RCR|6LWND|789VULN|aDUR
407	12437 12422	   	157.72	ACR|3VULN|2DMG|1DUR	18DUST|2RMIN|3MBVNT|4RCVC|5RCR|68DMG|789VULN|8BPWR|aDUR
408	12437 12427	   	157.72	ACR|3VULN|2DMG|1ASPD	18DUST|2RMIN|3MBVNT|4RCVC|5RCR|68DMG|789VULN|8BPWR|aASPD
409	53532 52121	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	13DMG|23ERES|3BPWR|4ASPD|5MLV|6CDMG|7RCR|8LWND|9aVULN
410	21326 21421	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4LIT|5CDMG|6RCVC|7RCR|8AART|9RPLT|aVULN
411	21326 21453	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4LIT|5CDMG|6RCVC|7RCR|8AART|9VULN|aDMSP
412	31353 22453	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2LHND|3DMG|4RPLT|5aVULN|6MBVNT|7AART|8ZMB|9RCR
413	51431 32453	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2LHND|3RPLT|4MBVNT|5aVULN|6ASPD|7AART|8ZMB|9RCR
414	15321 16232	   	157.65	ACR|2VULN|1AART|2CDMG|1ZMB	1DUST|2BELT|3RCR|4aCDMG|59VULN|6RMIN|7ZMB|8AART
415	53533 52121	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	13DMG|23ERES|3BPWR|4ASPD|5TLV|6CDMG|7RCR|8LWND|9aVULN
416	31354 22611	   	157.58	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	18ASPD|2LHND|3DMG|4RPLT|5AART|6VULN|7DUR|9RCR|aCDMG
417	21326 21452	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4LIT|5CDMG|6RCVC|7RCR|8AART|9VULN|aCANHEL
418	25221 16422	 * 	157.54	DCR|3VULN|1DMG|2CDMG	1FEWX|2BELT|3DUST|48CDMG|579VULN|6RCR|aDMG
419	56332 52313	   	157.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18DMG|2CDMG|38DUST|4ASPD|5RCVC|6DUR|78VULN|8BPWR|9RPLT|aRCR
420	51322 35131	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	135DMG|2LHND|4LIT|6DMSP|7CDMG|8RCR|9VULN|aZMB
421	14647 12431	   	157.52	ACR|3DMG|2VULN|1DUR	138DUST|2MBVNT|4NUKE|5RCR|68aDMG|78VULN|8BPWR|9DUR
422	51633 26331	   	157.47	ACR|2DMG|2AART|1ZMB|1DUR	15DMG|25LHND|3RCR|4RCVC|5BPWR|67AART|8ZMB|9DUR|aFEWX
423	51633 26332	   	157.47	ACR|2DMG|2AART|1ZMB|1DUR	15DMG|25LHND|3RCR|4RCVC|5BPWR|67AART|8ZMB|9DUR|aLWND
424	51633 26333	   	157.47	ACR|2DMG|2AART|1ZMB|1DUR	15DMG|25LHND|3RCR|4RCVC|5BPWR|67AART|8ZMB|9DUR|aBELT
425	11136 32471	 * 	157.43	DCR|3DMG|1VULN|3DUR|1ZMB	18DUST|28aDMG|3ZMB|4MBVNT|5VULN|678DUR|8BPWR|9RCR
426	51633 21225	   	157.39	ACR|3DMG|1AART|1CDMG	15aDMG|2578LHND|3RCR|4RCVC|5BPWR|6AART|9CDMG
427	13122 61242	   	157.35	DCR|2VULN|2DMG|1ZMB|1ASPD	12DUST|2BPWR|3ZMB|4LIT|57DMG|6RCR|8aVULN|9ASPD
428	51633 11223	   	157.35	ACR|2DMG|1AART|1VULN|1ZMB	15DMG|25LHND|3RCR|46RCVC|5BPWR|7MLV|8ZMB|9AART|aVULN
429	51633 51223	   	157.35	ACR|2DMG|1AART|1VULN|1ZMB	15DMG|256LHND|3RCR|4RCVC|5BPWR|7MLV|8ZMB|9AART|aVULN
430	15321 16422	 * 	157.26	ACR|2VULN|1DMG|2CDMG|2ZMB	19DUST|2BELT|3RCR|48CDMG|59VULN|6RMIN|79ZMB|9BPWR|aDMG
431	11633 13216	   	157.17	ACR|3DMG|1VULN|2DUR|1ASPD	157DUST|258DMG|3RCR|4RCVC|58BPWR|68DUR|9VULN|aASPD
432	11633 23216	   	157.17	ACR|3DMG|1VULN|2DUR|1ASPD	156DUST|258DMG|3RCR|4RCVC|58BPWR|78DUR|9VULN|aASPD
433	21631 42511	   	157.15	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aDMG|3RCR|4RCVC|5ZMB|6LWND|7VULN|8ERES|9AART
434	21631 56311	   	157.15	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aDMG|3RCR|4RCVC|5ZMB|6ERES|7VULN|8LWND|9AART
435	36131 12487	 * 	157.05	DCR|2VULN|3ASPD|1DMG|2CDMG	169ASPD|29CDMG|3RPLT|4MBVNT|5LEGI|79VULN|8RCR|9BPWR|aDMG
436	11631 26311	   	157.05	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4RCVC|5ZMB|6TLV|7VULN|8LWND|9AART
437	11631 26611	   	157.05	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4RCVC|5ZMB|6TLV|7VULN|8LHND|9AART
438	11631 42511	   	157.05	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4RCVC|5ZMB|6LWND|7VULN|8ERES|9AART
439	11631 56311	   	157.05	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4RCVC|5ZMB|6ERES|7VULN|8LWND|9AART
440	21314 42511	   	157.00	ACR|3DMG|1AART|1VULN	1FEWX|23aDMG|4RMIN|5RCR|6LWND|7VULN|8ERES|9AART
441	21334 42511	   	157.00	ACR|3DMG|1AART|1VULN	1FEWX|23aDMG|4CGEN|5RCR|6LWND|7VULN|8ERES|9AART
442	21334 56311	   	157.00	ACR|3DMG|1AART|1VULN	1FEWX|23aDMG|4CGEN|5RCR|6ERES|7VULN|8LWND|9AART
443	11334 26311	   	157.00	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4CGEN|5RCR|6MLV|7VULN|8LWND|9AART
444	11631 26411	   	156.95	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2aDMG|3RCR|4RCVC|5ZMB|6TLV|7VULN|8LEGI|9AART
445	11314 26611	   	156.90	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4RMIN|5RCR|6TLV|7VULN|8LHND|9AART
446	11314 42511	   	156.90	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4RMIN|5RCR|6LWND|7VULN|8ERES|9AART
447	11334 42511	   	156.90	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4CGEN|5RCR|6LWND|7VULN|8ERES|9AART
448	11334 56311	   	156.90	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4CGEN|5RCR|6ERES|7VULN|8LWND|9AART
449	56112 33316	   	156.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2CDMG|3RPLT|4MLV|57VULN|6DUR|8LWND|9AART|aRCR
450	11314 26411	   	156.80	ACR|3DMG|1AART|1VULN	1DUST|23aDMG|4RMIN|5RCR|6TLV|7VULN|8LEGI|9AART
451	11622 36221	   	156.68	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DUST|2DMG|3RCR|4LWND|5CGEN|6DUR|7ASPD|8AART|9CDMG|aVULN
452	51631 61223	   	156.65	ACR|2DMG|1AART|1VULN|1ZMB	17DMG|2LHND|3RCR|4RCVC|5ZMB|69LIT|8VULN|aAART
453	21632 31412	   	156.65	ACR|2DMG|1AART|1VULN|1ZMB	156FEWX|27DMG|3RCR|4RCVC|8VULN|9ZMB|aAART
454	54131 13473	 * 	156.60	DCR|2VULN|2DMG|2ZMB|1ASPD	1aDMG|2FEWX|3aZMB|4MBVNT|5LEGI|6ASPD|7LIT|8RCR|9aVULN|aBPWR
455	11625 36221	   	156.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUST|2DMG|3RCR|4LWND|5ERES|6DUR|7ASPD|8AART|9CDMG|aVULN
456	11631 32411	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2DMG|3RCR|46RCVC|5ZMB|78VULN|9BELT|aAART
457	11631 61233	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|27DMG|3RCR|4RCVC|5ZMB|6LIT|8VULN|9LWND|aAART
458	11632 16133	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|26DMG|3RCR|4RCVC|5FEWX|7VULN|8RMIN|9ZMB|aAART
459	21633 16133	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|26DMG|3RCR|4RCVC|5DUST|7VULN|8RMIN|9ZMB|aAART
460	51626 33323	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	1DMG|2LHND|3RCR|4LWND|5DUST|67VULN|8LIT|9ZMB|aAART
461	51314 61113	   	156.50	ACR|3DMG|1AART|1VULN	137DMG|2LHND|4RMIN|5RCR|6LIT|8VULN|9RCVC|aAART
462	51314 61133	   	156.50	ACR|3DMG|1AART|1VULN	137DMG|2LHND|4RMIN|5RCR|6LIT|8VULN|9DMSP|aAART
463	51334 61113	   	156.50	ACR|3DMG|1AART|1VULN	137DMG|2LHND|4CGEN|5RCR|6LIT|8VULN|9RCVC|aAART
464	51334 61133	   	156.50	ACR|3DMG|1AART|1VULN	137DMG|2LHND|4CGEN|5RCR|6LIT|8VULN|9DMSP|aAART
465	11123 61523	   	156.42	DCR|3VULN|2DMG|1ZMB|1SELL	18DUST|28DMG|3ZMB|4LHND|589VULN|6SELL|7RPLT|8BPWR|aRCR
466	11314 42353	   	156.40	ACR|3DMG|1AART|1VULN	1DUST|239DMG|4RMIN|5RCR|6LWND|7VULN|8FEWX|aAART
467	31353 52611	   	156.38	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	18ASPD|2LHND|3DMG|4RPLT|5VULN|6DUR|7AART|9RCR|aCDMG
468	51322 14331	   	156.36	DCR|3DMG|1AART|1ZMB|1ASPD	135DMG|2LHND|4LIT|6AART|7DMSP|8RCR|9ASPD|aZMB
469	51322 16331	   	156.36	DCR|3DMG|1AART|1ZMB|1ASPD	135DMG|2LHND|47LIT|6AART|8RCR|9ASPD|aZMB
470	21314 43313	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4RMIN|5RCR|69LWND|7AART|8VULN|aCDMG
471	21314 43341	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4RMIN|5RCR|6LWND|7AART|8VULN|9RPLT|aCDMG
472	11334 43511	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	18DUST|23DMG|48CGEN|5RCR|68LWND|7AART|8BPWR|9CDMG|aVULN
473	21314 43211	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	18FEWX|23DMG|4RMIN|5RCR|6LWND|7AART|9CDMG|aVULN
474	21314 43511	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4RMIN|5RCR|68LWND|7AART|9CDMG|aVULN
475	21334 43411	   	156.29	ACR|2DMG|1AART|1VULN|1CDMG	18FEWX|23DMG|4CGEN|5RCR|6LWND|7AART|9CDMG|aVULN
476	21635 62312	 * 	156.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|2DMG|3RCR|4RCVC|5AIRHEA|6AART|7CDMG|8VULN|9aDUR
477	51126 61223	   	156.23	DCR|2DMG|1AART|1VULN|1ZMB	17DMG|24LHND|3ZMB|59LIT|6RCR|8VULN|aAART
478	31136 11615	 * 	156.23	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1ASPD|2LHND|38ZMB|46DMG|5RCR|7CDMG|9LIT|aAART
479	11314 66322	   	156.19	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|23DMG|4RMIN|5RCR|6LIT|7AART|8VULN|9MLV|aCDMG
480	53332 32424	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3LIT|4RCR|5CGEN|6DUR|78aVULN|9CDMG
481	34316 11622	   	156.17	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2FEWX|36DMG|4MLV|5RCR|7CDMG|8ZMB|9VULN|aDUR
482	51621 22262	 * 	156.16	ACR|2AART|1DMG|1VULN|2ZMB	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|79AART|8aZMB
483	51623 33513	   	156.14	ACR|3VULN|2DMG|1AART|1MSE	18DMG|28LHND|3RCR|4LWND|5MSE|678VULN|8BPWR|9AART|aCGEN
484	51623 31511	 * 	156.14	ACR|3DMG|2VULN|1AART|1MSE	18aDMG|278LHND|3RCR|4LWND|5MSE|68VULN|8BPWR|9AART
485	11635 62312	   	156.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1DUST|2DMG|3RCR|4RCVC|5AIRHEA|6AART|7CDMG|8VULN|9aDUR
486	53121 61533	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	17DMG|2ERES|3ZMB|4LIT|5CGEN|6RCR|8RCVC|9VULN|aAART
487	11321 65234	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4LIT|5CGEN|6RCR|7RPLT|8ZMB|9VULN|aAART
488	11314 66232	   	156.09	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|23DMG|4RMIN|5RCR|6LIT|7AART|8ERES|9VULN|aCDMG
489	36134 15843	 * 	156.07	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	17ASPD|2CDMG|3RPLT|4MBVNT|56DMG|8ZMB|9RCR|aAART
490	51623 33512	   	156.04	ACR|3VULN|2DMG|1AART|1MSE	18DMG|28LHND|3RCR|4LWND|5MSE|678VULN|8BPWR|9AART|aDUST
491	13122 61233	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	12DUST|2BPWR|3ZMB|4LIT|57DMG|6RCR|8VULN|9LWND|aAART
492	15321 26226	   	155.99	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|57aVULN|6BEXP|8AART|9LWND
493	15321 26234	   	155.99	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|579VULN|6BEXP|8AART|aMGNSTR
494	15321 26235	   	155.99	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|579VULN|6BEXP|8AART|aLHND
495	51116 31221	   	155.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3ZMB|4MLV|5RCR|6DUR|7DUST|8AART|9CDMG|aVULN
496	51613 13263	   	155.94	ACR|3VULN|1DMG|1ZMB|1ASPD	1DMG|2LHND|3RCR|4TLV|579VULN|6ASPD|8BEXP|aZMB
497	21643 63333	   	155.91	ACR|2DMG|1VULN|2CDMG|2ASPD|1SELL	1FEWX|2aDMG|3RCR|4MLV|5VULN|6SELL|7aCDMG|8LWND|9aASPD|aBPWR
498	15321 26233	   	155.89	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|579VULN|6BEXP|8AART|aTLV
499	15321 26236	   	155.89	ACR|3VULN|1AART|1CDMG	1DUST|2BELT|3RCR|4CDMG|579VULN|6BEXP|8AART|aNUKE
500	51621 21123	   	155.88	ACR|3VULN|2DMG	19DMG|2LHND|3RCR|49LWND|5LIT|68aVULN|79MLV|9BPWR
501	51621 24123	   	155.88	ACR|3VULN|2DMG	19DMG|2LHND|3RCR|49LWND|5LIT|67aVULN|89CGEN|9BPWR
