0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
326	21423 53421	   	172.80	DCR|3AART|2VULN|1DMG|1CDMG	123AART|4FEWX|5CDMG|68VULN|7LWND|9RCR|aDMG
327	25211 32143	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8ZMB|9FEWX|aCDMG
328	25211 32223	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8FEWX|9CDMG|aZMB
329	25211 32323	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8LHND|9CDMG|aZMB
330	25215 32143	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8ZMB|9FEWX|aCDMG
331	25215 32223	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8FEWX|9CDMG|aZMB
332	25215 32323	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8LHND|9CDMG|aZMB
333	25242 32143	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8ZMB|9FEWX|aCDMG
334	25242 32223	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8FEWX|9CDMG|aZMB
335	25242 32323	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8LHND|9CDMG|aZMB
336	25261 32143	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8ZMB|9FEWX|aCDMG
337	25261 32223	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8FEWX|9CDMG|aZMB
338	25261 32323	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8LHND|9CDMG|aZMB
339	25652 32223	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8FEWX|9CDMG|aZMB
340	25652 32323	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8LHND|9CDMG|aZMB
341	25215 12113	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8ZMB|9DUST|aCDMG
342	25261 12113	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8ZMB|9DUST|aCDMG
343	25412 12128	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3DUR|4aVULN|5DUST|6FEWX|7RCR|8aLHND|9MBVNT|aBPWR
344	25512 53231	   	172.72	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2aDMG|3ASPD|5ZMB|6MGNSTR|7VULN|8MBVNT|9RCR
345	25642 32223	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8FEWX|9CDMG|aZMB
346	25642 32323	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8LHND|9CDMG|aZMB
347	25211 32113	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8ZMB|9DUST|aCDMG
348	25211 32133	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8ZMB|9MBVNT|aCDMG
349	25215 32113	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8ZMB|9DUST|aCDMG
350	25215 32133	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8ZMB|9MBVNT|aCDMG
351	25242 32113	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8ZMB|9DUST|aCDMG
352	25242 32133	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8ZMB|9MBVNT|aCDMG
353	25261 32113	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8ZMB|9DUST|aCDMG
354	25261 32133	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8ZMB|9MBVNT|aCDMG
355	25652 32113	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8ZMB|9DUST|aCDMG
356	25652 32133	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8ZMB|9MBVNT|aCDMG
357	25211 33412	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|3LWND|468VULN|5ERES|7RPLT|9RCR|aCDMG
358	25242 33412	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DMG|3LWND|4ERES|568VULN|7RPLT|9RCR|aCDMG
359	25112 13231	   	172.62	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2aDMG|3AIRHEL|5ZMB|6ASPD|7VULN|8MBVNT|9RCR
360	12541 12421	   	172.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2DMG|3AART|4aVULN|5RCR|6LWND|7DUR|8RPLT|9CDMG
361	42262 22124	   	172.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5aVULN|6RCR|8ZMB|9CGEN
362	25412 27341	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|48VULN|5DUST|6MBVNT|7RCR|aLWND
363	25412 27343	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|48VULN|5DUST|6MBVNT|7RCR|aLHND
364	25412 27344	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|48VULN|5DUST|6MBVNT|7RCR|aMLV
365	12541 32421	   	172.47	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DMG|3AART|4aVULN|5RCR|6DUST|7DUR|8RPLT|9CDMG
366	25412 27342	   	172.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|48VULN|5DUST|6MBVNT|7RCR|aERES
367	21241 23652	   	172.45	DCR|3AART|2VULN|1DMG|1ZMB	12aAART|3DUST|46VULN|5ZMB|7LIT|8RCR|9DMG
368	22636 12121	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2FEWX|3VENICY|469VULN|5ZMB|7LWND|8RCR|aDMG
369	22636 14121	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2FEWX|3VENICY|469VULN|5ZMB|7LHND|8RCR|aDMG
370	21413 54222	 * 	172.22	DCR|3AART|2VULN|3CDMG|1DUR	123AART|47LHND|57aCDMG|67VULN|7BPWR|8DUR|9RCR
371	21423 54222	   	172.22	DCR|3AART|2VULN|3CDMG|1DUR	123AART|47FEWX|57aCDMG|67VULN|7BPWR|8DUR|9RCR
372	21241 23626	   	172.03	DCR|2AART|2VULN|1DMG|2ZMB	12AART|3DUST|46VULN|59ZMB|7LIT|8RCR|aDMG
373	26222 26321	   	172.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	14AART|2DUR|3BEXP|5VULN|6RCR|7DMG|8CGEN|9CDMG|aASPD
374	26322 26321	   	172.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	14AART|2DUR|3FEWX|5VULN|6RCR|7DMG|8CGEN|9CDMG|aASPD
375	26242 13338	   	171.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|28DUR|3BEXP|4RCR|58VULN|68LIT|7MBVNT|8BPWR|9ZMB|aDMG
376	25433 23421	   	171.91	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	17AART|2DMG|3DUR|4RMIN|5DUST|6RCR|8VULN|9CDMG|aASPD
377	25633 23421	   	171.81	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	17AART|2DMG|3ERES|4DUR|5DUST|6RCR|8VULN|9CDMG|aASPD
378	12542 53323	   	171.78	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	18ASPD|28DMG|3AART|4VULN|5LIT|68LWND|7RCR|8BPWR|9BEXP|aZMB
379	12332 21343	   	171.66	DCR|2VULN|2DMG|1AART|2ASPD	17ASPD|27DMG|3DUST|45VULN|679LIT|7BPWR|8RCR|aAART
380	12336 51343	   	171.66	DCR|2VULN|2DMG|1AART|2ASPD	17ASPD|27DMG|3DUST|46VULN|579LIT|7BPWR|8RCR|aAART
381	21243 26621	 * 	171.59	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	12AART|3DUST|4VULN|5BEXP|6RCR|7DMG|8aASPD|9CDMG
382	12542 53113	   	171.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	19ASPD|2DMG|3AART|49VULN|5LIT|6LWND|7RCR|89DUST|9BPWR|aZMB
383	25263 43113	 * 	171.54	DCR|3DMG|1AART|1VULN|2ZMB	1AART|249DMG|3LWND|56ZMB|7VULN|8LIT|aRCR
384	12512 53231	   	171.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ASPD|2aDMG|34AART|5ZMB|6MGNSTR|7VULN|8MBVNT|9RCR
385	13451 11253	   	171.47	ACR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2RCVC|389VULN|4DUST|5RCR|6LHND|79DMG|9BPWR|aDUR
386	14611 31222	 * 	171.47	ACR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|2BEXP|379DMG|4MLV|5RCR|6aVULN|8CDMG
387	25432 32124	   	171.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|36DUR|4RMIN|5aVULN|7RCR|8ZMB|9CGEN
388	44412 33322	   	171.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DLOT|3RCVC|4AART|5aVULN|6DMG|7ASPD|8RCR|9CDMG
389	44412 33323	   	171.45	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DLOT|3RCVC|4AART|5VULN|6aDMG|7ASPD|8RCR|9CDMG
390	26222 26322	   	171.39	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	14AART|2DUR|3BEXP|5VULN|6RCR|7DMG|8CGEN|9aCDMG
391	26322 26322	   	171.39	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	14AART|2DUR|3FEWX|5VULN|6RCR|7DMG|8CGEN|9aCDMG
392	25411 32124	   	171.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|36DUR|4aVULN|5ERES|7RCR|8ZMB|9CGEN
393	25632 32124	   	171.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|3ERES|46DUR|5aVULN|7RCR|8ZMB|9CGEN
394	21243 26622	   	171.29	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	12AART|3DUST|4VULN|5BEXP|6RCR|7DMG|8ASPD|9aCDMG
395	25433 23422	   	171.29	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	17AART|2DMG|3DUR|4RMIN|5DUST|6RCR|8VULN|9aCDMG
396	24313 26216	   	171.24	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2CGEN|3DUST|4VULN|5ZMB|6RCR|7DMG|8RPLT|9CDMG|aFLTHEA
397	25432 24212	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|4RMIN|5aVULN|6RCR|7MLV|8RPLT|9CDMG
398	25633 23422	   	171.19	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	17AART|2DMG|3ERES|4DUR|5DUST|6RCR|8VULN|9aCDMG
399	22242 44121	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2FEWX|3BEXP|4RCR|579VULN|6SNIHEL|8ASPD|aDMG
400	22243 14125	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1AART|2FEWX|3BEXP|4RCR|5AIRHEL|6DUR|79aVULN|8DMG
401	25411 24212	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|4aVULN|5ERES|6RCR|7MLV|8RPLT|9CDMG
402	25632 24212	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3ERES|4DUR|5aVULN|6RCR|7MLV|8RPLT|9CDMG
403	24362 26221	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8FEWX|9CDMG|aASPD
404	24362 26321	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8LHND|9CDMG|aASPD
405	24362 22116	   	171.11	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2CGEN|3DUST|4DMG|59VULN|6RCR|7DUR|8LWND|aFLTHEA
406	24362 22234	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29CGEN|3DUST|49DMG|5VULN|6RCR|7DUR|89TLV|9BPWR|aCDMG
407	21241 26334	   	171.10	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	12AART|3DUST|46VULN|5ZMB|7RCR|8BEXP|9DUR|aCDMG
408	14632 23323	   	171.05	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2BEXP|3aDMG|457VULN|6LIT|8RCR|9CDMG
409	25411 21116	   	171.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|49VULN|5ERES|6RCR|7DUST|8LWND|aFLTHEA
410	25632 21116	   	171.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3ERES|4DUR|59VULN|6RCR|7DUST|8LWND|aFLTHEA
411	25432 21424	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|4RMIN|5aVULN|6RCR|7DUST|8MBVNT|9CDMG
412	24215 42133	   	171.01	DCR|3AART|1DMG|1VULN|1CDMG|1ZMB	16aAART|2CGEN|3LWND|4VULN|5DMG|7RCR|8ZMB|9CDMG
413	24262 42133	   	171.01	DCR|3AART|1DMG|1VULN|1CDMG|1ZMB	16aAART|2CGEN|3LWND|4DMG|5VULN|7RCR|8ZMB|9CDMG
414	11632 23323	   	170.95	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2DUST|3aDMG|457VULN|6LIT|8RCR|9CDMG
415	11636 53323	   	170.95	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2DUST|3aDMG|467VULN|5LIT|8RCR|9CDMG
416	12332 23323	   	170.95	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2aDMG|3DUST|457VULN|6LIT|8RCR|9CDMG
417	12336 53323	   	170.95	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2aDMG|3DUST|467VULN|5LIT|8RCR|9CDMG
418	22342 11535	   	170.92	DCR|2AART|2VULN|1DMG|1CDMG	16AART|23FEWX|45VULN|7MGNSTR|8RCR|9CDMG|aDMG
419	12233 63156	   	170.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	17ASPD|2DMG|37LHND|47VULN|5AART|6BELT|7BPWR|8RCR|9RMIN|aCDMG
420	25113 13131	 * 	170.82	DCR|2AART|2DMG|1VULN|3DUR	14AART|2aDMG|3AIRHEL|578DUR|6VULN|9RCR
421	25113 63131	   	170.82	DCR|2AART|2DMG|1VULN|3DUR	14AART|2aDMG|3AIRHEL|568DUR|7VULN|9RCR
422	25213 12531	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|48aVULN|5FEWX|6BEXP|7RCR|9DUR
423	25413 12521	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5FEWX|6BEXP|7RCR|9LWND
424	25413 32521	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5FEWX|6LHND|7RCR|9LWND
425	25211 32461	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2DMG|3LWND|468VULN|5ERES|7RCR|9LIT|aASPD
426	25211 32462	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|468VULN|5ERES|7RCR|9LIT|aDUR
427	25212 12331	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|48aVULN|5DUST|6FEWX|7RCR|9DUR
428	25212 62352	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|48aVULN|5DUST|6DUR|7RCR|9RPLT
429	25412 12321	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5DUST|6FEWX|7RCR|9LWND
430	25412 12352	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5DUST|6FEWX|7RCR|9RPLT
431	25412 32521	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5DUST|6LHND|7RCR|9LWND
432	21241 23634	   	170.71	DCR|3VULN|2AART|1ZMB|1DUR	12AART|3DUST|469VULN|5ZMB|7LIT|8RCR|aDUR
433	25242 42123	   	170.68	DCR|2AART|2DMG|1VULN|1ZMB	16AART|2aDMG|3LWND|4aERES|5VULN|7RCR|8ZMB|9aCGEN|aBPWR
434	25213 12413	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|2DMG|3LWND|49VULN|5FEWX|6BEXP|7RCR|8ZMB
435	25216 12413	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|2DMG|3LWND|49VULN|5LHND|6BEXP|7RCR|8ZMB
436	25541 13112	   	170.63	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1AART|2aDMG|3ASPD|4aVULN|5RCR|6LWND|7TLV|8SELL|9aLIT|aBPWR
437	25212 27331	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|48aVULN|5DUST|6MBVNT|7RCR|9DUR
438	25211 32634	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3LWND|46aVULN|59ERES|7RCR|8DUR
439	25412 27141	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|49aVULN|5DUST|6MBVNT|7RCR|8LHND
440	25412 27321	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|48aVULN|5DUST|6MBVNT|7RCR|9LWND
441	42263 23421	   	170.61	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|37AART|4DMG|5DUST|6RCR|8VULN|9CDMG|aASPD
442	25211 42124	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	16AART|2DMG|3LWND|4aVULN|5ERES|7RCR|8ZMB|9CGEN
443	21241 26362	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8BEXP|9LWND|aDMG
444	21241 26531	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8CGEN|9DMG|aMLV
445	21241 26532	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8CGEN|9DMG|aRMIN
446	21241 26533	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8CGEN|9DMG|aLIT
447	25211 32121	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|2DMG|3LWND|46VULN|5ERES|7RCR|8ZMB|9CGEN
448	25215 32121	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|25DMG|3LWND|4VULN|6TLV|7RCR|8ZMB|9CGEN
449	25242 32121	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|2DMG|3LWND|4ERES|56VULN|7RCR|8ZMB|9CGEN
450	25261 32121	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|24DMG|3LWND|5VULN|6TLV|7RCR|8ZMB|9CGEN
451	25652 32121	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|2DMG|3ERES|4LWND|56VULN|7RCR|8ZMB|9CGEN
452	21241 12431	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6CGEN|7RCR|9DMG|aMLV
453	21241 12432	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6CGEN|7RCR|9DMG|aRMIN
454	21241 12433	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6CGEN|7RCR|9DMG|aLIT
455	25215 12161	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|25DMG|3LWND|4VULN|6CGEN|7RCR|8ZMB|9ERES
456	25261 12161	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|24DMG|3LWND|5VULN|6CGEN|7RCR|8ZMB|9ERES
457	12541 23621	   	170.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DMG|38AART|4VULN|5RCR|6RMIN|7ZMB|9CDMG|aFEWX
458	12541 23622	   	170.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DMG|38AART|4VULN|5RCR|6RMIN|7ZMB|9CDMG|aMLV
459	24362 26222	   	170.49	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8FEWX|9aCDMG
460	24362 26322	   	170.49	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8LHND|9aCDMG
461	21241 32431	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6TLV|7RCR|9DMG|aMLV
462	21241 32432	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6TLV|7RCR|9DMG|aRMIN
463	21241 32433	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6TLV|7RCR|9DMG|aLIT
464	21241 32435	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6TLV|7RCR|9DMG|aBEXP
465	21241 26231	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8ERES|9DMG|aMLV
466	21241 26232	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8ERES|9DMG|aRMIN
467	21241 26233	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8ERES|9DMG|aLIT
468	21241 26236	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8ERES|9DMG|aFEWX
469	21241 26431	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8TLV|9DMG|aMLV
470	21241 26432	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8TLV|9DMG|aRMIN
471	21241 26433	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8TLV|9DMG|aLIT
472	25215 32161	   	170.48	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|25DMG|3LWND|4VULN|6TLV|7RCR|8ZMB|9ERES
473	25261 32161	   	170.48	DCR|2AART|2DMG|1VULN|1ZMB	1aAART|24DMG|3LWND|5VULN|6TLV|7RCR|8ZMB|9ERES
474	21241 12434	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6CGEN|7RCR|9DMG|aTLV
475	21241 12435	   	170.48	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6CGEN|7RCR|9DMG|aERES
476	25213 23548	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3LWND|4aVULN|5FEWX|6MBVNT|7DUR|8RCR|9aBEXP|aBPWR
477	25215 15122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|25DMG|3LWND|4VULN|6CGEN|7DUR|8ZMB|aRCR
478	25261 15122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3LWND|5VULN|6CGEN|7DUR|8ZMB|aRCR
479	25266 11122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3LWND|5DUR|6CGEN|7VULN|8ZMB|aRCR
480	25266 22122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3LWND|5DUR|6VULN|7CGEN|8ZMB|aRCR
481	25413 62122	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2DMG|3DUR|46VULN|5FEWX|7CGEN|8ZMB|aRCR
482	25425 11122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|25DMG|3DUR|4LWND|6CGEN|7VULN|8ZMB|aRCR
483	25425 22122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|25DMG|3DUR|4LWND|6VULN|7CGEN|8ZMB|aRCR
484	25462 11122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3DUR|5LHND|6CGEN|7VULN|8ZMB|aRCR
485	25462 22122	   	170.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|24DMG|3DUR|5LHND|6VULN|7CGEN|8ZMB|aRCR
486	21241 32436	   	170.38	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|48VULN|5ZMB|6TLV|7RCR|9DMG|aERES
487	21241 26234	   	170.38	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8ERES|9DMG|aTLV
488	21241 26235	   	170.38	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7RCR|8aERES|9DMG
489	24313 36622	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|2CGEN|3DUST|48VULN|5ZMB|6DUR|7DMG|aRCR
