0	Index      	 *	Score 	Summary	Detail	
1	36424 31233	 * 	190.01	DCR|2VULN|2DMG|1AART|2ASPD|1CDMG	1BEXP|29DMG|38ASPD|47VULN|5CDMG|6RCR|aAART
335	13156 12422	   	161.23	ACR|2VULN|2DMG|1AART	1DUST|27VULN|3LIT|4RCR|58DMG|6BEXP|9AART|aCANSTR
336	36352 33532	 * 	161.22	DCR|3DMG|1AART|1VULN|1DUR	1BEXP|279DMG|3RMIN|4LWND|5AART|6DUR|8VULN|aRCR
337	16111 22251	   	161.20	ACR|3VULN|1AART|2CDMG	1aDUST|2aCDMG|3CGEN|4RCR|578VULN|6AART|9aMLV|aBPWR
338	61521 43223	   	161.14	DCR|3VULN|1DMG|2CDMG	17LIT|27CDMG|3RCVC|457VULN|6RCR|7BPWR|8DUST|9FEWX|aDMG
339	61521 41113	   	161.04	DCR|3VULN|1DMG|2CDMG	1LIT|28CDMG|3RCVC|45aVULN|6RCR|7DMG|9BEXP
340	61521 41123	   	161.04	DCR|3VULN|1DMG|2CDMG	1LIT|28CDMG|3RCVC|45aVULN|6RCR|7DMG|9LHND
341	61521 41133	   	160.94	DCR|3VULN|1DMG|2CDMG	1LIT|28CDMG|3RCVC|45aVULN|6RCR|7DMG|9DUST
342	52333 52111	 * 	160.92	DCR|2VULN|2DMG|3ASPD|1DUR	1RCVC|2MBVNT|349ASPD|59DMG|6DUR|7LIT|89VULN|9BPWR|aRCR
343	52343 52111	   	160.92	DCR|2VULN|2DMG|3ASPD|1DUR	1RCVC|2MBVNT|349ASPD|49BPWR|59DMG|6DUR|7LIT|89VULN|aRCR
344	23416 35331	   	160.88	DCR|3DMG|1AART|1VULN	1FEWX|2VULN|3MLV|4LWND|59aDMG|6AART|7RCR|8LHND
345	33416 35331	   	160.88	DCR|3DMG|1AART|1VULN	1BEXP|2VULN|3MLV|4LWND|59aDMG|6AART|7RCR|8LHND
346	36326 35331	   	160.88	DCR|3DMG|1AART|1VULN	1BEXP|29aDMG|3RMIN|4VULN|5LWND|6AART|7RCR|8LHND
347	36335 35331	   	160.88	DCR|3DMG|1AART|1VULN	1BEXP|29aDMG|3RMIN|4FEWX|5VULN|6AART|7RCR|8LWND
348	31514 61232	   	160.88	DCR|2DMG|1AART|1VULN|1CDMG	1aBEXP|2RPLT|3AART|4LHND|5aCGEN|6VULN|7RCR|8CDMG|9aDMG|aBPWR
349	11131 12153	 * 	160.82	DCR|2VULN|2DMG|2ZMB|1CDMG	14DUST|2RPLT|34ZMB|4BPWR|56VULN|78DMG|9RCR|aCDMG
350	44131 12153	   	160.82	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|24DUST|34ZMB|4BPWR|56VULN|78DMG|9RCR|aCDMG
351	13416 35331	   	160.78	DCR|3DMG|1AART|1VULN	1DUST|2VULN|3MLV|4LWND|59aDMG|6AART|7RCR|8LHND
352	23426 35331	   	160.78	DCR|3DMG|1AART|1VULN	1FEWX|2VULN|3MLV|4LEGI|59aDMG|6AART|7RCR|8LHND
353	33426 35331	   	160.78	DCR|3DMG|1AART|1VULN	1BEXP|2VULN|3MLV|4LEGI|59aDMG|6AART|7RCR|8LHND
354	36633 35331	   	160.78	DCR|3DMG|1AART|1VULN	1BEXP|29aDMG|3DUST|4VULN|5RMIN|6AART|7RCR|8LWND
355	13426 35331	   	160.68	DCR|3DMG|1AART|1VULN	1DUST|2VULN|3MLV|4LEGI|59aDMG|6AART|7RCR|8LHND
356	52125 34117	   	160.64	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RCVC|2MBVNT|3aFEWX|4VULN|5CDMG|6RCR|7AART|8DMG|9FLTHEA
357	52125 34111	   	160.54	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1RCVC|2MBVNT|3FEWX|4VULN|5CDMG|6RCR|7AART|8DMG|9FLTHEA|aERES
358	52125 34113	   	160.54	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RCVC|2MBVNT|3FEWX|4VULN|5CDMG|6RCR|7AART|8DMG|9FLTHEA|aDUST
359	41233 34152	 * 	160.52	DCR|3VULN|1AART|2CDMG|1DUR	1RPLT|29CDMG|3DUR|478VULN|5BELT|6AART|aRCR
360	11111 22346	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	14DUST|2RPLT|3ZMB|578VULN|6AART|9RCR|aCDMG
361	43126 22236	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|378VULN|4ERES|5NUKE|6AART|9RCR|aCDMG
362	35234 33313	   	160.46	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|2CGEN|3aDUR|48VULN|5AART|6RCR|7LHND|9DMG
363	35234 35321	   	160.46	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|2CGEN|39DUR|4VULN|5AART|6RCR|7aDMG|8LHND
364	13152 43241	   	160.42	ACR|3VULN|1AART|1CDMG|1ASPD	16DUST|25aVULN|3LIT|4RCR|7CDMG|8AART|9ASPD
365	52125 64122	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3FEWX|48VULN|5CDMG|6DMG|7RCR|9LIT|aAART
366	32111 24322	   	160.36	ACR|3VULN|1AART|2DUR|1ASPD|1SELL	18BEXP|2SELL|3CGEN|4RCR|58aVULN|6AART|78DUR|8BPWR|9ASPD
367	23254 33313	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1FEWX|28VULN|3ERES|4aDUR|5AART|6RCR|7LHND|9DMG
368	34642 32132	   	160.35	ACR|3DMG|1VULN|1CDMG|1ZMB	12aBEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG
369	34642 32133	   	160.35	ACR|3DMG|1VULN|1CDMG|1ZMB	12BEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG|aLIT
370	33462 35211	   	160.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2VULN|3MLV|4AART|5CGEN|6DUR|7RCR|8ASPD|9aDMG
371	21521 42341	   	160.27	DCR|3VULN|2AART|1ZMB	1FEWX|2RPLT|35AART|478VULN|6ZMB|9RCR|aBEXP
372	31521 42341	   	160.27	DCR|3VULN|2AART|1ZMB	1aBEXP|2RPLT|35AART|478VULN|6ZMB|9RCR
373	13152 51421	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1DUST|259VULN|3LIT|4RCR|6RPLT|7CDMG|8DMG|aZMB
374	52442 83813	   	160.24	DCR|2DMG|1AART|1VULN|1DUR	1aRCVC|2MBVNT|3LHND|4DUR|5AART|6RCR|79DMG|8VULN
375	52442 83823	   	160.24	DCR|2VULN|1AART|1DMG|1DUR	1aRCVC|2MBVNT|3LHND|4DUR|5AART|6RCR|7DMG|89VULN
376	23155 23326	   	160.22	ACR|3DMG|2VULN|1ASPD	1FEWX|29VULN|3LIT|4RCR|5ASPD|68aDMG|7LWND
377	23156 23326	   	160.22	ACR|3DMG|2VULN|1ASPD	1FEWX|29VULN|3LIT|4RCR|58aDMG|6ASPD|7LWND
378	33155 23326	   	160.22	ACR|3DMG|2VULN|1ASPD	1BEXP|29VULN|3LIT|4RCR|5ASPD|68aDMG|7LWND
379	33156 23326	   	160.22	ACR|3DMG|2VULN|1ASPD	1BEXP|29VULN|3LIT|4RCR|58aDMG|6ASPD|7LWND
380	11131 22646	 * 	160.22	DCR|2VULN|2AART|2ZMB|1CDMG	14DUST|2RPLT|34ZMB|4BPWR|57VULN|68AART|9RCR|aCDMG
381	36424 31113	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|28DMG|3ASPD|47VULN|5CDMG|6RCR|9RMIN|aRPLT
382	36424 31323	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2aDMG|3ASPD|47VULN|5CDMG|6RCR|8LIT|9FEWX
383	61461 22212	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	17LIT|2CDMG|3aDMG|49VULN|5LHND|6RCR|8ASPD
384	11521 42341	   	160.17	DCR|3VULN|2AART|1ZMB	1DUST|2RPLT|35AART|478VULN|6ZMB|9RCR|aBEXP
385	21521 42343	   	160.17	DCR|3VULN|2AART|1ZMB	1FEWX|2RPLT|35AART|478VULN|6ZMB|9RCR|aDUST
386	31521 42122	   	160.17	DCR|3VULN|2AART|1ZMB	1BEXP|2RPLT|35AART|47aVULN|6ZMB|8TLV|9RCR
387	31521 42222	   	160.17	DCR|3VULN|2AART|1ZMB	1BEXP|2RPLT|35AART|47aVULN|6ZMB|8ERES|9RCR
388	12111 24322	   	160.16	ACR|3VULN|1AART|2DUR|1ASPD|1SELL	18DUST|2SELL|3CGEN|4RCR|58aVULN|6AART|78DUR|8BPWR|9ASPD
389	13155 23326	   	160.12	ACR|3DMG|2VULN|1ASPD	1DUST|29VULN|3LIT|4RCR|5ASPD|68aDMG|7LWND
390	13156 23326	   	160.12	ACR|3DMG|2VULN|1ASPD	1DUST|29VULN|3LIT|4RCR|58aDMG|6ASPD|7LWND
391	36424 31111	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|28DMG|3ASPD|47VULN|5CDMG|6RCR|9RMIN|aERES
392	61462 22213	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	17LIT|2CDMG|3aDMG|49VULN|5DUST|6RCR|8ASPD
393	26111 21141	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2CDMG|3CGEN|4RCR|5VULN|69AART|7ASPD|8DMG|aBEXP
394	26111 21144	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3CGEN|4RCR|5VULN|69AART|7ASPD|8DMG
395	26111 21146	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2CDMG|3CGEN|4RCR|5VULN|69AART|7ASPD|8DMG|aLIT
396	11521 42343	   	160.07	DCR|3VULN|2AART|1ZMB	1aDUST|2RPLT|35AART|478VULN|6ZMB|9RCR
397	55222 35213	 * 	160.05	DCR|1AART|1VULN|2ZMB|1CDMG|1FLTHEA|2RCVC|1DUR	12RCVC|34ZMB|5FLTHEA|6DUR|7VULN|8RCR|9AART|aCDMG
398	13155 21313	   	160.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1DUST|29VULN|3LIT|4RCR|5ASPD|6aDMG|7CDMG|8RCVC
399	13156 21313	   	160.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1DUST|29VULN|3LIT|4RCR|5aDMG|6ASPD|7CDMG|8RCVC
