0	Index      	 *	Score 	Summary	Detail	
1	35334 31423	 * 	224.81	ACR|3DMG|2VULN|2AART	19FEWX|2RCR|38AART|49VULN|5AEFBLL|6ZMB|79aDMG|9BPWR
310	65311 14122	   	195.31	ACR|2VULN|1DMG|1AART|1BEXP|1CDMG	1aVULN|2RCR|3DUR|4LHND|5AART|6BEXP|7DMG|8CDMG|9RMIN
311	65221 61221	   	195.30	ACR|2VULN|2BEXP|2CDMG|1AART	18VULN|2RCR|3LIT|49CDMG|57BEXP|6AART|aSNIFST
312	65232 22231	   	195.23	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|8DMG|9RCVC|aBEXP
313	65234 32231	   	195.23	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4DUR|5AME|6LEGI|7BASARM|8DMG|9RCVC|aBEXP
314	65263 22231	   	195.23	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4LEGI|5LHND|6AME|7BASARM|8DMG|9RCVC|aBEXP
315	65334 32231	   	195.23	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3DUR|4AME|5LIT|6LEGI|7BASARM|8DMG|9RCVC|aBEXP
316	65311 21241	   	195.21	ACR|2VULN|1DMG|1AART|1BEXP|1CDMG	18VULN|2RCR|3DUR|4LHND|5AART|6MDPS|7CDMG|9DMG|aBEXP
317	35333 14323	   	195.13	ACR|3BEXP|1VULN|1AART|1DMG	1FEWX|2RCR|3AART|4VULN|5LWND|69aBEXP|7DMG|8ZMB
318	35333 15523	   	195.13	ACR|3BEXP|1VULN|1AART|1ASPD	1FEWX|2RCR|3AART|4VULN|5LWND|69aBEXP|7RMIN|8ASPD
319	35335 14323	   	195.13	ACR|3BEXP|1VULN|1AART|1DMG	1FEWX|2RCR|3AART|4VULN|5LHND|69aBEXP|7DMG|8ZMB
320	65262 22231	   	195.13	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4LEGI|5MBVNT|6AME|7BASARM|8DMG|9RCVC|aBEXP
321	35333 13523	   	195.03	ACR|3BEXP|1VULN|1AART|1ASPD	1FEWX|2RCR|3AART|4VULN|5LWND|69aBEXP|7TLV|8ASPD
322	35335 13523	   	195.03	ACR|3BEXP|1VULN|1AART|1ASPD	1FEWX|2RCR|3AART|4VULN|5LHND|69aBEXP|7TLV|8ASPD
323	65221 12532	   	194.81	ACR|2VULN|2BEXP|1ASPD|2CDMG	19VULN|2RCR|3aLIT|46CDMG|57BEXP|8ASPD
324	65221 12533	   	194.81	ACR|2VULN|2BEXP|1ASPD|2CDMG	19VULN|2RCR|3LIT|46CDMG|57BEXP|8ASPD|aDUR
