0	Index      	 *	Score 	Summary	Detail	
1	16323 13145	 * 	214.66	DCR|4VULN|1AART|1ASPD|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aASPD
343	34331 43263	   	186.10	DCR|2VULN|2DMG|1CDMG|1DUR	1aVULN|2MBVNT|3CGEN|4aLWND|5DUR|6RCR|7CDMG|8RPLT|9aDMG|aBPWR
344	34331 43773	   	186.10	DCR|2VULN|2DMG|1CDMG|1DUR	1aVULN|2MBVNT|3CGEN|4aLWND|5DUR|6RCR|7CDMG|8aDMG|9RPLT|aBPWR
345	16323 13514	   	186.09	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9TLV|aERES
346	16323 13561	   	186.09	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9MSE|aFEWX
347	16323 13562	   	186.09	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9MSE|aBEXP
348	16323 13563	   	186.09	DCR|4VULN|1AART|1ZMB|1MSE	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9MSE|aZMB
349	16323 43433	   	186.09	DCR|4VULN|1AART	1RMIN|2AART|356aVULN|4LIT|7RCR|8VENFST|9DUST
350	16323 43511	   	186.09	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|4LIT|7RCR|9TLV|aCGEN
351	16323 43512	   	186.09	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|4LIT|7RCR|9TLV|aMLV
352	16323 43513	   	186.09	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|4LIT|7RCR|9TLV|aLHND
353	16323 43532	   	186.09	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3568VULN|4LIT|7RCR|9BEXP|aMSE
354	16323 43611	   	186.09	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3569VULN|4LIT|7RCR|8BELT|aMSE
355	34141 34174	   	186.08	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2MBVNT|3DMSP|5DUST|7RCR|8DMG|9ZMB|aCDMG
356	34147 44174	   	186.08	DCR|3VULN|1DMG|1CDMG|1ZMB	145VULN|2MBVNT|3DMSP|6DUST|7RCR|8DMG|9ZMB|aCDMG
357	16133 35734	   	186.07	DCR|2VULN|2DMG|1AART	1RMIN|2AART|3MBVNT|4aVULN|5LIT|6RPLT|7aDMG|8aDUST|9RCR|aBPWR
358	34143 41617	   	186.06	DCR|2VULN|2ASPD|1AART|1DUR	14VULN|2MBVNT|3DMSP|5DUR|6LWND|79ASPD|8RCR|aAART
359	32633 31532	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	16aVULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|9CGEN
360	32633 31552	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	16aVULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|9AME
361	42633 31532	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	1BEXP|26aVULN|3DUR|4DMG|5MLV|7ASPD|8RCR|9CGEN
362	33536 21352	   	186.05	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	17aVULN|2AAC|3RPLT|4DUR|5ASPD|6RCR|8DUST|9CDMG
363	33623 62315	   	186.03	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	158VULN|2AAC|3AART|4LIT|6DUR|7CDMG|9RMIN|aRCR
364	16323 14316	   	186.03	DCR|3VULN|2AART	1RMIN|2aAART|356VULN|46LIT|6BPWR|7RCVC|8RCR|9TLV
365	34614 35443	   	186.03	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6DUST|7DMG|8DUR|9RMIN|aRCR
366	34633 63123	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	15aVULN|2MBVNT|3ASPD|4LIT|6ZMB|7FEWX|8DMG|9RCR
367	32533 51223	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	15aVULN|2BEXP|3ASPD|4LIT|6ZMB|7DMG|8MBVNT|9RCR
368	42533 51223	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1BEXP|25aVULN|3ASPD|4LIT|6ZMB|7DMG|8MBVNT|9RCR
369	32633 31542	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR|1MSE	169VULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|aMSE
370	34143 41642	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	14aVULN|2MBVNT|3DMSP|5DUR|6LWND|7ASPD|8RCR|9DMG
371	34613 41642	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	14aVULN|2MBVNT|3ASPD|56LWND|7DUR|8RCR|9DMG
372	31215 33345	   	185.89	DCR|4VULN|1DMG|1CDMG	1357VULN|2DMSP|45AME|5BPWR|6DMG|8CGEN|9CDMG|aRCR
373	12632 51532	   	185.86	DCR|3VULN|1MDPS|1ASPD|1DMG|2RMIN	16RMIN|2MDPS|35aVULN|4DMG|7ASPD|8RCR|9CGEN
374	34154 31642	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	15aVULN|2MBVNT|3DMSP|4ASPD|6DUST|7DUR|8RCR|9DMG
375	34484 21642	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	15aVULN|2MBVNT|3AME|4DUR|6ERES|7ASPD|8RCR|9DMG
376	34614 31641	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6DUST|7DUR|8RCR|9DMG|aLHND
377	34614 31643	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6DUST|7DUR|8RCR|9DMG|aLWND
378	34711 21642	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	14aVULN|2MBVNT|3DUR|5MLV|6ERES|7ASPD|8RCR|9DMG
379	34733 24612	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	17aVULN|2MBVNT|3DUR|4DMG|5MLV|6ERES|8RCR|9ASPD
380	34734 34642	   	185.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	16aVULN|2MBVNT|3DUR|4DMG|5FEWX|7AAC|8RCR|9ASPD
381	22515 42132	   	185.86	DCR|4VULN|2ASPD	1FEWX|245aVULN|35ASPD|5BPWR|6BELT|7CGEN|8LHND|9RCR
382	32633 11516	   	185.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|26BEXP|3DUR|4DMG|5MLV|79ASPD|8RCR|aAART
383	33522 21641	   	185.82	DCR|3VULN|1ASPD|1DMG|1AAC	179VULN|2AAC|3RPLT|4DMG|5LWND|6RCR|8ASPD|aRMIN
384	44143 31612	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	15BEXP|2MBVNT|3DMSP|45DMG|5BPWR|6aVULN|7DUR|8RCR|9ASPD
385	51342 23611	   	185.82	DCR|3VULN|2AART|1ZMB	1CGEN|268VULN|3BELT|47AART|5LWND|9RCR|aZMB
386	22511 26221	   	185.79	DCR|4VULN|1ASPD|1CDMG	1FEWX|2478VULN|3ASPD|5CGEN|6LIT|9CDMG|aRCR
387	22514 22363	   	185.79	DCR|4VULN|1ASPD|1CDMG	15FEWX|2467VULN|3ASPD|8RPLT|9CDMG|aRCR
388	31223 23545	   	185.79	DCR|4VULN|1ASPD|1CDMG	1347VULN|2DMSP|56LHND|8ASPD|9CDMG|aRCR
389	31224 21345	   	185.79	DCR|4VULN|1DMG|1CDMG	1346VULN|2DMSP|5DMG|7AME|8CGEN|9CDMG|aRCR
390	32633 31513	   	185.79	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	16VULN|2BEXP|3DUR|4DMG|5MLV|79ASPD|8RCR|aAAC
391	42633 31513	   	185.79	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1BEXP|26VULN|3DUR|4DMG|5MLV|79ASPD|8RCR|aAAC
392	34614 31644	   	185.76	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6DUST|7DUR|8RCR|9DMG|aERES
393	22515 41232	   	185.76	DCR|4VULN|2ASPD	1FEWX|245aVULN|35ASPD|5BPWR|6BELT|7LEGI|8CGEN|9RCR
394	22515 42232	   	185.76	DCR|4VULN|2ASPD	1FEWX|245aVULN|35ASPD|5BPWR|6BELT|7CGEN|8DUST|9RCR
395	31213 22111	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aBELT
396	31213 22114	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aLIT
397	31213 22115	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2aDMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD
398	31461 22111	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD|aBELT
399	31461 22114	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD|aLIT
400	31461 22115	   	185.70	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2aDMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD
401	22315 35221	   	185.69	DCR|4VULN|1DMG|1CDMG	1FEWX|2458VULN|35TLV|5BPWR|6DMG|7LIT|9CDMG|aRCR
402	22515 41132	   	185.66	DCR|4VULN|2ASPD	1FEWX|245aVULN|35ASPD|5BPWR|6BELT|7LEGI|8ERES|9RCR
403	34651 32434	   	185.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	16VULN|2MBVNT|3ASPD|4LWND|57DUR|8CDMG|9DMG|aRCR
404	34781 21434	   	185.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	14VULN|2MBVNT|34DUR|4BPWR|5MLV|6ERES|7ASPD|8CDMG|9DMG|aRCR
405	31213 52111	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9ASPD|aBELT
406	31213 52114	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9ASPD|aLIT
407	31213 52115	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2aDMSP|4AME|56CDMG|7RCR|8DMG|9ASPD
408	31461 52111	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|3AME|46CDMG|7RCR|8DMG|9ASPD|aBELT
409	34122 34145	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2MBVNT|34DMSP|5BEXP|7RCR|8DMG|9ASPD|aAART
410	34136 34145	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	16VULN|2MBVNT|35DMSP|4BEXP|7RCR|8DMG|9ASPD|aAART
411	62265 22111	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1DMSP|26CDMG|3AELBLL|4ERES|56VULN|6BPWR|7RCR|8DMG|9ASPD|aBELT
412	31213 22113	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aERES
413	31213 22116	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aMBVNT
414	31213 22134	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46AME|56CDMG|6BPWR|7RCR|8DMG|9DUST|aASPD
415	31461 22113	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD|aERES
416	31461 22116	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9ASPD|aMBVNT
417	31461 22134	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|36AME|46CDMG|6BPWR|7RCR|8DMG|9DUST|aASPD
418	51521 36231	   	185.59	DCR|3VULN|2DMG|1DUR	1CGEN|25aVULN|3RPLT|45DMG|5BPWR|6MLV|7RCR|8DUR|9ERES
419	35533 33231	   	185.58	DCR|3VULN|2ASPD|2DUR|1SELL	157VULN|26DUR|37ASPD|47LIT|7BPWR|8RMIN|9SELL|aRCR
420	34451 32613	   	185.56	DCR|3VULN|2ASPD|2DUR	16aVULN|2MBVNT|3aAME|4LHND|57DUR|8RCR|9aASPD|aBPWR
421	31213 52113	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9ASPD|aERES
422	31213 52116	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9ASPD|aMBVNT
423	31213 52134	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4AME|56CDMG|7RCR|8DMG|9DUST|aASPD
424	31263 22111	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aBELT
425	31263 22114	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aLIT
426	31263 22115	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2aDMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD
427	31263 52111	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD|aBELT
428	31263 52114	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD|aLIT
429	31263 52115	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2aDMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD
430	31461 52113	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	15VULN|2DMSP|3AME|46CDMG|7RCR|8DMG|9ASPD|aERES
431	51513 61134	   	185.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1CGEN|29VULN|3RPLT|4MDPS|5DMG|6AART|7RCR|8MBVNT|aASPD
432	62265 22113	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	1DMSP|26CDMG|3AELBLL|4aERES|56VULN|6BPWR|7RCR|8DMG|9ASPD
433	62365 22111	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG	1DMSP|24CDMG|36ERES|56VULN|6BPWR|7RCR|8DMG|9ASPD|aBELT
434	31423 13426	   	185.47	DCR|3VULN|1AART|1ASPD	179VULN|2DMSP|3AME|4BELT|5LIT|6RCR|8ASPD|aAART
435	43243 25333	   	185.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|2LIT|3SELL|4aVULN|5DMG|6ASPD|7RCR|8CGEN|9AART
436	34142 74138	   	185.40	DCR|3VULN|1AART|1DMG	14aVULN|2MBVNT|3DMSP|5BEXP|6RCVC|7RCR|8DMG|9AART
437	31263 22113	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aERES
438	31263 22116	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aMBVNT
439	31263 22134	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|46TLV|56CDMG|6BPWR|7RCR|8DMG|9DUST|aASPD
440	31263 52113	   	185.40	DCR|2VULN|2CDMG|1DMG|1ASPD	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD|aERES
441	31263 52116	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9ASPD|aMBVNT
442	31263 52134	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	13VULN|2DMSP|4TLV|56CDMG|7RCR|8DMG|9DUST|aASPD
443	33633 41134	   	185.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1AAC	19VULN|2AAC|3AART|4RPLT|5MDPS|6DMG|7RCR|8MBVNT|aASPD
444	62365 22113	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	1DMSP|24CDMG|36aERES|56VULN|6BPWR|7RCR|8DMG|9ASPD
445	51632 12126	   	185.29	DCR|4VULN|1AART|1ZMB	15CGEN|2568VULN|3AART|4RPLT|5BPWR|7RCVC|9ZMB|aRCR
446	33513 41432	 * 	185.15	DCR|3DMG|2VULN|1MDPS|1CDMG|1AAC	17VULN|2AAC|3RPLT|4MDPS|568DMG|9CDMG|aRCR
447	16323 13134	 * 	185.13	DCR|3VULN|2AAC|1AART|1DUR	1RMIN|2AART|356VULN|46LIT|6BPWR|7RCR|8DUR|9aAAC
448	16323 43134	   	185.03	DCR|3VULN|2AAC|1AART|1DUR	1RMIN|2AART|356VULN|4LIT|7RCR|8DUR|9aAAC
449	34824 42453	   	185.03	DCR|3VULN|1AART|1DMG|1SELL	19aVULN|2MBVNT|3SELL|4CGEN|5DMG|6RCR|7DUST|8AART
450	34824 46143	   	185.03	DCR|3VULN|1AART|1DMG|1SELL	18aVULN|2MBVNT|3SELL|4CGEN|5DMG|6RCR|7ERES|9AART
451	34824 45433	   	185.03	DCR|3VULN|2CDMG|1DMG|1SELL	19aVULN|2MBVNT|3SELL|4CGEN|5DMG|6RCR|78CDMG
452	11322 16151	   	184.91	DCR|2VULN|1ASPD|1DMG|1CDMG	1RMIN|2LIT|3AIRARM|4ERES|5CDMG|6DMG|7RCR|8aVULN|9ASPD
453	51342 23613	 * 	184.85	DCR|3VULN|2AART|1MDPS	1CGEN|268VULN|3BELT|47AART|5LWND|9RCR|aMDPS
454	34731 71413	   	184.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1VULN|2MBVNT|35DUR|4aDMG|6AME|7ASPD|8CDMG|9RCR
455	33552 21533	   	184.78	DCR|3VULN|1DMG|1CDMG|1AAC	178VULN|2AAC|3RPLT|4RMIN|5LWND|6RCR|9DMG|aCDMG
456	34732 21418	   	184.74	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1aVULN|2MBVNT|3DUR|4DMG|5RCVC|6ERES|7ASPD|8CDMG|9RCR
457	34731 21413	   	184.73	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1VULN|2MBVNT|35DUR|4aDMG|6ERES|7ASPD|8CDMG|9RCR
458	16132 35141	   	184.73	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2AART|3MBVNT|4aVULN|5ASPD|6MLV|7BELT|8CDMG|9RCR
459	16123 22227	 * 	184.68	DCR|2VULN|1AART|2CDMG|1ZMB|2RMIN	18RMIN|2AART|3MBVNT|4RCVC|57CDMG|67VULN|7BPWR|9ZMB|aRCR
