0	Index      	 *	Score 	Summary	Detail	
1	22152 24361	 * 	207.47	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG|2ZMB	19ZMB|2CGEN|39ASPD|4DMG|5DUST|6MDPS|79VULN|8AART|9BPWR|aRCR
313	32115 23635	   	181.34	DCR|2ASPD|1AART|1VULN|1DMG|1AAC	1DUST|2RCVC|39ASPD|4AAC|5LHND|6RCR|7AART|8VULN|aDMG
314	32155 23633	   	181.34	DCR|2ASPD|1AART|1VULN|1DMG	1aDUST|2RCVC|39ASPD|4DMG|5LHND|6RCR|7AART|8VULN
315	63234 22361	   	181.31	DCR|2VULN|1MDPS|2ASPD|1AART|1SELL	1LEGI|29ERES|3AART|4MDPS|59ASPD|6RCR|79VULN|8SELL|9BPWR|aDUST
316	62222 56311	   	181.31	DCR|3VULN|1ASPD|1DMG|1SELL	1LEGI|2MBVNT|39aVULN|4BEXP|5DMG|6RCR|7SELL|8ASPD
317	32151 42125	   	181.31	DCR|2VULN|2DMG|1ASPD	18DUST|2RCVC|3ASPD|48DMG|58ERES|6RCR|7DMSP|8BPWR|9aVULN
318	62315 53421	   	181.31	DCR|2VULN|2DMG|1ASPD	1LEGI|2MBVNT|3aDUST|4aVULN|5ASPD|6RCR|7LWND|8RCVC|9aDMG|aBPWR
319	15213 34533	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2LEGI|3BEXP|4VULN|5LHND|69AART|7RCR|8DMG|aASPD
320	24364 52341	   	181.23	DCR|2DMG|3ZMB|1VULN|1ASPD	128ZMB|3MBVNT|48DMG|5VULN|6LIT|78BEXP|8BPWR|9RCR|aASPD
321	62244 56311	   	181.21	DCR|3VULN|1ASPD|1DMG|1SELL	1LEGI|2MBVNT|39aVULN|4DMG|5DUST|6RCR|7SELL|8ASPD
322	62312 56311	   	181.21	DCR|3VULN|1ASPD|1DMG|1SELL	1LEGI|2MBVNT|3DUST|49aVULN|5DMG|6RCR|7SELL|8ASPD
323	24623 42222	   	181.19	DCR|2VULN|1AART|1ASPD|2ZMB	12ZMB|38VULN|4AME|5MLV|6RCR|7AART|9ASPD|aBEXP
324	25623 42221	   	181.19	DCR|2VULN|1AART|1ASPD|2ZMB	1aZMB|2RCVC|38VULN|4AME|5MLV|6RCR|7AART|9ASPD
325	62212 25731	   	181.17	DCR|3VULN|2CDMG|1DMG	1LEGI|2MBVNT|34aVULN|5DMG|6aCDMG|7RPLT|8RCR|9aDUST|aBPWR
326	13652 31631	 * 	181.15	DCR|1MDPS|2ASPD|1AART|1VULN|2CDMG	19FEWX|29CDMG|3MDPS|4AART|59ASPD|6LEGI|7RPLT|8RCR|9BPWR|aVULN
327	13233 11236	 * 	181.13	DCR|2VULN|2DMG|2CDMG|1NUKE	17FEWX|27CDMG|3NUKE|4MLV|5TLV|67DMG|7BPWR|8RCR|9aVULN
328	63211 42313	 * 	181.10	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LEGI|246ERES|3AART|56DMG|6BPWR|7CDMG|8DUR|9VULN|aRCR
329	24532 42222	   	181.09	DCR|2VULN|1AART|1ASPD|2ZMB	12ZMB|3CGEN|4ERES|58VULN|6RCR|7AART|9ASPD|aBEXP
330	24621 42222	   	181.09	DCR|2VULN|1AART|1ASPD|2ZMB	12ZMB|38VULN|4AME|5ERES|6RCR|7AART|9ASPD|aBEXP
331	25532 42221	   	181.09	DCR|2VULN|1AART|1ASPD|2ZMB	1aZMB|2RCVC|3CGEN|4ERES|58VULN|6RCR|7AART|9ASPD
332	25621 42221	   	181.09	DCR|2VULN|1AART|1ASPD|2ZMB	1aZMB|2RCVC|38VULN|4AME|5ERES|6RCR|7AART|9ASPD
333	22253 43135	   	181.09	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR|1SPLREG	1ZMB|2CGEN|3DUR|4LIT|5SPLREG|6ASPD|7VULN|8CDMG|9AART|aRCR
334	23533 43135	   	181.09	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR|1SPLREG	1ZMB|2LIT|3MLV|4DUR|5SPLREG|6ASPD|7VULN|8CDMG|9AART|aRCR
335	25363 22821	   	181.02	DCR|3DMG|1VULN|1ASPD|1ZMB	1ZMB|2RCVC|3MBVNT|46aDMG|5AME|7VULN|8ASPD|9RCR
336	62215 32347	   	180.99	DCR|3VULN|1AART|2CDMG	1LEGI|2MBVNT|347VULN|57CDMG|6AART|7BPWR|8LHND|9CGEN|aRCR
337	32412 22432	   	180.93	DCR|2VULN|2DMG|1AART|1AAC	1DUST|2RCVC|3ERES|4AAC|57VULN|69DMG|8RCR|aAART
338	33233 11236	   	180.93	DCR|2VULN|2DMG|2CDMG|1NUKE	17DUST|27CDMG|3NUKE|4MLV|5TLV|67DMG|7BPWR|8RCR|9aVULN
339	32151 52431	   	180.89	DCR|3DMG|1VULN|1ASPD|1DUR	1DUST|2RCVC|3ASPD|469DMG|5ERES|7VULN|8RCR|aDUR
340	62215 32242	   	180.89	DCR|3VULN|1AART|2CDMG	1LEGI|2MBVNT|347VULN|57CDMG|6AART|7BPWR|8BEXP|9MSLREG|aRCR
341	62215 32417	   	180.89	DCR|3VULN|1AART|2CDMG	1LEGI|2MBVNT|347VULN|57CDMG|6AART|7BPWR|8TLV|9RMIN|aRCR
342	42122 22514	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|2CGEN|3ASPD|4AME|5VULN|6aDMG|7AART|8RCR|9BEXP
343	42122 22524	   	180.81	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2CGEN|3ASPD|4AME|5VULN|6aDMG|7AART|8RCR|9LWND
344	42122 22534	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|2CGEN|3ASPD|4AME|5VULN|6aDMG|7AART|8RCR|9LHND
345	62215 32447	   	180.79	DCR|3VULN|1AART|2CDMG	1LEGI|2MBVNT|347VULN|57CDMG|6AART|7BPWR|8TLV|9ERES|aRCR
346	36212 23613	   	180.78	DCR|3VULN|1DMG|1CDMG|1SPLREG	1DUST|2FEWX|3BEXP|479VULN|5DMG|6CDMG|8RCR|aSPLREG
347	36214 23613	   	180.78	DCR|3VULN|1ASPD|1CDMG|1SPLREG	1DUST|2FEWX|3BEXP|479VULN|5ASPD|6CDMG|8RCR|aSPLREG
348	36234 23613	   	180.78	DCR|3VULN|1ASPD|1CDMG|1SPLREG	1DUST|2FEWX|3BEXP|4ASPD|579VULN|6CDMG|8RCR|aSPLREG
349	36622 23613	   	180.78	DCR|3VULN|1DMG|1CDMG|1SPLREG	1DUST|2FEWX|379VULN|4BEXP|5DMG|6CDMG|8RCR|aSPLREG
350	32151 52422	   	180.71	DCR|2DMG|1VULN|1AART|1ASPD	1DUST|29RCVC|3ASPD|46DMG|5ERES|7VULN|8RCR|aAART
351	32152 42432	   	180.71	DCR|2DMG|1AART|1VULN|1ASPD	15DUST|2RCVC|3ASPD|49DMG|6CGEN|7VULN|8RCR|aAART
352	32151 43621	   	180.67	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1DUST|2RCVC|3ASPD|4DMG|5ERES|6RCR|78DUR|9VULN|aAART
353	44632 21232	 * 	180.64	DCR|3ASPD|1VULN|2CDMG|1ZMB	17ERES|2ZMB|37CDMG|4MLV|5BEXP|67aASPD|7BPWR|8RCR|9VULN
354	23365 61232	   	180.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|26LIT|3TSLARM|4LHND|56VULN|6BPWR|7RCR|8ASPD|9DUR|aDMG
355	22121 33466	   	180.56	DCR|3ASPD|2VULN|1AAC|2ZMB	1aZMB|2CGEN|37aASPD|4AME|5ERES|6aVULN|8RCR|9AAC|aBPWR
356	36212 25613	   	180.54	DCR|2VULN|2DMG|1CDMG|1SPLREG	1DUST|2FEWX|3BEXP|49VULN|57DMG|6CDMG|8RCR|aSPLREG
357	23365 11226	   	180.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2LIT|3TSLARM|4LHND|56VULN|7RCR|8ASPD|9DMG|aDUR
358	23365 11232	   	180.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2LIT|3TSLARM|4LHND|56VULN|7RCR|8ASPD|9DUR|aDMG
359	62243 82124	   	180.39	DCR|3VULN|1ASPD|1DMG|1SPLREG	1LEGI|2MBVNT|379VULN|4DMG|5SPLREG|6ASPD|8DUST|aRCR
360	62243 87424	   	180.39	DCR|3VULN|1ASPD|1DMG|1SPLREG	1LEGI|2MBVNT|389VULN|4DMG|5SPLREG|6ASPD|7DUST|aRCR
361	23116 21215	   	180.36	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB|1DUR	1ZMB|2LIT|3CDMG|4MDPS|58VULN|6FEWX|7RCR|9DUR|aAART
362	15313 34242	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2LEGI|3DUR|48VULN|5LHND|6AART|7RCR|9ZMB|aCDMG
363	44112 21612	   	180.36	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1ERES|2ZMB|3ASPD|4AAC|5aVULN|6DMG|7RCR|8DUR|9DMSP
364	33243 26236	 * 	180.36	DCR|2VULN|2ASPD|1NUKE|1CDMG|1ZMB	1DUST|2CDMG|3NUKE|4ZMB|5TLV|67ASPD|8RCR|9aVULN
365	62212 21164	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2MBVNT|34VULN|5DMG|6CDMG|7ASPD|8CGEN|9DUR|aRCR
366	62245 21164	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2MBVNT|35VULN|4DMG|6CDMG|7ASPD|8CGEN|9DUR|aRCR
367	44112 21412	   	180.26	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	18ERES|2ZMB|3ASPD|4AAC|5aVULN|6DMG|7RCR|9DUR
368	42225 33422	   	180.22	DCR|3VULN|2ASPD|1DUR	1aERES|2aCGEN|3DUR|47ASPD|5DMSP|69aVULN|8RCR|aBPWR
369	22116 43341	   	180.18	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ZMB|2CGEN|3ASPD|4AAC|5aVULN|6LIT|7AART|8DUR|9RCR
370	22133 46142	 * 	180.15	DCR|2ASPD|3ZMB|1AART|1CDMG	178ZMB|2CGEN|38ASPD|458BEXP|6RCR|8BPWR|9CDMG|aAART
371	62243 82534	   	180.15	DCR|2VULN|2DMG|1ASPD|1SPLREG	1LEGI|2MBVNT|37VULN|48DMG|5SPLREG|6ASPD|9DUST|aRCR
372	13511 35316	   	180.15	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	13FEWX|2CDMG|4ZMB|5DUR|6LIT|7RCR|8ASPD|9VULN|aAART
373	42224 33422	   	180.12	DCR|3VULN|2ASPD|1DUR	15aERES|2aCGEN|3DUR|47ASPD|69aVULN|8RCR|aBPWR
374	41232 34111	   	180.09	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	1ERES|2LHND|38AART|4MDPS|5aVULN|6ZMB|7RCR|9DUR
375	62224 52421	   	180.09	DCR|2VULN|2DMG|1ZMB|1DUR	1LEGI|2MBVNT|3aVULN|4aBEXP|5ZMB|6RCR|7DUR|8RCVC|9aDMG|aBPWR
376	22111 32661	   	180.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ZMB|2CGEN|3ASPD|4AAC|5ERES|67VULN|8DUR|9RCR|aAART
377	22116 12661	   	180.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ZMB|2CGEN|3ASPD|4AAC|57VULN|6ERES|8DUR|9RCR|aAART
378	22412 22661	   	180.08	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1ZMB|2CGEN|3ERES|4AAC|57VULN|6DMG|8DUR|9RCR|aAART
379	32156 21111	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7LHND|8CDMG|9BEXP
380	32156 21121	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7LHND|8CDMG|9LWND
381	32156 21134	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7LHND|8CDMG|9CGEN
382	32156 22111	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7LWND|8CDMG|9BEXP
383	32156 22126	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|79LWND|8CDMG
384	32156 24111	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7FEWX|8CDMG|9BEXP
385	32156 24121	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7FEWX|8CDMG|9LWND
386	62222 52221	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|3aVULN|4BEXP|5aDMG|6RCR|79aDUR|8RMIN|aBPWR
387	62232 52812	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9LHND|aFEWX
388	62232 52813	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9LHND|aBEXP
389	62232 52821	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9LIT|aLWND
390	62232 52831	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9aRPLT
391	62232 52833	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9RPLT|aDMSP
392	62232 52842	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9BEXP|aFEWX
393	62232 52843	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9aBEXP
394	62232 52844	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9BEXP|aRCVC
395	62241 52812	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9LHND|aFEWX
396	62241 52813	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9LHND|aBEXP
397	62241 52821	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9LIT|aLWND
398	62241 52831	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9aRPLT
399	62241 52833	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9RPLT|aDMSP
400	62241 52842	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9BEXP|aFEWX
401	62241 52843	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9aBEXP
402	62241 52844	   	180.05	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9BEXP|aRCVC
403	22121 43621	   	180.02	DCR|2ASPD|1AART|1VULN|1ZMB|1DUR	1ZMB|2CGEN|37ASPD|4AME|5ERES|6RCR|8DUR|9VULN|aAART
404	63232 64111	   	179.99	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	1LEGI|2ERES|38AART|4MDPS|5aVULN|6ZMB|7RCR|9DUR
405	32156 22134	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5aVULN|6RCR|7LWND|8CDMG|9ERES
406	62222 53843	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2MBVNT|3aVULN|4BEXP|5DMG|6RCR|7LWND|8ASPD|9CDMG
407	22154 22333	   	179.96	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|26CGEN|3ASPD|4DMG|5AART|7LIT|8DUR|9RCR|aVULN
408	62232 52822	   	179.95	DCR|2VULN|2DMG|3DUR|1MSE	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9LIT|aMSE
409	62232 52824	   	179.95	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9LIT|aTSLFST
410	62232 52832	   	179.95	DCR|2VULN|2DMG|3DUR|1MSE	1LEGI|2MBVNT|38VULN|478DUR|58DMG|6RCR|8BPWR|9RPLT|aMSE
411	62241 52822	   	179.95	DCR|2VULN|2DMG|3DUR|1MSE	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9LIT|aMSE
412	62241 52824	   	179.95	DCR|2VULN|2DMG|3DUR	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9LIT|aTSLFST
413	62241 52832	   	179.95	DCR|2VULN|2DMG|3DUR|1MSE	1LEGI|2MBVNT|38VULN|48DMG|578DUR|6RCR|8BPWR|9RPLT|aMSE
414	62243 64533	   	179.94	DCR|2VULN|2DMG|2DUR|1SPLREG	1LEGI|2MBVNT|3aVULN|4aDMG|5SPLREG|6LHND|7RCR|8RMIN|9aDUR|aBPWR
415	22161 43621	   	179.92	DCR|2ASPD|1AART|1VULN|1ZMB|1DUR	1ZMB|2CGEN|37ASPD|4TLV|5ERES|6RCR|8DUR|9VULN|aAART
416	62314 52421	   	179.89	DCR|2VULN|2DMG|1ZMB|1DUR	1LEGI|2MBVNT|3aDUST|4aVULN|5ZMB|6RCR|7DUR|8RCVC|9aDMG|aBPWR
417	21652 23632	   	179.75	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ZMB|2LHND|3DMSP|4DMG|5DUST|6RCR|7AART|8VULN|9ASPD|aAAC
418	62215 34823	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2MBVNT|34VULN|5CDMG|6AART|7CGEN|8RCR|9RPLT|aASPD
419	23142 15315	   	179.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	14ZMB|2LIT|3CDMG|5DUR|6LWND|7RCR|8ASPD|9VULN|aDMG
420	62232 18831	   	179.59	DCR|3VULN|2DMG|1DUR	1LEGI|2MBVNT|378VULN|4DUR|58DMG|689BEXP|8BPWR|aRCR
421	42122 23433	   	179.55	DCR|2DMG|2ASPD|1VULN|1DUR	1ERES|2CGEN|37ASPD|4AME|5VULN|69DMG|8RCR|aDUR
422	13615 33111	   	179.54	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR|1SELL	1FEWX|2CDMG|3MDPS|4ASPD|5VULN|6SELL|79AART|8DUR|aRCR
423	32156 12236	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|3ASPD|4DMG|58VULN|6ERES|7AART|9AME|aRCR
424	32422 22226	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|3ERES|4AME|58VULN|6DMG|7AART|9ASPD|aRCR
425	21653 22411	   	179.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1ZMB|2LHND|3DMSP|46DMG|5AME|7VULN|8RCR|9DUR|aAART
426	44122 21322	   	179.48	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB	18aERES|2ZMB|3aASPD|4AME|5VULN|6aDMG|7AAC|9RCR|aBPWR
427	61411 13332	   	179.47	DCR|3VULN|1AART|1DMG	1LEGI|26LHND|3AART|4RPLT|56aVULN|6BPWR|7RMIN|8DMG|9RCR
428	42122 22511	   	179.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2CGEN|3ASPD|4AME|5VULN|6DMG|7AART|8RCR|9BEXP|aCDMG
429	42122 22521	   	179.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ERES|2CGEN|3ASPD|4AME|5VULN|6DMG|7AART|8RCR|9LWND|aCDMG
430	42122 22531	   	179.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2CGEN|3ASPD|4AME|5VULN|6DMG|7AART|8RCR|9LHND|aCDMG
431	42122 22553	   	179.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ERES|2CGEN|3ASPD|4AME|5VULN|6DMG|7AART|8RCR|9MLV|aCDMG
432	32462 22226	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|3ERES|4TLV|58VULN|6DMG|7AART|9ASPD|aRCR
433	36612 14132	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2FEWX|34VULN|5DMG|6AART|7ERES|8MBVNT|9ASPD|aRCR
434	21651 22411	   	179.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1ZMB|2LHND|3DMSP|46DMG|5ERES|7VULN|8RCR|9DUR|aAART
435	22553 22411	   	179.38	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2CGEN|3TLV|46DMG|5MLV|7VULN|8RCR|9DUR|aAART
436	44162 21322	   	179.38	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB	18aERES|2ZMB|3aASPD|4TLV|5VULN|6aDMG|7AAC|9RCR|aBPWR
437	41234 22122	   	179.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2LHND|38AART|4MDPS|5ASPD|6RCR|7VULN|9AME|aCDMG
438	41234 22162	   	179.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2LHND|38AART|4MDPS|5ASPD|6RCR|7VULN|9MLV|aCDMG
439	41235 22122	   	179.38	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1ERES|2LHND|38AART|4MDPS|5DMG|6RCR|7VULN|9AME|aCDMG
440	41235 22162	   	179.38	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1ERES|2LHND|38AART|4MDPS|5DMG|6RCR|7VULN|9MLV|aCDMG
441	61411 11332	   	179.37	DCR|3VULN|1AART|1DMG	1LEGI|26LHND|3AART|4RPLT|56aVULN|6BPWR|7TLV|8DMG|9RCR
442	61411 63332	   	179.37	DCR|3VULN|1AART|1DMG	1LEGI|2LHND|3AART|4RPLT|56aVULN|7RMIN|8DMG|9RCR
443	32156 12511	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5VULN|6ERES|7AART|8RCR|9BEXP|aCDMG
444	32156 12521	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5VULN|6ERES|7AART|8RCR|9LWND|aCDMG
445	32156 12531	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3ASPD|4DMG|5VULN|6ERES|7AART|8RCR|9LHND|aCDMG
446	34253 22114	   	179.34	DCR|3DMG|2VULN|1AAC|1ZMB	18DUST|2ZMB|39DMSP|468DMG|5AAC|78VULN|8BPWR|aRCR
447	22221 26421	   	179.33	DCR|2ASPD|1VULN|1AART|2ZMB|1DUR	17ZMB|2CGEN|3DUR|46ASPD|5LWND|8RCR|9VULN|aAART
448	22223 26421	   	179.33	DCR|2ASPD|1AART|1VULN|2ZMB|1DUR	17ZMB|2CGEN|3DUR|46ASPD|5BEXP|8RCR|9VULN|aAART
449	22226 26421	   	179.33	DCR|2ASPD|1AART|1VULN|2ZMB|1DUR	17ZMB|2CGEN|3DUR|46ASPD|5LHND|8RCR|9VULN|aAART
450	36612 35123	   	179.31	DCR|2VULN|2DMG|1ASPD	1DUST|2FEWX|34VULN|5aDMG|6LIT|7RCR|8TLV|9ASPD
451	22551 22411	   	179.28	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2CGEN|3TLV|46DMG|5ERES|7VULN|8RCR|9DUR|aAART
452	34251 22411	   	179.28	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|2ZMB|3DMSP|46DMG|5ERES|7VULN|8RCR|9DUR|aAART
453	63234 22122	   	179.28	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|2ERES|38AART|4MDPS|5ASPD|6RCR|7VULN|9AME|aCDMG
454	63234 22162	   	179.28	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|2ERES|38AART|4MDPS|5ASPD|6RCR|7VULN|9MLV|aCDMG
455	63235 22122	   	179.28	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1LEGI|2ERES|38AART|4MDPS|5DMG|6RCR|7VULN|9AME|aCDMG
456	63235 22162	   	179.28	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1LEGI|2ERES|38AART|4MDPS|5DMG|6RCR|7VULN|9MLV|aCDMG
457	41234 22134	   	179.28	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2LHND|38AART|4MDPS|5ASPD|6RCR|7VULN|9DUST|aCDMG
458	41235 22134	   	179.28	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1ERES|2LHND|38AART|4MDPS|5DMG|6RCR|7VULN|9DUST|aCDMG
459	61411 61332	   	179.27	DCR|3VULN|1AART|1DMG	1LEGI|2LHND|3AART|4RPLT|56aVULN|7TLV|8DMG|9RCR
460	62246 42152	   	179.27	DCR|3VULN|1AART|1DMG	1LEGI|2MBVNT|37aVULN|4DMG|5RMIN|6AART|8RPLT|9RCR
461	63234 22134	   	179.18	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|2ERES|38AART|4MDPS|5ASPD|6RCR|7VULN|9DUST|aCDMG
462	63235 22134	   	179.18	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1LEGI|2ERES|38AART|4MDPS|5DMG|6RCR|7VULN|9DUST|aCDMG
463	24364 31317	   	179.09	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|5aVULN|6AME|7RCR|8LWND|9AART
464	24364 31351	   	179.09	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4DMG|59VULN|6AME|7RCR|8LWND|aAART
465	36612 35213	   	179.09	DCR|2VULN|1AART|1DMG|2DUR	1DUST|2FEWX|34VULN|5DMG|6LIT|7RCR|8aDUR|9AART
466	24322 21317	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4ERES|5aVULN|6DMG|7RCR|8LWND|9AART
467	24322 21351	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4ERES|59VULN|6DMG|7RCR|8LWND|aAART
468	24322 21651	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4ERES|59VULN|6DMG|7RCR|8FEWX|aAART
469	24322 21853	   	178.99	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3MBVNT|4ERES|59VULN|6DMG|7RCR|8LIT|aAART
