0	Index      	 *	Score 	Summary	Detail	
1	34126 13521	 * 	221.37	ACR|4VULN|2DMG|2ASPD|1CDMG	1ERES|2RCR|35ASPD|45DMG|5BPWR|689aVULN|7CDMG
322	21253 61143	   	192.59	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9TLV|aRCVC
323	21251 61362	   	192.58	DCR|3ASPD|2VULN|1AART	1DUST|29VULN|346ASPD|5ERES|7RCR|8MLV|aAART
324	21256 51323	   	192.58	DCR|3ASPD|2VULN|2CDMG	1DUST|25VULN|345ASPD|5BPWR|6ERES|7RCR|8MLV|9aCDMG
325	35223 12633	   	192.55	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5ASPD|6LHND|78VULN|8BPWR|9aDUR
326	35225 12633	   	192.55	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5LWND|6ASPD|78VULN|8BPWR|9aDUR
327	11253 61114	   	192.46	DCR|3ASPD|1AART|1VULN|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aLHND
328	11253 61115	   	192.46	DCR|3ASPD|1AART|1VULN|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aLIT
329	11253 61116	   	192.46	DCR|3ASPD|1AART|1VULN|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aFEWX
330	11253 61124	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aLHND
331	11253 61125	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aLIT
332	11253 61126	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aFEWX
333	11253 61132	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aCGEN
334	11253 61133	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aLWND
335	11253 61235	   	192.46	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8MLV|9LIT|aAART
336	35221 13624	   	192.45	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5aVULN|6ASPD|78DUR|8BPWR|9DUST
337	35223 23624	   	192.45	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5ASPD|6aVULN|78DUR|8BPWR|9DUST
338	21253 61114	   	192.36	DCR|3ASPD|1AART|1VULN|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aLHND
339	21253 61115	   	192.36	DCR|3ASPD|1AART|1VULN|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aLIT
340	21253 61116	   	192.36	DCR|3ASPD|1AART|1VULN|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aFEWX
341	21253 61124	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aLHND
342	21253 61125	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aLIT
343	21253 61126	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aFEWX
344	21253 61132	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aCGEN
345	21253 61133	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aLWND
346	21253 61136	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aBEXP
347	21253 61235	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8MLV|9LIT|aAART
348	11253 61131	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG|1MSE	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aMSE
349	11253 61134	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aTLV
350	11253 61136	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aDUST
351	11253 61223	   	192.36	DCR|3ASPD|1VULN|2CDMG|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8MLV|9aCDMG
352	11253 61333	   	192.36	DCR|3ASPD|1VULN|2CDMG|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8aCDMG|9CGEN
353	11253 61353	   	192.36	DCR|3ASPD|1VULN|2CDMG|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8aCDMG|9MLV
354	21253 61131	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1MSE	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aMSE
355	21253 61134	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9DMSP|aTLV
356	21253 61223	   	192.26	DCR|3ASPD|1VULN|2CDMG|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8MLV|9aCDMG
357	21253 61333	   	192.26	DCR|3ASPD|1VULN|2CDMG|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8aCDMG|9CGEN
358	11123 33186	   	192.21	DCR|2VULN|2ASPD|1AART|1CDMG	14aBEXP|2aVULN|3FEWX|5CDMG|6aASPD|7MBVNT|8AART|9RCR|aBPWR
359	41123 33186	   	192.21	DCR|2VULN|2ASPD|1AART|1CDMG	1aLHND|2aVULN|34BEXP|5CDMG|6aASPD|7MBVNT|8AART|9RCR|aBPWR
360	52123 54322	   	192.20	DCR|2VULN|2DMG|1CDMG|1ZMB	14DMG|2ZMB|3FEWX|5CDMG|6RCR|78VULN|9BEXP|aRMIN
361	52123 54332	   	192.20	DCR|2VULN|2DMG|1CDMG|1ZMB	14DMG|2ZMB|3FEWX|5CDMG|6RCR|78VULN|9LWND|aRMIN
362	65121 33323	   	192.17	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1MLV|2AART|3BEXP|4DMG|56VULN|7DUR|8ASPD|9RMIN|aRCR
363	51333 12144	 * 	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2BEXP|3DUR|4ZMB|5CDMG|67AART|8TLV|9RCR|aVULN
364	35121 33323	   	192.07	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2AART|3BEXP|4DMG|56VULN|7DUR|8ASPD|9RMIN|aRCR
365	35621 13523	   	192.07	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2AART|3FEWX|4DMG|58VULN|6ASPD|7DUR|9RMIN|aRCR
366	35623 23523	   	192.07	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2AART|3FEWX|4DMG|5ASPD|68VULN|7DUR|9RMIN|aRCR
367	11333 35124	   	192.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2aVULN|39ERES|4ZMB|5CDMG|6ASPD|7RCR|8AART
368	31633 35124	   	192.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	19ERES|2BEXP|3aVULN|4ZMB|5CDMG|6ASPD|7RCR|8AART
369	51353 11613	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1aDMG|2BEXP|3DUR|4ASPD|5CDMG|6AART|7ZMB|8RCR|9LWND
370	51353 11631	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2BEXP|3DUR|4ASPD|5CDMG|6AART|7ZMB|8RCR|aLWND
371	51353 11632	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2BEXP|3DUR|4ASPD|5CDMG|6AART|7ZMB|8RCR|aAME
372	51353 11633	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2BEXP|3DUR|4ASPD|5CDMG|6AART|7ZMB|8RCR|aMLV
373	53163 11613	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1aDMG|2DUR|3ASPD|4BEXP|5CDMG|6AART|7ZMB|8RCR|9LWND
374	53163 11631	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2DUR|3ASPD|4BEXP|5CDMG|6AART|7ZMB|8RCR|aLWND
375	53163 11632	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2DUR|3ASPD|4BEXP|5CDMG|6AART|7ZMB|8RCR|aAME
376	53163 11633	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	19DMG|2DUR|3ASPD|4BEXP|5CDMG|6AART|7ZMB|8RCR|aMLV
377	35221 13652	   	191.98	ACR|3DMG|1VULN|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48aDMG|5VULN|6ASPD|78DUR|8BPWR|9RMIN
378	35223 23652	   	191.98	ACR|3DMG|1VULN|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48aDMG|5ASPD|6VULN|78DUR|8BPWR|9RMIN
379	11233 63182	   	191.97	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3ASPD|4ZMB|5CDMG|6RMIN|7MBVNT|8AART|9RCR|aDMG
380	12353 15622	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1BEXP|2NUKE|3DUR|4ASPD|5CDMG|6AART|7VULN|8RCR|9RMIN|aDMG
381	16613 35112	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3VULN|4MLV|5CDMG|6ASPD|7RCR|8AART|9LHND|aDMG
382	16613 35131	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1aBEXP|2ZMB|3VULN|4MLV|5CDMG|6ASPD|7RCR|8AART|9DMG
383	16613 35132	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3VULN|4MLV|5CDMG|6ASPD|7RCR|8AART|9DMG|aFEWX
384	16613 35133	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3VULN|4MLV|5CDMG|6ASPD|7RCR|8AART|9DMG|aLWND
385	65121 36244	 * 	191.86	DCR|2VULN|2AART|1DMG|1CDMG	1MLV|29AART|3BEXP|4DMG|56VULN|7MBVNT|8CDMG|aRCR
386	11333 35112	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3ERES|4ZMB|5CDMG|6ASPD|7RCR|8AART|9LHND|aDMG
387	11333 35152	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3ERES|4ZMB|5CDMG|6ASPD|7RCR|8AART|9LWND|aDMG
388	16243 35112	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3ERES|4VULN|5CDMG|6ASPD|7RCR|8AART|9LHND|aDMG
389	31633 35112	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2BEXP|3VULN|4ZMB|5CDMG|6ASPD|7RCR|8AART|9LHND|aDMG
390	31633 35152	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2BEXP|3VULN|4ZMB|5CDMG|6ASPD|7RCR|8AART|9LWND|aDMG
391	51153 31622	 * 	191.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|28BEXP|34ASPD|5CDMG|6AART|7RPLT|9RCR|aVULN
392	52613 53223	   	191.73	DCR|2DMG|3ZMB|1VULN|1CDMG|1DUR	13DMG|23aZMB|3BPWR|4DUR|5CDMG|6RCR|7LIT|8VULN|9MLV
393	51132 65222	 * 	191.72	DCR|1SPLARM|2VULN|1ASPD|1DMG|1ZMB	1DMG|2BEXP|3ASPD|4SPLREG|5SPLARM|6ZMB|7RPLT|8RCR|9aVULN
394	11333 35126	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|39ERES|4ZMB|5CDMG|6ASPD|7RCR|8AART|aDMG
395	11333 35132	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3ERES|4ZMB|5CDMG|6ASPD|7RCR|8AART|9DUST|aDMG
396	16243 35132	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3ERES|4VULN|5CDMG|6ASPD|7RCR|8AART|9DUST|aDMG
397	31633 35126	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	19ERES|2BEXP|3VULN|4ZMB|5CDMG|6ASPD|7RCR|8AART|aDMG
398	31633 35132	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2BEXP|3VULN|4ZMB|5CDMG|6ASPD|7RCR|8AART|9DUST|aDMG
399	52323 65122	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3CGEN|4DUST|5CDMG|6VULN|7RCR|8AART|9ERES|aASPD
400	52623 53332	   	191.67	DCR|2VULN|2DMG|1CDMG|2ZMB	13DMG|23ZMB|3BPWR|49VULN|5CDMG|6RCR|7LIT|8AME|aRCVC
401	53133 23612	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2DUR|3ASPD|4SPLREG|5AELBLL|6CDMG|7aVULN|8RCR|9AME
402	53133 23662	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2DUR|3ASPD|4SPLREG|5AELBLL|6CDMG|7aVULN|8RCR|9MLV
403	63151 13121	   	191.39	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|2DUR|34ASPD|5RMIN|69VULN|7RCR|8CGEN|aDMG
404	63151 13321	   	191.39	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|2DUR|34ASPD|5RMIN|69VULN|7RCR|8AME|aDMG
