0	Index      	 *	Score 	Summary	Detail	
1	33122 63354	 * 	196.99	DCR|2AART|2DMG|1VULN|2CDMG|3DUR	14aDUR|2aDMG|39AART|5VULN|6RCR|7DUST|8aCDMG|aBPWR
327	41134 33823	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3AART|4MBVNT|5DUR|6RCR|7DMG|8RCVC|9aVULN
328	41136 31234	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7ASPD|8CGEN|aDMG
329	41136 33236	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7DMG|8CGEN|aDUR
330	41136 33448	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|29BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|aDUR
331	41136 33462	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ASPD|aLWND
332	41136 33464	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ASPD|aMGNLIT
333	41136 33633	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7DMG|8RMIN|aDUR
334	33152 31631	   	167.22	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3AART|4DMSP|569VULN|7CGEN|8RCR|aLIT
335	33152 31635	   	167.22	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3AART|4aDMSP|569VULN|7CGEN|8RCR
336	41136 31424	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7ASPD|9TLV|aDMG
337	41136 31434	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7ASPD|9ERES|aDMG
338	41136 31534	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|59VULN|6RCR|7ASPD|8ERES|aDMG
339	41136 33426	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9TLV|aDUR
340	41136 33436	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ERES|aDUR
341	41136 33461	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7DMG|9ASPD|aLEGI
342	41136 34264	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3AART|4MBVNT|58VULN|6RCR|7TLV|9ASPD|aDMG
343	23125 23563	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2MLV|3AART|4DUR|59aVULN|6DUST|7DMG|8RCR
344	33142 21563	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3AART|4DUST|5RMIN|69aVULN|7BEXP|8RCR
345	33152 31632	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3AART|4DMSP|569VULN|7CGEN|8RCR|aDUST
346	33152 31633	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3AART|4DMSP|569VULN|7CGEN|8RCR|aTLV
347	32316 51253	   	167.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2LEGI|3RCR|4LWND|5ASPD|6AART|7DMG|8aVULN
348	33324 61263	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3LWND|4AART|5RCR|6CGEN|7BEXP|89aVULN
