0	Index      	 *	Score 	Summary	Detail	
1	31263 64223	 * 	217.99	ACR|4VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|5679VULN|6BPWR|8MLV|aAART
320	24266 22212	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|89LHND|aRMIN
321	24266 22213	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|89aLHND
322	24266 22221	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9CGEN|aLWND
323	24266 22222	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3aFEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9CGEN
324	24266 22322	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LIT|9LWND|aRCVC
325	24266 22323	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LIT|9LWND|aCGEN
326	24616 22111	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3aVULN|47FEWX|57DMG|6AART|7BPWR|8LWND|9LHND
327	33653 45141	 * 	190.57	DCR|2AART|2DMG|1VULN|3DUR|1CDMG	17DMG|279DUR|35AART|4MBVNT|6RCR|7BPWR|8VULN|aCDMG
328	33531 55121	   	190.51	ACR|2VULN|2AART|1DMG|1CDMG|2DUR	1DMG|26DUR|3RCR|47VULN|5CDMG|8ASPD|9aAART
329	24266 22132	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LWND|9DUST|aLHND
330	24266 22133	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LWND|9DUST|aRCVC
331	24266 22211	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|89LHND|aMBVNT
332	24266 22231	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9ERES|aLWND
333	24266 22232	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3aFEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9ERES
334	24616 22131	   	190.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3aVULN|47FEWX|57DMG|6AART|7BPWR|8LWND|9DUST
335	33633 43333	   	190.48	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	1aDMG|2DUR|35AART|4RCR|6VULN|7ZMB|8LHND|9CDMG
336	33633 43336	   	190.48	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|2DUR|35AART|4RCR|6aVULN|7ZMB|8LHND|9CDMG
337	33633 43433	   	190.48	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	1aDMG|2DUR|35AART|4RCR|6VULN|7ZMB|8FEWX|9CDMG
338	33633 43533	   	190.38	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	1aDMG|2DUR|35AART|4RCR|6VULN|7ZMB|8DUST|9CDMG
339	33635 31352	   	190.36	ACR|2AART|2VULN|2DMG	18DMG|2DUR|3aAART|4RCR|5FEWX|67VULN|9ASPD
340	33636 21352	   	190.36	ACR|2AART|2VULN|2DMG	18DMG|2DUR|3aAART|4RCR|57VULN|6BEXP|9ASPD
341	33636 32252	   	190.36	ACR|2AART|2VULN|2DMG	17DMG|2DUR|3aAART|4RCR|56VULN|8FEWX|9ASPD
342	24266 22332	   	190.35	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LIT|9CGEN|aSELL
343	33653 42121	   	190.30	DCR|3DMG|2AART|1VULN	179DMG|2DUR|35AART|4MBVNT|6RCR|8VULN|aASPD
344	33653 46321	   	190.30	DCR|3DMG|2AART|1VULN	189DMG|2DUR|35AART|4MBVNT|6RCR|7VULN|aASPD
345	24221 32622	   	190.29	ACR|3VULN|1AART|2CDMG|2ASPD	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9BELT|aDUR
346	33636 11352	   	190.26	ACR|2AART|2VULN|2DMG	18DMG|2DUR|3aAART|4RCR|57VULN|6DUST|9ASPD
347	24221 32531	   	190.15	ACR|2AART|2VULN|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|38FEWX|4aAART|57VULN|67ASPD|7BPWR|9ZMB
348	24221 46331	   	190.15	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1RCR|2CDMG|37FEWX|4aAART|56VULN|8DMG|9ZMB
349	31663 63223	   	190.14	ACR|3VULN|2DMG|1AART|1CDMG	16DMG|2CDMG|3BASHEA|4RCR|569VULN|6BPWR|7DMSP|8MLV|aAART
350	25241 78114	   	190.09	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aVULN|6CGEN|7LIT|89aLWND|9aBPWR
351	25241 78314	   	190.09	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aVULN|6CGEN|7LIT|89aFEWX|9aBPWR
352	25242 63314	   	190.09	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aLIT|6LHND|7MLV|89aVULN|9aBPWR
353	25246 34314	   	190.09	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aMLV|6FEWX|7LIT|89aVULN|9aBPWR
354	25265 24314	   	190.09	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4MLV|59aFEWX|6CDMG|7LIT|89aVULN|9aBPWR
355	21441 22331	   	190.05	ACR|3VULN|1AART|1DMG|2ZMB|1SELL	1RCR|2SELL|35aVULN|4ASPD|6AART|79ZMB|8DMG
356	31663 24333	   	190.04	ACR|3VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|3BASHEA|4RCR|567VULN|9CGEN|aAART
357	21462 35331	 * 	190.01	ACR|3VULN|2AART|1DMG|1ZMB|1SELL	1RCR|2SELL|345VULN|6DUST|7aAART|8DMG|9ZMB
358	25241 48114	   	189.99	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aVULN|6ERES|7LIT|89aLWND|9aBPWR
359	25242 33314	   	189.99	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4CDMG|59aLIT|6FEWX|7TLV|89aVULN|9aBPWR
360	25255 24314	   	189.99	ACR|3VULN|3DMG|1CDMG	1RCR|2MBVNT|39aDMG|4TLV|59aFEWX|6CDMG|7LIT|89aVULN|9aBPWR
361	52253 14322	   	189.98	DCR|4VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1BASHEA|2459VULN|3CDMG|6RCR|7ZMB|8DMG|aFLTHEA
362	25211 43437	   	189.93	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|2MBVNT|38DMG|4BELT|5CGEN|68VULN|78ZMB|8BPWR|9ASPD|aAART
363	25211 43481	   	189.93	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|2MBVNT|38DMG|4BELT|5CGEN|68VULN|78ZMB|8BPWR|9DUR|aAART
364	31263 24221	   	189.93	ACR|5VULN|1DMG|1CDMG|1FLTHEA	1DMG|2CDMG|3FLTHEA|4RCR|5679aVULN|8MLV
365	25143 51427	   	189.92	ACR|2AART|2VULN|2DMG	1RCR|2MBVNT|3MLV|45AART|68VULN|7DUR|9aDMG
366	33636 32521	   	189.91	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2DUR|3AART|4RCR|56VULN|8LWND|9ZMB|aASPD
367	33636 34321	   	189.91	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2DUR|3AART|4RCR|56VULN|7LWND|9ZMB|aASPD
368	25283 21371	   	189.89	ACR|2DMG|2AART|1VULN|2CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ASPD|69CDMG|7VULN|8aAART
369	34263 24333	   	189.89	ACR|3VULN|2DMG|1AART|1FLTHEA|1SELL	18DMG|2SELL|3FLTHEA|4RCR|567VULN|9CGEN|aAART
370	25343 51427	   	189.82	ACR|2AART|2VULN|2DMG	1RCR|2MBVNT|3TLV|45AART|68VULN|7DUR|9aDMG
371	33636 33126	   	189.81	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2DUR|3AART|4RCR|56VULN|7ZMB|8ASPD|9NUKE
372	36364 12321	   	189.74	ACR|3VULN|3DMG|1AART	137DMG|2BELT|37BPWR|479VULN|5RCR|67TLV|8RMIN|aAART
373	25283 15342	   	189.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ASPD|6LWND|7CDMG|8AART|9aVULN
374	25283 21322	   	189.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ASPD|6CDMG|7aVULN|8AART|9LWND
375	25283 21347	   	189.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ASPD|6CDMG|7aVULN|8AART|9LHND
376	25283 27342	   	189.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ASPD|6CDMG|7LWND|8AART|9aVULN
377	25144 81327	   	189.56	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|3MLV|4AART|57CDMG|689DMG|aVULN
378	25344 81327	   	189.46	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|3TLV|4AART|57CDMG|689DMG|aVULN
379	21623 25133	   	189.30	ACR|4VULN|2DMG|2ZMB|1SELL	1RCR|2SELL|3RPLT|489aVULN|5CANHEL|68DMG|78ZMB|8BPWR
380	21421 21663	   	189.30	ACR|4VULN|1AART|1DMG|1SELL	1RCR|2SELL|3578VULN|4RMIN|6AART|9DUR|aDMG
381	25235 27324	   	189.29	ACR|3DMG|2VULN|2ZMB|1CDMG	1RCR|2MBVNT|38aDMG|48CGEN|5aFEWX|6CDMG|78VULN|8aBPWR|9aZMB
382	24221 32614	 * 	189.29	ACR|3VULN|1AART|3CDMG|2ASPD	1RCR|27aCDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9VENICY
383	32531 31635	   	189.22	ACR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	19DMG|2LHND|3RCR|49VULN|5CDMG|67ZMB|89ASPD|9BPWR|aDUR
384	31263 65241	   	189.18	ACR|2VULN|2DMG|2CDMG|1FLTHEA|1ZMB	16DMG|2aCDMG|3FLTHEA|4RCR|56VULN|6BPWR|7MBVNT|8ASPD|9ZMB
385	52253 14321	   	189.16	DCR|5VULN|1DMG|1CDMG|1ZMB	1BASHEA|2459aVULN|3CDMG|6RCR|7ZMB|8DMG
386	31663 63222	   	189.10	ACR|3VULN|3DMG|2CDMG	16aDMG|2aCDMG|3BASHEA|4RCR|569VULN|6aBPWR|7DMSP|8aMLV
387	25241 33383	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|57aVULN|67ZMB|7BPWR|8RMIN|9BELT
388	25241 33388	   	189.09	ACR|3DMG|2VULN|2ZMB|1CDMG	1RCR|2MBVNT|37aDMG|4CDMG|57VULN|67ZMB|7BPWR|8RMIN|9BELT
389	25241 33451	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aMLV
390	25241 33454	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aFEWX
391	25241 33457	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aRMIN
392	25241 33458	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aCGEN
393	25241 33551	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LHND|aMLV
394	25241 33554	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LHND|aFEWX
395	25241 33751	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8BEXP|aMLV
396	25241 33754	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8BEXP|aFEWX
397	25241 16224	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|3aDMG|4CDMG|58aVULN|6FEWX|7CGEN|9aZMB|aBPWR
398	25241 72224	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|3aDMG|4CDMG|58aVULN|6CGEN|7FEWX|9aZMB|aBPWR
399	25241 74224	   	189.09	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|3aDMG|4CDMG|58aVULN|6CGEN|7LWND|9aZMB|aBPWR
400	24241 22622	   	189.09	ACR|3VULN|1AART|2CDMG|2ASPD	1RCR|27CDMG|3FEWX|47ASPD|578VULN|6AART|7BPWR|9BELT|aDUR
401	24263 22622	   	189.09	ACR|3VULN|1AART|2CDMG|2ASPD	1RCR|27CDMG|3FEWX|478VULN|57ASPD|6AART|7BPWR|9BELT|aDUR
402	24621 21224	   	189.09	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|357VULN|4RMIN|6AART|8LIT|9DUR|aDMG
403	33636 43122	   	189.07	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	1DMG|26DUR|3aAART|4RCR|56VULN|6BPWR|7ZMB|8ASPD|9NUKE
404	36332 32552	 * 	189.06	DCR|3DMG|2VULN|2FLTHEA|2DUR|1ZMB	138DMG|2BELT|38BPWR|47DUR|58VULN|68FLTHEA|9ZMB|aRCR
405	33532 24313	   	189.02	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	16DMG|28DUR|3RCR|49VULN|5ERES|7CDMG|aAART
406	31663 24332	   	189.00	ACR|3VULN|3DMG|2CDMG	18aDMG|2aCDMG|3BASHEA|4RCR|567VULN|9aCGEN|aBPWR
407	25241 33118	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|57aVULN|67ZMB|7BPWR|8ERES|9LIT
408	25241 33188	   	188.99	ACR|3DMG|2VULN|2ZMB|1CDMG	1RCR|2MBVNT|37aDMG|4CDMG|57VULN|67ZMB|7BPWR|8ERES|9BELT
409	25241 33453	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aDUST
410	25241 33455	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LWND|aCANHEL
411	25241 33553	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8LHND|aDUST
412	25241 33753	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8BEXP|aDUST
413	25241 33851	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8DUST|aMLV
414	25241 33854	   	188.99	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8DUST|aDMSP
415	24641 21122	   	188.99	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|357VULN|4ASPD|6AART|8ERES|9DMG|aCGEN
416	25243 21443	   	188.99	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2MBVNT|35aDMG|4CDMG|6AART|7VULN|8RCVC|9DUR
417	25244 23581	   	188.99	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2MBVNT|3DMG|4CDMG|5FEWX|6AART|7DUR|89aVULN
418	24621 21125	   	188.99	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|357VULN|4RMIN|6AART|8ERES|9DMG|aDUR
419	34263 63332	 * 	188.96	ACR|3VULN|3DMG|2FLTHEA|1SELL	18aDMG|2SELL|36FLTHEA|4RCR|56aVULN|6aBPWR|7DMSP|9aCGEN
420	24241 22531	   	188.95	ACR|2VULN|2AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|38FEWX|47ASPD|57VULN|6aAART|7BPWR|9ZMB
421	24263 22531	   	188.95	ACR|2VULN|2AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|38FEWX|47VULN|57ASPD|6aAART|7BPWR|9ZMB
422	24613 22631	   	188.95	ACR|2VULN|2AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|38VULN|47FEWX|57ASPD|6aAART|7BPWR|9ZMB
423	21624 25113	   	188.95	ACR|3VULN|2DMG|2ZMB|1FLTHEA|1SELL	1RCR|2SELL|3RPLT|48aVULN|5FLTHEA|68DMG|78ZMB|8BPWR|9RCVC
424	21624 25132	   	188.95	ACR|3VULN|2DMG|2ZMB|1FLTHEA|1SELL	1RCR|2SELL|3RPLT|489VULN|5FLTHEA|68DMG|78ZMB|8BPWR|aFEWX
425	21462 63121	 * 	188.91	ACR|3VULN|2AART|1DMG|1ZMB|1SELL	1RCR|2SELL|345VULN|6ZMB|7DMG|8FEWX|9aAART
426	21462 63221	 * 	188.91	ACR|3VULN|2AART|1DMG|1ZMB|1SELL	1RCR|2SELL|345VULN|6ZMB|7DMG|8BEXP|9aAART
427	25241 33853	   	188.89	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|2MBVNT|37DMG|4CDMG|579VULN|67ZMB|7BPWR|8aDUST
428	24641 21121	   	188.89	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|357VULN|4ASPD|6AART|8ERES|9DMG|aTLV
429	24641 21123	   	188.89	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|357VULN|4ASPD|6AART|8ERES|9DMG|aDUST
430	25243 21431	   	188.85	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1RCR|2MBVNT|35DMG|4CDMG|6aAART|7VULN|8RCVC|9ZMB
431	21413 26242	   	188.84	ACR|3VULN|1AART|2CDMG|2ASPD|1SELL	1RCR|2SELL|389VULN|4FEWX|58ASPD|6AART|78CDMG|8BPWR|aDUR
432	21441 21353	   	188.84	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2SELL|357VULN|4ASPD|6AART|8CDMG|9DMG|aBEXP
433	24266 22313	 * 	188.84	ACR|3VULN|2DMG|3CDMG|1AART|2MSE	1RCR|27aCDMG|3FEWX|47aVULN|57DMG|6AART|7aBPWR|8LIT|9aMSE
434	33653 45122	   	188.76	DCR|3DMG|2AART|1VULN|2DUR	179DMG|27DUR|35AART|4MBVNT|6RCR|7BPWR|8VULN|aBEXP
435	33653 45124	   	188.76	DCR|3DMG|2AART|1VULN|2DUR	179DMG|27DUR|35AART|4MBVNT|6RCR|7BPWR|8VULN|aCGEN
436	33653 45333	   	188.76	DCR|3DMG|2AART|1VULN|2DUR	178DMG|27DUR|35AART|4MBVNT|6RCR|7BPWR|9LWND|aVULN
437	21441 21352	   	188.74	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2SELL|357VULN|4ASPD|6AART|8CDMG|9DMG|aDUST
438	25241 65122	   	188.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59VULN|6DUR|7MLV|89BEXP|9BPWR|aAART
439	25241 65422	   	188.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59VULN|6DUR|7MLV|89LWND|9BPWR|aAART
440	25244 65222	   	188.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59FEWX|6DUR|7MLV|89VULN|9BPWR|aAART
441	25246 38222	   	188.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59MLV|6FEWX|7DUR|89VULN|9BPWR|aAART
442	24616 22223	   	188.66	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|27CDMG|3VULN|47FEWX|57aDMG|6AART|7BPWR|8LHND|9CGEN
443	33653 45323	   	188.66	DCR|3DMG|2AART|1VULN|2DUR	178DMG|27DUR|35AART|4MBVNT|6RCR|7BPWR|9DUST|aVULN
444	25241 68122	   	188.62	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59VULN|6DUR|7ERES|89BEXP|9BPWR|aAART
445	25241 68422	   	188.62	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59VULN|6DUR|7ERES|89LWND|9BPWR|aAART
446	25244 68222	   	188.62	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|39DMG|4CDMG|59FEWX|6DUR|7ERES|89VULN|9BPWR|aAART
447	24616 22233	   	188.56	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|27CDMG|3VULN|47FEWX|57aDMG|6AART|7BPWR|8LHND|9ERES
448	32534 22321	   	188.49	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2aLHND|3RCR|47VULN|5FLTHEA|8ZMB|9AART
449	32534 22322	   	188.49	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2LHND|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aLIT
450	32534 22323	   	188.49	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2LHND|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aRPLT
451	32534 22325	   	188.49	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2LHND|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aCGEN
452	24624 21122	   	188.46	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|25CDMG|357VULN|4RMIN|5BPWR|6AART|8ERES|9DMG|aCGEN
453	52253 16323	 * 	188.43	DCR|4VULN|1AART|1DMG|1CDMG	1BASHEA|2459VULN|3CDMG|6RCR|7ERES|8DMG|aAART
454	33633 23156	   	188.42	ACR|3DMG|2AART|1VULN	16aDMG|2DUR|35AART|4RCR|7FEWX|8VULN|9ASPD
455	33633 23121	   	188.42	ACR|3DMG|2AART|1VULN	169DMG|2DUR|35AART|4RCR|7FEWX|8VULN|aASPD
456	33633 24431	   	188.42	ACR|3DMG|2AART|1VULN	167DMG|2DUR|35AART|4RCR|8VULN|9LWND|aASPD
457	33633 26121	   	188.42	ACR|3DMG|2AART|1VULN	169DMG|2DUR|35AART|4RCR|7BEXP|8VULN|aASPD
458	33633 32121	   	188.42	ACR|3DMG|2AART|1VULN	179DMG|2DUR|35AART|4RCR|6LHND|8VULN|aASPD
459	33633 35321	   	188.42	ACR|3DMG|2AART|1VULN	189DMG|2DUR|35AART|4RCR|6LHND|7VULN|aASPD
460	33633 42221	   	188.42	ACR|3DMG|2AART|1VULN	179DMG|2DUR|35AART|4RCR|6VULN|8FEWX|aASPD
461	33633 42421	   	188.42	ACR|3DMG|2AART|1VULN	179DMG|2DUR|35AART|4RCR|6VULN|8LHND|aASPD
462	33633 32156	   	188.42	ACR|3DMG|2AART|1VULN	17aDMG|2DUR|35AART|4RCR|6LHND|8VULN|9ASPD
463	32654 23183	   	188.39	DCR|2AART|2DMG|2VULN|2DUR	1aDMG|2LHND|38AART|4MBVNT|5RPLT|6aDUR|7RCR|9aVULN|aBPWR
464	32534 22326	   	188.39	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2LHND|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aDUST
465	24624 21121	   	188.36	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|25CDMG|357VULN|4RMIN|5BPWR|6AART|8ERES|9DMG|aTLV
466	24624 21123	   	188.36	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|25CDMG|357VULN|4RMIN|5BPWR|6AART|8ERES|9DMG|aDUST
467	25243 21173	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|49CDMG|6AART|7VULN|8LWND
468	25243 21273	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|49CDMG|6AART|7VULN|8LHND
469	25243 21673	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|49CDMG|6AART|7VULN|8FEWX
470	25243 21773	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|49CDMG|6AART|7VULN|8BEXP
471	25243 21853	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|48CDMG|6AART|7VULN|9LWND
472	25243 21863	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|48CDMG|6AART|7VULN|9BEXP
473	25243 21883	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|48CDMG|6AART|7VULN|9LHND
474	25243 22773	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|49CDMG|6AART|7LHND|8VULN
475	25243 24337	   	188.36	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|358DMG|49CDMG|6AART|7CGEN|aVULN
476	24121 45331	   	188.35	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2CDMG|3MLV|45VULN|6CGEN|7aAART|8DMG|9ZMB
477	33633 22156	   	188.32	ACR|3DMG|2AART|1VULN	16aDMG|2DUR|35AART|4RCR|7DUST|8VULN|9ASPD
478	33633 22121	   	188.32	ACR|3DMG|2AART|1VULN	169DMG|2DUR|35AART|4RCR|7DUST|8VULN|aASPD
479	33633 24421	   	188.32	ACR|3DMG|2AART|1VULN	167DMG|2DUR|35AART|4RCR|8VULN|9DUST|aASPD
480	24641 22332	   	188.29	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|2CDMG|35VULN|4ASPD|6AART|79ZMB|8DMG|aFEWX
481	22345 25331	   	188.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2CGEN|35TLV|45VULN|5BPWR|6CDMG|7aAART|8DMG|9ZMB
482	22435 25331	   	188.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2CGEN|35VULN|45TLV|5BPWR|6CDMG|7aAART|8DMG|9ZMB
483	24641 22313	   	188.19	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|2CDMG|35VULN|4ASPD|6AART|7aZMB|8DMG|9VENICY
484	24662 23321	   	188.14	ACR|4VULN|2DMG|1CDMG	1RCR|2CDMG|3456VULN|7DUST|89DMG|aLWND
