0	Index      	 *	Score 	Summary	Detail	
1	31314 12563	 * 	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ERES|3RCR|4ZMB|5CDMG|6DMG|79aVULN|8AART
322	16213 13456	   	160.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2MBVNT|3RCR|4ASPD|5DUR|6aVULN|7DMG|8AART|9MLV
323	26282 43842	   	160.52	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2MBVNT|3RCR|4VULN|5DUR|67DMG|8AART|9ERES|aASPD
324	66234 11844	   	160.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4ERES|5DMG|6CGEN|7ASPD|8AART|9aVULN
325	26282 43721	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|3RCR|49VULN|5DUR|67DMG|8CDMG|aBEXP
326	26282 43724	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|3RCR|49VULN|5DUR|67DMG|8CDMG|aMLV
327	26282 43734	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|3RCR|4aVULN|5DUR|67DMG|8CDMG|9BEXP
328	31344 11152	   	160.52	ACR|2VULN|2DMG|1CDMG|1ASPD	1LIT|2ERES|3RCR|46DMG|5CDMG|79VULN|8ASPD|aDMSP
329	61536 12331	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2LSRREG|39aVULN|45RMIN|6RCR|7AART|8ZMB
330	16172 24712	   	160.42	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4RCR|579VULN|6BEXP|8AART|aDUR
331	16213 13416	   	160.42	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2MBVNT|3RCR|4ASPD|5DUR|6aVULN|7DMG|8AART|9TLV
332	16213 13488	   	160.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	19DUST|2MBVNT|3RCR|4ASPD|5DUR|6aVULN|7DMG|8AART
333	26282 43722	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|3RCR|49VULN|5DUR|67DMG|8CDMG|aTLV
334	26282 43723	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|3RCR|49VULN|5DUR|67DMG|8CDMG|aDUST
335	32621 32253	   	160.40	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|4ASPD|5DMG|679VULN|8RCR|aDUR
336	32661 32253	   	160.40	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|4DMG|5ASPD|679VULN|8RCR|aDUR
337	26285 21222	   	160.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4aVULN|5DMG|6LWND|7CGEN|8AART|9CDMG
338	16173 12542	   	160.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4RCR|5DUR|6LEGI|79aVULN|8AART
339	61425 33233	   	160.30	DCR|3DMG|2VULN|2DUR	15DUR|2LSRREG|3FEWX|45aDMG|5BPWR|6MLV|78VULN|9RCR
340	16223 33734	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59VULN|6CDMG|7FEWX|8AART|aDMG
341	26261 41222	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4LEGI|5aVULN|6DMG|7CGEN|8AART|9CDMG
342	26265 11222	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4LEGI|5DMG|6aVULN|7CGEN|8AART|9CDMG
343	26281 11641	   	160.28	ACR|3VULN|1AART|1ZMB|1ASPD	1LHND|2MBVNT|3RCR|459VULN|6CGEN|7ASPD|8AART|aZMB
344	15535 12331	   	160.26	DCR|3VULN|1AART|1ZMB|1ASPD	14DUST|29aVULN|3ASPD|5VENICY|6RCR|7AART|8ZMB
345	66184 12222	   	160.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7RCR|8LWND|9DMG|aVULN
346	66184 12422	   	160.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7RCR|8LHND|9DMG|aVULN
347	66184 22322	   	160.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7RCR|8LEGI|9DMG|aVULN
348	66644 44411	   	160.15	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	19DUR|2MBVNT|39ASPD|4ZMB|5AART|6ERES|79DMG|8RCR|9BPWR|aRMIN
349	66644 44413	   	160.15	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	19DUR|2MBVNT|39ASPD|4ZMB|5AART|6ERES|79DMG|8RCR|9BPWR|aCGEN
350	25155 11213	 * 	160.08	DCR|4VULN|2ZMB|1CDMG|1SELL	1aLHND|289aVULN|3CDMG|4SELL|5VENICY|6RCR|7aZMB|aBPWR
351	26224 52212	   	160.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2MBVNT|3RCR|4LIT|5AART|6aVULN|7CDMG|8ZMB|9ASPD
352	42523 32252	   	160.03	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD	1CGEN|2LWND|3DMG|4LIT|57AART|6RCR|8VULN|9ZMB|aASPD
353	41234 43452	   	160.00	DCR|3DMG|2VULN|1ASPD	1689CGEN|2ASPD|3MBVNT|49VULN|569DMG|69BPWR|7RCR|aBEXP
354	41234 43456	   	160.00	DCR|3DMG|2VULN|1ASPD	1689aCGEN|2ASPD|3MBVNT|49VULN|569DMG|69BPWR|7RCR
355	41234 43458	   	160.00	DCR|3DMG|2VULN|1ASPD	1689CGEN|2ASPD|3MBVNT|49VULN|569DMG|69BPWR|7RCR|aLWND
356	31314 13162	   	159.99	ACR|3DMG|2CDMG|2ZMB|1DUR	178LIT|278ERES|3RCR|49ZMB|59CDMG|678DMG|789BPWR|aDUR
357	34116 63233	   	159.96	DCR|3VULN|1AART|1ZMB|1DUR	189LIT|2DUR|39LSRHEA|4AART|569VULN|7RCR|9BPWR|aZMB
358	41234 43454	   	159.90	DCR|3DMG|2VULN|1ASPD	1689CGEN|2ASPD|3MBVNT|49VULN|569DMG|69BPWR|7RCR|aDUST
359	41234 83453	   	159.90	DCR|3VULN|2DMG|1ASPD	189CGEN|2ASPD|3MBVNT|469VULN|59DMG|7RCR|9BPWR|aBEXP
360	41234 33452	   	159.90	DCR|3VULN|2DMG|1ASPD	189CGEN|2ASPD|3MBVNT|49aVULN|59DMG|6RCVC|7RCR|9BPWR
361	16133 33456	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4aVULN|5RPLT|6RCR|7DMG|8AART|9MLV
362	16172 25441	   	159.82	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2MBVNT|3CDMG|4RCR|58aVULN|6BEXP|7ASPD|9AART
363	41234 43481	   	159.80	DCR|3DMG|2VULN|1ASPD	168CGEN|2ASPD|3MBVNT|4aVULN|569DMG|6BPWR|7RCR
364	41234 83454	   	159.80	DCR|3VULN|2DMG|1ASPD	189CGEN|2ASPD|3MBVNT|469VULN|59DMG|7RCR|9BPWR|aDUST
365	31344 11362	   	159.79	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|9AART|aLHND
366	31344 11363	   	159.79	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|9AART|aFEWX
367	26283 43742	   	159.79	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2MBVNT|3RCR|4VULN|5BEXP|67DMG|8CDMG|9AART|aDMSP
368	26283 44741	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	17LHND|2MBVNT|3RCR|4aVULN|5BEXP|6DMG|8CDMG|9AART
369	16284 83232	   	159.79	ACR|2VULN|2DMG|2FLTHEA	179DUST|2MBVNT|3RCR|49DMG|57TLV|67FLTHEA|79BPWR|89VULN|aFEWX
370	16284 83233	   	159.79	ACR|2VULN|2DMG|2FLTHEA	179DUST|2MBVNT|3RCR|49DMG|57TLV|67FLTHEA|79BPWR|89VULN|aBEXP
371	32621 35226	 * 	159.78	DCR|3DMG|1VULN|2CDMG|1ASPD	1LIT|27CDMG|3RMIN|4ASPD|59aDMG|6VULN|8RCR
372	66213 16222	   	159.78	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|6VULN|7DMG|8aAART|9MGNLIT
373	66283 11222	   	159.78	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4DMG|6VULN|7ASPD|8aAART|9MGNLIT
374	16133 33416	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4aVULN|5RPLT|6RCR|7DMG|8AART|9TLV
375	41234 43455	   	159.76	DCR|3DMG|2VULN|1ASPD|1SELL	1689CGEN|2ASPD|3MBVNT|49VULN|569DMG|69BPWR|7RCR|aSELL
376	26138 52222	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6ZMB|7RCR|8LWND|9DMG|aVULN
377	41234 83482	   	159.70	DCR|3VULN|2DMG|1ASPD	18CGEN|2ASPD|3MBVNT|46aVULN|59DMG|7RCR
378	31344 11613	   	159.69	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|8MBVNT|9AART|aMLV
379	31344 25413	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|78VULN|9AART|aMLV
380	16285 14124	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4DMG|5BEXP|6aVULN|7LHND|8CDMG|9AART
381	26283 43744	   	159.69	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2MBVNT|3RCR|4VULN|5BEXP|67DMG|8CDMG|9AART|aDUST
382	26283 45124	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4aVULN|5BEXP|6DMG|7DUST|8CDMG|9AART
383	31344 22411	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	17LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|8aVULN|9AART
384	31344 28411	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|7RCVC|8aVULN|9AART
385	16284 83231	   	159.69	ACR|2VULN|2DMG|2FLTHEA	179DUST|2MBVNT|3RCR|49DMG|57TLV|67FLTHEA|79BPWR|89VULN|aNUKE
386	42523 32211	 * 	159.67	DCR|2AART|2VULN|1DMG	1CGEN|2LWND|3DMG|4LIT|57AART|6RCR|89VULN|aFEWX
387	42523 32212	   	159.67	DCR|2AART|2VULN|1DMG	1CGEN|2aLWND|3DMG|4LIT|57AART|6RCR|89VULN
388	42523 32214	   	159.67	DCR|2AART|2VULN|1DMG	1CGEN|2LWND|3DMG|4LIT|57AART|6RCR|89VULN|aBEXP
389	26224 52233	 * 	159.66	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	19LHND|2MBVNT|3RCR|49LIT|5AART|6VULN|7CDMG|89ZMB|9BPWR|aDMG
390	36113 62133	   	159.62	ACR|2VULN|2DMG|2ZMB|1DUR	1LIT|2aZMB|3BEXP|4RCR|59VULN|6aDMG|7DUR|8aLHND|aBPWR
391	36113 62233	   	159.62	ACR|2VULN|2DMG|2ZMB|1DUR	1LIT|2aZMB|3BEXP|4RCR|59VULN|6aDMG|7DUR|8aLWND|aBPWR
392	36115 52233	   	159.62	ACR|2VULN|2DMG|2ZMB|1DUR	1LIT|2aZMB|3BEXP|4RCR|5DMSP|6LWND|7aDMG|8DUR|9aVULN|aBPWR
393	31344 11612	   	159.59	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|8MBVNT|9AART|aDUST
394	31344 11614	   	159.59	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|8MBVNT|9AART|aTLV
395	31344 25412	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|78VULN|9AART|aDUST
396	31344 25414	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|78VULN|9AART|aTLV
397	42523 32215	   	159.57	DCR|2AART|2VULN|1DMG	1CGEN|2LWND|3DMG|4LIT|57AART|6RCR|89VULN|aDUST
398	66284 32342	   	159.48	ACR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3RCR|4DMG|5NUKE|6LIT|7AART|89VULN
399	26242 85112	   	159.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|4CGEN|5DUR|6AART|7CDMG|8ZMB|9aVULN
400	61425 21231	 * 	159.46	DCR|2VULN|2DMG|3DUR|1ZMB	15aDUR|2LSRREG|3FEWX|45DMG|5BPWR|68VULN|7ZMB|9RCR
401	26282 42437	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3RCR|4VULN|5DUR|6DMG|7AIRHEA|8ZMB|9CDMG|aAART
402	16283 12431	   	159.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|4DMG|5DUR|6VULN|7AIRHEA|8ZMB|9CDMG|aAART
403	16283 21431	   	159.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|4DMG|5DUR|6BASICY|7VULN|8ZMB|9CDMG|aAART
404	25123 11151	   	159.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1LHND|268VULN|3CDMG|4DUR|5RPLT|7ASPD|9AART|aRCR
405	65113 11151	   	159.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|268VULN|3CDMG|4FEWX|5RPLT|7ASPD|9AART|aRCR
406	14524 11223	   	159.31	DCR|3DMG|2VULN|1CDMG	19DUST|2CGEN|369DMG|4LIT|5CDMG|79VULN|8RPLT|9BPWR|aRCR
407	66213 34234	   	159.23	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|6ZMB|7DMG|8AART|9TLV|aVULN
408	16173 82124	   	159.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4RCR|5DUR|679VULN|8RMIN|aAART
409	25113 11651	   	159.22	DCR|3VULN|1AART|2ASPD|1CDMG	18LHND|268VULN|3CDMG|4FEWX|5RPLT|78ASPD|8BPWR|9AART|aRCR
410	26212 83325	   	159.20	ACR|2VULN|2DMG|2DUR|1ASPD	1aLHND|2MBVNT|3RCR|4ASPD|5aDUR|6DUST|78DMG|9aVULN|aBPWR
411	31344 11332	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|9CGEN|aAART
412	26283 43734	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2MBVNT|3RCR|4VULN|59BEXP|67DMG|8CDMG|aAART
413	31344 13512	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7CGEN|8VULN|9RCVC|aAART
414	31344 13532	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	19LIT|2ERES|3RCR|46DMG|5CDMG|7CGEN|8VULN|aAART
415	26283 44724	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	17LHND|2MBVNT|3RCR|49VULN|5BEXP|6DMG|8CDMG|aAART
416	31341 11361	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5LWND|6BEXP|7CDMG|89VULN|aAART
417	61411 12431	   	159.16	DCR|2DMG|1AART|1VULN|2DUR	19DUR|29LSRREG|34FEWX|5ERES|6RCR|7AART|89DMG|9BPWR|aVULN
418	43513 31632	 * 	159.12	DCR|3DMG|1AART|1VULN|1CDMG|1DUR|1MSE	1CGEN|2MSE|345DMG|6RCR|7CDMG|8AART|9DUR|aVULN
419	16213 53325	   	159.10	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUST|2MBVNT|3RCR|4ASPD|5aDUR|6LHND|78DMG|9aVULN|aBPWR
420	16172 64113	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|59VULN|6AART|7BELT|8DMG|aLIT
421	16172 64114	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3CDMG|4RCR|59VULN|6AART|7BELT|8DMG|aRCVC
422	16223 36171	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59VULN|6CDMG|7DMG|8RMIN|aAART
423	16223 36271	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59VULN|6CDMG|7DMG|8CGEN|aAART
424	31344 16233	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7RPLT|8NUKE|9VULN|aAART
425	31344 21471	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|7LHND|89VULN|aAART
426	31344 23441	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|49DMG|5CDMG|6MBVNT|7BEXP|8VULN|aAART
427	31344 23471	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|7BEXP|89VULN|aAART
428	31344 25241	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|49DMG|5CDMG|6MBVNT|7VULN|8LWND|aAART
429	31344 25341	   	159.09	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|49DMG|5CDMG|6MBVNT|7VULN|8FEWX|aAART
430	16222 46171	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5CDMG|6DMG|79VULN|8RMIN|aAART
431	16222 46271	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5CDMG|6DMG|79VULN|8CGEN|aAART
432	26234 31471	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4ERES|5DMG|6LIT|7CDMG|89VULN|aAART
433	26285 11141	   	159.04	ACR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3RCR|4689VULN|5DMG|7ASPD|aCGEN
434	26285 11142	   	159.04	ACR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3RCR|4689VULN|5DMG|7ASPD|aRCVC
435	26285 11144	   	159.04	ACR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3RCR|4689VULN|5DMG|7ASPD|aRPLT
436	26211 16148	   	159.04	ACR|4VULN|1DMG|1ASPD	15LHND|2MBVNT|3RCR|4ASPD|689aVULN|7DMG
437	16213 12313	   	159.00	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUST|2MBVNT|3RCR|4ASPD|5aDUR|69VULN|7AIRHEA|8aDMG|aBPWR
438	16213 21313	   	159.00	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUST|2MBVNT|3RCR|4ASPD|5aDUR|6BASICY|79VULN|8aDMG|aBPWR
439	66218 12313	   	159.00	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUR|2MBVNT|3RCR|4ASPD|5aDUST|69VULN|7AIRHEA|8aDMG|aBPWR
440	66218 21313	   	159.00	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUR|2MBVNT|3RCR|4ASPD|5aDUST|6BASICY|79VULN|8aDMG|aBPWR
441	16223 36641	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5VULN|6CDMG|79DMG|8ERES|aAART
442	16227 41441	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59DMG|6ERES|7CDMG|8VULN|aAART
443	16227 41471	   	158.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5DMG|6ERES|7CDMG|89VULN|aAART
444	16284 31471	   	158.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4DMG|5TLV|6LIT|7CDMG|89VULN|aAART
445	16286 41441	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2MBVNT|3RCR|49DMG|5LIT|6ERES|7CDMG|8VULN|aAART
446	31344 11641	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7VULN|8MBVNT|9LEGI|aAART
447	31344 24441	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|49DMG|5CDMG|6MBVNT|7DUST|8VULN|aAART
448	31344 24471	   	158.99	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|7DUST|89VULN|aAART
449	31344 25441	   	158.99	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|78VULN|9LEGI|aAART
450	16222 46641	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5CDMG|69DMG|7VULN|8ERES|aAART
451	16222 48441	   	158.99	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5CDMG|69DMG|7ERES|8VULN|aAART
452	16222 48471	   	158.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|5CDMG|6DMG|7ERES|89VULN|aAART
453	26244 46236	   	158.95	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|2MBVNT|3RCR|4CGEN|57DMG|6SELL|8CDMG|9VULN|aAART
454	26285 11143	   	158.94	ACR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3RCR|4689VULN|5DMG|7ASPD|aDUST
455	26285 11322	   	158.94	ACR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3RCR|469aVULN|5DMG|7ASPD|8DUST
456	66213 13313	   	158.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|67VULN|8BELT|9AART|aCDMG
457	23244 85164	   	158.88	DCR|3VULN|1AART|1DMG	1LHND|2DMSP|3MBVNT|46DUST|568VULN|6BPWR|7RCR|9AART|aDMG
458	16283 44834	   	158.88	ACR|2VULN|1AART|1DMG|2DUR	1DUST|2MBVNT|3RCR|4DMG|57DUR|6CGEN|8AART|9aVULN
459	66234 23244	   	158.88	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|4ERES|5DMG|6MLV|8AART|9aVULN
460	66234 23245	   	158.88	ACR|2DMG|1AART|1VULN|2DUR	17DUR|2MBVNT|3RCR|4ERES|5aDMG|6MLV|8AART|9VULN
461	66223 38222	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4LIT|5aVULN|6CDMG|7AART|8ZMB|9CGEN
462	41213 72624	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	17CGEN|2ASPD|3MBVNT|45DMG|6ZMB|8RCR|9AART|aVULN
463	16227 71441	   	158.82	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1DUST|2MBVNT|3RCR|4LIT|5DMG|6ZMB|79CDMG|8VULN|aAART
464	15114 31312	   	158.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUST|29aVULN|3CDMG|4BELT|5TLV|6AART|7DUR|8RCR
465	16223 38212	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2MBVNT|3RCR|4LIT|5aVULN|6CDMG|7AART|8ZMB|9ASPD
466	16216 72344	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2MBVNT|3RCR|4ASPD|5LIT|6ZMB|7AART|89VULN|aCDMG
467	36112 16253	 * 	158.70	ACR|2VULN|1AART|2CDMG|2ZMB	1LIT|2aZMB|3BEXP|4RCR|5CANHEL|6aVULN|7LWND|8aCDMG|9AART|aBPWR
468	61425 12311	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	15DUR|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7DMSP|8AART|9RMIN|aVULN
469	61425 12332	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	15DUR|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7DMSP|8AART|9BEXP|aVULN
470	36141 36132	   	158.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	15LIT|2ZMB|3aBEXP|45DMG|5BPWR|6RCR|7AART|8CDMG|9DUR
471	36141 36133	   	158.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	15LIT|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7AART|8CDMG|9DUR|aMLV
472	41234 42178	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	16CGEN|2ASPD|3MBVNT|4VULN|56DMG|6BPWR|7CDMG|8LHND|9RCR|aAART
473	41234 42478	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	16CGEN|2ASPD|3MBVNT|4VULN|56DMG|6BPWR|7CDMG|8LWND|9RCR|aAART
474	31344 11116	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1LIT|2ERES|3RCR|46aDMG|5CDMG|7VULN|8ASPD|9RCVC
475	31344 11124	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1LIT|2ERES|3RCR|469DMG|5CDMG|7VULN|8ASPD|aCGEN
476	31344 11126	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1LIT|2ERES|3RCR|469DMG|5CDMG|7VULN|8ASPD|aLHND
477	31344 11136	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	19LIT|2ERES|3RCR|46aDMG|5CDMG|7VULN|8ASPD
478	26282 43373	 * 	158.58	ACR|3DMG|1VULN|1FLTHEA|1DUR	1LHND|2MBVNT|3RCR|4VULN|5DUR|67aDMG|8RCVC|9FLTHEA
479	11316 14213	   	158.58	DCR|2VULN|2DMG|2DUR|1ASPD	13aDUST|23LSRREG|3aBPWR|4aDMG|57DUR|6RCR|8ASPD|9aVULN
480	61425 12322	   	158.56	DCR|2DMG|1AART|1VULN|2DUR	15DUR|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7DMSP|8AART|9DUST|aVULN
481	21623 25236	   	158.53	ACR|2VULN|2DMG|1AART	19LHND|2LSRREG|39MLV|47DMG|5RCR|6FEWX|89VULN|9BPWR|aAART
482	26281 23214	   	158.51	ACR|5VULN|1CDMG	17LHND|2MBVNT|3RCR|45789VULN|67BASHEA|7BPWR|aCDMG
