0	Index      	 *	Score 	Summary	Detail	
1	23122 43551	 * 	191.03	DCR|3VULN|2DMG|1AART|1ZMB|1SELL	1MLV|289VULN|3SELL|4aDMG|5ZMB|6RCR|7AART
327	33231 41256	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|34LHND|5DMG|69VULN|7AART|8DMSP|aCDMG
328	34242 31226	   	165.83	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1RCR|2SELL|3ERES|4AART|5DUST|6aDUR|78VULN|9DMG
329	35142 31226	   	165.83	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1RCR|2ERES|3SELL|4AART|5DUST|6aDUR|78VULN|9DMG
330	31514 24223	   	165.80	ACR|2DMG|1AART|1VULN|2ZMB	1RCR|2aDUST|3FEWX|4aDMG|5VULN|6TLV|7RPLT|8aZMB|9AART|aBPWR
331	31323 68164	   	165.80	ACR|2VULN|1AART|1DMG|2ZMB	1RCR|28DUST|3RPLT|4LHND|5MBVNT|68ZMB|78VULN|8BPWR|9AART|aDMG
332	33121 41256	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|24LIT|3LEGI|5DMG|69VULN|7AART|8DMSP|aCDMG
333	33135 21256	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LEGI|4LHND|56DMG|7AART|8DMSP|9VULN|aCDMG
334	33215 31216	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8DMSP|9DUST|aCDMG
335	33215 31632	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9CDMG|aNUKE
336	33215 31633	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9CDMG|aDUST
337	35325 33533	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3LHND|4CDMG|5DMG|6CGEN|7AART|89VULN|aLIT
338	52522 41223	   	165.77	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2LWND|3CDMG|47DMG|5ZMB|6RCR|8aVULN|9RCVC
339	32222 31251	 * 	165.75	ACR|2VULN|2DMG|1AART|2CDMG|2MSE	1RCR|2aMSE|3aCDMG|4BELT|56DMG|7MGNSTR|8AART|9aVULN|aBPWR
340	32222 36251	 * 	165.75	ACR|2VULN|2DMG|1AART|2CDMG|2MSE	1RCR|2aMSE|3aCDMG|4BELT|56DMG|7LSRICY|8AART|9aVULN|aBPWR
341	31135 13561	   	165.67	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|58DMG|6FEWX|7VULN|9ZMB|aDUR
342	31135 13411	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7aVULN|8DUR|9ZMB
343	31135 13415	   	165.67	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|5aDMG|6FEWX|7VULN|8DUR|9ZMB
344	31135 33231	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|5DMG|6DUR|7aVULN|8ZMB|9LHND
345	31135 33235	   	165.67	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|5aDMG|6DUR|7VULN|8ZMB|9LHND
346	31135 33253	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6DUR|7aVULN|8ZMB|9LIT
347	31163 41153	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4aVULN|5ZMB|6DMG|7LIT|8DUR|9CDMG
348	31231 32411	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3CDMG|4DUR|5aVULN|6LWND|7DMG|8ASPD|9ZMB
349	31231 32415	   	165.67	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3CDMG|4DUR|5VULN|6LWND|7aDMG|8ASPD|9ZMB
350	31231 52411	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3CDMG|4DUR|5aVULN|6BEXP|7DMG|8ASPD|9ZMB
351	31231 52415	   	165.67	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUST|3CDMG|4DUR|5VULN|6BEXP|7aDMG|8ASPD|9ZMB
352	31635 33212	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3CGEN|4CDMG|5DMG|6DUR|7aVULN|8ZMB|9ASPD
353	35521 13212	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2ERES|3CDMG|4DMG|5DUR|6FEWX|7aVULN|8ZMB|9ASPD
354	35521 53212	   	165.67	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2ERES|3CDMG|4DMG|5DUR|6LHND|7aVULN|8ZMB|9ASPD
355	34122 22136	   	165.65	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3BEXP|4BELT|5aDMG|6FEWX|7AART|8VULN|9CDMG
356	31511 54332	   	165.58	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2DUST|3aFEWX|4DMG|5AART|67VULN|89DUR
357	31511 54333	   	165.58	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2DUST|3FEWX|4DMG|5AART|67VULN|89DUR|aLWND
358	31511 55332	   	165.58	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2DUST|3aFEWX|47DMG|5AART|6VULN|89DUR
359	31511 55333	   	165.58	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2DUST|3FEWX|47DMG|5AART|6VULN|89DUR|aLWND
360	31135 33311	   	165.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6DUR|7aVULN|8LEGI|9ZMB
361	31135 33315	   	165.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5aDMG|6DUR|7VULN|8LEGI|9ZMB
362	31231 12411	   	165.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3CDMG|4DUR|5aVULN|6LEGI|7DMG|8ASPD|9ZMB
363	31231 12415	   	165.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3CDMG|4DUR|5VULN|6LEGI|7aDMG|8ASPD|9ZMB
364	35515 33212	   	165.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2ERES|3CDMG|4DUST|5DMG|6DUR|7aVULN|8ZMB|9ASPD
365	35525 22233	 * 	165.56	ACR|3VULN|1DMG|2CDMG	1RCR|2ERES|39CDMG|4DMG|5RCVC|6LHND|78aVULN
366	31135 13611	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7VULN|8AART|9ZMB|aLIT
367	31135 13612	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6aFEWX|7VULN|8AART|9ZMB
368	31135 13613	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7VULN|8AART|9ZMB|aDMSP
369	31135 13614	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7VULN|8AART|9ZMB|aBEXP
370	31311 12116	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUST|3RPLT|4DUR|5DMG|6BEXP|7CDMG|8AART|9ZMB|aVULN
371	31311 62116	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUST|3RPLT|4DUR|5DMG|6FEWX|7CDMG|8AART|9ZMB|aVULN
372	31511 54331	   	165.48	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2DUST|3FEWX|4DMG|5AART|67VULN|89DUR|aLEGI
373	31511 55331	   	165.48	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2DUST|3FEWX|47DMG|5AART|6VULN|89DUR|aLEGI
374	31135 13615	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7VULN|8AART|9ZMB|aTLV
375	31313 62157	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUST|3RPLT|4DUR|5MBVNT|6ZMB|7CDMG|8AART|9DMG|aVULN
376	33215 36632	   	165.42	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LHND|49VULN|56DMG|7CDMG|8DUR|aCGEN
377	33215 36253	   	165.42	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LHND|49VULN|56DMG|7CDMG|8BEXP|aDUR
378	33215 51433	   	165.42	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LHND|49VULN|58DMG|6FEWX|7CDMG|aDUR
379	31231 52523	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|5VULN|6BEXP|7DMG|8FEWX|9aAART
380	31552 13423	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3FEWX|4VULN|5DUR|6BEXP|7DMG|8CDMG|9aAART
381	31561 52323	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3FEWX|4CDMG|5VULN|6BEXP|7DMG|8DUR|9aAART
382	31135 13563	   	165.34	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1RCR|2DUST|3aASPD|4CDMG|58DMG|6FEWX|7VULN|9ZMB
383	31133 45323	   	165.34	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1RCR|2DUST|35ASPD|4CDMG|6ZMB|7BELT|8aVULN|9DMG
384	12135 33823	   	165.34	ACR|3DMG|1AART|2ASPD|1CDMG	1aDUST|2MBVNT|3aASPD|4CDMG|5RCR|6LWND|7AART|89aDMG|aBPWR
385	31134 23541	   	165.33	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2DUST|3ASPD|4CDMG|5ZMB|6RCVC|7SELL|8AART|9aVULN
386	31121 32543	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|4LWND|5DUR|6aVULN|7ERES|8AART|9DMG
387	31122 32543	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|4LWND|5aVULN|6DUR|7ERES|8AART|9DMG
388	31161 62343	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|4aVULN|5DUR|6BEXP|7ERES|8AART|9DMG
389	31162 34332	   	165.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|45VULN|6CGEN|7DUR|8AART|9BASHEA|aDMG
390	31162 44332	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|45VULN|6DUR|7MLV|8AART|9BASHEA|aDMG
391	31162 46332	   	165.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|45VULN|6DUR|7CGEN|8AART|9BASHEA|aDMG
392	35521 13335	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aDMG|5DUR|6FEWX|79VULN|8DMSP
393	31311 12635	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|28aDUST|3RPLT|4DUR|5aDMG|6BEXP|7CDMG|9aVULN|aBPWR
394	31311 62635	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|28aDUST|3RPLT|4DUR|5aDMG|6FEWX|7CDMG|9aVULN|aBPWR
395	33115 53153	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LEGI|4aVULN|57DMG|6FEWX|8DUR|9CDMG
396	33215 36631	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LHND|49VULN|56DMG|7CDMG|8DUR|aERES
397	35521 31221	   	165.32	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47DMG|5DUR|6CGEN|8aVULN|9BELT
398	35523 31236	   	165.32	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|47DMG|5ASPD|6LWND|8aVULN|9RMIN
399	33431 32151	   	165.28	ACR|2DMG|1AART|1VULN|2DUR	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9VULN|aRCVC
400	23632 23231	 * 	165.20	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3RMIN|456ZMB|67BPWR|8RCR|9AART|aDMSP
401	23632 23233	   	165.20	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3RMIN|456ZMB|67BPWR|8RCR|9AART|aFEWX
402	23632 23234	   	165.20	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3RMIN|456ZMB|67BPWR|8RCR|9AART|aLWND
403	23632 23235	   	165.20	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3aRMIN|456ZMB|67BPWR|8RCR|9AART
404	34223 21261	   	165.20	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7LWND|8VULN|9ZMB|aCDMG
405	34223 22261	   	165.20	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7LHND|8VULN|9ZMB|aCDMG
406	35123 21261	   	165.20	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7LWND|8VULN|9ZMB|aCDMG
407	35123 22261	   	165.20	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7LHND|8VULN|9ZMB|aCDMG
408	33363 31652	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3ERES|4CGEN|5CDMG|6BELT|7DMG|8AART|9aVULN
409	35325 42133	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3LHND|4CDMG|5DMG|6MLV|79VULN|8AART|aLIT
410	62331 12536	 * 	165.17	DCR|3VULN|1DMG|2CDMG|2DUR	1aDUR|2MBVNT|3RPLT|49aVULN|5DMG|6BEXP|7aCDMG|8RCR|aBPWR
411	62331 22536	   	165.17	DCR|3VULN|1DMG|2CDMG|2DUR	1aDUR|2MBVNT|3RPLT|49aVULN|5DMG|6FEWX|7aCDMG|8RCR|aBPWR
412	31225 43311	   	165.17	ACR|2DMG|1AART|2ZMB|1CDMG	1RCR|27aDUST|3CDMG|45RCVC|6aZMB|8aDMG|9AART|aBPWR
413	34236 51231	   	165.15	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1RCR|2SELL|3ERES|4LHND|5DUR|6CDMG|7VULN|8DMG|9aAART
414	35136 51231	   	165.15	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1RCR|2ERES|3SELL|4LHND|5DUR|6CDMG|7VULN|8DMG|9aAART
415	23632 23232	   	165.10	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3RMIN|456ZMB|67BPWR|8RCR|9AART|aERES
416	34223 23251	   	165.10	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7DUST|8VULN|9CDMG|aZMB
417	35123 23251	   	165.10	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7DUST|8VULN|9CDMG|aZMB
418	31131 61251	   	165.09	ACR|2VULN|1AART|2CDMG|2ASPD	1RCR|2aDUST|3aASPD|46CDMG|5BELT|7MGNSTR|8AART|9aVULN|aBPWR
419	31514 23523	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2DUST|3FEWX|4DMG|5aVULN|6TLV|7LHND|8AART|9CDMG
420	35542 11321	   	165.09	ACR|2AART|2VULN|2CDMG	1RCR|2aERES|3aCDMG|48AART|56DUST|7TLV|9aVULN|aBPWR
421	35542 21321	   	165.09	ACR|2AART|2VULN|2CDMG	1RCR|26aERES|3aCDMG|48AART|5DUST|7TLV|9aVULN|aBPWR
422	34623 41123	   	165.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3DMSP|46DMG|5CDMG|7VULN|8AART|9FEWX|aLHND
423	34122 31266	   	165.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3BEXP|4BELT|56DMG|7MGNSTR|8AART|9CDMG|aVULN
424	34262 51231	   	165.05	ACR|2AART|1DMG|1VULN|1CDMG|1DUR|1SELL	1RCR|2SELL|3ERES|4DUR|5LEGI|6CDMG|7VULN|8DMG|9aAART
425	35162 51231	   	165.05	ACR|2AART|1DMG|1VULN|1CDMG|1DUR|1SELL	1RCR|2ERES|3SELL|4DUR|5LEGI|6CDMG|7VULN|8DMG|9aAART
426	35523 31261	   	165.05	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	1RCR|2ERES|3aCDMG|47DMG|5ASPD|6LWND|8VULN|9ZMB
427	31314 14846	 * 	165.02	ACR|2DMG|1AART|1CDMG|1FLTHEA|1DUR	1RCR|2DUST|3RPLT|4DUR|5FLTHEA|6MBVNT|78DMG|9AART|aCDMG
428	31141 51314	   	164.99	ACR|2VULN|1AART|3ASPD|1CDMG	1RCR|25DUST|359ASPD|4RPLT|5BPWR|6CDMG|7aVULN|8AART
429	34623 41121	   	164.95	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3DMSP|46DMG|5CDMG|7VULN|8AART|9FEWX|aDUST
430	33615 11353	   	164.89	ACR|2VULN|2DMG|2CDMG	1RCR|2LIT|3BEXP|4aVULN|5aDMG|6LHND|7aCDMG|8LWND|9SNIHEL|aBPWR
431	31166 53223	   	164.89	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|47aVULN|5CDMG|6DMG|8ERES|9RCVC
432	31523 24623	   	164.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3FEWX|4LHND|5AART|6ZMB|7aVULN|8ASPD|9CDMG
433	31162 44231	   	164.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|45VULN|6DUR|7MLV|8DMG|9AART|aDMSP
434	31162 44233	   	164.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|45VULN|6DUR|7MLV|8DMG|9AART|aBEXP
435	31321 12635	   	164.79	ACR|2VULN|2DMG|2CDMG	1RCR|2aDUST|3RPLT|4LHND|5aDMG|6BEXP|78CDMG|9aVULN|aBPWR
436	31321 62635	   	164.79	ACR|2VULN|2DMG|2CDMG	1RCR|2aDUST|3RPLT|4LHND|5aDMG|6FEWX|78CDMG|9aVULN|aBPWR
437	31511 36231	   	164.79	ACR|2VULN|2AART|1DMG	1RCR|2DUST|3FEWX|4DMG|57AART|6CGEN|89VULN|aDMSP
438	31511 36233	   	164.79	ACR|2VULN|2AART|1DMG	1RCR|2DUST|3FEWX|4DMG|57AART|6CGEN|89VULN|aRPLT
439	31511 36235	   	164.79	ACR|2AART|2VULN|1DMG	1RCR|2DUST|3FEWX|4DMG|57AART|6CGEN|89VULN|aLWND
440	31511 36236	   	164.79	ACR|2VULN|2AART|1DMG	1RCR|2DUST|3FEWX|4DMG|57AART|6CGEN|89VULN|aBEXP
441	31511 52413	   	164.79	ACR|2AART|2DMG|1VULN	1RCR|2DUST|3FEWX|48DMG|5aAART|6VULN|7LWND|9LIT
442	31511 53423	   	164.79	ACR|2AART|2VULN|1DMG	1RCR|2DUST|3FEWX|4DMG|5aAART|68VULN|7LIT|9LHND
443	12135 84723	   	164.74	ACR|3DMG|1AART|2ASPD|1CDMG	1aDUST|2MBVNT|3aASPD|4CDMG|5RCR|6BEXP|79aDMG|8AART|aBPWR
444	23122 43256	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1MLV|29VULN|3SELL|4DMG|5ZMB|6RCR|7AART|8LIT|aASPD
445	23123 43562	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1MLV|28VULN|3SELL|4DMG|5ASPD|6RCR|7AART|9FEWX|aZMB
446	31161 23431	   	164.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART|aDMSP
447	31161 23433	   	164.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART|aBEXP
448	31161 23434	   	164.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART|aLWND
449	31161 23435	   	164.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART|aRMIN
450	31162 44232	   	164.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|45VULN|6DUR|7MLV|8DMG|9AART|aERES
451	34221 43261	   	164.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCR|2SELL|3ERES|4DMG|5DUR|6MLV|7CDMG|8ZMB|9AART|aVULN
452	34223 33261	   	164.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2SELL|3ERES|4DMG|5ASPD|6LWND|7CDMG|8ZMB|9AART|aVULN
453	35121 43261	   	164.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCR|2ERES|3SELL|4DMG|5DUR|6MLV|7CDMG|8ZMB|9AART|aVULN
454	35123 33261	   	164.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2ERES|3SELL|4DMG|5ASPD|6LWND|7CDMG|8ZMB|9AART|aVULN
455	35521 24123	   	164.69	ACR|3DMG|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|489DMG|5DUR|6BELT|7VULN|aRCVC
456	33431 25422	   	164.68	ACR|2DMG|1AART|3ASPD|2DUR	1RCR|238LIT|4aDUR|58DMG|68aASPD|7AART|8aBPWR|9aLHND
457	33221 25412	   	164.68	ACR|2DMG|1AART|3ASPD|2DUR	1RCR|248LIT|3aLHND|58DMG|68aASPD|7AART|8aBPWR|9aDUR
458	34226 51323	   	164.65	ACR|2DMG|2AART|1VULN|1SELL	1RCR|2SELL|37ERES|47DMG|58AART|67FEWX|7BPWR|9VULN|aLIT
459	34623 23121	   	164.65	ACR|2VULN|2DMG|2CDMG|1SELL	1RCR|2SELL|3DMSP|47DMG|57CDMG|6BELT|7BPWR|8MLV|9aVULN
460	34623 23243	   	164.65	ACR|2VULN|2DMG|2CDMG|1SELL	1RCR|2SELL|3DMSP|47DMG|57CDMG|6BELT|7BPWR|89VULN|aLIT
461	35126 51323	   	164.65	ACR|2DMG|2AART|1VULN|1SELL	1RCR|27ERES|3SELL|47DMG|58AART|67FEWX|7BPWR|9VULN|aLIT
462	31161 23432	   	164.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART|aERES
463	31161 23436	   	164.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2aDUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9AART
464	34223 53261	   	164.60	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2SELL|3ERES|4DMG|5ASPD|6LEGI|7CDMG|8ZMB|9AART|aVULN
465	35123 53261	   	164.60	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2ERES|3SELL|4DMG|5ASPD|6LEGI|7CDMG|8ZMB|9AART|aVULN
466	23632 23214	   	164.60	DCR|3VULN|3ZMB|1AART	17MLV|267VULN|3RMIN|456ZMB|67BPWR|8RCR|9LIT|aAART
467	31353 35223	   	164.59	ACR|2DMG|1AART|1VULN|2ASPD	1RCR|2aDUST|3RPLT|4CGEN|5aASPD|6FEWX|7VULN|8aDMG|9AART|aBPWR
468	31643 35223	   	164.59	ACR|2DMG|1AART|1VULN|2ASPD	1RCR|2aDUST|3CGEN|4RPLT|5aASPD|6FEWX|7VULN|8aDMG|9AART|aBPWR
469	31162 33211	 * 	164.59	ACR|3VULN|1DMG|2ZMB|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|8aZMB|9DMG
470	31162 33621	   	164.59	ACR|3VULN|1DMG|2ZMB|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|8DMG|9aZMB
471	31162 53211	   	164.59	ACR|3VULN|1DMG|2ZMB|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|8aZMB|9DMG
472	31162 53621	   	164.59	ACR|3VULN|1DMG|2ZMB|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|8DMG|9aZMB
473	31162 61513	   	164.59	ACR|3VULN|1DMG|2ASPD|1DUR	1RCR|2DUST|36ASPD|457VULN|8DUR|9DMG|aRCVC
474	34226 51321	   	164.55	ACR|2AART|2DMG|1VULN|1SELL	1RCR|2SELL|37ERES|47DMG|58AART|67FEWX|7BPWR|9VULN|aLSRREG
475	34623 23211	   	164.55	ACR|2VULN|2DMG|2CDMG|1SELL	1RCR|2SELL|3DMSP|47DMG|57CDMG|6BELT|7BPWR|8aVULN|9ERES
476	35126 51321	   	164.55	ACR|2AART|2DMG|1VULN|1SELL	1RCR|27ERES|3SELL|47DMG|58AART|67FEWX|7BPWR|9VULN|aLSRREG
477	31162 53262	   	164.48	ACR|3VULN|1AART|1ZMB|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|8ZMB|9AART|aRPLT
478	33215 31242	   	164.48	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8DMSP|9aDUR
479	31162 12335	   	164.48	ACR|3VULN|1AART|1ZMB|1ASPD	1RCR|2DUST|3ASPD|458VULN|6LHND|7BEXP|9AART|aZMB
480	33411 25412	   	164.48	ACR|2DMG|1AART|3ASPD|2DUR	1RCR|238LIT|4aDUST|58DMG|68aASPD|7AART|8aBPWR|9aDUR
481	13463 53212	 * 	164.47	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	17DUST|2RMIN|3ERES|47VULN|57ASPD|6RCR|7BPWR|8AART|9CDMG|aZMB
