0	Index      	 *	Score 	Summary	Detail	
1	63144 13221	 * 	192.12	DCR|3VULN|2DMG|1AART|1CDMG	17CANHEL|2AART|3CDMG|4RPLT|57DMG|67aVULN|7BPWR|8RCR|9RCVC
331	31211 34362	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1TLV|2LWND|389VULN|4RCR|5LIT|6CDMG|7AART|aZMB
332	44323 42323	   	165.12	DCR|3DMG|1AART|2ZMB|1CDMG	1AART|29ZMB|39LIT|46ERES|5CDMG|789DMG|9BPWR|aRCR
333	63142 14223	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	1CANHEL|2AART|3aCDMG|4RPLT|59VULN|6CGEN|7DMG|8RCR
334	13162 14122	   	165.03	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3RCR|4MLV|5aDMG|6CGEN|7AART|89VULN
335	16162 14122	   	165.03	ACR|2VULN|2DMG|1AART	1LHND|2FEWX|3RCR|4MLV|5aDMG|6CGEN|7AART|89VULN
336	41232 23435	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|29DUST|39DUR|4ASPD|5BEXP|69VULN|7DMSP|8RCR|9BPWR|aDMG
337	41112 32265	   	164.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2DUST|3CDMG|58BEXP|6RCR|7DMG|9VULN|aDUR
338	41112 32343	   	164.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2DUST|3CDMG|5BEXP|6RCR|7DMG|8FEWX|9DUR|aVULN
339	41112 35243	   	164.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2DUST|3CDMG|5BEXP|6RCR|7DUR|8VULN|9LSRICY|aDMG
340	13132 64122	   	164.93	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3RCR|4CGEN|5aDMG|6TLV|7AART|89VULN
341	16132 64122	   	164.93	ACR|2VULN|2DMG|1AART	1LHND|2FEWX|3RCR|4CGEN|5aDMG|6TLV|7AART|89VULN
342	41232 21425	   	164.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2DUST|37DUR|4ASPD|5BEXP|69VULN|8RCR|aDMG
343	43214 53332	   	164.90	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|2ASPD|35DUR|45TLV|5BPWR|6RCVC|79DMG|8RCR|aVULN
344	43621 43126	   	164.87	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	18AART|2aASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUR
345	25212 22553	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3aVULN|4RCR|5DMG|6DUR|7LWND|8AART|9CDMG
346	12132 64122	   	164.83	ACR|2VULN|2DMG|1AART	1LHND|2DUST|3RCR|4CGEN|5aDMG|6TLV|7AART|89VULN
347	31252 14421	   	164.82	DCR|3VULN|1AART|1DMG|1DUR	1aTLV|2LWND|39aVULN|4DUR|5DMG|6aCGEN|7AART|8RCR|aBPWR
348	32252 14421	   	164.82	DCR|3VULN|1AART|1DMG|1DUR	1aTLV|2FEWX|39aVULN|4DUR|5DMG|6aCGEN|7AART|8RCR|aBPWR
349	24121 11623	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AIRHEL|3AART|4DUR|5ZMB|6CGEN|7RCR|8DMG|9aVULN
350	42412 13261	   	164.76	DCR|4VULN|1AART|1DUR	1AART|2RCVC|369aVULN|4DUR|5AIRHEA|7RCR|8BEXP
351	32136 45223	   	164.69	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2FEWX|3CDMG|4RCR|5DMG|69DUR|7aAART|8VULN
352	42412 13361	   	164.66	DCR|4VULN|1AART|1DUR	1AART|2RCVC|369aVULN|4DUR|5AIRHEA|7RCR|8DUST
353	41111 36325	   	164.64	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2DUST|3CDMG|5RPLT|69VULN|7DUR|8RCR|aASPD
354	42243 33362	   	164.64	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	15AART|2RCVC|3TLV|4ASPD|6DUR|7aDMG|8RCR|9CDMG
355	42426 32133	   	164.63	ACR|2AART|2VULN|1DMG|1DUR	1aAART|2RCVC|34VULN|4BPWR|5RCR|6RPLT|7DMG|8RMIN|9DUR
356	42436 32133	   	164.63	ACR|2AART|2VULN|1DMG|1DUR	1aAART|2RCVC|34VULN|5RCR|6RPLT|7DMG|8RMIN|9DUR
357	44362 21313	   	164.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3LIT|4CDMG|5RCVC|6RCR|7DUR|8VULN|9DMG|aLHND
358	44362 21332	   	164.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3LIT|4CDMG|5RCVC|6RCR|7DUR|8VULN|9DMSP|aDMG
359	43613 12734	 * 	164.63	ACR|2AART|2VULN|2ASPD|1CDMG	18AART|29ASPD|3MBVNT|4TLV|5RCR|67VULN|aCDMG
360	43613 41134	   	164.63	ACR|2AART|2VULN|2ASPD|1CDMG	16AART|29ASPD|3MBVNT|4TLV|5RCR|78VULN|aCDMG
361	56251 22322	   	164.61	DCR|2VULN|2DMG|1AART	1LIT|2aDMG|3DMSP|48VULN|5RPLT|6RCR|7AART|9RCVC
362	56251 22332	   	164.61	DCR|2VULN|2DMG|1AART	19LIT|2aDMG|3DMSP|48VULN|5RPLT|6RCR|7AART
363	56351 22322	   	164.61	DCR|2VULN|2DMG|1AART	13LIT|2aDMG|48VULN|5RPLT|6RCR|7AART|9RCVC
364	43621 43621	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5aLIT|6RCR|7DMG|8CDMG|9ZMB
365	43621 43622	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|8CDMG|9ZMB|aFEWX
366	43621 43624	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|8CDMG|9ZMB|aCGEN
367	43621 42114	   	164.50	DCR|3VULN|2AART|1ASPD	17AART|2ASPD|3MBVNT|49aVULN|5LIT|6RCR|8CGEN
368	43621 42614	   	164.50	DCR|3VULN|2AART|1ASPD	17AART|2ASPD|3MBVNT|49aVULN|5LIT|6RCR|8MLV
369	43621 42714	   	164.50	DCR|3VULN|2AART|1ASPD	17AART|2ASPD|3MBVNT|48aVULN|5LIT|6RCR|9CGEN
370	43621 42814	   	164.50	DCR|3VULN|2AART|1ASPD	17AART|2ASPD|3MBVNT|49aVULN|5LIT|6RCR|8RMIN
371	43621 46114	   	164.50	DCR|3VULN|2AART|1ASPD	18AART|2ASPD|3MBVNT|49aVULN|5LIT|6RCR|7CGEN
372	44233 23432	   	164.50	DCR|2AART|2VULN|2ZMB|2DUR	17AART|29ZMB|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aBELT
373	44233 23433	   	164.50	DCR|2AART|2VULN|2ZMB|2DUR	17AART|29ZMB|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aRCVC
374	53451 13311	   	164.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16LIT|2DUR|39VULN|4AART|56CGEN|6BPWR|7RCR|8ZMB|aDMG
375	42244 33323	   	164.47	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	17AART|2RCVC|3TLV|4ASPD|5ZMB|6VULN|8RCR|9DMG|aDUR
376	43613 15111	   	164.43	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|4TLV|5RCR|69VULN|7LIT|aDMG
377	43613 41336	   	164.43	ACR|2AART|2DMG|1VULN|1ASPD	16AART|2ASPD|3MBVNT|4TLV|5RCR|7VULN|8LHND|9aDMG
378	43613 44136	   	164.43	ACR|2AART|2DMG|1VULN|1ASPD	16AART|2ASPD|3MBVNT|4TLV|5RCR|7LWND|8VULN|9aDMG
379	43621 43623	   	164.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|8CDMG|9ZMB|aDUST
380	43621 43221	   	164.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|7DMG|8DMSP|9DUR
381	43621 43821	   	164.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|7DMG|8RCVC|9DUR
382	43621 43215	   	164.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|8DMSP|aDUR
383	44233 23431	   	164.40	DCR|2AART|2VULN|2ZMB|2DUR	17AART|29ZMB|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aAIRHEA
384	53451 23311	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|39VULN|4AART|56CGEN|7RCR|8ZMB|aDMG
385	43433 23362	   	164.31	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|23ASPD|3BPWR|4TLV|6FEWX|7aDMG|8RCR|9CDMG
386	12412 53423	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUST|3ERES|4RCR|5DMG|6aVULN|7CDMG|8DUR|9AART
387	23412 53323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3ERES|4RCR|5DMG|6aVULN|7CDMG|8BEXP|9AART
388	23412 56323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3ERES|4RCR|5DMG|6aVULN|7FEWX|8CDMG|9AART
389	25136 32423	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3CDMG|4RCR|5DMG|6LHND|7aVULN|8DUR|9AART
390	25136 42323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3CDMG|4RCR|5DMG|6DUR|7aVULN|8BEXP|9AART
391	25212 23323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3aVULN|4RCR|5DMG|6DUR|7CDMG|8BEXP|9AART
392	25212 26323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3aVULN|4RCR|5DMG|6DUR|7FEWX|8CDMG|9AART
393	25212 63423	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3aVULN|4RCR|5DMG|6LHND|7CDMG|8DUR|9AART
394	25215 41323	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3aVULN|4RCR|5DUR|6CDMG|7DMG|8BEXP|9AART
395	31135 45233	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2LWND|3CDMG|4RCR|5DLOT|6DUR|7DMG|8aVULN|9AART
396	32136 42633	   	164.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2FEWX|3CDMG|4RCR|5aDMG|6DUR|7VULN|8AIRHEA|9AART
397	32212 23633	   	164.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2FEWX|3VULN|4RCR|5aDMG|6DUR|7CDMG|8AIRHEA|9AART
398	32212 33423	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2FEWX|3aVULN|4RCR|5DMG|6DUST|7CDMG|8DUR|9AART
399	32215 41633	   	164.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2FEWX|3VULN|4RCR|5DUR|6CDMG|7aDMG|8AIRHEA|9AART
400	42543 23322	   	164.21	DCR|2AART|2DMG|1VULN|1ASPD	15AART|2RCVC|3MLV|4ASPD|6FEWX|79DMG|8RCR|aVULN
401	26252 31162	 * 	164.18	DCR|2VULN|1AART|2CDMG|2ZMB	19DUST|2BELT|3AART|4aZMB|59CDMG|6RCR|79VULN|8RPLT|9BPWR
402	24531 11623	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AIRHEL|3DUR|4AART|5ZMB|6CGEN|7RCR|8DMG|9aVULN
403	63426 13211	   	164.16	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4DUR|7RCR|89BEXP
404	63426 13231	   	164.16	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4DUR|7RCR|8BEXP|9DMSP
405	63416 13121	   	164.16	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4FEWX|7RCR|8DUR|9RCVC
406	63416 13131	   	164.16	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|49FEWX|7RCR|8DUR
407	43434 33321	   	164.14	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	17AART|23ASPD|3BPWR|4TLV|5ZMB|6VULN|8RCR|9DMG|aCGEN
408	43434 33322	   	164.14	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	17AART|23ASPD|3BPWR|4TLV|5ZMB|6VULN|8RCR|9DMG|aBEXP
409	23412 53633	   	164.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2DUR|3ERES|4RCR|5aDMG|6VULN|7CDMG|8AIRHEA|9AART
410	25212 23633	   	164.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2ERES|3VULN|4RCR|5aDMG|6DUR|7CDMG|8AIRHEA|9AART
411	43621 42337	   	164.12	DCR|3AART|2VULN|1ZMB|1ASPD	179AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|8ZMB
412	42243 23322	   	164.11	DCR|2AART|2DMG|1VULN|1ASPD	15AART|2RCVC|3TLV|4ASPD|6FEWX|79DMG|8RCR|aVULN
413	43115 53322	   	164.11	DCR|2AART|2DMG|1VULN|1ASPD	17AART|2ASPD|36LWND|4TLV|59DMG|8RCR|aVULN
414	31143 32344	   	164.11	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8aZMB|9DUR
415	44613 12123	   	164.09	ACR|3VULN|2AART|1ZMB	1aAART|2ZMB|3MBVNT|4TLV|5RCR|678VULN|9RPLT
416	44613 41111	   	164.09	ACR|3VULN|2AART|1ZMB	16AART|2ZMB|3MBVNT|4TLV|5RCR|789VULN|aCGEN
417	44613 41112	   	164.09	ACR|3VULN|2AART|1ZMB	16AART|2ZMB|3MBVNT|4TLV|5RCR|789VULN|aBEXP
418	43621 44314	   	164.06	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|49aVULN|57LIT|6RCR|8ZMB
419	63426 13312	   	164.06	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4DUR|7RCR|8DUST|9BEXP
420	63426 13321	   	164.06	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4DUR|7RCR|8DUST|9RCVC
421	63426 13332	   	164.06	DCR|4VULN|1AART|1DUR	1CANHEL|2AART|356aVULN|4DUR|7RCR|8DUST|9FEWX
422	42356 23111	   	164.03	ACR|2VULN|2DMG|1AART	1AART|2RCVC|3RMIN|48DMG|5RCR|689LIT|78VULN|8BPWR|aFEWX
423	42356 23112	   	164.03	ACR|2VULN|2DMG|1AART	1AART|2RCVC|3RMIN|48DMG|5RCR|689LIT|78VULN|8BPWR|aLHND
424	44362 22213	   	164.00	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1AART|2ZMB|3LIT|48CDMG|57RCVC|6RCR|9DMG|aVULN
425	44613 12212	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3MBVNT|4TLV|5RCR|67VULN|8CGEN|9DUR|aDMG
426	44613 11112	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3MBVNT|4TLV|5RCR|68VULN|7CGEN|9DUR|aDMG
427	45314 13111	   	163.98	DCR|3VULN|1AART|1DMG	1AART|26LHND|3LIT|4MLV|569VULN|6BPWR|7RCR|8CGEN|aDMG
428	46314 13111	   	163.98	DCR|3VULN|1AART|1DMG	1AART|26BEXP|3LIT|4MLV|569VULN|6BPWR|7RCR|8CGEN|aDMG
429	13133 51621	   	163.93	ACR|2VULN|2DMG|1AART	1aLHND|2BEXP|3RCR|4aCGEN|5ERES|68VULN|7aDMG|9AART|aBPWR
430	13163 51621	   	163.93	ACR|2VULN|2DMG|1AART	1aLHND|2BEXP|3RCR|4aMLV|5ERES|68VULN|7aDMG|9AART|aBPWR
431	16133 51621	   	163.93	ACR|2VULN|2DMG|1AART	1aLHND|2FEWX|3RCR|4aCGEN|5ERES|68VULN|7aDMG|9AART|aBPWR
432	42356 23113	   	163.93	ACR|2VULN|2DMG|1AART	1AART|2RCVC|3RMIN|48DMG|5RCR|689LIT|78VULN|8BPWR|aTLV
433	12133 51621	   	163.83	ACR|2VULN|2DMG|1AART	1aLHND|2DUST|3RCR|4aCGEN|5ERES|68VULN|7aDMG|9AART|aBPWR
434	42356 23311	   	163.83	ACR|2VULN|2DMG|1AART	1AART|2RCVC|3RMIN|4aDMG|5RCR|6LIT|79VULN|8LHND
435	52232 32252	 * 	163.82	DCR|3VULN|3DMG	123LIT|48aVULN|5RMIN|67aDMG|9RCR|aBPWR
436	24432 26133	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AIRHEL|35VULN|4DUR|6LWND|7RCR|8CDMG|9AART|aDMG
437	24432 36133	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AIRHEL|35VULN|4DUR|6LHND|7RCR|8CDMG|9AART|aDMG
438	43628 31124	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5aDMG|6CDMG|7ERES|8RMIN|9RCR
439	43628 31424	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5aDMG|6CDMG|7ERES|8CGEN|9RCR
440	43628 33424	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5aDMG|6CDMG|7RMIN|8ERES|9RCR
441	66221 12133	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CANHEL|2ASPD|3aDMG|4CDMG|5MBVNT|6LHND|7RCR|8VULN|9AART
442	41314 13111	   	163.78	DCR|3VULN|1AART|1DMG	1AART|26DUST|3LIT|4MLV|569VULN|6BPWR|7RCR|8CGEN|aDMG
443	41314 63111	   	163.78	DCR|3VULN|1AART|1DMG	1AART|2DUST|3LIT|4MLV|569VULN|7RCR|8CGEN|aDMG
444	31143 12332	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|2LWND|3CDMG|4AART|57DMG|6VULN|8ZMB|9LIT|aRCR
445	43362 12235	   	163.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1AART|2ASPD|3LIT|48CDMG|5RCVC|6ZMB|7DMG|9RCR|aVULN
446	32212 51314	   	163.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|2FEWX|36VULN|4RCR|5DMG|7BEXP|8FLTHEA|9ASPD|aAART
447	13132 54622	   	163.73	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3RCR|4CGEN|5aDMG|68VULN|7ERES|9AART
448	13133 51622	   	163.73	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3RCR|4CGEN|5ERES|68VULN|7aDMG|9AART
449	13163 51622	   	163.73	ACR|2VULN|2DMG|1AART	1LHND|2BEXP|3RCR|4MLV|5ERES|68VULN|7aDMG|9AART
450	16133 51622	   	163.73	ACR|2VULN|2DMG|1AART	1LHND|2FEWX|3RCR|4CGEN|5ERES|68VULN|7aDMG|9AART
451	42356 23211	   	163.73	ACR|2VULN|2DMG|1AART	1AART|2RCVC|3RMIN|4aDMG|5RCR|6LIT|79VULN|8MBVNT
452	66221 32133	   	163.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CANHEL|2ASPD|3aDMG|4CDMG|5MBVNT|6DUST|7RCR|8VULN|9AART
453	25212 41334	 * 	163.71	ACR|2VULN|1AART|1DMG|2FLTHEA	1aDUST|2ERES|3aVULN|4RCR|5DMG|6RPLT|7BEXP|8aFLTHEA|9AART|aBPWR
454	63426 13222	   	163.71	DCR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2AART|356VULN|4DUR|7RCR|8BEXP|9LHND|aCDMG
455	63416 13112	   	163.71	DCR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2AART|356VULN|4FEWX|7RCR|8DUR|9BEXP|aCDMG
456	44621 42324	   	163.70	DCR|2AART|2VULN|2ZMB|1ASPD	17AART|28ZMB|3MBVNT|4aVULN|5LIT|6RCR|9ASPD
457	41314 13611	   	163.68	DCR|3VULN|1AART|1DMG	1AART|26DUST|3LIT|4MLV|569VULN|6BPWR|7RCR|8ERES|aDMG
458	41421 63111	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2DUST|3ERES|469VULN|5LIT|7RCR|8CGEN|aDMG
459	44211 11422	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3DUR|4TLV|5BEXP|69VULN|7CGEN|8RCR|aDMG
460	44223 31412	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3DUR|49VULN|5LHND|6CGEN|7ERES|8RCR|aDMG
461	44624 12433	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ZMB|3MBVNT|49VULN|5BELT|6ASPD|7RPLT|8RCR|aDMG
462	12132 54622	   	163.63	ACR|2VULN|2DMG|1AART	1LHND|2DUST|3RCR|4CGEN|5aDMG|68VULN|7ERES|9AART
463	12133 51622	   	163.63	ACR|2VULN|2DMG|1AART	1LHND|2DUST|3RCR|4CGEN|5ERES|68VULN|7aDMG|9AART
464	44623 24124	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2ZMB|3MBVNT|46aVULN|5LHND|7CDMG|8RMIN|9RCR
465	44623 24424	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2ZMB|3MBVNT|46aVULN|5LHND|7CDMG|8MLV|9RCR
466	43628 11311	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4aVULN|5DMG|6TLV|7LIT|8RCR|9ZMB
467	44621 43132	 * 	163.51	DCR|3AART|1VULN|1DMG|2ZMB	189AART|2aZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG
468	43333 12722	   	163.42	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2ASPD|3LIT|4DMG|589VULN|6CANSTR|7MBVNT|aRCR
469	43333 15326	   	163.42	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2ASPD|3LIT|4DMG|578VULN|6CANSTR|9ERES|aRCR
470	43613 41418	   	163.41	ACR|2AART|2VULN|2ASPD|2DUR	16AART|2aASPD|3MBVNT|4TLV|5RCR|7aVULN|8RMIN|9aDUR|aBPWR
471	42223 43361	   	163.31	DCR|2VULN|2DMG|1AART	1AART|2RCVC|37aTLV|4LIT|5aDMG|6RPLT|8RCR|9aVULN|aBPWR
472	23514 31161	   	163.31	DCR|3VULN|1AART|1FLTHEA|1DUR	189DUST|2DUR|389LHND|4BELT|589VULN|6RCR|7AART|89BPWR|aFLTHEA
473	23514 31162	   	163.31	DCR|3VULN|1AART|1CDMG|1DUR	189DUST|2DUR|389LHND|4BELT|589VULN|6RCR|7AART|89BPWR|aCDMG
474	13162 14121	   	163.30	ACR|3VULN|1AART|1DMG	1aLHND|2BEXP|3RCR|4aMLV|5DMG|6CGEN|7AART|89aVULN|aBPWR
475	16162 14121	   	163.30	ACR|3VULN|1AART|1DMG	1aLHND|2FEWX|3RCR|4aMLV|5DMG|6CGEN|7AART|89aVULN|aBPWR
476	44333 13326	   	163.28	DCR|2AART|2VULN|1DMG|1ZMB	17AART|2ZMB|3LIT|4DMG|58VULN|6CANSTR|9ERES|aRCR
477	41554 14331	   	163.21	DCR|2VULN|2DMG|1AART	1AART|259DUST|3BEXP|4MBVNT|69VULN|79DMG|8RCR|9BPWR|aLWND
478	41554 14332	   	163.21	DCR|2VULN|2DMG|1AART	1AART|259DUST|3BEXP|4MBVNT|69VULN|79DMG|8RCR|9BPWR|aLIT
479	41554 14333	   	163.21	DCR|2VULN|2DMG|1AART	1AART|259DUST|3aBEXP|4MBVNT|69VULN|79DMG|8RCR|9BPWR
480	44223 31411	   	163.21	DCR|3VULN|1AART|2ZMB|1DUR	1AART|2aZMB|3DUR|49aVULN|5LHND|6CGEN|7aERES|8RCR|aBPWR
481	13132 64121	   	163.20	ACR|3VULN|1AART|1DMG	1aLHND|2BEXP|3RCR|4aCGEN|5DMG|6TLV|7AART|89aVULN|aBPWR
482	16132 64121	   	163.20	ACR|3VULN|1AART|1DMG	1aLHND|2FEWX|3RCR|4aCGEN|5DMG|6TLV|7AART|89aVULN|aBPWR
483	43233 23432	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aBELT
484	43233 23433	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aRCVC
485	43233 23434	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5LHND|69VULN|8RCR|9BPWR|aFEWX
486	43236 23432	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5BEXP|69VULN|8RCR|9BPWR|aRCVC
487	43236 23433	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4LWND|5BEXP|69VULN|8RCR|9BPWR|aLIT
488	43253 23432	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4BEXP|5LHND|69VULN|8RCR|9BPWR|aRCVC
489	43253 23433	   	163.19	DCR|2AART|2VULN|2ASPD|2DUR	17AART|29ASPD|39DUR|4BEXP|5LHND|69VULN|8RCR|9BPWR|aLIT
490	41114 38333	 * 	163.19	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	14AART|2DUST|3CDMG|5DMG|6MBVNT|78ZMB|9VULN|aRCR
491	63354 11212	   	163.18	DCR|3DMG|1AART|1VULN	1CANHEL|2AART|3FEWX|4MLV|59aDMG|6VULN|7RCR|8LSRICY
492	63524 11212	   	163.18	DCR|3DMG|1AART|1VULN	1CANHEL|2AART|3CGEN|4LHND|59aDMG|6VULN|7RCR|8LSRICY
493	11353 51161	 * 	163.13	ACR|2AART|2VULN|1CDMG|1FLTHEA	1LHND|2LIT|3BEXP|48AART|5RCR|67VULN|9CDMG|aFLTHEA
494	12132 64121	   	163.10	ACR|3VULN|1AART|1DMG	1aLHND|2DUST|3RCR|4aCGEN|5DMG|6TLV|7AART|89aVULN|aBPWR
495	41111 36332	   	163.09	DCR|2AART|2VULN|1CDMG|2DUR	14AART|29DUST|3CDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR|aRCVC
496	41111 36333	   	163.09	DCR|2AART|2VULN|1CDMG|2DUR	14AART|29DUST|3CDMG|5RPLT|69VULN|79DUR|8RCR|9BPWR|aLIT
