0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
321	63131 31723	   	158.88	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7MBVNT|8CDMG|9DMG|aDLOT
322	42223 32543	   	158.88	DCR|3VULN|1AART|1DMG	14LWND|2DUST|3MBVNT|5AART|6DMG|79aVULN|8RCR
323	42273 32543	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3MBVNT|4RCVC|5AART|6DMG|79aVULN|8RCR
324	43223 32543	   	158.88	DCR|3VULN|1AART|1DMG	14LWND|2LEGI|3MBVNT|5AART|6DMG|79aVULN|8RCR
325	43263 32543	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2LEGI|3MBVNT|4DMSP|5AART|6DMG|79aVULN|8RCR
326	26112 42151	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4FEWX|5aVULN|6ERES|7DUR|8RCR|9AART
327	26142 12151	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4DUST|5aVULN|6RMIN|7DUR|8RCR|9AART
328	26422 22151	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3MLV|4DUR|5aVULN|6DUST|7ZMB|8RCR|9AART
329	22233 31236	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2ZMB|34VULN|5LWND|6AIRHEL|7DUR|8RCR|9AART|aDMG
330	45323 42331	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	13LWND|2RCR|45VULN|6DMG|78ERES|9ZMB|aAART
331	45123 32243	   	158.77	ACR|3VULN|1AART|2DUR	1LWND|2RCR|3CGEN|46DUR|5AART|79aVULN|8LEGI
332	63136 53331	 * 	158.77	ACR|3VULN|3CDMG|2DUR	1BELT|2RCR|3aDUR|48aVULN|5ERES|6MLV|79aCDMG|aBPWR
333	23225 22151	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DUST|3DUR|4DMG|5aVULN|6ERES|7ZMB|8RCR|9AART
334	23125 32153	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1MGNSTR|2DUST|3LHND|49DMG|5VULN|6RCR|7CDMG|8AIRHEL|aAART
335	23125 35253	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1MGNSTR|2DUST|3LHND|49DMG|5VULN|6RCR|7CANHEL|8CDMG|aAART
336	23625 32153	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1MGNSTR|2DUST|3LWND|49DMG|5VULN|6RCR|7CDMG|8AIRHEL|aAART
337	63136 13332	   	158.58	ACR|2VULN|1DMG|2CDMG|1DUR|1ASPD	1BELT|2RCR|3DUR|48VULN|5ERES|6ASPD|79CDMG|aDMG
338	63316 13332	   	158.58	ACR|2VULN|1DMG|2CDMG|1DUR|1ASPD	1BELT|2RCR|3ERES|4DUR|58VULN|6ASPD|79CDMG|aDMG
339	63155 21231	 * 	158.58	ACR|2AART|2DMG|3DUR	16BELT|2RCR|39aDUR|4RMIN|57AART|8aDMG|aBPWR
340	23125 32233	   	158.53	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1MGNSTR|2DUST|3LHND|4DMG|59VULN|6RCR|7CDMG|8SELL|aAART
341	45326 12333	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	135LWND|2RCR|48aVULN|6DUR|7DMG|9ZMB
342	63131 22333	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|458VULN|6LWND|7BEXP|9DMG|aZMB
343	32324 11563	   	158.41	DCR|2VULN|2DMG|1AART	1LIT|25DUST|3RMIN|45DMG|5BPWR|67VULN|8RCR|9AART|aERES
344	63411 32311	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1BELT|2RCR|3LSRREG|478VULN|5LHND|6DMG|9ZMB|aDUR
345	63425 12312	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1BELT|2RCR|3LSRREG|4DUR|5CGEN|678VULN|9ZMB|aDMG
346	63161 43231	 * 	158.33	ACR|3AART|2VULN|2DUR	1BELT|2RCR|37DUR|4LHND|5aVULN|689AART
347	63231 13533	   	158.28	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|459VULN|6LIT|7CGEN|89DMG|9BPWR|aBEXP
348	63233 43533	   	158.28	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|469VULN|5LIT|7CGEN|89DMG|9BPWR|aBEXP
349	63233 51533	   	158.28	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|479VULN|5LIT|6MLV|89DMG|9BPWR|aBEXP
350	21343 51114	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1MGNSTR|2CGEN|3AART|4LWND|56VULN|7CDMG|8RCR|9LHND|aDMG
351	26333 24531	 * 	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1MGNSTR|278DMG|3DMSP|4VULN|5LWND|6RCR|9ASPD|aCDMG
352	63422 12312	   	158.24	ACR|3VULN|1DMG|1ZMB|1DUR	1BELT|2RCR|3LSRREG|4DUR|5TLV|678VULN|9ZMB|aDMG
353	63231 13535	   	158.18	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|459VULN|6LIT|7CGEN|89DMG|9BPWR|aMBVNT
354	63233 11533	   	158.18	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|479VULN|5LIT|6TLV|89DMG|9BPWR|aBEXP
355	23225 31223	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2DUST|3DUR|4DMG|58aVULN|6RCR|7BEXP|9CDMG
356	23225 32541	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2DUST|3DUR|4DMG|59aVULN|6RCR|7CDMG|8DMSP
357	26525 31223	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2DMG|3DUR|4DUST|58aVULN|6RCR|7BEXP|9CDMG
358	45244 23274	   	158.08	ACR|3VULN|2DMG	179LWND|2RCR|3MBVNT|49aVULN|5LSRICY|6DUST|89DMG|9BPWR
359	63233 11535	   	158.08	ACR|3VULN|2DMG	1BELT|2RCR|39LHND|479VULN|5LIT|6TLV|89DMG|9BPWR|aMBVNT
360	63632 11631	   	158.04	ACR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|7VULN|8FLTHEA|9RCVC|aASPD
361	63113 11426	   	158.02	ACR|3VULN|1AART|2DUR|1SELL	1BELT|2RCR|39DUR|4SELL|5CGEN|6AART|78aVULN
362	32224 11551	   	158.01	DCR|2VULN|2DMG|1AART	15LIT|2DUST|3CGEN|45DMG|5BPWR|67VULN|8RCR|9BELT|aAART
363	22233 26622	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7CDMG|8AART|9DUR|aMLV
364	22233 26623	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|34VULN|5aLWND|6RCR|7CDMG|8AART|9DUR
365	22233 26625	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7CDMG|8AART|9DUR|aRPLT
366	45223 37413	   	157.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	14LWND|2RCR|3MBVNT|5AART|6DMG|7ERES|8CDMG|9VULN|aZMB
367	63231 61153	   	157.89	ACR|3VULN|1AART|1FLTHEA	1BELT|2RCR|3LHND|45aVULN|6RCVC|7FLTHEA|8LWND|9AART
368	45223 32174	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|6aDMG|7VULN|8BEXP|9DUR
369	45223 32441	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR|aRPLT
370	45223 32442	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR|aBEXP
371	45223 32444	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR|aCGEN
372	45223 32445	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14aLWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR
373	45223 32447	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR|aLHND
374	45223 32484	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|6aDMG|7VULN|8DUR|9BEXP
375	45223 33124	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|6aDMG|7DUR|8BEXP|9VULN
376	45273 32441	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|6DMG|79VULN|8DUR|aRPLT
377	45273 32442	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|6DMG|79VULN|8DUR|aBEXP
378	45273 32444	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|6DMG|79VULN|8DUR|aCGEN
379	45273 33124	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|6aDMG|7DUR|8BEXP|9VULN
380	63315 22413	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	16BELT|2RCR|3ERES|4DUR|5AART|78DMG|9MLV|aVULN
381	63315 22423	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	16BELT|2RCR|3ERES|4DUR|5AART|78DMG|9RMIN|aVULN
382	45223 31433	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|69DMG|7LIT|8VULN|aDUR
383	45223 32148	   	157.88	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8BEXP|aDUR
384	45223 32333	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|69DMG|7VULN|8LIT|aDUR
385	45223 83131	   	157.88	ACR|2DMG|1AART|1VULN|1ASPD	14LWND|2RCR|3MBVNT|5AART|6RPLT|78DMG|9ASPD|aVULN
386	45273 31433	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|69DMG|7LIT|8VULN|aDUR
387	45273 32333	   	157.88	ACR|2DMG|1AART|1VULN|1DUR	1LWND|2RCR|3MBVNT|4RCVC|5AART|69DMG|7VULN|8LIT|aDUR
388	22233 26631	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7CDMG|8AART|9ERES|aASPD
389	31222 66363	   	157.84	DCR|3VULN|1DMG|2CDMG	1LIT|29LHND|3CGEN|4DMG|59aVULN|6RCR|7FEWX|89CDMG|9BPWR
390	31122 23363	   	157.79	ACR|2VULN|2DMG|2CDMG	1LIT|29LHND|3FEWX|4RCR|5aVULN|69DMG|7MLV|89CDMG|9BPWR
391	45242 33811	   	157.79	ACR|3VULN|1AART|1CDMG	1LWND|2RCR|3MBVNT|47aVULN|5RCVC|6LHND|8CDMG|9AART
392	45323 12341	   	157.79	ACR|3VULN|1AART|1CDMG	13LWND|2RCR|45aVULN|6DUST|7FEWX|8CDMG|9AART
393	45223 32274	   	157.78	ACR|2DMG|1AART|1VULN|1DUR	14LWND|2RCR|3MBVNT|5AART|6aDMG|7VULN|8LEGI|9DUR
394	45223 32446	   	157.78	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8DUR|aTLV
395	45253 32414	   	157.78	ACR|2DMG|1AART|1VULN|1DUR	1LWND|2RCR|3MBVNT|4ERES|5AART|6DUR|7VULN|8aDMG|9CGEN
396	45253 32433	   	157.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2RCR|3MBVNT|4ERES|5AART|6DUR|7aVULN|8DMG|9LHND
397	45223 32248	   	157.78	ACR|2VULN|1AART|1DMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|79VULN|8LEGI|aDUR
398	63231 14241	   	157.74	ACR|4VULN|1AART	1BELT|2RCR|3LHND|4589VULN|6LIT|7BEXP|aAART
399	31122 24363	   	157.69	ACR|2VULN|2DMG|2CDMG	1LIT|29LHND|3FEWX|4RCR|5aVULN|69DMG|7TLV|89CDMG|9BPWR
400	45253 32443	   	157.68	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2RCR|3MBVNT|4ERES|5AART|6DUR|7aVULN|8DMG|9DUST
401	45323 33331	   	157.64	ACR|4VULN|1AART	13LWND|2RCR|4579VULN|6BEXP|8ERES|aAART
402	63231 11241	   	157.64	ACR|4VULN|1AART	1BELT|2RCR|3LHND|4589VULN|6LIT|7DUST|aAART
403	63233 41241	   	157.64	ACR|4VULN|1AART	1BELT|2RCR|3LHND|4689VULN|5LIT|7DUST|aAART
404	63531 11241	   	157.64	ACR|4VULN|1AART	1BELT|2RCR|3BEXP|4589VULN|6LIT|7DUST|aAART
405	63132 41126	   	157.57	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|3aDUR|4aVULN|5LWND|6AART|7CGEN|8MBVNT|9aZMB|aBPWR
406	12233 21261	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|29BASICY|3ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aCGEN
407	12233 21262	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|29BASICY|3ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aBEXP
408	12233 21264	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|29BASICY|3ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aLHND
409	12233 21266	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|29BASICY|3ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aMLV
410	22233 21221	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7ASPD|89DMG|aCGEN
411	22233 21222	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7ASPD|89DMG|aBEXP
412	22233 21224	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7ASPD|89DMG|aLHND
413	22233 21226	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7ASPD|89DMG|aMLV
414	22233 24233	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|78DMG|9RPLT|aASPD
415	23125 32441	   	157.54	DCR|3VULN|1DMG|2CDMG	1MGNSTR|2DUST|3LHND|4DMG|59aVULN|6RCR|78CDMG
416	45248 12431	   	157.54	ACR|4VULN|1AART	17LWND|2RCR|3MBVNT|4689VULN|5TLV|aAART
417	45323 13331	   	157.54	ACR|4VULN|1AART	13LWND|2RCR|4579VULN|6DUST|8ERES|aAART
418	12233 21265	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|29BASICY|3ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aERES
419	22233 21225	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7ASPD|89DMG|aERES
420	63632 11513	   	157.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|7VULN|8DUST|9BEXP|aDMG
421	35224 11522	   	157.40	DCR|3VULN|2DMG|1DUR	15LIT|2DUR|3CGEN|45DMG|5BPWR|67aVULN|8RCR|9MBVNT
422	35224 11532	   	157.40	DCR|3VULN|2DMG|1DUR	15LIT|2DUR|3CGEN|45DMG|5BPWR|67aVULN|8RCR|9LEGI
423	64251 32311	   	157.39	ACR|2VULN|1AART|2CDMG|1FLTHEA	17BELT|2BEXP|35VULN|4RCR|6FLTHEA|8aCDMG|9AART
424	23225 31264	   	157.36	DCR|2VULN|1AART|1DMG|2DUR	1MGNSTR|2DUST|39DUR|4DMG|58VULN|6RCR|7BEXP|aAART
425	22233 22522	 * 	157.35	DCR|2VULN|3ZMB|1DMG|1DUR	1MGNSTR|28aZMB|34VULN|5LWND|6RCR|7DUR|9DMG
426	22133 26614	   	157.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MGNSTR|23ZMB|4VULN|5LWND|6RCR|7CDMG|8AART|9LHND|aDMG
427	22233 26652	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|79CDMG|8AART|aLIT
428	22233 26653	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|79CDMG|8AART|aBEXP
429	63131 33521	   	157.32	ACR|3VULN|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7ZMB|9LHND
430	63131 33531	   	157.32	ACR|3VULN|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7ZMB|9RMIN
431	63231 23212	   	157.29	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|459VULN|6LWND|7CDMG|8RMIN|aAART
432	63231 23426	   	157.29	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9BEXP|aAART
433	63231 23462	   	157.29	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9CGEN|aAART
434	45247 11444	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	15LWND|2RCR|3MBVNT|45VULN|5BPWR|6AART|7ERES|8DUR|9FEWX|aDMG
435	63132 45122	   	157.28	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|47VULN|5LWND|6AART|8LHND|9aCDMG
436	63235 43122	   	157.28	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3LHND|48VULN|5FEWX|6AART|7DUR|9aCDMG
437	63623 11631	   	157.28	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4aMLV|58DUST|6AART|78VULN|8BPWR|9DUR
438	63623 11632	   	157.28	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4MLV|58DUST|6AART|78VULN|8BPWR|9DUR|aCGEN
439	63131 33541	   	157.22	ACR|3VULN|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7ZMB|9ERES
440	63131 35311	   	157.22	ACR|3VULN|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7TLV|9ZMB
441	63231 23312	   	157.19	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|459VULN|6LWND|7CDMG|8ERES|aAART
442	63231 23416	   	157.19	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9DUST|aAART
443	63231 23452	   	157.19	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9TLV|aAART
444	63231 35323	   	157.19	ACR|3VULN|1AART|1FLTHEA	1BELT|2RCR|3LHND|458VULN|6FLTHEA|7TLV|9RCVC|aAART
445	63231 53312	   	157.19	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3LHND|459VULN|6FEWX|7CDMG|8ERES|aAART
446	63531 23312	   	157.19	ACR|3VULN|1AART|1CDMG	1BELT|2RCR|3BEXP|459VULN|6LWND|7CDMG|8ERES|aAART
447	63531 31174	   	157.19	ACR|3VULN|1AART|1FLTHEA	1BELT|2RCR|3BEXP|459VULN|6FLTHEA|7MBVNT|8CGEN|aAART
448	63161 42122	   	157.18	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|4LHND|58VULN|6AART|7DUST|9aCDMG
449	63613 11621	   	157.18	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4TLV|58DUST|6AART|78VULN|8BPWR|9DUR|aMLV
450	63613 11622	   	157.18	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4TLV|58DUST|6AART|78VULN|8BPWR|9DUR|aFEWX
451	63613 11623	   	157.18	ACR|2VULN|1AART|2CDMG|1DUR	1aBELT|2RCR|38CDMG|4TLV|58DUST|6AART|78VULN|8BPWR|9DUR
452	63143 32311	   	157.14	ACR|2VULN|1DMG|2CDMG|2DUR	1BELT|2RCR|39DUR|4DUST|59CDMG|6aCGEN|7DMG|89VULN|9BPWR
453	63143 32314	   	157.14	ACR|2VULN|2CDMG|1DMG|2DUR	1BELT|2RCR|39DUR|4DUST|59CDMG|6CGEN|7DMG|89VULN|9BPWR|aLHND
454	63143 32316	   	157.14	ACR|2VULN|1DMG|2CDMG|2DUR	1BELT|2RCR|39DUR|4DUST|59CDMG|6CGEN|7DMG|89VULN|9BPWR|aRCVC
455	63531 31374	   	157.09	ACR|3VULN|1AART|1FLTHEA	1BELT|2RCR|3BEXP|459VULN|6FLTHEA|7MBVNT|8TLV|aAART
456	63531 31474	   	157.09	ACR|3VULN|1AART|1FLTHEA	1BELT|2RCR|3BEXP|459VULN|6FLTHEA|7MBVNT|8ERES|aAART
457	63623 11633	   	157.04	ACR|2VULN|1AART|2CDMG|1DUR|1SELL	1BELT|2RCR|38CDMG|4MLV|58DUST|6AART|78VULN|8BPWR|9DUR|aSELL
458	63143 32313	   	157.04	ACR|2VULN|1DMG|2CDMG|2DUR	1BELT|2RCR|39DUR|4DUST|59CDMG|6CGEN|7DMG|89VULN|9BPWR|aCANHEL
459	35122 43531	   	157.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2DUR|3FEWX|4RCR|57VULN|6DUST|8DMG|9ASPD|aAART
460	63132 12126	   	156.97	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|3aDUR|4aVULN|5LWND|6MLV|7AART|8MBVNT|9aZMB|aBPWR
461	63135 12126	   	156.97	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|3aDUR|4aVULN|5FEWX|6MLV|7AART|8MBVNT|9aZMB|aBPWR
462	63153 22122	   	156.97	ACR|2VULN|1AART|2ZMB|2DUR	1BELT|2RCR|3aDUR|4RMIN|5LHND|6aVULN|7AART|8MBVNT|9aZMB|aBPWR
463	45242 12643	   	156.94	ACR|3VULN|1AART|1ZMB	1LWND|2RCR|3MBVNT|49aVULN|5RCVC|6AART|7LHND|8ZMB
464	22243 61121	   	156.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15MGNSTR|2ZMB|3VULN|45LHND|5BPWR|6AART|7CDMG|8RCR|9DMG|aASPD
465	22233 24442	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7DMG|8BEXP|9AART|aLIT
466	22233 24443	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7DMG|8BEXP|9AART|aMLV
467	63132 12633	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9DMG|aFEWX
468	63132 12635	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9DMG|aCGEN
469	63135 12633	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5aFEWX|6MLV|7AART|9DMG
470	63132 12352	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|49VULN|5LWND|6MLV|7AART|8BEXP|aDMG
471	63135 12352	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|49VULN|5FEWX|6MLV|7AART|8BEXP|aDMG
472	63233 52136	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LHND|49VULN|5LIT|6MLV|7AART|8DMG|aDUR
473	63132 12162	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|49VULN|5LWND|6MLV|7AART|8MBVNT|aDMG
474	63132 12631	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9DMG|aDLOT
475	63132 12632	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9DMG|aDUST
476	63132 12642	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9LEGI|aDMG
477	63132 12652	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6MLV|7AART|9DUST|aDMG
478	63135 12162	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|49VULN|5FEWX|6MLV|7AART|8MBVNT|aDMG
479	63135 12631	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5FEWX|6MLV|7AART|9DMG|aDLOT
480	63135 12632	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|48VULN|5FEWX|6MLV|7AART|9DMG|aDUST
481	63141 12352	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|4DUST|59VULN|6MLV|7AART|8BEXP|aDMG
482	63141 12633	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|4DUST|58VULN|6MLV|7AART|9DMG|aRCVC
483	63233 12136	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3LHND|49VULN|5LIT|6TLV|7AART|8DMG|aDUR
484	63154 21113	 * 	156.65	ACR|3DMG|1VULN|3DUR	19BELT|2RCR|368DUR|4RMIN|568DMG|68BPWR|78CANSTR|aVULN
485	22133 24441	 * 	156.63	DCR|3ZMB|1AART|1DMG|1VULN	1MGNSTR|23aZMB|4VULN|5LWND|6RCR|7DMG|8BEXP|9AART
486	63315 13423	   	156.59	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1BELT|2RCR|3ERES|47DUR|5AART|6ZMB|8DMG|9LIT|aVULN
487	63141 12162	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|4DUST|59VULN|6MLV|7AART|8MBVNT|aDMG
488	63141 12631	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1BELT|2RCR|3DUR|4DUST|58VULN|6MLV|7AART|9DMG|aDLOT
