0	Index      	 *	Score 	Summary	Detail	
1	23342 15613	 * 	208.25	ACR|2AART|2VULN|2DMG|2CDMG|1ZMB	18CDMG|25AART|38VULN|4RCR|68DMG|7RMIN|8BPWR|9DMSP|aZMB
329	23312 15111	   	179.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4DUST|6DMG|7RCR|9DUR|aERES
330	23312 15114	   	179.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4aDUST|6DMG|7RCR|9DUR
331	23312 15115	   	179.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4DUST|6DMG|7RCR|9DUR|aSNIHEL
332	23342 12531	   	179.46	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7LHND|aLWND
333	23342 12533	   	179.46	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7LHND|aFEWX
334	23342 12534	   	179.46	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7LHND|aRMIN
335	23342 12542	   	179.46	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4RCR|6DMG|7LHND|9FEWX
336	23346 32262	   	179.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DUST|6LHND|7RCVC|8DMG
337	23346 13152	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|57DUST|6ASPD|9ZMB|aDMG
338	23351 35162	   	179.43	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4DMG|5FEWX|6RCVC|7RCR|9BEXP
339	23342 12536	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7LHND|aDUST
340	23342 13652	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4RCR|6DMG|7MBVNT|9FEWX
341	23342 13682	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4RCR|6DMG|7MBVNT|9LWND
342	23342 16531	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7DUST|aLWND
343	23342 16532	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7DUST|aBEXP
344	23342 16533	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4RCR|6DMG|7DUST|aFEWX
345	23342 33525	   	179.36	ACR|2AART|2VULN|1DMG|2CDMG	17CDMG|25AART|39VULN|4RCR|6ERES|8LIT|aDMG
346	23351 35122	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4DMG|5FEWX|6RCVC|7RCR|9DUST
347	23356 35122	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4DMG|5BEXP|6RCVC|7RCR|9DUST
348	23326 16341	   	179.32	DCR|3VULN|2AART|1CDMG|1ZMB	1CDMG|24AART|38aVULN|5BELT|6ZMB|7RCR|9CGEN
349	23312 15552	   	179.29	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	18CDMG|25AART|3VULN|4DUST|6DMG|7RCR|9ZMB|aASPD
350	23241 12166	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35LWND|4RCR|6aDMG|7LHND|89VULN
351	23341 35226	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|37VULN|4RCR|59LWND|6LHND|8aDMG
352	23342 13622	   	179.26	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4RCR|6DMG|7MBVNT|9DUST
353	23342 13646	   	179.26	ACR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4RCR|6DMG|7MBVNT|9LSRHEA
354	23341 35342	   	179.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|37aVULN|4RCR|5LWND|6LHND|8RCVC|9DMG
355	23314 16163	   	179.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|27AART|39VULN|4DUST|5RCVC|6DMG|8ZMB|aRCR
356	23326 16321	   	179.22	DCR|3VULN|2AART|1CDMG|1ZMB	1CDMG|24AART|38aVULN|5BELT|6ZMB|7RCR|9ERES
357	23241 13177	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35LWND|4RCR|6aDMG|7MBVNT|89VULN
358	23341 42213	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|3aVULN|4RCR|5LWND|68DMG|7TLV|9LHND
359	23341 42262	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|3aVULN|4RCR|5LWND|68DMG|7TLV|9RMIN
360	23335 15152	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4ERES|5MLV|6DMG|7RCR|9ZMB|aASPD
361	23363 15152	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4LEGI|5DMSP|6DMG|7RCR|9ZMB|aASPD
362	23242 22166	   	179.11	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	19CDMG|2AART|3LWND|4RCR|59CGEN|6ERES|7ZMB|89VULN|9BPWR|aDMG
363	23351 36163	   	179.03	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|27AART|39VULN|4DMG|5FEWX|6RCVC|8ZMB|aRCR
364	23352 15152	   	179.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4DMG|5ERES|6NUKE|7RCR|9ZMB|aASPD
365	23422 15152	   	179.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3TLV|48VULN|5ERES|6DMG|7RCR|9ZMB|aASPD
366	23622 15152	   	179.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3ASPD|48VULN|5ERES|6NUKE|7RCR|9ZMB|aDMG
367	23341 52162	   	179.01	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	16CDMG|2AART|38VULN|4RCR|5LWND|7ZMB|9LIT|aDMG
368	23341 52242	   	179.01	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	16CDMG|2AART|3aVULN|4RCR|5LWND|7ZMB|8RMIN|9DMG
369	26343 23314	   	178.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|27VULN|36DMG|4AIRHEL|5LWND|8AART|9ZMB|aRCR
370	23425 21232	   	178.97	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1ASPD	19CDMG|2AART|3TLV|49VULN|5ASPD|6DUR|79ERES|8RCR|9BPWR|aDMG
371	23313 66163	   	178.96	DCR|3VULN|2AART|1CDMG|1ZMB|1ASPD	1CDMG|27AART|369VULN|4DUST|5ASPD|8ZMB|aRCR
372	23312 15531	   	178.94	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4DUST|6DMG|7RCR|aLWND
373	23312 15532	   	178.94	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4DUST|6DMG|7RCR|aBEXP
374	23312 15533	   	178.94	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4DUST|6DMG|7RCR|aFEWX
375	23312 15534	   	178.94	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4DUST|6DMG|7RCR|aRMIN
376	23312 15542	   	178.94	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|3aVULN|4DUST|6DMG|7RCR|9FEWX
377	23312 15536	   	178.84	DCR|2AART|2VULN|1DMG|2CDMG	18CDMG|25AART|39VULN|4aDUST|6DMG|7RCR
378	23326 43311	   	178.83	DCR|3VULN|2AART|2CDMG	1aCDMG|24AART|38aVULN|5BELT|6RCR|7aMLV|9RCVC|aBPWR
379	23321 41214	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56AIRHEL|6BPWR|7DMG|8MLV|9RCR|aZMB
380	23321 41414	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56AIRHEL|6BPWR|7DMG|8RMIN|9RCR|aZMB
381	23321 42314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56AIRHEL|6BPWR|7CGEN|8DMG|9RCR|aZMB
382	23321 44314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56AIRHEL|6BPWR|7RMIN|8DMG|9RCR|aZMB
383	23321 51214	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5AIRHEL|7DMG|8MLV|9RCR|aZMB
384	23321 51414	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5AIRHEL|7DMG|8RMIN|9RCR|aZMB
385	23321 52314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5AIRHEL|7CGEN|8DMG|9RCR|aZMB
386	23321 54314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5AIRHEL|7RMIN|8DMG|9RCR|aZMB
387	23325 41214	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56BASICY|6BPWR|7DMG|8MLV|9RCR|aZMB
388	23325 42314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|56BASICY|6BPWR|7CGEN|8DMG|9RCR|aZMB
389	23325 51214	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5BASICY|7DMG|8MLV|9RCR|aZMB
390	23325 52314	   	178.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|24AART|36VULN|5BASICY|7CGEN|8DMG|9RCR|aZMB
391	23355 33113	   	178.80	DCR|2AART|1VULN|2CDMG|1DMG|2ASPD|1ZMB	16CDMG|29AART|3VULN|4DMG|56ASPD|6BPWR|7ERES|8ZMB|aRCR
392	23335 15136	   	178.76	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|38VULN|4ERES|5MLV|6aDMG|7RCR|9LWND
393	23422 15136	   	178.66	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|3TLV|48VULN|5ERES|6aDMG|7RCR|9LWND
394	23341 32156	 * 	178.65	ACR|3VULN|1AART|2CDMG|2ZMB	1aCDMG|2AART|38aVULN|4RCR|5LWND|6LHND|7BELT|9aZMB|aBPWR
395	42421 53212	   	178.64	ACR|4VULN|2DMG|2ASPD	19ASPD|2LIT|39DMG|4789VULN|5RCR|6DLOT|9BPWR|aLWND
396	23326 45311	   	178.63	DCR|3VULN|2AART|2CDMG	1aCDMG|24AART|38aVULN|5BELT|6RCR|7aERES|9RCVC|aBPWR
397	26212 54123	   	178.63	DCR|3VULN|2DMG|2CDMG	14CDMG|249VULN|3RCVC|4BPWR|5MBVNT|6RCR|7LHND|8aDMG
398	23362 52262	   	178.62	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2AART|39aVULN|4LEGI|5DUR|7ZMB|8RCR
399	46321 62231	   	178.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1ASPD|24VULN|3AART|5ZMB|6RPLT|7RCR|8DMG|9FLTHEA|aBEXP
400	46321 62233	   	178.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1ASPD|24VULN|3AART|5ZMB|6RPLT|7RCR|8DMG|9FLTHEA|aLWND
401	23341 42241	   	178.55	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2AART|3VULN|4RCR|5LWND|689DMG|7TLV|aRCVC
402	42421 53213	   	178.54	ACR|4VULN|2DMG|2ASPD	19ASPD|2LIT|39DMG|4789VULN|5RCR|6DLOT|9BPWR|aMBVNT
403	26235 15131	   	178.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|289VULN|3RCVC|4LWND|5AART|6DMG|7RCR|aLHND
404	26235 15133	   	178.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|289VULN|3RCVC|4LWND|5AART|6DMG|7RCR|aFEWX
405	26332 43325	   	178.53	DCR|3VULN|2DMG|2CDMG	17CDMG|29aVULN|37DMG|4RCVC|57CGEN|6RCR|7BPWR|8LWND
406	24211 63326	   	178.44	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|2CANSTR|3RCR|467VULN|5ZMB|8aAART|9BEXP
407	24233 53336	   	178.36	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1CDMG|2CANSTR|3RCR|4RCVC|5aZMB|67VULN|8AART|9DMG
408	24212 55122	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2CANSTR|3RCR|45VULN|6BELT|7ZMB|8AART|9ASPD|aDMG
409	23343 61116	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|369aVULN|4RCR|5ASPD|7RPLT|8MGNLIT
410	23343 62131	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|3689VULN|4RCR|5ASPD|7LHND|aLWND
411	23343 62133	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|3689VULN|4RCR|5ASPD|7LHND|aFEWX
412	23343 62134	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|3689VULN|4RCR|5ASPD|7LHND|aRMIN
413	23343 62142	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|368aVULN|4RCR|5ASPD|7LHND|9FEWX
414	26363 24212	   	178.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|24aVULN|3DMG|59DUST|6DUR|7AART|8RCR
