0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 13325	6	 * 	269.16	DCR|5VULN|1TLV|1DMG|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aDMG
345	11261 31354	3	   	239.18	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aERES
346	63511 21623	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2348VULN|5TLV|6LHND|7ASPD|9LWND|aRCR
347	63511 11113	8	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8FEWX|9ASPD|aRCR
348	63511 11213	8	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8BEXP|9ASPD|aRCR
349	63511 11313	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8LHND|9ASPD|aRCR
350	63511 11413	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8BEXP|9ASPD|aRCR
351	63511 11613	8	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8LHND|9ASPD|aRCR
352	63511 11613	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LWND|8FEWX|9ASPD|aRCR
353	63511 12126	10	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|78FEWX|9RCR|aASPD
354	63511 12313	6	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7BEXP|8LHND|9ASPD|aRCR
355	63511 12313	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7FEWX|8LHND|9ASPD|aRCR
356	63511 12413	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7FEWX|8BEXP|9ASPD|aRCR
357	63511 13113	8	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LHND|8FEWX|9ASPD|aRCR
358	63511 13213	8	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LHND|8BEXP|9ASPD|aRCR
359	63511 13413	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LHND|8BEXP|9ASPD|aRCR
360	63511 13613	7	   	239.16	DCR|4VULN|1TLV|1AART	1AART|2346VULN|5TLV|7LHND|8FEWX|9ASPD|aRCR
