0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42323 35353	10	 * 	267.68	DCR|4VULN|2TLV|1DUR|1CDMG	19LWND|2LIT|369aVULN|4CDMG|5DUR|7RCR|89TLV|9BPWR
342	24261 22324	10	   	238.38	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|27DUR|39aVULN|4LWND|5CDMG|6DMG|8RCR
343	12323 35344	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUST|2LIT|36aVULN|4CDMG|5DUR|7RCR|8TLV|9BELT
344	12323 35344	7	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUST|2LIT|36aVULN|4CDMG|5DUR|7RCR|8TLV|9BELT
345	22162 62214	2	   	238.11	DCR|4VULN|1DMG|2LIT	1ERES|2DMG|378aVULN|45LIT|6RCR|9ASPD
346	21531 24116	8	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|378VULN|4DMG|5AART|6TLV|9RCR|aLIT
347	21531 24131	10	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|378VULN|4DMG|5AART|6TLV|9RCR|aASPD
348	21531 24136	9	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|378VULN|4DMG|5AART|6TLV|9RCR|aLIT
349	21531 24212	9	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|379VULN|4DMG|5AART|6TLV|8ASPD|aRCR
350	21531 31316	8	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|389VULN|4DMG|5AART|6RCR|7TLV|aLIT
351	21531 31316	7	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|389VULN|4DMG|5AART|6RCR|7TLV|aLIT
352	21551 24212	9	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|379VULN|4ASPD|5AART|6TLV|8DMG|aRCR
353	21551 31314	7	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|389VULN|4ASPD|5AART|6RCR|7TLV|aDMG
354	21551 31314	8	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1ERES|2RPLT|389VULN|4ASPD|5AART|6RCR|7TLV|aDMG
355	35313 61313	5	   	238.06	DCR|3VULN|3DUR|1DMG	1RCVC|25aDUR|348VULN|6RCR|7DMG|9MLV
356	35313 61321	5	   	238.06	DCR|3VULN|3DUR|1DMG	1RCVC|259DUR|348VULN|6RCR|7DMG|aLWND
357	35313 61323	5	   	238.06	DCR|3VULN|3DUR|1DMG	1RCVC|259DUR|348VULN|6RCR|7DMG|aLHND
358	35313 61325	5	   	238.06	DCR|3VULN|3DUR|1DMG	1RCVC|259DUR|348VULN|6RCR|7DMG|aMLV
359	31311 41265	10	   	238.06	DCR|3VULN|3DUR|1DMG	1RCVC|2LHND|348VULN|5DMG|67aDUR|9RCR
360	25625 21223	8	   	238.00	DCR|3VULN|1TLV|1DUR|1CDMG|1SELL	1ERES|2SELL|34aVULN|5LIT|6RCR|7DUR|8TLV|9CDMG
361	22513 56133	8	   	237.96	DCR|3VULN|3DUR|1DMG	1ERES|2DMG|389DUR|47aVULN|5LHND|6RCR
362	35313 61326	5	   	237.96	DCR|3VULN|3DUR|1DMG	1RCVC|259DUR|348VULN|6RCR|7DMG|aDUST
363	14326 52313	6	   	237.83	DCR|3VULN|1TLV|1DMG|1AART|1SELL	14DUST|245VULN|3SELL|4BPWR|6TLV|7RCR|8DMG|9LIT|aAART
364	13224 16617	1	 * 	237.74	DCR|3VULN|3TLV|2CDMG|1AART	17aDUST|247VULN|3MBVNT|5AART|67aTLV|7aBPWR|8aCDMG|9RCR
365	14233 62233	10	 * 	237.69	DCR|2VULN|2DMG|2DUR|2CDMG	19DUST|28VULN|39DMG|4FEWX|5aDUR|69CDMG|7RCR|9BPWR
366	15253 62233	10	   	237.69	DCR|2VULN|2DMG|2DUR|2CDMG	19DUST|2BEXP|39DMG|48VULN|5aDUR|69CDMG|7RCR|9BPWR
367	22613 41213	7	   	237.69	DCR|3VULN|2DMG|1TLV	1ERES|26DMG|345VULN|7ZMB|8RCR|9MLV|aTLV
