0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13161 23522	7	 * 	272.42	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1LHND|24aVULN|34DUR|4aBPWR|5ERES|6aDMG|7RCR|8CDMG|9aASPD
328	25334 31432	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|3CDMG|489VULN|5BEXP|6DUR|7RCR|aLIT
329	25361 31432	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|3CDMG|4BEXP|589VULN|6DUR|7RCR|aLIT
330	13161 23534	9	   	246.37	DCR|3VULN|3DUR|1DMG	1LHND|24aVULN|348DUR|4BPWR|5ERES|6DMG|7RCR|9LIT
331	23131 31514	8	   	246.18	DCR|3VULN|3TLV|1DUR|1CDMG|1SELL	126TLV|26BPWR|3SELL|456VULN|7RCR|8ASPD|9DUR|aCDMG
332	25131 31514	8	   	246.18	DCR|3VULN|3TLV|1DUR|1CDMG|1SELL	126TLV|3SELL|456VULN|6BPWR|7RCR|8ASPD|9DUR|aCDMG
333	32113 15153	10	 * 	246.10	DCR|3VULN|2DMG|3CDMG	1DMSP|2aDMG|39aCDMG|4LHND|5LIT|6RCR|78aVULN|aBPWR
334	21311 23266	4	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2CGEN|3DUR|4ERES|567VULN|8RCR|9DMG|aAART
335	21341 23266	3	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2CGEN|3DUR|4ERES|567VULN|8RCR|9DMG|aAART
336	12325 24251	2	   	245.98	DCR|4VULN|2DUR|1DMG	1LHND|24DUR|347aVULN|4BPWR|5RPLT|6RCR|8DMG|9FEWX
337	13125 24251	3	   	245.98	DCR|4VULN|2DUR|1DMG	1LHND|247aVULN|34DUR|4BPWR|5RPLT|6RCR|8DMG|9FEWX
338	13164 23111	10	 * 	245.98	DCR|4VULN|2DUR|3LIT	19LHND|249aVULN|34DUR|49BPWR|5BEXP|689LIT|7RCR
339	13164 23112	9	   	245.98	DCR|4VULN|2DUR|3LIT	19LHND|249aVULN|34DUR|49BPWR|5BEXP|689LIT|7RCR
340	22142 12441	7	   	245.97	DCR|3VULN|2DMG|2TLV	17TLV|27FEWX|3RPLT|4ERES|589VULN|67DMG|7BPWR|aRCR
341	33225 51522	10	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	1DMSP|28LIT|38aVULN|4TLV|5LEGI|6LWND|78DUR|8BPWR|9RCR
342	13122 31522	10	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	18LHND|26aVULN|38DUR|4DUST|5TLV|78LIT|8BPWR|9RCR
343	12325 24261	2	   	245.88	DCR|4VULN|2DUR|1DMG	1LHND|24DUR|347aVULN|4BPWR|5RPLT|6RCR|8DMG|9DUST
344	13161 33261	6	   	245.88	DCR|4VULN|2DUR|1DMG	1LHND|2467VULN|34DUR|4BPWR|5ERES|8RCR|9DMG|aFEWX
345	13161 33263	6	   	245.88	DCR|4VULN|2DUR|1DMG	1LHND|2467VULN|34DUR|4BPWR|5ERES|8RCR|9DMG|aCGEN
346	13125 24261	3	   	245.88	DCR|4VULN|2DUR|1DMG	1LHND|247aVULN|34DUR|4BPWR|5RPLT|6RCR|8DMG|9DUST
347	13166 23111	10	   	245.88	DCR|4VULN|2DUR|3LIT	19LHND|249aVULN|34DUR|49BPWR|5DUST|689LIT|7RCR
348	55113 12236	9	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1ASPD|2aTLV|3DUR|4ERES|5aVULN|6BELT|7RCR|8BEXP|9aDMG|aBPWR
349	33222 81622	10	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	1DMSP|28LIT|38aVULN|4TLV|5MBVNT|6DUST|78DUR|8BPWR|9RCR
350	13161 33262	6	   	245.78	DCR|4VULN|2DUR|1DMG	1LHND|2467VULN|34DUR|4BPWR|5ERES|8RCR|9DMG|aTBNT
351	13161 33264	6	   	245.78	DCR|4VULN|2DUR|1DMG	1LHND|2467VULN|34DUR|4BPWR|5ERES|8RCR|9DMG|aDUST
352	13161 33265	6	   	245.78	DCR|4VULN|2DUR|1DMG|1NUKE	1LHND|2467VULN|34DUR|4BPWR|5ERES|8RCR|9DMG|aNUKE
353	26444 34322	6	   	245.65	DCR|4VULN|1TLV|1DUR	1TLV|2LIT|3MBVNT|4569VULN|7DUR|8RCR|aRCVC
354	26444 34328	6	   	245.65	DCR|4VULN|1TLV|1DUR	1TLV|2LIT|3MBVNT|4569VULN|7DUR|8RCR|aDMSP
355	21311 23231	4	   	245.65	DCR|4VULN|1TLV|1DUR	1TLV|2CGEN|3DUR|4ERES|5679VULN|8RCR|aLIT
356	21341 23231	3	   	245.65	DCR|4VULN|1TLV|1DUR	1TLV|2CGEN|3DUR|4ERES|5679VULN|8RCR|aLIT
357	21646 23231	2	   	245.65	DCR|4VULN|1TLV|1DUR	1TLV|2CGEN|3ERES|4679VULN|5DUR|8RCR|aLIT
358	23131 31513	10	   	245.64	DCR|4VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|4569VULN|7RCR|8ASPD|aLIT
359	25131 31513	10	   	245.64	DCR|4VULN|3TLV|1SELL	126TLV|3SELL|4569VULN|6BPWR|7RCR|8ASPD|aLIT
360	23131 31433	7	   	245.64	DCR|4VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|4568VULN|7RCR|9LIT|aASPD
361	25131 31433	7	   	245.64	DCR|4VULN|3TLV|1SELL	126TLV|3SELL|4568VULN|6BPWR|7RCR|9LIT|aASPD
362	23541 13252	2	   	245.62	DCR|4VULN|3TLV|1DUR	12aTLV|2aBPWR|3DUR|457aVULN|6aFEWX|8RCR|9RPLT
363	35161 14484	1	 * 	245.61	DCR|2VULN|3DUR|1TLV|3CDMG	1DMSP|27aDUR|3MBVNT|4TLV|5aVULN|69aCDMG|8RCR|aBPWR
364	26444 34323	6	   	245.55	DCR|4VULN|1TLV|1DUR	1TLV|2LIT|3MBVNT|4569VULN|7DUR|8RCR|aBBNT
365	26444 34324	6	   	245.55	DCR|4VULN|1TLV|1DUR	1TLV|2LIT|3MBVNT|4569VULN|7DUR|8RCR|aERES
366	26444 34326	6	   	245.55	DCR|4VULN|1TLV|1DUR	1TLV|2LIT|3MBVNT|4569VULN|7DUR|8RCR|aDUST
367	23465 32231	8	   	245.52	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3BEXP|4569VULN|7RPLT|8DUR|aRCR
368	23141 33245	2	   	245.42	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3DUST|457aVULN|6DUR|8RCR|9BELT
369	21311 23232	4	   	245.42	DCR|4VULN|2TLV|1DUR	1aTLV|2CGEN|3DUR|4ERES|5679VULN|8RCR
370	21341 23232	3	   	245.42	DCR|4VULN|2TLV|1DUR	1aTLV|2CGEN|3DUR|4ERES|5679VULN|8RCR
371	21646 23232	2	   	245.42	DCR|4VULN|2TLV|1DUR	1aTLV|2CGEN|3ERES|4679VULN|5DUR|8RCR
372	26232 31525	10	   	245.42	DCR|1VULN|2DMG|2TLV|2DUR|2LIT	1aTLV|28LIT|3DUST|4ASPD|58DMG|6VULN|78DUR|8BPWR|9RCR
373	23131 31563	10	   	245.37	DCR|4VULN|3TLV|2ASPD|1SELL	126TLV|26aBPWR|3SELL|456aVULN|7RCR|8aASPD|9aCGEN
374	25131 31563	10	   	245.37	DCR|4VULN|3TLV|2ASPD|1SELL	126TLV|3SELL|456aVULN|6aBPWR|7RCR|8aASPD|9aCGEN
375	13122 32452	7	   	245.37	DCR|4VULN|2TLV|1DUR|1SELL	1aLHND|268aVULN|3DUR|4DUST|5aTLV|7SELL|9RCR|aBPWR
376	23131 32353	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|4567VULN|8FEWX|9RCR|aDUR
377	23131 32354	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|4567VULN|8BEXP|9RCR|aDUR
378	23131 32453	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|4567VULN|8LHND|9RCR|aDUR
379	25131 32353	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|4567VULN|6BPWR|8FEWX|9RCR|aDUR
380	25131 32354	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|4567VULN|6BPWR|8BEXP|9RCR|aDUR
381	25131 32453	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|4567VULN|6BPWR|8LHND|9RCR|aDUR
382	23131 31211	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|456aVULN|7RCR|8CGEN|9DUR
383	23131 31414	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|4568VULN|7RCR|9BEXP|aDUR
384	23131 31611	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|456aVULN|7RCR|8RMIN|9DUR
385	25131 31211	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|456aVULN|6BPWR|7RCR|8CGEN|9DUR
386	25131 31414	7	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|4568VULN|6BPWR|7RCR|9BEXP|aDUR
387	25131 31611	8	   	245.27	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|456aVULN|6BPWR|7RCR|8RMIN|9DUR
388	22325 52313	5	   	245.22	DCR|2VULN|3DUR|2TLV|2AART	1aTLV|2FEWX|35AART|48aDUR|6aVULN|7RCR|9RPLT|aBPWR
389	23131 26453	5	   	245.17	DCR|4VULN|2TLV|1DUR|1SELL	12TLV|2BPWR|3SELL|4578VULN|6TBNT|9RCR|aDUR
390	23131 33453	6	   	245.17	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|26BPWR|3SELL|4568VULN|7LEGI|9RCR|aDUR
391	25131 33453	6	   	245.17	DCR|4VULN|3TLV|1DUR|1SELL	126TLV|3SELL|4568VULN|6BPWR|7LEGI|9RCR|aDUR
392	13233 15155	9	   	244.99	DCR|3VULN|2TLV|1DMG	1LHND|268VULN|3ASPD|4FEWX|56TLV|6BPWR|7LIT|9DMG|aRCR
393	12326 13452	2	   	244.92	DCR|3VULN|2DUR|1TLV|1CDMG	17aLHND|24DUR|34aVULN|4aBPWR|5TLV|6CDMG|8aLWND|9RCR
394	12326 16252	2	   	244.92	DCR|3VULN|2DUR|1TLV|1CDMG	18aLHND|24DUR|34aVULN|4aBPWR|5TLV|6CDMG|7aFEWX|9RCR
395	21623 33314	5	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1TLV|2CGEN|36LIT|48aVULN|5CDMG|7RCR|9DUR
396	12142 51263	6	   	244.80	DCR|2VULN|3DUR|2DMG|1CDMG	19LHND|235DUR|4ZMB|69DMG|79VULN|8RCR|9BPWR|aCDMG
397	22356 33314	1	   	244.80	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1TLV|2CDMG|36LIT|4ERES|58aVULN|7RCR|9DUR
398	24241 33336	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2ASPD|3DMG|457VULN|6DUR|8ZMB|9RMIN|aRCR
399	21333 12134	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2CGEN|3DUR|4ASPD|59aVULN|6BELT|7RCR|8DMG
400	24333 12134	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2MLV|3DUR|4ASPD|59aVULN|6BELT|7RCR|8DMG
401	55133 12134	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2TLV|3DUR|4CGEN|59aVULN|6BELT|7RCR|8DMG
402	12325 21453	2	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|24DUR|348VULN|4BPWR|5RPLT|6RCR|7CDMG|9TLV|aBEXP
403	12325 24123	2	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|24DUR|347VULN|4BPWR|5RPLT|6RCR|8TLV|9RCVC|aCDMG
404	12326 13336	2	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17LHND|24DUR|349VULN|4BPWR|5TLV|6CDMG|8BEXP|aRCR
405	13125 21453	3	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|248VULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|9TLV|aBEXP
406	13125 24123	3	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8TLV|9RCVC|aCDMG
407	13126 13336	3	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17LHND|249VULN|34DUR|4BPWR|5TLV|6CDMG|8BEXP|aRCR
408	13165 24123	4	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8TLV|9RCVC|aCDMG
409	13166 13336	4	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17LHND|249VULN|34DUR|4BPWR|5TLV|6CDMG|8BEXP|aRCR
410	24241 33633	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2ASPD|3DMG|457VULN|6DUR|8BBNT|9LHND|aRCR
411	55113 12134	8	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2TLV|3DUR|4ERES|59aVULN|6BELT|7RCR|8DMG
412	24241 23623	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2ASPD|3DMG|457VULN|6BEXP|8BBNT|9DUR|aRCR
413	26434 31824	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|3MBVNT|4CGEN|5DMG|68aVULN|7DUR|9RCR
414	26444 13361	5	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|3MBVNT|457VULN|6LHND|8RCR|9DMG|aDUR
415	26444 14325	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|3MBVNT|459VULN|6RCVC|7DUR|8RCR|aDMG
416	26444 34362	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|3MBVNT|456VULN|7DUR|8RCR|9DMG|aRPLT
417	33222 34325	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2LIT|369VULN|4TLV|5MBVNT|7DUR|8RCR|aDMG
418	52236 21412	6	   	244.66	DCR|3VULN|1TLV|1DMG|2ASPD	14ASPD|2BELT|3DMG|569VULN|7TLV|8RCR|aLIT
419	13113 13235	8	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	16LHND|289VULN|3DUR|4RMIN|56TLV|6BPWR|7RCR|aDMG
420	13113 16235	7	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	16LHND|279VULN|3DUR|4RMIN|56TLV|6BPWR|8RCR|aDMG
421	12325 21125	2	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|24DUR|34aVULN|4BPWR|5RPLT|6RCR|7CDMG|8BBNT|9TLV
422	13125 21125	3	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|24aVULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|8BBNT|9TLV
423	13165 21125	4	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|24aVULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|8BBNT|9TLV
424	26444 34363	6	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|3MBVNT|456VULN|7DUR|8RCR|9DMG|aERES
425	26444 34364	6	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1TLV|2LIT|3MBVNT|456VULN|7DUR|8RCR|9DMG|aNUKE
426	21622 43432	6	   	244.54	DCR|2VULN|2DMG|2TLV|2LIT	18TLV|2CGEN|38LIT|47VULN|5ASPD|68DMG|8BPWR|9RPLT|aRCR
427	26331 36125	10	   	244.53	DCR|3VULN|3TLV|3LIT|2ASPD	19aTLV|239LIT|46ASPD|5aFEWX|7RCR|89aVULN|9aBPWR
428	13415 24111	2	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1LHND|27aVULN|3DMG|48TLV|5RPLT|6RCR|9DUR
429	23331 34326	6	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7RMIN|8RPLT|9DUR|aRCR
430	23331 35346	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7FEWX|8DUR|9BEXP|aRCR
431	23331 35351	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7FEWX|8DUR|9RCR|aZMB
432	23331 35353	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7aFEWX|8DUR|9RCR
433	23331 35354	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7FEWX|8DUR|9RCR|aMLV
434	23331 35356	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7FEWX|8DUR|9RCR|aRMIN
435	25331 34326	6	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7RMIN|8RPLT|9DUR|aRCR
436	25331 35351	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7FEWX|8DUR|9RCR|aZMB
437	25331 35353	7	   	244.53	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7aFEWX|8DUR|9RCR
438	26531 36121	9	   	244.53	DCR|3VULN|3TLV|3LIT|2ASPD	19aTLV|29aLIT|3DMSP|46ASPD|5FEWX|7RCR|89aVULN|9aBPWR
439	33631 36121	9	   	244.53	DCR|3VULN|3TLV|3LIT|2ASPD	1DMSP|29aLIT|39aTLV|46ASPD|5FEWX|7RCR|89aVULN|9aBPWR
440	12325 21531	2	   	244.48	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1LHND|24DUR|34aVULN|4BPWR|5RPLT|6RCR|7CDMG|8TLV|9SELL
441	13125 21531	3	   	244.48	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1LHND|24aVULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|8TLV|9SELL
442	13165 21531	4	   	244.48	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1LHND|24aVULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|8TLV|9SELL
443	22441 33235	3	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	13TLV|2FEWX|457VULN|6DUR|8RCR|9ERES|aDMG
444	22461 33235	4	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	13TLV|2FEWX|457VULN|6DUR|8RCR|9ERES|aDMG
445	23331 32346	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7DUST|8DUR|9BEXP|aRCR
446	23331 32351	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7DUST|8DUR|9RCR|aZMB
447	23331 32353	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7DUST|8DUR|9RCR|aFEWX
448	23331 32354	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7DUST|8DUR|9RCR|aMLV
449	23331 32356	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7DUST|8DUR|9RCR|aRMIN
450	23331 35653	8	   	244.43	DCR|3VULN|3TLV|2CDMG|1DUR	128TLV|26BPWR|36CDMG|456VULN|7FEWX|9RCR|aDUR
451	23331 36126	9	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7LEGI|8LWND|9DUR|aRCR
452	23331 36226	9	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|26BPWR|36CDMG|456VULN|7LEGI|8LHND|9DUR|aRCR
453	23541 13235	2	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DUR|457VULN|6FEWX|8RCR|9ERES|aDMG
454	23641 33235	3	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3FEWX|457VULN|6DUR|8RCR|9ERES|aDMG
455	23661 33235	4	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3FEWX|457VULN|6DUR|8RCR|9ERES|aDMG
456	25331 32346	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7DUST|8DUR|9BEXP|aRCR
457	25331 32351	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7DUST|8DUR|9RCR|aZMB
458	25331 32353	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7DUST|8DUR|9RCR|aFEWX
459	25331 32354	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7DUST|8DUR|9RCR|aMLV
460	25331 32356	6	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7DUST|8DUR|9RCR|aRMIN
461	25331 36126	9	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7LEGI|8LWND|9DUR|aRCR
462	25331 36226	9	   	244.43	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|36CDMG|456VULN|6BPWR|7LEGI|8LHND|9DUR|aRCR
463	26444 31246	8	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1TLV|2LIT|3MBVNT|456VULN|7SELL|8DUR|9DMG|aRCR
464	23331 36653	8	   	244.33	DCR|3VULN|3TLV|2CDMG|1DUR	128TLV|26BPWR|36CDMG|456VULN|7LEGI|9RCR|aDUR
465	32231 24551	3	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	1DMSP|28DMG|38LIT|4TLV|5TBNT|6DUR|78VULN|8BPWR|9RCR|aRPLT
466	32231 24552	3	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	1DMSP|28DMG|38LIT|4TLV|5TBNT|6DUR|78VULN|8BPWR|9RCR|aBELT
467	32233 34551	3	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	1DMSP|28DMG|38LIT|4TLV|5DUR|6TBNT|78VULN|8BPWR|9RCR|aRPLT
468	32233 34552	3	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	1DMSP|28DMG|38LIT|4TLV|5DUR|6TBNT|78VULN|8BPWR|9RCR|aBELT
469	12325 24124	2	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|24aDUR|347VULN|4BPWR|5RPLT|6RCR|8TLV|9RCVC
470	12325 54133	2	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|249DUR|347VULN|4BPWR|5RPLT|6LWND|8TLV|aRCR
471	13125 24124	3	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|247VULN|34aDUR|4BPWR|5RPLT|6RCR|8TLV|9RCVC
472	13165 31115	9	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|247VULN|346DUR|4BPWR|5LWND|8BEXP|9RCR|aTLV
473	13125 54133	3	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|247VULN|349DUR|4BPWR|5RPLT|6LWND|8TLV|aRCR
474	13165 53133	5	   	244.30	DCR|3VULN|3DUR|1TLV	1LHND|246VULN|349DUR|4BPWR|5LWND|7RPLT|8TLV|aRCR
475	13163 31424	10	   	244.30	DCR|2VULN|3DUR|2TLV	1LHND|24VULN|347DUR|4BPWR|5LIT|6ASPD|8RCR|9aTLV
476	13113 54216	5	   	244.20	DCR|3VULN|3DUR|1TLV	1LHND|26aVULN|379DUR|4RMIN|5TLV|8RCR
477	13164 31215	9	   	244.20	DCR|3VULN|3DUR|1TLV	1LHND|247VULN|346DUR|4BPWR|5BEXP|8LEGI|9RCR|aTLV
478	13166 31115	9	   	244.20	DCR|3VULN|3DUR|1TLV	1LHND|247VULN|346DUR|4BPWR|5DUST|8BEXP|9RCR|aTLV
479	13163 42235	10	   	244.17	DCR|2VULN|2DUR|1TLV|1DMG|1AART|1SELL	1LHND|24VULN|34DUR|4BPWR|5LIT|6SELL|7RCR|8TLV|9DMG|aAART
480	23331 44523	4	   	244.11	DCR|1VULN|2DMG|2TLV|2DUR|1CDMG	12TLV|2BPWR|3CDMG|4VULN|58DUR|6RCR|79DMG|aASPD
481	12325 24116	2	   	244.06	DCR|3VULN|3DUR|1TLV|1SELL	1LHND|24aDUR|347VULN|4BPWR|5RPLT|6RCR|8TLV|9SELL
482	13125 24116	3	   	244.06	DCR|3VULN|3DUR|1TLV|1SELL	1LHND|247VULN|34aDUR|4BPWR|5RPLT|6RCR|8TLV|9SELL
483	35173 42442	1	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|29DUR|3MBVNT|49DMG|5FEWX|6RCR|7ZMB|89VULN|9BPWR|aTLV
484	13161 23432	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LHND|24VULN|34DUR|4BPWR|5ERES|69DMG|7RCR|8FEWX|aTLV
485	13415 22431	2	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LHND|2aVULN|39DMG|4TLV|5RPLT|6RCR|78DUR
486	32611 31453	10	   	243.89	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1DMSP|29DMG|38FEWX|4SELL|59VULN|69DUR|7RCR|9BPWR|aTLV
487	23311 44522	5	 * 	243.88	DCR|1VULN|2DMG|2TLV|2CDMG|2ASPD|1DUR	12TLV|2aBPWR|3aCDMG|4LHND|5VULN|6RCR|7aDMG|8DUR|9aASPD
488	23331 44322	4	   	243.78	DCR|1VULN|2DMG|2TLV|2CDMG|2ASPD|1DUR	12TLV|2aBPWR|3aCDMG|4VULN|5DUR|6RCR|7aDMG|8DUST|9aASPD
489	23351 44322	3	   	243.78	DCR|1VULN|2DMG|2TLV|2CDMG|2ASPD|1DUR	12TLV|2aBPWR|3aCDMG|4VULN|5DUR|6RCR|7aDMG|8DUST|9aASPD
490	25331 44322	4	   	243.78	DCR|1VULN|2DMG|2TLV|2CDMG|2ASPD|1DUR	12TLV|3aCDMG|4VULN|5DUR|6RCR|7aDMG|8DUST|9aASPD|aBPWR
491	12322 14523	2	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|248DUR|34VULN|4BPWR|5CDMG|6ASPD|7DMG|9LIT|aRCR
492	12323 14523	2	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|248DUR|34VULN|4BPWR|5ASPD|6CDMG|7DMG|9LIT|aRCR
493	13122 14523	3	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|24VULN|348DUR|4BPWR|5CDMG|6ASPD|7DMG|9LIT|aRCR
494	13123 14523	3	   	243.73	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|24VULN|348DUR|4BPWR|5ASPD|6CDMG|7DMG|9LIT|aRCR
