0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44213 41233	9	 * 	273.17	DCR|3VULN|3DMG|2ASPD|1CDMG	1RPLT|249VULN|34ASPD|4BPWR|578DMG|6CDMG|aRCR
332	26213 24532	4	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2457VULN|3CGEN|6DMG|8TBNT|9DUST|aRCR
333	26223 21615	2	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|235aVULN|4CGEN|6DMG|7TBNT|8RCR|9BBNT
334	26223 24232	2	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4CGEN|6DMG|8BBNT|9DUST|aRCR
335	26223 24532	2	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4CGEN|6DMG|8TBNT|9DUST|aRCR
336	61253 24232	2	   	243.65	DCR|4VULN|1DMG|1TLV	1357VULN|2CGEN|4TLV|6DMG|8BBNT|9DUST|aRCR
337	52312 61234	6	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|4589VULN|6DUR|7FEWX|aRCR
338	52311 11234	5	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|4689VULN|5DUR|7FEWX|aRCR
339	52311 23424	5	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|489aVULN|5DUR|6LHND|7RCR
340	52313 11234	4	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|4689VULN|5DUR|7FEWX|aRCR
341	52313 13424	3	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|4LHND|5DUR|689aVULN|7RCR
342	52313 23424	4	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|489aVULN|5DUR|6LHND|7RCR
343	52322 14234	5	   	243.61	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2RPLT|3DMG|4FEWX|5689VULN|7DUR|aRCR
344	26243 24232	2	   	243.55	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4ERES|6DMG|8BBNT|9DUST|aRCR
345	55332 12146	3	   	243.52	DCR|3VULN|2DMG|2ASPD|1SELL	1SELL|2MBVNT|35ASPD|45DMG|5BPWR|69aVULN|7RCR|8RPLT
346	26113 53412	7	   	243.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1TLV|26VULN|3RCVC|4DUR|5CDMG|7ASPD|8RCR|9LIT|aDMG
347	31113 35112	9	   	243.33	DCR|3VULN|1DMG|2LIT|1CDMG|1AART	1RMIN|28ZMB|3DMG|4AART|568VULN|78LIT|8BPWR|9CDMG|aRCR
348	31113 35112	8	   	243.33	DCR|3VULN|1DMG|2LIT|1CDMG|1AART	1RMIN|28ZMB|3DMG|4AART|568VULN|78LIT|8BPWR|9CDMG|aRCR
349	26213 13412	4	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|245VULN|3CGEN|6CDMG|7FEWX|8RCR|9LIT|aDMG
350	26213 14412	4	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|245VULN|3CGEN|6CDMG|7LWND|8RCR|9LIT|aDMG
351	26213 62262	4	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|245VULN|3CGEN|6LIT|7RCR|8LHND|9CDMG|aDMG
352	26223 13412	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|235VULN|4CGEN|6CDMG|7FEWX|8RCR|9LIT|aDMG
353	26223 14412	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|235VULN|4CGEN|6CDMG|7LWND|8RCR|9LIT|aDMG
354	26223 62262	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1TLV|235VULN|4CGEN|6LIT|7RCR|8LHND|9CDMG|aDMG
355	61253 13412	2	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	135VULN|2CGEN|4TLV|6CDMG|7FEWX|8RCR|9LIT|aDMG
