0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35134 88422	2	 * 	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	1MBVNT|239VULN|39BPWR|4RPLT|5ASPD|69DMG|7RCR|89DUR|aTLV
315	31238 23187	3	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MBVNT|2LIT|3ASPD|4TLV|579VULN|6CDMG|8DMG|aRCR
316	35141 73134	10	   	254.07	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1MBVNT|267VULN|3CDMG|4DUR|5LIT|8ASPD|9DMG|aRCR
317	35141 73136	9	   	254.07	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1MBVNT|267VULN|3CDMG|4DUR|5LIT|8ASPD|9DMG|aRCR
318	35141 71612	8	   	253.90	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	1MBVNT|26aVULN|3CDMG|4aDUR|5aLIT|7RCR|8AART|9TBNT|aBPWR
319	35146 43641	4	   	253.66	DCR|3VULN|2DUR|2CDMG|1AART	1MBVNT|278VULN|37CDMG|47DUR|5TBNT|6RCR|7BPWR|9LIT|aAART
320	35284 43325	2	   	253.62	DCR|3VULN|2DMG|2CDMG|1ASPD	1MBVNT|29aVULN|3FEWX|49CDMG|5ASPD|6BEXP|79DMG|8RCR|9BPWR
321	35144 43281	7	   	253.60	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49DUR|5DMG|6CGEN|79TLV|8RCR|9BPWR|aASPD
322	35842 43281	7	   	253.60	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1MBVNT|29VULN|3DMG|49DUR|5CDMG|6CGEN|79TLV|8RCR|9BPWR|aASPD
323	42131 35324	6	   	253.58	DCR|3VULN|2DMG|2DUR	19FEWX|2RMIN|37DUR|49DMG|59aVULN|6RPLT|8RCR|9BPWR
324	42331 63324	6	   	253.58	DCR|3VULN|2DMG|2DUR	19FEWX|2RMIN|35aVULN|49DMG|6RPLT|79DUR|8RCR|9BPWR
325	42131 33325	5	   	253.58	DCR|3VULN|2DMG|2DUR	19FEWX|2RMIN|3aDUR|49DMG|569VULN|7RPLT|8RCR|9BPWR
326	35211 13281	4	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|29VULN|39DUR|4MLV|5SELL|6TLV|79DMG|8RCR|9BPWR|aASPD
327	35231 33281	3	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|29VULN|39DUR|4CGEN|5SELL|6TLV|79DMG|8RCR|9BPWR|aASPD
328	35271 13281	3	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|29VULN|39DUR|4MLV|5SELL|6TLV|79DMG|8RCR|9BPWR|aASPD
329	35823 42281	7	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|29VULN|39DMG|4SELL|5TLV|6CGEN|79DUR|8RCR|9BPWR|aASPD
330	36243 13281	4	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39VULN|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aASPD
331	36244 33281	4	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39VULN|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aASPD
332	36246 13281	5	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39VULN|49DUR|5TLV|6MLV|79DMG|8RCR|9BPWR|aASPD
333	36313 13281	3	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39DUR|49VULN|5MLV|6TLV|79DMG|8RCR|9BPWR|aASPD
334	36314 33281	3	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39DUR|49VULN|5CGEN|6TLV|79DMG|8RCR|9BPWR|aASPD
335	36383 13281	4	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39DUR|49VULN|5MLV|6TLV|79DMG|8RCR|9BPWR|aASPD
336	36384 33281	4	   	253.58	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39DUR|49VULN|5CGEN|6TLV|79DMG|8RCR|9BPWR|aASPD
337	23322 34451	8	   	253.55	DCR|3VULN|2DMG|1TLV|2LIT|1NUKE	18DUST|2TLV|378VULN|4NUKE|58LIT|6RCR|8BPWR|9aDMG
338	23332 36214	9	   	253.55	DCR|3VULN|2DMG|1TLV|2LIT	1DUST|2TLV|389VULN|4aDMG|57LIT|6RCR
339	35384 43325	3	   	253.52	DCR|3VULN|2DMG|2CDMG|1ASPD	1MBVNT|29aVULN|3DUST|49CDMG|5ASPD|6BEXP|79DMG|8RCR|9BPWR
340	35245 44714	6	   	253.51	DCR|3VULN|3DUR|1TLV	1MBVNT|278VULN|357DUR|4RMIN|6RCR|7BPWR|9LIT|aTLV
341	12423 45112	8	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1RCVC|2LHND|3679VULN|4DMG|5AART|8RCR|aTLV
342	35144 53281	7	   	253.50	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49DUR|5DMG|6ERES|79TLV|8RCR|9BPWR|aASPD
343	35324 47484	4	   	253.50	DCR|4VULN|2DMG	1MBVNT|258aVULN|3DUST|48BEXP|6RCR|78DMG|8BPWR|9LIT
344	32131 82238	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|27CGEN|39DUR|47DMG|567VULN|7BPWR|8MLV|aRCR
345	35631 82241	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|257VULN|3CGEN|47DMG|67DUR|7BPWR|8MLV|9ZMB|aRCR
346	32131 72228	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|27CGEN|36DUR|47DMG|579VULN|7BPWR|8MLV|aRCR
347	32421 72258	9	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|3RMIN|46DUR|589VULN|79DMG|9BPWR|aRCR
348	32441 82258	9	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|3RMIN|458VULN|69DUR|79DMG|9BPWR|aRCR
349	35113 38421	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|239VULN|39BPWR|4ZMB|59DMG|6RPLT|7RCR|89DUR|aBEXP
350	35113 38423	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|239VULN|39BPWR|4ZMB|59DMG|6RPLT|7RCR|89DUR|aLWND
351	35113 38424	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|239VULN|39BPWR|4ZMB|59DMG|6RPLT|7RCR|89DUR|aFEWX
352	35213 81238	4	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|29aVULN|39DUR|4MLV|5CGEN|69DMG|7RCR|8BELT|9BPWR
353	35213 81238	5	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|29aVULN|39DUR|4MLV|5CGEN|69DMG|7RCR|8BELT|9BPWR
354	35234 81238	3	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|29aVULN|39DUR|4CGEN|5MLV|69DMG|7RCR|8BELT|9BPWR
355	35281 14428	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|279VULN|38DUR|47DMG|5RMIN|67ZMB|7BPWR|aRCR
356	35462 24133	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LHND|7aDMG|9RCR|aBPWR
357	35462 64133	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LWND|7aDMG|9RCR|aBPWR
358	35732 24133	4	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LHND|7aDMG|9RCR|aBPWR
359	35732 64133	4	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LWND|7aDMG|9RCR|aBPWR
360	35735 24133	5	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LHND|7aDMG|9RCR|aBPWR
361	35735 24133	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LWND|7aDMG|9RCR|aBPWR
362	35738 44133	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5LHND|6CGEN|7aDMG|9RCR|aBPWR
363	35762 24133	3	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5CGEN|6LHND|7aDMG|9RCR|aBPWR
364	32331 82228	6	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|27CGEN|359VULN|47DMG|67DUR|7BPWR|8MLV|aRCR
365	35132 62433	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|23aVULN|3aBPWR|4RPLT|5aDMG|6LWND|7MLV|8aDUR|9RCR
366	35132 68433	2	   	253.48	DCR|3VULN|2DMG|2DUR	1MBVNT|23aVULN|3aBPWR|4RPLT|5aDMG|6LWND|7CGEN|8aDUR|9RCR
367	36246 33281	6	   	253.48	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1MBVNT|2SELL|39VULN|49DUR|5TLV|6ERES|79DMG|8RCR|9BPWR|aASPD
368	35244 83236	10	   	253.45	DCR|2VULN|3DUR|2DMG|1CDMG	1MBVNT|2aVULN|38aDUR|4RMIN|5LHND|6RCR|7CDMG|9aDMG|aBPWR
369	35144 13287	4	   	253.45	DCR|2VULN|3DUR|2DMG|1CDMG	1MBVNT|29VULN|3CDMG|49aDUR|5CGEN|6MLV|79DMG|8RCR|9BPWR
370	32131 72258	9	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1MBVNT|29CGEN|36DUR|49DMG|589VULN|7NUKE|9BPWR|aRCR
371	32331 82258	9	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1MBVNT|29CGEN|358VULN|49DMG|69DUR|7NUKE|9BPWR|aRCR
372	22131 33324	5	   	253.38	DCR|3VULN|2DMG|2DUR	19DUST|2RMIN|36DUR|49DMG|59aVULN|7RPLT|8RCR|9BPWR
373	22131 35324	6	   	253.38	DCR|3VULN|2DMG|2DUR	19DUST|2RMIN|37DUR|49DMG|59aVULN|6RPLT|8RCR|9BPWR
374	22131 63324	6	   	253.38	DCR|3VULN|2DMG|2DUR	19DUST|2RMIN|36DUR|49DMG|59aVULN|7RPLT|8RCR|9BPWR
375	22331 63324	6	   	253.38	DCR|3VULN|2DMG|2DUR	19DUST|2RMIN|35aVULN|49DMG|6RPLT|79DUR|8RCR|9BPWR
376	32121 72258	9	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1MBVNT|29CGEN|36DUR|4NUKE|589VULN|79DMG|9BPWR|aRCR
377	32321 82258	9	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1MBVNT|29CGEN|358VULN|4NUKE|69DUR|79DMG|9BPWR|aRCR
378	35113 38427	2	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|239VULN|39BPWR|4ZMB|59DMG|6RPLT|7RCR|89DUR|aBBNT
379	35113 38428	2	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|239VULN|39BPWR|4ZMB|59DMG|6RPLT|7RCR|89DUR|aDUST
380	35214 42278	5	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|29aVULN|39DUR|4MLV|5LHND|6RCR|7LEGI|89DMG|9BPWR
381	35215 24133	3	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3aDUR|4LWND|5RPLT|6ERES|7aDMG|9RCR|aBPWR
382	35225 24133	3	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3aDUR|4LHND|5RPLT|6ERES|7aDMG|9RCR|aBPWR
383	35463 24133	2	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5LWND|6ERES|7aDMG|9RCR|aBPWR
384	35468 24133	2	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5ERES|6LHND|7aDMG|9RCR|aBPWR
385	35733 24133	4	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5LWND|6ERES|7aDMG|9RCR|aBPWR
386	35734 24133	5	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5ERES|6LHND|7aDMG|9RCR|aBPWR
387	35734 24133	6	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5ERES|6LWND|7aDMG|9RCR|aBPWR
388	35734 64133	5	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5ERES|6LWND|7aDMG|9RCR|aBPWR
389	35738 24133	4	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5ERES|6LHND|7aDMG|9RCR|aBPWR
390	35738 24133	5	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5LHND|6ERES|7aDMG|9RCR|aBPWR
391	35763 24133	3	   	253.38	DCR|3VULN|2DMG|2DUR	1MBVNT|28aVULN|3RPLT|4aDUR|5LWND|6ERES|7aDMG|9RCR|aBPWR
392	23242 34411	10	   	253.36	DCR|4VULN|2TLV|2LIT|1ASPD	18DUST|28TLV|3ASPD|479aVULN|58LIT|6RCR|8BPWR
393	23352 34411	10	   	253.36	DCR|4VULN|2TLV|2LIT|1ASPD	18DUST|28TLV|379aVULN|4ASPD|58LIT|6RCR|8BPWR
394	35446 11153	8	   	253.33	DCR|4VULN|2DUR|2LIT	1MBVNT|2469VULN|3BELT|59DUR|7RCR|89LIT|9BPWR|aLHND
395	33845 13252	9	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	1MBVNT|2aBEXP|3DMG|4aDUR|58AART|69aVULN|7RCR|aBPWR
396	35843 13172	6	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	1MBVNT|26aVULN|3DMG|4aDUR|59AART|7aBEXP|8RCR|aBPWR
397	35843 33252	9	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	1MBVNT|29aVULN|3DMG|4aDUR|58AART|6aBEXP|7RCR|aBPWR
398	35831 41512	8	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1MBVNT|2589VULN|3DMG|4ERES|6AART|7RCR|aTLV
399	35831 41712	7	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1MBVNT|2589VULN|3DMG|4ERES|6AART|7RCR|aTLV
400	35117 38422	2	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	1MBVNT|239VULN|39BPWR|4ZMB|59ASPD|6RPLT|7RCR|89DUR|aTLV
401	35145 62241	2	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	1MBVNT|237VULN|37BPWR|4TLV|57DUR|67ASPD|8MLV|9ZMB|aRCR
402	31131 83126	1	   	253.28	DCR|3VULN|2DMG|2DUR	1MBVNT|2TBNT|3aDUR|4BBNT|5DMSP|6RCR|7aDMG|89aVULN|aBPWR
403	31131 86316	1	   	253.28	DCR|3VULN|2DMG|2DUR	1MBVNT|2TBNT|3aDUR|4BBNT|5DMSP|6RCR|78aVULN|9aDMG|aBPWR
404	31134 83126	1	   	253.28	DCR|3VULN|2DMG|2DUR	1MBVNT|2TBNT|3aDUR|4BBNT|5RCVC|6RCR|7aDMG|89aVULN|aBPWR
405	31134 86316	1	   	253.28	DCR|3VULN|2DMG|2DUR	1MBVNT|2TBNT|3aDUR|4BBNT|5RCVC|6RCR|78aVULN|9aDMG|aBPWR
406	31481 72164	1	 * 	253.28	DCR|3VULN|2DMG|3ASPD	1MBVNT|2TBNT|378ASPD|468VULN|58DMG|8BPWR|9RPLT|aRCR
407	35247 43173	3	   	253.28	DCR|3VULN|2DMG|2DUR	1MBVNT|24aVULN|3aDUR|5DUST|6RCR|7RPLT|8ERES|9aDMG|aBPWR
408	35144 22671	8	   	253.25	DCR|2VULN|3DUR|2DMG|1CDMG	1MBVNT|28VULN|3CDMG|47aDUR|56DMG|9RCR
409	35631 82423	6	   	253.24	DCR|3VULN|2DMG|2DUR|1SELL	1MBVNT|257VULN|3CGEN|47DMG|67DUR|7BPWR|8FEWX|9SELL|aRCR
410	36243 83325	5	   	253.24	DCR|3VULN|2DMG|2DUR|1SELL	1MBVNT|2SELL|39aVULN|49DUR|5BEXP|6ZMB|79DMG|8RCR|9BPWR
411	35446 11151	8	   	253.23	DCR|4VULN|2DUR|2LIT	1MBVNT|2469VULN|3BELT|59DUR|7RCR|89LIT|9BPWR|aTBNT
412	35446 11152	8	   	253.23	DCR|4VULN|2DUR|2LIT	1MBVNT|2469VULN|3BELT|59DUR|7RCR|89LIT|9BPWR|aLEGI
413	31271 68214	10	 * 	253.22	DCR|4VULN|2CDMG|2LIT|1ASPD|1SELL	1MBVNT|2aLIT|3ASPD|4aCDMG|5SELL|6RCR|789aVULN|aBPWR
414	23242 34611	10	   	253.21	DCR|4VULN|2ASPD|1TLV	1DUST|2TLV|38ASPD|479aVULN|5LIT|6RCR
415	23352 34611	10	   	253.21	DCR|4VULN|2ASPD|1TLV	1DUST|2TLV|379aVULN|48ASPD|5LIT|6RCR
416	35321 73325	2	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	1MBVNT|29aVULN|3ZMB|4LEGI|5SELL|69DUR|79DMG|8RCR|9BPWR
417	35341 83325	4	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	1MBVNT|29aVULN|3DUST|4RMIN|5SELL|69DUR|79DMG|8RCR|9BPWR
418	35843 14172	6	   	253.13	DCR|3VULN|2DUR|1DMG|2AART	1MBVNT|26aVULN|3DMG|4aDUR|59AART|7aDUST|8RCR|aBPWR
419	35843 23252	9	   	253.13	DCR|3VULN|2DUR|1DMG|2AART	1MBVNT|29aVULN|3DMG|4aDUR|58AART|6aDUST|7RCR|aBPWR
420	35841 31282	8	   	253.09	DCR|2VULN|3DUR|2ASPD|1DMG|1AART	1MBVNT|2aVULN|3DMG|48aDUR|5RMIN|6RCR|7AART|9aASPD|aBPWR
421	35446 11173	9	   	253.08	DCR|4VULN|2DUR|2LIT|1SELL	1MBVNT|246aVULN|3BELT|5aDUR|7RCR|8aLIT|9SELL|aBPWR
422	35145 62423	2	   	253.05	DCR|3VULN|2DUR|2ASPD|1TLV|1SELL	1MBVNT|237VULN|37BPWR|4TLV|57DUR|67ASPD|8FEWX|9SELL|aRCR
423	36244 21671	8	   	253.04	DCR|3VULN|2DMG|2DUR|1SELL	1MBVNT|2SELL|378VULN|4aDUR|56DMG|9RCR
424	35286 43243	3	   	252.94	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|279VULN|37DUR|479CDMG|5TBNT|6RCR|79BPWR|89ZMB|aASPD
425	36242 23216	10	   	252.89	DCR|3VULN|2DMG|2DUR|2SELL	1MBVNT|26SELL|357VULN|45DUR|5BPWR|8RCR|9aDMG
426	36382 23216	10	   	252.89	DCR|3VULN|2DMG|2DUR|2SELL	1MBVNT|26SELL|35DUR|457VULN|5BPWR|8RCR|9aDMG
427	34114 83322	3	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29LWND|3CDMG|49VULN|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
428	34184 83322	4	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29LWND|3CDMG|49VULN|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
429	35114 73322	4	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49LHND|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
430	35124 73322	4	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49FEWX|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
431	35124 73322	3	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49FEWX|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
432	35134 73322	3	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49LHND|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
433	35184 83322	3	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49LWND|5ASPD|6DUR|79DMG|8RCR|9BPWR|aTLV
434	31714 42444	1	   	252.84	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|2TBNT|359CDMG|459VULN|59BPWR|6FEWX|7ASPD|89DUR|aRCR
435	35114 42444	3	   	252.84	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|259VULN|359CDMG|4BBNT|59BPWR|6FEWX|7ASPD|89DUR|aRCR
436	35164 42444	3	   	252.84	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|259VULN|359CDMG|4TBNT|59BPWR|6FEWX|7ASPD|89DUR|aRCR
437	31714 32444	1	   	252.74	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|2TBNT|359CDMG|459VULN|59BPWR|6DUST|7ASPD|89DUR|aRCR
438	35114 32444	3	   	252.74	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|259VULN|359CDMG|4BBNT|59BPWR|6DUST|7ASPD|89DUR|aRCR
439	35164 32444	3	   	252.74	DCR|3VULN|2DUR|3CDMG|1ASPD	1MBVNT|259VULN|359CDMG|4TBNT|59BPWR|6DUST|7ASPD|89DUR|aRCR
440	35141 71622	8	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1MBVNT|269VULN|3CDMG|4DUR|5LIT|7RCR|8AART|aDMG
441	35144 12271	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|4DUR|5aDMG|6TLV|7ASPD|8RCR
442	35144 13171	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4DUR|5aDMG|6TLV|8ASPD|9RCR
443	35146 22271	6	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|4DUR|5TLV|6aDMG|7ASPD|8RCR
444	35146 23171	7	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4DUR|5TLV|6aDMG|8ASPD|9RCR
445	35146 23171	6	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4DUR|5TLV|6aDMG|8ASPD|9RCR
446	35146 23471	8	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4DUR|5TLV|6aDMG|8ASPD|9RCR
447	35281 12271	4	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3DUR|4aDMG|5CDMG|6TLV|7ASPD|8RCR
448	35281 13171	4	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3DUR|4aDMG|5CDMG|6TLV|8ASPD|9RCR
449	35282 12271	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3DUR|4aDMG|5CDMG|6TLV|7ASPD|8RCR
450	35282 13171	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3DUR|4aDMG|5CDMG|6TLV|8ASPD|9RCR
451	35841 12271	4	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3aDMG|4DUR|5CDMG|6TLV|7ASPD|8RCR
452	35841 13171	4	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3aDMG|4DUR|5CDMG|6TLV|8ASPD|9RCR
453	35842 12271	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3aDMG|4DUR|5CDMG|6TLV|7ASPD|8RCR
454	35842 13171	5	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|27VULN|3aDMG|4DUR|5CDMG|6TLV|8ASPD|9RCR
455	35842 74441	3	   	252.69	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MBVNT|26VULN|3aDMG|4ASPD|5TLV|7CDMG|8RCR|9DUR
456	35282 12325	7	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|29aVULN|3DUR|49DMG|5CDMG|6FEWX|79ZMB|8RCR|9BPWR
457	35282 18433	9	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|279VULN|3DUR|49DMG|5CDMG|6FEWX|89MLV|9BPWR|aRCR
458	43652 32211	2	   	252.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	18FEWX|2TLV|3AART|48DUR|5LEGI|68DMG|7RCR|8BPWR|9aVULN
459	23331 25516	5	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	17DUST|2TLV|357VULN|47DMG|6RMIN|7BPWR|8CDMG|9LWND|aRCR
460	32331 53184	3	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|2CGEN|36aVULN|4BBNT|56DMG|6BPWR|7RCR|8CDMG|9DUR
461	32531 53184	2	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|2CGEN|36aVULN|4BBNT|56DMG|6BPWR|7RCR|8CDMG|9DUR
462	35144 21672	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|278VULN|3CDMG|4DUR|56DMG|9RCR|aLWND
463	35144 21673	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|278VULN|3CDMG|4DUR|56DMG|9RCR|aMLV
464	34184 21631	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|2LWND|3CDMG|478VULN|56DMG|9RCR|aDUR
465	34184 21633	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1MBVNT|2LWND|3CDMG|478VULN|56DMG|9RCR|aTLV
466	35114 21671	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|278VULN|3CDMG|4LHND|56DMG|9RCR|aDUR
467	35114 21673	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1MBVNT|278VULN|3CDMG|4LHND|56DMG|9RCR|aTLV
468	35812 21631	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1MBVNT|278VULN|36DMG|4LWND|5CDMG|9RCR|aDUR
469	35812 21633	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1MBVNT|278VULN|36DMG|4LWND|5CDMG|9RCR|aTLV
