0	Index      	 *	Score 	Summary	Detail	
1	52115 31352	 * 	204.26	DCR|2VULN|2DMG|2ASPD|1ZMB	1FEWX|29DMG|3CGEN|4LHND|59VULN|6AELBLL|7RCR|89ASPD|9BPWR|aZMB
315	64323 21432	   	177.94	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|3ERES|4ZMB|5BELT|6AART|7TLV|8RCR|9aVULN
316	66132 13114	   	177.91	DCR|3VULN|1AART|1ZMB	1RCVC|2ERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9AART|aLIT
317	66132 13115	   	177.91	DCR|3VULN|1AART|1ZMB	1RCVC|2ERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9AART|aLWND
318	52325 22323	 * 	177.87	DCR|2VULN|2CDMG|1DMG|1ZMB	1FEWX|2DMG|3AELBLL|49CDMG|58VULN|6RCR|7CGEN|aZMB
319	63263 42321	   	177.86	DCR|2VULN|2DMG|1CDMG	1RCVC|24BEXP|3LIT|5aVULN|69DMG|7CDMG|8RCR
320	64123 23433	   	177.82	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RCVC|2DMG|3MLV|4ZMB|5BELT|6AART|7RMIN|8RCR|9VULN|aASPD
321	66121 13116	   	177.81	DCR|3VULN|1AART|1ZMB	1RCVC|2ERES|3MLV|4DMSP|58aVULN|6ZMB|7RCR|9AART
322	66132 13111	   	177.81	DCR|3VULN|1AART|1ZMB	1RCVC|2aERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9AART
323	52323 44323	   	177.80	DCR|2VULN|2DMG|1CDMG|1MSE	19FEWX|25DMG|39AELBLL|4CDMG|6RCR|7BEXP|89VULN|9BPWR|aMSE
324	62561 31213	 * 	177.79	DCR|2ASPD|1AART|1VULN|1CDMG	1RCVC|2RMIN|3MBVNT|49ASPD|5AART|6LIT|7VULN|8RCR|aCDMG
325	33325 31435	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AME|2AAC|3CGEN|4CDMG|56VULN|7LHND|8AART|9RCR|aASPD
326	62323 42321	 * 	177.76	DCR|2VULN|2DMG|1CDMG|1AAC	1RCVC|2RMIN|3LIT|4AAC|5aVULN|69DMG|7CDMG|8RCR
327	62353 42321	 * 	177.76	DCR|2VULN|2DMG|1NUKE|1CDMG	1RCVC|2RMIN|3LIT|49DMG|5aVULN|6NUKE|7CDMG|8RCR
328	12415 31343	   	177.74	DCR|3VULN|1CDMG|2ZMB|1DUR	1MLV|2aZMB|3DUR|4LHND|56aVULN|7RCR|8CDMG|9aERES|aBPWR
329	12635 31343	   	177.74	DCR|3VULN|1CDMG|2ZMB|1DUR	1MLV|2aZMB|3FEWX|4DUR|56aVULN|7RCR|8CDMG|9aERES|aBPWR
330	64323 22433	   	177.72	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RCVC|2DMG|3ERES|4ZMB|5BELT|6AART|7RMIN|8RCR|9VULN|aASPD
331	31325 31435	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AME|2ERES|3AAC|4CDMG|56VULN|7LHND|8AART|9RCR|aASPD
332	52632 36121	   	177.67	DCR|2DMG|1AART|1ASPD|1ZMB|1DUR	1FEWX|28DMG|3ASPD|4AART|5DUST|6CGEN|7RCR|9ZMB|aDUR
333	61561 44423	 * 	177.62	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1RCVC|2NUKE|3MBVNT|4ASPD|5AART|6AME|7VULN|8RCR|9ZMB|aDMG
334	61563 24423	   	177.62	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB	1RCVC|2NUKE|3MBVNT|4ASPD|5CGEN|6AART|7VULN|8RCR|9ZMB|aDMG
335	64323 21433	   	177.62	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1RCVC|2DMG|3ERES|4ZMB|5BELT|6AART|7TLV|8RCR|9VULN|aASPD
336	64131 13413	   	177.61	DCR|2DMG|2ASPD|1AART	1RCVC|2aDMG|3aMLV|4FEWX|5AART|6LEGI|7RCR|8LIT|9aASPD|aBPWR
337	66121 32325	   	177.58	DCR|2VULN|2DMG|1ASPD	1RCVC|29ERES|3MLV|4DMSP|59VULN|6DUST|7ASPD|89DMG|9BPWR|aRCR
338	66133 12326	   	177.58	DCR|2VULN|2DMG|1ASPD	1RCVC|269ERES|3MLV|49VULN|5LWND|7ASPD|89DMG|9BPWR|aRCR
339	35115 23621	   	177.53	DCR|3DMG|2VULN|1AAC	129AME|29BPWR|3MLV|479DMG|5AAC|6RCR|89VULN|aRCVC
340	61561 24423	   	177.52	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1RCVC|2NUKE|3MBVNT|4ASPD|5AART|6TLV|7VULN|8RCR|9ZMB|aDMG
341	61571 34423	   	177.52	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1RCVC|2NUKE|3MBVNT|4TLV|5AART|6ASPD|7VULN|8RCR|9ZMB|aDMG
342	55133 17133	 * 	177.48	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2LIT|3MBVNT|46AART|5LHND|7RCR|8ASPD|9CDMG|aVULN
343	55133 17433	   	177.48	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2LIT|3MBVNT|46AART|5LHND|7RCR|8DMG|9CDMG|aVULN
344	52322 24421	 * 	177.48	DCR|2DMG|1AART|1ASPD|1CDMG|1AAC	18FEWX|28DMG|3AELBLL|4CDMG|58LWND|6RCR|7AAC|8BPWR|9AART|aASPD
345	66331 32326	   	177.48	DCR|2VULN|2DMG|1ASPD	1RCVC|239ERES|4CGEN|59VULN|6DUST|7ASPD|89DMG|9BPWR|aRCR
346	62323 42325	 * 	177.44	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1RCVC|2RMIN|3LIT|4AAC|5VULN|69DMG|7CDMG|8RCR|aASPD
347	12533 33124	   	177.44	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|36RCVC|48VULN|5CGEN|7RCR|9CDMG|aAART
348	32533 33124	   	177.44	DCR|2VULN|1AART|1CDMG|1ZMB	1AME|2ZMB|36RCVC|48VULN|5CGEN|7RCR|9CDMG|aAART
349	15215 23621	   	177.43	DCR|3DMG|2VULN|1AAC	129MLV|29BPWR|3TLV|479DMG|5AAC|6RCR|89VULN|aRCVC
350	52612 61121	   	177.41	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4LHND|5BEXP|6RCVC|7RCR|8CDMG|9AART
351	55131 17133	   	177.38	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2LIT|3MBVNT|46AART|5LEGI|7RCR|8ASPD|9CDMG|aVULN
352	55131 17433	   	177.38	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2LIT|3MBVNT|46AART|5LEGI|7RCR|8DMG|9CDMG|aVULN
353	52323 44332	   	177.38	DCR|2DMG|1VULN|1ASPD|1CDMG	1FEWX|25DMG|3AELBLL|4CDMG|6RCR|7BEXP|8VULN|9LIT|aASPD
354	52613 61121	   	177.31	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4LHND|5DUST|6RCVC|7RCR|8CDMG|9AART
355	12513 23432	   	177.28	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3RCVC|4DMG|5BELT|6AART|7RMIN|8RCR|9aVULN
356	32513 23432	   	177.28	DCR|2VULN|1AART|1DMG|1ZMB	1AME|2ZMB|3RCVC|4DMG|5BELT|6AART|7RMIN|8RCR|9aVULN
357	52323 43121	   	177.28	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|25DMG|3AELBLL|4CDMG|6RCR|7ERES|8BEXP|9AART|aASPD
358	35115 23623	   	177.10	DCR|3DMG|2VULN|1AAC|1MSE	129AME|29BPWR|3MLV|479DMG|5AAC|6RCR|89VULN|aMSE
359	12533 13116	   	177.05	DCR|3VULN|1AART|1ZMB	1MLV|2ZMB|3RCVC|48aVULN|56CGEN|7RCR|9AART
360	32533 13116	   	177.05	DCR|3VULN|1AART|1ZMB	1AME|2ZMB|3RCVC|48aVULN|56CGEN|7RCR|9AART
361	12532 61321	   	177.02	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2ZMB|36RCVC|4VULN|5MDPS|7RCR|8CDMG|9AART|aASPD
362	32532 61321	   	177.02	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB	1AME|2ZMB|36RCVC|4VULN|5MDPS|7RCR|8CDMG|9AART|aASPD
363	15215 23623	   	177.00	DCR|3DMG|2VULN|1AAC|1MSE	129MLV|29BPWR|3TLV|479DMG|5AAC|6RCR|89VULN|aMSE
364	12513 23433	   	176.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1MLV|2ZMB|3RCVC|4DMG|5BELT|6AART|7RMIN|8RCR|9VULN|aASPD
365	32513 23433	   	176.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AME|2ZMB|3RCVC|4DMG|5BELT|6AART|7RMIN|8RCR|9VULN|aASPD
366	52325 22324	 * 	176.90	DCR|2VULN|1MDPS|2CDMG|1DMG	1FEWX|2DMG|3AELBLL|49CDMG|58VULN|6RCR|7CGEN|aMDPS
367	52614 33123	 * 	176.73	ACR|2ASPD|1VULN|1AART|2CDMG|1DMG	1aFEWX|2DMG|3aASPD|4LHND|5RCR|6VULN|7RCVC|8aCDMG|9AART|aBPWR
368	12415 31331	   	176.65	DCR|2VULN|1NUKE|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9NUKE|aLIT
369	12415 31332	 * 	176.65	DCR|2VULN|1NUKE|1CDMG|2DUR|1ZMB	1MLV|2ZMB|3aDUR|4LHND|56VULN|7RCR|8CDMG|9NUKE
370	12415 31333	   	176.65	DCR|2VULN|1NUKE|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9NUKE|aMSLREG
371	12415 31334	   	176.65	DCR|2VULN|1NUKE|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9NUKE|aCGEN
372	12415 31335	   	176.65	DCR|2VULN|1NUKE|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9NUKE|aDUST
373	12415 31336	   	176.65	DCR|2VULN|1NUKE|1CDMG|1ZMB|1DUR|1SELL	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9NUKE|aSELL
374	52612 32212	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DMG|3ASPD|4LHND|5BEXP|6VULN|7RCR|8ZMB|9CDMG|aDUR
375	66132 13352	   	176.42	DCR|2VULN|1ASPD|1DMG|1ZMB	1RCVC|2ERES|35MLV|45VULN|5BPWR|6ZMB|7RCR|8ASPD|9DMG|aBEXP
376	66132 13353	   	176.42	DCR|2VULN|1ASPD|1DMG|1ZMB	1RCVC|2ERES|35MLV|45VULN|5BPWR|6ZMB|7RCR|8ASPD|9DMG|aLHND
377	52613 32212	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DMG|3ASPD|4LHND|5DUST|6VULN|7RCR|8ZMB|9CDMG|aDUR
378	66132 13351	   	176.32	DCR|2VULN|1ASPD|1DMG|1ZMB|1MSE	1RCVC|2ERES|35MLV|45VULN|5BPWR|6ZMB|7RCR|8ASPD|9DMG|aMSE
379	66331 23325	   	176.29	DCR|2VULN|2ASPD|1CDMG|1AAC	1RCVC|239ERES|4CGEN|59VULN|6AAC|7RCR|89ASPD|9BPWR|aCDMG
380	35121 23324	 * 	176.24	DCR|2VULN|2ASPD|1DMG|1AAC	129AME|29BPWR|3MLV|4DMSP|59VULN|6AAC|7RCR|89ASPD|aDMG
381	35121 23325	 * 	176.24	DCR|2VULN|2ASPD|1NUKE|1AAC	129AME|29BPWR|3MLV|4DMSP|59VULN|6AAC|7RCR|89ASPD|aNUKE
382	66121 13124	   	176.22	DCR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2ERES|3MLV|4DMSP|58VULN|6ZMB|7RCR|9CDMG|aAART
383	62225 23162	   	176.20	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2RMIN|3BEXP|4CDMG|58VULN|6RCR|7DUST|9DUR|aAART
384	11121 23324	   	176.14	DCR|2VULN|2ASPD|1DMG|1AAC	139MLV|23ERES|39BPWR|4DMSP|59VULN|6AAC|7RCR|89ASPD|aDMG
385	11121 23325	   	176.14	DCR|2VULN|2ASPD|1NUKE|1AAC	139MLV|23ERES|39BPWR|4DMSP|59VULN|6AAC|7RCR|89ASPD|aNUKE
386	31121 23324	   	176.14	DCR|2VULN|2ASPD|1DMG|1AAC	139AME|23ERES|39BPWR|4DMSP|59VULN|6AAC|7RCR|89ASPD|aDMG
387	31121 23325	   	176.14	DCR|2VULN|2ASPD|1NUKE|1AAC	139AME|23ERES|39BPWR|4DMSP|59VULN|6AAC|7RCR|89ASPD|aNUKE
388	35321 23324	   	176.14	DCR|2VULN|2ASPD|1DMG|1AAC	129AME|29BPWR|3ERES|4DMSP|59VULN|6AAC|7RCR|89ASPD|aDMG
389	35321 23325	   	176.14	DCR|2VULN|2ASPD|1NUKE|1AAC	129AME|29BPWR|3ERES|4DMSP|59VULN|6AAC|7RCR|89ASPD|aNUKE
390	66331 13124	   	176.12	DCR|2VULN|1AART|1CDMG|1ZMB	1RCVC|23ERES|4CGEN|58VULN|6ZMB|7RCR|9CDMG|aAART
391	61225 23162	   	176.10	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1RCVC|2NUKE|3BEXP|4CDMG|58VULN|6RCR|7DUST|9DUR|aAART
392	35336 23324	   	176.04	DCR|2VULN|2ASPD|1DMG|1AAC	129AME|29BPWR|35ERES|49VULN|6AAC|7RCR|89ASPD|aDMG
393	35336 23325	   	176.04	DCR|2VULN|2ASPD|1NUKE|1AAC	129AME|29BPWR|35ERES|49VULN|6AAC|7RCR|89ASPD|aNUKE
394	52435 31333	   	176.04	DCR|2VULN|2ASPD|1DMG	1FEWX|2DMG|3LHND|4TLV|56VULN|7RCR|8aASPD|9CGEN
395	62131 65211	   	176.00	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2RMIN|3AME|4VULN|5AART|6CGEN|7RCR|8ZMB|9CDMG|aASPD
396	64225 22121	   	175.98	DCR|1VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2DMG|3LWND|4CDMG|5VULN|6RCR|7CGEN|8LHND|9DUR|aAART
397	12615 31251	   	175.97	DCR|2VULN|1AART|1ASPD|1ZMB	1MLV|2ZMB|3FEWX|4LHND|56VULN|7RCR|8AART|9ASPD|aRPLT
398	12615 31252	   	175.97	DCR|2VULN|1AART|1ASPD|1ZMB	1MLV|2ZMB|3FEWX|4LHND|56VULN|7RCR|8AART|9ASPD|aAME
399	15111 31553	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	123MLV|2BPWR|4aVULN|5DUR|6RCR|7DMG|8RMIN|9AART
400	15111 32212	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	123MLV|2BPWR|4aVULN|5DUR|6RCR|7AART|8ASPD|9RPLT
401	15111 32412	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	123MLV|2BPWR|4aVULN|5DUR|6RCR|7AART|8DMG|9RPLT
402	15111 32633	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	123MLV|2BPWR|48VULN|5DUR|6RCR|7AART|9AELBLL|aASPD
403	16314 32212	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1MLV|2LWND|3LHND|4DUR|5aVULN|6RCR|7AART|8ASPD|9RPLT
404	16314 32363	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1MLV|2LWND|38LHND|4DUR|59VULN|6RCR|7AART|aASPD
405	16314 32412	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2LWND|3LHND|4DUR|5aVULN|6RCR|7AART|8DMG|9RPLT
406	16314 32633	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1MLV|2LWND|3LHND|4DUR|58VULN|6RCR|7AART|9AELBLL|aASPD
407	36314 32212	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1AME|2LWND|3LHND|4DUR|5aVULN|6RCR|7AART|8ASPD|9RPLT
408	36314 32363	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	1AME|2LWND|38LHND|4DUR|59VULN|6RCR|7AART|aDMG
409	36314 32412	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	1AME|2LWND|3LHND|4DUR|5aVULN|6RCR|7AART|8DMG|9RPLT
410	36314 32633	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	1AME|2LWND|3LHND|4DUR|58VULN|6RCR|7AART|9AELBLL|aDMG
411	35132 23125	   	175.94	DCR|3VULN|1DMG|1CDMG|1AAC	12AME|25BPWR|35MLV|458VULN|6AAC|7RCR|9CDMG|aDMG
412	61131 65211	   	175.90	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1ZMB	1RCVC|2NUKE|3AME|4VULN|5AART|6CGEN|7RCR|8ZMB|9CDMG|aASPD
413	62131 55212	   	175.90	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1RCVC|2RMIN|3AME|4VULN|5AART|6DMG|7RCR|8ZMB|9CDMG|aMSE
414	62131 55213	   	175.90	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2RMIN|3AME|4VULN|5AART|6DMG|7RCR|8ZMB|9CDMG|aTLV
415	16211 13273	   	175.88	DCR|2VULN|1AART|1ASPD|1DUR	1MLV|2LWND|3MBVNT|4AART|59VULN|6RCVC|7RCR|8DUR|aASPD
416	36211 13273	   	175.88	DCR|2VULN|1AART|1DMG|1DUR	1AME|2LWND|3MBVNT|4AART|59VULN|6RCVC|7RCR|8DUR|aDMG
417	12615 31213	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1MLV|2ZMB|3FEWX|4LHND|56VULN|7RCR|8AART|9TLV|aASPD
418	12615 31233	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1MLV|2ZMB|3FEWX|4LHND|56VULN|7RCR|8AART|9ERES|aASPD
419	53414 31213	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1FEWX|2LWND|35VULN|4ZMB|6CGEN|7RCR|8AART|9TLV|aASPD
420	53414 31233	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1FEWX|2LWND|35VULN|4ZMB|6CGEN|7RCR|8AART|9ERES|aASPD
421	16211 63213	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1MLV|2LWND|3MBVNT|4AART|5aVULN|6FEWX|7RCR|8ASPD|9ZMB
422	16211 63513	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2LWND|3MBVNT|4AART|5aVULN|6FEWX|7RCR|8DMG|9ZMB
423	16211 63724	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2LWND|3MBVNT|4AART|58VULN|6FEWX|7RCR|9DMG|aZMB
424	36211 63213	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1AME|2LWND|3MBVNT|4AART|5aVULN|6FEWX|7RCR|8ASPD|9ZMB
425	36211 63513	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1AME|2LWND|3MBVNT|4AART|5aVULN|6FEWX|7RCR|8DMG|9ZMB
426	36211 63724	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1AME|2LWND|3MBVNT|4AART|58VULN|6FEWX|7RCR|9DMG|aZMB
427	52325 15323	   	175.87	DCR|2VULN|2CDMG|1DMG|1ZMB	1FEWX|2DMG|3AELBLL|49CDMG|58VULN|6AME|7RCR|aZMB
428	52325 35323	   	175.87	DCR|2VULN|2CDMG|1DMG|1ZMB	1FEWX|2DMG|3AELBLL|49CDMG|58VULN|6CGEN|7RCR|aZMB
429	64233 51222	   	175.85	DCR|2VULN|2DMG|1ZMB	1RCVC|29DMG|35LWND|4LEGI|6RCR|79DUST|89VULN|9BPWR|aZMB
430	15111 32142	   	175.84	DCR|2VULN|1AART|1NUKE|1DUR	123MLV|2BPWR|49VULN|5DUR|6RCR|7AART|8MSLFST|aNUKE
431	66132 23113	   	175.78	DCR|3VULN|1AART|1AAC|1DUR	1RCVC|2ERES|35MLV|458VULN|5BPWR|6AAC|7RCR|9AART|aDUR
432	64225 23321	   	175.78	DCR|1VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2DMG|3LWND|4CDMG|5VULN|6RCR|7DUST|8TLV|9DUR|aAART
433	35332 23125	   	175.74	DCR|3VULN|1DMG|1CDMG|1AAC	12AME|25BPWR|35ERES|458VULN|6AAC|7RCR|9CDMG|aDMG
434	35132 13356	   	175.69	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB	12AME|25BPWR|35MLV|45VULN|6ZMB|7RCR|8ASPD|9DMG|aAAC
435	32615 21253	   	175.65	DCR|1VULN|1AART|1ASPD|1NUKE|1ZMB	16AME|2ZMB|3FEWX|4LHND|5VULN|7RCR|8AART|9ASPD|aNUKE
436	15111 32441	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	123MLV|2BPWR|4VULN|5DUR|6RCR|7AART|8DMG|9BELT|aASPD
437	36314 32263	   	175.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1AME|2LWND|3LHND|4DUR|5VULN|6RCR|7AART|8ASPD|9FEWX|aDMG
438	55133 14115	   	175.61	DCR|2VULN|2AART|1ASPD	1FEWX|2LIT|3MBVNT|46AART|5LHND|79VULN|8ASPD|aRCR
439	55133 14415	   	175.61	DCR|2VULN|2AART|1DMG	1FEWX|2LIT|3MBVNT|46AART|5LHND|79VULN|8DMG|aRCR
440	36211 13228	   	175.56	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1AME|2LWND|3MBVNT|4AART|5VULN|6RCVC|7RCR|8DUR|9DMG|aASPD
441	11132 51634	   	175.56	DCR|3VULN|1AART|1CDMG	13MLV|235ERES|35BPWR|456VULN|7CDMG|8LWND|9RCR|aAART
442	31132 51634	   	175.56	DCR|3VULN|1AART|1CDMG	13AME|235ERES|35BPWR|456VULN|7CDMG|8LWND|9RCR|aAART
443	16215 23163	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1MLV|2LWND|3MBVNT|4AART|5DMG|6CGEN|7RCR|8ASPD|9VULN|aZMB
444	36215 23163	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1AME|2LWND|3MBVNT|4AART|5DMG|6CGEN|7RCR|8ASPD|9VULN|aZMB
445	52613 32231	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2DMG|3ASPD|4LHND|5DUST|6VULN|7RCR|8ZMB|9BEXP|aAART
446	35332 13356	   	175.49	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB	12AME|25BPWR|35ERES|45VULN|6ZMB|7RCR|8ASPD|9DMG|aAAC
447	12533 13124	   	175.47	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|48VULN|56CGEN|7RCR|9CDMG|aAART
448	32533 13124	   	175.47	DCR|2VULN|1AART|1CDMG|1ZMB	1AME|2ZMB|3RCVC|48VULN|56CGEN|7RCR|9CDMG|aAART
449	52623 31121	   	175.38	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4MLV|5LWND|6CGEN|7RCR|8CDMG|9AART
450	52623 41121	   	175.38	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4MLV|5LWND|6AME|7RCR|8CDMG|9AART
451	12532 31311	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9LHND|aAART
452	12532 31322	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9AART|aLIT
453	12532 31323	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9AART|aCGEN
454	12532 31326	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9AART|aBEXP
455	12555 31311	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8CDMG|9LHND|aAART
456	12555 31322	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8CDMG|9AART|aLIT
457	12555 31323	   	175.37	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8CDMG|9AART|aCGEN
458	16215 23181	   	175.28	DCR|2DMG|1AART|1ASPD|1CDMG	1MLV|2LWND|3MBVNT|4AART|5aDMG|6CGEN|7RCR|8ASPD|9CDMG
459	36215 23181	   	175.28	DCR|2DMG|1AART|1ASPD|1CDMG	1AME|2LWND|3MBVNT|4AART|5aDMG|6CGEN|7RCR|8ASPD|9CDMG
460	52611 31121	   	175.28	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4LHND|5TLV|6CGEN|7RCR|8CDMG|9AART
461	52611 41121	   	175.28	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2aDMG|3ASPD|4LHND|5TLV|6AME|7RCR|8CDMG|9AART
462	12532 31324	   	175.27	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9AART|aERES
463	12511 51251	   	175.19	DCR|2VULN|2DMG|1ZMB	19MLV|2ZMB|3RCVC|49DMG|5aBEXP|6RCR|7DUST|89VULN|9BPWR
464	12511 51253	   	175.19	DCR|2VULN|2DMG|1ZMB	19MLV|2ZMB|3RCVC|49DMG|5BEXP|6RCR|7DUST|89VULN|9BPWR|aLHND
465	32511 51251	   	175.19	DCR|2VULN|2DMG|1ZMB	19AME|2ZMB|3RCVC|49DMG|5aBEXP|6RCR|7DUST|89VULN|9BPWR
466	32511 51253	   	175.19	DCR|2VULN|2DMG|1ZMB	19AME|2ZMB|3RCVC|49DMG|5BEXP|6RCR|7DUST|89VULN|9BPWR|aLHND
467	12523 23621	   	175.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|4DMSP|5AART|6BEXP|7RCR|8CDMG|9VULN|aASPD
468	12523 63621	   	175.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2ZMB|3RCVC|4DMSP|5AART|6FEWX|7RCR|8CDMG|9VULN|aASPD
469	12563 23621	   	175.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	14MLV|2ZMB|3RCVC|5AART|6BEXP|7RCR|8CDMG|9VULN|aASPD
470	12511 51252	   	175.09	DCR|2VULN|2DMG|1ZMB|1MSE	19MLV|2ZMB|3RCVC|49DMG|5BEXP|6RCR|7DUST|89VULN|9BPWR|aMSE
471	32511 51252	   	175.09	DCR|2VULN|2DMG|1ZMB|1MSE	19AME|2ZMB|3RCVC|49DMG|5BEXP|6RCR|7DUST|89VULN|9BPWR|aMSE
