0	Index      	 *	Score 	Summary	Detail	
1	11616 33234	 * 	213.96	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aASPD
315	52432 32423	   	187.06	ACR|3VULN|1AART|2CDMG|1NUKE	1RCR|248VULN|34LWND|48BPWR|58aFEWX|6AART|78CDMG|9NUKE
316	52311 54331	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7CGEN|89DMG|9BPWR|aBEXP
317	52311 54332	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7CGEN|89DMG|9BPWR|aLIT
318	52311 56331	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7MLV|89DMG|9BPWR|aBEXP
319	52311 56332	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7MLV|89DMG|9BPWR|aLIT
320	52314 63331	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5MLV|6FEWX|7AART|89DMG|9BPWR|aBEXP
321	52314 63332	   	187.02	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5MLV|6FEWX|7AART|89DMG|9BPWR|aLIT
322	36322 21311	 * 	187.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|67DMG|8LWND|9RCR|aASPD
323	36322 21511	   	187.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|67DMG|8FEWX|9RCR|aASPD
324	36322 23611	   	187.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|68DMG|7LWND|9RCR|aASPD
325	36322 33611	   	187.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|6BEXP|78DMG|9RCR|aASPD
326	36322 53611	   	187.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|6LWND|78DMG|9RCR|aASPD
327	52131 13156	   	186.96	ACR|3VULN|1AART|2CDMG|1NUKE	1RCR|249VULN|34BEXP|49BPWR|5RPLT|69TLV|7AART|89CDMG|aNUKE
328	52131 23156	   	186.96	ACR|3VULN|1AART|2CDMG|1NUKE	1RCR|249VULN|34BEXP|49BPWR|5RPLT|69ERES|7AART|89CDMG|aNUKE
329	52311 54333	   	186.92	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7CGEN|89DMG|9BPWR|aMSE
330	52311 56333	   	186.92	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1RCR|29VULN|3ZMB|49DUR|5FEWX|6AART|7MLV|89DMG|9BPWR|aMSE
331	52314 63333	   	186.92	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1RCR|29VULN|3ZMB|49DUR|5MLV|6FEWX|7AART|89DMG|9BPWR|aMSE
332	36322 21611	   	186.91	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUR|2BASFIG|3VULN|4MDPS|5AART|67DMG|8DUST|9RCR|aASPD
333	31353 14123	 * 	186.73	DCR|3VULN|1MDPS|1ASPD|3DUR|1ZMB	159DUR|29aVULN|3ZMB|4MDPS|6ASPD|79AELBLL|8RCR|9BPWR
334	21314 23331	   	186.70	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	19DUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR|aBEXP
335	21314 23332	   	186.70	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	19DUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR|aLIT
336	21314 23334	   	186.70	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	19DUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR|aAME
337	52216 23325	 * 	186.69	ACR|3VULN|2DMG|2AAC|1CDMG|2DUR	1RCR|257VULN|36AAC|47DUR|7BPWR|89DMG|aCDMG
338	21314 23333	   	186.60	DCR|2DMG|1VULN|1AART|2ZMB|1DUR|1MSE	19DUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR|aMSE
339	21314 23335	   	186.60	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	19aDUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR
340	21314 23336	   	186.60	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	19DUST|2VULN|39ZMB|4DUR|5MLV|6RCR|7AART|89DMG|9BPWR|aERES
341	33411 18118	   	186.60	DCR|2VULN|1AART|1DMG|3DUR	124DUR|3MBVNT|5RCVC|6AART|7RCR|8DMG|9aVULN
342	33411 18124	   	186.28	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	124DUR|3MBVNT|5RCVC|6AART|7RCR|8DMG|9ASPD|aVULN
343	11222 32356	 * 	186.28	DCR|2VULN|2DMG|3CDMG	1aDMG|2FEWX|3LEGI|47aCDMG|5DMSP|6aVULN|8BELT|9RCR|aBPWR
344	31324 23626	   	186.28	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	1DUR|29VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|8DMSP|aNUKE
345	31332 23626	   	186.28	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	1DUR|29VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|8DMSP|aNUKE
346	31332 24426	   	186.28	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	1DUR|29VULN|3ZMB|4MLV|5FEWX|6RCR|7AELBLL|8AART|aNUKE
347	31311 62231	   	186.25	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aAME
348	31311 62232	   	186.25	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aFEWX
349	31311 62234	   	186.25	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aCGEN
350	31311 62235	   	186.25	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aLHND
351	31311 62236	   	186.25	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aMLV
352	31513 63221	   	186.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|28VULN|39LIT|4aAART|5LHND|6CDMG|7RCR
353	21314 23264	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|28VULN|3ZMB|4DUR|5MLV|6RCR|7AART|9BEXP|aASPD
354	31324 23264	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|28VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|9DUST|aASPD
355	31324 23534	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|29VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|8DUST|aASPD
356	31332 23264	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|28VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|9DUST|aASPD
357	31311 62233	   	186.15	DCR|3VULN|1AART|2ZMB|1DUR|1MSE	1DUR|269VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|aMSE
358	31311 62261	   	186.11	DCR|2VULN|3ZMB|1AART|2DUR	1aDUR|26VULN|369ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR
359	31311 65261	   	186.11	DCR|2VULN|3ZMB|1AART|2DUR	1aDUR|26VULN|369ZMB|4RCVC|5AART|6BPWR|7FEWX|8RCR
360	33523 53324	 * 	186.09	DCR|2DMG|1VULN|1AART|3DUR|1SELL	123DUR|4RCVC|5SELL|6RCR|7aDMG|8AART|9VULN
361	33216 44313	   	186.09	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	124DUR|3LWND|5ASPD|6DMG|7AART|8RCR|9RMIN|aVULN
362	21314 23526	   	186.08	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	18DUST|29VULN|3ZMB|4DUR|5MLV|6RCR|7AART|aNUKE
363	31325 21426	   	186.08	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	1DUR|29VULN|3ZMB|4BEXP|57ERES|6RCR|8AART|aNUKE
364	52133 21561	 * 	186.08	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2479VULN|34BEXP|4BPWR|5RCVC|6DUR|8AART|aCDMG
365	36322 25314	 * 	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|2BASFIG|37VULN|4MDPS|5AART|6DMG|8LWND|9RCR|aCDMG
366	52311 33226	   	185.98	ACR|3VULN|1AART|1NUKE|1ZMB|1DUR	1RCR|289VULN|3ZMB|4DUR|5FEWX|6RMIN|7AART|aNUKE
367	53316 33226	   	185.98	ACR|3VULN|1AART|1NUKE|1ZMB|1DUR	1RCR|2FEWX|3ZMB|4DUR|589VULN|6RMIN|7AART|aNUKE
368	21315 21426	   	185.98	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	1DUST|29VULN|3ZMB|4DUR|57ERES|6RCR|8AART|aNUKE
369	21315 23426	   	185.98	DCR|2VULN|1AART|1NUKE|1ZMB|1DUR	17DUST|29VULN|3ZMB|4DUR|5ERES|6RCR|8AART|aNUKE
370	51613 23325	   	185.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3BEXP|4DUR|5CDMG|69VULN|7aAART|8DMG
371	52116 13351	   	185.90	ACR|3VULN|2ASPD|1AART|1DUR	1RCR|289VULN|39BEXP|4DUR|5MLV|69ASPD|7AART|9BPWR|aAELBLL
372	52116 13353	   	185.90	ACR|3VULN|2ASPD|1AART|1DUR	1RCR|289VULN|39BEXP|4DUR|5MLV|69ASPD|7AART|9BPWR|aLIT
373	52213 63325	   	185.88	ACR|2VULN|2AART|1DMG|1CDMG|1AAC|1DUR	1RCR|29VULN|3AAC|4DUR|5CDMG|6LHND|7aAART|8DMG
374	31324 23354	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|8DMG|9ERES|aASPD
375	31332 23354	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|8DMG|9ERES|aASPD
376	25313 23351	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR|aAME
377	25313 23352	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR|aMLV
378	25313 23353	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2aBEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR
379	25313 23355	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR|aRPLT
380	25313 23356	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR|aDMSP
381	35363 23351	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2BEXP|3ASPD|4DUST|5CDMG|6VULN|7AART|8DMG|9RCR|aAME
382	35363 23352	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2BEXP|3ASPD|4DUST|5CDMG|6VULN|7AART|8DMG|9RCR|aMLV
383	35363 23353	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2aBEXP|3ASPD|4DUST|5CDMG|6VULN|7AART|8DMG|9RCR
384	21314 23354	   	185.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUST|2VULN|3ZMB|4DUR|5MLV|6RCR|7AART|8DMG|9ERES|aASPD
385	13612 11532	 * 	185.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2LHND|3BEXP|4DUR|5MDPS|69VULN|7ASPD|8RCR
386	13653 11532	   	185.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2LHND|3BEXP|4MDPS|5DUR|69VULN|7ASPD|8RCR
387	52313 32326	 * 	185.68	ACR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	1RCR|28VULN|3ZMB|48DUR|5CDMG|6LIT|78BEXP|8BPWR|9AART|aASPD
388	25313 23354	   	185.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2BEXP|3ASPD|4DUR|5CDMG|6VULN|7AART|8DMG|9RCR|aMBVNT
389	11253 11532	   	185.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2FEWX|3LEGI|4MDPS|5DUR|69VULN|7ASPD|8RCR
390	14612 11532	   	185.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2DUST|3BEXP|4DUR|5MDPS|69VULN|7ASPD|8RCR
391	25212 11532	   	185.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1DUST|2BEXP|3aDMG|4DUR|5MDPS|69VULN|7ASPD|8RCR
392	35252 11532	   	185.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1DUR|2BEXP|3aDMG|4MDPS|5DUST|69VULN|7ASPD|8RCR
393	35262 11532	   	185.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1DUR|2BEXP|3aDMG|4DUST|5MDPS|69VULN|7ASPD|8RCR
394	21134 64222	   	185.59	DCR|4VULN|1AART|1ZMB	1DUST|2456VULN|345BEXP|45BPWR|7AART|8AIRARM|9RCR|aZMB
395	31221 15126	   	185.56	DCR|3VULN|2ASPD|2DUR|1AAC	19DUR|29aVULN|3AAC|47BEXP|5FEWX|69ASPD|8RCR|9BPWR
396	31611 11155	 * 	185.52	DCR|5VULN|3DUR	157DUR|26789VULN|379CGEN|4RCVC|79BPWR|aRCR
397	14212 11532	   	185.52	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2DUST|3LEGI|4DUR|5MDPS|69VULN|7ASPD|8RCR
398	14253 11532	   	185.52	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1aDMG|2DUST|3LEGI|4MDPS|5DUR|69VULN|7ASPD|8RCR
399	52313 63321	   	185.48	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1RCR|29VULN|3ZMB|4aDUR|5CDMG|6LHND|7AART|8DMG
400	52311 13334	 * 	185.42	ACR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1RCR|2VULN|3ZMB|4DUR|5FEWX|6ASPD|7AART|8aDMG|9RMIN
401	53316 13334	   	185.42	ACR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|4DUR|5VULN|6ASPD|7AART|8aDMG|9RMIN
402	36351 24112	   	185.28	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	18DUR|2BASFIG|3VULN|4ZMB|5DMG|6aAART|7RMIN|9RCR
403	32113 13332	 * 	185.27	DCR|2VULN|1AART|1NUKE|3DUR|1CDMG	145DUR|2RMIN|3NUKE|6AART|79VULN|8RCR|9BPWR|aCDMG
404	32115 13332	   	185.27	DCR|2VULN|1AART|1NUKE|3DUR|1CDMG	146DUR|2RMIN|3NUKE|5AART|79VULN|8RCR|9BPWR|aCDMG
405	31513 63336	   	185.21	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2VULN|3LIT|4AART|5LHND|6CDMG|7RCR|8RCVC|9aASPD
406	33341 32333	   	185.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	12DUR|3ASPD|4FEWX|5AART|6ZMB|7BEXP|8DMG|9RCR|aVULN
407	33131 44623	 * 	185.16	DCR|2AART|1ASPD|1NUKE|3DUR	128DUR|3RMIN|4LHND|57AART|6RCR|9ASPD|aNUKE
408	31353 14122	 * 	185.15	DCR|2VULN|1MDPS|1ASPD|3DUR|1CDMG|1ZMB	159DUR|29VULN|3ZMB|4MDPS|6ASPD|79AELBLL|8RCR|9BPWR|aCDMG
409	36351 22411	   	185.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	17DUR|2BASFIG|3VULN|4ZMB|5DMG|6AART|8ASPD|9RCR|aRPLT
410	13616 13121	   	185.10	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|2LHND|39BEXP|47DUR|5VULN|69ASPD|8RCR|9BPWR|aMLV
411	13616 13122	   	185.10	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|2LHND|39BEXP|47DUR|5VULN|69ASPD|8RCR|9BPWR|aDMSP
412	13616 13123	   	185.10	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|2LHND|39BEXP|47DUR|5VULN|69ASPD|8RCR|9BPWR|aAME
413	32113 13331	 * 	185.09	DCR|2VULN|2AART|1NUKE|3DUR	145DUR|2RMIN|3NUKE|6aAART|79VULN|8RCR|9BPWR
414	32115 13331	   	185.09	DCR|2VULN|2AART|1NUKE|3DUR	146DUR|2RMIN|3NUKE|5aAART|79VULN|8RCR|9BPWR
415	32621 44312	   	185.09	DCR|2AART|1VULN|1DMG|2DUR|2RMIN	1aDUR|24RMIN|3BEXP|57AART|6RCR|8DMG|9VULN
416	33131 44333	   	185.09	DCR|2AART|1VULN|1DMG|2DUR|2RMIN	12DUR|39RMIN|4LHND|57AART|6RCR|8DMG|aVULN
417	31211 35355	   	185.06	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1DUR|29VULN|3AAC|4RCVC|5AART|6ZMB|7BELT|8RCR|aASPD
418	13113 64632	   	185.06	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	15DMG|2LHND|3SELL|4AART|6VULN|7CDMG|8RCR|9MBVNT|aDUR
419	11216 13121	   	185.00	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29FEWX|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aMLV
420	11216 13122	   	185.00	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29FEWX|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aDMSP
421	11216 13123	   	185.00	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29FEWX|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aAME
422	52313 32362	 * 	184.98	ACR|3VULN|1DMG|3DUR|1CDMG|1ZMB	1RCR|289VULN|3ZMB|489DUR|5CDMG|6LIT|789BEXP|89BPWR|aDMG
423	13113 46632	   	184.98	DCR|2AART|2DMG|1VULN|1DUR|1SELL	15DMG|2LHND|3SELL|47AART|6LWND|8RCR|9VULN|aDUR
424	31256 53321	   	184.95	DCR|3VULN|1MDPS|1AART|3DUR|1AAC	168DUR|268VULN|3AAC|4MDPS|5RMIN|68BPWR|7AART|9RCR|aFEWX
425	31256 53322	   	184.95	DCR|3VULN|1MDPS|1AART|3DUR|1AAC	168DUR|268VULN|3AAC|4MDPS|5RMIN|68BPWR|7AART|9RCR|aLWND
426	31256 53323	   	184.85	DCR|3VULN|1MDPS|1AART|3DUR|1AAC	168DUR|268VULN|3AAC|4MDPS|5RMIN|68BPWR|7AART|9RCR|aDUST
427	14216 13121	   	184.80	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29DUST|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aMLV
428	14216 13122	   	184.80	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29DUST|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aDMSP
429	14216 13123	   	184.80	DCR|2DMG|2ASPD|1VULN|2DUR	19DMG|29DUST|3LEGI|47DUR|5VULN|69ASPD|8RCR|9BPWR|aAME
430	36353 26212	   	184.75	DCR|2VULN|2AART|1AAC|2DUR|2ZMB	17DUR|2BASFIG|37VULN|47ZMB|5AAC|6aAART|7BPWR|8CGEN|9RCR
431	33325 15341	   	184.65	DCR|1VULN|1AART|1ASPD|3DUR|1CDMG	126DUR|3ASPD|4RMIN|5AART|7RCVC|8CDMG|9RCR|aVULN
432	31314 14126	   	184.56	DCR|3VULN|1MDPS|1ASPD|2DUR|1ZMB	19DUR|29aVULN|3ZMB|4RCVC|5MDPS|6ASPD|79AELBLL|8RCR|9BPWR
433	35222 53231	   	184.33	DCR|2VULN|1AART|1DMG|2DUR	19DUR|29BEXP|3DMG|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aLHND
434	35222 53235	   	184.33	DCR|2VULN|1AART|1DMG|2DUR	19DUR|29BEXP|3DMG|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aLWND
435	35322 53231	   	184.33	DCR|2VULN|1AART|1ASPD|2DUR	19DUR|29BEXP|3ASPD|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aLHND
436	35322 53235	   	184.33	DCR|2VULN|1AART|1ASPD|2DUR	19DUR|29BEXP|3ASPD|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aLWND
437	52316 43322	   	184.29	ACR|3VULN|2DMG|2DUR|2ZMB	1RCR|257VULN|37ZMB|47DUR|6DMSP|7BPWR|89DMG|aMLV
438	32152 53234	   	184.23	DCR|2VULN|1AART|1ASPD|1NUKE|2DUR	19DUR|2RMIN|3NUKE|4BEXP|59FEWX|69VULN|7AART|8RCR|9BPWR|aASPD
439	35222 53232	   	184.23	DCR|2VULN|1AART|1DMG|2DUR|1MSE	19DUR|29BEXP|3DMG|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aMSE
440	35222 53233	   	184.23	DCR|2VULN|1AART|1DMG|2DUR	19DUR|29BEXP|3DMG|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aDUST
441	35222 53236	   	184.23	DCR|2VULN|1AART|1DMG|2DUR	19DUR|29BEXP|3DMG|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aERES
442	35322 53232	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR|1MSE	19DUR|29BEXP|3ASPD|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aMSE
443	35322 53233	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR	19DUR|29BEXP|3ASPD|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aDUST
444	35322 53236	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR	19DUR|29BEXP|3ASPD|4RMIN|5FEWX|69VULN|7AART|8RCR|9BPWR|aERES
445	52316 43321	   	184.19	ACR|3VULN|2DMG|2DUR|2ZMB	1RCR|257VULN|37ZMB|47DUR|6DMSP|7BPWR|89DMG|aLEGI
446	21323 23552	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DUST|26aVULN|3ZMB|4CDMG|5BEXP|7MLV|8RCR|9ASPD
447	21323 24552	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DUST|26aVULN|3ZMB|4CDMG|5BEXP|7CGEN|8RCR|9ASPD
448	21323 21552	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DUST|26aVULN|3ZMB|4CDMG|5BEXP|7TLV|8RCR|9ASPD
449	21323 25552	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DUST|26aVULN|3ZMB|4CDMG|5BEXP|7ERES|8RCR|9ASPD
450	21314 23251	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	19DUST|289VULN|3ZMB|4DUR|59MLV|6RCR|7AART|9BPWR|aAELBLL
451	21314 23253	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	19DUST|289VULN|3ZMB|4DUR|59MLV|6RCR|7AART|9BPWR|aLIT
452	21314 23254	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	19DUST|289VULN|3ZMB|4DUR|59MLV|6RCR|7AART|9BPWR|aLWND
453	21314 23255	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	19DUST|289VULN|3ZMB|4DUR|59MLV|6RCR|7AART|9BPWR|aCGEN
454	31324 23221	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|aAELBLL
455	31324 23223	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|aLIT
456	31324 23224	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|aLWND
457	31324 23225	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|aCGEN
458	31332 23221	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|aAELBLL
459	31332 23223	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|aLIT
460	31332 23224	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|aLWND
461	31332 23225	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|289VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|aCGEN
462	31121 34266	   	183.98	DCR|2VULN|2ASPD|1CDMG|2DUR	19DUR|29VULN|36BEXP|4MBVNT|5LWND|79ASPD|8RCR|9BPWR|aCDMG
