0	Index      	 *	Score 	Summary	Detail	
1	62323 26432	 * 	197.72	DCR|3VULN|2AART|2CDMG|2ZMB|2DUR	16AART|257VULN|37ZMB|47DUR|7BPWR|8aCDMG|9RCR
335	66231 42473	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8aCGEN
336	66231 42474	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8CGEN|aFEWX
337	66231 43431	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LHND|48aVULN|5MBVNT|6DMG|7LWND|9FEWX
338	62231 14631	   	168.92	DCR|4VULN|1AART|1ZMB	1AART|2489VULN|3FEWX|5LHND|6LIT|7RCR|aZMB
339	66222 22332	   	168.92	ACR|3AART|2DMG|1VULN|1SELL	146AART|2RCR|37LHND|57DMG|7BPWR|8SELL|9DUST|aVULN
340	66222 26312	   	168.92	ACR|3AART|2DMG|1VULN|1SELL	146AART|2RCR|3LHND|57DMG|8SELL|9FEWX|aVULN
341	62221 14632	   	168.91	DCR|3VULN|2AART|1CDMG	14AART|289VULN|3FEWX|5LHND|6LIT|7RCR|aCDMG
342	12553 31413	 * 	168.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3aDMG|4aFEWX|5CDMG|6aVULN|7RCR|8ZMB|9CGEN|aBPWR
343	66131 41411	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aCANSTR
344	66131 41414	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aBASICY
345	66131 41417	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aLEGI
346	66131 54433	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|46aVULN|5MBVNT|7VENICY|8MLV|9DMG
347	66231 42372	   	168.90	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8RMIN|aDUST
348	66231 42472	   	168.90	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8CGEN|aDUST
349	62311 14421	 * 	168.84	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1AART|2VULN|3ZMB|4ERES|5LHND|6LIT|7RCR|8FLTHEA|9DMG|aCDMG
350	62232 14631	   	168.82	DCR|4VULN|1AART|1ZMB	1AART|2489VULN|3FEWX|5DUST|6LIT|7RCR|aZMB
351	62311 14633	   	168.82	DCR|4VULN|1AART|1ZMB	1AART|289aVULN|3ZMB|4ERES|5LHND|6LIT|7RCR
352	66222 26332	   	168.82	ACR|3AART|2DMG|1VULN|1SELL	146AART|2RCR|3LHND|57DMG|8SELL|9DUST|aVULN
353	62222 14632	   	168.81	DCR|3VULN|2AART|1CDMG	14AART|289VULN|3FEWX|5DUST|6LIT|7RCR|aCDMG
354	66113 21116	 * 	168.80	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1AART|2RCR|3LWND|458CDMG|6DMG|7FEWX|9DUR|aVULN
355	66113 23116	   	168.80	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1AART|2RCR|3LWND|458CDMG|6DMG|7BEXP|9DUR|aVULN
356	66113 23163	   	168.80	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1AART|2RCR|3LWND|458CDMG|6DMG|7BEXP|9VULN|aDUR
357	25111 62111	 * 	168.75	DCR|3DMG|2VULN|1CDMG|1DUR	16LIT|2CDMG|3RMIN|4DUR|567DMG|6BPWR|8aVULN|9RCR
358	25241 62111	   	168.75	DCR|3DMG|2VULN|1CDMG|1DUR	16LIT|2CDMG|3DUR|4RMIN|567DMG|6BPWR|8aVULN|9RCR
359	25111 32111	   	168.65	DCR|3DMG|2VULN|1CDMG|1DUR	1LIT|2CDMG|3RMIN|4DUR|567DMG|8aVULN|9RCR
360	25241 32111	   	168.65	DCR|3DMG|2VULN|1CDMG|1DUR	1LIT|2CDMG|3DUR|4RMIN|567DMG|8aVULN|9RCR
361	25261 32111	   	168.65	DCR|3DMG|2VULN|1CDMG|1DUR	1LIT|2CDMG|3DUR|4CGEN|567DMG|8aVULN|9RCR
362	21211 32111	   	168.55	DCR|3DMG|2VULN|1CDMG|1DUR	1LIT|2ERES|3CDMG|4DUR|567DMG|8aVULN|9RCR
363	25511 32111	   	168.55	DCR|3DMG|2VULN|1CDMG|1DUR	1LIT|2CDMG|3ERES|4DUR|567DMG|8aVULN|9RCR
364	61326 43461	 * 	168.42	DCR|2AART|2VULN|2CDMG|2ASPD	15AART|2aMLV|38ASPD|4MBVNT|6aCDMG|7aVULN|9RCR|aBPWR
365	62233 32562	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|245VULN|3FEWX|6LWND|7BEXP|8RCR|9DMG|aDUR
366	66113 33351	   	168.40	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|39LWND|45CDMG|6RCVC|79VULN|89ZMB|9BPWR|aLIT
367	66113 33353	   	168.40	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|39LWND|45CDMG|6RCVC|79VULN|89ZMB|9BPWR|aLHND
368	66222 22142	   	168.37	ACR|3AART|2DMG|2DUR|1ASPD	146AART|2RCR|37LHND|57DMG|7BPWR|8aDUR|9ASPD
369	66113 13351	   	168.30	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|369LWND|45CDMG|79VULN|89ZMB|9BPWR|aDUST
370	66113 13352	   	168.30	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|369LWND|45CDMG|79VULN|89ZMB|9BPWR|aERES
371	62331 53235	   	168.28	DCR|2AART|2DMG|1VULN|1ZMB	17AART|2VULN|3ZMB|4aDMG|5LHND|6BELT|8RCR|9LWND
372	62331 53241	   	168.28	DCR|2AART|2VULN|1DMG|1ZMB	17AART|29VULN|3ZMB|4DMG|5LHND|6BELT|8RCR|aFEWX
373	62331 53242	   	168.28	DCR|2AART|2VULN|1DMG|1ZMB	17AART|29VULN|3ZMB|4DMG|5LHND|6BELT|8RCR|aBEXP
374	66222 23243	   	168.27	ACR|3AART|2DMG|2DUR|1ASPD	146AART|2RCR|3LHND|5aDMG|78DUR|9ASPD
375	66222 23214	   	168.27	ACR|3AART|2DMG|2DUR|1ASPD	146AART|2RCR|3LHND|59DMG|78DUR|aASPD
376	25631 33151	   	168.25	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	1LIT|2CDMG|3AART|46DUR|5SELL|7RCR|89aVULN
377	62121 56331	   	168.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|26aVULN|3LEGI|4DUR|5MBVNT|7DMG|8RCR|9LHND
378	62331 53211	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	17AART|2VULN|3ZMB|4aDMG|5LHND|6BELT|8RCR|9ERES
379	62331 53214	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	17AART|2aVULN|3ZMB|4DMG|5LHND|6BELT|8RCR|9ERES
380	62331 53243	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	17AART|29VULN|3ZMB|4DMG|5LHND|6BELT|8RCR|aDUST
381	63334 53211	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	17AART|2LHND|3ZMB|4aDMG|5VULN|6BELT|8RCR|9ERES
382	61141 25313	   	168.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2MLV|39VULN|4ASPD|5LHND|69LWND|7DMG|89CDMG|9BPWR|aRCR
383	62552 33313	 * 	168.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|2VULN|39LWND|4ASPD|5LHND|69DMG|7CGEN|89CDMG|9BPWR|aRCR
384	63332 11435	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|27LHND|3ZMB|45DMG|6MLV|8CDMG|9RCR|aVULN
385	66213 32161	   	168.05	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2RCR|3LHND|45CDMG|68DUR|7LIT|9DMG|aVULN
386	63331 32435	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25LHND|3ZMB|46DMG|7ERES|8CDMG|9RCR|aVULN
387	66523 13122	   	167.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2RCR|3DUR|5VULN|6LIT|7RCVC|8CGEN|9DMG|aCDMG
388	66221 36132	 * 	167.89	ACR|2AART|1DMG|1VULN|1FLTHEA|1DUR	14AART|2RCR|35LHND|6DMG|7FLTHEA|8BELT|9VULN|aDUR
389	62315 82421	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ZMB|4ERES|5MBVNT|6CDMG|8DMG|9RCR|aLHND
390	62315 82422	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ZMB|4ERES|5MBVNT|6CDMG|8DMG|9RCR|aMLV
391	62315 82424	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ZMB|4ERES|5MBVNT|6CDMG|8DMG|9RCR|aRPLT
392	65123 73221	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|35VULN|4MBVNT|6DMG|7CDMG|8ZMB|9RCR|aLHND
393	65123 73222	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|35VULN|4MBVNT|6DMG|7CDMG|8ZMB|9RCR|aMLV
394	65123 73224	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|35VULN|4MBVNT|6DMG|7CDMG|8ZMB|9RCR|aRPLT
395	62521 45121	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3LWND|4DUR|5MBVNT|68DMG|7BEXP|9RCR
396	62521 47121	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3LWND|4DUR|5MBVNT|68DMG|7FEWX|9RCR
397	62312 51222	   	167.76	DCR|3VULN|1AART|3ZMB|3CDMG|1MSE	1AART|289VULN|389ZMB|4ERES|5MSE|6BELT|789CDMG|89BPWR|aRCR
398	62121 45121	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3LEGI|4DUR|5MBVNT|68DMG|7BEXP|9RCR
399	62121 47121	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3LEGI|4DUR|5MBVNT|68DMG|7FEWX|9RCR
