0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
338	41431 15232	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|28VULN|3ERES|4BELT|5CDMG|6ASPD|7DMG|9RCR|aFEWX
339	64531 32233	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LWND|3DUR|4DMG|5CDMG|68VULN|7RCR|9AART|aTLV
340	64531 32333	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2LWND|3DUR|48DMG|5CDMG|6VULN|7RCR|9AART|aTLV
341	21341 12543	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68DUST|7RCR|8BPWR|9AART|aMBVNT
342	41325 11631	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2aVULN|3RMIN|4DUR|5DMG|6DUST|7LHND|8CDMG|9RCR
343	41325 12631	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2aVULN|3RMIN|4DUR|5DMG|6DUST|7FEWX|8CDMG|9RCR
344	42115 11631	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3aVULN|4RMIN|5DMG|6DUST|7LHND|8CDMG|9RCR
345	42115 12631	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3aVULN|4RMIN|5DMG|6DUST|7FEWX|8CDMG|9RCR
346	41131 51224	   	163.87	DCR|3VULN|2AART|1ZMB	17AART|234VULN|5RPLT|6LHND|8RCR|9LIT|aZMB
347	41311 21243	   	163.87	DCR|3VULN|2AART|1ZMB	17AART|26aVULN|3RMIN|4RPLT|5CGEN|8RCR|9ZMB
348	41314 21243	   	163.87	DCR|3VULN|2AART|1ZMB	17AART|26aVULN|3RMIN|4RPLT|5MLV|8RCR|9ZMB
349	21341 12343	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6DUST|7RCR|9AART|aMBVNT
350	51336 12316	 * 	163.78	DCR|3VULN|2CDMG|2ZMB|2ASPD	1aCGEN|29aVULN|36ZMB|45CDMG|7RCR|8aASPD|aBPWR
351	41311 24262	   	163.78	DCR|3VULN|1AART|1DMG	1AART|269VULN|3RMIN|4RPLT|5CGEN|7RCR|8DMG|aERES
352	41131 51242	   	163.77	DCR|3VULN|2AART|1ZMB	17AART|234VULN|5RPLT|6LHND|8RCR|9ZMB|aERES
353	41151 32243	   	163.77	DCR|3VULN|2AART|1ZMB	14AART|23aVULN|5RPLT|6RMIN|7TLV|8RCR|9ZMB
354	41411 21242	   	163.77	DCR|3VULN|2AART|1ZMB	17AART|26aVULN|3ERES|4RPLT|5CGEN|8RCR|9ZMB
355	41132 33411	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|6BEXP|7RCVC|8RCR|9DMG
356	41132 33414	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6BEXP|7RCVC|8RCR|9DMG|aLWND
357	41132 33415	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6aBEXP|7RCVC|8RCR|9DMG
358	41132 33416	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6BEXP|7RCVC|8RCR|9DMG|aLHND
359	41136 23411	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|6LWND|7RCVC|8RCR|9DMG|aCGEN
360	41136 23412	   	163.68	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|6LWND|7RCVC|8RCR|9DMG|aRPLT
361	23634 32236	   	163.67	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2CDMG|3ZMB|4FEWX|5LWND|68aVULN|7RCR|9AART
362	21341 22513	   	163.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9RMIN|aAART
363	41132 43411	   	163.58	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|6DUST|7RCVC|8RCR|9DMG
364	41132 43413	   	163.58	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6DUST|7RCVC|8RCR|9DMG|aBEXP
365	41136 23413	   	163.58	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|6LWND|7RCVC|8RCR|9DMG|aDUST
366	16422 11153	 * 	163.55	DCR|2VULN|2DMG|3ASPD|2RCVC	16RCVC|29VULN|3MBVNT|49aASPD|59DMG|7RCR|8RMIN|9BPWR
367	16422 11833	   	163.55	DCR|2VULN|2DMG|3ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48aASPD|58DMG|7RCR|8BPWR|9RMIN
368	41113 41226	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1AART|235VULN|4FEWX|6ERES|7ASPD|8DMG|9LHND|aRCR
369	41151 11224	   	163.48	DCR|2AART|2VULN|1DMG|1ZMB	14AART|23VULN|5RPLT|6ZMB|7DMSP|8CGEN|9DMG|aRCR
370	41211 44231	   	163.47	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|28aVULN|3BELT|4ZMB|5CDMG|6ERES|7NUKE|9RCR
371	21341 22213	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6FEWX|7RCR|9RMIN|aAART
372	21341 22313	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6FEWX|7RCR|9RMIN|aAART
373	64531 32213	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LWND|3DUR|4DMG|5CDMG|68VULN|7RCR|9RMIN|aAART
374	64531 32313	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2LWND|3DUR|48DMG|5CDMG|6VULN|7RCR|9RMIN|aAART
375	21341 12513	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68DUST|7RCR|8BPWR|9RMIN|aAART
376	21341 22623	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|39VULN|4DMG|5CDMG|6FEWX|7RCR|8RMIN|aAART
377	23253 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3CGEN|4DUR|5FEWX|69VULN|7RCR|8DMG|aAART
378	23313 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3DUR|4MLV|5FEWX|69VULN|7RCR|8DMG|aAART
379	63254 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4DUR|5LWND|69VULN|7RCR|8DMG|aAART
380	63314 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4MLV|5LWND|69VULN|7RCR|8DMG|aAART
381	23354 62323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3DUR|4FEWX|59VULN|6MLV|7RCR|8DMG|aAART
382	23552 62323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|39VULN|4FEWX|5DUR|6MLV|7RCR|8DMG|aAART
383	63334 62323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4LWND|59VULN|6MLV|7RCR|8DMG|aAART
384	64511 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LWND|3DUR|4MLV|5CDMG|69VULN|7RCR|8DMG|aAART
385	64521 32323	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LWND|3DUR|4CGEN|5CDMG|69VULN|7RCR|8DMG|aAART
386	21341 12313	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6DUST|7RCR|9RMIN|aAART
387	23353 32323	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3DUR|4FEWX|5ERES|69VULN|7RCR|8DMG|aAART
388	63333 32323	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4LWND|5ERES|69VULN|7RCR|8DMG|aAART
389	63343 32323	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4LHND|5ERES|69VULN|7RCR|8DMG|aAART
390	21341 12623	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|39VULN|4DMG|5CDMG|6DUST|7RCR|8RMIN|aAART
391	23511 22323	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|39VULN|4MLV|5DUST|6DUR|7RCR|8DMG|aAART
392	51621 22323	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|29VULN|3DUST|4LHND|5CDMG|6DUR|7RCR|8DMG|aAART
393	61341 12521	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18FEWX|2DUR|38VULN|4DMG|5CDMG|689DUST|7RCR|8BPWR|aAART
394	33442 52121	   	163.31	DCR|2VULN|2DMG|3CDMG	1DMSP|26aCDMG|39DMG|4aCGEN|5aVULN|7RCR|8DLOT|aBPWR
395	42266 24134	   	163.31	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|59DMG|6RPLT|7RCR|8VULN|aRCVC
396	12232 61343	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
397	12232 65343	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LHND|8DMG|9VULN|aAART
398	12332 64343	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3LHND|4CDMG|5ZMB|6RCR|7FEWX|8DMG|9VULN|aAART
399	13363 56333	   	163.22	DCR|2VULN|2DMG|2CDMG|1DUR	1RCVC|26CDMG|3LSRREG|4DUR|57VULN|8aDMG|9RCR
400	41331 63311	 * 	163.17	4VULN|2DMG|1AART|3CDMG	1AART|269aVULN|3RMIN|4BELT|56aCDMG|6aBPWR|7RCVC|8aDMG
401	12532 61343	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3DUST|4CDMG|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
402	13213 61343	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3DUST|4ZMB|5DUR|6RCR|7LWND|8DMG|9VULN|aAART
403	13232 61343	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3DUST|4DUR|5ZMB|6RCR|7LWND|8DMG|9VULN|aAART
404	21341 41334	   	163.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|56CDMG|7LWND|9AART|aRCR
405	12421 81153	 * 	163.12	DCR|4VULN|3ASPD|2DUR	1RCVC|29DUR|3MBVNT|49aASPD|5679VULN|8RCR|9BPWR
406	42166 12233	   	163.07	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|27DUR|38VULN|4LIT|5RCR|6FEWX|9CDMG|aZMB
407	41133 56113	   	163.05	DCR|4VULN|1AART|2DUR	1AART|2349VULN|59DUR|6BASICY|7FEWX|89CGEN|9BPWR|aRCR
408	21133 53325	 * 	163.02	DCR|3DMG|1AART|1VULN|1DUR	15LHND|2DUR|3DUST|456DMG|5BPWR|7LIT|8RCR|9VULN|aAART
409	21223 16325	   	163.02	DCR|3DMG|1AART|1VULN|1DUR	15LHND|2DUR|3LIT|456DMG|5BPWR|7DUST|8RCR|9VULN|aAART
410	22353 25151	   	162.98	ACR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2CGEN|3RCR|4DMG|5DUR|689VULN|7ZMB|aASPD
411	62353 25121	   	162.98	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1FEWX|2CGEN|3RCR|4DMG|5DUR|689VULN|7ZMB|aASPD
412	21224 16325	   	162.92	DCR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3LIT|456DMG|7DUST|8RCR|9VULN|aAART
413	16322 51151	   	162.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aERES
414	16322 51152	   	162.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aDUST
415	42123 61633	   	162.86	DCR|2VULN|1AART|1DMG|2DUR	1AART|2aDUR|35VULN|4FEWX|6RCR|7LHND|8BELT|9DMG
416	22351 55121	   	162.72	ACR|3VULN|2DMG|1ASPD	19LHND|2CGEN|3RCR|49DMG|5LWND|6TLV|789VULN|9BPWR|aASPD
417	22351 55123	   	162.72	ACR|3VULN|2DMG|1DUR	19LHND|2CGEN|3RCR|49DMG|5LWND|6TLV|789VULN|9BPWR|aDUR
418	21226 11535	   	162.70	DCR|3VULN|2DMG|2DUR	1LHND|25DUR|3LIT|46DMG|79aVULN|8RCR
419	41321 23416	   	162.64	DCR|2VULN|1AART|1DMG|2DUR	1AART|2aVULN|3RMIN|45DUR|67RCVC|8RCR|9DMG
420	42111 23416	   	162.64	DCR|2VULN|1AART|1DMG|2DUR	1AART|25DUR|3aVULN|4RMIN|67RCVC|8RCR|9DMG
421	22353 26124	   	162.62	ACR|3VULN|2DMG|1DUR	19LHND|2CGEN|3RCR|49DMG|5DUR|68aVULN|79TLV|9BPWR
422	32421 21154	   	162.58	DCR|3VULN|1DMG|3DUR|2ASPD	1DMSP|269DUR|3MBVNT|49ASPD|579VULN|8RCR|9BPWR|aDMG
423	32421 82154	   	162.58	DCR|3VULN|1DMG|3DUR|2ASPD	1DMSP|279DUR|3MBVNT|49ASPD|569VULN|8RCR|9BPWR|aDMG
424	41636 33132	   	162.50	DCR|2AART|2VULN|1CDMG|1ASPD	17AART|2aVULN|3ASPD|4BELT|5FEWX|6RCR|8DUST|9CDMG
425	51336 22316	   	162.43	DCR|3VULN|2CDMG|2ASPD|1ZMB	1aCGEN|29aVULN|3ZMB|45CDMG|6RCVC|7RCR|8aASPD|aBPWR
426	62311 36236	   	162.42	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CGEN|3RCR|4BEXP|5CDMG|6DUR|78aVULN|9AART
427	12438 24338	   	162.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2DUR|3MBVNT|4CDMG|5VULN|6DUST|78DMG|9RCR|aAART
428	16431 34338	   	162.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2VULN|3MBVNT|4CDMG|5DUST|6DUR|78DMG|9RCR|aAART
429	16434 24338	   	162.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2VULN|3MBVNT|4CDMG|5DUR|6DUST|78DMG|9RCR|aAART
430	36433 63433	   	162.38	DCR|3VULN|1DMG|1FLTHEA|1CDMG	1DMSP|289VULN|3MBVNT|4CDMG|5ERES|6FLTHEA|7RCR|aDMG
431	41122 53421	   	162.36	DCR|4VULN|1AART|1ASPD	1AART|2367VULN|4LHND|5ASPD|8RCR|9LIT|aCANHEL
432	41122 53422	   	162.36	DCR|4VULN|1AART|1ASPD	1AART|2367VULN|4LHND|5ASPD|8RCR|9LIT|aERES
433	41122 53431	   	162.36	DCR|4VULN|1AART|1ASPD	1AART|2367VULN|4LHND|5ASPD|8RCR|9TLV|aCGEN
434	41122 53432	   	162.36	DCR|4VULN|1AART|1ASPD	1AART|2367VULN|4LHND|5ASPD|8RCR|9TLV|aRPLT
435	41214 33232	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	17AART|2VULN|3BELT|4ZMB|5DUR|6RCR|8BEXP|9AIRHEA|aDMG
436	41122 53433	   	162.26	DCR|4VULN|1AART|1ASPD	1AART|2367VULN|4LHND|5ASPD|8RCR|9TLV|aDUST
437	41131 54122	   	162.20	DCR|3VULN|2AART|1DUR	18AART|234VULN|5RPLT|6LHND|7RCR|9LIT|aDUR
438	45263 22111	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7FEWX|9DLOT|aCDMG
439	45263 23111	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3DMG|4RCR|58VULN|6RPLT|7BEXP|9DLOT|aCDMG
440	41213 35234	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|27VULN|3BELT|4ZMB|58BEXP|6RCR|9CDMG|aASPD
441	41115 63333	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|23VULN|4FEWX|5DUR|6RCR|7LIT|8CGEN|9CDMG|aZMB
442	42122 63233	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|38VULN|4FEWX|5DMSP|6RCR|7LIT|9CDMG|aZMB
443	42123 63333	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|35VULN|4FEWX|6RCR|7LIT|8CGEN|9CDMG|aZMB
444	42123 63633	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|35VULN|4FEWX|6RCR|7LIT|8DMSP|9CDMG|aZMB
445	42221 25316	   	162.15	DCR|2VULN|1AART|3DUR|1ZMB|1ASPD	1AART|245DUR|3ASPD|6CGEN|7RCR|8aVULN|9ZMB
446	32428 81213	   	162.08	DCR|3DMG|1VULN|3ASPD|1DUR	1DMSP|2DUR|3MBVNT|468ASPD|56aDMG|6BPWR|7RCR|9VULN
447	41214 35231	   	162.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|27VULN|3BELT|4ZMB|5DUR|6RCR|8BEXP|9AIRHEA|aCDMG
448	41213 35325	   	162.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|27VULN|3BELT|4ZMB|5BEXP|6RCR|8ERES|9CDMG|aDUR
449	43123 32425	   	162.01	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2BEXP|357VULN|4FEWX|6BELT|8RCR|9CDMG|aDUR
450	42143 12153	   	162.00	DCR|3VULN|1AART|3DUR|1ASPD	1AART|248DUR|35aVULN|6LIT|7ASPD|9RCR
451	42266 24132	   	162.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|59DMG|6RPLT|7RCR|8VULN|aLHND
452	42363 32471	   	161.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4MBVNT|5CDMG|6RCR|7DUST|8ZMB|9aVULN
453	42222 25362	   	161.94	DCR|1AART|1DMG|1VULN|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8VULN|9RCVC|aDMG
454	42266 24231	   	161.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|58DMG|6RPLT|7RCR|9DUST|aVULN
455	41122 21411	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|4LHND|57ASPD|6RCVC|8RCR|9DMG|aCGEN
456	41122 21412	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|4LHND|57ASPD|6RCVC|8RCR|9DMG|aRPLT
457	41122 21414	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|4LHND|57ASPD|6RCVC|8RCR|9DMG|aLWND
458	41122 21415	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|4LHND|57ASPD|6RCVC|8RCR|9DMG|aBEXP
459	41162 21411	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|47ASPD|5LWND|6RCVC|8RCR|9DMG|aCGEN
460	41162 21412	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|47ASPD|5LWND|6RCVC|8RCR|9DMG|aRPLT
461	41311 21241	   	161.86	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|26VULN|3RMIN|4RPLT|5CGEN|8RCR|9ZMB|aCDMG
462	41314 21241	   	161.86	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|26VULN|3RMIN|4RPLT|5MLV|8RCR|9ZMB|aCDMG
463	41211 42236	   	161.79	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|28VULN|3BELT|4ZMB|5CDMG|6ERES|7ASPD|9RCR|aDUR
464	41122 21413	   	161.78	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|4LHND|57ASPD|6RCVC|8RCR|9DMG|aDUST
465	41162 21413	   	161.78	DCR|2VULN|1AART|1DMG|2ASPD	1AART|23VULN|47ASPD|5LWND|6RCVC|8RCR|9DMG|aDUST
466	24134 21312	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2LWND|3DUST|48DMG|5ZMB|69VULN|7RCR|aCDMG
467	41151 32241	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|23VULN|5RPLT|6RMIN|7TLV|8RCR|9ZMB|aCDMG
468	41411 21241	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|26VULN|3ERES|4RPLT|5CGEN|8RCR|9ZMB|aCDMG
469	16662 21113	   	161.76	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|269VULN|3MLV|4DUR|5DMG|7ZMB|8RCR|aASPD
470	16662 31113	   	161.76	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|279VULN|3MLV|4DUR|5DMG|6ZMB|8RCR|aASPD
471	51333 12365	 * 	161.68	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1CGEN|25VULN|36ZMB|4CDMG|7RCR|8aASPD|9DMG
472	41232 61163	   	161.63	DCR|2VULN|1AART|1DMG|1ZMB	1AART|2aVULN|3BELT|4MGNSTR|5CGEN|6RCR|7LWND|8DMG|9ZMB
473	41232 62163	   	161.63	DCR|2VULN|1AART|1DMG|1ZMB	1AART|2aVULN|3BELT|4MGNSTR|5CGEN|6RCR|7FEWX|8DMG|9ZMB
474	41131 51114	 * 	161.61	DCR|3VULN|2AART|2ASPD	17AART|234VULN|5RPLT|6LHND|89ASPD|aRCR
475	51333 12124	 * 	161.56	DCR|2VULN|3ZMB|1DMG|1CDMG	1CGEN|25VULN|36aZMB|4CDMG|7RCR|8DLOT|9DMG
476	41214 33222	   	161.56	DCR|2AART|2VULN|1ZMB|1DUR	17AART|2aVULN|3BELT|4ZMB|5DUR|6RCR|8BEXP|9RCVC
477	41216 35232	   	161.53	DCR|2VULN|1AART|1DMG|1ZMB	1AART|27VULN|3BELT|4ZMB|5FEWX|6RCR|8BEXP|9AIRHEA|aDMG
478	33313 26333	   	161.51	DCR|3VULN|2DMG|1CDMG	1DMSP|2CDMG|36LSRREG|4LEGI|567VULN|6BPWR|8aDMG|9RCR
479	36222 51143	   	161.48	DCR|3VULN|1DMG|2ZMB|2ASPD	1DMSP|279VULN|39FEWX|4aASPD|5DMG|69ZMB|8RCR|9BPWR
480	36322 51143	   	161.48	DCR|3VULN|1DMG|2ZMB|2ASPD	1DMSP|279VULN|39LHND|4aASPD|5DMG|69ZMB|8RCR|9BPWR
481	41132 16431	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|6MLV|7DMG|8RCR|9RMIN
482	41132 16433	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|6MLV|7DMG|8RCR|9RMIN|aBEXP
483	41135 13431	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6MLV|7aCGEN|8RCR|9RMIN
484	41135 13433	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6MLV|7CGEN|8RCR|9RMIN|aBEXP
485	41132 22411	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5aCGEN|67FEWX|8RCR|9DMG
486	41132 22414	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|67FEWX|8RCR|9DMG|aLWND
487	41132 22415	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5CGEN|67FEWX|8RCR|9DMG|aBEXP
488	41136 12411	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LWND|8RCR|9DMG|aCGEN
489	41136 12412	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LWND|8RCR|9DMG|aRPLT
490	41136 13411	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LHND|8RCR|9DMG|aCGEN
491	41136 13412	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|56MLV|7LHND|8RCR|9DMG|aRPLT
492	41136 32411	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|67FEWX|8RCR|9DMG|aCGEN
493	41136 32412	   	161.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5MLV|67FEWX|8RCR|9DMG|aRPLT
494	51153 21111	   	161.47	DCR|3VULN|2DMG|1ZMB	1aCGEN|269VULN|3LWND|45DMG|7ZMB|8RCR
495	51153 21113	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|269VULN|3LWND|45DMG|7ZMB|8RCR|aLHND
496	51153 21114	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|269VULN|3LWND|45DMG|7ZMB|8RCR|aBELT
497	51153 21115	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|269VULN|3LWND|45DMG|7ZMB|8RCR|aLIT
498	51153 31111	   	161.47	DCR|3VULN|2DMG|1ZMB	1aCGEN|279VULN|3LWND|45DMG|6ZMB|8RCR
499	51153 31113	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|279VULN|3LWND|45DMG|6ZMB|8RCR|aLHND
500	51153 31114	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|279VULN|3LWND|45DMG|6ZMB|8RCR|aBELT
501	51153 31115	   	161.47	DCR|3VULN|2DMG|1ZMB	1CGEN|279VULN|3LWND|45DMG|6ZMB|8RCR|aLIT
502	41211 42235	 * 	161.47	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|28VULN|3BELT|4ZMB|5CDMG|6ERES|7aASPD|9RCR
503	16222 51113	   	161.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1RCVC|279VULN|3FEWX|4aASPD|5DMG|6ZMB|8RCR
504	16322 51113	   	161.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1RCVC|279VULN|3LHND|4aASPD|5DMG|6ZMB|8RCR
505	13363 33353	   	161.43	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1RCVC|28CDMG|3LSRREG|4DUR|59VULN|6ZMB|7RCR|aDMG
