0	Index      	 *	Score 	Summary	Detail	
1	11245 24333	 * 	179.67	DCR|3VULN|2DMG|1AART	14MLV|24DMG|3RPLT|4BPWR|57aVULN|6RCR|8AART|9TLV
325	41353 11314	   	157.67	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2ZMB|3LIT|4BEXP|5CDMG|6MLV|7AART|aRCR
326	41433 11314	   	157.67	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2ZMB|3FEWX|4LIT|5CDMG|6MLV|7AART|aRCR
327	21326 21415	   	157.66	DCR|3DMG|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3LIT|4VULN|5AIRHEL|69aDMG|7ASPD|8RCR
328	31123 31315	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2BEXP|3aDMG|4VULN|5MBVNT|6CGEN|7RCR|8AART|9CDMG
329	31363 31315	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2BEXP|3VULN|4aDMG|5MBVNT|6CGEN|7RCR|8AART|9CDMG
330	41333 21514	   	157.57	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2ZMB|3LIT|4FEWX|5CDMG|6TLV|7AART|aRCR
331	11245 21324	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aLHND
332	11245 23224	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aLHND
333	11245 23226	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aCGEN
334	34232 41277	 * 	157.50	ACR|2VULN|1AART|2CDMG|2ZMB	19LIT|29CDMG|3MBVNT|4CGEN|5RCR|6aZMB|7AART|89VULN|9BPWR
335	33414 24213	   	157.47	DCR|3VULN|1AART|1CDMG	1LIT|24CGEN|3CDMG|5AART|6RCR|789VULN|aLHND
336	11245 21322	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aDUST
337	11245 21323	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aVENICY
338	11245 21326	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aERES
339	11245 23222	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aDUST
340	11245 23223	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aBASHEA
341	11432 51533	   	157.40	DCR|3DMG|2VULN|1DUR	1MLV|269DMG|3CGEN|45VULN|7LIT|8RCR|aDUR
342	11241 15631	   	157.40	DCR|3VULN|2DMG|1DUR	14MLV|24DMG|3RPLT|4BPWR|5MBVNT|6DUR|79aVULN|8RCR
343	33414 24211	   	157.37	DCR|3VULN|1AART|1CDMG	1LIT|24CGEN|3CDMG|5AART|6RCR|789VULN|aERES
344	33414 24212	   	157.37	DCR|3VULN|1AART|1CDMG	1LIT|24CGEN|3CDMG|5AART|6RCR|789VULN|aCANHEL
345	31123 28271	   	157.31	DCR|3VULN|2DMG|1DUR	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aDUR
346	31123 28277	   	157.31	DCR|3VULN|2DMG|1ASPD	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aASPD
347	31363 28271	   	157.31	DCR|3VULN|2DMG|1DUR	18LIT|2BEXP|368VULN|48DMG|5MBVNT|7RCVC|8BPWR|9RCR|aDUR
348	35123 28271	   	157.31	DCR|3VULN|2DMG|1DUR	18LIT|2FEWX|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aDUR
349	51245 21322	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aDUST
350	51245 21323	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8AART|9ZMB|aVENICY
351	51245 23222	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aDUST
352	51245 23223	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	14TLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7RMIN|8AART|9ZMB|aBASHEA
353	33252 61411	   	157.12	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1LIT|2CGEN|3AART|4DUR|5FLTHEA|6RCVC|7RCR|8VULN|9CDMG|aZMB
354	11243 53221	   	157.08	DCR|3DMG|1AART|1VULN	14MLV|246DMG|3RPLT|4BPWR|5TLV|7RCVC|8AART|9RCR|aVULN
355	51243 53221	   	156.98	DCR|3DMG|1AART|1VULN	14TLV|246DMG|3RPLT|4BPWR|5MLV|7RCVC|8AART|9RCR|aVULN
356	41123 21332	   	156.97	DCR|3VULN|1AART|2ZMB	15aVULN|2aZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9aFEWX|aBPWR
357	41123 21352	   	156.97	DCR|3VULN|1AART|2ZMB	15aVULN|2aZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9aBEXP|aBPWR
358	41123 21362	   	156.97	DCR|3VULN|1AART|2ZMB	15aVULN|2aZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9aLWND|aBPWR
359	41321 61126	 * 	156.96	DCR|2VULN|2AART|1CDMG|1ZMB	14VULN|2ZMB|35LIT|6AIRHEL|7CDMG|8RCR|9aAART
360	16223 26623	   	156.86	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|2ZMB|3RPLT|4DUST|568VULN|7RCR|9AART|aDUR
361	32313 41432	   	156.76	DCR|4VULN|1AART|1DUR	1LIT|2DUR|3458VULN|6AART|7RCVC|9DUST|aRCR
362	41122 26623	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	168VULN|2ZMB|3ERES|4RPLT|5DUST|7RCR|9AART|aDUR
363	61123 26623	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1DUST|2ZMB|3ERES|4RPLT|568VULN|7RCR|9AART|aDUR
364	23534 21141	 * 	156.76	DCR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR	19DUR|2BEXP|3RPLT|46VULN|5CDMG|7FLTHEA|8RCR|aDMG
365	23534 51121	   	156.76	DCR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR	16DUR|2BEXP|3RPLT|49VULN|5CDMG|7FLTHEA|8RCR|aDMG
366	41123 21624	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8DMG|9AART|aLHND
367	11151 22225	   	156.71	DCR|2DMG|3CDMG|1AART|1DUR	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7CANSTR|8RCR|9DUR|aAART
368	34322 11436	   	156.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7AART|8DMG|9CGEN|aZMB
369	34322 11452	   	156.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7AART|8DMG|9ZMB|aBEXP
370	34322 31436	   	156.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|69CGEN|7AART|8DMG|aZMB
371	34322 31452	   	156.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6CGEN|7AART|8DMG|9ZMB|aBEXP
372	41123 21622	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8DMG|9AART|aDUST
373	41123 21623	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8DMG|9AART|aVENICY
374	41123 21626	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3aERES|4RPLT|6RCR|7CGEN|8DMG|9AART
375	51151 22225	   	156.61	DCR|2DMG|3CDMG|1AART|1DUR	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7CANSTR|8RCR|9DUR|aAART
376	34322 21436	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7AART|8DMG|9CGEN|aZMB
377	34322 21452	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7AART|8DMG|9ZMB|aBEXP
378	34232 41553	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2CDMG|3MBVNT|4CGEN|5RCR|6ZMB|7AART|8DMG|9VULN|aDUR
379	34322 31426	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6CGEN|7AART|8DMG|9ERES|aZMB
380	36316 32251	   	156.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9ZMB|aRCVC
381	34323 53234	   	156.37	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5LHND|6RCR|7DUR|8AART|9CGEN|aDMG
382	34323 53261	   	156.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5LHND|6RCR|7DUR|8AART|9RPLT|aDMG
383	34332 53234	   	156.37	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4LHND|5ASPD|6RCR|7DUR|8AART|9CGEN|aDMG
384	34332 53261	   	156.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4LHND|5ASPD|6RCR|7DUR|8AART|9RPLT|aDMG
385	41123 24222	   	156.27	DCR|4VULN|1CDMG|1ZMB	1579VULN|2ZMB|3ERES|4RPLT|6RCR|8BELT|aCDMG
386	34323 53214	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5LHND|6RCR|7DUR|8AART|9ERES|aDMG
387	34332 53214	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4LHND|5ASPD|6RCR|7DUR|8AART|9ERES|aDMG
388	11245 21612	   	156.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7CGEN|8NUKE|9ZMB|aAART
389	41123 24423	   	156.17	DCR|4VULN|1CDMG|1ZMB	157aVULN|2ZMB|38ERES|4RPLT|6RCR|9CDMG
390	64313 11511	   	156.17	DCR|3VULN|1AART|1CDMG	1DUST|2BELT|3CDMG|4CGEN|5MGNLIT|6RCR|7AART|89aVULN
391	25615 21321	 * 	156.16	DCR|2VULN|1AART|2CDMG|1DUR	1DUR|2LWND|3AART|4FEWX|58CDMG|6RCR|7aVULN|9TLV
392	41123 21616	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3ERES|49RPLT|6RCR|7CGEN|8DMG|aAART
393	34322 16612	 * 	156.08	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6MLV|7DMG|89DUR|aAART
394	34322 36612	   	156.08	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6CGEN|7DMG|89DUR|aAART
395	11211 24356	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3RPLT|4ZMB|58ERES|6RCR|79VULN|aAART
396	42133 65333	   	156.02	DCR|4VULN|1AART	157aVULN|2CGEN|37ERES|47MLV|6RCR|7BPWR|8AART|9TLV
397	34322 26612	   	155.98	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6TLV|7DMG|89DUR|aAART
398	33242 16134	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|25CGEN|3AART|45VULN|5BPWR|6RPLT|7DMG|8MBVNT|9RCR|aCDMG
399	31416 31362	   	155.84	DCR|2AART|1DMG|1VULN|1CDMG	13LIT|23BEXP|3BPWR|4CDMG|57AART|6RCR|8LWND|9DMG|aVULN
400	34412 53231	   	155.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9CGEN|aRCVC
401	41244 11121	   	155.75	DCR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	19VULN|2ZMB|3BEXP|4DUR|5ASPD|6RMIN|7FLTHEA|8RCR|aDMG
402	11412 31631	   	155.71	DCR|2VULN|2DMG|1AART	1MLV|26DMG|3CGEN|4LHND|56VULN|6BPWR|7RPLT|8LSRICY|9RCR|aAART
403	11442 31631	   	155.71	DCR|2VULN|2DMG|1AART	1MLV|26DMG|3CGEN|4LWND|56VULN|6BPWR|7RPLT|8LSRICY|9RCR|aAART
404	34412 53221	   	155.69	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9ERES|aRCVC
405	36316 32521	   	155.64	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2RMIN|3TLV|4CDMG|59AART|6RCR|7DMG|8CGEN|aVULN
406	11462 32343	   	155.61	DCR|2VULN|2DMG|1AART	1MLV|26DMG|3CGEN|4FEWX|56VULN|6BPWR|7LSRICY|8ERES|9RCR|aAART
407	51412 31631	   	155.61	DCR|2VULN|2DMG|1AART	1TLV|26DMG|3CGEN|4LHND|56VULN|6BPWR|7RPLT|8LSRICY|9RCR|aAART
408	43621 31143	   	155.61	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2BEXP|3SNIHEL|46RCVC|7ZMB|8AART|9RCR|aDMG
409	21323 55224	   	155.52	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LIT|4aVULN|5CDMG|6RCR|7DMG|8RCVC|9LHND
410	21323 55234	   	155.52	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LIT|4aVULN|5CDMG|6RCR|7DMG|8RCVC|9BEXP
411	41123 25613	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	158VULN|2ZMB|3ERES|49RPLT|6RCR|7DUR|aDMG
412	31313 62561	   	155.50	DCR|4VULN|3ZMB	17LIT|2BEXP|3457VULN|679ZMB|7BPWR|8RCR|aCGEN
413	31313 62562	   	155.50	DCR|4VULN|3ZMB	17LIT|2BEXP|3457VULN|679ZMB|7BPWR|8RCR|aFEWX
414	31313 62563	   	155.50	DCR|4VULN|3ZMB	17aLIT|2BEXP|3457VULN|679ZMB|7BPWR|8RCR
415	11241 51435	   	155.48	DCR|3DMG|1AART|1VULN	14MLV|24aDMG|3RPLT|4BPWR|5MBVNT|6LIT|7AART|8VULN|9RCR
416	41333 62215	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aVULN|2ZMB|3LIT|4FEWX|5CDMG|6DUR|7RCR|8AART|9ERES
417	41123 24223	   	155.45	DCR|5VULN|1ZMB	1579aVULN|2ZMB|3ERES|4RPLT|6RCR|8BELT
418	34322 11253	 * 	155.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9aDUR
419	34322 31253	   	155.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9aDUR
420	34322 51253	   	155.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7AART|9aDUR
421	33242 23763	   	155.38	DCR|3VULN|1AART|1DMG	1LIT|25CGEN|3AART|456VULN|5BPWR|7MBVNT|8DMG|9AIRHEL|aRCR
422	35313 61135	   	155.38	DCR|3VULN|1AART|1DMG	1LIT|2FEWX|345VULN|6RPLT|7AART|8MBVNT|9RCR|aDMG
423	11245 22161	   	155.36	DCR|3VULN|2DMG	14MLV|24DMG|3RPLT|4BPWR|59aVULN|6RCR|7LHND|8LWND
424	11151 21335	   	155.33	DCR|2DMG|3CDMG|1VULN|1ZMB	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aLHND
425	11151 21336	   	155.33	DCR|2DMG|3CDMG|1VULN|1ZMB	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aBEXP
426	34322 21253	   	155.30	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9aDUR
427	33414 23523	   	155.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	17LIT|24CGEN|3CDMG|5AART|6RCR|8DMG|9VULN|aZMB
428	11215 54312	 * 	155.28	DCR|2DMG|1AART|1VULN|2ZMB	1MLV|26DMG|3RPLT|45ZMB|7LIT|8RCR|9VULN|aAART
429	34216 44348	 * 	155.28	DCR|2VULN|1AART|2CDMG|2ZMB	19LIT|26CDMG|3MBVNT|49VULN|59ZMB|7BELT|8RCR|9BPWR|aAART
430	11245 21623	   	155.26	DCR|3DMG|2VULN	14MLV|249DMG|3RPLT|4BPWR|5aVULN|6RCR|7CGEN|8NUKE
431	11245 24223	   	155.26	DCR|3VULN|2DMG	14MLV|24DMG|3RPLT|4BPWR|579VULN|6RCR|8BELT|aERES
432	11151 21331	   	155.23	DCR|2DMG|3CDMG|1VULN|1ZMB	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aERES
433	11151 21332	   	155.23	DCR|2DMG|3CDMG|1VULN|1ZMB	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aDUST
434	11154 21333	   	155.23	DCR|2DMG|3CDMG|1VULN|1ZMB	1MLV|2aDMG|3RCVC|456CDMG|7ZMB|8VULN|9RCR
435	51151 21335	   	155.23	DCR|2DMG|3CDMG|1VULN|1ZMB	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aLHND
436	51151 21336	   	155.23	DCR|2DMG|3CDMG|1VULN|1ZMB	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aBEXP
437	36316 32236	   	155.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9CGEN|aZMB
438	36316 32252	   	155.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9ZMB|aBEXP
439	36316 32316	   	155.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	18LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|9VULN|aZMB
440	41321 14116	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6aDMG|7RCR|8ASPD|9BEXP
441	41321 14136	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6aDMG|7RCR|8ASPD|9FEWX
442	51151 21331	   	155.13	DCR|2DMG|3CDMG|1VULN|1ZMB	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aERES
443	51151 21332	   	155.13	DCR|2DMG|3CDMG|1VULN|1ZMB	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7ZMB|8VULN|9RCR|aDUST
444	51154 21333	   	155.13	DCR|2DMG|3CDMG|1VULN|1ZMB	1TLV|2aDMG|3RCVC|456CDMG|7ZMB|8VULN|9RCR
445	23534 21152	   	155.10	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2BEXP|3RPLT|46VULN|5CDMG|7FLTHEA|8RCR|9AART|aDUST
446	31123 48262	   	155.01	DCR|3VULN|2DMG|1ASPD	168LIT|2BEXP|38DMG|468VULN|5MBVNT|68BPWR|7RCVC|9ASPD|aRCR
447	35123 48262	   	155.01	DCR|3VULN|2DMG|1ASPD	168LIT|2FEWX|38DMG|468VULN|5MBVNT|68BPWR|7RCVC|9ASPD|aRCR
448	11312 32131	   	155.00	DCR|3DMG|2VULN|1DUR	1MLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8DUST|9RCR
449	11312 32344	   	155.00	DCR|3DMG|2VULN|1DUR	1MLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8ERES|9RCR
450	64411 43244	   	154.96	DCR|3VULN|2DMG	1DUST|2BELT|3aDMG|4MBVNT|589VULN|6RCR|7LEGI
451	34232 41271	   	154.95	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4CGEN|5RCR|6ZMB|7AART|89VULN|9BPWR|aRCVC
452	31123 31388	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2BEXP|3aDMG|4VULN|5MBVNT|6CGEN|7RCR|8AART|9ZMB
453	31363 31388	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2BEXP|3VULN|4aDMG|5MBVNT|6CGEN|7RCR|8AART|9ZMB
454	11312 35131	   	154.90	DCR|3DMG|2VULN|1DUR	1MLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRREG|8DUST|9RCR
455	11312 35344	   	154.90	DCR|3DMG|2VULN|1DUR	1MLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRREG|8ERES|9RCR
456	51312 32131	   	154.90	DCR|3DMG|2VULN|1DUR	1TLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8DUST|9RCR
457	51312 32344	   	154.90	DCR|3DMG|2VULN|1DUR	1TLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8ERES|9RCR
458	34282 41271	   	154.85	ACR|2VULN|1AART|2CDMG|1ZMB	19LIT|29CDMG|3MBVNT|4TLV|5RCR|6ZMB|7AART|89VULN|9BPWR|aRCVC
459	51312 35131	   	154.80	DCR|3DMG|2VULN|1DUR	1TLV|26aDMG|3DUR|4CGEN|56VULN|6BPWR|7LSRREG|8DUST|9RCR
460	31313 62535	   	154.80	DCR|5VULN|2ZMB	17LIT|2BEXP|3457aVULN|67ZMB|7BPWR|8RCR|9FEWX
461	41123 21323	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	15VULN|29ZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|aCDMG
462	41123 23223	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	15VULN|29ZMB|3ERES|4RPLT|6RCR|7RMIN|8AART|aCDMG
463	34322 11235	 * 	154.62	ACR|2VULN|2AART|1CDMG|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7aAART|9RPLT
464	34322 31235	   	154.62	ACR|2VULN|2AART|1CDMG|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7aAART|9RPLT
465	34322 51235	   	154.62	ACR|2VULN|2AART|1CDMG|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7aAART|9RPLT
466	33252 11411	   	154.62	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1LIT|26CGEN|3AART|4DUR|5FLTHEA|7RCR|8VULN|9CDMG|aZMB
467	33252 21411	   	154.62	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	16LIT|2CGEN|3AART|4DUR|5FLTHEA|7RCR|8VULN|9CDMG|aZMB
468	32313 45432	   	154.56	DCR|4VULN|1AART|1DUR	17LIT|2DUR|3458VULN|6AART|9DUST|aRCR
469	41321 14221	   	154.52	DCR|3VULN|1DMG|1ZMB|1DUR	148VULN|2ZMB|35LIT|6DMG|7RCR|9DUR|aRCVC
470	34322 51243	   	154.52	ACR|2VULN|2AART|1CDMG|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7aAART|9DUST
471	34412 53212	   	154.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9LHND|aRMIN
472	34412 53232	   	154.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9CGEN|aBEXP
473	34362 43212	   	154.46	DCR|2VULN|2DMG|1CDMG|1ZMB	1LIT|2CDMG|38VULN|46ERES|5ZMB|79DMG|aRCR
474	34412 53211	   	154.39	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9LHND|aLEGI
475	34412 53213	   	154.39	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9LHND|aDUST
476	34412 53222	   	154.39	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3DUR|48VULN|5ASPD|6RCR|7AART|9ERES|aBEXP
477	34214 41538	   	154.37	DCR|3VULN|1AART|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7BELT|aAART
478	32416 31331	 * 	154.32	DCR|2AART|2CDMG|1VULN|2DUR	13LIT|23DUR|3BPWR|49CDMG|57AART|6RCR|8LWND|aVULN
479	34216 33472	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3MBVNT|48VULN|5ZMB|6CGEN|7RCR|9ASPD|aAART
480	21323 11354	   	154.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|2ZMB|3LIT|48VULN|5CDMG|6MLV|7AART|aRCR
481	21323 31554	   	154.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|2ZMB|3LIT|48VULN|5CDMG|6CGEN|7AART|aRCR
482	34362 23222	   	154.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|2CDMG|368VULN|4ERES|5ZMB|7DMG|9RCVC|aRCR
483	32313 62531	 * 	154.20	DCR|4VULN|2ZMB|2DUR	17LIT|2aDUR|3457VULN|67ZMB|7BPWR|8RCR|9FEWX
484	34322 11335	   	154.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3aVULN|4ASPD|5RCR|6MLV|7AART|8LHND|9ZMB
485	34322 11635	   	154.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2CDMG|3aVULN|4ASPD|5RCR|6MLV|7AART|8BEXP|9ZMB
