0	Index      	 *	Score 	Summary	Detail	
1	22132 23554	 * 	191.67	ACR|3DMG|1AART|1VULN|2CDMG|1ZMB	18TLV|28aDMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9VULN
321	42113 11431	   	165.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8RCVC|9RPLT|aVULN
322	21523 31124	   	164.98	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8aBEXP
323	21523 31222	   	164.98	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8LWND|aDMSP
324	21523 31224	   	164.98	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8LWND|aBEXP
325	21523 31226	   	164.98	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8LWND|aFEWX
326	23522 31322	   	164.98	DCR|3VULN|1AART|1DMG	149TLV|29BEXP|3AART|579VULN|6RCR|8BELT|9BPWR|aDMG
327	22365 11253	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2DMG|3LIT|4ZMB|56VULN|7LHND|8RCR|9CDMG|aAART
328	41135 43322	   	164.98	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1SELL	1ASPD|29VULN|3SELL|46ZMB|5AART|7LHND|8RCR|aDMG
329	41122 22221	   	164.94	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	1ASPD|2aVULN|3SELL|4LWND|5ZMB|6aDMG|7LIT|8RCR|9aDUR|aBPWR
330	42153 12231	   	164.94	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	1ASPD|2aDMG|3ZMB|4SELL|5LIT|6aDUR|7LWND|8RCR|9aVULN|aBPWR
331	42153 53221	   	164.94	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	1ASPD|2aDMG|3ZMB|4SELL|5LIT|6aVULN|7LWND|8RCR|9aDUR|aBPWR
332	16365 23213	   	164.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LWND|27DUR|38VULN|4DMG|5RCVC|6CDMG|9AART|aRCR
333	16321 52126	   	164.89	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1LWND|2DUR|38VULN|4AART|5CDMG|6CGEN|7RCR|9ASPD|aZMB
334	43334 12136	   	164.89	ACR|2VULN|2DMG|2ASPD|1ZMB	1aASPD|237BEXP|4RCR|5ZMB|6RCVC|8aVULN|9aDMG|aBPWR
335	21523 31121	   	164.88	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8BEXP|aDUST
336	21523 31122	   	164.88	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8BEXP|aLEGI
337	21523 31123	   	164.88	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8BEXP|aERES
338	21523 31221	   	164.88	DCR|3VULN|1AART|1DMG	1TLV|279VULN|3AART|4MLV|5DMG|6RCR|8LWND|aDUST
339	41135 32322	   	164.88	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1SELL	1ASPD|29VULN|3SELL|47ZMB|5AART|6DUST|8RCR|aDMG
340	21525 21163	   	164.82	DCR|2AART|2VULN|1DMG|1CDMG	1TLV|26VULN|37AART|4MLV|5CDMG|8DMG|9LHND|aRCR
341	42642 11332	 * 	164.81	DCR|3DMG|1AART|1CDMG|1ASPD	1ASPD|248DMG|3RCVC|5LWND|6AART|7RCR|9RMIN|aCDMG
342	16321 22126	   	164.79	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|38VULN|4AART|5CDMG|6ERES|7RCR|9ASPD|aZMB
343	21523 31354	   	164.78	DCR|2VULN|1AART|1DMG|2ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8RCVC|9aASPD
344	21525 21153	   	164.72	DCR|2AART|2VULN|1DMG|1CDMG	1TLV|26VULN|37AART|4MLV|5CDMG|8DMG|9DUST|aRCR
345	21531 36621	   	164.71	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1TLV|2aVULN|3AART|48ZMB|5CGEN|6RCR|7CDMG|9ASPD
346	43631 51131	   	164.69	DCR|2VULN|3ZMB|1AART|1ASPD	1ASPD|2BEXP|3AART|489ZMB|5CGEN|6RCR|7aVULN
347	42113 11222	   	164.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8BASHEA|9RCVC|aVULN
348	41412 23213	   	164.64	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|258VULN|3LHND|47DUR|6CDMG|9AART|aRCR
349	16321 32533	   	164.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1LWND|2DUR|3aVULN|46AART|5CDMG|7ZMB|8RPLT|9RCR
350	46238 11122	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8BEXP|aLHND
351	46238 11123	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8BEXP|aFEWX
352	46238 11144	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|567aVULN|8BEXP|9DMSP
353	46238 11224	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8LWND|aBEXP
354	46238 11424	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|567aVULN|8MLV|9BEXP
355	46238 11434	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|567aVULN|8MLV|9LHND
356	46238 11442	   	164.58	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8MLV|aDMSP
357	16321 12253	   	164.50	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1LWND|2DUR|36VULN|4aAART|5CDMG|7ZMB|8TLV|9RCR
358	22132 23564	   	164.49	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9RCVC|aDUR
359	46238 11121	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8BEXP|aDUST
360	46238 11134	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|567aVULN|8BEXP|9LEGI
361	46238 11221	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8LWND|aDUST
362	46238 11222	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8LWND|aLEGI
363	46238 11223	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8LWND|aERES
364	46238 11441	   	164.48	ACR|4VULN|1AART|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5679VULN|8MLV|aDUST
365	41122 12322	   	164.38	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1SELL	1ASPD|29VULN|3SELL|4LWND|57ZMB|6AART|8RCR|aDMG
366	21533 51215	   	164.28	DCR|2VULN|1AART|1DMG|2ZMB	1aTLV|27VULN|3AART|4aZMB|5DMG|6RCR|8LWND|9aLIT|aBPWR
367	46233 81113	 * 	164.19	ACR|3AART|2VULN|1CDMG|1ASPD	1ASPD|29aAART|3MBVNT|4RCR|5CDMG|68VULN|7FEWX
368	21533 54122	   	164.18	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7LHND|aDMSP
369	46233 27421	   	164.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6CGEN|7RCVC|8ZMB|9DMG|aVULN
370	46233 37144	   	164.12	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6FEWX|7LHND|89aVULN
371	32326 67233	   	164.12	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2FEWX|36aVULN|4AART|5MBVNT|7DMG|8ASPD|9RCR
372	33326 67233	   	164.12	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2BEXP|36aVULN|4AART|5MBVNT|7DMG|8ASPD|9RCR
373	21533 54121	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7LHND|aDUST
374	21533 56124	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7MBVNT|aBEXP
375	23543 51121	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|2BEXP|3AART|48ZMB|5DMG|6RCR|79VULN|aDUST
376	23543 51122	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|2BEXP|3AART|48ZMB|5DMG|6RCR|79VULN|aLEGI
377	23543 51123	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|2BEXP|3AART|48ZMB|5DMG|6RCR|79VULN|aERES
378	21324 43361	 * 	164.06	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1TLV|238VULN|4DUR|5ZMB|6RCR|7FLTHEA|9CDMG|aRCVC
379	46231 14822	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3MBVNT|4RCR|5DUR|689VULN|aLHND
380	46231 14823	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3MBVNT|4RCR|5DUR|689VULN|aFEWX
381	46231 14844	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3MBVNT|4RCR|5DUR|68aVULN|9DMSP
382	46231 21822	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|789VULN|aLHND
383	46231 21823	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|789VULN|aFEWX
384	46231 21844	   	164.02	ACR|3VULN|1AART|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|78aVULN|9DMSP
385	46233 82424	   	164.02	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|689VULN|7RMIN|aBASICY
386	16362 23113	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LWND|27DUR|35VULN|4DMG|6CDMG|8RCVC|9AART|aRCR
387	21533 56121	   	163.98	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7MBVNT|aDUST
388	21533 56122	   	163.98	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7MBVNT|aLEGI
389	21533 56123	   	163.98	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|29VULN|3AART|48ZMB|5DMG|6RCR|7MBVNT|aERES
390	21533 56134	   	163.98	DCR|2VULN|1AART|1DMG|2ZMB	1TLV|2aVULN|3AART|48ZMB|5DMG|6RCR|7MBVNT|9LEGI
391	21324 41323	   	163.95	DCR|3VULN|1AART|2DUR|1ZMB	1TLV|238VULN|49DUR|5ZMB|6RCR|7BEXP|aAART
392	46227 32323	   	163.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1ASPD|26AART|3MBVNT|4TLV|5CDMG|79VULN|8RCR|aDUR
393	46231 14821	   	163.92	ACR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3MBVNT|4RCR|5DUR|689VULN|aDUST
394	46231 14834	   	163.92	ACR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3MBVNT|4RCR|5DUR|68aVULN|9LEGI
395	46231 21821	   	163.92	ACR|3VULN|1AART|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|789VULN|aDUST
396	46231 21834	   	163.92	ACR|3VULN|1AART|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|78aVULN|9LEGI
397	46233 83121	   	163.92	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|69aVULN|78ERES
398	46233 33821	   	163.87	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	18ASPD|2AART|3MBVNT|4RCR|57CDMG|6FEWX|9DMG|aVULN
399	22133 15622	   	163.79	ACR|3DMG|1AART|1CDMG|1ZMB	1TLV|278DMG|3ZMB|4RCR|56DUST|9AART|aCDMG
400	21523 34221	   	163.77	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1TLV|2VULN|39AART|4MLV|5DMG|6RCR|7LHND|8ASPD|aFLTHEA
401	21563 34221	   	163.77	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1TLV|2VULN|39AART|4CGEN|5DMG|6RCR|7LHND|8ASPD|aFLTHEA
402	21332 53254	   	163.77	DCR|3VULN|2DMG|1ZMB	1aTLV|23aVULN|4ZMB|5MBVNT|6RMIN|7RCR|8BEXP|9aDMG|aBPWR
403	21332 53754	   	163.77	DCR|3VULN|2DMG|1ZMB	1aTLV|23aVULN|4ZMB|5MBVNT|6RMIN|7RCR|8FEWX|9aDMG|aBPWR
404	12161 53112	   	163.72	DCR|3VULN|3DMG	1LWND|2MGNSTR|3FEWX|478DMG|56aVULN|9RCR
405	12361 53112	   	163.72	DCR|3VULN|3DMG	1LWND|2MGNSTR|3LHND|478DMG|56aVULN|9RCR
406	21533 51332	   	163.71	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|89RCVC|aLHND
407	21533 51333	   	163.71	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|89RCVC|aMLV
408	21533 51334	   	163.71	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|89RCVC|aLIT
409	21533 51335	   	163.71	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|89RCVC|aFEWX
410	21533 51336	   	163.71	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|89RCVC|aBEXP
411	16321 52153	   	163.69	DCR|2AART|2VULN|1CDMG|2DUR	1LWND|2aDUR|38VULN|49AART|5CDMG|6CGEN|7RCR
412	21523 36273	   	163.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2VULN|3aAART|4MLV|5DMG|6RCR|7MBVNT|8ASPD|9CDMG
413	41135 23323	   	163.65	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD|1SELL	1ASPD|269VULN|3SELL|4ZMB|5AART|7LHND|8RCR|aDUR
414	41135 25323	   	163.65	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR|1SELL	1ASPD|269VULN|3SELL|4ZMB|5AART|7BEXP|8RCR|aDUR
415	12561 53112	   	163.62	DCR|3VULN|3DMG	1LWND|2MGNSTR|3LEGI|478DMG|56aVULN|9RCR
416	46234 14812	   	163.60	ACR|3VULN|1AART|3ASPD	17aASPD|2AART|3MBVNT|4RCR|5FEWX|68aVULN|9aLIT|aBPWR
417	46234 21812	   	163.60	ACR|3VULN|1AART|3ASPD	16aASPD|2AART|3MBVNT|4RCR|5FEWX|78aVULN|9aLIT|aBPWR
418	21216 31354	   	163.58	DCR|2VULN|1AART|1DMG|2ASPD	1TLV|27VULN|3MLV|4aASPD|5AART|6RCR|8RCVC|9DMG
419	41135 35323	   	163.55	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR|1SELL	1ASPD|279VULN|3SELL|4ZMB|5AART|6DUST|8RCR|aDUR
420	46231 13241	   	163.43	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7LIT|8DMG|9RCVC
421	12251 23333	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2MGNSTR|3ASPD|45VULN|6AART|7CDMG|8RCR|9FEWX|aDMG
422	46234 14241	   	163.40	ACR|3VULN|1AART|3ASPD	178ASPD|2AART|3MBVNT|4RCR|5FEWX|69aVULN
423	46234 21241	   	163.40	ACR|3VULN|1AART|3ASPD	168ASPD|2AART|3MBVNT|4RCR|5FEWX|79aVULN
424	46236 14241	   	163.40	ACR|3VULN|1AART|3ASPD	178ASPD|2AART|3MBVNT|4RCR|5BEXP|69aVULN
425	46236 21241	   	163.40	ACR|3VULN|1AART|3ASPD	168ASPD|2AART|3MBVNT|4RCR|5BEXP|79aVULN
426	46238 44241	   	163.40	ACR|3VULN|1AART|3ASPD	178ASPD|2AART|3MBVNT|4RCR|59aVULN|6BEXP
427	22132 23223	   	163.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2DMG|3ZMB|4RCR|5BEXP|6CDMG|7aAART|8ERES|9VULN
428	21533 54221	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2VULN|3AART|4ZMB|5DMG|6RCR|7LHND|8BELT|9CDMG|aDUR
429	21523 34163	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2VULN|3AART|4MLV|5DMG|6RCR|7LHND|8ZMB|9CDMG|aDUR
430	23543 51321	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2BEXP|3AART|4ZMB|5DMG|6RCR|7VULN|8LIT|9CDMG|aDUR
431	41612 27114	 * 	163.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	14ASPD|26VULN|3MLV|5MBVNT|7CDMG|8DMG|9AART|aRCR
432	41135 23326	   	163.33	DCR|3VULN|1AART|2ASPD|1ZMB|1SELL	1aASPD|269VULN|3SELL|4ZMB|5AART|7LHND|8RCR
433	32321 12653	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	1LHND|2FEWX|369VULN|4AART|5CDMG|78ZMB|aRCR
434	33321 12653	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	1LHND|2BEXP|369VULN|4AART|5CDMG|78ZMB|aRCR
435	21323 46213	   	163.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|238VULN|4DUR|5RMIN|6ZMB|7CDMG|9AART|aRCR
436	21324 66213	   	163.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|238VULN|4DUR|5ZMB|6MLV|7CDMG|9AART|aRCR
437	21512 31425	   	163.30	DCR|3VULN|2AART|1DUR	1TLV|279VULN|3aAART|45LHND|6RCR|8DUR
438	41162 18442	   	163.27	DCR|2VULN|2AART|1DMG|1ASPD|1SELL	1ASPD|28VULN|3SELL|4MLV|5MBVNT|69AART|7RCR|aDMG
439	21336 43172	 * 	163.27	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1TLV|23VULN|4ZMB|5LWND|6RCR|7FLTHEA|8MBVNT|9CDMG|aAART
440	21533 56321	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8LIT|9CDMG|aDUR
441	21531 36222	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18TLV|2VULN|3AART|4ZMB|5CGEN|6RCR|7CDMG|9ASPD|aDMG
442	46231 22324	 * 	163.23	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	16ASPD|2AART|3MBVNT|4RCR|5DUR|78ZMB|9aVULN
443	21312 28214	   	163.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|236VULN|4ASPD|5MBVNT|7ZMB|8CDMG|9AART|aRCR
444	21332 27714	   	163.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|236VULN|4ZMB|5MBVNT|7CDMG|8ASPD|9AART|aRCR
445	21324 43311	 * 	163.21	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aLIT
446	21324 43313	   	163.21	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aFEWX
447	21324 43315	   	163.21	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aBEXP
448	21324 43316	   	163.21	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aLHND
449	21324 43334	   	163.21	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|238aVULN|4DUR|5ZMB|6RCR|7FLTHEA|9MLV
450	41521 31512	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|27VULN|3AART|4TLV|5CGEN|6RCR|8DMG|9DUR|aLIT
451	41521 31513	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|27VULN|3AART|4TLV|5CGEN|6RCR|8DMG|9DUR|aLWND
452	21523 31512	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9DUR|aLIT
453	21523 31513	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9DUR|aLWND
454	21523 31526	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9BEXP|aDUR
455	21523 31535	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9LHND|aDUR
456	21563 31512	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8ASPD|9DUR|aLIT
457	21563 31513	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8ASPD|9DUR|aLWND
458	46233 26312	   	163.18	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6CGEN|7VULN|8DMG|9aDUR
459	42113 11341	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8LHND|9LIT|aVULN
460	42113 11551	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8LIT|9LWND|aVULN
461	42113 11641	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8LWND|9LIT|aVULN
462	52222 61325	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2BEXP|3LWND|45DMG|6RCR|7VULN|8ZMB|9DUR|aAART
463	21334 43172	   	163.17	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1TLV|23VULN|4ZMB|5LEGI|6RCR|7FLTHEA|8MBVNT|9CDMG|aAART
464	21533 53111	   	163.13	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1TLV|2VULN|3AART|4ZMB|5DMG|6RCR|78ERES|9DUR|aFLTHEA
465	21324 43312	   	163.11	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aLEGI
466	21324 43314	   	163.11	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1TLV|2389VULN|4DUR|5ZMB|6RCR|7FLTHEA|aERES
467	21523 31514	   	163.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9DUR|aDUST
468	42113 11254	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8BASHEA|9MLV|aVULN
469	46423 31141	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3ZMB|49DMG|5LWND|6MBVNT|7VULN|8RCR|aFEWX
470	46423 31143	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3ZMB|49DMG|5LWND|6MBVNT|7VULN|8RCR|aCGEN
471	46423 33144	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3ZMB|49DMG|5LWND|6MBVNT|7LHND|8RCR|aVULN
472	41112 15324	   	163.05	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR|1SELL	1ASPD|279VULN|3SELL|4DUR|5ZMB|6AART|8RCR|aFEWX
473	41531 16323	   	162.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|29VULN|3AART|4ZMB|5CGEN|6TLV|7CDMG|8RCR|aDUR
474	22113 11565	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1TLV|2DMG|35ZMB|4ASPD|6AART|7RCR|8LIT|9CDMG|aVULN
475	21563 31161	   	162.98	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8BEXP|9RMIN|aFLTHEA
476	21563 31261	   	162.98	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8LWND|9RMIN|aFLTHEA
477	42113 11234	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|24DMG|3ZMB|5CGEN|6AART|7RCR|8BASHEA|9ERES|aVULN
478	46333 16143	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3LWND|4ZMB|5NUKE|6aVULN|7MBVNT|8RCR|9DMG
479	46333 31143	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3LWND|4ZMB|5NUKE|6MBVNT|7aVULN|8RCR|9DMG
480	22335 51223	   	162.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1TLV|26DMG|3LIT|4CANHEL|56DUR|6BPWR|7AART|8ZMB|9RCR|aVULN
481	23543 36323	   	162.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2BEXP|3aAART|4ZMB|5DMG|6CDMG|7ERES|8RCR|9VULN
482	22132 23513	   	162.89	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9LHND|aDUR
483	22132 23524	   	162.89	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9ASPD|aFEWX
484	22132 23532	   	162.89	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9RMIN|aASPD
485	22132 23543	   	162.89	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9LWND|aDUR
