0	Index      	 *	Score 	Summary	Detail	
1	21313 12621	 * 	202.63	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG|2DUR	1RCR|27ASPD|37VULN|4ERES|5CDMG|67DUR|7BPWR|8aAART|9DMG
319	21225 21625	   	176.54	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5CGEN|67aVULN|8DMG|9DUST
320	25113 36413	   	176.54	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2BEXP|37aVULN|4AART|5BELT|6ERES|8ASPD|9DMG
321	32114 63361	   	176.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2FEWX|348VULN|5LWND|6ZMB|7DMG|9AART|aRCR
322	35213 63361	   	176.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|248VULN|3LWND|5BEXP|6ZMB|7DMG|9AART|aRCR
323	64113 33361	   	176.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	138VULN|2LWND|4FEWX|5ZMB|6CDMG|7DMG|9AART|aRCR
324	26154 33322	   	176.53	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|2LWND|3aVULN|4BEXP|5SELL|68DMG|7AART|9DUR
325	21322 41111	   	176.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3aVULN|4DUR|5BEXP|6LHND|7DMG|8AART|9ZMB
326	21361 41111	   	176.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2ASPD|3aVULN|4BEXP|5DUR|6LHND|7DMG|8AART|9ZMB
327	26112 43111	   	176.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2LWND|3aVULN|4DUR|5DMG|6LHND|7ASPD|8AART|9ZMB
328	26162 53111	   	176.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2LWND|3aVULN|4LHND|5DMG|6DUR|7ASPD|8AART|9ZMB
329	26112 22322	   	176.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|26LWND|39VULN|4DUR|56DMG|6BPWR|7CGEN|8ZMB|aCDMG
330	21341 34353	   	176.51	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1RCR|2aASPD|3VULN|4aLIT|5AART|6DUR|7DMG|8aCDMG|9RPLT|aBPWR
331	25113 16253	   	176.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2BEXP|3VULN|49AART|5BELT|6LIT|7aDMG|8ZMB
332	35552 32121	 * 	176.47	DCR|3VULN|1AART|3DUR|2ZMB|1CDMG	1CDMG|246VULN|34ZMB|4BPWR|578DUR|9AART|aRCR
333	21341 32422	   	176.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|37aVULN|4LIT|5AART|6DUR|8DUST|9CDMG
334	63132 61161	   	176.43	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	135VULN|2DUST|4DMG|6ZMB|7CDMG|8LHND|9AART|aRCR
335	21534 11251	   	176.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|27ASPD|37DUR|4CGEN|5FEWX|67DMG|7BPWR|8VULN|9MGNLIT|aAART
336	21323 41111	   	176.43	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3aVULN|4DUR|5DUST|6LHND|7DMG|8AART|9ZMB
337	21341 34263	   	176.42	ACR|2VULN|2DMG|1AART|2ZMB|1DUR|1ASPD|1MSE	1RCR|2ASPD|3aVULN|4LIT|5AART|6DUR|7aDMG|8MSE|9aZMB|aBPWR
338	21543 22313	   	176.41	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|578aVULN|6AART|9BEXP
339	21543 22323	   	176.41	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|578aVULN|6AART|9LHND
340	23436 51332	   	176.34	ACR|3VULN|3DMG	1RCR|289LIT|34ERES|589DMG|689VULN|7RCVC|89BPWR|aCGEN
341	23436 51333	   	176.34	ACR|3VULN|3DMG	1RCR|289LIT|34ERES|589DMG|689VULN|7RCVC|89BPWR|aLHND
342	21232 33265	   	176.34	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG|1DUR	1RCR|29ASPD|3RCVC|4DUR|59VULN|6CDMG|7TLV|89ZMB|9BPWR|aDMG
343	21514 11251	   	176.33	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|27ASPD|37DUR|4ERES|5FEWX|67DMG|7BPWR|8VULN|9MGNLIT|aAART
344	21325 13631	   	176.32	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|29ASPD|39VULN|4DUR|5CGEN|69DMG|7DLOT|8LEGI|9BPWR|aZMB
345	21543 22353	   	176.31	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|578aVULN|6AART|9DUST
346	24213 12422	   	176.31	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2VENICY|3CGEN|4DUR|589aVULN|6AART|7ASPD
347	26121 21131	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3aVULN|4RPLT|5BEXP|6CDMG|7DMG|8AART|9ZMB
348	26121 25141	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3aVULN|4RPLT|5BEXP|6CDMG|7ZMB|8AART|9DMG
349	25162 23135	   	176.24	ACR|3VULN|3DMG	1RCR|267BEXP|38aVULN|4aDUST|56aDMG|6aBPWR|9RCVC
350	21514 11231	   	176.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|27ASPD|37DUR|4ERES|5FEWX|67DMG|7BPWR|8VULN|9BASHEA|aAART
351	21516 11231	   	176.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|27ASPD|37DUR|4ERES|5BEXP|67DMG|7BPWR|8VULN|9BASHEA|aAART
352	25222 22113	   	176.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|2BEXP|39DUST|4ERES|5CDMG|69DUR|7VULN|89DMG|9BPWR|aAART
353	21324 13631	   	176.22	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|29ASPD|39VULN|4DUR|5TLV|69DMG|7DLOT|8LEGI|9BPWR|aZMB
354	25633 62213	   	176.22	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|28BEXP|3AART|4DLOT|5FEWX|689VULN|78DUR|8BPWR|aCDMG
355	24513 12422	   	176.21	ACR|4VULN|1AART|1DUR|1ASPD	1RCR|2VENICY|3ERES|4DUR|589aVULN|6AART|7ASPD
356	25362 33622	   	176.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2BEXP|3ERES|4DMSP|5VULN|6CDMG|79DMG|8AART|aZMB
357	26126 21131	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3aVULN|4RPLT|5DUST|6CDMG|7DMG|8AART|9ZMB
358	26112 41124	   	176.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LWND|3aVULN|4DUR|57DMG|6LHND|8AART|9LIT
359	23221 63146	   	176.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|27LIT|3RMIN|467VULN|5AART|7BPWR|8LWND|9DMG|aDUR
360	23221 63262	   	176.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|27LIT|3RMIN|467VULN|5AART|7BPWR|8MLV|9ASPD|aDMG
361	24226 25311	   	176.14	ACR|3VULN|3DMG	1RCR|2VENICY|35CGEN|458DMG|5BPWR|69aVULN|7LIT
362	35112 13321	   	176.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|23VULN|4ERES|5DUR|6AART|7FEWX|89DMG|aRCR
363	25312 33622	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2BEXP|34ERES|5VULN|6CDMG|79DMG|8AART|aZMB
364	25322 33622	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2BEXP|35ERES|4VULN|6CDMG|79DMG|8AART|aZMB
365	24621 23223	   	176.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28VENICY|38DUR|4LIT|5CGEN|6AART|78VULN|8BPWR|9DMG|aZMB
366	26112 41161	   	176.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LWND|3aVULN|4DUR|57DMG|6LHND|8AART|9DUST
367	21341 63332	   	176.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|368VULN|4LIT|5AART|7FEWX|9DMSP|aDMG
368	21341 63341	   	176.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|368VULN|4LIT|5AART|7FEWX|9DMG|aRPLT
369	21341 63342	   	176.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|368VULN|4LIT|5AART|7FEWX|9DMG|aLHND
370	23221 22332	   	176.04	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3RMIN|478VULN|5AART|6DUR|9DMSP|aDMG
371	23221 22343	   	176.04	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3aRMIN|478VULN|5AART|6DUR|9DMG
372	23221 22344	   	176.04	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3RMIN|478VULN|5AART|6DUR|9DMG|aBELT
373	35336 13231	   	175.98	DCR|4VULN|3CDMG|1AART|1SELL	145CDMG|2456VULN|3RCVC|45BPWR|7DLOT|8RCR|9SELL|aAART
374	64132 43311	   	175.97	DCR|3VULN|2DMG|1AART	135VULN|2LWND|47DMG|6AART|8RCR|9ERES|aRCVC
375	64132 43312	   	175.97	DCR|3VULN|2DMG|1AART	135VULN|2LWND|47DMG|6AART|8RCR|9ERES|aBEXP
376	64132 43323	   	175.97	DCR|3VULN|2DMG|1AART	135VULN|2LWND|47DMG|6AART|8RCR|9DUST|aLIT
377	21543 22122	   	175.96	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|57aVULN|6AART|8BEXP|9CDMG
378	21341 63343	   	175.94	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|368VULN|4LIT|5AART|7FEWX|9DMG|aDUST
379	23221 22341	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3RMIN|478VULN|5AART|6DUR|9DMG|aMBVNT
380	23221 22345	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3RMIN|478VULN|5AART|6DUR|9DMG|aTLV
381	26112 41132	   	175.93	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|2LWND|3aVULN|4DUR|57DMG|6LHND|8AART|9SELL
382	26162 51132	   	175.93	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|2LWND|3aVULN|4LHND|57DMG|6DUR|8AART|9SELL
383	64132 43313	   	175.87	DCR|3VULN|2DMG|1AART	135VULN|2LWND|47DMG|6AART|8RCR|9ERES|aBASHEA
384	21543 22422	   	175.86	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|57aVULN|6AART|8DUST|9CDMG
385	23421 22245	   	175.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|38ERES|47aVULN|5AART|6DUR|9DMG
386	33462 15221	   	175.83	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	12CDMG|2BPWR|3DMG|48VULN|5DUR|6AART|7ZMB|9VENICY|aRCR
387	26333 33131	   	175.80	ACR|2VULN|2DMG|2CDMG|1ZMB	1RCR|2LWND|3aERES|47DMG|5ZMB|6aCDMG|8LIT|9aVULN|aBPWR
388	26152 23143	   	175.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|26LWND|3VULN|4BEXP|56DMG|6BPWR|7DLOT|8ZMB|9AART|aCDMG
389	25141 53122	 * 	175.64	ACR|3VULN|2DMG|2ZMB	1RCR|256BEXP|36aVULN|4RPLT|6aBPWR|7aDMG|8RMIN|9aZMB
390	21324 12135	   	175.62	ACR|3DMG|1VULN|1CDMG|2DUR|1ASPD	1RCR|2ASPD|3VULN|47DUR|5TLV|68aDMG|9CDMG
391	21324 12231	   	175.62	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1RCR|2ASPD|38aVULN|47DUR|5TLV|6DMG|9CDMG
392	62324 41332	   	175.62	DCR|3VULN|2AART|1CDMG|1ZMB	136VULN|2ZMB|4aAART|5RCVC|7DUST|8RCR|9CDMG
393	26112 22523	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|26LWND|3aVULN|4DUR|56DMG|6BPWR|7CGEN|8ERES|9AART
394	21224 14621	   	175.43	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3RCVC|4aAART|5DUR|6CDMG|7VULN|8RMIN|9DMG
395	21224 11221	   	175.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3RCVC|4aAART|5DUR|6CDMG|7ERES|8VULN|9DMG
396	21224 14341	   	175.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3RCVC|4aAART|5DUR|6CDMG|7VULN|8DMG|9ERES
397	21224 14421	   	175.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3RCVC|4aAART|5DUR|6CDMG|7VULN|8ERES|9DMG
398	26643 21233	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LWND|3AART|4MLV|5FEWX|67VULN|8ASPD|9CDMG|aDMG
399	21521 22346	 * 	175.23	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	1RCR|2ASPD|34aDUR|5LIT|68VULN|7AART|9DMG
400	21322 22143	   	175.22	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|26ASPD|3aVULN|4DUR|56BEXP|6BPWR|79AART|8ZMB
401	16122 33255	 * 	175.15	ACR|3VULN|2AART|1DMG	1RCVC|28AART|3BEXP|4RCR|56aVULN|7LWND|9DMG
402	26621 25232	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LWND|3AART|4LHND|5TLV|6aVULN|7ASPD|8DMG|9CDMG
403	26651 21321	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LWND|3AART|48VULN|5MLV|6TLV|7CDMG|9DMG|aDUR
404	21123 12143	   	175.12	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|25ASPD|3FEWX|4DUR|6aVULN|79AART|8ZMB
405	21563 12143	   	175.12	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|25ASPD|3DUR|4BEXP|6aVULN|79AART|8ZMB
406	25651 11223	   	175.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2BEXP|3AART|47aVULN|5MLV|6DUR|8ASPD|9ZMB
407	26651 11223	   	175.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCR|2LWND|3AART|47aVULN|5MLV|6DUR|8ASPD|9ZMB
408	21123 12233	   	175.11	ACR|1AART|1VULN|3ASPD|1DMG|1CDMG|1DUR	1RCR|258ASPD|3FEWX|4DUR|6VULN|7AART|9DMG|aCDMG
409	26112 21144	   	175.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|267LWND|38VULN|4DUR|56DMG|6BPWR|9LHND|aAART
410	26152 21315	   	175.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|267LWND|39VULN|4BEXP|56DMG|6BPWR|8ASPD|aAART
411	26162 21315	   	175.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|267LWND|39VULN|4LHND|56DMG|6BPWR|8ASPD|aAART
412	16641 33121	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|24AART|3CDMG|5TLV|6RCR|78VULN|9DMG|aCGEN
413	16642 33121	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|24AART|3CDMG|5ERES|6RCR|78VULN|9DMG|aCGEN
414	21323 22143	   	175.02	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|26ASPD|3aVULN|4DUR|56DUST|6BPWR|79AART|8ZMB
415	21341 51242	   	175.02	ACR|3VULN|1AART|2ASPD|2DUR	1RCR|29ASPD|39aVULN|4LIT|5AART|6LWND|79DUR|8RPLT|9BPWR
416	25111 11243	   	174.96	ACR|3VULN|2AART|1DUR|1ASPD	1RCR|2BEXP|37aVULN|49AART|5MLV|6DUR|8ASPD
417	25116 11243	   	174.96	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2BEXP|37aVULN|49AART|5CGEN|6DUR|8ASPD
418	21313 12635	 * 	174.93	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|27ASPD|37VULN|4ERES|5CDMG|67aDUR|7BPWR|8AART|9RPLT
419	21313 12661	   	174.93	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|27ASPD|37VULN|4ERES|5CDMG|67aDUR|7BPWR|8AART|9CGEN
420	16641 33123	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|24AART|3CDMG|5TLV|6RCR|78VULN|9DMG|aLEGI
421	16642 33123	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|24AART|3CDMG|5ERES|6RCR|78VULN|9DMG|aLEGI
422	64243 31312	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	18aVULN|2LWND|39DUR|4RPLT|5DMG|6RCR|7AART
423	26123 53216	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LWND|36aVULN|4RPLT|5DMG|7AART|8BEXP|9DUR
424	23214 22354	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3RMIN|4CGEN|5DMG|689VULN|7AART|aDUR
425	23312 22345	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|34CGEN|5DUR|68aVULN|7AART|9DMG
426	23322 22345	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|24LIT|3CGEN|5DUR|68aVULN|7AART|9DMG
427	25111 14341	   	174.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|29BEXP|3VULN|4AART|59MLV|6DUR|7CDMG|89DMG|9BPWR|aRCVC
428	25111 14342	   	174.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|29BEXP|3VULN|4AART|59MLV|6DUR|7CDMG|89DMG|9BPWR|aFEWX
429	25111 14343	   	174.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|29BEXP|3VULN|4AART|59MLV|6DUR|7CDMG|89DMG|9BPWR|aLHND
430	21341 34325	   	174.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3VULN|4LIT|5aAART|6DUR|7DMG|8CDMG|9FEWX
431	21121 16633	   	174.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3FEWX|4DUR|56AART|7CGEN|8VULN|9CDMG|aDMG
432	21224 23413	   	174.73	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|28ASPD|3RCVC|4AART|5DUR|68LHND|78DMG|8BPWR|9LWND|aVULN
433	21224 23543	   	174.73	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCR|29ASPD|3RCVC|4AART|5DUR|69LHND|79DMG|8BELT|9BPWR|aVULN
434	26215 13432	 * 	174.73	ACR|3DMG|2AART|2ASPD	1RCR|28LWND|3DUST|46AART|58ASPD|789DMG|8BPWR|aCGEN
435	26215 13433	   	174.73	ACR|3DMG|2AART|2ASPD	1RCR|28LWND|3DUST|46AART|58ASPD|789DMG|8BPWR|aFEWX
436	21561 24333	   	174.73	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4BEXP|5aAART|6DUST|7CDMG|8DMG|9VULN
437	25162 22141	   	174.70	ACR|2DMG|2AART|1VULN|1ZMB	1RCR|26BEXP|3VULN|4DUST|56DMG|6BPWR|79AART|8ZMB|aRCVC
438	12422 12433	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|2CDMG|36DMG|4RPLT|5aVULN|7RCR|8FEWX|9AART
439	12422 12633	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|2CDMG|36DMG|4RPLT|5aVULN|7RCR|8BEXP|9AART
440	21221 14321	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7VULN|89DMG|aRMIN
441	21221 14323	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7VULN|89DMG|aMLV
442	21221 14324	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7VULN|89DMG|aRPLT
443	21221 14325	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7VULN|89DMG|aCGEN
444	21221 14622	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5LHND|6CDMG|7aVULN|8RMIN|9DMG
445	21222 14143	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|8LWND|9aDMG
446	21222 14243	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|8BEXP|9aDMG
447	21222 14321	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|89DMG|aRMIN
448	21222 14323	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|89DMG|aMLV
449	21222 14324	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|89DMG|aRPLT
450	21222 14325	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|89DMG|aCGEN
451	21225 21146	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|58CGEN|67VULN|9DMG|aCDMG
452	21225 21164	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|58CGEN|67VULN|9CDMG|aDMG
453	21226 44121	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|35RCVC|4AART|68VULN|7CDMG|9DMG|aCGEN
454	21226 44123	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|35RCVC|4AART|68VULN|7CDMG|9DMG|aLHND
455	25113 16112	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2BEXP|39VULN|4AART|5BELT|6LIT|7DMG|8DUR|aCDMG
456	26215 13431	   	174.63	ACR|3DMG|2AART|2ASPD	1RCR|28LWND|3DUST|46AART|58ASPD|789DMG|8BPWR|aTLV
457	21523 15112	   	174.63	ACR|2VULN|2DMG|3DUR|2ASPD	1RCR|2aASPD|345DUR|6aVULN|7RPLT|8RMIN|9aDMG|aBPWR
458	25162 22142	   	174.60	ACR|2DMG|2AART|1VULN|1ZMB	1RCR|26BEXP|3VULN|4DUST|56DMG|6BPWR|79AART|8ZMB|aERES
459	23426 11125	 * 	174.58	ACR|4VULN|2DMG	1RCR|28LIT|38ERES|4678VULN|5RPLT|8BPWR|9aDMG
460	36114 53233	 * 	174.56	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|2DUR|34VULN|5LWND|69ASPD|7DMG|8RCR|aAART
461	12422 12133	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|2CDMG|36DMG|4RPLT|5aVULN|7RCR|8MBVNT|9AART
462	21222 14363	   	174.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5FEWX|6CDMG|7VULN|8aDMG|9DUST
463	21225 21364	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5CGEN|67VULN|8MBVNT|9DMG|aCDMG
464	21225 21441	   	174.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1RCR|28ASPD|3RCVC|4AART|5CGEN|67VULN|9DMG|aDUR
465	21225 21616	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5CGEN|67VULN|8DMG|9ERES|aCDMG
466	25115 51323	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2BEXP|3aVULN|4AART|5CDMG|6ASPD|7DUST|8DMG|9BELT
467	25115 51331	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2BEXP|39VULN|4AART|5CDMG|6ASPD|7DUST|8DMG|aRCVC
468	25115 51332	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2BEXP|39VULN|4AART|5CDMG|6ASPD|7DUST|8DMG|aFEWX
469	25115 51333	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2BEXP|39VULN|4AART|5CDMG|6ASPD|7DUST|8DMG|aLHND
470	21232 51365	   	174.53	ACR|2VULN|2DMG|3DUR|2ASPD	1RCR|2aASPD|3RCVC|478DUR|5aVULN|6NUKE|9aDMG|aBPWR
471	35135 26331	   	174.52	DCR|4VULN|1AART|3CDMG	149CDMG|2349VULN|49BPWR|5AART|6MLV|7ERES|89FEWX|aRCR
472	25111 11223	   	174.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2BEXP|37aVULN|4AART|5MLV|6DUR|8ASPD|9ZMB
473	25116 11223	   	174.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RCR|2BEXP|37aVULN|4AART|5CGEN|6DUR|8ASPD|9ZMB
474	25135 12322	   	174.49	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2BEXP|389VULN|4ZMB|5CGEN|6DMG|7DUR|aCDMG
475	31423 32621	   	174.48	DCR|2VULN|2DMG|1AART|2CDMG	17CDMG|2ERES|37VULN|49DMG|5BEXP|67FEWX|7BPWR|8AART|aRCR
476	26511 31353	   	174.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2LWND|3DUR|4AART|5TLV|6ERES|7CDMG|8VULN|9aDMG
477	35135 16331	   	174.42	DCR|4VULN|1AART|3CDMG	149CDMG|2349VULN|49BPWR|5AART|6TLV|7ERES|89FEWX|aRCR
478	21542 22242	   	174.42	ACR|3VULN|1AART|2ASPD|2DUR	1RCR|29ASPD|39DUR|4LIT|5LWND|6AART|79aVULN|8RPLT|9BPWR
479	25115 12333	   	174.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RCR|2BEXP|3aVULN|4AART|5CDMG|6CGEN|7DUR|8DMG|9SELL
