0	Index      	 *	Score 	Summary	Detail	
1	36216 35332	 * 	213.13	DCR|4VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|347aVULN|4BPWR|6RCR|8ERES|9AART
329	35253 44348	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4aRPLT|578VULN|689ZMB|8BPWR
330	35253 44353	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|68aZMB|8BPWR|9BEXP
331	12621 12125	   	184.15	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4DMG|5RMIN|68CDMG|7aVULN|9AART
332	35134 62362	   	184.10	DCR|2VULN|2AART|2DMG|1DUR	1aDMG|2MBVNT|3DUR|47VULN|58AART|6RCR|9RMIN
333	35134 67142	   	184.10	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2MBVNT|3DUR|48VULN|59AART|6RCR|78CANSTR|8BPWR|aBEXP
334	35134 67144	   	184.10	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2MBVNT|3DUR|48VULN|59AART|6RCR|78CANSTR|8BPWR|aLWND
335	35434 67143	   	184.10	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2MBVNT|3BEXP|48VULN|59AART|6RCR|78CANSTR|8BPWR|aDUR
336	35234 23371	   	184.09	ACR|3VULN|2DMG|1AART	19DMG|2MBVNT|3RCR|49aVULN|5AART|69FEWX|7RCVC|8DLOT|9BPWR
337	35135 35414	   	184.08	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|39DUR|48aVULN|5RCR|6CDMG|7AART
338	35234 11461	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|3RCR|46VULN|5AART|7ZMB|8LWND|aASPD
339	35234 11561	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|3RCR|46VULN|5AART|7ZMB|8LHND|aASPD
340	35253 44343	   	184.07	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aDUST
341	35253 44347	   	184.07	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aLEGI
342	12622 12125	   	184.05	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4DMG|5TLV|68CDMG|7aVULN|9AART
343	35134 62322	   	184.00	DCR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|3DUR|47VULN|58AART|6RCR|9ERES
344	35134 62332	   	184.00	DCR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|3DUR|47VULN|58AART|6RCR|9TLV
345	35844 62322	   	184.00	DCR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|37VULN|4DUR|58AART|6RCR|9ERES
346	35844 62332	   	184.00	DCR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|37VULN|4DUR|58AART|6RCR|9TLV
347	35734 17142	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	1DMG|2MBVNT|3LEGI|467VULN|5aAART|8RCR|9CDMG
348	35234 11181	   	183.97	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19DMG|2MBVNT|3RCR|46VULN|5AART|7ZMB|8DUST|aASPD
349	35135 15143	   	183.93	ACR|3VULN|2DMG|3CDMG|1DUR	1aDMG|2MBVNT|3DUR|46aVULN|5RCR|7BELT|89aCDMG|aBPWR
350	35238 43336	   	183.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18DMG|2MBVNT|3RCR|48VULN|5ASPD|6CDMG|78FEWX|8BPWR|9RMIN|aAART
351	11234 52311	 * 	183.85	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|489VULN|58DMG|6RCR|8BPWR|aRMIN
352	11234 52312	   	183.85	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3aFEWX|489VULN|58DMG|6RCR|8BPWR
353	11234 52313	   	183.85	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|489VULN|58DMG|6RCR|8BPWR|aBELT
354	11234 52315	   	183.85	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|489VULN|58DMG|6RCR|8BPWR|aMLV
355	11234 52331	 * 	183.85	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aLHND
356	11234 52333	   	183.85	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aBEXP
357	11234 52334	   	183.85	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aLIT
358	11234 52342	   	183.85	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|48aVULN|58DMG|6RCR|8BPWR|9CGEN
359	35243 12727	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|2MBVNT|3RCR|4DUR|57LHND|67VULN|7BPWR|8CDMG|9ERES|aAART
360	11234 52314	   	183.75	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|489VULN|58DMG|6RCR|8BPWR|aDUST
361	11234 52316	   	183.75	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|489VULN|58DMG|6RCR|8BPWR|aLEGI
362	11234 52332	   	183.75	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aDUST
363	11234 52335	   	183.75	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aTLV
364	11234 52336	   	183.75	DCR|3DMG|2VULN|3ZMB	178ZMB|2RPLT|3FEWX|48VULN|589DMG|6RCR|8BPWR|aERES
365	11234 52362	   	183.75	DCR|3VULN|2DMG|3ZMB	178ZMB|2RPLT|3FEWX|48aVULN|58DMG|6RCR|8BPWR|9TLV
366	35226 22227	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	14DMG|2MBVNT|3RCR|5CDMG|6MLV|78VULN|9ASPD|aAART
367	35231 18227	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	15DMG|2MBVNT|3RCR|48VULN|6CDMG|7CGEN|9ASPD|aAART
368	35238 41336	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18DMG|2MBVNT|3RCR|48VULN|5ASPD|6CDMG|78DUST|8BPWR|9RMIN|aAART
369	35231 13774	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	15DMG|2MBVNT|3RCR|4aVULN|67CDMG|8FEWX|9AART
370	35225 12174	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	14DMG|2MBVNT|3RCR|5FEWX|68CDMG|7aVULN|9AART
371	35227 12174	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	14DMG|2MBVNT|3RCR|5BEXP|68CDMG|7aVULN|9AART
372	35234 17732	   	183.69	ACR|3VULN|2DMG|1AART	1aDMG|2MBVNT|3RCR|467VULN|5AART|8RCVC|9FEWX
373	34311 32325	   	183.67	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB|2RCVC	1aDMG|23RCVC|4CDMG|5aDUR|6RCR|7ZMB|8LHND|9aVULN|aBPWR
374	35231 17127	   	183.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	15DMG|2MBVNT|3RCR|47VULN|6CDMG|8ERES|9ASPD|aAART
375	35226 32174	   	183.60	ACR|2VULN|2DMG|1AART|2CDMG	14DMG|2MBVNT|3RCR|58CDMG|6DUST|7aVULN|9AART
376	35231 14174	   	183.60	ACR|2VULN|2DMG|1AART|2CDMG	15DMG|2MBVNT|3RCR|4aVULN|68CDMG|7DUST|9AART
377	35233 35416	   	183.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RCR|48aVULN|5LHND|6CDMG|7AART|9DUR
378	35134 67114	   	183.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|2MBVNT|3DUR|48VULN|5AART|6RCR|78CANSTR|8BPWR|9NUKE|aZMB
379	35134 17162	   	183.51	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3DUR|467VULN|5AART|8RCR|9RMIN
380	32642 25223	   	183.48	ACR|2VULN|2DMG|3DUR|2ASPD|1CDMG	1aDMG|256DUR|3RCR|4RPLT|7CDMG|8aASPD|9aVULN|aBPWR
381	35231 13527	   	183.45	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	15DMG|2MBVNT|3RCR|4VULN|67CDMG|8ZMB|9ASPD|aAART
382	35134 17122	   	183.41	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3DUR|467VULN|5AART|8RCR|9ERES
383	35134 17132	   	183.41	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3DUR|467VULN|5AART|8RCR|9TLV
384	35844 17122	   	183.41	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|367VULN|4DUR|5AART|8RCR|9ERES
385	35844 17132	   	183.41	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|367VULN|4DUR|5AART|8RCR|9TLV
386	36216 31361	   	183.38	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7BEXP|8DUST|9AART|aLWND
387	36216 31362	   	183.38	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7BEXP|8DUST|9AART|aDMSP
388	35241 53337	   	183.32	ACR|2VULN|2DMG|2AART|1DUR	15DMG|2MBVNT|3RCR|4DUR|6LWND|78AART|9aVULN
389	36216 31363	   	183.28	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7BEXP|8DUST|9AART|aTLV
390	35238 48343	   	183.18	ACR|3DMG|2VULN|2ASPD|1CDMG	18aDMG|2MBVNT|3RCR|48VULN|5aASPD|6CDMG|78LHND|8aBPWR|9aLIT
391	35135 15113	   	183.18	ACR|3VULN|2DMG|2CDMG|2DUR	1aDMG|2MBVNT|39DUR|46aVULN|5RCR|7BELT|8aCDMG|aBPWR
