0	Index      	 *	Score 	Summary	Detail	
1	32313 43363	 * 	209.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aAART
315	32342 34433	   	181.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3ASPD|4TLV|5aAART|6CDMG|7VULN|8MLV|9RCR
316	32521 25251	 * 	181.79	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6MDPS|7CDMG|8DMG|9RCR|aVULN
317	32631 25251	   	181.79	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6MDPS|7CDMG|8DMG|9RCR|aVULN
318	31223 25626	   	181.76	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2DUST|3ERES|4AART|5LHND|689VULN|7CDMG|aRCR
319	22182 63427	   	181.76	DCR|2VULN|2ASPD|1AART|1AAC|1MSE	1DMSP|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART|aMSE
320	32221 25251	   	181.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6MDPS|7CDMG|8DMG|9RCR|aVULN
321	33221 25251	   	181.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6MDPS|7CDMG|8DMG|9RCR|aVULN
322	33521 25251	   	181.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6MDPS|7CDMG|8DMG|9RCR|aVULN
323	34221 25251	   	181.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6MDPS|7CDMG|8DMG|9RCR|aVULN
324	44222 34323	   	181.66	DCR|2AART|2DMG|1CDMG|1DUR	1RCVC|29DMG|3DUR|4ERES|5aAART|6LEGI|7CDMG|8RCR
325	24252 62111	   	181.49	DCR|2AART|1VULN|1DMG|1AAC|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9DUST|aAAC
326	42128 41831	   	181.34	DCR|3VULN|2DMG|1AAC	1RCVC|2AAC|3MBVNT|4LEGI|59VENFST|69DMG|7RCR|89aVULN|9BPWR
327	52521 32532	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1BEXP|2CGEN|3LWND|45AART|6AAC|7RCR|8DMG|9ASPD|aVULN
328	52631 32532	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1BEXP|2CGEN|35AART|4LWND|6AAC|7RCR|8DMG|9ASPD|aVULN
329	31423 41341	 * 	181.26	ACR|3VULN|2DMG|1ASPD|1DUR	1DUR|2DUST|3RCR|4aDMG|5LIT|6ASPD|789VULN
330	42126 41831	   	181.14	DCR|3VULN|2DMG|1AAC	1RCVC|2AAC|3MBVNT|4LEGI|59MSLFST|69DMG|7RCR|89aVULN|9BPWR
331	44322 24322	   	181.06	DCR|2DMG|1VULN|1AART|1CDMG	1RCVC|29DMG|3DUST|4ERES|5AART|6VULN|7CDMG|8RCR|aAME
332	32162 62532	   	180.99	DCR|2VULN|1AART|1ASPD|2DUR|1AAC	13DUR|2CGEN|4TLV|5AART|6RCR|7AAC|8aVULN|9ASPD
333	44322 24321	   	180.96	DCR|2DMG|1VULN|1AART|1CDMG|1MSE	1RCVC|29DMG|3DUST|4ERES|5AART|6VULN|7CDMG|8RCR|aMSE
334	42182 63434	   	180.88	DCR|2VULN|2ASPD|1AAC|1ZMB|1DUR	1RCVC|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9ZMB|aDUR
335	24252 33316	   	180.78	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8CGEN|9RCR|aMDPS
336	24252 33116	   	180.68	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8ERES|9RCR|aMDPS
337	32313 43245	   	180.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9LIT|aAME
338	44232 32162	   	180.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1SPLREG	1RCVC|2DMG|3DUR|4LIT|5VULN|6SPLREG|7AART|8ERES|9RCR|aASPD
339	32313 43221	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9ERES|aLHND
340	32313 43224	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9ERES|aLIT
341	32313 43243	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9LIT|aDUST
342	32313 43253	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aBELT
343	32313 43255	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aLWND
344	32313 43262	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DLOT|aAME
345	32313 43264	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DLOT|aLWND
346	32313 43265	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DLOT|aLHND
347	32313 43622	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|6aVULN|7RCR|8DUST|9RPLT
348	32313 43631	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|6aVULN|7RCR|8DUST|9BEXP
349	32313 43643	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|69VULN|7RCR|8DUST|aBELT
350	32313 43651	   	180.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|6aVULN|7RCR|8DUST|9FEWX
351	32313 43222	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR|1SELL	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9ERES|aSELL
352	32313 43223	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9ERES|aTLV
353	32313 43251	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR|1MSE	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aMSE
354	32313 43252	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aTLV
355	32313 43256	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aERES
356	32313 43261	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DLOT|aDUST
357	32313 43266	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR|1MSE	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DLOT|aMSE
358	32313 43641	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR|1MSE	1DUR|2CGEN|35ASPD|4CDMG|69VULN|7RCR|8DUST|aMSE
359	32313 43642	   	180.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|2CGEN|35ASPD|4CDMG|69VULN|7RCR|8DUST|aTLV
360	32313 43542	   	180.32	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DUR|28CGEN|35ASPD|4CDMG|6VULN|7RCR|9LIT|aDMG
361	24252 33611	   	180.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8RMIN|9RCR|aLWND
362	24252 33612	   	180.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8RMIN|9RCR|aLHND
363	24252 33613	   	180.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8RMIN|9RCR|aBEXP
364	44252 33311	   	180.31	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8CGEN|9RCR|aLHND
365	44252 33312	   	180.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8CGEN|9RCR|aLWND
366	44252 33313	   	180.31	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8CGEN|9RCR|aBEXP
367	24252 62123	   	180.30	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9CGEN|aRCVC
368	32611 64123	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1DUR|249CGEN|36AART|5aVULN|7RCR|8ZMB
369	44132 32311	   	180.25	DCR|2DMG|1VULN|1AART|1DUR|1SPLREG	1RCVC|29DMG|3LHND|4LIT|5VULN|6SPLREG|7AART|8RCR|aDUR
370	33353 31325	 * 	180.25	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2LHND|36LIT|457VULN|8DMG|9RCR|aCDMG
371	44252 33111	   	180.21	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8ERES|9RCR|aLHND
372	44252 33112	   	180.21	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8ERES|9RCR|aLWND
373	44252 33113	   	180.21	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8ERES|9RCR|aBEXP
374	32611 62153	   	180.21	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|24CGEN|36AART|59VULN|7CDMG|8MLV|aRCR
375	44332 32311	   	180.15	DCR|2DMG|1AART|1VULN|1DUR|1SPLREG	1RCVC|29DMG|3DUST|4LIT|5VULN|6SPLREG|7AART|8RCR|aDUR
376	32332 42133	   	180.15	DCR|3AART|1VULN|1ASPD|2DUR	14DUR|2CGEN|3ASPD|589AART|6LWND|7RCR|aVULN
377	32653 42333	   	180.15	DCR|3AART|1VULN|1ASPD|2DUR	18DUR|2CGEN|359AART|4ASPD|6LWND|7RCR|aVULN
378	32221 34626	   	180.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8LHND|aRCR
379	24212 35531	   	180.08	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1DUR|1RMIN	1DMSP|2DMG|3DUR|4RMIN|5ERES|6VULN|7ASPD|8RCR|9AART|aAAC
380	24221 35531	   	180.08	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1DUR|1RMIN	1DMSP|2DMG|3DUR|4ERES|5RMIN|6VULN|7ASPD|8RCR|9AART|aAAC
381	32653 32333	   	180.05	DCR|3AART|1VULN|1ASPD|2DUR	18DUR|2CGEN|359AART|4ASPD|6LEGI|7RCR|aVULN
382	32332 32133	   	180.05	DCR|3AART|1VULN|1ASPD|2DUR	14DUR|2CGEN|3ASPD|589AART|6LEGI|7RCR|aVULN
383	32656 32133	   	180.05	DCR|3AART|1VULN|1ASPD|2DUR	15DUR|2CGEN|389AART|4ASPD|6LEGI|7RCR|aVULN
384	32653 22261	 * 	180.04	DCR|2AART|2ASPD|1NUKE|1DUR	1DUR|2CGEN|35AART|48ASPD|6BEXP|7RCR|9NUKE|aLIT
385	32653 22262	   	180.04	DCR|2AART|2ASPD|1NUKE|1DUR|1SELL	1DUR|2CGEN|35AART|48ASPD|6BEXP|7RCR|9NUKE|aSELL
386	32653 22263	   	180.04	DCR|2AART|2ASPD|1NUKE|1DUR	1DUR|2CGEN|35AART|48ASPD|6BEXP|7RCR|9NUKE|aRCVC
387	32653 22332	 * 	180.04	DCR|2AART|2ASPD|1DMG|1DUR	1DUR|2CGEN|35AART|4aASPD|6BEXP|7RCR|8DUST|9DMG
388	32116 64313	   	180.01	DCR|2AART|1VULN|1CDMG|2DUR|1RMIN	13DUR|28CGEN|4RMIN|5aAART|6RCR|7CDMG|9VULN
389	32332 24513	   	180.00	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1SPLREG	14DUR|2CGEN|3ASPD|5AART|6BEXP|7CDMG|8RCR|9SPLREG|aVULN
390	32332 44513	   	180.00	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR|1SPLREG	14DUR|2CGEN|3ASPD|5AART|6LWND|7CDMG|8RCR|9SPLREG|aVULN
391	22182 62254	   	179.97	DCR|2VULN|1ASPD|1NUKE|1CDMG|1AAC	1DMSP|2AAC|3MBVNT|4ASPD|5LWND|6RCR|7CDMG|89VULN|aNUKE
392	24252 62121	   	179.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9CGEN|aLIT
393	32653 12261	   	179.94	DCR|2AART|2ASPD|1NUKE|1DUR	1DUR|2CGEN|35AART|48ASPD|6DUST|7RCR|9NUKE|aLIT
394	32653 12262	   	179.94	DCR|2AART|2ASPD|1NUKE|1DUR|1SELL	1DUR|2CGEN|35AART|48ASPD|6DUST|7RCR|9NUKE|aSELL
395	32653 12263	   	179.94	DCR|2AART|2ASPD|1NUKE|1DUR	1DUR|2CGEN|35AART|48ASPD|6DUST|7RCR|9NUKE|aRCVC
396	32223 25355	   	179.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|4AART|5BEXP|6VULN|7CDMG|8aASPD|9RCR
397	32332 14513	   	179.90	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1SPLREG	14DUR|2CGEN|3ASPD|5AART|6DUST|7CDMG|8RCR|9SPLREG|aVULN
398	32332 34513	   	179.90	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1SPLREG	14DUR|2CGEN|3ASPD|5AART|6LEGI|7CDMG|8RCR|9SPLREG|aVULN
399	23252 34225	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2LHND|3AART|4AME|5LWND|6CDMG|79VULN|8RCR|aASPD
400	24252 62113	   	179.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1aDMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9DUST
401	24252 62122	   	179.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1SELL	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9CGEN|aSELL
402	32221 34335	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8DMG|9LWND|aRCR
403	32221 34365	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8DMG|9FEWX|aRCR
