0	Index      	 *	Score 	Summary	Detail	
1	33231 31214	 * 	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DMG|aCDMG
314	33231 34651	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8CGEN|9AART|aTLV
315	33231 34653	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8CGEN|9AART|aERES
316	33231 45363	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|239VULN|4LWND|5ASPD|6AART|7RCR|8AELBLL|aCANSTR
317	33234 34111	   	193.70	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1ZMB|236VULN|4LWND|5NUKE|7RCR|8FEWX|9AART|aDMG
318	33242 34263	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|239VULN|4DMSP|5DMG|6BEXP|7RCR|8AART|aCANSTR
319	33231 34315	   	193.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8DUST|9AART|aERES
320	33234 34311	   	193.60	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1ZMB|236VULN|4LWND|5NUKE|7RCR|8DUST|9AART|aDMG
321	33242 34251	   	193.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|5aDMG|6BEXP|7RCR|8AART|9FEWX
322	33242 44111	   	193.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|5aDMG|6LWND|7RCR|8FEWX|9AART
323	34647 23211	   	193.54	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|3FEWX|46VULN|5ASPD|7RCVC|8AART|9RCR|aDMG
324	33242 44311	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|5aDMG|6LWND|7RCR|8DUST|9AART
325	61263 11261	   	193.46	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	1SELL|2DUST|3AAC|4CDMG|5ZMB|6RCR|7ASPD|8AART|9VULN|aDMG
326	33251 51111	   	193.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4aRCVC|5AART|6DMG|7DMSP|8RCR|9CDMG
327	51215 23613	   	193.33	DCR|3VULN|1MDPS|2DMG|1CDMG	1LIT|29DMG|3CDMG|4MDPS|5DUST|68aVULN|7RCR
328	33611 31414	 * 	193.24	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ZMB|267VULN|3RCR|4RCVC|5ASPD|8DUR|9DMG|aCDMG
329	34461 36341	   	193.21	DCR|2DMG|2ASPD|1VULN|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|5DUR|6VULN|7FEWX|8RCR|9aASPD
330	34464 27341	   	193.21	DCR|2DMG|2ASPD|1VULN|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|5VULN|6BEXP|7DUR|8RCR|9aASPD
331	33236 23211	   	193.17	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4LWND|5FEWX|6aDMG|7RCVC|8RCR|9AART
332	34461 44325	 * 	193.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	146ZMB|2MBVNT|34DMG|4BPWR|5DUR|7LHND|8VULN|9RCR|aAART
333	34464 31133	   	193.14	DCR|3VULN|2DMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|567VULN|8BEXP|9DUR|aRCR
334	34464 31333	   	193.14	DCR|3VULN|2DMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|567VULN|8FEWX|9DUR|aRCR
335	34464 31833	   	193.14	DCR|3VULN|2DMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|567VULN|8LWND|9DUR|aRCR
336	33231 31251	 * 	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9MDPS|aTLV
337	33231 31252	   	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9MDPS|aAME
338	33231 31253	   	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB|1SELL	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9MDPS|aSELL
339	33231 31254	   	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9MDPS|aBEXP
340	33231 31255	   	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB	1ZMB|2367VULN|4aLWND|5ASPD|8RCR|9MDPS
341	33231 31256	   	193.14	DCR|4VULN|1MDPS|1ASPD|1ZMB|1MSE	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9MDPS|aMSE
342	31513 13111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LWND|578VULN|68CGEN|8BPWR|9RCR|aDMG
343	31513 63111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LWND|578VULN|68MLV|8BPWR|9RCR|aDMG
344	31514 63111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LWND|58AME|678VULN|8BPWR|9RCR|aDMG
345	31543 13111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LHND|578VULN|68CGEN|8BPWR|9RCR|aDMG
346	31543 63111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LHND|578VULN|68MLV|8BPWR|9RCR|aDMG
347	31544 63111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LHND|58AME|678VULN|8BPWR|9RCR|aDMG
348	31564 63111	   	193.12	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4AME|58LHND|678VULN|8BPWR|9RCR|aDMG
349	31134 53734	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2AART|3SPLREG|48VULN|5CGEN|6RCR|7MBVNT|9DUR|aASPD
350	33251 51112	   	193.11	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4RCVC|5AART|6DMG|7DMSP|8RCR|9CDMG|aLHND
351	33251 51113	   	193.11	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4RCVC|5AART|6DMG|7DMSP|8RCR|9CDMG|aRPLT
352	33251 51115	   	193.11	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4RCVC|5AART|6DMG|7DMSP|8RCR|9CDMG|aAELBLL
353	33231 31226	   	192.93	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9RCVC|aDUR
354	31511 63111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LWND|58ERES|678VULN|8BPWR|9RCR|aDMG
355	31513 73111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LWND|578VULN|68TLV|8BPWR|9RCR|aDMG
356	31541 63111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LHND|58ERES|678VULN|8BPWR|9RCR|aDMG
357	31543 73111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4LHND|578VULN|68TLV|8BPWR|9RCR|aDMG
358	31561 63111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4AME|58DUST|678VULN|8BPWR|9RCR|aDMG
359	34251 63111	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2MBVNT|3BEXP|4AART|58ERES|678VULN|8BPWR|9RCR|aDMG
360	31134 52613	   	192.90	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2AART|3SPLREG|4VULN|5CGEN|6RCR|7LHND|8ASPD|9DMG|aDUR
361	31521 63111	   	192.82	DCR|3VULN|1AART|1DMG|2ZMB	18ZMB|2AART|3MBVNT|4DUST|58ERES|678VULN|8BPWR|9RCR|aDMG
362	34464 32214	   	192.78	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7aFEWX|8AART|9RCR
363	34464 32215	   	192.78	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7FEWX|8AART|9RCR|aMLV
364	34464 32217	   	192.78	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7FEWX|8AART|9RCR|aBEXP
365	33113 26451	   	192.78	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB	1ZMB|26aVULN|3FEWX|4RCVC|5CDMG|7RCR|8AAC|9AART
366	33252 44211	   	192.73	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|23VULN|4RCVC|59DMG|68LWND|7RCR|aASPD
367	33231 45131	   	192.70	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6aAART|7RCR|8TSLARM|9RCVC
368	34243 27341	   	192.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1ZMB|2MBVNT|3BEXP|45VULN|6DMG|7DUR|8RCR|9aASPD
369	34442 27341	   	192.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1ZMB|2MBVNT|3DMG|4BEXP|56VULN|7DUR|8RCR|9aASPD
370	31513 82814	   	192.68	DCR|2VULN|2DMG|1AART|2ZMB	17ZMB|2AART|3MBVNT|4LWND|5aVULN|68DMG|9RCR
371	31543 82814	   	192.68	DCR|2VULN|2DMG|1AART|2ZMB	17ZMB|2AART|3MBVNT|4LHND|5aVULN|68DMG|9RCR
372	34464 32216	   	192.68	DCR|2VULN|2DMG|1AART|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|56VULN|7FEWX|8AART|9RCR|aERES
373	33231 34245	   	192.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1ZMB|236VULN|48LWND|5aASPD|7RCR|9DUR
374	33422 35113	   	192.48	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|25aVULN|3MDPS|4DUR|6RPLT|7ASPD|8RCR|9CDMG
375	36311 35113	   	192.48	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3MDPS|46aVULN|5DUR|7ASPD|8RCR|9CDMG
376	33611 31115	   	192.46	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|267VULN|3RCR|4RCVC|5ASPD|8BEXP|9DMG|aAART
377	33611 31315	   	192.46	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|267VULN|3RCR|4RCVC|5ASPD|8FEWX|9DMG|aAART
378	31232 51115	 * 	192.36	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|2ZMB	14ZMB|2AART|3MLV|56DMG|7ASPD|8MDPS|9RCR|aVULN
379	33252 46211	   	192.29	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|23VULN|47RCVC|59DMG|6LWND|8RCR|aASPD
380	33231 45411	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8RPLT|9RMIN|aCDMG
381	23524 61121	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|24VULN|3SNIFST|5ASPD|6RCR|7DUR|8AART|9CDMG|aLWND
382	23524 61122	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|24VULN|3SNIFST|5ASPD|6RCR|7DUR|8AART|9CDMG|aRMIN
383	23524 61123	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1aBEXP|24VULN|3SNIFST|5ASPD|6RCR|7DUR|8AART|9CDMG
384	33421 86133	 * 	192.19	DCR|2VULN|1MDPS|2ASPD|1CDMG|2ZMB|1DUR	1aZMB|2aVULN|3MDPS|4DUR|5MBVNT|6CDMG|7aASPD|8RCR|9RMIN|aBPWR
385	33231 31242	   	192.18	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DUR|aAME
386	33231 31244	   	192.18	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DUR|aBEXP
387	33263 61613	   	192.17	DCR|4VULN|1CDMG|1ZMB|1DUR	1ZMB|239aVULN|4AIRARM|5DUST|6RCR|7DUR|8CDMG
388	33231 36245	   	192.16	DCR|3VULN|2ASPD|1ZMB|1DUR	1ZMB|236VULN|4LWND|5aASPD|7RCVC|8RCR|9DUR
389	33255 23261	   	192.15	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB	1ZMB|239VULN|47RCVC|5MDPS|6DMG|8AART|aRCR
390	33231 45421	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8RPLT|9TLV|aCDMG
391	33421 86123	   	192.09	DCR|2VULN|1MDPS|2ASPD|1CDMG|2ZMB|1AAC|1DUR	1aZMB|2aVULN|3MDPS|4DUR|5MBVNT|6CDMG|7aASPD|8RCR|9AAC|aBPWR
392	33231 31241	   	192.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DUR|aERES
393	33231 31246	   	192.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DUR|aDUST
394	33234 31212	   	192.08	DCR|4VULN|1DMG|1NUKE|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5NUKE|8RCR|9DMG|aDUR
395	33234 31245	 * 	192.08	DCR|4VULN|1ASPD|1NUKE|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5NUKE|8RCR|9DUR|aASPD
396	13133 31545	   	192.07	DCR|3VULN|2ASPD|1DMG	19LHND|259VULN|3ERES|46BEXP|79ASPD|8RCR|9BPWR|aDMG
397	33242 34112	   	192.05	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23VULN|4DMSP|5DMG|6BEXP|7RCR|8BELT|9aAART
398	33242 34252	   	192.05	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23VULN|4DMSP|5DMG|6BEXP|7RCR|8aAART|9FEWX
399	33243 54112	   	192.05	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|23VULN|4DMSP|5BEXP|6ASPD|7RCR|8BELT|9aAART
400	34464 47411	   	191.95	DCR|3DMG|1AART|1VULN|2ZMB	14ZMB|2MBVNT|34aDMG|4BPWR|5VULN|6TLV|7RCR|8CGEN|9AART
401	34243 31211	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|36BEXP|45VULN|7ASPD|8AART|9RCR|aDMG
402	34243 71211	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|3BEXP|45VULN|6DMSP|7ASPD|8AART|9RCR|aDMG
403	23143 31551	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16BEXP|25VULN|3ERES|4DUR|7ASPD|8RCR|9AART|aDMG
404	12331 45335	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	13LHND|2ZMB|4LWND|5ASPD|6AART|7RCR|8VULN|9DMG|aCDMG
405	31434 51322	   	191.89	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3TSLFST|49aVULN|5CGEN|6RCR|7DMSP|8CDMG
406	33231 32213	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7FEWX|8RCR|9AART|aRPLT
407	33231 32214	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7FEWX|8RCR|9AART|aMLV
408	33231 32216	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7FEWX|8RCR|9AART|aBEXP
409	33241 11122	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9LWND|aLHND
410	33241 11125	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9LWND|aFEWX
411	33241 11152	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9CGEN|aMULARM
412	33241 11153	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9CGEN|aRMIN
413	33241 11155	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9CGEN|aMLV
414	33241 11156	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4aDMSP|5AART|7ASPD|8RCR|9CGEN
415	33241 11162	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9BEXP|aLHND
416	33241 11165	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9BEXP|aFEWX
417	32331 45335	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3LHND|4RMIN|5ASPD|6AART|7RCR|8VULN|9DMG|aCDMG
418	34481 44116	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8BELT|9AART|aVULN
419	34481 44226	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8AART|9AME|aVULN
420	34481 44236	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8AART|9BEXP|aVULN
421	34481 44272	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8AART|9VULN|aAME
422	34481 44273	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8AART|9VULN|aLIT
423	51236 22134	   	191.76	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1LIT|2DMG|3CDMG|48aVULN|5ASPD|6LWND|7SELL|9RCR
424	33242 62216	   	191.74	DCR|3DMG|2VULN|1ZMB|1DUR	1ZMB|23VULN|4DMSP|569DMG|7FEWX|8RCR|aDUR
425	33222 35165	   	191.70	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	1ZMB|23aVULN|4MDPS|5BEXP|6RPLT|7ASPD|8RCR|9AART
426	33153 31215	   	191.70	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1ZMB|267VULN|35FEWX|4NUKE|8RCR|9DMG|aAART
427	33231 32215	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7FEWX|8RCR|9AART|aERES
428	33234 32211	   	191.70	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1ZMB|236VULN|4LWND|5NUKE|7FEWX|8RCR|9AART|aDMG
429	33241 11123	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9LWND|aCANSTR
430	33241 11124	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9LWND|aERES
431	33241 11126	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9LWND|aTLV
432	33241 11132	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9DUST|aLHND
433	33241 11135	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9DUST|aFEWX
434	33241 11151	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9CGEN|aCANARM
435	33241 11154	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9CGEN|aDUST
436	33241 11163	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9BEXP|aCANSTR
437	33241 11164	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9BEXP|aERES
438	33241 11166	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9BEXP|aTLV
439	32131 45335	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3LEGI|4RMIN|5ASPD|6AART|7RCR|8VULN|9DMG|aCDMG
440	33111 31221	   	191.70	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|267VULN|3FEWX|49RCVC|5ASPD|8RCR|aDMG
441	51221 11264	 * 	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1AAC	1LIT|2DMG|3CDMG|4AME|57ASPD|6AAC|8VULN|9RCR|aAART
442	34481 44274	   	191.67	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DMG|4MLV|57ASPD|6RCR|8AART|9VULN|aTLV
443	33241 11133	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9DUST|aCANSTR
444	33241 11134	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9DUST|aERES
445	33241 11136	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4DMSP|5AART|7ASPD|8RCR|9DUST|aTLV
446	33242 62242	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|56DMG|7FEWX|8RCR|9AART|aLHND
447	33236 25211	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4LWND|57FEWX|6aDMG|8RCR|9AART
448	33236 26211	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|47LWND|5FEWX|6aDMG|8RCR|9AART
449	33242 42211	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|5aDMG|6LWND|7FEWX|8RCR|9AART
450	33211 56151	   	191.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|23VULN|4CGEN|57DUR|6RCR|8FEWX|9AART|aDMG
451	33211 56211	   	191.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|23VULN|4CGEN|57DUR|6RCR|8LWND|9AART|aDMG
452	33211 56262	   	191.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1ZMB|23VULN|4CGEN|57DUR|6RCR|8LWND|9ASPD|aAART
453	33242 62243	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4DMSP|56DMG|7FEWX|8RCR|9AART|aCANSTR
454	34451 46431	   	191.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4RMIN|5ASPD|6RCR|7FEWX|8AART|aNUKE
455	34451 48231	   	191.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4RMIN|5ASPD|6RCR|7LHND|8AART|aNUKE
456	34481 46231	   	191.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4MLV|5ASPD|6RCR|7FEWX|8AART|aNUKE
457	34481 48231	   	191.43	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4MLV|5ASPD|6RCR|7LHND|8AART|aNUKE
458	34411 43231	   	191.33	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4ERES|5ASPD|6RCR|7FEWX|8AART|aNUKE
459	34411 44174	   	191.33	DCR|2DMG|1VULN|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|38DMG|4ERES|5ASPD|6RCR|7BEXP|9VULN|aNUKE
460	34411 44231	   	191.33	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4ERES|5ASPD|6RCR|7BEXP|8AART|aNUKE
461	34411 48174	   	191.33	DCR|2DMG|1VULN|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|38DMG|4ERES|5ASPD|6RCR|7LHND|9VULN|aNUKE
462	34411 48231	   	191.33	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	1ZMB|2MBVNT|39DMG|4ERES|5ASPD|6RCR|7LHND|8AART|aNUKE
463	34461 34484	   	191.24	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|5DUR|6VULN|7ASPD|8CDMG|9LIT|aRCR
464	33251 36111	   	191.19	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|237VULN|4aRCVC|5AART|6CGEN|8RCR|9CDMG
465	15356 31213	   	191.13	DCR|4VULN|2DMG	13LHND|2AME|49DMG|567aVULN|8RCR
466	33251 42311	   	191.11	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4RCVC|5AART|6FEWX|7RPLT|8CDMG|9RCR|aDMG
467	33251 52433	   	191.11	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4RCVC|5AART|6DMG|7BELT|8LWND|9RCR|aCDMG
468	34451 43474	   	191.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ZMB|2MBVNT|3DMG|4RMIN|5ASPD|6RCR|7aDUR|8AART|9VULN
469	33251 13111	   	191.09	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4aRCVC|5AART|7TLV|8RCR|9CDMG
470	33251 16111	   	191.09	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|236VULN|4aRCVC|5AART|7ERES|8RCR|9CDMG
471	34243 23211	   	191.07	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2MBVNT|3BEXP|45VULN|6aDMG|7RCVC|8AART|9RCR
472	34422 23211	   	191.07	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2MBVNT|3aDMG|4FEWX|56VULN|7RCVC|8AART|9RCR
473	34442 23211	   	191.07	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2MBVNT|3aDMG|4BEXP|56VULN|7RCVC|8AART|9RCR
474	34648 23211	   	191.07	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2MBVNT|3FEWX|45VULN|6aDMG|7RCVC|8AART|9RCR
