0	Index      	 *	Score 	Summary	Detail	
1	63232 43324	 * 	214.41	DCR|4VULN|1ASPD|1DMG|3DUR	128aVULN|38LHND|4DMG|5ASPD|689DUR|7RCR|8BPWR
334	63432 32352	   	191.50	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|38BEXP|4DMG|5ASPD|68DUST|7AAC|8BPWR|9RCR
335	63633 32352	   	191.50	DCR|4VULN|1ASPD|1DMG	127aVULN|3DUST|4DMG|5BEXP|6CGEN|8ASPD|9RCR
336	63514 31332	   	191.45	DCR|4VULN|1MDPS|1ASPD|1CDMG|1SELL	128aVULN|3MDPS|4SELL|5CDMG|6CGEN|7RCR|9ASPD
337	13132 32352	   	191.40	DCR|4VULN|1NUKE|1ASPD|1DMG	1LHND|246aVULN|3NUKE|5ASPD|7DUST|8DMG|9RCR
338	33112 53352	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	14DUST|246aVULN|3NUKE|4BPWR|5ASPD|7LWND|8DMG|9RCR
339	33112 56352	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	14DUST|246aVULN|3NUKE|4BPWR|5ASPD|7BEXP|8DMG|9RCR
340	33132 53352	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	1DUST|246aVULN|3NUKE|5ASPD|7LWND|8DMG|9RCR
341	33132 56352	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	1DUST|246aVULN|3NUKE|5ASPD|7BEXP|8DMG|9RCR
342	61132 52352	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	146aVULN|2BEXP|3NUKE|5ASPD|7DUST|8DMG|9RCR
343	62132 32352	   	191.40	DCR|4VULN|1NUKE|1ASPD|1DMG	146aVULN|2LHND|3NUKE|5ASPD|7DUST|8DMG|9RCR
344	63232 31552	   	191.40	DCR|4VULN|1ASPD|1DMG	126aVULN|3LHND|4DMG|5ASPD|7TLV|8DUST|9RCR
345	36332 43362	   	191.36	DCR|2VULN|2DMG|1ASPD|1DUR	1DUST|2RCVC|38VULN|4aDMG|5ASPD|6DUR|7RCR|9ERES
346	63613 23633	   	191.32	DCR|1SPLARM|2VULN|2AART|1ASPD	12VULN|3DUST|49AART|5BELT|6SPLARM|7ASPD|8RCVC|aRCR
347	63432 43311	   	191.30	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	128VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|9AAC|aERES
348	63432 43313	   	191.30	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	128VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|9AAC|aMBVNT
349	63632 43311	   	191.20	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	128VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|9AAC|aERES
350	63632 43313	   	191.20	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	128VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|9AAC|aMBVNT
351	36332 43523	   	191.14	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1DUST|2RCVC|3aVULN|4DMG|5ASPD|6DUR|7RCR|8ZMB|9SPLREG
352	62112 43311	   	190.90	DCR|3VULN|2ASPD|1NUKE|1AAC|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9AAC|aERES
353	62112 43313	   	190.90	DCR|3VULN|2ASPD|1NUKE|2DUR|1AAC	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9AAC|aMBVNT
354	62112 43315	   	190.90	DCR|3VULN|2ASPD|1NUKE|2DUR|1AAC	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9AAC|aCGEN
355	62112 43316	   	190.90	DCR|3VULN|2ASPD|1NUKE|1AAC|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9AAC|aDUST
356	62132 43311	   	190.80	DCR|3VULN|2ASPD|1NUKE|1AAC|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9AAC|aERES
357	62132 43313	   	190.80	DCR|3VULN|2ASPD|1NUKE|2DUR|1AAC	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9AAC|aMBVNT
358	62132 43315	   	190.80	DCR|3VULN|2ASPD|1NUKE|2DUR|1AAC	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9AAC|aCGEN
359	62132 43316	   	190.80	DCR|3VULN|2ASPD|1NUKE|1AAC|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9AAC|aDUST
360	13632 43253	   	190.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1LHND|248VULN|3MLV|5ASPD|6DUR|7ZMB|9RCR|aCDMG
361	63162 23253	   	190.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	128VULN|3MLV|4DUR|5ASPD|6ZMB|7LHND|9RCR|aCDMG
362	63222 43253	   	190.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	128VULN|3LHND|4CGEN|5ASPD|6DUR|7ZMB|9RCR|aCDMG
363	33632 43253	   	190.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUST|248VULN|3MLV|5ASPD|6DUR|7ZMB|9RCR|aCDMG
364	63122 43253	   	190.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	128VULN|3MLV|4DUST|5ASPD|6DUR|7ZMB|9RCR|aCDMG
365	13632 61263	 * 	190.37	DCR|3VULN|1SPLARM|1ASPD|1CDMG	1LHND|249VULN|3MLV|5ASPD|6LEGI|7RCR|8CDMG|aSPLARM
366	36232 53323	   	190.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	18DUST|2RCVC|38LHND|4DMG|5ASPD|68VULN|7RCR|8BPWR|9DUR|aCDMG
367	36332 63323	   	190.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	18DUST|2RCVC|38VULN|4DMG|5ASPD|68LHND|7RCR|8BPWR|9DUR|aCDMG
368	13515 31152	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|26VULN|3LIT|4LWND|5DUR|7RCR|8CDMG|9ASPD|aAART
369	13632 43252	   	190.18	DCR|4VULN|1ASPD|1ZMB|1DUR	1LHND|248aVULN|3MLV|5ASPD|6DUR|7ZMB|9RCR
370	63162 23252	   	190.18	DCR|4VULN|1ASPD|1ZMB|1DUR	128aVULN|3MLV|4DUR|5ASPD|6ZMB|7LHND|9RCR
371	63222 43252	   	190.18	DCR|4VULN|1ASPD|1ZMB|1DUR	128aVULN|3LHND|4CGEN|5ASPD|6DUR|7ZMB|9RCR
372	36332 43123	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|39VULN|4DMG|5ASPD|6DUR|7RCR|8LHND|aCDMG
373	36332 43333	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|38VULN|4DMG|5ASPD|6DUR|7RCR|9FEWX|aCDMG
374	36232 53423	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|3LHND|4DMG|5ASPD|69VULN|7RCR|8DUR|aCDMG
375	36332 23323	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|38VULN|4DMG|5ASPD|6FEWX|7RCR|9DUR|aCDMG
376	36332 23423	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|39VULN|4DMG|5ASPD|6FEWX|7RCR|8DUR|aCDMG
377	36332 63423	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2RCVC|39VULN|4DMG|5ASPD|6LHND|7RCR|8DUR|aCDMG
378	36232 53632	   	190.11	DCR|2VULN|2ASPD|1DMG|1ZMB	1DUST|2RCVC|3LHND|4DMG|59ASPD|6aVULN|7RCR|8ZMB
379	36332 63632	   	190.11	DCR|2VULN|2ASPD|1DMG|1ZMB	1DUST|2RCVC|3aVULN|4DMG|59ASPD|6LHND|7RCR|8ZMB
380	33632 43252	   	190.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1DUST|248aVULN|3MLV|5ASPD|6DUR|7ZMB|9RCR
381	63122 43252	   	190.08	DCR|4VULN|1ASPD|1ZMB|1DUR	128aVULN|3MLV|4DUST|5ASPD|6DUR|7ZMB|9RCR
382	33313 23433	   	190.04	DCR|1SPLARM|2VULN|2AART|1ASPD	13DUST|28VULN|49AART|5BELT|6SPLARM|7ASPD|aRCR
383	61112 63362	   	189.96	DCR|4VULN|2ASPD|1NUKE	148aVULN|24BEXP|3NUKE|48BPWR|58ASPD|68LHND|7RCR|9MLV
384	33313 66263	 * 	189.91	DCR|2VULN|2ASPD|1AART|1CDMG	137DUST|28VULN|4AART|5BELT|68ASPD|8BPWR|9CDMG|aRCR
385	63322 46133	   	189.91	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	123VULN|4AELBLL|5CDMG|6LIT|7MDPS|8DMG|9ASPD|aRCR
386	13112 43362	   	189.89	DCR|2VULN|2ASPD|1DMG|1NUKE|2DUR	148LHND|24VULN|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9BELT|aDMG
387	61132 63362	   	189.86	DCR|4VULN|2ASPD|1NUKE	148aVULN|2BEXP|3NUKE|58ASPD|68LHND|7RCR|8BPWR|9MLV
388	63141 11334	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	127VULN|3MLV|4ZMB|5BEXP|6AART|8LHND|9RCR|aDMG
389	63141 11336	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	127VULN|3MLV|4ZMB|5BEXP|6AART|8LHND|9RCR|aASPD
390	63333 24334	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|4FEWX|5AME|6ZMB|7AART|8LHND|9RCR|aDMG
391	63333 24336	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|4FEWX|5AME|6ZMB|7AART|8LHND|9RCR|aASPD
392	61115 11613	 * 	189.80	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	146VULN|245BEXP|3NUKE|4BPWR|7ASPD|8AART|9RCR|aZMB
393	13132 43362	   	189.79	DCR|2VULN|2ASPD|1DMG|1NUKE|2DUR	18LHND|24VULN|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9BELT|aDMG
394	32332 53324	   	189.77	DCR|2VULN|1AART|1ASPD|1DMG	138DUST|28LWND|4DMG|5ASPD|68VULN|7RCR|8BPWR|9RMIN|aAART
395	33332 63324	   	189.77	DCR|2VULN|1AART|1ASPD|1DMG	138DUST|28VULN|4DMG|5ASPD|68LHND|7RCR|8BPWR|9RMIN|aAART
396	61112 23335	   	189.76	DCR|4VULN|2ASPD|1NUKE	148aVULN|24BEXP|3NUKE|4BPWR|59ASPD|6FEWX|7RCR
397	33332 31611	   	189.71	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	136DUST|27VULN|4DMG|5ASPD|8AART|9RCR|aDUR
398	33254 31332	 * 	189.70	DCR|5VULN|1MDPS|1ASPD	1DUST|2568aVULN|3MDPS|46AELBLL|6BPWR|7RCR|9ASPD
399	65333 21333	   	189.69	DCR|3VULN|1ASPD|1CDMG|2ZMB	168VULN|28ZMB|3CGEN|4BEXP|58LHND|7RCR|8BPWR|9ASPD|aCDMG
400	33112 63314	   	189.66	DCR|4VULN|2ASPD|1NUKE	148DUST|249aVULN|3NUKE|48BPWR|58ASPD|68LHND|7RCR
401	61112 33335	   	189.66	DCR|4VULN|2ASPD|1NUKE	148aVULN|24BEXP|3NUKE|4BPWR|59ASPD|6DUST|7RCR
402	61132 23335	   	189.66	DCR|4VULN|2ASPD|1NUKE	148aVULN|2BEXP|3NUKE|59ASPD|6FEWX|7RCR
403	33112 23335	   	189.56	DCR|4VULN|2ASPD|1NUKE	14DUST|248aVULN|3NUKE|4BPWR|59ASPD|6FEWX|7RCR
404	33132 23335	   	189.56	DCR|4VULN|2ASPD|1NUKE	1DUST|248aVULN|3NUKE|59ASPD|6FEWX|7RCR
405	61132 33335	   	189.56	DCR|4VULN|2ASPD|1NUKE	148aVULN|2BEXP|3NUKE|59ASPD|6DUST|7RCR
406	46121 32622	   	189.54	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	17MLV|2CDMG|37DUR|4LWND|5ASPD|67VULN|7BPWR|8AART|9MBVNT|aRCR
407	52331 24113	 * 	189.50	DCR|3VULN|1MDPS|1AART|1DMG|1AAC|1ZMB	1TLV|2AAC|367VULN|4DMG|5MDPS|8ZMB|9RCR|aAART
408	33112 31613	   	189.50	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	146DUST|247VULN|3NUKE|4BPWR|5ASPD|8AART|9RCR|aZMB
409	64112 31613	   	189.50	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	147VULN|2AAC|346DUST|4BPWR|5ASPD|8AART|9RCR|aZMB
410	36342 23234	   	189.50	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|37VULN|4LHND|5AART|6RMIN|8ASPD|9RCR|aDMG
411	65134 31333	   	189.49	DCR|3VULN|1ASPD|1CDMG|2ZMB	148VULN|28ZMB|3DUST|5TLV|68LWND|7RCR|8BPWR|9ASPD|aCDMG
412	35132 53352	   	189.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	138DUST|28ZMB|4LWND|5ASPD|68aVULN|7RCR|8BPWR|9CDMG
413	13316 12452	   	189.39	DCR|3VULN|2DMG|1CDMG|1SELL	17LHND|27aVULN|3DUST|4SELL|5MLV|67DMG|7BPWR|8CDMG|9RCR
414	36232 53223	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|3LHND|4DMG|5ASPD|69VULN|7RCR|8FEWX|aAART
415	36332 23123	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|39VULN|4DMG|5ASPD|6FEWX|7RCR|8LHND|aAART
416	36332 63223	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|39VULN|4DMG|5ASPD|6LHND|7RCR|8FEWX|aAART
417	65333 21332	   	189.29	DCR|4VULN|1ASPD|2ZMB	168aVULN|28ZMB|3CGEN|4BEXP|58LHND|7RCR|8BPWR|9ASPD
418	63152 11124	 * 	189.27	ACR|4VULN|1AART|1ASPD|1CDMG	1278VULN|3MLV|4RCR|5ASPD|6AART|9LIT|aCDMG
419	36332 23523	   	189.24	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|39VULN|4DMG|5ASPD|6FEWX|7RCR|8LEGI|aAART
420	63152 11135	   	189.17	ACR|4VULN|1AART|1ASPD|1CDMG	1278VULN|3MLV|4RCR|5ASPD|6AART|9ERES|aCDMG
421	63235 21335	   	189.12	DCR|3VULN|1MDPS|1ASPD|1DMG	128VULN|38LHND|4DMG|5BEXP|68ERES|7RCR|8BPWR|9ASPD|aMDPS
422	63432 23125	   	189.12	DCR|3VULN|1MDPS|1ASPD|1DMG	129VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8LHND|aMDPS
423	24331 33224	   	189.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LEGI|2RPLT|34DMG|4BPWR|5ASPD|6VULN|7FEWX|8RCR|9DUR|aAART
424	61112 43325	   	189.09	DCR|4VULN|1ASPD|1NUKE|2DUR	148aVULN|24BEXP|3NUKE|4BPWR|5ASPD|69DUR|7RCR
425	65134 31332	   	189.09	DCR|4VULN|1ASPD|2ZMB	148aVULN|28ZMB|3DUST|5TLV|68LWND|7RCR|8BPWR|9ASPD
426	33332 31566	   	189.05	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	136DUST|27VULN|4DMG|5ASPD|8RCR|9MDPS|aNUKE
427	63236 21335	   	189.02	DCR|3VULN|1MDPS|1ASPD|1DMG	128VULN|38LHND|4DMG|5DUST|68ERES|7RCR|8BPWR|9ASPD|aMDPS
428	63432 23342	   	189.02	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	128VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9MDPS|aCDMG
429	63432 23343	   	189.02	DCR|3VULN|2DMG|1MDPS|1ASPD	128VULN|3BEXP|4aDMG|5ASPD|6FEWX|7RCR|9MDPS
430	63432 33125	   	189.02	DCR|3VULN|1MDPS|1ASPD|1DMG	129VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8LHND|aMDPS
431	63232 11111	   	189.01	5VULN|2DMG|2ASPD|1AART	12789VULN|3LHND|49DMG|59ASPD|6AART|9BPWR|aMLV
432	63232 11112	   	189.01	5VULN|2DMG|2ASPD|1AART	12789VULN|3LHND|49DMG|59ASPD|6AART|9BPWR|aBEXP
433	63232 11114	   	189.01	5VULN|2DMG|2ASPD|1AART	12789VULN|3LHND|49DMG|59ASPD|6AART|9BPWR|aLWND
434	63232 34111	   	189.01	5VULN|2DMG|2ASPD|1AART	12689VULN|3LHND|49DMG|59ASPD|7AART|9BPWR|aMLV
435	63232 34112	   	189.01	5VULN|2DMG|2ASPD|1AART	12689VULN|3LHND|49DMG|59ASPD|7AART|9BPWR|aBEXP
436	63232 34114	   	189.01	5VULN|2DMG|2ASPD|1AART	12689VULN|3LHND|49DMG|59ASPD|7AART|9BPWR|aLWND
437	63232 11415	   	189.01	5VULN|2DMG|2ASPD|1AART	1279aVULN|3LHND|49DMG|59ASPD|6AART|8DMSP|9BPWR
438	61132 43325	   	188.99	DCR|4VULN|1ASPD|1NUKE|2DUR	148aVULN|2BEXP|3NUKE|5ASPD|69DUR|7RCR
439	35132 53314	   	188.99	DCR|4VULN|1ASPD|2ZMB	138DUST|28ZMB|4LWND|5ASPD|689aVULN|7RCR|8BPWR
440	33132 63336	   	188.97	DCR|3ASPD|2VULN|1DMG|1NUKE	18DUST|24VULN|3NUKE|589ASPD|68LHND|7RCR|8BPWR|aDMG
441	63432 33342	   	188.92	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	128VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9MDPS|aCDMG
442	63432 33343	   	188.92	DCR|3VULN|2DMG|1MDPS|1ASPD	128VULN|3BEXP|4aDMG|5ASPD|6DUST|7RCR|9MDPS
443	63632 23342	   	188.92	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9MDPS|aCDMG
444	63632 23343	   	188.92	DCR|3VULN|2DMG|1MDPS|1ASPD	128VULN|3DUST|4aDMG|5ASPD|6FEWX|7RCR|9MDPS
445	63232 11116	   	188.91	5VULN|2DMG|2ASPD|1AART|1SELL	12789VULN|3LHND|49DMG|59ASPD|6AART|9BPWR|aSELL
446	63232 34116	   	188.91	5VULN|2DMG|2ASPD|1AART|1SELL	12689VULN|3LHND|49DMG|59ASPD|7AART|9BPWR|aSELL
447	33112 43325	   	188.89	DCR|4VULN|1ASPD|1NUKE|2DUR	14DUST|248aVULN|3NUKE|4BPWR|5ASPD|69DUR|7RCR
448	33132 43325	   	188.89	DCR|4VULN|1ASPD|1NUKE|2DUR	1DUST|248aVULN|3NUKE|5ASPD|69DUR|7RCR
449	62152 43333	   	188.86	DCR|2VULN|2ASPD|1NUKE|1CDMG|2DUR	18VULN|2LHND|3NUKE|4RCVC|58ASPD|68DUR|7RCR|8BPWR|9BEXP|aCDMG
450	63212 52225	   	188.81	DCR|1SPLARM|2VULN|2AART|1ZMB|1DUR	12VULN|3LHND|48AART|5FEWX|6SPLARM|7DUR|9ZMB|aRCR
451	13632 12536	 * 	188.78	DCR|3ASPD|2VULN|1AART	1LHND|24VULN|3MLV|58aASPD|6AART|7BEXP|9RCR
452	63222 12536	   	188.78	DCR|3ASPD|2VULN|1AART	12VULN|3LHND|4CGEN|58aASPD|6AART|7BEXP|9RCR
453	43512 31324	 * 	188.71	DCR|2VULN|1AART|1ASPD|3DUR	18MLV|248DUR|34LWND|48BPWR|5ASPD|68VULN|7RCR|9RMIN|aAART
454	13432 12536	   	188.68	DCR|3ASPD|2VULN|1AART	1LHND|24VULN|3ERES|58aASPD|6AART|7BEXP|9RCR
455	63152 11633	   	188.67	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	127VULN|3MLV|4RCR|5ASPD|6AART|8SPLREG|9CDMG|aDUR
456	33313 66225	   	188.58	DCR|3ASPD|2VULN|1AART	137DUST|28VULN|4AART|5BELT|68aASPD|8BPWR|9RCR
457	65132 43322	   	188.53	DCR|3VULN|1ASPD|3DUR|1ZMB	148VULN|2ZMB|3DUST|5ASPD|69aDUR|7RCR
458	13112 43355	   	188.41	DCR|3VULN|2ASPD|1NUKE|2DUR	148LHND|24aVULN|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9RCVC
459	62112 43351	   	188.41	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9RCVC|aLIT
460	62112 43353	   	188.41	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9RCVC|aRPLT
461	13132 43355	   	188.31	DCR|3VULN|2ASPD|1NUKE|2DUR	18LHND|24aVULN|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9RCVC
462	62132 43351	   	188.31	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9RCVC|aLIT
463	62132 43353	   	188.31	DCR|3VULN|2ASPD|1NUKE|2DUR	148VULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9RCVC|aRPLT
464	63234 61221	   	188.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5TLV|6LEGI|7RCR|8CDMG|9ZMB|aASPD
465	63232 43122	   	188.29	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|aRCVC
466	63432 63321	   	188.26	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|38BEXP|4DMG|5ASPD|68LHND|7RCR|8BPWR|9DUR|aAME
467	36232 53332	   	188.19	DCR|2VULN|2ASPD|1DMG|1DUR	18DUST|2RCVC|38LHND|4DMG|59ASPD|68VULN|7RCR|8BPWR|aDUR
468	36332 63332	   	188.19	DCR|2VULN|2ASPD|1DMG|1DUR	18DUST|2RCVC|38VULN|4DMG|59ASPD|68LHND|7RCR|8BPWR|aDUR
469	36332 23332	   	188.09	DCR|2VULN|2ASPD|1DMG|1DUR	1DUST|2RCVC|38VULN|4DMG|59ASPD|6FEWX|7RCR|aDUR
470	63232 43221	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|aAME
471	63232 43224	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|aBEXP
472	63432 43121	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|8LHND|aAME
473	63432 43331	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|9FEWX|aAME
474	63432 23122	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8LHND|aDUR
475	63432 23321	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9DUR|aAME
476	63432 23324	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3aBEXP|4DMG|5ASPD|6FEWX|7RCR|9DUR
477	63432 23326	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9DUR|aRPLT
478	63432 23421	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8DUR|aAME
479	63432 63222	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6LHND|7RCR|8FEWX|aDUR
480	63632 63321	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|38DUST|4DMG|5ASPD|68LHND|7RCR|8BPWR|9DUR|aAME
481	63232 43152	   	188.04	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3LHND|49DMG|5ASPD|6DUR|7RCR|8LEGI|aRCVC
482	33632 41362	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|248VULN|3MLV|5ASPD|6DUR|7RCR|9BELT|aDMG
483	63122 41362	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3MLV|4DUST|5ASPD|6DUR|7RCR|9BELT|aDMG
484	63232 43121	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|aAME
485	63232 43123	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|aCGEN
486	63232 43124	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8LEGI|aBEXP
487	63232 43226	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3LHND|4DMG|5ASPD|6DUR|7RCR|8FEWX|aERES
488	63632 43121	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|8LHND|aAME
489	63632 43331	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3DUST|4DMG|5ASPD|6DUR|7RCR|9FEWX|aAME
490	61112 43362	   	187.96	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	148VULN|24BEXP|3NUKE|4BPWR|5ASPD|6DUR|7RCR|9ERES|aDMG
491	63432 23522	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8LEGI|aDUR
492	63432 33122	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8LHND|aDUR
493	63432 33321	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9DUR|aAME
494	63432 33324	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3aBEXP|4DMG|5ASPD|6DUST|7RCR|9DUR
495	63432 33326	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9DUR|aRPLT
496	63432 33421	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8DUR|aAME
497	63432 63122	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3BEXP|4DMG|5ASPD|6LHND|7RCR|8LEGI|aDUR
498	63632 23122	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	129VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8LHND|aDUR
499	63632 23321	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9DUR|aAME
500	63632 23324	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9DUR|aBEXP
