0	Index      	 *	Score 	Summary	Detail	
1	33453 64381	 * 	177.79	ACR|1BASARM|2BEXP|1DMG	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aDMG
303	15634 31212	   	151.41	ACR|3VULN|1DMG|1BEXP	1SNIHEL|28aVULN|3BELT|4RCR|5BEXP|6LHND|7LIT|9DMG
304	11326 14532	   	151.31	ACR|2BEXP|1DMG|1CDMG|1AAC	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7AAC|9CGEN|aDMG
305	11326 14533	   	151.31	ACR|2BEXP|1ASPD|1CDMG|1AAC	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|68BEXP|7AAC|9CGEN|aASPD
306	12656 22132	 * 	151.31	ACR|2BEXP|2VULN|1AART|1AAC	1aSNIHEL|2RCVC|3AART|48DUR|5RCR|6AAC|7aBEXP|9aVULN|aBPWR
307	12656 22222	   	151.31	ACR|2BEXP|1ASPD|1AART|1AAC	1SNIHEL|2RCVC|3AART|4DUR|5RCR|6AAC|7aBEXP|8RPLT|9ASPD
308	15631 21214	   	151.31	ACR|3VULN|1DMG|1BEXP	1SNIHEL|268VULN|3BELT|4RCR|5DMG|7ERES|9DUR|aBEXP
309	15631 26212	   	151.31	ACR|3VULN|1DMG|1AART	1SNIHEL|267VULN|3BELT|4RCR|5DMG|8DUST|9DUR|aAART
310	15631 23143	   	151.31	ACR|3VULN|1DMG|1AART	1SNIHEL|269VULN|3BELT|4RCR|5DMG|7AART|8FEWX|aDUST
311	11621 31266	   	151.21	ACR|2BEXP|1ASPD|1CDMG|1AAC	1SNIHEL|2CDMG|38CGEN|4MDPS|5RCR|6AAC|7ASPD|9aBEXP
312	21425 34113	 * 	151.20	DCR|1BASARM|3VULN|1ASPD	124VULN|2BPWR|3FEWX|5ASPD|6MLV|7BASARM|8NUKE|9RMIN|aRCR
313	11121 31133	   	151.11	ACR|2BEXP|1ASPD|1CDMG|1AAC	1aSNIHEL|2CDMG|3aERES|4MDPS|5RCR|6AAC|7ASPD|8LHND|9aBEXP|aBPWR
314	21425 24113	   	151.10	DCR|1BASARM|3VULN|1ASPD	124VULN|2BPWR|3FEWX|5ASPD|6AME|7BASARM|8NUKE|9RMIN|aRCR
315	11121 31566	   	151.01	ACR|2BEXP|1ASPD|1CDMG|1AAC	1SNIHEL|2CDMG|38ERES|4MDPS|5RCR|6AAC|7ASPD|9aBEXP
316	11121 31666	   	151.01	ACR|2BEXP|1ASPD|1CDMG|1AAC	18SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|7ASPD|9aBEXP
317	32131 53341	   	150.99	1BASARM|2ASPD|2BEXP|1AART|1CDMG|1AAC	1TLV|2aASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|89BEXP
318	52131 53341	   	150.99	1BASARM|2ASPD|2BEXP|1CDMG|1AART|1AAC	1ERES|2aASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|89BEXP
319	12334 26224	 * 	150.62	3BASARM|3BEXP|2VULN|1CDMG	189SNIHEL|2RCVC|3aVULN|489BASARM|5TLV|6CDMG|789BEXP|89BPWR
320	12335 36224	   	150.62	3BASARM|3BEXP|2VULN|1CDMG	189SNIHEL|2RCVC|3aVULN|489BASARM|5CDMG|6AME|789BEXP|89BPWR
321	32131 53432	 * 	150.41	1BASARM|2ASPD|1DMG|2AAC|1CDMG|1AART	1TLV|29ASPD|3CDMG|4MDPS|5aAAC|6BASARM|7AART|8DMG
322	52131 53432	   	150.41	1BASARM|2ASPD|1DMG|2AAC|1AART|1CDMG	1ERES|29ASPD|3CDMG|4MDPS|5aAAC|6BASARM|7AART|8DMG
323	15631 41231	   	150.35	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6VENFST|79ASPD|8LHND|aFEWX
324	15631 41233	   	150.35	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6VENFST|79ASPD|8LHND|aLIT
325	15633 34714	   	150.35	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|78ASPD|9CGEN|aDMG
326	15633 34734	   	150.35	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|78ASPD|9ZMB|aDMG
327	15633 34744	   	150.35	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|78ASPD|9MLV|aDMG
328	15633 38422	   	150.35	ACR|2DMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7aDMG|8BASICY|9FEWX
329	15631 11125	   	150.35	ACR|2DMG|2CDMG|1VULN	1aSNIHEL|2VULN|3BELT|4RCR|5aDMG|6LHND|7RPLT|8ERES|9aCDMG|aBPWR
330	15631 36112	   	150.25	ACR|2DMG|2CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|69CDMG|7FEWX|8ERES
331	15631 41232	   	150.25	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6VENFST|79ASPD|8LHND|aNUKE
332	15633 34724	   	150.25	ACR|2ASPD|1DMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|78ASPD|9AME|aDMG
333	42343 22113	 * 	150.21	ACR|2ASPD|2DMG|1CDMG|1AART|1AAC|2MSE	14MSE|24DMG|3AAC|4BPWR|5RCR|6CGEN|7AART|8CDMG|9aASPD
334	15631 41112	   	150.15	ACR|2DMG|1ASPD|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5aDMG|6VENFST|7ASPD|8TLV|9DUST
335	11326 51332	   	150.12	ACR|1DMG|1BEXP|1AART|1CDMG|1AAC	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7LWND|8BEXP|9AAC|aDMG
336	11326 56311	   	150.12	ACR|1DMG|1AART|1BEXP|1CDMG|1AAC	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7AAC|8LIT|9BEXP|aDMG
337	12633 12235	 * 	149.98	DCR|2DMG|2BEXP|2AART|1VULN	18SNIHEL|2RCVC|34AART|58DMG|6MDPS|78BEXP|8BPWR|9VULN|aRCR
338	21113 61615	 * 	149.98	DCR|3VULN|1ASPD|1DMG|1BEXP|1CDMG|1SELL	125VULN|2BPWR|3SELL|4DMSP|6BEXP|7CDMG|8ASPD|9DMG|aRCR
339	25226 11332	   	149.94	ACR|2BEXP|1DMG|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7CGEN|8ZMB|aDMG
340	25226 11333	   	149.94	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7CGEN|8ZMB|aASPD
341	25226 23332	   	149.94	ACR|2BEXP|1DMG|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|79BEXP|8ZMB|aDMG
342	25226 23333	   	149.94	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|6CGEN|79BEXP|8ZMB|aASPD
343	25226 14213	   	149.92	ACR|2VULN|1BEXP|1AART|1CDMG|1AAC	19VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7AAC|8DUST|aAART
344	25226 12312	   	149.84	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|68BEXP|7DLOT|9LHND|aASPD
345	25226 12332	   	149.84	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|68BEXP|7DLOT|9FEWX|aASPD
346	25226 12352	   	149.84	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|68BEXP|7DLOT|9DUR|aASPD
347	25226 16132	   	149.84	ACR|2BEXP|1DMG|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7ZMB|8ERES|aDMG
348	25226 16133	   	149.84	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7ZMB|8ERES|aASPD
349	11121 62316	   	149.74	ACR|2BEXP|1ASPD|1CDMG|1VULN	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|7ASPD|89BEXP|aVULN
350	11121 16622	   	149.74	ACR|2BEXP|1ASPD|1CDMG|1VULN	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6RPLT|7aBEXP|8ASPD|9VULN
351	25226 13532	   	149.74	ACR|2BEXP|1DMG|1CDMG|1VULN	1VULN|2CDMG|37SNITOX|4BELT|5RCR|69BEXP|8MBVNT|aDMG
352	25226 13533	   	149.74	ACR|2BEXP|1ASPD|1CDMG|1VULN	1VULN|2CDMG|37SNITOX|4BELT|5RCR|69BEXP|8MBVNT|aASPD
353	11326 63321	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9RPLT|aCGEN
354	11326 63323	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9RPLT|aMLV
355	11326 63325	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9RPLT|aLWND
356	11326 63335	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9FEWX|aLIT
357	11326 63336	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9aFEWX
358	11326 63341	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9aCGEN
359	11326 63352	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3aDUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9LHND
360	11326 63353	   	149.73	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9LHND|aCGEN
361	11326 63311	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aCGEN
362	11326 63314	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aFEWX
363	11326 63316	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aZMB
364	11326 63322	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9RPLT|aDUST
365	11326 63342	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9CGEN|aAEFBLL
366	11326 63361	   	149.63	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9ERES|aCGEN
367	11326 63313	   	149.53	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aVENICY
368	11326 63315	   	149.53	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9AME|aERES
369	11326 63363	   	149.53	ACR|1BASARM|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9ERES|aVENICY
370	21121 22612	 * 	149.50	5VULN|3ASPD|2BEXP|1AART|1SELL	1268aVULN|28aBPWR|3SELL|4AART|58ERES|78aASPD|9aBEXP
371	21121 54612	 * 	149.50	5VULN|3DMG|2BEXP|1AART|1SELL	1278aVULN|28aBPWR|3SELL|4AART|58ERES|68aDMG|9aBEXP
372	15633 25324	   	149.50	ACR|2BEXP|1DMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AAC|79BEXP|8CGEN|aDMG
373	11326 63343	   	149.49	ACR|1BASARM|1CDMG|1VULN|1SELL	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6VULN|7SNITOX|8BASARM|9CGEN|aSELL
374	33263 41372	   	149.31	ACR|2BEXP|1ASPD|1DMG	1TLV|2MBVNT|3RCVC|4RMIN|5RCR|6CGEN|7DMG|8ASPD|9aBEXP
375	53263 41372	   	149.31	ACR|2BEXP|1ASPD|1DMG	1ERES|2MBVNT|3RCVC|4RMIN|5RCR|6CGEN|7DMG|8ASPD|9aBEXP
376	33753 41372	   	149.21	ACR|2BEXP|1ASPD|1DMG	14TLV|2MBVNT|3RMIN|4BPWR|5RCR|6CGEN|7DMG|8ASPD|9aBEXP
377	33763 41372	   	149.21	ACR|2BEXP|1ASPD|1DMG	1TLV|2MBVNT|3RMIN|4AEMAG|5RCR|6CGEN|7DMG|8ASPD|9aBEXP
378	33263 33347	   	149.21	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3RCVC|47RMIN|5RCR|69LHND|8ASPD|aBASARM
379	33263 33387	   	149.21	ACR|1BASARM|1ASPD	1TLV|2MBVNT|39RCVC|47RMIN|5RCR|6LHND|8ASPD|aBASARM
380	33453 23387	   	149.21	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6FEWX|7RMIN|8ASPD|9LWND|aBASARM
381	33453 34347	   	149.21	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|69LHND|7DMSP|8ASPD|aBASARM
382	33453 34387	   	149.21	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6LHND|7DMSP|8ASPD|9RCVC|aBASARM
383	53263 33347	   	149.21	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3RCVC|47RMIN|5RCR|69LHND|8ASPD|aBASARM
384	53453 34347	   	149.21	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|69LHND|7DMSP|8ASPD|aBASARM
385	31635 22122	   	149.11	ACR|1BASARM|1DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|69CGEN|7DMG|8FEWX|aBASARM
386	31635 22422	   	149.11	ACR|1BASARM|1DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|68CGEN|7DMG|9LWND|aBASARM
387	31635 25132	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MDPS|3RPLT|4LEGI|5RCR|67CGEN|8FEWX|9ASPD|aBASARM
388	31635 25222	   	149.11	ACR|1BASARM|1DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|67CGEN|8DMG|9LWND|aBASARM
389	31635 26132	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MDPS|3RPLT|4LEGI|5RCR|6CGEN|7DMSP|8FEWX|9ASPD|aBASARM
390	31635 26222	   	149.11	ACR|1BASARM|1DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|6CGEN|7DMSP|8DMG|9LWND|aBASARM
391	33263 31347	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3RCVC|4RMIN|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
392	33263 31387	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|39RCVC|4RMIN|5RCR|6LHND|7AEFBLL|8ASPD|aBASARM
393	33263 33337	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3RCVC|47RMIN|5RCR|6LHND|8ASPD|9AEFBLL|aBASARM
394	33453 12737	   	149.11	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6RCVC|7MDPS|8ASPD|9RMIN|aBASARM
395	33453 31347	   	149.11	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
396	33453 31387	   	149.11	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6LHND|7AEFBLL|8ASPD|9RCVC|aBASARM
397	33453 34337	   	149.11	ACR|1BASARM|1ASPD	14TLV|2MBVNT|34ZMB|4BPWR|5RCR|6LHND|7DMSP|8ASPD|9AEFBLL|aBASARM
398	33463 23387	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6FEWX|7RMIN|8ASPD|9LWND|aBASARM
399	33463 34347	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|69LHND|7DMSP|8ASPD|aBASARM
400	33463 34387	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6LHND|7DMSP|8ASPD|9RCVC|aBASARM
401	33753 33347	   	149.11	ACR|1BASARM|1ASPD	14TLV|2MBVNT|37RMIN|4BPWR|5RCR|69LHND|8ASPD|aBASARM
402	33763 33347	   	149.11	ACR|1BASARM|1ASPD	1TLV|2MBVNT|37RMIN|4AEMAG|5RCR|69LHND|8ASPD|aBASARM
403	53263 31347	   	149.11	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3RCVC|4RMIN|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
404	53263 33337	   	149.11	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3RCVC|47RMIN|5RCR|6LHND|8ASPD|9AEMAG|aBASARM
405	53453 12337	   	149.11	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|6RCVC|7MDPS|8ASPD|9RMIN|aBASARM
406	53453 23327	   	149.11	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|6FEWX|7RMIN|8ASPD|9DUST|aBASARM
407	53453 31347	   	149.11	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
408	53453 34337	   	149.11	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|6LHND|7DMSP|8ASPD|9AEMAG|aBASARM
409	53463 34347	   	149.11	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3ZMB|4AEMAG|5RCR|69LHND|7DMSP|8ASPD|aBASARM
410	31121 56411	 * 	149.10	1BASARM|2DMG|2BEXP|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8aDMG|9DUR
411	31121 56421	   	149.10	1BASARM|2DMG|2BEXP|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8aDMG|9FEWX
412	31121 11424	   	149.10	1BASARM|2ASPD|2BEXP|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|68ASPD|7FEWX|9AART|aBASARM
413	31121 13464	   	149.10	1BASARM|2ASPD|2BEXP|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|68ASPD|7LWND|9AART|aBASARM
414	32123 36242	   	149.10	1BASARM|2ASPD|2BEXP|1DMG|1CDMG	1TLV|27ASPD|3CDMG|4DUR|56BEXP|8DMG|9MULARM|aBASARM
415	51121 11424	   	149.10	1BASARM|2ASPD|2BEXP|2CDMG|1AART	1ERES|2MDPS|35BEXP|45CDMG|5BPWR|68ASPD|7FEWX|9AART|aBASARM
416	52123 36242	   	149.10	1BASARM|2ASPD|2BEXP|1DMG|1CDMG	1ERES|27ASPD|3CDMG|4DUR|56BEXP|8DMG|9MULARM|aBASARM
417	31635 22142	   	149.01	ACR|1BASARM|1DMG	19TLV|2MDPS|3RPLT|4LEGI|5RCR|6CGEN|7DMG|8FEWX|aBASARM
418	31635 23162	   	149.01	ACR|1BASARM|1DMG	1TLV|2MDPS|3RPLT|4LEGI|5RCR|68CGEN|7DUST|9DMG|aBASARM
419	33463 12737	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6RCVC|7MDPS|8ASPD|9RMIN|aBASARM
420	33463 31347	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
421	33463 31387	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6LHND|7AEFBLL|8ASPD|9RCVC|aBASARM
422	33463 34337	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6LHND|7DMSP|8ASPD|9AEFBLL|aBASARM
423	33753 31347	   	149.01	ACR|1BASARM|1ASPD	14TLV|2MBVNT|3RMIN|4BPWR|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
424	33753 33337	   	149.01	ACR|1BASARM|1ASPD	14TLV|2MBVNT|37RMIN|4BPWR|5RCR|6LHND|8ASPD|9AEFBLL|aBASARM
425	33763 31347	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3RMIN|4AEMAG|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
426	33763 33337	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|37RMIN|4AEMAG|5RCR|6LHND|8ASPD|9AEFBLL|aBASARM
427	33853 34347	   	149.01	ACR|1BASARM|1ASPD	14TLV|2MBVNT|3NUKE|4BPWR|5RCR|69LHND|7DMSP|8ASPD|aBASARM
428	33863 34347	   	149.01	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3NUKE|4AEMAG|5RCR|69LHND|7DMSP|8ASPD|aBASARM
429	53263 31337	   	149.01	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3RCVC|4RMIN|5RCR|6LHND|7AEFBLL|8ASPD|9AEMAG|aBASARM
430	53453 31337	   	149.01	ACR|1BASARM|1ASPD	14ERES|2MBVNT|34ZMB|4BPWR|5RCR|6LHND|7AEFBLL|8ASPD|9AEMAG|aBASARM
431	53463 12337	   	149.01	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3ZMB|4AEMAG|5RCR|6RCVC|7MDPS|8ASPD|9RMIN|aBASARM
432	53463 23327	   	149.01	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3ZMB|4AEMAG|5RCR|6FEWX|7RMIN|8ASPD|9DUST|aBASARM
433	53463 31347	   	149.01	ACR|1BASARM|1ASPD	1ERES|2MBVNT|3ZMB|4AEMAG|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
434	31121 56131	   	149.00	1BASARM|2ASPD|2BEXP|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8AME|9aASPD
435	51121 56131	   	149.00	1BASARM|2ASPD|2BEXP|2CDMG|1AART	1ERES|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8AME|9aASPD
436	11326 32263	   	148.91	ACR|1BASARM|2CDMG	1SNIHEL|2aCDMG|3DUR|4BELT|5RCR|6LEGI|7DLOT|8AEFBLL|9BASARM
437	33853 31347	   	148.91	ACR|1BASARM|1ASPD	14TLV|2MBVNT|3NUKE|4BPWR|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
438	33853 34337	   	148.91	ACR|1BASARM|1ASPD	14TLV|2MBVNT|3NUKE|4BPWR|5RCR|6LHND|7DMSP|8ASPD|9AEFBLL|aBASARM
439	33863 31347	   	148.91	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3NUKE|4AEMAG|5RCR|69LHND|7AEFBLL|8ASPD|aBASARM
440	33863 34337	   	148.91	ACR|1BASARM|1ASPD	1TLV|2MBVNT|3NUKE|4AEMAG|5RCR|6LHND|7DMSP|8ASPD|9AEFBLL|aBASARM
441	53463 12347	   	148.91	ACR|1BASARM|1ASPD	19ERES|2MBVNT|3ZMB|4AEMAG|5RCR|6RCVC|7MDPS|8ASPD|aBASARM
442	11121 36361	   	148.90	ACR|1ASPD|1DMG|2CDMG|1AAC	1SNIHEL|29CDMG|3ERES|4MDPS|5RCR|6AAC|7FLTARM|8ASPD|aDMG
443	15631 21215	   	148.76	ACR|4VULN|1DMG	1aSNIHEL|268aVULN|3BELT|4RCR|5DMG|7ERES|9aDUR|aBPWR
444	11326 52314	   	148.75	ACR|1DMG|1AART|1BEXP|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8LIT|9BEXP|aVULN
445	15631 21242	   	148.66	ACR|4VULN|1DMG	1SNIHEL|2689VULN|3BELT|4RCR|5DMG|7ERES|aLHND
446	15631 61312	   	148.66	ACR|4VULN|1DMG	1SNIHEL|279aVULN|3BELT|4RCR|5DMG|6LIT|8MDPS
447	15631 21241	   	148.56	ACR|4VULN|1DMG	1SNIHEL|2689VULN|3BELT|4RCR|5DMG|7ERES|aAME
448	15633 42324	   	148.43	ACR|2BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8aBEXP|9ZMB
449	15633 42344	   	148.43	ACR|2BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8aBEXP|9CGEN
450	15631 34321	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9ZMB|aDUR
451	15631 34322	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9ZMB|aFEWX
452	15631 34331	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9CGEN|aDUR
453	15631 34332	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9CGEN|aFEWX
454	15631 34333	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8AAC|9CGEN|aRCVC
455	15636 32212	   	148.41	ACR|1ASPD|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8CGEN|9LHND|aASPD
456	15636 32232	   	148.41	ACR|1ASPD|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8CGEN|9FEWX|aASPD
457	15636 32321	   	148.41	ACR|1DMG|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5AAC|6CDMG|7AART|8LIT|9LHND|aDMG
458	15631 11523	   	148.41	ACR|1DMG|1AART|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6LHND|7RPLT|8AAC|9CDMG|aAART
459	15636 31232	   	148.41	ACR|1DMG|1BEXP|1CDMG|1AAC|1VULN	1SNIHEL|2VULN|37BELT|4RCR|5AAC|6CDMG|8BEXP|9CGEN|aDMG
