0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32631 36432	10	 * 	265.47	DCR|3VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47aVULN|5DMSP|7BPWR|8DMG|9RCR
336	43354 36312	7	   	237.31	DCR|3VULN|2DMG|2LIT	1FEWX|2MBVNT|379VULN|46LIT|5aDMG|8RCR
337	13322 62572	8	   	237.26	DCR|4VULN|1DMG|1AART	17aLHND|2MBVNT|3DMG|478aVULN|57aERES|6AART|7aBPWR|9RCR
338	13322 62872	7	   	237.26	DCR|4VULN|1DMG|1AART	17aLHND|2MBVNT|3DMG|478aVULN|57aERES|6AART|7aBPWR|9RCR
339	43622 72133	3	   	237.26	DCR|4VULN|1DMG|1AART	137FEWX|2MBVNT|4AART|5678VULN|7BPWR|9DMG|aRCR
340	43613 38133	3	   	237.26	DCR|4VULN|1DMG|1AART	135FEWX|2MBVNT|4568VULN|56BPWR|7AART|9DMG|aRCR
341	32216 22255	3	   	237.26	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUST|479VULN|5DMG|6DUR|8ERES|aRCR
342	32236 22255	4	   	237.26	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUST|479VULN|5DMG|6DUR|8ERES|aRCR
343	32632 63126	9	   	237.26	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUR|46aVULN|5DUST|7ERES|8DMG|9RCR
344	32632 64122	10	   	237.26	DCR|3VULN|1DMG|1TLV|1DUR|1NUKE	1ZMB|2TLV|3DUR|46aVULN|5DUST|7NUKE|8DMG|9RCR
345	13322 38841	5	   	237.26	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2MBVNT|3DMG|46aVULN|5ERES|7DUR|8RCR|9TLV
346	13232 28847	3	   	237.26	DCR|2VULN|2DUR|1DMG|2CDMG	17LHND|2MBVNT|35VULN|47CDMG|67DUR|7BPWR|8DMG|9LIT|aRCR
347	13322 64872	6	   	237.16	DCR|4VULN|1DMG|1AART	1aLHND|2MBVNT|3DMG|478aVULN|5aERES|6AART|9RCR|aBPWR
348	13323 34874	4	   	237.16	DCR|4VULN|1DMG|1AART	1LHND|2MBVNT|3DMG|478aVULN|5AART|6RMIN|9RCR
349	13274 54127	7	   	237.16	DCR|4VULN|1DMG|1AART	1LHND|2MBVNT|3789VULN|4RPLT|5AART|6RCR|aDMG
350	13323 33444	4	   	237.16	DCR|4VULN|1DMG|1AART	1LHND|2MBVNT|3DMG|489aVULN|5AART|6RMIN|7RCR
351	13323 34244	4	   	237.16	DCR|4VULN|1DMG|1AART	1LHND|2MBVNT|3DMG|479aVULN|5AART|6RMIN|8RCR
352	16613 21162	3	   	237.14	DCR|3VULN|2DUR|2ASPD	19LHND|2DMSP|35DUR|459VULN|59BPWR|69ASPD|7RCVC|8TBNT|aRCR
353	16633 21162	4	   	237.14	DCR|3VULN|2DUR|2ASPD	19LHND|2DMSP|35DUR|459VULN|59BPWR|69ASPD|7RCVC|8TBNT|aRCR
354	43262 31262	1	   	237.04	DCR|3VULN|2DUR|2ASPD	19FEWX|27DUR|39ASPD|4TBNT|569VULN|8DMSP|9BPWR|aRCR
355	62323 52216	10	   	236.81	DCR|3VULN|1TLV|1DUR|1ASPD	15MLV|2TLV|3ZMB|45aVULN|5BPWR|6LIT|7RCR|8ASPD|9DUR
356	32123 52112	7	   	236.71	DCR|3VULN|1TLV|1DUR|1ASPD	15ZMB|2TLV|3ERES|459VULN|5BPWR|6LIT|7RCR|8DUR|aASPD
357	32123 52216	10	   	236.71	DCR|3VULN|1TLV|1DUR|1ASPD	15ZMB|2TLV|3ERES|45aVULN|5BPWR|6LIT|7RCR|8ASPD|9DUR
358	14323 62621	8	 * 	236.68	ACR|4VULN|2ASPD|2TLV|1DMG	17LHND|28TLV|3RCR|467aVULN|57ASPD|7BPWR|9DMG
359	13423 38863	5	   	236.61	DCR|3VULN|1TLV|1DUR|1ASPD	1LHND|2MBVNT|3TLV|469VULN|5ASPD|7DUR|8RCR|aLIT
360	13423 87374	4	   	236.61	DCR|3VULN|1TLV|1DUR|1ASPD	1LHND|2MBVNT|3TLV|469VULN|5DUR|7LIT|8RCR|aASPD
361	13423 18863	5	   	236.61	DCR|3VULN|1TLV|1DUR|1ASPD	1LHND|2MBVNT|3TLV|479VULN|5ASPD|6DUR|8RCR|aLIT
362	31134 53125	6	   	236.55	DCR|2VULN|2DMG|1TLV|1DUR	17ZMB|2ERES|37VULN|4TLV|5LIT|67DMG|7BPWR|8BEXP|9DUR|aRCR
363	12232 34514	9	   	236.55	DCR|2VULN|2DMG|1DUR|1TLV	168LHND|2DUST|38VULN|4LIT|5TLV|78DMG|8BPWR|9DUR|aRCR
364	12232 34524	8	   	236.55	DCR|2VULN|2DMG|1DUR|1TLV	168LHND|2DUST|38VULN|4LIT|5TLV|78DMG|8BPWR|9DUR|aRCR
365	13234 57123	10	   	236.51	DCR|2VULN|2DMG|1TLV|2LIT|1AART	17LHND|2MBVNT|3aVULN|47LIT|57DMG|6AART|7BPWR|8TLV|9RCR
366	13234 57125	9	   	236.51	DCR|2VULN|2DMG|1TLV|2LIT|1AART	17LHND|2MBVNT|3aVULN|47LIT|57DMG|6AART|7BPWR|8TLV|9RCR
367	13234 55332	9	   	236.48	DCR|3VULN|1DMG|1CDMG|1AART	1LHND|2MBVNT|38aVULN|4LIT|5DMG|6AART|7RCR|9CDMG
368	12232 24514	9	   	236.45	DCR|2VULN|2DMG|1DUR|1TLV	18LHND|26DUST|38VULN|4LIT|5TLV|78DMG|8BPWR|9DUR|aRCR
369	12232 24524	8	   	236.45	DCR|2VULN|2DMG|1DUR|1TLV	18LHND|26DUST|38VULN|4LIT|5TLV|78DMG|8BPWR|9DUR|aRCR
370	13423 87327	4	   	236.35	DCR|2VULN|2DMG|1DUR|1TLV	1LHND|2MBVNT|3TLV|46VULN|5DUR|7LIT|8RCR|9aDMG
371	13323 53466	8	   	236.24	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1aLHND|2MBVNT|3DMG|4aVULN|5ASPD|6TLV|7RCR|8BELT|9aDUR|aBPWR
372	36333 62351	8	   	236.21	ACR|3VULN|3DMG|1DUR|1CDMG	178ZMB|2CGEN|3RCR|478VULN|5RPLT|678DMG|78BPWR|9DUR|aCDMG
373	43343 42222	3	   	236.20	DCR|3VULN|2DMG|1CDMG	15FEWX|2MBVNT|345VULN|5BPWR|6CDMG|7RPLT|8RCR|9aDMG
374	43743 42222	2	   	236.20	DCR|3VULN|2DMG|1CDMG	15FEWX|2MBVNT|345VULN|5BPWR|6CDMG|7RPLT|8RCR|9aDMG
375	14423 15122	10	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1LHND|2TLV|37DUR|4aVULN|5ASPD|6ZMB|8DMG|9RCR
376	31333 62351	8	   	236.11	ACR|3VULN|3DMG|1DUR|1CDMG	178ZMB|2ERES|3RCR|478VULN|5RPLT|678DMG|78BPWR|9DUR|aCDMG
377	12323 45523	10	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1LHND|2DUST|3DMG|49VULN|5ASPD|6TLV|78DUR|aRCR
378	32313 12513	3	   	236.04	ACR|4VULN|3TLV|1DMG|1ASPD|1AART	1ZMB|256TLV|3RCR|4568VULN|56BPWR|7DMG|9AART|aASPD
379	32333 12513	4	   	236.04	ACR|4VULN|3TLV|1DMG|1ASPD|1AART	1ZMB|256TLV|3RCR|4568VULN|56BPWR|7DMG|9AART|aASPD
380	13234 36333	7	   	235.97	DCR|3VULN|1DMG|1DUR|2LIT	1LHND|2MBVNT|37aVULN|46LIT|5DMG|8RCR|9DUR
381	13234 67163	4	   	235.97	DCR|3VULN|1DMG|1DUR|2LIT	1LHND|2MBVNT|38aVULN|49LIT|5DUR|6RCR|7DMG
382	13413 18873	5	   	235.97	DCR|3VULN|2TLV|1DUR|2LIT	1LHND|2MBVNT|35TLV|45LIT|5BPWR|6RCR|7DUR|89aVULN
383	13413 88373	5	   	235.97	DCR|3VULN|2TLV|1DUR|2LIT	1LHND|2MBVNT|35TLV|45LIT|5BPWR|69aVULN|7DUR|8RCR
384	43354 36333	7	   	235.97	DCR|3VULN|1DMG|1DUR|2LIT	1FEWX|2MBVNT|37aVULN|46LIT|5DMG|8RCR|9DUR
385	44333 33611	10	 * 	235.96	ACR|4VULN|3DUR|1TLV	18aFEWX|2TLV|3RCR|4RMIN|5RPLT|68aDUR|789aVULN|8aBPWR
386	13325 22752	8	   	235.96	DCR|3VULN|2DMG|1CDMG|1SELL	19LHND|2MBVNT|39DMG|469VULN|5SELL|7LEGI|8RCR|9BPWR|aCDMG
387	14623 11336	6	   	235.93	DCR|3VULN|2TLV|1DMG|1ASPD	1LHND|25TLV|3RCVC|45aVULN|5BPWR|6ASPD|7BBNT|8RCR|9DMG
388	13223 38872	4	   	235.90	DCR|3VULN|2DUR|1DMG	19LHND|2MBVNT|367VULN|49BEXP|59DUR|8RCR|9BPWR|aDMG
389	13241 18872	3	   	235.90	DCR|3VULN|2DUR|1DMG	19LHND|2MBVNT|347VULN|59BEXP|69DUR|8RCR|9BPWR|aDMG
390	13241 38872	3	   	235.90	DCR|3VULN|2DUR|1DMG	19LHND|2MBVNT|346VULN|59BEXP|79DUR|8RCR|9BPWR|aDMG
391	13543 33872	2	   	235.90	DCR|3VULN|2DUR|1DMG	179LHND|2MBVNT|3BEXP|469VULN|59DUR|8RCR|9BPWR|aDMG
392	13843 33872	3	   	235.90	DCR|3VULN|2DUR|1DMG	179LHND|2MBVNT|3BEXP|469VULN|59DUR|8RCR|9BPWR|aDMG
393	14623 21112	5	   	235.90	DCR|3VULN|2DUR|2TLV	19LHND|25TLV|37RCVC|459VULN|59BPWR|69DUR|8TBNT|aRCR
394	32333 46611	10	   	235.86	ACR|4VULN|3DUR|1TLV	18aZMB|2TLV|3RCR|489aVULN|5RPLT|68aDUR|7LEGI|8aBPWR
395	14523 21512	5	   	235.80	DCR|3VULN|2DUR|3TLV	19LHND|235TLV|459VULN|59BPWR|6ERES|7CGEN|89DUR|aRCR
396	14523 32472	8	   	235.80	DCR|3VULN|2DUR|3TLV	19LHND|235TLV|459VULN|59BPWR|6MBVNT|79DUR|8RCR|aBEXP
397	14523 32474	8	   	235.80	DCR|3VULN|2DUR|3TLV	19LHND|235TLV|459VULN|59BPWR|6MBVNT|79DUR|8RCR|aMLV
398	14524 21112	4	   	235.80	DCR|3VULN|2DUR|2TLV	19LHND|23TLV|459VULN|69DUR|7RCVC|8TBNT|9BPWR|aRCR
399	43662 31212	1	   	235.80	DCR|3VULN|2DUR|2TLV	19FEWX|27DUR|369VULN|49TLV|5TBNT|8DMSP|9BPWR|aRCR
400	13322 37754	4	   	235.75	DCR|2VULN|3DMG|1TLV	1LHND|2MBVNT|369DMG|46VULN|5TBNT|6BPWR|7LIT|8TLV|aRCR
401	13323 68374	8	   	235.73	DCR|3VULN|2ASPD|1DMG|1AART	1LHND|2MBVNT|3DMG|47aVULN|58ASPD|6AART|9RCR
402	13323 68374	9	   	235.73	DCR|3VULN|2ASPD|1DMG|1AART	1LHND|2MBVNT|3DMG|47aVULN|58ASPD|6AART|9RCR
403	13223 38842	4	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|367VULN|4BEXP|59DUR|8RCR|aDMG
404	13241 18842	3	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|347VULN|5BEXP|69DUR|8RCR|aDMG
405	13241 38842	3	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|346VULN|5BEXP|79DUR|8RCR|aDMG
406	13283 38842	3	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|367VULN|4BEXP|59DUR|8RCR|aDMG
407	13423 52228	10	 * 	235.70	DCR|3VULN|3ASPD|2TLV	17LHND|2MBVNT|36TLV|47aVULN|578ASPD|7BPWR|9RCR
408	13423 72718	8	   	235.70	DCR|3VULN|3ASPD|2TLV	17LHND|2MBVNT|38TLV|467VULN|57aASPD|7BPWR|9RCR
409	13543 38842	2	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|3BEXP|467VULN|59DUR|8RCR|aDMG
410	13741 18842	2	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|347VULN|5BEXP|69DUR|8RCR|aDMG
411	13741 38842	2	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|346VULN|5BEXP|79DUR|8RCR|aDMG
412	13843 38842	3	   	235.70	DCR|3VULN|2DUR|1DMG	1LHND|2MBVNT|3BEXP|467VULN|59DUR|8RCR|aDMG
413	14523 32471	8	   	235.70	DCR|3VULN|2DUR|3TLV	19LHND|235TLV|459VULN|59BPWR|6MBVNT|79DUR|8RCR|aERES
414	14623 22152	5	   	235.70	DCR|3VULN|2DUR|2TLV	1LHND|25TLV|3RCVC|459VULN|5BPWR|67DUR|8TBNT|aRCR
415	31116 11246	3	   	235.70	DCR|3VULN|2DUR|1DMG	16ZMB|2ERES|34aVULN|56DUR|6BPWR|7BBNT|8DMG|9RCR
416	31116 11346	3	   	235.70	DCR|3VULN|2DUR|1DMG	16ZMB|2ERES|34aVULN|56DUR|6BPWR|7BBNT|8RCR|9DMG
417	31126 11246	3	   	235.70	DCR|3VULN|2DUR|1DMG	16ZMB|24ERES|34aVULN|46BPWR|56DUR|7BBNT|8DMG|9RCR
418	31126 11346	3	   	235.70	DCR|3VULN|2DUR|1DMG	16ZMB|24ERES|34aVULN|46BPWR|56DUR|7BBNT|8RCR|9DMG
419	13383 21728	9	   	235.66	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4CDMG|579DUR|6aVULN|8RCR
420	13383 21743	10	   	235.66	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4CDMG|57aDUR|69VULN|8RCR
421	13325 24754	8	   	235.65	DCR|3VULN|2DUR|1DMG|1SELL	19aLHND|2MBVNT|3DMG|469VULN|5SELL|79DUR|8RCR|9BPWR
422	13325 24854	7	   	235.65	DCR|3VULN|2DUR|1DMG|1SELL	19aLHND|2MBVNT|3DMG|469VULN|5SELL|79DUR|8RCR|9BPWR
423	13325 11854	5	   	235.65	DCR|3VULN|2DUR|1DMG|1SELL	19aLHND|2MBVNT|3DMG|479VULN|5SELL|69DUR|8RCR|9BPWR
424	14523 32447	8	   	235.60	DCR|3VULN|2DUR|3TLV	1LHND|235TLV|45aVULN|5BPWR|6MBVNT|79DUR|8RCR
425	13325 24751	8	   	235.55	DCR|3VULN|2DUR|1DMG|1SELL	19LHND|2MBVNT|3DMG|469VULN|5SELL|79DUR|8RCR|9BPWR|aERES
426	13325 24851	7	   	235.55	DCR|3VULN|2DUR|1DMG|1SELL	19LHND|2MBVNT|3DMG|469VULN|5SELL|79DUR|8RCR|9BPWR|aERES
427	14523 32473	8	   	235.55	DCR|3VULN|2DUR|3TLV|1SELL	19LHND|235TLV|459VULN|59BPWR|6MBVNT|79DUR|8RCR|aSELL
428	13325 11851	5	   	235.55	DCR|3VULN|2DUR|1DMG|1SELL	19LHND|2MBVNT|3DMG|479VULN|5SELL|69DUR|8RCR|9BPWR|aERES
429	13325 22727	10	   	235.55	DCR|3VULN|2DUR|1DMG|1SELL	1aLHND|2MBVNT|3DMG|46aVULN|5SELL|7LEGI|8RCR|9aDUR|aBPWR
