0	Index      	 *	Score 	Summary	Detail	
1	64313 23845	 * 	210.37	DCR|3VULN|1AART|1ASPD|1DMG|1RMIN	1MBVNT|2RMIN|3BEXP|458VULN|6ASPD|7RCR|9AART|aDMG
320	64418 36313	   	184.78	DCR|3VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|589VULN|6RCR|7ASPD|aCDMG
321	64448 36313	   	184.78	DCR|3VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4AME|589VULN|6RCR|7ASPD|aCDMG
322	64488 42334	   	184.78	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|478VULN|5BEXP|6RCR|9DMG|aCDMG
323	12533 12214	   	184.74	DCR|3VULN|3ASPD	179ERES|2RPLT|39aASPD|459VULN|6BELT|8RCR|9BPWR
324	12533 24225	   	184.74	DCR|3VULN|3ASPD	1ERES|2RPLT|36aASPD|459VULN|7BELT|8RCR
325	64434 36148	   	184.71	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6RCR|7ASPD|8AART|aZMB
326	64434 35148	   	184.71	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6RCR|7AART|8ASPD|aZMB
327	64434 36313	   	184.68	DCR|3VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|589VULN|6RCR|7ASPD|aCDMG
328	64483 36313	   	184.68	DCR|3VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|489VULN|5ERES|6RCR|7ASPD|aCDMG
329	64485 42334	   	184.68	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|478VULN|5DUST|6RCR|9DMG|aCDMG
330	11414 31143	   	184.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2LIT|39ASPD|4ZMB|5DMG|6DUR|7CDMG|8VULN|aRCR
331	66413 23742	   	184.55	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3BEXP|45aVULN|6ASPD|7RCR|8RCVC|9AART
332	66113 23742	   	184.45	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3DUST|45aVULN|6ASPD|7RCR|8RCVC|9AART
333	67413 23742	   	184.45	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3BEXP|45aVULN|6ASPD|7RCR|8RCVC|9AART
334	32263 31421	 * 	184.43	DCR|3DMG|1MDPS|1VULN|1ASPD|2ZMB	1DMSP|28SPLJET|3VULN|48ZMB|578DMG|6MDPS|8BPWR|9RCR|aASPD
335	62446 23184	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1RMIN	1MBVNT|2LWND|3AART|4ASPD|5RMIN|6CDMG|7LIT|8VULN|9RCR|aDMG
336	64482 45331	   	184.39	DCR|2VULN|1AART|1DMG|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|48VULN|5DUR|6RCR|7RCVC|9DMG|aAART
337	64418 31141	   	184.38	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|5789VULN|6RCR|aDMG
338	64418 31148	   	184.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|5789VULN|6RCR|aASPD
339	64448 31141	   	184.38	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4AME|5789VULN|6RCR|aDMG
340	64448 31148	   	184.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LIT|4AME|5789VULN|6RCR|aASPD
341	64487 31141	   	184.38	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4789VULN|5MLV|6RCR|aDMG
342	67113 23742	   	184.35	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3DUST|45aVULN|6ASPD|7RCR|8RCVC|9AART
343	62431 64252	   	184.32	DCR|3VULN|2AART|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5MLV|69aVULN|8RCR
344	62432 74252	   	184.32	DCR|3VULN|2AART|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5CGEN|69aVULN|8RCR
345	64434 72171	   	184.32	DCR|2AART|1VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|5VULN|6DMG|7RCR|89AART|aCDMG
346	64434 31141	   	184.28	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|5789VULN|6RCR|aDMG
347	64434 36316	   	184.28	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|589aVULN|6RCR|7ASPD
348	64483 31141	   	184.28	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4789VULN|5ERES|6RCR|aDMG
349	62434 64252	   	184.22	DCR|3VULN|2AART|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5TLV|69aVULN|8RCR
350	36232 56211	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DMSP|2CDMG|3DUR|4BELT|56VULN|7ASPD|8AART|9RPLT|aRCR
351	54333 16231	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BELT|2ASPD|34FEWX|56VULN|7CDMG|8AART|9DUR|aRCR
352	62327 74233	   	184.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LWND|379VULN|4DMG|5CDMG|6LIT|8RCR|aZMB
353	64434 72327	   	184.12	DCR|3VULN|2DMG|1RMIN	1MBVNT|2RMIN|3aLIT|49ERES|58aVULN|6aDMG|7RCR|aBPWR
354	43632 14312	   	184.12	DCR|2VULN|1AART|2CDMG|2ZMB|1AAC	1AAC|29CDMG|3RCVC|4DUST|59VULN|6AART|79ZMB|8RCR|9BPWR|aBEXP
355	61223 72512	   	184.07	DCR|3VULN|2ASPD|1DUR|1SELL	1MBVNT|2SELL|39FEWX|4DUR|579VULN|6RCR|89ASPD|9BPWR|aBEXP
356	61223 72513	   	184.07	DCR|3VULN|2ASPD|1DUR|1SELL	1MBVNT|2SELL|39FEWX|4DUR|579VULN|6RCR|89ASPD|9BPWR|aMLV
357	43632 14313	   	184.02	DCR|2VULN|1AART|2CDMG|1AAC|2ZMB	1AAC|29CDMG|3RCVC|4DUST|59VULN|6AART|79ZMB|8RCR|9BPWR|aTLV
358	61223 72511	   	183.97	DCR|3VULN|2ASPD|1DUR|1SELL	1MBVNT|2SELL|39FEWX|4DUR|579VULN|6RCR|89ASPD|9BPWR|aERES
359	62444 71447	   	183.96	DCR|2VULN|2ASPD|1AART|1DUR	1MBVNT|2LWND|3AART|46ASPD|5TLV|7DUR|8aVULN|9RCR
360	24212 23265	   	183.93	DCR|3VULN|1AART|1DMG	1LWND|249VULN|3MLV|5RCVC|6AME|7DMG|8RCR|aAART
361	24322 23265	   	183.93	DCR|3VULN|1AART|1DMG	1LWND|239VULN|4MLV|5RCVC|6AME|7DMG|8RCR|aAART
362	62442 74145	   	183.81	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1MBVNT|2LWND|37AART|4ASPD|5CGEN|6VULN|8ZMB|9RCR|aCDMG
363	62322 33485	 * 	183.80	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	1MBVNT|2LWND|39VULN|48DMG|5DUR|6MDPS|7RCR|aCDMG
364	62441 64213	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MBVNT|2LWND|37AART|4ASPD|5MLV|6VULN|8RCR|9CDMG|aDUR
365	62442 74213	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MBVNT|2LWND|37AART|4ASPD|5CGEN|6VULN|8RCR|9CDMG|aDUR
366	32422 63421	   	183.77	DCR|2VULN|1AART|1ASPD|1DMG	1DMSP|2SPLJET|3ASPD|4TLV|56VULN|7AART|8DMG|9RMIN|aRCR
367	66413 23841	   	183.70	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3BEXP|458VULN|6ASPD|7RCR|9AART|aRCVC
368	62444 64213	   	183.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MBVNT|2LWND|37AART|4ASPD|5TLV|6VULN|8RCR|9CDMG|aDUR
369	33311 34211	 * 	183.64	DCR|3DMG|2VULN|1ZMB	1DMSP|2BELT|3RPLT|49VULN|569DMG|79CGEN|8RCR|9BPWR|aZMB
370	52311 34211	   	183.64	DCR|3DMG|2VULN|1ZMB	1BELT|2DMSP|3RPLT|49VULN|569DMG|79CGEN|8RCR|9BPWR|aZMB
371	62474 11141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LWND|35AART|4LIT|6RCR|7FEWX|8ASPD|9aVULN
372	62474 17141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LWND|35AART|4LIT|6RCR|7LHND|8ASPD|9aVULN
373	62474 18141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LWND|35AART|4LIT|6RCR|7BEXP|8ASPD|9aVULN
374	63134 11141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LIT|3LWND|45AART|6RCR|7FEWX|8ASPD|9aVULN
375	63134 17141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LIT|3LWND|45AART|6RCR|7LHND|8ASPD|9aVULN
376	63134 18141	   	183.61	DCR|2VULN|2AART|1ASPD	1MBVNT|2LIT|3LWND|45AART|6RCR|7BEXP|8ASPD|9aVULN
377	32245 52334	 * 	183.60	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	1DMSP|27SPLJET|3VULN|4MDPS|57ASPD|67DMG|7BPWR|8CDMG|9MBVNT|aRCR
378	66113 23841	   	183.60	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3DUST|458VULN|6ASPD|7RCR|9AART|aRCVC
379	67413 23841	   	183.60	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3BEXP|458VULN|6ASPD|7RCR|9AART|aRCVC
380	64113 23435	   	183.59	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR|1RMIN	1MBVNT|2RMIN|3LWND|45VULN|6ASPD|7RCR|8ZMB|9CDMG|aDUR
381	11443 15332	 * 	183.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1ERES|2LIT|3ASPD|4AART|59DMG|6MLV|7RCR|8DUR|aCDMG
382	61125 33244	 * 	183.58	DCR|2VULN|2AART|1MDPS|1DMG|1DUR|1SELL	1MBVNT|2SELL|3MDPS|4DMG|56AART|79VULN|8DUR|aRCR
383	68414 24426	   	183.56	DCR|3VULN|2ASPD|2DUR	1MBVNT|28DUR|3DMSP|4BELT|5LHND|68aVULN|78ASPD|8BPWR|9RCR
384	64113 23843	   	183.53	DCR|3VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2RMIN|3LWND|458VULN|6ASPD|7RCR|9RCVC|aCDMG
385	24413 14322	   	183.52	DCR|2VULN|1AART|2CDMG|1DMG	1LWND|29VULN|3BEXP|4FEWX|59LIT|6AART|7DMG|89CDMG|9BPWR|aRCR
386	62474 12141	   	183.51	DCR|2VULN|2AART|1ASPD	1MBVNT|2LWND|35AART|4LIT|6RCR|7LEGI|8ASPD|9aVULN
387	63134 12141	   	183.51	DCR|2VULN|2AART|1ASPD	1MBVNT|2LIT|3LWND|45AART|6RCR|7LEGI|8ASPD|9aVULN
388	21234 31621	   	183.51	DCR|2DMG|1AART|1VULN|2CDMG	18LWND|28CDMG|3TLV|4RCVC|5AME|68DMG|7AART|8BPWR|9VULN|aRCR
389	62322 63811	   	183.51	DCR|3DMG|2VULN|1DUR	1MBVNT|29LWND|39VULN|48aDMG|5DUR|69MLV|7RCR|9BPWR
390	67113 23841	   	183.50	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3DUST|458VULN|6ASPD|7RCR|9AART|aRCVC
391	11443 35332	   	183.49	DCR|2DMG|1AART|1ASPD|1CDMG|1AAC|1DUR	1ERES|2LIT|3ASPD|4AART|59DMG|6AAC|7RCR|8DUR|aCDMG
392	21341 64131	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2CDMG|3RPLT|4LIT|5AART|6RCR|7DMG|8ASPD|9DUST|aVULN
393	33311 36211	   	183.44	DCR|3DMG|2VULN|1ZMB	1DMSP|2BELT|3RPLT|49VULN|569DMG|79ERES|8RCR|9BPWR|aZMB
394	52311 36211	   	183.44	DCR|3DMG|2VULN|1ZMB	1BELT|2DMSP|3RPLT|49VULN|569DMG|79ERES|8RCR|9BPWR|aZMB
395	12533 24235	 * 	183.41	DCR|2VULN|1MDPS|2ASPD|1DMG	1ERES|2RPLT|36ASPD|45VULN|7BELT|8RCR|9DMG|aMDPS
396	24316 36323	   	183.39	DCR|2VULN|2DMG|1AART	1LWND|23VULN|4FEWX|5AART|6RPLT|7RMIN|8aDMG|9RCR
397	62322 44845	   	183.37	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1MBVNT|2LWND|36VULN|4DMG|5DUR|7RMIN|8AART|9RCR|aMDPS
398	66411 23842	   	183.37	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3BEXP|48aVULN|5AELBLL|6ASPD|7RCR|9AART
399	11422 22316	 * 	183.37	DCR|3VULN|2CDMG|1ASPD	1aERES|2aLIT|3ASPD|489VULN|5RPLT|6aCDMG|7RCR|aBPWR
400	62474 11145	 * 	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LWND|35AART|4LIT|6RCR|7FEWX|8ASPD|9VULN|aDMG
401	63134 11145	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LIT|3LWND|45AART|6RCR|7FEWX|8ASPD|9VULN|aDMG
402	63134 17145	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LIT|3LWND|45AART|6RCR|7LHND|8ASPD|9VULN|aDMG
403	63134 18145	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LIT|3LWND|45AART|6RCR|7BEXP|8ASPD|9VULN|aDMG
404	64824 23317	 * 	183.28	DCR|2ASPD|1AART|2CDMG|2DUR|1RMIN	1MBVNT|2RMIN|3RCVC|4aDUR|5FEWX|6aASPD|7RCR|8AART|9aCDMG|aBPWR
405	11421 22713	   	183.27	DCR|3VULN|1AART|1ASPD	1ERES|2LIT|3ASPD|489VULN|5MLV|6MBVNT|7RCR|aAART
406	63273 21744	   	183.27	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|3MSLREG|4AART|5RPLT|68aVULN|7RCR|9DMG
407	66111 23842	   	183.27	DCR|3VULN|1AART|1ASPD	1MBVNT|2AME|3DUST|48aVULN|5AELBLL|6ASPD|7RCR|9AART
408	66413 23843	   	183.27	DCR|3VULN|1AART|1ASPD|1MSE	1MBVNT|2AME|3BEXP|458VULN|6ASPD|7RCR|9AART|aMSE
409	67411 23842	   	183.27	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3BEXP|48aVULN|5AELBLL|6ASPD|7RCR|9AART
410	11422 22313	   	183.27	DCR|3VULN|2CDMG|1ASPD	1ERES|2LIT|3ASPD|489VULN|5RPLT|6aCDMG|7RCR
411	68453 23434	   	183.27	DCR|1VULN|1ASPD|1NUKE|1CDMG|1ZMB|1DUR|1RMIN	1MBVNT|2DUR|3DMSP|4RMIN|5VULN|6ASPD|7RCR|8ZMB|9CDMG|aNUKE
412	64316 23841	   	183.24	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3BEXP|48VULN|5RCVC|6ASPD|7RCR|9AART|aDUR
413	62327 74231	   	183.20	DCR|3VULN|1MDPS|1DMG|1CDMG	1MBVNT|2LWND|379VULN|4DMG|5CDMG|6LIT|8RCR|aMDPS
414	62474 12145	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LWND|35AART|4LIT|6RCR|7LEGI|8ASPD|9VULN|aDMG
415	63134 12145	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1MBVNT|2LIT|3LWND|45AART|6RCR|7LEGI|8ASPD|9VULN|aDMG
416	68213 42442	   	183.19	DCR|3VULN|1AART|2DUR|1ZMB	1MBVNT|26DUR|3MLV|47aVULN|5AART|8ZMB|9RCR
417	62323 83821	   	183.17	DCR|3VULN|1AART|1DMG	1MBVNT|2LWND|35aVULN|4DMG|6TLV|7RCR|8AART|9ERES
418	67111 23842	   	183.17	DCR|3VULN|1AART|1ASPD	1MBVNT|2TLV|3DUST|48aVULN|5AELBLL|6ASPD|7RCR|9AART
419	66113 23843	   	183.17	DCR|3VULN|1AART|1ASPD|1MSE	1MBVNT|2AME|3DUST|458VULN|6ASPD|7RCR|9AART|aMSE
420	67413 23843	   	183.17	DCR|3VULN|1AART|1ASPD|1MSE	1MBVNT|2TLV|3BEXP|458VULN|6ASPD|7RCR|9AART|aMSE
421	24423 23621	   	183.17	DCR|2VULN|1ASPD|1DMG|1NUKE	1LWND|25VULN|3BEXP|4DMG|6ASPD|7RCR|8RCVC|9FEWX|aNUKE
422	67113 23843	   	183.07	DCR|3VULN|1AART|1ASPD|1MSE	1MBVNT|2TLV|3DUST|458VULN|6ASPD|7RCR|9AART|aMSE
423	62834 47214	 * 	183.07	DCR|3ASPD|2VULN|1DMG|1AAC	1MBVNT|29LWND|3AAC|4DMG|59VULN|679ASPD|8RPLT|9BPWR|aRCR
424	24423 23631	   	183.07	DCR|2VULN|1ASPD|1DMG|1NUKE|1MSE	1LWND|25VULN|3BEXP|4DMG|6ASPD|7RCR|8RCVC|9MSE|aNUKE
425	64313 23747	   	183.02	DCR|2VULN|1MDPS|1AART|1ASPD|1RMIN	1MBVNT|2RMIN|3BEXP|45VULN|6ASPD|7RCR|8RCVC|9AART|aMDPS
426	64334 41682	   	183.01	DCR|2VULN|1ASPD|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|37BEXP|4DMG|59VULN|6ASPD|8RCR|aCDMG
427	64113 23157	   	182.98	DCR|2VULN|2ASPD|1DMG|1RMIN	1MBVNT|2RMIN|3LWND|45VULN|6aASPD|7RCR|8RPLT|9DMG
428	64313 23416	   	182.81	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1MBVNT|2RMIN|3BEXP|45VULN|6ASPD|7RCR|8ZMB|9RPLT|aAART
429	64313 23477	   	182.81	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1MBVNT|2RMIN|3BEXP|45VULN|6ASPD|7RCR|8ZMB|9LHND|aAART
430	11443 15131	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|2LIT|3ASPD|4AART|59DMG|6MLV|7RCR|8FEWX|aVULN
431	11443 15231	   	182.81	DCR|2DMG|1VULN|1AART|1ASPD	1ERES|2LIT|3ASPD|4AART|59DMG|6MLV|7RCR|8BEXP|aVULN
432	11453 61112	 * 	182.80	DCR|1MDPS|1VULN|2CDMG|1AART|1ASPD|1DMG	1ERES|2LIT|3ASPD|47CDMG|5AART|6MDPS|8VULN|9DMG|aRCR
433	64418 72313	   	182.78	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4MLV|589VULN|6DMG|7RCR|aCDMG
434	64448 72313	   	182.78	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4AME|589VULN|6DMG|7RCR|aCDMG
435	64434 36327	   	182.75	DCR|3VULN|2ASPD|1RMIN	1MBVNT|2RMIN|3aLIT|49ERES|58aVULN|6RCR|7aASPD|aBPWR
436	21613 21261	   	182.73	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1RMIN	1LWND|2CDMG|3RMIN|49VULN|5AAC|6ASPD|7BELT|8AART|aRCR
437	64434 72148	   	182.71	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6DMG|7RCR|8AART|aZMB
438	11443 35131	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1ERES|2LIT|3ASPD|4AART|59DMG|6AAC|7RCR|8FEWX|aVULN
439	11443 35231	   	182.71	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1ERES|2LIT|3ASPD|4AART|59DMG|6AAC|7RCR|8BEXP|aVULN
440	64231 11526	   	182.70	DCR|2VULN|2ASPD|1AART|1RMIN	1MBVNT|2RMIN|3BELT|48ASPD|5CGEN|68VULN|78ERES|8BPWR|9RCR|aAART
441	64233 25326	   	182.70	DCR|2VULN|2ASPD|1AART|1RMIN	1MBVNT|2RMIN|3BELT|48ASPD|5BEXP|67VULN|9RCR|aAART
442	64234 25326	   	182.70	DCR|2VULN|2ASPD|1AART|1RMIN	1MBVNT|2RMIN|3BELT|48ASPD|5LHND|67VULN|9RCR|aAART
443	64434 36145	   	182.68	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6RCR|7ASPD|8AART|aDUR
444	64482 42116	   	182.68	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|47VULN|5DUR|6RCR|8AART|9ERES|aASPD
445	64482 42136	   	182.68	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|47VULN|5DUR|6RCR|8AART|9TLV|aASPD
446	64434 35145	   	182.68	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|59VULN|6RCR|7AART|8ASPD|aDUR
447	64434 72313	   	182.68	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|589VULN|6DMG|7RCR|aCDMG
448	64483 72313	   	182.68	DCR|3VULN|1DMG|1CDMG|1RMIN	1MBVNT|2RMIN|3LIT|489VULN|5ERES|6DMG|7RCR|aCDMG
449	36232 52326	   	182.48	DCR|2VULN|1ASPD|1NUKE|1CDMG|1DUR	1DMSP|2CDMG|3DUR|4BELT|56VULN|7RPLT|8ASPD|9RCR|aNUKE
450	62431 64214	   	182.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5MLV|6VULN|8RCR|9CDMG|aASPD
451	62432 74214	   	182.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5CGEN|6VULN|8RCR|9CDMG|aASPD
452	62438 54214	   	182.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5VULN|6CGEN|8RCR|9CDMG|aASPD
453	11414 41123	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2LIT|3ASPD|4ZMB|5DMG|68VULN|7CDMG|9FEWX|aRCR
454	11414 41133	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2LIT|3ASPD|4ZMB|5DMG|68VULN|7CDMG|9BEXP|aRCR
455	68321 26124	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|38VULN|4DMG|5AELBLL|6ASPD|7LIT|9RCR|aCDMG
456	68323 26124	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|38VULN|4DMG|5DMSP|6ASPD|7LIT|9RCR|aCDMG
457	68324 12741	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|37VULN|4DMG|5RPLT|6ASPD|8CDMG|9RCR|aFEWX
458	68324 12744	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|37VULN|4DMG|5RPLT|6ASPD|8CDMG|9RCR|aLWND
459	64113 23288	   	182.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LWND|459aVULN|6ASPD|7RCR|8FEWX
460	64113 23828	   	182.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LWND|458aVULN|6ASPD|7RCR|9FEWX
461	64113 23853	   	182.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3LWND|458aVULN|6ASPD|7RCR|9RPLT
462	64313 23853	   	182.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3BEXP|458aVULN|6ASPD|7RCR|9RPLT
463	64313 23874	   	182.38	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3BEXP|458aVULN|6ASPD|7RCR|9LHND
464	68382 32142	   	182.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2DUR|35VULN|4LIT|6RCR|7MLV|8AART|9ZMB|aCDMG
465	62434 64214	   	182.32	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1MBVNT|2LWND|37AART|4RMIN|5TLV|6VULN|8RCR|9CDMG|aASPD
466	64133 43884	   	182.31	DCR|3VULN|1DMG|2DUR|1RMIN	1MBVNT|2RMIN|3aLWND|4DMG|5aDUR|6RCVC|7RCR|89aVULN|aBPWR
467	33321 55533	   	182.31	DCR|2VULN|2ASPD|1DMG	1DMSP|2BELT|3RPLT|45ASPD|6RCR|7aVULN|8RMIN|9DMG
468	68324 12743	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2DUR|37VULN|4DMG|5RPLT|6ASPD|8CDMG|9RCR|aERES
469	64313 23884	   	182.28	DCR|4VULN|1ASPD|1RMIN	1MBVNT|2RMIN|3BEXP|458aVULN|6ASPD|7RCR|9DUST
470	64434 72316	   	182.28	DCR|4VULN|1DMG|1RMIN	1MBVNT|2RMIN|3LIT|4ERES|589aVULN|6DMG|7RCR
471	68213 12444	   	182.21	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MBVNT|2DUR|3MLV|47VULN|5AART|6RCVC|8ZMB|9RCR|aASPD
472	68213 12445	   	182.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2DUR|3MLV|47VULN|5AART|6RCVC|8ZMB|9RCR|aDMG
473	63882 14234	   	182.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1MBVNT|2LIT|3ASPD|479VULN|5DUR|6CDMG|8RCR|aBEXP
474	68326 14234	   	182.15	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DUR|379VULN|4DMG|5LIT|6CDMG|8RCR|aBEXP
475	62474 74123	   	182.11	DCR|2VULN|2AART|1CDMG|1DUR	1MBVNT|2LWND|35AART|4LIT|6CDMG|78VULN|9RCR|aDUR
476	63134 74123	   	182.11	DCR|2VULN|2AART|1CDMG|1DUR	1MBVNT|2LIT|3LWND|45AART|6CDMG|78VULN|9RCR|aDUR
477	63882 22142	   	182.08	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3ASPD|4VULN|5DUR|6RCVC|7RCR|8AART|9ZMB|aCDMG
478	68326 22142	   	182.08	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2DUR|3VULN|4DMG|5LIT|6RCVC|7RCR|8AART|9ZMB|aCDMG
479	63882 12233	   	182.08	DCR|2VULN|2CDMG|1ASPD|1ZMB|1DUR	1MBVNT|2LIT|3ASPD|49VULN|5DUR|67CDMG|8RCR|aZMB
480	68326 12233	   	182.08	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|2DUR|39VULN|4DMG|5LIT|67CDMG|8RCR|aZMB
481	21313 26326	   	182.05	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CDMG|3RPLT|45VULN|6ASPD|7RMIN|8BEXP|9RCR|aAART
