0	Index      	 *	Score 	Summary	Detail	
1	25211 25162	 * 	208.87	DCR|3VULN|2AART|2DMG|1CDMG	19AART|2aDMG|357VULN|4ERES|6RCR|8CDMG
355	25224 13242	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8DUST|aCGEN
356	25224 13251	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5BEXP|8DUST|9LWND
357	25224 16213	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|38aVULN|4RCR|5BEXP|7TLV|9CGEN
358	25226 13142	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8BEXP|aCGEN
359	25226 13151	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LEGI|8BEXP|9LWND
360	25226 13313	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LEGI|8MLV|9CGEN
361	25321 13442	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5DUST|78VULN|aCGEN
362	25321 13453	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|39LWND|4RCR|5DUST|78aVULN
363	25321 13461	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|5DUST|78VULN|9FEWX
364	25323 13121	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|57VULN|8BEXP|9DUST
365	25323 13124	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|57aVULN|8BEXP|9DUST
366	25323 13141	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8BEXP|aERES
367	25323 13143	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8BEXP|aDUST
368	25323 13146	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8BEXP|aAIRHEA
369	25323 13242	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8DUST|aCGEN
370	25323 13244	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8DUST|aFEWX
371	25323 13253	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|39LWND|4RCR|57aVULN|8DUST
372	25323 13261	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|57VULN|8DUST|9FEWX
373	25323 13264	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|57aVULN|8DUST|9FEWX
374	25323 13661	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|579VULN|8AIRHEL|aDMSP
375	25323 13663	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|579VULN|8AIRHEL|aLIT
376	25323 16213	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|58aVULN|7TLV|9CGEN
377	25323 63531	   	181.79	ACR|3DMG|2VULN|1AART	1AART|28aDMG|3LWND|4RCR|59VULN|6LHND|7DUST
378	25323 63611	   	181.79	ACR|3DMG|2VULN|1AART	1AART|29aDMG|3LWND|4RCR|58VULN|6LHND|7DUST
379	25323 63631	   	181.79	ACR|3VULN|2DMG|1AART	1AART|2aDMG|3LWND|4RCR|589VULN|6LHND|7DUST
380	26226 16221	   	181.79	ACR|3DMG|2VULN|1AART	1AART|27CGEN|37VULN|4RCR|5LEGI|67aDMG|7BPWR|8TLV|9DUST
381	25122 13421	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|5LHND|78VULN|9DUST
382	25122 13424	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|5LHND|78aVULN|9DUST
383	25122 13441	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5LHND|78VULN|aERES
384	25122 13443	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5LHND|78VULN|aDUST
385	25124 13421	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|5BEXP|78VULN|9DUST
386	25322 13421	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|5LHND|78VULN|9DUST
387	25322 13424	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|5LHND|78aVULN|9DUST
388	25322 13441	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5LHND|78VULN|aERES
389	25322 13443	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5LHND|78VULN|aDUST
390	25324 13421	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|5BEXP|78VULN|9DUST
391	25211 26122	   	181.76	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aDMG|35VULN|4ERES|6RCR|7FLTHEA|8LHND|9FEWX
392	25211 26162	   	181.76	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aDMG|35VULN|4ERES|6RCR|7FLTHEA|8LHND|9BEXP
393	25211 26222	   	181.76	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aDMG|35VULN|4ERES|6RCR|7FLTHEA|8LWND|9FEWX
394	25211 26232	   	181.76	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aDMG|35VULN|4ERES|6RCR|7FLTHEA|8LWND|9LHND
395	25211 26262	   	181.76	DCR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aDMG|35VULN|4ERES|6RCR|7FLTHEA|8LWND|9BEXP
396	25121 13441	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5DUST|78VULN|aERES
397	25121 13443	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5aDUST|78VULN
398	25123 13241	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8DUST|aERES
399	25123 13243	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8aDUST
400	25123 13661	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|579VULN|8AIRHEL|aLEGI
401	25221 13141	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8FEWX|aERES
402	25221 13143	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5aDUST|8FEWX
403	25221 13263	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|58DUST|9LHND
404	25221 13313	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5DUST|8TLV|9CGEN
405	25221 13541	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8BEXP|aERES
406	25221 13543	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5aDUST|8BEXP
407	25221 16213	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|38aVULN|4RCR|5DUST|7TLV|9CGEN
408	25222 13223	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|89DUST
409	25222 13241	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8DUST|aERES
410	25222 13243	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8aDUST
411	25222 13246	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8DUST|aAIRHEA
412	25222 13623	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8AIRHEL|9TLV
413	25222 13662	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|379VULN|4RCR|5LHND|8AIRHEL|aTLV
414	25223 13226	   	181.69	ACR|3VULN|2DMG|1AART	1AART|2aDMG|37aVULN|4RCR|5TLV|6CGEN|89aDUST|aBPWR
415	25223 13243	   	181.69	ACR|3VULN|2DMG|1AART	1AART|29DMG|37aVULN|4RCR|5TLV|6CGEN|8DUST
416	25224 13241	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8DUST|aERES
417	25224 13243	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8aDUST
418	25226 13121	   	181.69	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LEGI|8BEXP|9DUST
419	25226 13124	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LEGI|8BEXP|9DUST
420	25226 13141	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8BEXP|aERES
421	25226 13143	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8BEXP|aDUST
422	25226 13242	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8DUST|aCGEN
423	25226 13251	   	181.69	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LEGI|8DUST|9LWND
424	25226 16213	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|38aVULN|4RCR|5LEGI|7TLV|9CGEN
425	25321 13423	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|59DUST|78aVULN
426	25321 13441	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5DUST|78VULN|aERES
427	25321 13443	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5aDUST|78VULN
428	25323 13223	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|57aVULN|89DUST
429	25323 13241	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8DUST|aERES
430	25323 13243	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8aDUST
431	25323 13246	   	181.69	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8DUST|aAIRHEA
432	25323 13662	   	181.69	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|579VULN|8AIRHEL|aTLV
433	25326 13421	   	181.69	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|5LEGI|78VULN|9DUST
434	42265 12132	   	181.60	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1RMIN|29DMG|39DUR|45VULN|6AART|7LIT|89ASPD|9BPWR|aRCR
435	25226 13223	   	181.59	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LEGI|89DUST
436	25226 13241	   	181.59	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8DUST|aERES
437	25226 13243	   	181.59	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LEGI|8aDUST
438	25211 23622	   	181.56	DCR|2DMG|2VULN|1AART|1CDMG	1AART|2aDMG|35VULN|4ERES|6RCR|7LEGI|8DUST|9CDMG
439	25615 31131	   	181.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1AART|25DMG|3CDMG|4ERES|68VULN|7ASPD|9RCR|aCGEN
440	25615 31133	   	181.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1AART|25DMG|3CDMG|4ERES|68VULN|7ASPD|9RCR|aBEXP
441	25483 12332	   	181.49	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1AART|24DMG|3MBVNT|5ZMB|6RCR|7LIT|89CDMG|aVULN
442	25224 12622	   	181.47	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1AART|26DMG|3VULN|4RCR|5BEXP|7ASPD|8aDUR|9CDMG
443	25323 13433	   	181.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8DUR|9ASPD|aRCVC
444	25226 13433	   	181.31	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LEGI|8DUR|9ASPD|aRCVC
445	25421 32274	   	181.31	DCR|3DMG|2VULN|1AART|1ASPD	1AART|268DMG|3MBVNT|4RMIN|58VULN|78LIT|8BPWR|9ASPD|aRCR
446	21313 25122	   	181.23	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2RCVC|3ASPD|47VULN|5CGEN|6RCR|89CDMG|aDMG
447	21324 25122	   	181.23	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2RCVC|3ASPD|4CGEN|57VULN|6RCR|89CDMG|aDMG
448	25411 44117	   	181.11	DCR|3VULN|2DMG|1AART|1DUR	1AART|28DMG|3MBVNT|48ERES|568VULN|7RPLT|8BPWR|9DUR|aRCR
449	25416 11244	 * 	181.04	DCR|3DMG|1AART|2CDMG|2ZMB	1AART|29aDMG|3MBVNT|4ERES|5BELT|6RCR|7aZMB|8aCDMG|aBPWR
450	21312 36132	 * 	180.76	DCR|3VULN|2AART|2ZMB|1ASPD	18AART|2RCVC|3ASPD|456VULN|7RCR|9aZMB
451	25241 33523	   	180.67	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	14AART|2DMG|36VULN|5RCVC|7DUR|8RCR|9FEWX|aFLTHEA
452	25241 33533	   	180.57	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	14AART|2DMG|36VULN|5RCVC|7DUR|8RCR|9TLV|aCDMG
453	26222 16334	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3aVULN|4RCR|57LHND|67DMG|7BPWR|8DUR|9ASPD
454	26123 16332	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aLWND
455	26123 16335	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aLIT
456	26123 16336	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aMGNSTR
457	26323 16332	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3aLWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD
458	26323 16335	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aLIT
459	26323 16336	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aMGNSTR
460	26226 16332	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|37VULN|4RCR|5LEGI|67DMG|7BPWR|8DUR|9ASPD|aLWND
461	26123 16233	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8TLV|9ASPD|aDUR
462	26123 16325	   	180.21	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9DUST|aASPD
463	26123 16331	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aNUKE
464	26123 16333	   	180.21	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aDUST
465	26323 16236	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8TLV|9ASPD|aDUR
466	26323 16325	   	180.21	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9DUST|aASPD
467	26323 16331	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aNUKE
468	26323 16333	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ASPD|aTLV
469	25411 12353	   	180.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1AART|2aDMG|3MBVNT|4ERES|5aVULN|6CGEN|7ASPD|8aDUR|9RCR|aBPWR
470	25211 25513	   	180.18	DCR|4VULN|1AART|1DMG	1AART|2DMG|357aVULN|4ERES|6RCR|8CGEN|9DUST
471	42311 25321	   	180.17	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aCGEN
472	42311 25323	   	180.17	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aLIT
473	42311 25325	   	180.17	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aFEWX
474	25223 43613	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|37VULN|4RCR|5TLV|6ZMB|8LSRICY|9DUR|aCDMG
475	25123 12135	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|5aVULN|7ASPD|8LIT|9DUR
476	25123 13133	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8BEXP|9ASPD|aDUR
477	25123 13432	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8DUR|9ASPD|aLHND
478	25123 13434	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8DUR|9ASPD|aRMIN
479	25123 13435	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3aFEWX|4RCR|57VULN|8DUR|9ASPD
480	25123 13436	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8DUR|9ASPD|aCGEN
481	25222 12133	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3aVULN|4RCR|5LHND|7ASPD|8LIT|9DUR
482	25222 13136	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8BEXP|9ASPD|aDUR
483	25222 13432	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5aLHND|8DUR|9ASPD
484	25222 13433	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8DUR|9ASPD|aDMSP
485	25222 13434	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8DUR|9ASPD|aRMIN
486	25222 13435	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8DUR|9ASPD|aFEWX
487	25224 12135	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3aVULN|4RCR|5BEXP|7ASPD|8LIT|9DUR
488	25224 13133	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5BEXP|8FEWX|9ASPD|aDUR
489	25224 13432	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5BEXP|8DUR|9ASPD|aLHND
490	25323 12133	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|5aVULN|7ASPD|8LIT|9DUR
491	25323 13133	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8BEXP|9ASPD|aDUR
492	25323 13432	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8DUR|9ASPD|aLHND
493	25323 13434	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8DUR|9ASPD|aRMIN
494	25323 13435	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8DUR|9ASPD|aFEWX
495	26226 16331	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|27CGEN|37VULN|4RCR|5LEGI|67DMG|7BPWR|8DUR|9ASPD|aNUKE
496	26226 16333	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|27CGEN|37VULN|4RCR|5LEGI|67DMG|7BPWR|8DUR|9ASPD|aDUST
497	25123 12223	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|58VULN|7ASPD|9BEXP|aDUR
498	25222 12226	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LHND|7ASPD|9BEXP|aDUR
499	25222 12261	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LHND|7ASPD|9LIT|aDUR
500	25224 12226	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|59BEXP|7ASPD|aDUR
501	25224 12243	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5BEXP|7ASPD|9FEWX|aDUR
502	25224 12261	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5BEXP|7ASPD|9LIT|aDUR
503	25323 12223	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|58VULN|7ASPD|9BEXP|aDUR
504	25323 12243	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|58VULN|7ASPD|9FEWX|aDUR
505	25323 12261	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|58VULN|7ASPD|9LIT|aDUR
506	25124 13433	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|5BEXP|78VULN|9ASPD|aDUR
507	25322 13436	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|5LHND|78VULN|9ASPD|aDUR
508	25324 13433	   	180.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|5BEXP|78VULN|9ASPD|aDUR
509	26123 16513	   	180.08	ACR|2VULN|2DMG|1AART|1CDMG	1AART|279CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8BEXP|aCDMG
510	26323 16513	   	180.08	ACR|2VULN|2DMG|1AART|1CDMG	1AART|279CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8BEXP|aCDMG
511	26323 21541	   	180.08	ACR|2VULN|2DMG|1AART|1CDMG	1AART|29CGEN|3LWND|4RCR|59VULN|6FEWX|7LHND|89DMG|9BPWR|aCDMG
512	42311 25322	   	180.07	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aERES
513	42311 25324	   	180.07	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aBASICY
514	42311 25326	   	180.07	DCR|3VULN|3DMG|1CDMG	1RMIN|279DMG|3CDMG|4RPLT|579VULN|679MLV|79BPWR|8RCR|aDUST
515	25223 42233	   	180.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DMG|38VULN|4RCR|5TLV|6ZMB|7ASPD|9DUST|aCDMG
516	25223 42253	   	180.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DMG|38VULN|4RCR|59TLV|6ZMB|7ASPD|aCDMG
517	25123 13431	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8DUR|9ASPD|aDUST
518	25221 12135	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3aVULN|4RCR|5DUST|7ASPD|8LIT|9DUR
519	25222 13431	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8DUR|9ASPD|aDUST
520	25224 13431	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5BEXP|8DUR|9ASPD|aDUST
521	25226 12133	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|3aVULN|4RCR|5LEGI|7ASPD|8LIT|9DUR
522	25226 13133	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|37VULN|4RCR|5LEGI|8BEXP|9ASPD|aDUR
523	25226 13432	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|37VULN|4RCR|5LEGI|8DUR|9ASPD|aLHND
524	25323 13431	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|57VULN|8DUR|9ASPD|aDUST
525	25221 12226	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5DUST|7ASPD|9BEXP|aDUR
526	25221 12261	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5DUST|7ASPD|9LIT|aDUR
527	25222 12236	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LHND|7ASPD|9DUST|aDUR
528	25224 12236	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5BEXP|7ASPD|9DUST|aDUR
529	25226 12223	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LEGI|7ASPD|9BEXP|aDUR
530	25226 12243	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LEGI|7ASPD|9FEWX|aDUR
531	25226 12261	   	180.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|26DMG|38VULN|4RCR|5LEGI|7ASPD|9LIT|aDUR
532	25323 12236	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|26DMG|3LWND|4RCR|58VULN|7ASPD|9DUST|aDUR
