0	Index      	 *	Score 	Summary	Detail	
1	12122 36314	 * 	179.27	ACR|3VULN|3DMG|2DUR	19aBEXP|246LWND|34DUR|49aBPWR|5RCR|79aDMG|89aVULN
320	13231 54141	   	153.19	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|8TLV|9AART|aASPD
321	33231 54141	   	153.19	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8TLV|9AART|aASPD
322	53342 26222	   	153.17	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9DUST|aTLV
323	53342 26223	   	153.17	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9DUST|aERES
324	11213 46435	   	153.17	DCR|3VULN|1AART|1CDMG	1BEXP|2RPLT|3CGEN|4AART|59aVULN|6CDMG|7MBVNT|8RCR
325	13236 54231	   	153.16	DCR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|3BELT|47DMG|58VULN|6RCR|9ERES|aFEWX
326	13323 62152	   	153.16	DCR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8TLV|9aDMG
327	33236 54231	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2CDMG|3BELT|47DMG|58VULN|6RCR|9ERES|aBEXP
328	23311 52452	 * 	153.12	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1MSE	1MSE|2CDMG|356VULN|4RCVC|7ASPD|8RCR|9DMG|aAART
329	13235 22432	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|6DUST|7aVULN|8DMSP|9RCR|aBPWR
330	13235 26132	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|6DUST|7RCVC|8aVULN|9RCR|aBPWR
331	33235 22432	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6DUST|7aVULN|8DMSP|9RCR|aBPWR
332	33235 22532	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	18aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6DUST|7aVULN|9RCR|aBPWR
333	33235 23132	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	17aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6DUST|8aVULN|9RCR|aBPWR
334	33235 26132	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6DUST|7RCVC|8aVULN|9RCR|aBPWR
335	62131 22563	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|27CGEN|37DMG|4CDMG|5DUST|67VULN|7BPWR|8LIT|9RCR|aDUR
336	62213 13232	   	153.07	DCR|2AART|2VULN|1DMG	1RPLT|2CGEN|3LWND|46AART|5aVULN|7BEXP|8DMG|9RCR
337	13236 54233	   	153.06	DCR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|3BELT|47DMG|58VULN|6RCR|9ERES|aTLV
338	33236 54233	   	153.06	DCR|2VULN|2DMG|1CDMG	1FEWX|2CDMG|3BELT|47DMG|58VULN|6RCR|9ERES|aTLV
339	33325 62152	   	153.06	DCR|2VULN|2DMG|1CDMG	1FEWX|2CDMG|37VULN|4LIT|5DUST|6RCR|8TLV|9aDMG
340	12121 52315	 * 	152.96	DCR|2VULN|1AART|3ASPD|2DUR	179BEXP|247LWND|34DUR|479BPWR|59VULN|679ASPD|8RCR|aAART
341	12151 62312	 * 	152.95	DCR|2VULN|3ZMB|1DMG|1DUR	179BEXP|247LWND|3DUR|59VULN|679ZMB|79BPWR|8RCR|aDMG
342	32262 63234	   	152.92	DCR|3VULN|1AART|1ZMB	1FEWX|2LWND|3ERES|4AART|59aVULN|6ZMB|7RCR|8BEXP
343	32262 63511	   	152.92	DCR|3VULN|1AART|1ZMB	1FEWX|2LWND|3ERES|4AART|58aVULN|6ZMB|7RCR|9MLV
344	13351 12222	 * 	152.84	DCR|3VULN|1DMG|2CDMG	17BEXP|29CDMG|357VULN|4RPLT|67DUST|7BPWR|8RCR|aDMG
345	32262 63134	   	152.82	DCR|3VULN|1AART|1ZMB	1FEWX|2LWND|3ERES|4AART|59aVULN|6ZMB|7RCR|8DUST
346	13221 12266	   	152.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2CDMG|3BELT|4VULN|5ASPD|6LWND|7RCR|8DUR|9DMG|aAART
347	13221 22266	   	152.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3BELT|4VULN|5ASPD|6LHND|7RCR|8DUR|9DMG|aAART
348	13351 11222	   	152.74	DCR|3VULN|1DMG|2CDMG	1BEXP|29CDMG|357VULN|4RPLT|6DUST|8RCR|aDMG
349	33326 32473	   	152.73	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7ZMB|8MBVNT|9RCR|aDUR
350	13231 55312	 * 	152.70	DCR|2DMG|1CDMG|1FLTHEA|2DUR|1ZMB	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9LWND|aFLTHEA
351	33231 55312	   	152.70	DCR|2DMG|1CDMG|1FLTHEA|2DUR|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9LWND|aFLTHEA
352	51123 32334	 * 	152.68	ACR|2VULN|1AART|2ASPD|1CDMG	1AIRHEA|2aASPD|3ERES|4RCR|5DUST|6AART|7aFEWX|8CDMG|9aVULN|aBPWR
353	13324 11116	 * 	152.66	DCR|2VULN|1AART|2CDMG|2DUR	17BEXP|26CDMG|39VULN|4LIT|56DUR|6BPWR|8RCR|aAART
354	13324 12116	   	152.66	DCR|2VULN|1AART|2CDMG|2DUR	1BEXP|26CDMG|39VULN|47LIT|56DUR|6BPWR|8RCR|aAART
355	31132 75472	   	152.60	DCR|3VULN|2DMG|1DUR	17FEWX|2RPLT|3DUST|4MBVNT|57DMG|679VULN|7BPWR|8DUR|aRCR
356	13231 54135	   	152.59	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3BELT|47DMG|5DUR|6RCR|8TLV|9ASPD|aAART
357	33231 54135	   	152.59	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8TLV|9ASPD|aAART
358	62126 12112	 * 	152.47	DCR|2DMG|1AART|2ZMB|1CDMG	1RPLT|2CGEN|35DMG|4LIT|6aZMB|7RCR|8AART|9CDMG
359	61431 21222	   	152.46	DCR|2VULN|1AART|2CDMG|2DUR	1RPLT|23DUR|49CDMG|5DUST|67VULN|8RCR|aAART
360	33324 16611	 * 	152.32	DCR|1AART|2CDMG|1VULN|1FLTHEA|2DUR	1FEWX|26CDMG|3VULN|4LIT|56DUR|6BPWR|7RCR|8AART|9FLTHEA|aLWND
361	33324 16612	   	152.32	DCR|1AART|2CDMG|1VULN|1FLTHEA|2DUR	1FEWX|26CDMG|3VULN|4LIT|56DUR|6BPWR|7RCR|8AART|9FLTHEA|aCGEN
362	33324 16613	   	152.32	DCR|1AART|2CDMG|1VULN|1FLTHEA|2DUR	1FEWX|26CDMG|3VULN|4LIT|56DUR|6BPWR|7RCR|8AART|9FLTHEA|aLHND
363	13231 55336	   	152.30	DCR|2DMG|2CDMG|2DUR|1ZMB|1ASPD	17BEXP|2aCDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9ASPD
364	33231 55336	   	152.30	DCR|2DMG|2CDMG|2DUR|1ZMB|1ASPD	17FEWX|2aCDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8ZMB|9ASPD
365	13221 53376	   	152.26	DCR|2VULN|1AART|2ASPD|1CDMG	1BEXP|2CDMG|3BELT|49VULN|57ASPD|6RCR|8MBVNT|aAART
366	12122 51424	 * 	152.26	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	1BEXP|24LWND|34DUR|4BPWR|5RCR|6ASPD|7aVULN|8AART|9ZMB
367	13231 56341	   	152.00	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4DMG|57DUR|6RCR|8ZMB|9AART|aASPD
368	33231 56341	   	152.00	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1FEWX|2CDMG|3BELT|4DMG|57DUR|6RCR|8ZMB|9AART|aASPD
369	33231 55215	   	151.92	DCR|2DMG|1VULN|3DUR|1CDMG	17FEWX|2CDMG|3BELT|47DMG|57aDUR|6RCR|7BPWR|8VULN|9LHND
370	33231 55251	   	151.92	DCR|2DMG|1VULN|3DUR|1CDMG	179FEWX|2CDMG|3BELT|47DMG|57aDUR|6RCR|7BPWR|8VULN
371	61632 13332	   	151.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RPLT|2DUR|3LWND|4MBVNT|57DMG|6CDMG|8RCR|9ZMB|aAART
372	13231 55121	   	151.82	DCR|2DMG|1VULN|3DUR|1CDMG	17BEXP|2CDMG|3BELT|47DMG|579DUR|6RCR|7BPWR|8TLV|aVULN
373	33231 55121	   	151.82	DCR|2DMG|1VULN|3DUR|1CDMG	17FEWX|2CDMG|3BELT|47DMG|579DUR|6RCR|7BPWR|8TLV|aVULN
374	33324 16132	 * 	151.82	DCR|2DMG|1VULN|2CDMG|2DUR	1FEWX|26CDMG|3VULN|4LIT|56DUR|6BPWR|7RCR|8TLV|9aDMG
375	33324 16135	 * 	151.82	DCR|2VULN|1DMG|2CDMG|2DUR	1FEWX|26CDMG|3aVULN|4LIT|56DUR|6BPWR|7RCR|8TLV|9DMG
376	13231 55142	   	151.74	DCR|2DMG|1AART|1CDMG|2DUR	17aBEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9AART
377	13231 55143	   	151.74	DCR|2DMG|1AART|1CDMG|2DUR	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9AART|aFEWX
378	33231 55142	   	151.74	DCR|2DMG|1AART|1CDMG|2DUR	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8TLV|9AART|aBEXP
379	13236 43332	   	151.68	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|3BELT|48DMG|5VULN|6RCVC|7RPLT|9RCR|aAART
380	61313 33143	   	151.67	DCR|4VULN|3DUR|1ZMB	1RPLT|257DUR|3457VULN|57BPWR|67ERES|8LIT|9RCR|aZMB
381	33231 54143	   	151.54	DCR|2DMG|1AART|1CDMG|2DUR	1FEWX|2CDMG|3BELT|47DMG|5aDUR|6RCR|8TLV|9AART
382	53342 52211	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1AIRHEA|2BELT|3ZMB|4RCR|58VULN|6DMG|7LHND|9CDMG|aDUR
383	53342 52212	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1AIRHEA|2BELT|3ZMB|4RCR|58VULN|6DMG|7LHND|9CDMG|aASPD
384	11362 65332	   	151.52	DCR|4VULN|1DMG|1DUR	1BEXP|2RPLT|358aVULN|4DMG|6DUR|7MGNSTR|9RCR
385	11366 21114	   	151.52	DCR|4VULN|1DMG|1DUR	1BEXP|2RPLT|3678VULN|4DMG|5MGNLIT|9RCR|aDUR
386	23236 54343	 * 	151.48	DCR|3DMG|1AART|1VULN|1CDMG|1MSE	1MSE|2CDMG|3BELT|47aDMG|5VULN|6RCR|8MBVNT|9AART
387	53342 21241	   	151.47	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7DUST|9MLV|aAART
388	53342 12232	   	151.47	ACR|2VULN|3ZMB|1AART	1AIRHEA|27BELT|368ZMB|4RCR|59VULN|aAART
389	53342 13232	   	151.47	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|59VULN|7DMSP|aAART
390	11364 36332	   	151.42	DCR|4VULN|1DMG|1DUR	1BEXP|2RPLT|378aVULN|4DMG|5DUR|6AIRHEL|9RCR
391	11412 36332	   	151.42	DCR|4VULN|1DMG|1DUR	1BEXP|2RPLT|3DUR|478aVULN|5DMG|6AIRHEL|9RCR
392	11462 36332	   	151.42	DCR|4VULN|1DMG|1DUR	1BEXP|2RPLT|3DUR|4DMG|578aVULN|6AIRHEL|9RCR
393	61315 35131	   	151.42	DCR|4VULN|1DMG|1DUR	15RPLT|2DUR|348aVULN|6ERES|7DMG|9RCR
394	61342 36332	   	151.42	DCR|4VULN|1DMG|1DUR	1RPLT|2DUR|378aVULN|4BEXP|5DMG|6AIRHEL|9RCR
395	13231 56335	   	151.40	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4DMG|57DUR|6RCR|8ZMB|9ASPD|aAART
396	33231 56335	   	151.40	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1FEWX|2CDMG|3BELT|4DMG|57DUR|6RCR|8ZMB|9ASPD|aAART
397	53342 21231	   	151.37	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7DUST|9TLV|aAART
398	13231 55412	   	151.24	DCR|2DMG|1AART|1CDMG|2DUR	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8RPLT|9MLV|aAART
399	33231 55412	   	151.24	DCR|2DMG|1AART|1CDMG|2DUR	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8RPLT|9MLV|aAART
400	32422 31363	   	151.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2LWND|3CGEN|4ASPD|5RCR|6DMG|78aVULN|9ZMB
401	34122 31363	   	151.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2CGEN|3LWND|4ASPD|5RCR|6DMG|78aVULN|9ZMB
402	13236 56231	   	151.23	DCR|3VULN|1DMG|1CDMG	1BEXP|2CDMG|3BELT|4DMG|578VULN|6RCR|9ERES|aFEWX
403	33236 56231	   	151.23	DCR|3VULN|1DMG|1CDMG	1FEWX|2CDMG|3BELT|4DMG|578VULN|6RCR|9ERES|aBEXP
404	13235 13261	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4DMG|5ASPD|6RMIN|7RCR|89VULN|aZMB
405	13235 63261	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4DMG|5ASPD|6CGEN|7RCR|89VULN|aZMB
406	62166 32133	   	151.17	DCR|3DMG|1VULN|1CDMG|1ASPD	1RPLT|25CGEN|345DMG|5BPWR|6LIT|7VULN|8ASPD|9RCR|aCDMG
407	34522 31363	   	151.14	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2CGEN|3DUST|4ASPD|5RCR|6DMG|78aVULN|9ZMB
408	13236 56233	   	151.13	DCR|3VULN|1DMG|1CDMG	1BEXP|2CDMG|3BELT|4DMG|578VULN|6RCR|9ERES|aTLV
409	33236 56233	   	151.13	DCR|3VULN|1DMG|1CDMG	1FEWX|2CDMG|3BELT|4DMG|578VULN|6RCR|9ERES|aTLV
410	33236 46333	   	151.08	DCR|2VULN|1AART|1DMG|1CDMG	18FEWX|2CDMG|3BELT|4DMG|59VULN|6RCVC|7AART|aRCR
411	62136 23361	   	150.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2CGEN|3DMG|4CDMG|5AART|6ASPD|7RMIN|8DUR|9RCR|aVULN
412	31432 13782	   	150.97	DCR|3DMG|1VULN|1CDMG|1DUR	1FEWX|2RPLT|3DUR|4MBVNT|57aDMG|6CDMG|8VULN|9RCR
413	11213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2RPLT|39CGEN|4AART|5aVULN|6DUR|7DMG|8RCR
414	11213 56241	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2RPLT|3CGEN|4AART|5aVULN|6DUR|7DMG|8RCR|9BELT
415	14213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|29CGEN|3RPLT|4AART|5aVULN|6DUR|7DMG|8RCR
416	31213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2RPLT|39CGEN|4AART|5aVULN|6DUR|7DMG|8RCR
417	31213 56241	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2RPLT|3CGEN|4AART|5aVULN|6DUR|7DMG|8RCR|9BELT
418	34213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|29CGEN|3RPLT|4AART|5aVULN|6DUR|7DMG|8RCR
419	62213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|29CGEN|3LWND|4AART|5aVULN|6DUR|7DMG|8RCR
420	62313 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|29CGEN|3FEWX|4AART|5aVULN|6DUR|7DMG|8RCR
421	63213 56212	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|2FEWX|39CGEN|4AART|5aVULN|6DUR|7DMG|8RCR
422	53342 22234	   	150.96	ACR|3VULN|3ZMB|1DUR	1AIRHEA|27BELT|368ZMB|4RCR|569VULN|6BPWR|aDUR
423	53342 23234	   	150.96	ACR|3VULN|3ZMB|1DUR	1AIRHEA|2BELT|368ZMB|4RCR|569VULN|6BPWR|7DMSP|aDUR
424	62136 21361	   	150.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RPLT|2CGEN|3DMG|4CDMG|5AART|6ASPD|7ERES|8DUR|9RCR|aVULN
425	53342 21226	   	150.86	ACR|3VULN|3ZMB|1DUR	1AIRHEA|2BELT|368ZMB|4RCR|569VULN|6BPWR|7DUST|aDUR
426	51432 13321	   	150.74	DCR|2DMG|1VULN|2CDMG|2ASPD	1AIRHEA|26ASPD|3LHND|49DMG|56CDMG|6BPWR|7LIT|8RCR|aVULN
427	31432 12386	   	150.70	DCR|2VULN|2DMG|1CDMG|1DUR	19FEWX|2RPLT|3DUR|4MBVNT|59DMG|6CDMG|7MLV|89VULN|9BPWR|aRCR
428	51632 13321	   	150.64	DCR|2DMG|1VULN|2CDMG|2ASPD	1AIRHEA|26ASPD|3DUST|49DMG|56CDMG|6BPWR|7LIT|8RCR|aVULN
429	62126 12122	   	150.62	DCR|3DMG|1AART|1ZMB	1RPLT|2CGEN|35aDMG|4LIT|6ZMB|7RCR|8AART|9MLV
430	33233 55342	   	150.62	DCR|2DMG|1AART|1CDMG|1ZMB	17aFEWX|2CDMG|3BELT|47DMG|57BEXP|6RCR|7BPWR|8ZMB|9AART
431	33233 55343	   	150.62	DCR|2DMG|1AART|1CDMG|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57aBEXP|6RCR|7BPWR|8ZMB|9AART
432	31432 11386	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	19FEWX|2RPLT|3DUR|4MBVNT|59DMG|6CDMG|7TLV|89VULN|9BPWR|aRCR
433	53342 24221	 * 	150.55	ACR|3VULN|1DMG|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7LHND|8RMIN|aDMG
434	11432 13771	   	150.50	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4MBVNT|57DMG|6CDMG|89VULN|aRCR
435	12251 13334	   	150.46	DCR|3VULN|2DMG	1BEXP|2aLWND|3ERES|4DUST|59aVULN|6CGEN|7aDMG|8RCR|aBPWR
436	12451 13334	   	150.46	DCR|3VULN|2DMG	1BEXP|2aLWND|3CGEN|4DUST|59aVULN|6ERES|7aDMG|8RCR|aBPWR
437	14151 13334	   	150.46	DCR|3VULN|2DMG	1BEXP|2aCGEN|3LWND|4DUST|59aVULN|6ERES|7aDMG|8RCR|aBPWR
438	14531 13334	   	150.46	DCR|3VULN|2DMG	1BEXP|2aCGEN|3DUST|4LHND|59aVULN|6ERES|7aDMG|8RCR|aBPWR
439	11326 51432	 * 	150.45	DCR|3VULN|3ZMB|1FLTHEA	179BEXP|2RPLT|379VULN|4MLV|5FLTHEA|679ZMB|79BPWR|8DMSP|aRCR
440	31326 51432	   	150.45	DCR|3VULN|3ZMB|1FLTHEA	179FEWX|2RPLT|379VULN|4MLV|5FLTHEA|679ZMB|79BPWR|8DMSP|aRCR
441	33233 54342	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	1aFEWX|2CDMG|3BELT|47DMG|5BEXP|6RCR|8ZMB|9AART
442	33233 54343	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3BELT|47DMG|5aBEXP|6RCR|8ZMB|9AART
443	61132 13771	   	150.40	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2DUR|3DUST|4MBVNT|57DMG|6CDMG|89VULN|aRCR
444	13231 26414	   	150.36	DCR|2DMG|1AART|3DUR|1CDMG	167BEXP|2CDMG|3BELT|47DMG|567DUR|67BPWR|8RCR|9RPLT|aAART
445	13231 26433	   	150.36	DCR|2DMG|1AART|3DUR|1CDMG	167BEXP|2CDMG|3BELT|47DMG|567DUR|67BPWR|8RCR|9LWND|aAART
446	53342 51211	   	150.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1AIRHEA|2BELT|3ZMB|4RCR|5VULN|6DMG|7BEXP|8RCVC|9CDMG|aAART
447	22152 36314	   	150.13	ACR|3VULN|3DMG|1DUR|3MSE	19aMSE|246LWND|3DUR|5RCR|79aDMG|89aVULN|9aBPWR
448	51121 52225	 * 	150.12	ACR|4VULN|1CDMG|1ASPD	1AIRHEA|2ASPD|3ERES|4RCR|5678VULN|9FEWX|aCDMG
449	11213 56223	 * 	150.12	DCR|2AART|1VULN|1DMG|2DUR	1BEXP|2RPLT|3CGEN|49AART|5VULN|6aDUR|7DMG|8RCR
450	14213 56223	   	150.12	DCR|2AART|1VULN|1DMG|2DUR	1BEXP|2CGEN|3RPLT|49AART|5VULN|6aDUR|7DMG|8RCR
451	31213 56223	   	150.12	DCR|2AART|1VULN|1DMG|2DUR	1FEWX|2RPLT|3CGEN|49AART|5VULN|6aDUR|7DMG|8RCR
452	34213 56223	   	150.12	DCR|2AART|1VULN|1DMG|2DUR	1FEWX|2CGEN|3RPLT|49AART|5VULN|6aDUR|7DMG|8RCR
453	62213 56223	   	150.12	DCR|2AART|1DMG|1VULN|2DUR	1RPLT|2CGEN|3LWND|49AART|5VULN|6aDUR|7DMG|8RCR
454	62313 56223	   	150.12	DCR|2AART|1VULN|1DMG|2DUR	1RPLT|2CGEN|3FEWX|49AART|5VULN|6aDUR|7DMG|8RCR
455	63213 56223	   	150.12	DCR|2AART|1VULN|1DMG|2DUR	1RPLT|2FEWX|3CGEN|49AART|5VULN|6aDUR|7DMG|8RCR
456	33233 55335	   	150.02	DCR|2DMG|1AART|1CDMG|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57BEXP|6RCR|7BPWR|8ZMB|9RMIN|aAART
457	33141 22632	   	149.98	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	14FEWX|24CDMG|3SELL|4BPWR|56VULN|7ZMB|8AART|9RCR|aBEXP
458	33141 22633	   	149.98	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	14aFEWX|24CDMG|3SELL|4BPWR|56VULN|7ZMB|8AART|9RCR
459	33141 22634	   	149.98	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	14FEWX|24CDMG|3SELL|4BPWR|56VULN|7ZMB|8AART|9RCR|aLHND
460	33141 22635	   	149.98	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	14FEWX|24CDMG|3SELL|4BPWR|56VULN|7ZMB|8AART|9RCR|aCGEN
461	33141 22636	   	149.98	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	14FEWX|24CDMG|3SELL|4BPWR|56VULN|7ZMB|8AART|9RCR|aBELT
462	33233 55135	   	149.92	DCR|2DMG|1AART|1CDMG|1ZMB	17FEWX|2CDMG|3BELT|47DMG|57BEXP|6RCR|7BPWR|8TLV|9ZMB|aAART
463	33161 22632	   	149.88	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1FEWX|24CDMG|3SELL|56VULN|7ZMB|8AART|9RCR|aBEXP
464	33161 22633	   	149.88	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1aFEWX|24CDMG|3SELL|56VULN|7ZMB|8AART|9RCR
465	33161 22634	   	149.88	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1FEWX|24CDMG|3SELL|56VULN|7ZMB|8AART|9RCR|aLHND
466	33161 22635	   	149.88	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1FEWX|24CDMG|3SELL|56VULN|7ZMB|8AART|9RCR|aCGEN
467	33161 22636	   	149.88	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1FEWX|24CDMG|3SELL|56VULN|7ZMB|8AART|9RCR|aBELT
468	32531 42324	   	149.87	DCR|3VULN|1AART|1CDMG	17FEWX|27LWND|3LHND|4CGEN|567VULN|7BPWR|8RCR|9CDMG|aAART
469	33351 62232	   	149.87	DCR|3VULN|1AART|1CDMG	17FEWX|2CDMG|357VULN|4RPLT|67BEXP|7BPWR|8RCR|9RCVC|aAART
470	33351 62262	   	149.87	DCR|3VULN|1AART|1CDMG	17FEWX|2CDMG|357VULN|4RPLT|67BEXP|7BPWR|8RCR|9LWND|aAART
471	13231 55331	   	149.84	DCR|2DMG|2ZMB|1CDMG|2DUR|1ASPD	17BEXP|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8aZMB|9ASPD
472	33231 55331	   	149.84	DCR|2DMG|2ZMB|1CDMG|2DUR|1ASPD	17FEWX|2CDMG|3BELT|47DMG|57DUR|6RCR|7BPWR|8aZMB|9ASPD
473	33233 54335	   	149.82	DCR|2DMG|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3BELT|47DMG|5BEXP|6RCR|8ZMB|9RMIN|aAART
474	12431 42324	   	149.77	DCR|3VULN|1AART|1CDMG	17BEXP|2LWND|37CGEN|4LEGI|567VULN|7BPWR|8RCR|9CDMG|aAART
475	14131 42324	   	149.77	DCR|3VULN|1AART|1CDMG	17BEXP|2CGEN|37LWND|4LEGI|567VULN|7BPWR|8RCR|9CDMG|aAART
476	32431 42324	   	149.77	DCR|3VULN|1AART|1CDMG	17FEWX|2LWND|37CGEN|4LEGI|567VULN|7BPWR|8RCR|9CDMG|aAART
477	34131 42324	   	149.77	DCR|3VULN|1AART|1CDMG	17FEWX|2CGEN|37LWND|4LEGI|567VULN|7BPWR|8RCR|9CDMG|aAART
478	53342 35223	   	149.74	ACR|3VULN|1AART|1ZMB	1AIRHEA|2BELT|3ZMB|4RCR|589VULN|6MLV|7LHND|aAART
479	33233 54135	   	149.72	DCR|2DMG|1AART|1CDMG|1ZMB	1FEWX|2CDMG|3BELT|47DMG|5BEXP|6RCR|8TLV|9ZMB|aAART
480	32531 41324	   	149.67	DCR|3VULN|1AART|1CDMG	1FEWX|2LWND|3LHND|4CGEN|567VULN|8RCR|9CDMG|aAART
481	13351 12262	   	149.67	DCR|3VULN|1AART|1CDMG	17BEXP|2CDMG|357VULN|4RPLT|67DUST|7BPWR|8RCR|9LWND|aAART
