0	Index      	 *	Score 	Summary	Detail	
1	12644 64714	 * 	188.14	ACR|4VULN|3DMG	168BEXP|2RCR|3MBVNT|49FEWX|589aVULN|789DMG|89BPWR
320	63322 16263	   	158.68	ACR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2DMG|3RCR|4ASPD|5MLV|68aVULN|7CDMG|9LHND
321	63323 16263	   	158.68	ACR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2DMG|3RCR|4ASPD|5RMIN|68aVULN|7CDMG|9LHND
322	63321 16263	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2DMG|3RCR|4ASPD|5ERES|68aVULN|7CDMG|9LHND
323	12674 44733	 * 	158.58	ACR|2VULN|2DMG|3DUR	18BEXP|2RCR|3MBVNT|46aDUR|58VULN|78DMG|8BPWR|9LIT
324	63321 16236	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2DMG|3RCR|4ASPD|59ERES|68aVULN|7CDMG
325	63312 26131	   	158.45	ACR|2VULN|1AART|1DMG|1ZMB	146LIT|2DMG|3RCR|5ZMB|7AART|8BEXP|9aVULN
326	12552 21341	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2RCR|35CGEN|4ZMB|6DMG|78aVULN|9DUR
327	24532 26231	   	158.37	DCR|2AART|3CDMG|1VULN|1DUR	18aCDMG|2RPLT|3RCVC|4DUR|57AART|6RCR|9VULN
328	12641 71241	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1BEXP|2RCR|3MBVNT|4FEWX|56AART|7DUST|8CDMG|9DMG|aVULN
329	12641 78241	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1BEXP|2RCR|3MBVNT|4FEWX|56AART|7LEGI|8CDMG|9DMG|aVULN
330	42222 43432	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1FEWX|2RCR|34TLV|5aAART|6CDMG|7DMG|8LWND|9VULN
331	52641 73242	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1DUST|2RCR|3MBVNT|4FEWX|56AART|7VULN|8CDMG|9DMG|aLWND
332	42222 43421	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1FEWX|2RCR|34TLV|59AART|6CDMG|7DMG|8LWND|aVULN
333	42222 43521	   	158.35	ACR|2AART|1VULN|1DMG|1CDMG	1FEWX|2RCR|34TLV|59AART|6CDMG|7DMG|8LHND|aVULN
334	63312 26331	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	146LIT|2DMG|3RCR|5ZMB|7AART|8DUST|9aVULN
335	66312 32411	 * 	158.34	ACR|3ZMB|1AART|1VULN|1DMG	146LIT|256ZMB|3RCR|6BPWR|7AART|8DMSP|9DMG|aVULN
336	42361 26321	   	158.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1FEWX|2RCR|3aLHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD
337	42361 26322	   	158.34	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1FEWX|2RCR|3LHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD|aLWND
338	42361 26323	   	158.34	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1FEWX|2RCR|3LHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD|aDMSP
339	33332 41121	   	158.33	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9DUR|aLWND
340	33332 41126	   	158.33	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9DUR|aFEWX
341	33332 41156	   	158.33	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9MLV|aDUR
342	33332 41166	   	158.33	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9CGEN|aDUR
343	12644 74721	   	158.28	ACR|3VULN|2DMG	18BEXP|2RCR|3MBVNT|46FEWX|568VULN|68BPWR|78DMG|9LHND|aLWND
344	12644 74734	   	158.28	ACR|3VULN|2DMG	18BEXP|2RCR|3MBVNT|46aFEWX|568VULN|68BPWR|78DMG|9LIT
345	13251 46332	   	158.26	DCR|2DMG|2AART|1ZMB|1DUR	1BEXP|2aDMG|3DUR|4ZMB|5LWND|6RCR|79AART|8RCVC
346	52641 73234	   	158.25	ACR|2AART|1VULN|1DMG|1CDMG	1DUST|2RCR|3MBVNT|4FEWX|56AART|7VULN|8CDMG|9ERES|aDMG
347	52361 26321	   	158.24	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2RCR|3aLHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD
348	52361 26322	   	158.24	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DUST|2RCR|3LHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD|aLWND
349	52361 26323	   	158.24	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2RCR|3LHND|4DUR|5AART|6DMG|7VULN|8ZMB|9ASPD|aDMSP
350	12221 21331	   	158.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1BEXP|2RCR|34TLV|5ZMB|6DMG|78aVULN|9ASPD
351	12221 21341	   	158.24	ACR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2RCR|34TLV|5ZMB|6DMG|78aVULN|9DUR
352	42221 21331	   	158.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2RCR|34TLV|5ZMB|6DMG|78aVULN|9ASPD
353	42221 21341	   	158.24	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2RCR|34TLV|5ZMB|6DMG|78aVULN|9DUR
354	12221 21221	   	158.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1BEXP|2RCR|34TLV|5ZMB|6DMG|79aVULN|8ASPD
355	42221 21221	   	158.24	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|2RCR|34TLV|5ZMB|6DMG|79aVULN|8ASPD
356	33332 41123	   	158.23	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9DUR|aDUST
357	33332 41125	   	158.23	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9DUR|aERES
358	33332 41136	   	158.23	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9ERES|aDUR
359	33332 41222	   	158.23	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ERES|9DUR|aZMB
360	33332 41246	   	158.23	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ERES|9ZMB|aDUR
361	12644 64723	   	158.18	ACR|3VULN|2DMG	168BEXP|2RCR|3MBVNT|4FEWX|58aVULN|78DMG|8BPWR|9CGEN
362	12644 64731	   	158.18	ACR|3DMG|2VULN	168BEXP|2RCR|3MBVNT|49FEWX|58VULN|78aDMG|8BPWR
363	12644 74722	   	158.18	ACR|3VULN|2DMG	18BEXP|2RCR|3MBVNT|46FEWX|568VULN|68BPWR|78DMG|9LHND|aCANSTR
364	12644 74742	   	158.18	ACR|3VULN|2DMG	18BEXP|2RCR|3MBVNT|469FEWX|568VULN|68BPWR|78DMG|aCANSTR
365	12681 31822	 * 	158.18	ACR|2VULN|1AART|1CDMG|1FLTHEA	1BEXP|2RCR|3MBVNT|4LHND|5AART|69VULN|7DMSP|8FLTHEA|aCDMG
