0	Index      	 *	Score 	Summary	Detail	
1	11315 52363	 * 	192.19	DCR|3DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN
326	11315 52511	   	169.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DMSP|9DUST|aVULN
327	11353 32451	   	169.48	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9ZMB|aBELT
328	11353 32452	   	169.48	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9ZMB|aLIT
329	11584 14113	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3MBVNT|469VULN|5ZMB|7RCR|8RMIN|aAART
330	11335 52212	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|35AART|4MLV|6aVULN|7RCR|8ZMB|9TLV
331	11356 32351	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9ZMB|aBELT
332	11356 32352	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9ZMB|aLIT
333	24441 31313	 * 	169.36	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DMSP|28AART|3RCR|46VULN|5DUR|7LWND|9CDMG|aASPD
334	11313 52253	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|2aDMG|3AART|4CDMG|5RMIN|6DUST|7ZMB|8RCR|9VULN
335	11315 15532	   	169.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8VULN|9RCR|aASPD
336	11641 33433	   	169.11	DCR|3VULN|2DMG|1CDMG	19FEWX|27DMG|389VULN|49LIT|5RPLT|6RCR|9BPWR|aCDMG
337	11641 33226	   	169.02	DCR|3DMG|1AART|1VULN|1ASPD	1FEWX|27aDMG|3VULN|4LIT|5RPLT|6RCR|8AART|9ASPD
338	24253 52313	   	169.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|28AART|3DMG|4MLV|5DUR|6VULN|7RCR|9CDMG|aASPD
339	41326 15111	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aDMSP
340	41326 15113	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aFEWX
341	51326 15111	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aDMSP
342	51326 15113	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aFEWX
343	51131 32152	   	168.82	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2aDMG|3TLV|4RCVC|5VULN|6AART|7RCR|8CDMG|9ASPD
344	24441 32113	   	168.81	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|3RCR|46VULN|5DUR|7ZMB|8ERES|9CDMG|aASPD
345	11354 11352	   	168.68	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|48aVULN|5NUKE|6ZMB|7TLV|9RCR
346	24413 51113	   	168.58	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8LHND|9CDMG|aZMB
347	24413 51213	   	168.58	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8FEWX|9CDMG|aZMB
348	24413 51424	   	168.58	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8ZMB|9FEWX|aCDMG
349	24253 52232	   	168.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|3DMG|4MLV|5DUR|6VULN|7RCR|8ZMB|9CDMG|aASPD
350	32653 24212	   	168.52	DCR|3VULN|1AART|1DMG|1ASPD	18MGNLIT|2MBVNT|38LIT|4DMG|5ASPD|6RCR|78aVULN|8BPWR|9AART
351	11641 31412	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|378VULN|4LIT|5RPLT|6RCR|9AART|aASPD
352	24442 23221	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15DMSP|2AART|3RCR|47VULN|6ZMB|8DMG|9DUR|aBEXP
353	24442 23222	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15DMSP|2AART|3RCR|47VULN|6ZMB|8DMG|9DUR|aLWND
354	24442 23223	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15DMSP|2AART|3RCR|47VULN|6ZMB|8DMG|9DUR|aFEWX
355	51161 32433	   	168.36	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|89DUR|aZMB
356	32412 62651	   	168.32	DCR|2VULN|2AART|1DMG|1CDMG	1MGNLIT|2MBVNT|3DMG|4CDMG|58VULN|6NUKE|7RCR|9aAART
357	12441 14848	   	168.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	129FEWX|29BPWR|3MBVNT|4AART|5DUR|69ZMB|7RCR|89VULN|aDMG
358	32653 24712	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1MGNLIT|2MBVNT|3LIT|4DMG|5ASPD|6RCR|78aVULN|9AART
359	24112 52152	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3BEXP|4aDMG|5CGEN|6VULN|7RCR|8CDMG|9ASPD
360	24115 12363	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|36BEXP|4aDMG|5CDMG|7RCR|8DUR|9VULN
361	24222 52152	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3aDMG|4BEXP|5CGEN|6VULN|7RCR|8CDMG|9ASPD
362	24225 12363	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3aDMG|46BEXP|5CDMG|7RCR|8DUR|9VULN
363	24231 43432	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|36DMG|4FEWX|5LHND|7RCR|8VULN|9CDMG|aASPD
364	24232 52152	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3aDMG|4FEWX|5CGEN|6VULN|7RCR|8CDMG|9ASPD
365	24235 32121	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8CGEN|9ASPD|aVULN
366	24235 32353	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9LWND|aVULN
367	24235 32361	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9VULN|aLWND
368	51131 32136	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	1LHND|2aDMG|3TLV|4RCVC|5VULN|6AART|7RCR|89CDMG
369	24113 52124	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3BEXP|4aDMG|5ERES|6VULN|7RCR|8CDMG|9DUR
370	24113 52152	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3BEXP|4aDMG|5ERES|6VULN|7RCR|8CDMG|9ASPD
371	24223 52124	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3aDMG|4BEXP|5ERES|6VULN|7RCR|8CDMG|9DUR
372	24223 52152	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3aDMG|4BEXP|5ERES|6VULN|7RCR|8CDMG|9ASPD
373	24233 52124	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3aDMG|4FEWX|5ERES|6VULN|7RCR|8CDMG|9DUR
374	24233 52152	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DMSP|2AART|3aDMG|4FEWX|5ERES|6VULN|7RCR|8CDMG|9ASPD
375	24253 52113	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3aDMG|4MLV|5DUR|6VULN|7RCR|8CDMG|9ERES
376	24235 32336	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9ERES|aVULN
377	11311 52343	   	168.00	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9ZMB|aASPD
378	32417 72172	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MGNLIT|2MBVNT|3DMG|4CDMG|5ZMB|6aVULN|7RCR|8CGEN|9AART
379	32417 72472	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MGNLIT|2MBVNT|3DMG|4CDMG|5ZMB|6aVULN|7RCR|8MLV|9AART
380	11315 52126	   	167.92	DCR|2AART|2DMG|2CDMG|1ASPD	1FEWX|25DMG|3aAART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9ASPD
381	11125 23242	 * 	167.84	DCR|2VULN|2DMG|3ZMB|1ASPD	1FEWX|28DMG|3TLV|4CGEN|58aZMB|6ASPD|78VULN|8BPWR|9RCR
382	11335 52133	   	167.79	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|89CDMG|aASPD
383	11335 52135	   	167.79	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|89CDMG|aDUR
384	32434 51335	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	1MGNLIT|2MBVNT|38aDMG|4ASPD|5RPLT|6AART|7RCR|9VULN
385	32463 51335	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	1MGNLIT|2MBVNT|38aDMG|4RPLT|5ASPD|6AART|7RCR|9VULN
386	21311 32523	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1DMSP|2ZMB|3LHND|4aDMG|5VULN|69AART|7RCR|8CGEN
387	21311 32612	   	167.68	DCR|2VULN|2AART|1DMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5aVULN|69AART|7RCR|8FEWX
388	51211 32223	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|3CGEN|4DMSP|5VULN|69AART|7RCR|8ZMB
389	51211 32353	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|3CGEN|4DMSP|5VULN|68AART|7RCR|9ZMB
390	51221 32223	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|34CGEN|5VULN|69AART|7RCR|8ZMB
391	51221 32353	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|34CGEN|5VULN|68AART|7RCR|9ZMB
392	52562 32223	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	12LHND|2BPWR|3VULN|4aDMG|5CGEN|69AART|7RCR|8ZMB
393	54211 32223	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|23CGEN|4aDMG|5VULN|69AART|7RCR|8ZMB
394	54211 32353	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|23CGEN|4aDMG|5VULN|68AART|7RCR|9ZMB
395	54311 32223	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	13LHND|2CGEN|4aDMG|5VULN|69AART|7RCR|8ZMB
396	54311 32353	   	167.68	DCR|2DMG|2AART|1VULN|1ZMB	13LHND|2CGEN|4aDMG|5VULN|68AART|7RCR|9ZMB
397	11353 32151	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ASPD|aLWND
398	11353 32153	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ASPD|aRPLT
399	11353 32154	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ASPD|aDMSP
400	11353 32155	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ASPD|aBELT
401	11353 32313	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8DMSP|9CDMG|aASPD
402	11353 32315	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8DMSP|9CDMG|aDUR
403	11353 32532	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CGEN|9CDMG|aASPD
404	11353 32613	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|9CDMG|aASPD
405	11353 32615	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|9CDMG|aDUR
406	11334 52152	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15FEWX|2aDMG|3AART|4MLV|6VULN|7RCR|8CDMG|9ASPD
407	24112 52136	   	167.59	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2AART|3BEXP|4aDMG|5CGEN|6VULN|7RCR|89CDMG
408	24222 52136	   	167.59	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2AART|3aDMG|4BEXP|5CGEN|6VULN|7RCR|89CDMG
409	24232 52136	   	167.59	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2AART|3aDMG|4FEWX|5CGEN|6VULN|7RCR|89CDMG
410	32655 44212	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1MGNLIT|2MBVNT|3LIT|4DMG|5ZMB|67aVULN|8RCR|9AART
411	51161 32351	   	167.58	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9ZMB|aFEWX
412	51111 32353	   	167.58	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|3TLV|4DMSP|5VULN|68AART|7RCR|9ZMB
413	24461 23323	   	167.54	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1DMSP|29AART|3RCR|45DUR|6ZMB|7VULN|8LWND|aDMG
414	11353 32112	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8CDMG|9ERES|aASPD
415	11354 32151	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9ASPD|aLWND
416	11354 32153	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9ASPD|aRPLT
417	11354 32315	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8DMSP|9CDMG|aDUR
418	11354 32532	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8CGEN|9CDMG|aASPD
419	11356 32151	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8CDMG|9ASPD|aLWND
420	11356 32153	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8CDMG|9ASPD|aRPLT
421	51161 32352	   	167.48	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9ZMB|aERES
422	11312 43252	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|4CDMG|5LHND|69VULN|7RCVC|8RCR|aASPD
423	11312 43266	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|4CDMG|5LHND|6aVULN|7RCVC|8RCR|9DUR
424	11354 32112	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9ERES|aASPD
425	11356 32112	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8CDMG|9ERES|aASPD
426	11356 32121	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8CDMG|9VENICY|aDUR
427	11315 52341	   	167.37	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9ZMB|aMBVNT
428	11315 42335	 * 	167.32	DCR|2AART|2DMG|2CDMG|3DUR	1FEWX|25DMG|39AART|45CDMG|5BPWR|678DUR|aRCR
429	32417 43871	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MGNLIT|2MBVNT|3DMG|4CDMG|5ZMB|6DLOT|7RCR|89VULN|aAART
430	24221 11642	   	167.22	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1DMSP|2AART|37DMG|4BEXP|57LHND|67ZMB|7BPWR|8RCR|9DUR|aVULN
431	11315 12234	   	167.22	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9MLV
432	11315 12244	   	167.22	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9CGEN
433	11311 52314	   	167.18	DCR|3DMG|1AART|1CDMG|1DUR	1FEWX|25aDMG|3AART|4CDMG|69RCVC|7RCR|8DUR
434	11315 45223	   	167.12	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6DUR|7DUST|8RCR|9LHND
435	11315 12213	   	167.12	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9DUST
436	32467 14471	 * 	167.04	ACR|2VULN|2AART|1DMG|1CDMG	1MGNLIT|2MBVNT|3DMG|4RPLT|5RCR|6CDMG|7aVULN|89AART
437	21311 32343	   	167.02	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMSP|2aZMB|3LHND|4DMG|58VULN|6AART|7RCR|9DUR
438	11315 45213	   	167.02	DCR|3DMG|1AART|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6DUR|79DUST|8RCR
439	11315 52533	 * 	167.02	DCR|2AART|2DMG|3CDMG	1FEWX|25DMG|39AART|45aCDMG|5BPWR|6RCVC|7RCR|8DMSP
440	12441 32441	 * 	167.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	129FEWX|29BPWR|3MBVNT|4AART|5DUR|69VULN|7RCR|89ASPD|aDMG
441	11334 52136	   	166.99	DCR|2DMG|1AART|1VULN|2CDMG	15FEWX|2aDMG|3AART|4MLV|6VULN|7RCR|89CDMG
442	11353 32134	   	166.99	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|89CDMG|aLIT
443	41326 15133	 * 	166.92	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8ZMB|9BELT|aFLTHEA
444	51326 15133	   	166.92	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|67VULN|7BPWR|8ZMB|9BELT|aFLTHEA
445	11353 32131	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|89CDMG|aMBVNT
446	11354 32141	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|89CDMG|aRPLT
447	11354 32142	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|89CDMG|aCGEN
448	11356 32134	   	166.89	DCR|2VULN|1AART|2CDMG|1DMG	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|89CDMG|aLIT
449	11354 32143	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|89CDMG|aMBVNT
450	11356 32122	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8aCDMG|9VENICY
451	11356 32131	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|89CDMG|aMBVNT
452	11313 52533	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|2aDMG|3AART|4CDMG|5RMIN|6DUST|7ZMB|8VULN|9RCR
453	11311 65235	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|25DMG|3AART|4CDMG|6ERES|7VULN|8LHND|9RCR|aZMB
454	11311 65335	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|25DMG|3AART|4CDMG|6ERES|7VULN|8BEXP|9RCR|aZMB
455	11315 12622	   	166.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8VULN|9MBVNT|aRCR
456	11353 32441	   	166.72	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9DUR|aRCVC
457	11356 32341	   	166.62	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9DUR|aRCVC
458	32467 14437	   	166.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MGNLIT|2MBVNT|39DMG|4RPLT|5RCR|6CDMG|7VULN|8AART|aZMB
459	24411 34164	   	166.52	ACR|3VULN|1AART|1CDMG|1ASPD	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67aVULN|8CDMG|9ASPD
460	16245 13323	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2LHND|3VULN|4CDMG|5AART|6LIT|7RCR|8DUR|9aDMG
461	11311 52345	   	166.35	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8aDUR|9ZMB
462	11353 32241	   	166.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9ASPD|aRCVC
463	24333 43363	   	166.22	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3RCVC|4LHND|5BEXP|6aDMG|79VULN|8RCR
464	11354 32241	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8ZMB|9ASPD|aRCVC
465	11356 32241	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2DMG|3AART|46VULN|5TLV|7RCR|8ZMB|9ASPD|aRCVC
466	51131 32242	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DMG|3TLV|4RCVC|5aVULN|6AART|7RCR|8ZMB|9ASPD
467	51131 32463	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3TLV|4RCVC|59VULN|6AART|7RCR|8DUR|aZMB
468	24112 52223	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3BEXP|4DMG|5CGEN|6VULN|7RCR|8ZMB|aCDMG
469	24112 52234	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3BEXP|4DMG|5CGEN|6VULN|7RCR|8ZMB|9CDMG
470	24112 52353	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3BEXP|4DMG|5CGEN|6VULN|7RCR|9ZMB|aCDMG
471	24222 52223	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3DMG|4BEXP|5CGEN|6VULN|7RCR|8ZMB|aCDMG
472	24222 52234	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3DMG|4BEXP|5CGEN|6VULN|7RCR|8ZMB|9CDMG
473	24222 52353	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3DMG|4BEXP|5CGEN|6VULN|7RCR|9ZMB|aCDMG
474	24232 52223	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3DMG|4FEWX|5CGEN|6VULN|7RCR|8ZMB|aCDMG
475	24232 52234	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3DMG|4FEWX|5CGEN|6VULN|7RCR|8ZMB|9CDMG
476	24232 52353	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3DMG|4FEWX|5CGEN|6VULN|7RCR|9ZMB|aCDMG
477	11333 32323	   	166.12	DCR|2VULN|2DMG|1AART	189FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|aRCVC
478	11333 32361	   	166.12	DCR|2VULN|2DMG|1AART	18FEWX|28DMG|3AART|4MLV|59LWND|68VULN|7RCR|8BPWR|aRCVC
479	24235 32343	   	166.09	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9ZMB|aASPD
480	24113 52223	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3BEXP|4DMG|5ERES|6VULN|7RCR|8ZMB|aCDMG
481	24113 52234	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3BEXP|4DMG|5ERES|6VULN|7RCR|8ZMB|9CDMG
482	24113 52353	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|28AART|3BEXP|4DMG|5ERES|6VULN|7RCR|9ZMB|aCDMG
483	24223 52223	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|29AART|3DMG|4BEXP|5ERES|6VULN|7RCR|8ZMB|aCDMG
