0	Index      	 *	Score 	Summary	Detail	
1	56363 33331	 * 	213.29	DCR|2VULN|2ASPD|1AART|2CDMG|2DUR	18VULN|28ASPD|3AME|46CDMG|58DUR|7BELT|8BPWR|9RCR|aAART
322	56521 22321	   	187.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	135VULN|2ASPD|4AAC|6LIT|7RCR|8DMG|9DUR|aFEWX
323	56521 22323	   	187.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	135VULN|2ASPD|4AAC|6LIT|7RCR|8DMG|9DUR|aDMSP
324	53515 33122	   	187.96	DCR|3VULN|2ASPD|1NUKE|1CDMG	136VULN|2NUKE|4CDMG|5aASPD|7DUST|8RCR|9FEWX
325	55353 14122	   	187.96	DCR|2VULN|1AART|2CDMG|3DUR	19VULN|269DUR|3AART|4MBVNT|59CDMG|7RCR|8RMIN|9BPWR|aLHND
326	55353 14123	   	187.96	DCR|2VULN|1AART|2CDMG|3DUR	19VULN|269DUR|3AART|4MBVNT|59CDMG|7RCR|8RMIN|9BPWR|aRPLT
327	55353 14124	   	187.96	DCR|2VULN|1AART|2CDMG|3DUR	19VULN|269DUR|3AART|4MBVNT|59CDMG|7RCR|8RMIN|9BPWR|aLWND
328	53134 41223	 * 	187.92	DCR|2VULN|1MDPS|1AART|1DMG|1NUKE|1CDMG|1ZMB	15VULN|2NUKE|3MDPS|4ZMB|6DUST|7AART|8CDMG|9RCR|aDMG
329	53321 33551	 * 	187.86	DCR|4VULN|1SPLARM|1ASPD|1NUKE	1456VULN|2NUKE|3AME|7DUST|8RCR|9ASPD|aSPLARM
330	53521 22334	   	187.86	DCR|3VULN|1ASPD|1DMG|1NUKE|1AAC|1DUR	135VULN|2NUKE|4AAC|6LIT|7RCR|8DMG|9ASPD|aDUR
331	55111 33362	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	16aVULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8MBVNT|9ASPD
332	56321 15313	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2ASPD|3AME|6DUST|7RCR|8DMG|9DUR|aTLV
333	56322 11611	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	148VULN|2ASPD|3AME|5DUST|6ERES|7RCR|9DUR|aDMG
334	56322 31611	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	148VULN|2ASPD|3AME|5DUST|6TLV|7RCR|9DUR|aDMG
335	56521 22322	   	187.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR|1MSE	135VULN|2ASPD|4AAC|6LIT|7RCR|8DMG|9DUR|aMSE
336	21312 32122	   	187.77	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2CGEN|3DMG|45CDMG|6VULN|7aASPD|8RCR|9FEWX
337	21312 32152	   	187.77	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2CGEN|3DMG|45CDMG|6VULN|7aASPD|8RCR|9BEXP
338	56321 33513	   	187.70	DCR|5VULN|1ASPD	1456aVULN|2ASPD|3AME|7DUST|8RCR|9AELBLL
339	56321 33521	   	187.70	DCR|5VULN|1ASPD	14569VULN|2ASPD|3AME|7DUST|8RCR|aBEXP
340	25312 32122	   	187.67	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2ERES|3DMG|45CDMG|6VULN|7aASPD|8RCR|9FEWX
341	25312 32152	   	187.67	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2ERES|3DMG|45CDMG|6VULN|7aASPD|8RCR|9BEXP
342	26312 32122	   	187.67	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2TLV|3DMG|45CDMG|6VULN|7aASPD|8RCR|9FEWX
343	26312 32152	   	187.67	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2TLV|3DMG|45CDMG|6VULN|7aASPD|8RCR|9BEXP
344	53521 51323	   	187.60	DCR|5VULN|1DMG|1NUKE|1AAC	1359aVULN|2NUKE|4AAC|6AME|7DMG|8RCR
345	56321 33522	   	187.60	DCR|5VULN|1ASPD|1MSE	14569VULN|2ASPD|3AME|7DUST|8RCR|aMSE
346	56321 33523	   	187.60	DCR|5VULN|1ASPD	14569VULN|2ASPD|3AME|7DUST|8RCR|aDLOT
347	56521 33313	   	187.60	DCR|5VULN|1ASPD|1AAC	1356aVULN|2ASPD|4AAC|7DUST|8RCR|9AELBLL
348	56521 33321	   	187.60	DCR|5VULN|1ASPD|1AAC	13569VULN|2ASPD|4AAC|7DUST|8RCR|aBEXP
349	53513 42323	   	187.59	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5LHND|7ASPD|8TLV|9RCR
350	53515 31323	   	187.59	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5ASPD|7BEXP|8TLV|9RCR
351	53515 32223	   	187.59	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5ASPD|7CGEN|8DUST|9RCR
352	21342 61621	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|2CGEN|3aDMG|468VULN|5DUST|7RCR|9LWND
353	23523 15313	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|35aVULN|4DMSP|5BPWR|68DMG|7RCR|9AELBLL
354	23523 15321	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|359VULN|4DMSP|5BPWR|68DMG|7RCR|aAME
355	23523 15322	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|359VULN|4DMSP|5BPWR|68DMG|7RCR|aFEWX
356	23523 15324	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|359VULN|4DMSP|5BPWR|68DMG|7RCR|aCGEN
357	23523 15326	   	187.51	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|359VULN|4DMSP|5BPWR|68DMG|7RCR|aLHND
358	51516 32132	   	187.50	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	13VULN|2ERES|4SELL|5ASPD|6ZMB|7aDMG|8RCR|9CGEN
359	56521 33322	   	187.50	DCR|5VULN|1ASPD|1AAC|1MSE	13569VULN|2ASPD|4AAC|7DUST|8RCR|aMSE
360	56521 33323	   	187.50	DCR|5VULN|1ASPD|1AAC	13569VULN|2ASPD|4AAC|7DUST|8RCR|aDLOT
361	22111 55223	   	187.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	16ZMB|2DMSP|3DMG|4DUST|56VULN|6BPWR|7RCR|8LIT|9DUR|aAART
362	53515 33323	   	187.49	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5ASPD|7DUST|8TLV|9RCR
363	53512 22323	   	187.48	DCR|3VULN|2CDMG|1ASPD|1NUKE|1DUR	13aVULN|2NUKE|45CDMG|6DUR|7ASPD|8TLV|9RCR
364	23522 15323	   	187.41	DCR|3VULN|2DMG|1ZMB	1ZMB|25DUST|39aVULN|4DMSP|68DMG|7RCR
365	23523 15325	   	187.41	DCR|3VULN|2DMG|1ZMB|1MSE	1ZMB|25DUST|359VULN|4DMSP|5BPWR|68DMG|7RCR|aMSE
366	22154 33531	   	187.37	DCR|3VULN|2DMG|1ZMB|1SELL	1ZMB|2DMSP|35DMG|4MLV|6SELL|7RCR|89aVULN
367	22164 33531	   	187.27	DCR|3VULN|2DMG|1ZMB|1SELL	1ZMB|2DMSP|35DMG|4ERES|6SELL|7RCR|89aVULN
368	53531 22422	 * 	187.19	DCR|3VULN|1AART|1NUKE|2DUR|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|89DUR|aAART
369	54123 64442	   	187.19	ACR|3VULN|3DMG|1CDMG	189VULN|2RCR|389DMG|4DMSP|589AME|6MBVNT|7RPLT|89BPWR|aCDMG
370	54115 33223	   	187.17	ACR|3VULN|2DMG|1AART|1AAC|1DUR	167VULN|2RCR|37DMG|47BEXP|5AAC|7BPWR|8LIT|9DUR|aAART
371	54141 12232	 * 	187.12	ACR|2VULN|1MDPS|2DMG|1NUKE|1CDMG|2DUR	18VULN|2RCR|38DMG|4LIT|5FEWX|6MDPS|78DUR|8BPWR|9CDMG|aNUKE
372	54112 31162	 * 	187.09	ACR|2VULN|1AART|2CDMG|1ASPD|1DMG	19VULN|2RCR|3DMG|4BEXP|5AART|67CDMG|8SPLJET|aASPD
373	54113 33252	   	187.07	ACR|3VULN|2DMG|1MDPS|2CDMG|1DUR	169VULN|2RCR|39DMG|4BEXP|5FEWX|7MDPS|89CDMG|9BPWR|aDUR
374	23523 15123	   	186.95	DCR|4VULN|1DMG|1ZMB	1ZMB|25DUST|359aVULN|4DMSP|5BPWR|6DMG|7RCR|8RCVC
375	53531 33353	   	186.89	DCR|4VULN|1ASPD|1NUKE|2ZMB	1356VULN|2NUKE|4aZMB|7DUST|8RCR|9ASPD
376	55113 33262	   	186.77	DCR|3VULN|2DMG|1DUR	16aVULN|2DUR|3aDMG|4BEXP|5FEWX|7RCR|8RCVC|9aTLV|aBPWR
377	55111 33222	   	186.67	DCR|3VULN|2DMG|1DUR	16aVULN|2DUR|3aDMG|4BEXP|5DUST|7RCR|8RCVC|9aTLV|aBPWR
378	56332 24232	 * 	186.62	ACR|3ASPD|2VULN|2DMG|1DUR|1SELL	1aVULN|27aASPD|3AME|4SELL|5RCR|6DUR|8aDMG|9RPLT|aBPWR
379	21316 15243	   	186.61	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|26CGEN|3aDMG|4CDMG|5VULN|7AART|8RCVC|9RCR
380	21316 42111	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aBEXP
381	21316 42113	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aAELBLL
382	21316 42116	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aFEWX
383	21316 42123	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aAELBLL
384	21316 42125	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aLHND
385	21316 42131	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|aBEXP
386	21316 42133	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|aLHND
387	21316 42134	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|aFEWX
388	21316 42135	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|aMLV
389	21316 42136	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|aLWND
390	21316 42153	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9BEXP|aAELBLL
391	21312 32141	   	186.49	DCR|1MDPS|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2CGEN|3DMG|45CDMG|6VULN|7ASPD|8RCR|9DUR|aMDPS
392	55113 33531	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8CDMG|9CGEN|aASPD
393	55115 23112	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4BEXP|5CGEN|6ASPD|7RCR|8LIT|aCDMG
394	21316 42112	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aTSLARM
395	21316 42115	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aDUST
396	21316 42124	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aDUST
397	21316 42126	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aTLV
398	21316 42163	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9ERES|aDMSP
399	25316 32111	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aBEXP
400	25316 32113	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aAELBLL
401	25316 32116	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aFEWX
402	25316 32123	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aAELBLL
403	25316 32125	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aLHND
404	25316 32133	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aDMSP
405	25316 32134	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aAME
406	25316 32136	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aLHND
407	25316 32153	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9BEXP|aAELBLL
408	26316 22133	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|5aVULN|6DMSP|7ASPD|8RCR|9CGEN
409	26316 32111	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aBEXP
410	26316 32113	   	186.41	DCR|2VULN|1DMG|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aAELBLL
411	26316 32116	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aFEWX
412	26316 32123	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aAELBLL
413	26316 32125	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aLHND
414	26316 32132	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aLWND
415	26316 32134	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aAME
416	26316 32136	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aFEWX
417	26316 32153	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9BEXP|aAELBLL
418	25312 32141	   	186.39	DCR|1MDPS|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2ERES|3DMG|45CDMG|6VULN|7ASPD|8RCR|9DUR|aMDPS
419	26312 32141	   	186.39	DCR|1MDPS|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2TLV|3DMG|45CDMG|6VULN|7ASPD|8RCR|9DUR|aMDPS
420	53412 33511	   	186.38	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16VULN|2NUKE|3LHND|4BEXP|5DUR|7RCR|8CDMG|9DMG|aASPD
421	53613 33511	   	186.38	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16VULN|2NUKE|3DUR|4BEXP|5FEWX|7RCR|8CDMG|9DMG|aASPD
422	55111 33531	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8CDMG|9CGEN|aASPD
423	55113 33511	   	186.38	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8CDMG|9NUKE|aASPD
424	55113 33512	   	186.38	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR|1MSE	16VULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8CDMG|9NUKE|aMSE
425	55113 33513	   	186.38	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8CDMG|9NUKE|aLHND
426	54115 33123	 * 	186.37	ACR|5VULN|2DMG|1AAC	1679aVULN|2RCR|37DMG|47BEXP|5AAC|7BPWR|8RCVC
427	21316 42161	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3DMG|4CDMG|56VULN|7ASPD|8RCR|9aERES
428	25316 32112	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aTSLARM
429	25316 32115	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aDUST
430	25316 32124	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aDUST
431	25316 32126	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aTLV
432	25316 32131	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2aERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN
433	25316 32161	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|aBEXP
434	25316 32163	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|29ERES|3DMG|4CDMG|56VULN|7ASPD|8RCR|aLHND
435	26316 32112	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aTSLARM
436	26316 32115	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9LIT|aDUST
437	26316 32124	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9FEWX|aDUST
438	26316 32131	   	186.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9CGEN|aERES
439	26316 32163	   	186.31	DCR|2VULN|1DMG|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9ERES|aDMSP
440	53611 33511	   	186.28	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16VULN|2NUKE|3DUR|4BEXP|5DUST|7RCR|8CDMG|9DMG|aASPD
441	55111 33511	   	186.28	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8CDMG|9NUKE|aASPD
442	55111 33512	   	186.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR|1MSE	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8CDMG|9NUKE|aMSE
443	55111 33513	   	186.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8CDMG|9NUKE|aLHND
444	53531 36323	   	186.28	DCR|5VULN|1NUKE|1ZMB|1DUR	13569VULN|2NUKE|4ZMB|7BEXP|8RCR|aDUR
445	26316 32161	   	186.21	DCR|2VULN|1DMG|1ASPD|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|56VULN|7ASPD|8RCR|9aERES
446	56531 22231	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DUST|9CDMG|aBEXP
447	56531 22232	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DUST|9CDMG|aMULFIG
448	56531 22233	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DUST|9CDMG|aAELBLL
449	55353 44433	 * 	186.11	DCR|2VULN|2AART|1CDMG|1DUR	16VULN|2DUR|3aAART|4MBVNT|5CDMG|7RCR|8LWND|9RPLT
450	21344 33631	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5FEWX|6ASPD|9RCR|aLWND
451	21344 33633	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5aFEWX|6ASPD|9RCR
452	52321 65332	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2MLV|3AME|6LWND|7ASPD|8ZMB|9RCR|aDMG
453	53531 22314	   	186.08	DCR|3VULN|1DMG|1NUKE|1CDMG|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9DUST|aCDMG
454	56523 21221	   	185.99	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC|1DUR	13VULN|2ASPD|4AAC|5DUR|6MDPS|7AART|8CDMG|9RCR|aBELT
455	56523 21222	   	185.99	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC|1DUR	13VULN|2ASPD|4AAC|5DUR|6MDPS|7AART|8CDMG|9RCR|aAME
456	56333 31361	   	185.99	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|2SELL	19VULN|2ASPD|3AME|48SELL|5DUR|6CDMG|7RCR|aDMG
457	21342 33631	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aLWND
458	21342 33633	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aFEWX
459	21342 33634	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aMLV
460	21342 33635	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aBEXP
461	51321 65332	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2ERES|3AME|6LWND|7ASPD|8ZMB|9RCR|aDMG
462	53321 65332	   	185.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	145VULN|2NUKE|3AME|6LWND|7ASPD|8ZMB|9RCR|aDMG
463	56321 63332	   	185.99	DCR|3VULN|1ASPD|1DMG|1AAC|1ZMB	145VULN|2ASPD|3AME|6LWND|7AAC|8ZMB|9RCR|aDMG
464	21344 33632	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB|1MSE	1ZMB|2CGEN|3DMG|478VULN|5FEWX|6ASPD|9RCR|aMSE
465	53512 22122	 * 	185.96	DCR|2VULN|2ASPD|2CDMG|1NUKE|1DUR	13VULN|2NUKE|45CDMG|6DUR|7aASPD|8RCR|9FEWX
466	53512 22152	   	185.96	DCR|2VULN|2ASPD|2CDMG|1NUKE|1DUR	13VULN|2NUKE|45CDMG|6DUR|7aASPD|8RCR|9BEXP
467	54333 43311	   	185.93	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	19VULN|2RCR|3AART|4AELBLL|5MLV|67ASPD|8DUR|aDMG
468	26311 23436	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2TLV|38DMG|4CDMG|5LWND|6DMSP|7RCR|9aVULN
469	21316 32626	   	185.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|28CGEN|3DMG|4CDMG|5VULN|6BEXP|7AART|9ASPD|aRCR
470	21342 33632	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB|1MSE	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aMSE
471	21342 33636	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	1ZMB|2CGEN|3DMG|478VULN|5DUST|6ASPD|9RCR|aSELL
472	25342 33631	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2ERES|3DMG|478VULN|5DUST|6ASPD|9RCR|aLWND
473	25342 33633	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1ZMB|2ERES|3DMG|478VULN|5DUST|6ASPD|9RCR|aFEWX
474	21344 33331	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5FEWX|6ASPD|9RCR|aLWND
475	21344 33333	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5aFEWX|6ASPD|9RCR
476	21344 33334	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5FEWX|6ASPD|9RCR|aMLV
477	21344 33335	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2CGEN|38DMG|47VULN|5FEWX|6ASPD|9RCR|aBEXP
478	22121 55331	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|2DMSP|36DMG|4LEGI|56VULN|6BPWR|7ASPD|8CGEN|9RCR|aLWND
