0	Index      	 *	Score 	Summary	Detail	
1	42321 51263	 * 	212.89	DCR|3DMG|2VULN|1AART|2DUR	126DMG|29BPWR|39DUR|4DLOT|5RCVC|79VULN|8RCR|aAART
316	45123 23313	   	184.81	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	15DMG|2VULN|3DUST|45LIT|5BPWR|6RCR|7AME|8AAC|9AART|aASPD
317	45623 22313	   	184.81	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	15DMG|2VULN|3BEXP|45LIT|5BPWR|6RCR|7TLV|8AAC|9AART|aASPD
318	42264 11231	   	184.80	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|39CGEN|4AART|6DUR|7AME|8RCR|aVULN
319	12311 11132	   	184.79	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2MSLFST|34aDMG|5ASPD|6RCR|7DUR|8VULN|9CANSTR
320	12311 12116	   	184.79	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2MSLFST|34aDMG|5ASPD|6RCR|7DUST|8VULN|9DUR
321	45123 22313	   	184.71	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	15DMG|2VULN|3DUST|45LIT|5BPWR|6RCR|7TLV|8AAC|9AART|aASPD
322	42164 11232	   	184.70	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|3TLV|4AART|6DUR|7AME|8RCR|9CGEN|aVULN
323	42264 13231	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	125DMG|2BPWR|39CGEN|4AART|6DUR|7ERES|8RCR|aVULN
324	33262 37844	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1DUST|2MBVNT|359DMG|45CGEN|5BPWR|6DUR|7VULN|8RCR|aAART
325	53262 22844	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2MBVNT|359DMG|45CGEN|5BPWR|6VULN|7DUST|8RCR|aAART
326	53211 42315	   	184.61	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9ASPD|aAAC
327	12311 14156	   	184.61	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7FEWX|8VULN|9ERES|aAART
328	12311 15316	   	184.61	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9LWND|aAART
329	12311 15346	   	184.61	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9BEXP|aAART
330	12311 15361	   	184.61	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9AART|aRMIN
331	12311 15365	   	184.61	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9AART|aLHND
332	12311 16116	   	184.61	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7TLV|8VULN|9LWND|aAART
333	12311 16146	   	184.61	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7TLV|8VULN|9BEXP|aAART
334	12311 16166	   	184.61	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7TLV|8VULN|9FEWX|aAART
335	42164 13232	   	184.60	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|3TLV|4AART|6DUR|7ERES|8RCR|9CGEN|aVULN
336	33211 36844	   	184.60	DCR|3DMG|1AART|1VULN|1DUR	1DUST|2MBVNT|359DMG|4VULN|6DUR|7CGEN|8RCR|aAART
337	53211 26844	   	184.60	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|359DMG|4VULN|6DUST|7CGEN|8RCR|aAART
338	23531 84325	   	184.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1MLV|2CDMG|3MBVNT|4LIT|58VULN|6RCR|7aASPD|9ZMB
339	42333 31125	   	184.55	DCR|3DMG|2VULN|2DUR	125DMG|2BPWR|3aDUR|4CGEN|68VULN|7DUST|9RCR
340	53323 72315	   	184.51	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1DUR|2MBVNT|3CANARM|458DMG|6VULN|7RCR|9ASPD|aAAC
341	12311 12156	   	184.51	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7DUST|8VULN|9ERES|aAART
342	12311 15363	   	184.51	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9AART|aCANSTR
343	12311 15364	   	184.51	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7aERES|8VULN|9AART
344	12311 15366	   	184.51	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1MSE	1AAC|2MSLFST|34DMG|5ASPD|6RCR|7ERES|8VULN|9AART|aMSE
345	33242 37844	   	184.50	DCR|3DMG|1VULN|1AART|1DUR	1DUST|2MBVNT|359DMG|45TLV|5BPWR|6DUR|7VULN|8RCR|aAART
346	42321 51221	   	184.49	DCR|3DMG|2VULN|1DUR	126DMG|2BPWR|3DUR|4DLOT|59RCVC|7aVULN|8RCR
347	55133 23151	   	184.44	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LHND|56DMG|7RCR|8ASPD|9RCVC|aVULN
348	33271 33718	 * 	184.42	DCR|3DMG|1ASPD|1NUKE|2DUR	1DUST|2MBVNT|359DMG|46DUR|7RCR|8ASPD|aNUKE
349	53221 33718	   	184.42	DCR|3DMG|1ASPD|1NUKE|2DUR	16DUR|2MBVNT|359DMG|4DUST|7RCR|8ASPD|aNUKE
350	53443 34562	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3BELT|4ASPD|5aVULN|6CDMG|7DMG|8RCR|9LIT
351	55123 23151	   	184.34	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LEGI|56DMG|7RCR|8ASPD|9RCVC|aVULN
352	33221 27718	   	184.18	DCR|2VULN|2ASPD|1DMG|1ZMB	14DUST|2MBVNT|3DMG|5ZMB|67VULN|8RCR|9aASPD
353	53114 64231	   	184.06	DCR|2VULN|2ASPD|2CDMG|1DUR	1DUR|2MBVNT|3aCDMG|4BEXP|5CGEN|6aVULN|7TLV|8aASPD|9RCR|aBPWR
354	53211 42366	   	184.06	DCR|3DMG|2VULN|1DUR	1DUR|2MBVNT|358DMG|4aVULN|6MULFIG|7RCR|9RCVC
355	53423 51183	   	183.92	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|3BELT|4DMG|59VULN|67AART|8RMIN|aRCR
356	53422 48134	   	183.91	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1aDUR|2MBVNT|3BELT|4DMG|5aFEWX|6ASPD|7ZMB|8RCR|9aVULN|aBPWR
357	25211 21111	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	13MLV|23VULN|3BPWR|4LIT|5FEWX|6RCR|7MSLFST|8AART|9DMG|aCDMG
358	25211 21145	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	13MLV|23VULN|3BPWR|4LIT|5FEWX|6RCR|7MSLFST|8AART|9CDMG|aASPD
359	25215 21111	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	13MLV|23VULN|3BPWR|4LIT|5BEXP|6RCR|7MSLFST|8AART|9DMG|aCDMG
360	23531 83382	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|58VULN|6RCR|7AART|9RPLT|aDMG
361	23531 84262	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|59VULN|6RCR|7ASPD|8LWND|aAART
362	42321 51232	   	183.77	DCR|3DMG|2VULN|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7aVULN|8RCR|9CGEN
363	42321 51242	   	183.77	DCR|3DMG|2VULN|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|79VULN|8RCR|aLHND
364	33271 33713	 * 	183.73	DCR|3DMG|2ASPD|3DUR	1aDUST|2MBVNT|359DMG|46aDUR|7RCR|8aASPD|aBPWR
365	53221 33713	   	183.73	DCR|3DMG|2ASPD|3DUR	16aDUR|2MBVNT|359DMG|4aDUST|7RCR|8aASPD|aBPWR
366	53211 43473	   	183.72	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|35DMG|4aVULN|6MULFIG|7LIT|8ASPD|9RCR
367	53241 27711	   	183.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	14DUR|2MBVNT|3DMG|5ZMB|67VULN|8RCR|9ASPD|aLIT
368	53241 27712	   	183.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	14DUR|2MBVNT|3DMG|5ZMB|67VULN|8RCR|9ASPD|aLHND
369	53241 27713	   	183.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	14DUR|2MBVNT|3DMG|5ZMB|67VULN|8RCR|9ASPD|aCGEN
370	23531 83371	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|58VULN|6RCR|7AART|9ASPD|aERES
371	23531 83373	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|58VULN|6RCR|7AART|9ASPD|aDUST
372	23531 83471	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|59VULN|6RCR|7AART|8DMG|aERES
373	23531 83473	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|59VULN|6RCR|7AART|8DMG|aDUST
374	25124 21111	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|25VULN|3DUST|4LIT|6RCR|7MSLFST|8AART|9DMG|aCDMG
375	55133 23161	   	183.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LHND|56DMG|7RCR|8ASPD|9VULN|aRPLT
376	55133 23162	   	183.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LHND|56DMG|7RCR|8ASPD|9VULN|aBELT
377	55133 23521	   	183.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|28FEWX|3CDMG|4LHND|56DMG|7RCR|9ASPD|aVULN
378	56153 23221	   	183.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3CDMG|48LHND|56DMG|7RCR|9ASPD|aVULN
379	53133 26353	 * 	183.68	DCR|3DMG|2ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|4LHND|569DMG|78ASPD|aRCR
380	36321 15243	   	183.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2LWND|3CANARM|4DMG|5ASPD|6DUR|7AART|8CDMG|9VULN|aRCR
381	63261 32233	 * 	183.66	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1MDPS|2MSLFST|3CDMG|47aVULN|5DUR|6ERES|8AART|9RCR
382	63263 33233	   	183.66	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1MDPS|2MSLFST|3CDMG|46aVULN|5ERES|7DUR|8AART|9RCR
383	42313 23613	 * 	183.65	DCR|2DMG|2ASPD|1AART|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7AME|8aASPD|9AART
384	53215 34732	   	183.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1DUR|2MBVNT|3aDMG|46VULN|5AME|7AAC|8ASPD|9RCR
385	53611 34732	   	183.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1DUR|2MBVNT|3MLV|46VULN|5aDMG|7AAC|8ASPD|9RCR
386	43361 25133	   	183.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	16DMG|2AAC|38VULN|4ERES|5RPLT|7ASPD|9RCR|aDUR
387	53211 71473	   	183.62	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|35DMG|4aVULN|6LIT|7TSLFST|8ASPD|9RCR
388	53323 73473	   	183.62	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|45DMG|6aVULN|7LIT|8ASPD|9RCR
389	45124 23212	   	183.61	DCR|2VULN|2AART|1DMG	1DMG|25VULN|3DUST|4LIT|6RCR|7AME|8MLV|9aAART
390	53241 27714	   	183.61	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	14DUR|2MBVNT|3DMG|5ZMB|67VULN|8RCR|9ASPD|aERES
391	53262 21348	   	183.59	DCR|3VULN|2DMG|1DUR	1DUR|2MBVNT|35DMG|45CGEN|5BPWR|69aVULN|7LIT|8RCR
392	55123 23161	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LEGI|56DMG|7RCR|8ASPD|9VULN|aRPLT
393	55123 23162	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LEGI|56DMG|7RCR|8ASPD|9VULN|aBELT
394	55123 23521	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|28FEWX|3CDMG|4LEGI|56DMG|7RCR|9ASPD|aVULN
395	53231 83221	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|35DMG|46BEXP|7RCR|8CDMG|9ASPD|aVULN
396	55133 23126	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LHND|56DMG|7RCR|8ASPD|9TSLFST|aVULN
397	53211 42282	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|35DMG|4VULN|6MULFIG|7RCR|8FEWX|9CDMG|aASPD
398	53211 42782	   	183.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|35DMG|4VULN|6MULFIG|7RCR|8LHND|9CDMG|aASPD
399	45423 23131	   	183.58	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	15DMG|2VULN|3DUR|45LIT|5BPWR|6RCR|7AME|8AART|9BEXP|aZMB
400	53123 26353	   	183.58	DCR|3DMG|2ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|4LEGI|569DMG|78ASPD|aRCR
401	53216 34732	   	183.52	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1DUR|2MBVNT|3aDMG|46VULN|5ERES|7AAC|8ASPD|9RCR
402	45124 22212	   	183.51	DCR|2VULN|2AART|1DMG	1DMG|25VULN|3DUST|4LIT|6RCR|7TLV|8MLV|9aAART
403	42221 36134	   	183.49	DCR|3VULN|2DMG|1MDPS|1DUR	12DMG|2BPWR|3CGEN|4BEXP|5MDPS|67aVULN|8RCR|9DUR
404	53211 73348	   	183.49	DCR|3VULN|2DMG|1DUR	1DUR|2MBVNT|35DMG|49aVULN|6LIT|7AME|8RCR
405	53321 21247	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8LHND|9VULN|aCDMG
406	53321 21347	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8BEXP|9VULN|aCDMG
407	53321 21747	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8FEWX|9VULN|aCDMG
408	55123 23126	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LEGI|56DMG|7RCR|8ASPD|9TSLFST|aVULN
409	33211 48377	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|2MBVNT|35DMG|4VULN|6RMIN|7RCR|8DUR|9ASPD|aCDMG
410	53323 72282	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CANARM|45DMG|6VULN|7RCR|8FEWX|9CDMG|aASPD
411	42311 23551	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LIT|5FEWX|6RCR|7AME|8AART|9VULN|aZMB
412	42313 23151	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7AME|8AART|9VULN|aZMB
413	45423 22131	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	15DMG|2VULN|3DUR|45LIT|5BPWR|6RCR|7TLV|8AART|9BEXP|aZMB
414	23531 83438	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2CDMG|3MBVNT|49LIT|5VULN|6RCR|7AART|8DMG|aASPD
415	12311 11121	   	183.45	DCR|2DMG|2ASPD|1VULN|1AAC|1DUR	1AAC|2MSLFST|34DMG|5aASPD|6RCR|7DUR|8VULN|9LIT
416	63215 34131	 * 	183.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1MDPS|2MSLFST|3aCDMG|4MLV|56VULN|7ASPD|8RCR|9DMG
417	63262 34131	   	183.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1MDPS|2MSLFST|3aCDMG|46VULN|5CGEN|7ASPD|8RCR|9DMG
418	63265 32131	   	183.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1MDPS|2MSLFST|3aCDMG|46VULN|5ASPD|7CGEN|8RCR|9DMG
419	33213 26178	   	183.40	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1DUST|2MBVNT|36DMG|48VULN|5SELL|7ASPD|9ZMB|aRCR
420	23523 61128	   	183.40	DCR|2DMG|2ASPD|1VULN|1CDMG	1MLV|2CDMG|3MBVNT|4DUST|59ASPD|68DMG|7VULN|aRCR
421	42121 36134	   	183.39	DCR|3VULN|2DMG|1MDPS|1DUR	12DMG|2BPWR|3TLV|4BEXP|5MDPS|67aVULN|8RCR|9DUR
422	53211 72348	   	183.39	DCR|3VULN|2DMG|1DUR	1DUR|2MBVNT|35DMG|49aVULN|6LIT|7TLV|8RCR
423	53321 21647	   	183.39	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8DUST|9VULN|aCDMG
424	33242 28377	   	183.39	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|2MBVNT|35DMG|45TLV|5BPWR|6VULN|7RCR|8DUR|9ASPD|aCDMG
425	42313 22151	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7TLV|8AART|9VULN|aZMB
426	42313 25421	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7AART|8VULN|9ERES|aZMB
427	12311 11133	   	183.35	DCR|2DMG|2ASPD|1VULN|1AAC|1DUR	1AAC|2MSLFST|34DMG|5aASPD|6RCR|7DUR|8VULN|9CANSTR
428	42321 51211	 * 	183.35	DCR|3DMG|1VULN|1NUKE|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aLHND
429	42321 51212	   	183.35	DCR|3DMG|1VULN|1NUKE|1DUR|1MSE	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aMSE
430	42321 51213	   	183.35	DCR|3DMG|1VULN|1NUKE|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aERES
431	42321 51214	   	183.35	DCR|3DMG|1VULN|1NUKE|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aDUST
432	42321 51215	   	183.35	DCR|3DMG|1VULN|1NUKE|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aRMIN
433	42321 51216	   	183.35	DCR|3DMG|1VULN|1NUKE|1DUR	126DMG|2BPWR|3DUR|4DLOT|5RCVC|7VULN|8RCR|9NUKE|aSPLJET
434	53211 42247	   	183.31	DCR|3DMG|2VULN|1DUR	1DUR|2MBVNT|35aDMG|49VULN|6MULFIG|7RCR|8FEWX
435	53211 42747	   	183.31	DCR|3DMG|2VULN|1DUR	1DUR|2MBVNT|35aDMG|49VULN|6MULFIG|7RCR|8LHND
436	63263 34131	   	183.30	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1MDPS|2MSLFST|3aCDMG|46VULN|5ERES|7ASPD|8RCR|9DMG
437	33143 61128	   	183.30	DCR|2DMG|2ASPD|1VULN|1CDMG	1DUST|2MBVNT|3CDMG|4ERES|59ASPD|68DMG|7VULN|aRCR
438	43114 34132	 * 	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1DMG|2AAC|3AME|4LIT|5ASPD|6RCR|7VULN|8aAART|9CGEN
439	43114 34212	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1DMG|2AAC|3AME|4LIT|5ASPD|6RCR|7VULN|8MLV|9aAART
440	33211 57732	   	183.24	DCR|3DMG|2VULN|1ZMB	1DUST|2MBVNT|35aDMG|47VULN|6ZMB|8RCR|9BEXP
441	42241 33142	   	183.21	DCR|3DMG|2VULN|1MDPS|1DUR	12aDMG|2BPWR|3CGEN|4DUST|5MDPS|68VULN|7RCR|9DUR
442	53323 72247	   	183.21	DCR|3DMG|2VULN|1DUR	1DUR|2MBVNT|3CANARM|45aDMG|69VULN|7RCR|8FEWX
443	33215 38342	   	183.21	DCR|3DMG|2VULN|1DUR	1DUST|2MBVNT|39aDMG|46VULN|5AME|7RCR|8DUR
444	12313 11156	   	183.18	DCR|2DMG|1AART|1VULN|1AAC|1ZMB|1DUR	1AAC|2MSLFST|34DMG|5ZMB|6RCR|7DUR|8VULN|9ERES|aAART
445	33171 44138	   	183.17	DCR|3VULN|2CDMG|1DMG	18DUST|2MBVNT|38CDMG|4CANARM|5LHND|68aVULN|7RCR|8BPWR|9DMG
446	43351 32135	   	183.14	DCR|3DMG|2VULN|1MDPS|1AAC|1ZMB	14aDMG|2AAC|36VULN|5MDPS|7DUST|8RCR|9ZMB
447	33216 38342	   	183.11	DCR|3DMG|2VULN|1DUR	1DUST|2MBVNT|39aDMG|46VULN|5ERES|7RCR|8DUR
448	42345 13132	   	183.11	DCR|3DMG|2VULN|1MDPS|1DUR	12aDMG|2BPWR|3DUR|4DUST|5MDPS|6ERES|7RCR|89VULN
449	42352 13132	   	183.11	DCR|3DMG|2VULN|1MDPS|1DUR	12aDMG|2BPWR|3DUR|4MDPS|5DUST|6ERES|7RCR|89VULN
450	42241 33133	   	183.03	DCR|2VULN|2DMG|1MDPS|1AART	12DMG|2BPWR|3CGEN|4DUST|5MDPS|68VULN|7RCR|9FEWX|aAART
451	42241 33153	   	183.03	DCR|2VULN|1MDPS|2DMG|1AART	12DMG|2BPWR|3CGEN|4DUST|5MDPS|68VULN|7RCR|9LWND|aAART
452	42313 25431	   	183.03	DCR|2DMG|1MDPS|1VULN|1AART|2DUR	12DMG|2BPWR|39DUR|4LIT|5LHND|6RCR|7AART|8VULN|aMDPS
453	62211 13235	   	183.01	DCR|2DMG|1MDPS|1VULN|1ASPD|2DUR|1AAC|1ZMB	1MDPS|2aCGEN|3ASPD|4aDUR|5AAC|6VULN|7RCR|8ZMB|9aDMG|aBPWR
454	13251 22356	   	182.99	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2DUR|3SPLJET|4BEXP|5ASPD|68aDMG|7RCR|9VULN
455	53211 42314	   	182.99	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9ASPD|aFEWX
456	53211 42316	   	182.99	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|358DMG|4VULN|6aMULFIG|7RCR|9ASPD
457	53211 42324	   	182.99	DCR|3DMG|1VULN|1NUKE|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9SPLJET|aNUKE
458	42552 13133	   	182.93	DCR|2VULN|2DMG|1MDPS|1AART	12DMG|2BPWR|3LHND|4MDPS|5DUST|6ERES|7RCR|89VULN|aAART
459	13246 62332	   	182.89	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2DUR|3SPLJET|48aDMG|5ASPD|6VULN|7RCR|9CANSTR
460	33211 48376	   	182.89	DCR|3DMG|1VULN|1ASPD|1DUR	1DUST|2MBVNT|35aDMG|4VULN|6RMIN|7RCR|8DUR|9ASPD
461	53323 72314	   	182.89	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|458DMG|6VULN|7RCR|9ASPD|aFEWX
462	53323 72316	   	182.89	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|458DMG|6VULN|7RCR|9ASPD|aMULFIG
463	53323 72324	   	182.89	DCR|3DMG|1VULN|1NUKE|1DUR	1DUR|2MBVNT|3CANARM|458DMG|6VULN|7RCR|9SPLJET|aNUKE
464	53211 42312	   	182.89	DCR|3DMG|1VULN|1ASPD|1DUR|1MSE	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9ASPD|aMSE
465	53211 42313	   	182.89	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9ASPD|aERES
