0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	橙5易伤1伤害1时间1暴击	1基地爆炸2345a易伤6时间7暴击8伤害9核
477	24115 32531	4	   	249.70	橙3易伤2伤害1等级1攻速	1低血量敌人245易伤3掉矿6核7等级89伤害a攻速
478	24413 32531	4	   	249.70	橙3易伤2伤害1等级1攻速	1低血量敌人234易伤5掉矿6核7等级89伤害a攻速
479	24423 32531	3	   	249.70	橙3易伤2伤害1等级1攻速	1低血量敌人234易伤5掉矿6核7等级89伤害a攻速
480	34115 23231	4	   	249.70	橙3易伤2伤害1等级1攻速	1基地爆炸245易伤3掉矿6等级79伤害8核a攻速
481	34115 32531	4	   	249.70	橙3易伤2伤害1等级1攻速	1基地爆炸245易伤3掉矿6核7等级89伤害a攻速
482	34413 23231	4	   	249.70	橙3易伤2伤害1等级1攻速	1基地爆炸234易伤5掉矿6等级79伤害8核a攻速
483	34413 32531	4	   	249.70	橙3易伤2伤害1等级1攻速	1基地爆炸234易伤5掉矿6核7等级89伤害a攻速
484	24412 21221	9	   	249.70	橙4易伤1等级1时间1全技能	1低血量敌人2345易伤6等级7全技能8敌人爆炸9时间a核
485	24412 21251	7	   	249.70	橙4易伤1等级1时间1全技能	1低血量敌人2345易伤6等级7全技能8时间9最后敌人a核
486	24412 21421	9	   	249.60	橙4易伤1时间1等级1全技能	1低血量敌人2345易伤6等级7全技能8挖尘9时间a核
487	22332 21422	4	   	249.58	橙3易伤1伤害2等级1时间	18低血量敌人2伤害378易伤4掉矿5雷电68等级8序列升级9核a时间
488	22342 21422	5	   	249.58	橙3易伤1伤害2等级1时间	18低血量敌人2伤害378易伤4雷电5掉矿68等级8序列升级9核a时间
489	22344 11143	7	   	249.56	橙4易伤1伤害1暴击	1低血量敌人2伤害356a易伤4雷电7暴击8核9平台
490	22312 13616	9	   	249.55	橙3易伤2时间1伤害1暴击	17低血量敌人2伤害347易伤5随机矿67时间7序列升级8掉矿9暴击a核
491	24411 21332	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2346易伤5最后敌人7核8a时间9攻速
492	24411 21342	8	   	249.38	橙4易伤2时间1攻速	1低血量敌人2346易伤5最后敌人7核8a时间9攻速
493	24411 23532	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2346易伤5最后敌人7a时间8核9攻速
494	24412 31311	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤68时间7核9随机矿a攻速
495	24412 31314	8	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤68时间7核9敌人爆炸a攻速
496	24412 31331	8	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤68时间7核9金币生成a攻速
497	24412 31341	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤68时间7核9金币生成a攻速
498	24412 31342	7	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤6a时间7核8基地爆炸9攻速
499	24412 31531	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤69时间7核8随机矿a攻速
500	24412 31631	7	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤68时间7核9金币生成a攻速
501	24412 31631	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤69时间7核8策反a攻速
502	24412 32532	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤6a时间7基地爆炸8核9攻速
503	24412 34132	10	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤69时间7攻速8基地爆炸a核
504	24412 41332	9	   	249.38	橙4易伤2时间1攻速	1低血量敌人2345易伤6敌人爆炸7核8a时间9攻速
505	34412 21252	6	   	249.38	橙4易伤2时间1攻速	1基地爆炸2345易伤6攻速7低血量敌人8核9a时间
506	34412 23252	6	   	249.38	橙4易伤2时间1攻速	1基地爆炸2345易伤6攻速7敌人爆炸8核9a时间
507	34412 31531	9	   	249.38	橙4易伤2时间1攻速	1基地爆炸2345易伤69时间7核8随机矿a攻速
508	34412 31631	7	   	249.38	橙4易伤2时间1攻速	1基地爆炸2345易伤68时间7核9金币生成a攻速
509	34412 31631	9	   	249.38	橙4易伤2时间1攻速	1基地爆炸2345易伤69时间7核8策反a攻速
510	54413 21332	9	   	249.38	橙4易伤2时间1攻速	1最后敌人2346易伤5低血量敌人7核8a时间9攻速
511	24512 31135	9	   	249.38	橙4易伤2时间1攻速	13低血量敌人2458易伤69时间7核a攻速
512	24512 31325	8	   	249.38	橙4易伤2时间1攻速	13低血量敌人2459易伤68时间7核a攻速
513	24412 31242	7	   	249.28	橙4易伤2时间1攻速	1低血量敌人2345易伤6a时间7核8挖尘9攻速
514	24412 51332	9	   	249.28	橙4易伤2时间1攻速	1低血量敌人2345易伤6挖尘7核8a时间9攻速
515	34412 23252	7	   	249.28	橙4易伤2时间1攻速	1基地爆炸2345易伤6攻速7挖尘8核9a时间
516	34412 31242	7	   	249.28	橙4易伤2时间1攻速	1基地爆炸2345易伤6a时间7核8挖尘9攻速
517	34412 33532	9	   	249.28	橙4易伤2时间1攻速	1基地爆炸2345易伤6a时间7挖尘8核9攻速
518	34412 34232	10	   	249.28	橙4易伤2时间1攻速	1基地爆炸2345易伤69时间7攻速8挖青a核
519	43121 21322	1	   	249.23	橙4易伤2时间1攻速1核弹1卖塔	1核弹2卖塔359a易伤4攻速69时间79策反8核9序列升级
520	31434 23115	8	   	249.22	橙3易伤3时间1伤害	179基地爆炸2最后敌人347易伤567时间7序列升级8伤害a核
521	31434 23131	10	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a敌人爆炸
522	31434 23132	9	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a敌人爆炸
523	31434 23133	10	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a矿等
524	31434 23136	10	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a额外掉落
525	31434 23136	9	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a低血量敌人
526	31464 23132	10	   	249.22	橙3易伤3时间1伤害	17基地爆炸2最后敌人37a易伤4双倍矿567时间7序列升级8伤害9核
527	34424 23132	10	   	249.22	橙3易伤3时间1伤害	17基地爆炸23a易伤47最后敌人567时间7序列升级8伤害9核
528	34253 53321	6	   	249.16	橙3易伤3伤害1攻速1卖塔	17基地爆炸247易伤3卖塔567伤害7序列升级8攻速9敌人爆炸a核
529	31434 23131	9	   	249.12	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a掉矿
530	31434 23133	9	   	249.12	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a挖尘
531	31434 23134	10	   	249.12	橙3易伤3时间1伤害	17基地爆炸2最后敌人347易伤567时间7序列升级8伤害9核a掉矿
532	53434 23131	10	   	249.12	橙3易伤3时间1伤害	17最后敌人2挖尘347易伤567时间7序列升级8伤害9核a敌人爆炸
533	53434 23132	9	   	249.12	橙3易伤3时间1伤害	17最后敌人2挖尘347易伤567时间7序列升级8伤害9核a敌人爆炸
534	53434 23133	10	   	249.12	橙3易伤3时间1伤害	17最后敌人2挖尘347易伤567时间7序列升级8伤害9核a矿等
535	34253 53311	6	   	249.06	橙3易伤3伤害1攻速1卖塔	17基地爆炸247易伤3卖塔567伤害7序列升级8攻速9挖尘a核
536	24413 26132	8	   	249.04	橙5易伤1暴击	1低血量敌人23489易伤5随机矿6核7雷电a暴击
537	34413 26132	8	   	249.04	橙5易伤1暴击	1基地爆炸23489易伤5随机矿6核7雷电a暴击
538	22313 23412	9	   	249.02	橙3易伤3时间1伤害	1低血量敌人2伤害346易伤5最后敌人7核89a时间
539	22313 23432	8	   	249.02	橙3易伤3时间1伤害	1低血量敌人2伤害346易伤5最后敌人7核89a时间
540	31416 13432	10	   	249.02	橙3易伤3时间1伤害	1基地爆炸2最后敌人36a易伤4伤害578时间9核
541	53434 23131	9	   	249.02	橙3易伤3时间1伤害	17最后敌人2挖尘347易伤567时间7序列升级8伤害9核a掉矿
542	34631 33412	6	   	249.02	橙3易伤1时间1等级1暴击1全技能	1基地爆炸27a易伤3雷电4全技能5等级6暴击8时间9核
543	34631 33412	5	   	249.02	橙3易伤1时间1等级1暴击1全技能	1基地爆炸27a易伤3雷电4全技能5等级6暴击8时间9核
544	53416 13212	9	   	248.92	橙3易伤3时间1伤害	1最后敌人2挖尘368易伤4伤害59a时间7核
545	53416 13232	8	   	248.92	橙3易伤3时间1伤害	1最后敌人2挖尘368易伤4伤害59a时间7核
546	34412 21326	9	 * 	248.81	橙4易伤2攻速1伤害	1基地爆炸2345易伤68攻速7双倍矿9伤害a核
547	24411 21423	10	   	248.35	橙4易伤1时间1等级	1低血量敌人2346易伤5最后敌人7核8等级9雷电a时间
548	24412 31422	9	   	248.35	橙4易伤1时间1等级	1a低血量敌人2345易伤6时间7核8等级9雷电
549	24412 31422	8	   	248.35	橙4易伤1时间1等级	1a低血量敌人2345易伤6时间7核8等级9雷电
550	24412 31423	9	   	248.35	橙4易伤1等级1时间	1低血量敌人2345易伤6时间7核8等级9雷电a立即金币
551	24412 31423	8	   	248.35	橙4易伤1等级1时间	1低血量敌人2345易伤6时间7核8等级9雷电a立即金币
552	24413 26122	9	   	248.35	橙4易伤1等级1时间	1低血量敌人2348易伤5随机矿6核7雷电9等级a时间
553	24413 26212	9	   	248.35	橙4易伤1等级1时间	1低血量敌人2349易伤5随机矿6核7雷电8等级a时间
554	24413 61212	9	   	248.35	橙4易伤1等级1时间	1低血量敌人2349易伤5随机矿6等级7核8雷电a时间
555	34412 31422	8	   	248.35	橙4易伤1等级1时间	1基地爆炸2345易伤6时间7核8等级9雷电a低血量敌人
556	34412 31422	9	   	248.35	橙4易伤1等级1时间	1基地爆炸2345易伤6时间7核8等级9雷电a低血量敌人
557	34413 26122	9	   	248.35	橙4易伤1等级1时间	1基地爆炸2348易伤5随机矿6核7雷电9等级a时间
558	34413 26212	9	   	248.35	橙4易伤1等级1时间	1基地爆炸2349易伤5随机矿6核7雷电8等级a时间
559	24115 32162	4	   	248.25	橙4易伤1时间1等级	1低血量敌人2458易伤3掉矿6核7等级9雷电a时间
560	24412 31421	8	   	248.25	橙4易伤1时间1等级	1低血量敌人2345易伤6时间7核8等级9雷电a掉矿
561	24412 31421	9	   	248.25	橙4易伤1时间1等级	1低血量敌人2345易伤6时间7核8等级9雷电a掉矿
562	24412 31422	10	   	248.25	橙4易伤1时间1等级1核弹	1低血量敌人2345易伤6时间7核8等级9雷电a核弹
563	24413 32162	4	   	248.25	橙4易伤1时间1等级	1低血量敌人2348易伤5掉矿6核7等级9雷电a时间
564	24423 32162	3	   	248.25	橙4易伤1时间1等级	1低血量敌人2348易伤5掉矿6核7等级9雷电a时间
565	34412 31421	8	   	248.25	橙4易伤1等级1时间	1基地爆炸2345易伤6时间7核8等级9雷电a掉矿
566	34412 31421	9	   	248.25	橙4易伤1等级1时间	1基地爆炸2345易伤6时间7核8等级9雷电a掉矿
567	34412 31422	10	   	248.25	橙4易伤1时间1等级1核弹	1基地爆炸2345易伤6时间7核8等级9雷电a核弹
568	34412 31423	8	   	248.25	橙4易伤1时间1等级1核弹	1基地爆炸2345易伤6时间7核8等级9雷电a核弹
569	34412 31423	9	   	248.25	橙4易伤1时间1等级1核弹	1基地爆炸2345易伤6时间7核8等级9雷电a核弹
570	31413 22615	4	   	248.16	橙3易伤3伤害1全技能	178基地爆炸2a最后敌人38a易伤48a伤害5赏金塔6核8a序列升级9全技能
571	31413 22615	3	   	248.16	橙3易伤3伤害1全技能	178基地爆炸2a最后敌人38a易伤48a伤害5赏金塔6核8a序列升级9全技能
572	34412 31311	10	   	248.03	橙4易伤2时间1全技能	1a基地爆炸2345易伤6a时间7核8全技能9a掉矿a序列升级
573	34412 31321	10	   	248.03	橙4易伤2时间1全技能	1基地爆炸2345易伤6a时间7核8全技能9敌人爆炸
574	22334 24621	5	   	248.01	橙2易伤3时间2伤害	1低血量敌人26伤害39易伤4掉矿56a时间6序列升级7雷电8核
575	34412 31341	10	   	247.93	橙4易伤2时间1全技能	1基地爆炸2345易伤6a时间7核8全技能9挖尘
576	24434 23222	8	   	247.88	紫4易伤3时间1伤害	17低血量敌人2378易伤4核567时间7序列升级9雷电a伤害
577	24434 23322	7	   	247.88	紫4易伤3时间1伤害	17低血量敌人2378易伤4核567时间7序列升级9雷电a伤害
578	34434 23222	8	   	247.88	紫4易伤3时间1伤害	17基地爆炸2378易伤4核567时间7序列升级9雷电a伤害
579	34434 23322	7	   	247.88	紫4易伤3时间1伤害	17基地爆炸2378易伤4核567时间7序列升级9雷电a伤害
580	22313 25462	10	   	247.77	橙4易伤2等级1伤害	19低血量敌人2伤害3469易伤5最后敌人7矿等89等级9序列升级a核
581	22314 33113	9	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3478易伤5平台67暴击7序列升级9随机矿a核
582	22314 33133	8	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3478易伤5平台67暴击7序列升级9金币生成a核
583	22314 33133	7	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3478易伤5平台67暴击7序列升级9金币生成a核
584	22314 33143	9	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3478易伤5平台67暴击7序列升级9金币生成a核
585	22314 33463	7	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3479易伤5平台67暴击7序列升级8随机矿a核
586	22314 33563	8	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害3479易伤5平台67暴击7序列升级8随机矿a核
587	22314 33625	9	   	247.77	橙4易伤1伤害2暴击	17低血量敌人2伤害347a易伤5平台67暴击7序列升级8核9随机矿
588	24412 11532	7	   	247.74	橙5易伤1攻速1全技能	1低血量敌人23457易伤6全技能8攻速9核a最后敌人
589	24412 11533	7	   	247.74	橙5易伤1攻速1全技能	1低血量敌人23457易伤6全技能8攻速9核a金币生成
590	22313 21462	10	   	247.67	橙4易伤1伤害2等级	19低血量敌人2伤害3469易伤5最后敌人7掉矿89等级9序列升级a核
591	22314 33615	9	   	247.67	橙4易伤2暴击1伤害	17低血量敌人2伤害347a易伤5平台67暴击7序列升级8核9掉矿
592	22314 33616	8	   	247.67	橙4易伤1伤害2暴击	17低血量敌人2伤害347a易伤5平台67暴击7序列升级8核9挖尘
593	24412 11531	7	   	247.64	橙5易伤1攻速1全技能	1低血量敌人23457易伤6全技能8攻速9核a赏金邻近
594	24411 23222	6	   	247.24	橙5易伤1伤害	17低血量敌人23467易伤57最后敌人7序列升级8赏金邻近9伤害a核
595	54413 23222	6	   	247.24	橙5易伤1伤害	17最后敌人23467易伤57低血量敌人7序列升级8赏金邻近9伤害a核
596	24411 21116	7	   	247.14	橙5易伤1伤害	1低血量敌人23468易伤5最后敌人7核9敌人爆炸a伤害
597	24411 21116	8	   	247.14	橙5易伤1伤害	1低血量敌人23468易伤5最后敌人7核9敌人爆炸a伤害
598	24412 23262	5	   	247.14	橙5易伤1伤害	1低血量敌人23459易伤6a基地爆炸7伤害8核
599	24412 23263	5	   	247.14	橙5易伤1伤害	1低血量敌人23459易伤6基地爆炸7伤害8核a额外掉落
600	24412 32612	5	   	247.14	橙5易伤1伤害	1低血量敌人23456易伤7额外掉落8伤害9金币生成a核
601	24412 32631	5	   	247.14	橙5易伤1伤害	1低血量敌人23456易伤7额外掉落8伤害9敌人爆炸a核
602	24413 23126	7	   	247.14	橙5易伤1伤害	1低血量敌人23489易伤5随机矿6核7策反a伤害
603	24413 23126	9	   	247.14	橙5易伤1伤害	1低血量敌人23489易伤5随机矿6核7策反a伤害
604	24413 23126	8	   	247.14	橙5易伤1伤害	1低血量敌人23489易伤5随机矿6核7策反a伤害
605	34412 13262	5	   	247.14	橙5易伤1伤害	1a基地爆炸23459易伤6低血量敌人7伤害8核
606	34412 13263	5	   	247.14	橙5易伤1伤害	1基地爆炸23459易伤6低血量敌人7伤害8核a额外掉落
607	21434 21126	7	   	247.14	橙5易伤1伤害	1低血量敌人2最后敌人34689易伤5立即金币7核a伤害
608	21434 21126	8	   	247.14	橙5易伤1伤害	1低血量敌人2最后敌人34689易伤5立即金币7核a伤害
609	21436 21126	7	   	247.14	橙5易伤1伤害	1低血量敌人25最后敌人34689易伤7核a伤害
610	21436 21126	8	   	247.14	橙5易伤1伤害	1低血量敌人25最后敌人34689易伤7核a伤害
611	22351 33241	9	   	247.14	橙5易伤1伤害	1低血量敌人2伤害36789易伤4敌人爆炸5额外掉落a核
612	22611 33341	9	   	247.14	橙5易伤1伤害	1低血量敌人2伤害3基地爆炸46789易伤5额外掉落a核
613	24411 11126	7	   	247.14	橙5易伤1伤害	1低血量敌人23489易伤5最后敌人6立即金币7核a伤害
614	24411 11126	8	   	247.14	橙5易伤1伤害	1低血量敌人23489易伤5最后敌人6立即金币7核a伤害
615	24411 31126	7	   	247.14	橙5易伤1伤害	16低血量敌人23489易伤5最后敌人7核a伤害
616	24411 31126	8	   	247.14	橙5易伤1伤害	16低血量敌人23489易伤5最后敌人7核a伤害
617	24511 21126	8	   	247.14	橙5易伤1伤害	13低血量敌人24689易伤5最后敌人7核a伤害
618	24511 21126	7	   	247.14	橙5易伤1伤害	13低血量敌人24689易伤5最后敌人7核a伤害
619	24611 21126	8	   	247.14	橙5易伤1伤害	1低血量敌人24689易伤3金币生成5矿等7核a伤害
620	24611 21126	7	   	247.14	橙5易伤1伤害	1低血量敌人24689易伤3金币生成5矿等7核a伤害
621	24612 21126	7	   	247.14	橙5易伤1伤害	1低血量敌人24689易伤3金币生成5随机矿7核a伤害
622	24612 21126	9	   	247.14	橙5易伤1伤害	1低血量敌人24689易伤3金币生成5随机矿7核a伤害
623	24612 21126	8	   	247.14	橙5易伤1伤害	1低血量敌人24689易伤3金币生成5随机矿7核a伤害
624	26411 33241	9	   	247.14	橙5易伤1伤害	1低血量敌人2敌人爆炸36789易伤4伤害5额外掉落a核
625	32211 33341	9	   	247.14	橙5易伤1伤害	1基地爆炸2伤害3低血量敌人46789易伤5额外掉落a核
626	34414 22331	7	   	247.14	橙5易伤1伤害	1基地爆炸2349a易伤5敌人爆炸6额外掉落7核8伤害
627	34511 33341	9	   	247.14	橙5易伤1伤害	1基地爆炸26789易伤3低血量敌人4伤害5额外掉落a核
628	35411 33341	9	   	247.14	橙5易伤1伤害	1基地爆炸2低血量敌人36789易伤4伤害5额外掉落a核
629	22313 23455	9	   	247.12	橙3易伤1伤害1等级1时间1全技能	1低血量敌人2伤害346易伤5最后敌人7核8时间9全技能a等级
630	24412 21523	9	   	247.10	橙4易伤1等级1暴击1全技能	18低血量敌人2345易伤6等级7全技能9暴击a核
631	34412 31322	10	   	247.10	橙4易伤1时间1暴击1全技能	1基地爆炸2345易伤6时间7核8全技能9敌人爆炸a暴击
632	34412 31324	8	   	247.10	橙4易伤1时间1暴击1全技能	1基地爆炸2345易伤6时间7核8全技能9金币生成a暴击
633	34412 31334	8	   	247.10	橙4易伤1时间1暴击1全技能	1基地爆炸2345易伤6时间7核8全技能9策反a暴击
634	34412 31362	10	   	247.10	橙4易伤1时间1暴击1全技能	1基地爆炸2345易伤6时间7核8全技能9策反a暴击
