0	Index      	 *	Score 	Summary	Detail	
1	25132 42361	 * 	207.86	DCR|2VULN|2ASPD|3ZMB|1AART	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7BELT|8AART|9aVULN
309	21123 33616	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6ERES|7ASPD|8RCR|9AME
310	21123 41521	 * 	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6MDPS|7ASPD|8RCR|9LHND
311	21123 41533	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6MDPS|7ASPD|8RCR|9MLV
312	21123 41543	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6MDPS|7ASPD|8RCR|9AME
313	21123 41563	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6MDPS|7ASPD|8RCR|9CGEN
314	21124 41521	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5LWND|6MDPS|7ASPD|8RCR|9LHND
315	21124 41533	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CANSTR|2AART|3CDMG|4aVULN|5LWND|6MDPS|7ASPD|8RCR|9MLV
316	21213 43616	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1CANSTR|2AART|3BEXP|4ERES|5aVULN|6CDMG|7ASPD|8RCR|9AME
317	25152 12613	   	179.67	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1CANSTR|2ASPD|3ZMB|4DUR|5BELT|6RCR|78DMG|9BEXP|aVULN
318	25152 12621	   	179.67	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1CANSTR|2ASPD|3ZMB|4DUR|5aBELT|6RCR|78DMG|9VULN
319	21123 21213	   	179.60	DCR|2VULN|2AART|1CDMG	1CANSTR|2aAART|3CDMG|49VULN|5BEXP|6RCR|7DUST|8MSLREG
320	32351 63233	   	179.57	DCR|3VULN|1AART|1DMG	17LWND|278VULN|3AME|4DUST|57BEXP|6AART|7BPWR|9RCR|aDMG
321	25152 12633	   	179.57	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1CANSTR|2ASPD|3ZMB|4DUR|5BELT|6RCR|78DMG|9LEGI|aVULN
322	21123 22655	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|2aAART|3CDMG|4VULN|58BEXP|6RCR|7MLV|9ASPD
323	21123 22665	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1CANSTR|2aAART|3CDMG|4VULN|58BEXP|6RCR|7MLV|9DMG
324	21124 22221	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7MLV|8FEWX|aASPD
325	21124 22223	 * 	179.48	DCR|2AART|1VULN|1NUKE|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7MLV|8FEWX|aNUKE
326	21124 22621	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7MLV|8BEXP|aASPD
327	21124 22623	   	179.48	DCR|2AART|1VULN|1NUKE|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7MLV|8BEXP|aNUKE
328	21123 21111	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|28AART|3CDMG|4VULN|5BEXP|6RCR|7DUST|9AME|aASPD
329	21123 21113	   	179.38	DCR|2AART|1VULN|1NUKE|1CDMG	1CANSTR|28AART|3CDMG|4VULN|5BEXP|6RCR|7DUST|9AME|aNUKE
330	21124 21321	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7DUST|8AME|aASPD
331	21124 21323	   	179.38	DCR|2AART|1VULN|1NUKE|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7DUST|8AME|aNUKE
332	21124 23232	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1CANSTR|29AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|8RPLT|aDMG
333	12163 21235	   	179.37	DCR|3VULN|1AART|1DMG	13BEXP|28aVULN|4AART|5DMG|6DUST|7LWND|9RCR
334	12163 26235	   	179.37	DCR|3VULN|1AART|1DMG	13BEXP|28aVULN|4AART|5DMG|6DUST|7LHND|9RCR
335	12632 25133	   	179.36	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	1BEXP|26VULN|3AAC|4SELL|5AART|7DMG|8ASPD|9CGEN|aRCR
336	53235 35132	   	179.30	DCR|2VULN|2DMG|1AAC|2ZMB|1DUR	1AME|25ZMB|3AAC|45DMG|5BPWR|6aVULN|7RMIN|8RCR|9DUR
337	61433 11132	   	179.24	DCR|3VULN|2DMG|1NUKE|1AAC	1RCVC|2AAC|39aVULN|47DMG|5NUKE|6BEXP|8RCR
338	61433 31132	   	179.24	DCR|3VULN|2DMG|1NUKE|1AAC	1RCVC|2AAC|39aVULN|47DMG|5NUKE|6FEWX|8RCR
339	61433 61132	   	179.24	DCR|3VULN|2DMG|1NUKE|1AAC	1RCVC|2AAC|39aVULN|47DMG|5NUKE|6LWND|8RCR
340	21612 31226	   	179.23	DCR|2ASPD|1VULN|1AART|2ZMB|1DUR	1CANSTR|2AART|36ASPD|49ZMB|5DUR|7FEWX|8RCR|aVULN
341	61433 51132	   	179.14	DCR|3VULN|2DMG|1NUKE|1AAC	1RCVC|2AAC|39aVULN|47DMG|5NUKE|6DUST|8RCR
342	21612 34223	   	179.13	DCR|2ASPD|1VULN|1AART|2ZMB|1DUR	1CANSTR|2AART|36ASPD|49ZMB|5DUR|7DUST|8RCR|aVULN
343	21616 35223	   	179.13	DCR|2ASPD|1VULN|1AART|2ZMB|1DUR	1CANSTR|2AART|36ASPD|49ZMB|5DUST|7DUR|8RCR|aVULN
344	12232 25373	   	179.13	DCR|3VULN|1AART|1DMG|1SELL	1BEXP|26aVULN|3CGEN|4SELL|5AART|7DMG|8MBVNT|9RCR
345	12261 21316	   	179.09	DCR|2VULN|1AART|1ASPD|2DUR	1BEXP|2aVULN|3CGEN|4AART|59DUR|6ASPD|7RCR|8BASARM
346	21613 63341	   	179.07	DCR|1AART|1VULN|2CDMG|1ASPD|1ZMB	1CANSTR|2AART|3ASPD|4ZMB|5CGEN|6aCDMG|7RCR|8ERES|9VULN
347	25133 16323	   	179.01	DCR|3ASPD|1DMG|1CDMG|2ZMB|1DUR	1CANSTR|247ASPD|34ZMB|4BPWR|5DMG|6BEXP|8CDMG|9RCR|aDUR
348	25133 61321	   	179.01	DCR|3ASPD|1DMG|1CDMG|2ZMB|1DUR	1CANSTR|246ASPD|34ZMB|4BPWR|5DMG|7LHND|8CDMG|9RCR|aDUR
349	21623 14431	 * 	178.64	DCR|1SPLARM|1AART|1VULN|1ASPD|1DMG|1DUR	1CANSTR|2AART|3ASPD|4DUR|5VULN|6DMG|7MSLFST|8RCR|9LWND|aSPLARM
350	25222 14422	   	178.64	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1DUR	1CANSTR|2ASPD|3DUST|4BEXP|5AART|6DMG|7SPLARM|8RCR|9DUR|aVULN
351	53232 12135	   	178.46	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1AME|2ZMB|3AAC|4DMG|57VULN|6CGEN|8RCR|9DUR|aASPD
352	53232 52135	   	178.46	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1AME|2ZMB|3AAC|4DMG|57VULN|6RMIN|8RCR|9DUR|aASPD
353	21623 16213	   	178.39	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1AAC	1CANSTR|2AART|3ASPD|47DUR|5VULN|6DMG|8RCR|9RPLT|aAAC
354	21123 24251	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS|aTLV
355	21123 24252	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS|aDUST
356	21123 24254	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS|aLWND
357	21123 24255	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS|aRCVC
358	21123 24256	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS|aRPLT
359	21124 24251	   	178.27	DCR|1MDPS|1AART|1VULN|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9MDPS|aTLV
360	21124 24252	   	178.27	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9MDPS|aDUST
361	21121 21616	   	178.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4aVULN|5ZMB|6ERES|7DUR|8RCR|9AME
362	21121 21666	   	178.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4aVULN|5ZMB|6ERES|7DUR|8RCR|9CGEN
363	21123 23322	 * 	178.11	DCR|2VULN|3CDMG|1AART	1CANSTR|2AART|38aCDMG|49VULN|5BEXP|6RCR|7CANARM
364	21124 23362	   	178.11	DCR|2VULN|3CDMG|1AART	1CANSTR|2AART|38aCDMG|49VULN|5LWND|6RCR|7CANARM
365	21621 31252	   	178.04	DCR|2AART|2ASPD|1DMG|1DUR	1CANSTR|29AART|36ASPD|4DUR|5DMG|7FEWX|8RCR|aLHND
366	21621 31253	   	178.04	DCR|2AART|2ASPD|1DMG|1DUR	1CANSTR|29AART|36ASPD|4DUR|5DMG|7FEWX|8RCR|aLWND
367	12215 42321	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2aVULN|3CGEN|4RMIN|5LIT|6RCR|7ZMB|8DMG|9AART
368	35253 22131	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1LWND|24LIT|3RPLT|5ASPD|6RCR|7aVULN|8ZMB|9AART
369	21121 21611	   	177.95	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5ZMB|6ERES|7DUR|8RCR|9AME|aASPD
370	21121 21613	   	177.95	DCR|1AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5ZMB|6ERES|7DUR|8RCR|9AME|aNUKE
371	21121 21661	   	177.95	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5ZMB|6ERES|7DUR|8RCR|9CGEN|aASPD
372	21121 21663	   	177.95	DCR|1AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5ZMB|6ERES|7DUR|8RCR|9CGEN|aNUKE
373	25643 22521	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|79VULN|8DMG|aFEWX
374	25643 22522	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|79VULN|8DMG|aMLV
375	25643 22523	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|79VULN|8DMG|aRMIN
376	25643 22532	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|7aVULN|8DMG|9BEXP
377	25643 22542	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|7aVULN|8DMG|9LHND
378	25643 23512	   	177.94	DCR|2VULN|2ASPD|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|7BEXP|8DMG|9aVULN
379	21621 31251	   	177.94	DCR|2AART|2ASPD|1DMG|1DUR	1CANSTR|29AART|36ASPD|4DUR|5DMG|7FEWX|8RCR|aDUST
380	21621 31255	   	177.94	DCR|2AART|2ASPD|1DMG|1DUR|1MSE	1CANSTR|29AART|36ASPD|4DUR|5DMG|7FEWX|8RCR|aMSE
381	61343 31223	   	177.94	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB	1RCVC|2AAC|3AART|4MSLREG|5aVULN|6ASPD|7FEWX|8RCR|9ZMB
382	23542 21262	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1CANSTR|2BEXP|3MLV|4BELT|5AART|6RCR|7ASPD|89VULN|aZMB
383	62423 24331	   	177.86	DCR|2VULN|2DMG|1CDMG	1RCVC|2LIT|3MLV|47VULN|5CGEN|69DMG|8RCR|aCDMG
