0	Index      	 *	Score 	Summary	Detail	
1	21381 26234	 * 	194.09	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	1aVULN|2MBVNT|3MLV|47aDMG|5aCDMG|6SELL|8RCR|9AART|aBPWR
335	31343 84424	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5FEWX|6RCR|7TLV|89DMG|aCDMG
336	31441 84424	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|6RCR|7TLV|89DMG|aCDMG
337	21441 45133	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1VULN|2MBVNT|3DUR|47AART|5TLV|6aDMG|8RCR|9ASPD
338	21446 45133	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1VULN|2MBVNT|3DUR|47AART|5ERES|6aDMG|8RCR|9ASPD
339	21447 35173	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1VULN|2MBVNT|3DUR|47AART|5ASPD|6ERES|8RCR|9aDMG
340	31341 45133	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3VULN|47AART|5TLV|6aDMG|8RCR|9ASPD
341	31346 45133	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3VULN|47AART|5ERES|6aDMG|8RCR|9ASPD
342	31347 35173	   	169.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3VULN|47AART|5ASPD|6ERES|8RCR|9aDMG
343	63131 34132	 * 	169.07	ACR|3VULN|2AART|2ASPD|1DUR	18ASPD|28MLV|3ERES|4DUR|5RCR|678VULN|8BPWR|9aAART
344	12315 12511	   	169.07	DCR|4VULN|1AART|1CDMG	1DUST|2LHND|368aVULN|4CDMG|5AART|7RCR|9RMIN
345	12315 12531	   	169.07	DCR|4VULN|1AART|1CDMG	1DUST|2LHND|368aVULN|4CDMG|5AART|7RCR|9CGEN
346	16315 12511	   	169.07	DCR|4VULN|1AART|1CDMG	1DUST|2LWND|368aVULN|4CDMG|5AART|7RCR|9RMIN
347	16315 12531	   	169.07	DCR|4VULN|1AART|1CDMG	1DUST|2LWND|368aVULN|4CDMG|5AART|7RCR|9CGEN
348	21742 51415	   	169.05	DCR|2VULN|2DMG|1AART|2DUR	18VULN|2MBVNT|3RPLT|4AART|58DMG|6BELT|78DUR|8BPWR|9DUST|aRCR
349	21124 52682	   	169.02	DCR|3VULN|1AART|2CDMG|1ASPD	18aVULN|2MBVNT|3aLIT|4AART|5ASPD|6LWND|7RCR|9aCDMG|aBPWR
350	22515 12511	   	168.97	DCR|4VULN|1AART|1CDMG	168aVULN|2LEGI|3DUST|4CDMG|5AART|7RCR|9RMIN
351	22515 12531	   	168.97	DCR|4VULN|1AART|1CDMG	168aVULN|2LEGI|3DUST|4CDMG|5AART|7RCR|9CGEN
352	32315 12513	   	168.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|368VULN|4CDMG|5AART|7RCR|9RMIN|aASPD
353	32315 12533	   	168.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|368VULN|4CDMG|5AART|7RCR|9CGEN|aASPD
354	32315 12543	   	168.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|368VULN|4CDMG|5AART|7RCR|9RPLT|aASPD
355	36315 12513	   	168.94	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2LWND|368VULN|4CDMG|5AART|7RCR|9RMIN|aASPD
356	36315 12533	   	168.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LWND|368VULN|4CDMG|5AART|7RCR|9CGEN|aASPD
357	21124 22633	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|2MBVNT|3LIT|4AART|5ASPD|6BEXP|7RCR|9DMG
358	21124 42633	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|2MBVNT|3LIT|4AART|5ASPD|6FEWX|7RCR|9DMG
359	21126 42782	   	168.88	DCR|2AART|2VULN|2CDMG|1ZMB	1aVULN|2MBVNT|3aLIT|48AART|5LWND|6ZMB|7RCR|9aCDMG|aBPWR
360	21123 32263	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	19aVULN|2MBVNT|3LIT|4AART|5DUR|6ERES|7RCR|8DMG
361	21442 28484	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|68aDMG|7RCR|9SNIHEL
362	21444 32263	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	19aVULN|2MBVNT|3DUR|4AART|5LIT|6ERES|7RCR|8DMG
363	31342 28484	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|68aDMG|7RCR|9SNIHEL
364	31344 32263	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|39aVULN|4AART|5LIT|6ERES|7RCR|8DMG
365	31441 28484	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|68aDMG|7RCR|9SNIHEL
366	12352 13437	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	19DUST|2LHND|39VULN|4TLV|5ZMB|69DMG|7MBVNT|8RCR|9BPWR|aAART
367	21447 44177	   	168.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	16VULN|2MBVNT|3DUR|4AART|5ASPD|7RMIN|8RCR|9DMG|aZMB
368	31347 44177	   	168.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|36VULN|4AART|5ASPD|7RMIN|8RCR|9DMG|aZMB
369	63261 35333	   	168.73	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2MLV|3ZMB|4RCR|5RMIN|67DMG|8VULN|9AART|aDUR
370	31341 27133	   	168.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|7ZMB|8RCR|9ASPD|aDMG
371	31341 27173	   	168.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|7ZMB|8RCR|9DMG|aASPD
372	31346 27133	   	168.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|7ZMB|8RCR|9ASPD|aDMG
373	31346 27173	   	168.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|7ZMB|8RCR|9DMG|aASPD
374	21124 55433	   	168.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	17VULN|2MBVNT|3LIT|4AART|57ASPD|67LWND|7BPWR|8RCR|9DMG|aZMB
375	21742 17131	   	168.63	DCR|3VULN|2AART|1DMG	167VULN|2MBVNT|3RPLT|4aAART|5DMG|8LIT|9RCR
376	12313 52511	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2LHND|358aVULN|4CDMG|6AART|7RCR|9RMIN
377	12313 52531	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2LHND|358aVULN|4CDMG|6AART|7RCR|9CGEN
378	13313 52511	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2BEXP|358aVULN|4CDMG|6AART|7RCR|9RMIN
379	13313 52531	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2BEXP|3589VULN|4CDMG|6AART|7RCR|aRPLT
380	13313 52535	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2BEXP|3589VULN|4CDMG|6AART|7RCR|aLIT
381	15313 52511	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2FEWX|358aVULN|4CDMG|6AART|7RCR|9RMIN
382	15313 52531	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2FEWX|3589VULN|4CDMG|6AART|7RCR|aRPLT
383	16313 52511	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2LWND|358aVULN|4CDMG|6AART|7RCR|9RMIN
384	16313 52531	   	168.47	DCR|4VULN|1AART|1CDMG	1DUST|2LWND|358aVULN|4CDMG|6AART|7RCR|9CGEN
385	21434 15835	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	16aVULN|2MBVNT|3DUR|4aFEWX|5DUST|7ZMB|8RCR|9aDMG|aBPWR
386	32315 62522	 * 	168.38	DCR|3AART|2VULN|2CDMG|1DUR	1DUR|2LHND|38VULN|4aCDMG|569AART|7RCR
387	22513 52511	   	168.37	DCR|4VULN|1AART|1CDMG	158aVULN|2LEGI|3DUST|4CDMG|6AART|7RCR|9RMIN
388	22513 52531	   	168.37	DCR|4VULN|1AART|1CDMG	158aVULN|2LEGI|3DUST|4CDMG|6AART|7RCR|9CGEN
389	13313 52532	   	168.37	DCR|4VULN|1AART|1CDMG	1DUST|2BEXP|3589VULN|4CDMG|6AART|7RCR|aBASHEA
390	13313 52533	   	168.37	DCR|4VULN|1AART|1CDMG	1DUST|2BEXP|3589VULN|4CDMG|6AART|7RCR|aVENICY
391	15313 52532	   	168.37	DCR|4VULN|1AART|1CDMG	1DUST|2FEWX|3589VULN|4CDMG|6AART|7RCR|aBASHEA
392	15313 52533	   	168.37	DCR|4VULN|1AART|1CDMG	1DUST|2FEWX|3589VULN|4CDMG|6AART|7RCR|aVENICY
393	21441 48153	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|3DUR|4AART|5TLV|67DMG|8RCR|9LIT
394	21441 48187	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|3DUR|4AART|5TLV|67DMG|8RCR|9LWND
395	31341 48153	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3aVULN|4AART|5TLV|67DMG|8RCR|9LIT
396	31341 48187	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3aVULN|4AART|5TLV|67DMG|8RCR|9LWND
397	31341 22171	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|79DMG|8RCR|aCGEN
398	31341 22174	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|79DMG|8RCR|aFEWX
399	31341 22178	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|79DMG|8RCR|aRMIN
400	31346 22171	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|79DMG|8RCR|aCGEN
401	31346 22174	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|79DMG|8RCR|aFEWX
402	31346 22178	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|79DMG|8RCR|aRMIN
403	32313 52513	   	168.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|358VULN|4CDMG|6AART|7RCR|9RMIN|aASPD
404	32313 52533	   	168.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|358VULN|4CDMG|6AART|7RCR|9CGEN|aASPD
405	32313 52543	   	168.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|358VULN|4CDMG|6AART|7RCR|9RPLT|aASPD
406	36313 52513	   	168.34	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2LWND|358VULN|4CDMG|6AART|7RCR|9RMIN|aASPD
407	36313 52533	   	168.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LWND|358VULN|4CDMG|6AART|7RCR|9CGEN|aASPD
408	23133 34551	 * 	168.32	DCR|2VULN|2DMG|2CDMG|1FLTHEA	16VULN|2CGEN|3aCDMG|4LEGI|57DMG|8RCR|9FLTHEA
409	21126 42417	   	168.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18VULN|2MBVNT|3LIT|4AART|58LWND|68ZMB|7RCR|8BPWR|9DUR|aDMG
410	21126 42431	   	168.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18VULN|2MBVNT|3LIT|4AART|58LWND|68ZMB|7RCR|8BPWR|9DMG|aDUR
411	32315 12411	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|36aVULN|48CDMG|5AART|7RCR|9RMIN
412	32315 12431	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|36aVULN|48CDMG|5AART|7RCR|9CGEN
413	32315 12512	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|368VULN|4aCDMG|5AART|7RCR|9RMIN
414	32315 12532	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|368VULN|4aCDMG|5AART|7RCR|9CGEN
415	36315 12411	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|36aVULN|48CDMG|5AART|7RCR|9RMIN
416	36315 12431	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|36aVULN|48CDMG|5AART|7RCR|9CGEN
417	36315 12512	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|368VULN|4aCDMG|5AART|7RCR|9RMIN
418	36315 12532	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|368VULN|4aCDMG|5AART|7RCR|9CGEN
419	24312 16223	   	168.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2BEXP|3MLV|4DUR|5ZMB|68DMG|7RCR|9AART|aASPD
420	21421 15835	   	168.31	DCR|3VULN|2DMG|1ZMB|1DUR	16aVULN|2MBVNT|3DUR|4aDUST|5LWND|7ZMB|8RCR|9aDMG|aBPWR
421	31341 22173	   	168.25	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|79DMG|8RCR|aLSRHEA
422	31346 22173	   	168.25	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|79DMG|8RCR|aLSRHEA
423	33133 32536	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|3LIT|4RCR|589VULN|6AART|7MLV|aDMG
424	33133 33532	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|3LIT|4RCR|58aVULN|6AART|7RMIN|9DMG
425	21413 26444	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	15VULN|2MBVNT|3DUR|4CDMG|6SELL|7DMG|8RCR|9AART|aASPD
426	31313 26444	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2MBVNT|35VULN|4CDMG|6SELL|7DMG|8RCR|9AART|aASPD
427	24212 16223	   	168.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2BEXP|3TLV|4DUR|5ZMB|68DMG|7RCR|9AART|aASPD
428	33352 16223	   	168.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2BEXP|3VULN|4TLV|5ZMB|68DMG|7RCR|9AART|aASPD
429	21442 88422	   	168.20	DCR|3VULN|2AART|2DUR	179VULN|2MBVNT|37DUR|4aAART|57LHND|6RCR|7BPWR|8DMSP
430	31342 88422	   	168.20	DCR|3VULN|2AART|2DUR	17DUR|2MBVNT|379VULN|4aAART|57LHND|6RCR|7BPWR|8DMSP
431	31441 88422	   	168.20	DCR|3VULN|2AART|2DUR	17DUR|2MBVNT|37LWND|4aAART|579VULN|6RCR|7BPWR|8DMSP
432	13133 35533	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|3LIT|4RCR|58aVULN|6AART|7ASPD|9DMG
433	15133 35533	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2FEWX|3LIT|4RCR|58aVULN|6AART|7ASPD|9DMG
434	21413 34217	   	168.11	DCR|4VULN|1AART|1CDMG|1DUR	1568VULN|2MBVNT|3DUR|4CDMG|7BASICY|9RCR|aAART
435	31313 34217	   	168.11	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3568VULN|4CDMG|7BASICY|9RCR|aAART
436	23362 25235	   	168.10	ACR|3VULN|1AART|1DMG|1ZMB	14aVULN|23CGEN|5RCR|6LHND|7DMG|8ZMB|9AART
437	31342 88473	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|37VULN|4AART|57LHND|6RCR|7BPWR|8DMSP|9DMG|aASPD
438	31342 88483	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|37VULN|4AART|57LHND|6RCR|7BPWR|8DMSP|9ASPD|aDMG
439	31441 88473	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|37LWND|4AART|57VULN|6RCR|7BPWR|8DMSP|9DMG|aASPD
440	31441 88483	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|37LWND|4AART|57VULN|6RCR|7BPWR|8DMSP|9ASPD|aDMG
441	21442 88473	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2MBVNT|37DUR|4AART|57LHND|6RCR|7BPWR|8DMSP|9DMG|aASPD
442	21442 88483	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2MBVNT|37DUR|4AART|57LHND|6RCR|7BPWR|8DMSP|9ASPD|aDMG
443	21443 87435	   	168.10	DCR|3VULN|2AART|2DUR	17aVULN|2MBVNT|3aDUR|49AART|5aFEWX|6RCR|8LEGI|aBPWR
444	31343 87435	   	168.10	DCR|3VULN|2AART|2DUR	1aDUR|2MBVNT|37aVULN|49AART|5aFEWX|6RCR|8LEGI|aBPWR
445	21744 11185	   	168.08	DCR|3VULN|1AART|1DMG|1ZMB	16aVULN|2MBVNT|3RPLT|4AART|5ZMB|7DMG|8ERES|9RCR
446	31343 88428	   	168.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|37VULN|4AART|57FEWX|6RCR|7BPWR|8LEGI|9DMG|aASPD
447	21443 88428	   	168.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2MBVNT|37DUR|4AART|57FEWX|6RCR|7BPWR|8LEGI|9DMG|aASPD
448	21881 44212	 * 	167.93	DCR|3DMG|2VULN|2CDMG	18VULN|2MBVNT|3RMIN|46aDMG|56CDMG|6BPWR|7BASICY|9RCR
449	61531 13622	   	167.84	DCR|3VULN|2AART|1DUR|1ASPD	1ASPD|2ERES|3aAART|459VULN|6FEWX|7RCR|8DUR
450	61531 23322	   	167.84	DCR|3VULN|2AART|1DUR|1ASPD	1ASPD|2ERES|3aAART|459VULN|6DUR|7RCR|8BEXP
451	21381 62281	   	167.82	DCR|2VULN|2AART|1DMG|1CDMG	1aVULN|2MBVNT|3MLV|4DMG|5CDMG|69AART|7RMIN|8RCR
452	21281 62281	   	167.72	DCR|2VULN|2AART|1DMG|1CDMG	1aVULN|2MBVNT|3TLV|4DMG|5CDMG|69AART|7RMIN|8RCR
453	21281 63281	   	167.72	DCR|2VULN|2AART|1DMG|1CDMG	1aVULN|2MBVNT|3TLV|4DMG|5CDMG|69AART|7MLV|8RCR
454	21281 64281	   	167.72	DCR|2VULN|2AART|1DMG|1CDMG	1aVULN|2MBVNT|3TLV|4DMG|5CDMG|69AART|7CGEN|8RCR
455	32313 52411	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|35aVULN|48CDMG|6AART|7RCR|9RMIN
456	32313 52431	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|35aVULN|48CDMG|6AART|7RCR|9CGEN
457	32313 52512	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|358VULN|4aCDMG|6AART|7RCR|9RMIN
458	32313 52532	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LHND|358VULN|4aCDMG|6AART|7RCR|9CGEN
459	36313 52411	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|35aVULN|48CDMG|6AART|7RCR|9RMIN
460	36313 52431	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|35aVULN|48CDMG|6AART|7RCR|9CGEN
461	36313 52512	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|358VULN|4aCDMG|6AART|7RCR|9RMIN
462	36313 52532	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|2LWND|358VULN|4aCDMG|6AART|7RCR|9CGEN
463	21442 28113	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2MBVNT|3DUR|49AART|5LHND|6DMG|7RCR|8CDMG|aASPD
464	31342 28113	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|49AART|5LHND|6DMG|7RCR|8CDMG|aASPD
465	31441 28113	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3LWND|49AART|5VULN|6DMG|7RCR|8CDMG|aASPD
466	32326 36413	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2LHND|3VULN|4DUST|5CDMG|6RCR|7DMG|89AART|aASPD
467	32513 36413	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2LHND|3DUST|4CDMG|5VULN|6RCR|7DMG|89AART|aASPD
468	31343 35174	   	167.71	DCR|2AART|2VULN|1DMG|2DUR	1aDUR|2MBVNT|36VULN|47AART|56FEWX|6BPWR|8RCR|9DMG
469	21445 63311	 * 	167.69	DCR|3AART|1VULN|1DMG|2DUR|1ZMB	1VULN|2MBVNT|35DUR|469AART|7RCR|8ZMB|aDMG
470	31345 63311	   	167.69	DCR|3AART|1VULN|1DMG|2DUR|1ZMB	15DUR|2MBVNT|3VULN|469AART|7RCR|8ZMB|aDMG
471	13313 52436	   	167.62	DCR|3VULN|1AART|2CDMG|1ASPD	1DUST|2BEXP|359VULN|48CDMG|6AART|7RCR|aASPD
472	61531 23133	   	167.60	DCR|2VULN|1AART|2ZMB|2ASPD|2DUR	19ASPD|29ERES|3AART|45VULN|6aDUR|7RCR|89ZMB|9BPWR
473	23414 11153	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2CGEN|3AART|4RPLT|5RCR|7DMG|8ERES|aDUR
474	23414 16323	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	167VULN|2CGEN|3AART|4RPLT|5RCR|8DMG|9ERES|aDUR
475	21441 22172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	1VULN|2MBVNT|36DUR|4aAART|56TLV|6BPWR|79DMG|8RCR
476	21441 42172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	1VULN|2MBVNT|37DUR|4aAART|5TLV|69DMG|8RCR
477	21446 22172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	1VULN|2MBVNT|36DUR|4aAART|56ERES|6BPWR|79DMG|8RCR
478	21446 42172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	1VULN|2MBVNT|37DUR|4aAART|5ERES|69DMG|8RCR
479	31341 42172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	17DUR|2MBVNT|3VULN|4aAART|5TLV|69DMG|8RCR
480	31346 42172	   	167.51	DCR|2AART|2DMG|1VULN|2DUR	17DUR|2MBVNT|3VULN|4aAART|5ERES|69DMG|8RCR
481	11313 44217	   	167.48	DCR|4VULN|1AART|2CDMG	1DUST|2MBVNT|3568VULN|46CDMG|6BPWR|7BASICY|9RCR|aAART
482	11128 42632	   	167.48	DCR|2VULN|2AART|1DMG|1ZMB	1DUST|2MBVNT|3LIT|48VULN|5ZMB|6aAART|7RCR|9DMG
483	11128 42647	   	167.48	DCR|2VULN|2AART|1DMG|1ZMB	1DUST|2MBVNT|3LIT|48VULN|5ZMB|69AART|7RCR|aDMG
484	11128 42733	   	167.48	DCR|2VULN|2AART|1DMG|1ZMB	1DUST|2MBVNT|3LIT|4aVULN|5ZMB|68AART|7RCR|9DMG
485	23462 22622	   	167.32	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2CGEN|3AART|4LHND|56LWND|6BPWR|7DMG|8RCR|aDUR
486	54314 12213	   	167.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|24DMG|3CGEN|5NUKE|6AART|7ZMB|8RCR|9CDMG|aVULN
487	21445 63373	 * 	167.24	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1VULN|2MBVNT|35aDUR|46AART|7RCR|8ZMB|9DMG
488	31345 63373	   	167.24	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	15aDUR|2MBVNT|3VULN|46AART|7RCR|8ZMB|9DMG
489	32315 12141	   	167.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LHND|36aVULN|4CDMG|5AART|7RCR|8ERES
490	32315 12241	   	167.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LHND|36aVULN|4CDMG|5AART|7RCR|8TLV
491	36315 12141	   	167.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LWND|36aVULN|4CDMG|5AART|7RCR|8ERES
492	36315 12241	   	167.20	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LWND|36aVULN|4CDMG|5AART|7RCR|8TLV
493	21355 34217	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2MBVNT|3MLV|4CANHEL|5DMG|7CDMG|9RCR|aAART
494	21381 34217	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2MBVNT|3MLV|4DMG|5CDMG|7CANSTR|9RCR|aAART
495	21881 34217	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2MBVNT|3RMIN|4DMG|5CDMG|7BASICY|9RCR|aAART
496	21124 22445	 * 	167.11	DCR|3VULN|2AART|2ASPD	18aVULN|2MBVNT|3LIT|49AART|58ASPD|68BEXP|7RCR|8BPWR
497	21442 84517	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	18VULN|2MBVNT|3DUR|49AART|58LHND|6RCR|78TLV|8BPWR|aDMG
498	21442 87317	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	17VULN|2MBVNT|3DUR|49AART|5LHND|6RCR|8CGEN|aDMG
499	21442 87624	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	17VULN|2MBVNT|3DUR|4aAART|5LHND|6RCR|8FEWX|9DMG
500	31342 87317	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|37VULN|49AART|5LHND|6RCR|8CGEN|aDMG
501	31342 87624	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|37VULN|4aAART|5LHND|6RCR|8FEWX|9DMG
502	31441 87317	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|3LWND|49AART|57VULN|6RCR|8CGEN|aDMG
